,ETL FP Equity_DX_SI_QTY,ETL FP Equity_DX_SHORT_INTEREST_VALUE,ETL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ETL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ETL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ETL FP Equity_DX_SI_MV,ETL FP Equity_DX_DSS,ETL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ETL FP Equity_DX_SUPPLY_SI_QTY,ETL FP Equity_DX_BROKER_SI_QTY,ETL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ETL FP Equity_DX_BROKER_SI_MV_NEW_x,ETL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ETL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ETL FP Equity_DX_BROKER_SI_MV_INC_x,ETL FP Equity_DX_SUPPLY_SI_MV_NEW,ETL FP Equity_DX_BROKER_SI_QTY_ADD,ETL FP Equity_DX_BROKER_SI_QTY_NEW,ETL FP Equity_DX_SUPPLY_SI_MV_DEC,ETL FP Equity_DX_BROKER_SI_QTY_INC,ETL FP Equity_DX_SUPPLY_SI_QTY_DEC,ETL FP Equity_DX_BROKER_SI_MV_NEW_y,ETL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ETL FP Equity_DX_BROKER_SI_MV_INC_y,ETL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ETL FP Equity_DX_BROKER_SI_MV_ADD,ETL FP Equity_DX_SUPPLY_SI_QTY_ADD,ETL FP Equity_DX_BROKER_SI_QTY_DEC,ETL FP Equity_DX_SUPPLY_SI_MV,ETL FP Equity_DX_BROKER_SI_MV_DEC,ETL FP Equity_DX_SUPPLY_SI_MV_RMV,ETL FP Equity_DX_BROKER_SI_MV_RMV,ETL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ETL FP Equity_DX_UTILIZATION_QUANTITY,ETL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ETL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ETL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ETL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ETL FP Equity_DX_ACTIVE_UTILIZATION_MV,ETL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ETL FP Equity_DX_BROKER_SI_CON_RATIO,ETL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ETL FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-09-27,27332002.0,107961407.9,11.79,235.69,5.75,108.03,2.0,93061763.0,24768886.0,23559940.0,97837099.7,,,151581.0,0.26,,,,0.0,53400.0,8802.0,,,0.26,151581.0,,,32368.0,95.71,0.0,,,100.0,88.49,0.0,0.0,,0.0,100.0,19.56,0.2011,35.13,0.9765
2024-09-30,27150272.0,108383885.82,11.71,233.5,5.71,109.71,2.0,93325814.32,24778286.0,23378210.0,98914917.71,,,9585.0,0.97,,,,0.0,9400.0,185.0,,,0.97,9585.0,,1387887.0,191131.0,98.06,0.44,5.35,,89.9,88.54,2783982.0,11113656.14,1387887.0,11.02,89.9,18.85,0.2015,35.48,0.9702
2024-10-01,27608612.0,104912725.6,11.91,238.39,5.81,112.49,2.0,90165450.0,25464476.0,23727750.0,96765008.8,,,1071125.0,1.75,,300.0,,1.39,401240.0,386265.0,,,1.75,1071125.0,0.0,1331.0,52000.0,101.91,0.0,,,94.37,92.73,1519676.0,5774768.8,,6.1,94.36,18.26,0.1989,34.93,1.0054
2024-10-02,27687762.0,105213495.6,11.94,232.1,5.83,108.1,2.0,90637721.6,25584410.0,23852032.0,97220758.0,,,174200.0,0.77,,,,0.36,225000.0,54267.0,,,0.77,174200.0,,,100717.0,97.37,2.76,,,92.94,91.41,1944054.0,7387405.2,,7.41,92.93,18.77,0.1955,34.29,0.9892
2024-10-03,27862884.0,105990410.74,12.02,224.42,5.86,108.81,2.0,91399293.82,25554932.0,24027154.0,97210961.33,,,16207.0,1.0,,,,0.18,222510.0,45686.0,,,1.0,16207.0,,,47389.0,97.15,0.23,,,92.93,91.36,1944054.0,7395181.42,,7.4,92.92,18.69,0.1932,33.94,0.9961
2024-10-04,28793736.0,111143820.96,12.42,227.19,6.06,112.83,2.0,97737423.36,26425934.0,25320576.0,102004105.24,,,869940.0,5.08,,,,0.0,1293546.0,20.0,,,5.08,869940.0,,1083.0,124.0,100.79,0.0,,,97.31,95.7,730610.0,2820154.6,,2.79,97.31,18.19,0.1918,33.04,1.0428
2024-10-07,28780174.0,112242678.6,12.41,225.22,6.06,113.9,2.0,98706894.0,26414706.0,25309460.0,103017353.4,,,33235.0,,,,,0.02,,44463.0,,,,33235.0,,,11115.0,102.01,0.0,,,95.79,94.59,1159964.0,4523859.6,,4.48,95.79,18.1,0.192,33.09,1.0307
2024-10-08,29188296.0,110915524.8,12.59,224.59,6.14,116.48,2.0,97718216.0,26769028.0,25715320.0,101722306.4,,,413345.0,1.91,,,,0.09,433973.0,58420.0,,,1.91,413345.0,,,28114.0,104.28,0.0,0.0,,97.18,95.9,776564.0,2950943.2,604.0,3.02,97.18,17.54,0.1873,32.65,1.0457
2024-10-09,29348826.0,112464701.23,12.66,223.88,6.18,115.47,2.0,99071363.07,25643968.0,25853696.0,98267685.38,,,84275.0,3.27,,,,5.74,797292.0,1209335.0,,,3.27,84275.0,,,658915.0,97.63,3.97,,,93.84,91.88,1682064.0,6445669.25,,6.41,93.84,20.66,0.1887,32.12,1.0515
2024-10-10,30117208.0,114324921.57,12.99,233.47,6.34,119.68,2.0,101337552.89,26364870.0,26695878.0,100081046.52,,,1058222.0,4.16,,,,1.14,845870.0,337130.0,,,4.16,1058222.0,,,3689.0,101.04,0.0,0.0,,98.05,94.92,523368.0,1986704.93,189.0,2.01,98.05,21.39,0.1947,33.01,1.0842
2024-10-11,30048808.0,114846544.18,12.96,237.33,6.32,118.36,2.0,101384963.32,26425240.0,26526678.0,100997267.28,,,438069.0,0.84,,,,1.53,225900.0,377700.0,,,0.84,438069.0,,,395100.0,100.24,1.95,,,98.21,94.89,482448.0,1843916.26,,1.83,98.21,21.55,0.1889,31.79,1.079
2024-10-14,30124416.0,113870292.48,12.99,255.17,6.34,119.2,2.0,100115144.64,26493156.0,26485488.0,100144129.68,,,141862.0,0.05,,,,0.21,9756.0,73946.0,,,0.05,141862.0,,,50946.0,101.16,0.0,,,98.21,95.12,482448.0,1823653.44,,1.84,98.21,21.39,0.1878,31.6,1.0815
2024-10-15,29462416.0,112546429.12,12.71,252.2,6.2,115.55,2.0,98224378.16,26332132.0,25713188.0,100588744.24,,,133117.0,0.03,,,,1.42,51053.0,310141.0,,,0.03,133117.0,,16000.0,823353.0,99.64,3.84,,,97.42,94.53,698708.0,2669064.56,,2.64,97.42,20.48,0.1891,32.1,1.0577
2024-10-16,28081228.0,105810067.1,12.11,239.92,5.91,110.86,2.0,91895197.3,25636928.0,24388322.0,96599944.7,,,563801.0,0.98,,,,4.51,119553.0,1259004.0,,,0.98,563801.0,,,1444419.0,98.03,5.71,,,97.1,92.05,765950.0,2886099.6,,2.92,97.1,17.52,0.1943,34.24,1.0082
2024-10-17,28410754.0,106653970.52,12.25,245.51,5.98,110.94,2.0,92781987.0,25912468.0,24715500.0,97275404.87,,,241419.0,1.45,,,,0.02,529594.0,2726.0,,,1.45,241419.0,,36847.0,202416.0,97.8,0.85,,,97.94,92.87,545072.0,2046200.29,,2.06,97.94,16.74,0.1908,34.13,1.0182
2024-10-18,28853872.0,110337206.53,12.44,248.4,6.07,112.4,2.0,96672861.44,26362572.0,25280560.0,100810475.33,,,1082269.0,3.72,,,,2.67,922147.0,671406.0,,,3.72,1082269.0,,39241.0,357087.0,98.78,1.59,,,97.96,94.28,548200.0,2096316.8,,2.05,97.96,19.95,0.1951,33.46,1.0319
2024-10-21,28860036.0,107647934.28,12.45,243.83,6.07,114.32,2.0,94200970.96,26415588.0,25254952.0,98530143.24,,,315771.0,2.02,,,,0.64,298500.0,262755.0,,,2.02,315771.0,,,324109.0,101.23,0.88,,,98.35,94.35,443506.0,1654277.38,,1.7,98.35,19.07,0.1981,34.3,1.0308
2024-10-22,28438932.0,107556040.82,12.26,232.63,5.98,110.62,2.0,94125591.52,26145308.0,24887782.0,98881554.86,,,509879.0,0.0,,,,3.94,80050.0,780158.0,,,0.0,509879.0,,,447219.0,98.11,2.45,,,97.74,93.45,604806.0,2287376.29,,2.26,97.75,19.24,0.2,34.78,1.0165
2024-10-23,27813668.0,103411217.62,12.0,227.68,5.85,108.87,2.0,90844035.57,25781556.0,24433576.0,95855825.21,,,222044.0,0.59,,,,1.98,84400.0,585796.0,,,0.59,222044.0,,,538605.0,97.55,1.89,,,96.9,92.17,825260.0,3068316.68,,3.13,96.9,18.34,0.1982,34.79,0.9944
2024-10-24,27745924.0,103714263.91,11.97,230.69,5.84,107.0,2.0,91140506.6,25498626.0,24382158.0,95313863.99,,,296264.0,0.05,,,,2.59,75000.0,615389.0,,,0.05,296264.0,,36194.0,126419.0,94.64,1.32,,,95.63,91.02,1166478.0,4360294.76,,4.32,95.64,18.68,0.1981,34.56,0.9904
2024-10-25,27952124.0,103981901.28,12.05,234.3,5.88,108.87,2.0,91099965.36,25478784.0,24489238.0,94781076.48,,,645550.0,4.17,,,,2.8,961324.0,822672.0,,,4.17,645550.0,,157280.0,854244.0,95.26,3.04,,,94.83,90.95,1388488.0,5165175.36,,5.2,94.83,21.34,0.1991,34.18,0.9978
2024-10-28,27426692.0,102740388.23,11.83,226.57,5.77,106.81,2.0,89684169.74,25158684.0,23941316.0,94244430.26,,,410125.0,0.81,,,,2.94,154575.0,761500.0,,,0.81,410125.0,,31275.0,702497.0,93.59,2.89,,,94.92,90.41,1346148.0,5042670.41,,5.07,94.86,21.75,0.2031,34.71,0.9856
2024-10-29,27211492.0,101390019.19,11.74,229.35,5.73,106.51,2.0,88777196.21,25031532.0,23826408.0,93267488.23,,,122617.0,2.12,,,,0.94,417452.0,280783.0,,,2.12,122617.0,,31015.0,532361.0,93.77,2.16,,,92.99,89.94,1888286.0,7035753.64,,7.03,93.02,20.14,0.2008,35.13,0.9778
2024-10-30,27342564.0,103354891.92,11.79,230.72,5.75,106.41,2.0,90583867.08,25247876.0,23963986.0,95436971.28,,,343708.0,0.47,,,,0.49,204500.0,123663.0,,,0.47,343708.0,,,66921.0,93.9,0.3,0.01,,94.43,90.98,1490146.0,5632751.88,3703.0,5.69,94.29,20.17,0.2036,35.61,0.9852
2024-10-31,27427804.0,105377622.97,11.83,222.36,5.77,107.85,2.0,91363635.98,25371338.0,23780228.0,97476680.6,,,402500.0,1.24,,,,1.16,179401.0,408200.0,,,1.24,402500.0,,129163.0,363159.0,95.83,1.41,,,93.58,91.18,1740088.0,6685418.1,,6.72,93.45,20.03,0.2077,36.13,0.9857
2024-11-01,28275764.0,104620326.8,12.19,225.16,5.95,112.45,2.0,90384295.6,26067924.0,24428188.0,96451318.8,,,1200792.0,3.75,,,,1.76,737960.0,504207.0,,,3.75,1200792.0,,,90000.0,100.26,0.34,,,96.51,93.79,942998.0,3489092.6,,3.63,96.51,19.15,0.2058,35.93,1.0173
2024-11-04,27716428.0,104435500.7,11.95,230.51,5.83,107.35,2.0,91326877.39,22924020.0,24237494.0,86377707.36,,,226502.0,0.0,,12000.0,,13.31,51904.0,3370406.0,,,0.0,226502.0,0.05,,254598.0,85.49,1.43,,,95.86,92.06,990334.0,3731578.51,,3.66,95.9,20.05,0.209,36.45,1.1131
2024-11-05,27745614.0,104711947.24,11.97,229.65,5.84,108.69,2.0,91400098.19,22982958.0,24218362.0,86737683.49,,,365759.0,1.41,,,,1.04,286488.0,335600.0,,,1.41,365759.0,,28780.0,305620.0,86.94,0.44,,,96.92,92.15,729836.0,2754401.06,,2.74,96.94,19.12,0.2048,36.17,1.1125
2024-11-06,26802862.0,100189098.16,11.56,222.89,5.64,106.05,2.0,86261011.12,22832568.0,23076782.0,85348139.18,,,539307.0,1.14,,,,2.61,289481.0,691605.0,,,1.14,539307.0,,1907.0,1431061.0,86.77,4.84,,,96.47,91.65,836124.0,3125431.51,,3.18,96.46,19.8,0.205,36.01,1.0759
2024-11-07,27075516.0,101533185.0,11.68,225.89,5.7,105.62,2.0,86668965.0,23037652.0,23111724.0,86391195.0,,,230665.0,0.39,,,,0.17,302595.0,25581.0,,,0.39,230665.0,,,267654.0,86.51,1.26,,,98.32,92.4,393620.0,1476075.0,,1.49,98.31,19.44,0.2024,35.63,1.086
2024-11-08,27107244.0,103170170.66,11.69,224.79,5.7,106.66,2.0,88110513.74,23172084.0,23150424.0,88192951.7,,,267913.0,1.89,,,,0.59,391120.0,187162.0,,,1.89,267913.0,,53682.0,352419.0,87.24,1.11,,,99.31,93.04,161340.0,614060.04,,0.61,99.31,18.64,0.203,36.18,1.0885
2024-11-11,27354036.0,102632343.07,11.8,223.79,5.76,108.65,2.0,87871990.08,23608836.0,23420040.0,88580352.67,,,338168.0,2.12,,,,0.63,500402.0,202610.0,,,2.12,338168.0,,301194.0,230787.0,90.03,0.8,,,99.32,94.79,161340.0,605347.68,,0.61,99.32,18.92,0.2034,35.91,1.0982
2024-11-12,27593216.0,101377475.58,11.9,225.67,5.81,108.34,2.0,87001120.93,23698036.0,23680218.0,87066584.26,,,153338.0,0.96,,,,0.37,403184.0,89139.0,,,0.96,153338.0,,25000.0,143005.0,88.99,0.85,,,99.32,95.07,161340.0,592763.16,,0.61,99.32,18.81,0.2073,36.62,1.107
2024-11-13,26823320.0,96510305.36,11.57,218.41,5.64,103.71,2.0,82649362.96,22783376.0,22970918.0,81974586.85,,,882.0,0.16,,,,3.94,56457.0,915542.0,,,0.16,882.0,,,765757.0,83.91,4.09,,,97.2,91.47,656592.0,2362418.02,,2.42,97.2,19.55,0.2089,36.77,1.0769
2024-11-14,26680436.0,100051635.0,11.51,215.81,5.61,99.89,2.0,85605127.5,22779256.0,22828034.0,85422210.0,,,231824.0,0.0,,,,1.26,216746.0,235943.0,,,0.0,231824.0,,,359630.0,82.27,2.83,,,95.68,91.36,1028820.0,3858075.0,,3.71,95.69,18.47,0.2122,37.73,1.0701
2024-11-15,27153390.0,101064917.58,11.71,220.22,5.71,106.9,2.0,86726277.34,23158504.0,23300988.0,86195951.89,,,422450.0,6.0,,,,0.13,624398.0,43201.0,,,6.0,422450.0,,,151444.0,86.67,0.11,,,96.79,92.91,768796.0,2861458.71,,2.86,96.81,20.06,0.2136,37.3,1.0893
2024-11-18,27466704.0,101297204.35,11.85,221.6,5.78,107.2,2.0,87067255.5,23660888.0,23608258.0,87261354.94,,,499932.0,1.04,,,,0.43,400268.0,92990.0,,,1.04,499932.0,,95442.0,92998.0,87.83,0.61,,,98.56,94.92,345600.0,1274572.8,,1.28,98.56,19.64,0.2139,37.46,1.1019
2024-11-19,27098392.0,102052544.27,11.69,221.07,5.7,105.29,2.0,87473107.96,23904620.0,23227060.0,90024798.92,,,618906.0,2.27,,,,1.66,622632.0,433900.0,,,2.27,618906.0,,58726.0,1003830.0,88.15,4.11,,,98.34,95.8,404174.0,1522119.28,,1.49,98.34,20.04,0.2134,37.22,1.086
2024-11-20,26943336.0,98882043.12,11.62,216.72,5.67,106.49,2.0,84463229.68,23810600.0,23014504.0,87384902.0,,,54161.0,0.15,,,,0.51,6414.0,179182.0,,,0.15,54161.0,,31000.0,218969.0,89.8,0.65,,,98.36,93.22,397172.0,1457621.24,,1.5,98.36,19.08,0.214,37.65,1.0548
2024-11-21,26671582.0,91803585.24,11.5,210.94,5.61,102.87,2.0,78780213.76,23285544.0,22887918.0,80148842.45,,,338972.0,0.97,,,,6.34,322682.0,1418036.0,,,0.97,338972.0,,554007.0,449269.0,85.65,3.49,,,96.09,91.31,946364.0,3257384.89,,3.49,96.09,19.49,0.2075,36.56,1.0458
2024-11-22,26559716.0,89984317.81,11.45,199.07,5.59,95.97,2.0,75834417.12,24774372.0,22383240.0,83935572.34,,,131721.0,0.77,,,,6.37,359737.0,1030817.0,,,0.77,131721.0,,2387924.0,864414.0,85.67,6.2,,,96.32,89.08,946314.0,3206111.83,,3.27,96.32,20.03,0.2065,35.81,0.955
2024-11-25,27199604.0,87038732.8,11.73,198.3,5.72,94.76,2.0,73653395.2,25370660.0,23016686.0,81186112.0,,,696139.0,0.0,,,,0.58,658280.0,134651.0,,,0.0,696139.0,,34800.0,24835.0,85.74,0.15,,,98.79,91.16,310432.0,993382.4,,1.04,98.8,18.73,0.2071,36.5,0.9773
2024-11-26,27290388.0,83563168.06,11.77,184.88,5.74,91.2,2.0,70595732.78,25660136.0,23055432.0,78571336.43,,,971270.0,0.0,,,,3.58,79901.0,1007452.0,,,0.0,971270.0,,325659.0,41156.0,82.33,2.23,,,99.23,91.97,198032.0,606373.98,,0.63,99.24,19.11,0.2055,36.12,0.9782
2024-11-27,27835856.0,81503386.37,12.0,182.17,5.86,89.32,2.0,68852353.34,25586976.0,23515148.0,74918665.73,,,321926.0,0.93,,,,2.9,544012.0,399626.0,,,0.93,321926.0,,4540.0,84296.0,77.98,2.08,,,98.27,92.04,450732.0,1319743.3,,1.37,98.28,19.81,0.202,35.08,1.0013
2024-11-28,28408684.0,82726087.81,12.25,178.06,5.98,89.79,2.0,69674107.78,26100700.0,23926548.0,76005238.4,,,533851.0,1.02,,,,0.55,422201.0,20126.0,,,1.02,533851.0,,,10800.0,76.97,0.03,,,100.0,93.8,2.0,5.82,,0.0,100.0,21.31,0.2013,34.3,1.021
2024-11-29,28042376.0,81659398.91,12.09,172.8,5.9,86.84,2.0,68670521.92,25829368.0,23581910.0,75215119.62,,,54020.0,0.0,,,,1.54,231300.0,342438.0,,,0.0,54020.0,,17086.0,575938.0,75.22,2.45,,,98.75,92.82,327434.0,953487.81,,0.96,98.74,21.64,0.2037,34.56,1.0077
2024-12-02,27815880.0,81444896.64,12.0,168.38,5.85,86.67,2.0,68384658.05,25710932.0,23355416.0,75281608.9,,,100601.0,,,,,0.61,,219037.0,,,,100601.0,,,226494.0,75.16,0.47,,,97.99,92.45,528156.0,1546440.77,,1.55,97.98,21.52,0.2052,34.83,1.0002
2024-12-03,27408356.0,76414496.53,11.82,167.0,5.77,85.21,2.0,64252783.3,25406268.0,23046192.0,70832675.18,,,317036.0,0.96,,,,1.81,314000.0,621702.0,,,0.96,317036.0,,,623223.0,74.27,1.9,,,99.11,91.48,227430.0,634074.84,,0.67,99.11,21.68,0.2041,34.33,0.9869
2024-12-04,28083224.0,82059180.53,12.11,167.38,5.91,84.71,2.0,69320405.95,26002874.0,23723616.0,75980397.83,,,418761.0,0.72,,,,0.53,677423.0,118009.0,,,0.72,418761.0,,295855.0,,72.51,,,,100.0,93.44,0.0,0.0,,0.0,100.0,21.85,0.2022,34.1,1.0091
2024-12-05,28047208.0,84702568.16,12.1,163.89,5.9,87.36,2.0,71536552.0,25987366.0,23687600.0,78481845.32,,,56059.0,1.45,,,,0.1,65300.0,87026.0,,,1.45,56059.0,,15459.0,101317.0,75.69,0.21,,,100.0,93.44,0.0,0.0,,0.0,100.0,21.45,0.204,34.54,1.0085
2024-12-06,28208634.0,87785269.01,12.17,160.74,5.94,89.86,2.0,74240973.65,26134022.0,23856354.0,81329076.46,,,175953.0,1.83,,,,0.0,170255.0,55901.0,,,1.83,175953.0,,26604.0,1500.0,78.99,0.37,,,100.0,93.95,0.0,0.0,,0.0,100.0,20.44,0.2031,34.95,1.0141
2024-12-09,28106768.0,90222725.28,12.12,157.49,5.91,91.8,2.0,76519260.96,26088900.0,23837776.0,83745369.0,,,50830.0,0.95,,,,0.43,5800.0,171194.0,,,0.95,50830.0,,75242.0,24379.0,81.25,0.0,,,99.11,93.54,233656.0,750035.76,,0.73,99.11,20.34,0.2058,35.25,1.0078
2024-12-10,28226086.0,90097666.51,12.17,156.27,5.94,94.6,2.0,76387317.89,26384856.0,23930864.0,84220460.35,,,79150.0,1.53,,,,0.0,135300.0,6412.0,,,1.53,79150.0,,223218.0,42211.0,84.83,0.0,,,99.24,94.11,201052.0,641757.98,,0.65,99.24,19.92,0.2066,35.65,1.0068
2024-12-11,28394528.0,88023036.8,12.25,153.36,5.98,94.54,2.0,74732543.2,26317678.0,24107272.0,81584801.8,,,31956.0,0.07,,67788.0,,0.37,108621.0,104034.0,,,0.07,31956.0,0.23,4900.0,,84.03,,,,99.21,93.97,209018.0,647955.8,,0.67,99.21,19.78,0.2045,35.47,1.0139
2024-12-12,28219724.0,88045538.88,12.17,153.75,5.94,92.02,2.0,74338343.04,26327216.0,23826392.0,82140913.92,,,209612.0,0.06,,,,0.68,18000.0,200075.0,,,0.06,209612.0,,,298882.0,81.71,1.26,,,100.0,94.04,0.0,0.0,,0.0,100.0,20.23,0.2055,35.43,1.008
2024-12-13,27874694.0,83847079.55,12.02,152.96,5.87,90.87,2.0,70664116.48,26329116.0,23492060.0,79197980.93,,,21560.0,0.32,,,,0.09,104743.0,30540.0,,,0.32,21560.0,,10880.0,439073.0,81.96,1.53,,,100.0,94.02,0.0,0.0,,0.0,100.0,19.32,0.203,35.36,0.9954
2024-12-16,27713066.0,79758203.95,11.95,153.67,5.83,87.98,2.0,67221848.92,26108128.0,23357140.0,75139192.38,,,64244.0,0.0,,,,1.77,161869.0,295241.0,,,0.0,64244.0,,10010.0,296791.0,78.42,1.5,,,100.0,93.31,0.0,0.0,,0.0,100.0,19.95,0.2063,35.67,0.9905
2024-12-17,27094420.0,78357062.64,11.68,148.7,5.7,82.77,2.0,65970470.47,25644736.0,22811366.0,74164576.51,,,91435.0,0.0,,,,2.7,66654.0,554827.0,,,0.0,91435.0,,,612427.0,73.86,4.37,,,97.73,91.74,594774.0,1720086.41,,1.71,97.73,20.42,0.2134,36.33,0.9693
2024-12-18,27579358.0,78656329.02,11.89,149.32,5.8,85.19,2.0,66441059.01,25838092.0,23296304.0,73690238.38,,,248528.0,2.27,,,,0.09,541707.0,55171.0,,,2.27,248528.0,,,56768.0,75.2,0.11,,,98.03,92.45,519576.0,1481830.75,,1.52,98.02,20.02,0.2077,35.71,0.9868
2024-12-19,27464780.0,73605610.4,11.84,142.19,5.78,83.57,2.0,62153680.96,25932416.0,23191672.0,69498874.88,,,135905.0,0.59,,67705.0,,0.27,377000.0,41583.0,,,0.59,135905.0,0.19,,549339.0,74.0,1.96,,,98.24,92.8,463372.0,1241836.96,,1.32,98.25,19.87,0.2091,36.04,0.9828
2024-12-20,27238936.0,67225694.05,11.75,138.08,5.73,76.12,2.0,56659495.01,25760808.0,22957656.0,63577674.14,,,13445.0,0.11,,,,1.03,70859.0,245031.0,,,0.11,13445.0,,59978.0,304875.0,68.73,3.58,,,99.09,92.25,237732.0,586722.58,,0.63,99.09,19.91,0.2127,36.57,0.9754
2024-12-23,26901296.0,61603967.84,11.6,99.92,5.66,70.62,2.0,52369231.4,25376608.0,22868660.0,58112432.32,,,53461.0,0.0,,,,2.9,7018.0,440954.0,,,0.0,53461.0,,3293.0,96014.0,62.59,2.8,,,100.0,91.83,0.0,0.0,,0.0,100.0,20.86,0.2115,36.25,0.9734
2024-12-24,26654716.0,60399586.46,11.5,94.61,5.61,65.86,2.0,51263668.15,25003784.0,22622978.0,56658574.54,,,7115.0,0.01,,16200.0,,2.59,60356.0,379939.0,,,0.01,7115.0,0.04,,322237.0,57.25,3.04,,,98.61,92.34,351368.0,796199.89,,0.8,98.61,21.56,0.2097,35.52,0.9844
2024-12-25,26654716.0,60399586.46,11.5,94.37,5.61,65.62,2.0,51263668.15,25027628.0,22622978.0,56712605.05,,,23845.0,,,,,,,,,,,23845.0,,,,56.98,,,,98.62,92.43,351370.0,796204.42,,0.8,98.62,21.62,0.2098,35.53,0.9844
2024-12-26,26465060.0,59969825.96,11.41,93.7,5.57,64.71,2.0,50833907.65,25003784.0,22433322.0,56658574.54,,,,,,,,,,,,,,,,,189656.0,56.55,0.67,,,98.61,92.36,351368.0,796199.89,,0.8,98.61,21.4,0.2111,35.84,0.9776
2024-12-27,26069128.0,57977740.67,11.24,92.3,5.49,63.71,2.0,49237278.34,24696100.0,22139064.0,54924126.4,,,10565.0,0.04,,,,0.73,36318.0,327717.0,,,0.04,10565.0,,9469.0,330575.0,55.93,0.82,,,98.6,92.02,351368.0,781442.43,,0.8,98.6,21.71,0.2088,35.24,0.9713
2024-12-30,25987088.0,58990689.76,11.21,88.55,5.47,62.78,2.0,50312334.48,24327286.0,22164024.0,55222939.22,,,56613.0,0.09,,,,0.35,34371.0,135066.0,,,0.09,56613.0,,,350.0,54.16,0.36,,,98.63,92.36,337826.0,766865.02,,0.75,98.63,22.18,0.2094,35.18,0.9866
2024-12-31,25953898.0,58863440.66,11.19,85.95,5.46,63.74,2.0,50148655.2,24294296.0,22111400.0,55099463.33,,,21378.0,,,,,0.0,,54367.0,,,,21378.0,,,52625.0,55.25,0.0,,,98.63,93.07,338702.0,768176.14,,0.77,98.63,22.03,0.2101,35.35,0.9943
2025-01-01,25953898.0,58863440.66,11.19,85.58,5.46,63.68,2.0,50148655.2,24294296.0,22111400.0,55099463.33,,,,,,,,,,,,,,,,,,55.16,,,,100.0,94.29,2.0,4.54,,0.0,100.0,22.04,0.2101,35.35,1.0073
2025-01-02,25935904.0,57214604.22,11.19,85.52,5.46,63.83,2.0,48672266.3,24353836.0,22063584.0,53724562.22,,,63564.0,,,,,0.05,,24559.0,,,,63564.0,,20534.0,47816.0,55.48,0.01,,,100.0,94.51,0.0,0.0,,0.0,100.0,22.02,0.2096,35.3,1.0065
2025-01-03,25758100.0,55895077.0,11.11,83.39,5.42,61.56,2.0,47493366.48,24184032.0,21886344.0,52479349.44,,,1984.0,,,,,0.47,,171787.0,,,,1984.0,,,177239.0,53.16,0.8,,,100.0,93.91,2.0,4.34,,0.0,100.0,22.29,0.2107,35.33,1.0002
2025-01-06,25847542.0,57381543.24,11.15,83.41,5.44,60.87,2.0,48788718.0,24192476.0,21976900.0,53707296.72,,,23376.0,0.16,,,,0.16,94431.0,14934.0,,,0.16,23376.0,,,3876.0,52.27,0.15,,,100.0,93.99,0.0,0.0,,0.0,100.0,22.48,0.2091,35.04,1.0042
2025-01-07,25981704.0,57211712.21,11.2,81.12,5.47,62.73,2.0,48422508.48,24318038.0,21990240.0,53548319.68,,,149835.0,0.32,,,,0.0,44040.0,24272.0,,,0.32,149835.0,,,30700.0,54.12,0.0,,,100.0,92.37,0.0,0.0,,0.0,100.0,22.05,0.2074,35.11,0.9869
2025-01-08,26123230.0,55067768.84,11.27,81.55,5.5,62.41,2.0,46693388.91,23899444.0,22150564.0,50380027.95,,,13940.0,0.37,,,,1.03,300200.0,432535.0,,,0.37,13940.0,,,139875.0,52.71,0.35,,,100.0,92.93,0.0,0.0,,0.0,100.0,21.94,0.2113,35.86,1.0158
2025-01-09,26388948.0,55416790.8,11.38,82.32,5.55,60.9,2.0,47101496.4,23892944.0,22429284.0,50175182.4,,,6511.0,0.3,,,,0.36,289918.0,13016.0,,,0.3,6511.0,,5.0,11200.0,50.39,0.02,,,100.0,92.92,0.0,0.0,,0.0,100.0,22.33,0.2074,35.14,1.0262
2025-01-10,26980052.0,56010587.95,11.64,84.24,5.68,62.17,2.0,48543058.18,23762544.0,23382976.0,49331041.34,,,235120.0,1.33,,525000.0,,0.8,604542.0,365519.0,,,1.33,235120.0,1.1,,175850.0,50.06,0.38,,,100.0,91.97,0.0,0.0,,0.0,100.0,22.47,0.198,33.86,1.0443
2025-01-13,25691028.0,51587584.22,11.08,80.83,5.41,58.69,2.0,45717292.61,23044750.0,22767576.0,46273858.0,,,92312.0,0.0,,,,1.78,400.0,810106.0,,,0.0,92312.0,,,615800.0,47.83,1.78,,,97.9,89.54,495252.0,994466.02,,1.03,97.9,23.5,0.2079,35.01,0.9982
