,ALJXR FP Equity_DX_SI_QTY,ALJXR FP Equity_DX_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALJXR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALJXR FP Equity_DX_SI_MV,ALJXR FP Equity_DX_DSS,ALJXR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY,ALJXR FP Equity_DX_BROKER_SI_QTY,ALJXR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALJXR FP Equity_DX_BROKER_SI_MV_INC_x,ALJXR FP Equity_DX_SUPPLY_SI_MV_NEW,ALJXR FP Equity_DX_BROKER_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_NEW,ALJXR FP Equity_DX_SUPPLY_SI_MV_DEC,ALJXR FP Equity_DX_BROKER_SI_QTY_INC,ALJXR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALJXR FP Equity_DX_BROKER_SI_MV_INC_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALJXR FP Equity_DX_BROKER_SI_MV_ADD,ALJXR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV,ALJXR FP Equity_DX_BROKER_SI_MV_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV_RMV,ALJXR FP Equity_DX_BROKER_SI_MV_RMV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALJXR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALJXR FP Equity_DX_BROKER_SI_CON_RATIO,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALJXR FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-07-23,137868.0,5625.01,0.1,0.08,0.09,0.01,0.0,5584.21,74549.0,136868.0,3041.6,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.86,0.0,0.0,,0.0,100.0,9.17,0.7818,87.93,0.7741
2020-07-24,194368.0,7813.59,0.14,0.12,0.13,0.01,0.0,7773.39,131049.0,193368.0,5268.17,,,56500.0,0.0,,,,,56500.0,,,,0.0,56500.0,,,,0.01,,,,100.0,45.02,0.0,0.0,,0.0,100.0,29.57,0.4812,62.4,0.6677
2020-07-27,189368.0,7536.85,0.14,0.12,0.13,0.01,0.0,7497.05,131049.0,188368.0,5215.75,,,,,,,,,,,,,,,,,5000.0,0.01,0.0,,,100.0,45.02,0.0,0.0,,0.0,100.0,30.36,0.4737,61.4,0.6505
2020-07-28,189368.0,7688.34,0.14,0.12,0.13,0.01,0.0,7647.74,131049.0,188368.0,5320.59,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.02,0.0,0.0,,0.0,100.0,30.32,0.4735,61.4,0.6505
2020-07-29,189368.0,7669.4,0.14,0.12,0.13,0.01,0.0,7628.9,131049.0,188368.0,5307.48,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.02,0.0,0.0,,0.0,100.0,30.34,0.4737,61.4,0.6505
2020-07-30,189368.0,7688.34,0.14,0.12,0.13,0.01,0.0,7647.74,131049.0,188368.0,5320.59,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.02,0.0,0.0,,0.0,100.0,30.34,0.4736,61.4,0.6505
2020-07-31,132868.0,5421.01,0.1,0.09,0.09,0.01,0.0,5380.21,74549.0,131868.0,3041.6,,,,,,,,0.0,,56500.0,,,,,,,56500.0,0.0,0.0,,,100.0,41.86,0.0,0.0,,0.0,100.0,9.51,0.7745,87.47,0.746
2020-08-03,132868.0,5514.02,0.1,0.06,0.09,0.01,0.0,5472.52,74549.0,131868.0,3093.78,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.86,0.0,0.0,,0.0,100.0,9.51,0.7743,87.46,0.746
2020-08-04,128458.0,5305.32,0.09,0.05,0.09,0.01,0.0,5264.02,74549.0,127458.0,3078.87,,,,,,,,,,,,,,,,,4410.0,0.0,0.0,,,100.0,41.86,0.0,0.0,,0.0,100.0,9.84,0.768,87.06,0.7213
2020-08-05,128458.0,5164.01,0.09,0.05,0.09,0.01,0.0,5123.81,74549.0,127458.0,2996.87,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.86,0.0,0.0,,0.0,100.0,9.84,0.7685,87.09,0.7213
2020-08-06,116769.0,4764.18,0.09,0.05,0.08,0.0,0.0,4723.38,73869.0,115769.0,3013.86,,,,,,,,0.0,,680.0,,,,,,,11689.0,0.0,0.0,,,100.0,41.8,0.0,0.0,,0.0,100.0,10.83,0.7471,85.73,0.6607
2020-08-07,107269.0,4301.49,0.08,0.04,0.07,0.0,0.0,4261.39,73869.0,106269.0,2962.15,,,,,,,,,,,,,,,,,9500.0,0.0,0.0,,,100.0,41.8,0.0,0.0,,0.0,100.0,2.95,0.8729,93.36,0.6069
2020-08-10,103416.0,4457.23,0.08,0.04,0.07,0.0,0.0,4414.13,70016.0,102416.0,3017.69,,,,,,,,0.0,,3853.0,,,,,,,3853.0,0.0,0.0,,,100.0,41.42,0.0,0.0,,0.0,100.0,3.05,0.8655,92.95,0.6118
2020-08-11,103416.0,4343.47,0.08,0.03,0.07,0.0,0.0,4301.47,70016.0,102416.0,2940.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,3.07,0.8699,93.19,0.6118
2020-08-12,103416.0,4333.13,0.08,0.04,0.07,0.0,0.0,4291.23,70016.0,102416.0,2933.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,3.07,0.8677,93.07,0.6118
2020-08-13,100416.0,4167.26,0.07,0.04,0.07,0.0,0.0,4125.76,70016.0,99416.0,2905.66,,,,,,,,,,,,,,,,,3000.0,0.0,0.0,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.97,0.9228,96.03,0.5941
2020-08-14,100416.0,4157.22,0.07,0.04,0.07,0.0,0.0,4115.82,70016.0,99416.0,2898.66,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.99,0.9226,96.02,0.5941
2020-08-17,100416.0,4147.18,0.07,0.04,0.07,0.0,0.0,4105.88,70016.0,99416.0,2891.66,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.99,0.9226,96.02,0.5941
2020-08-18,100416.0,4207.43,0.07,0.04,0.07,0.0,0.0,4165.53,70016.0,99416.0,2933.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,2.02,0.922,95.99,0.5941
2020-08-19,100416.0,4197.39,0.07,0.04,0.07,0.0,0.0,4155.59,70016.0,99416.0,2926.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.99,0.9227,96.02,0.5941
2020-08-20,100416.0,4117.06,0.07,0.04,0.07,0.0,0.0,4076.06,70016.0,99416.0,2870.66,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.95,0.9232,96.05,0.5941
2020-08-21,100416.0,4418.3,0.07,0.04,0.07,0.0,0.0,4374.3,70016.0,99416.0,3080.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,2.13,0.92,95.88,0.5941
2020-08-24,100416.0,4388.18,0.07,0.04,0.07,0.0,0.0,4344.48,70016.0,99416.0,3059.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.98,0.9228,96.03,0.5941
2020-08-25,100416.0,4267.68,0.07,0.04,0.07,0.0,0.0,4225.18,70016.0,99416.0,2975.68,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.94,0.9235,96.07,0.5941
2020-08-26,100416.0,4197.39,0.07,0.04,0.07,0.0,0.0,4155.59,70016.0,99416.0,2926.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.96,0.9231,96.05,0.5941
2020-08-27,100416.0,4257.64,0.07,0.04,0.07,0.0,0.0,4215.24,70016.0,99416.0,2968.68,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,2.02,0.922,95.99,0.5941
2020-08-28,100316.0,4253.4,0.07,0.04,0.07,0.0,0.0,4211.0,70016.0,99316.0,2968.68,,,,,,,,,,,,,,,,,100.0,0.0,0.0,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.99,0.9224,96.01,0.5935
2020-08-31,100316.0,4273.46,0.07,0.04,0.07,0.0,0.0,4230.86,70016.0,99316.0,2982.68,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,2.0,0.9222,96.0,0.5935
2020-09-01,100316.0,4153.08,0.07,0.04,0.07,0.0,0.0,4111.68,70016.0,99316.0,2898.66,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.94,0.9235,96.07,0.5935
2020-09-02,277116.0,11361.76,0.2,0.11,0.19,0.01,0.0,7696.36,158416.0,187716.0,6495.06,,,88400.0,,,88400.0,,,,,,,,88400.0,0.0,,,0.01,,,,100.0,45.81,0.0,0.0,,0.0,100.0,34.77,0.5279,63.79,0.8013
2020-09-03,277116.0,11500.31,0.2,0.1,0.19,0.01,0.0,7790.21,158416.0,187716.0,6574.26,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.81,0.0,0.0,,0.0,100.0,34.77,0.5278,63.78,0.8013
2020-09-04,277116.0,11528.03,0.2,0.1,0.19,0.01,0.0,7808.99,158416.0,187716.0,6590.11,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.81,0.0,0.0,,0.0,100.0,34.76,0.5279,63.8,0.8013
2020-09-07,277116.0,11749.72,0.2,0.1,0.19,0.01,0.0,7959.16,158416.0,187716.0,6716.84,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.81,0.0,0.0,,0.0,100.0,34.75,0.5278,63.79,0.8013
2020-09-08,277116.0,11749.72,0.2,0.1,0.19,0.01,0.0,7959.16,158416.0,187716.0,6716.84,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.81,0.0,0.0,,0.0,100.0,34.77,0.5279,63.79,0.8013
2020-09-09,277116.0,11389.47,0.2,0.1,0.19,0.01,0.0,7715.13,158416.0,187716.0,6510.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.81,0.0,0.0,,0.0,100.0,34.77,0.5281,63.81,0.8013
2020-09-10,277116.0,11389.47,0.2,0.1,0.19,0.01,0.0,7715.13,158416.0,187716.0,6510.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.81,0.0,0.0,,0.0,100.0,34.25,0.5312,64.33,0.8013
2020-09-11,100316.0,4122.99,0.07,0.04,0.06,0.0,0.0,4081.89,70016.0,99316.0,2877.66,,,,,,,,0.0,,88400.0,,,,,,,88400.0,0.0,0.0,,,100.0,41.42,0.0,0.0,,0.0,100.0,1.99,0.9225,96.01,0.5935
2020-09-14,96598.0,3921.88,0.06,0.05,0.06,0.0,0.0,3881.28,66298.0,95598.0,2691.7,,,,,,,,0.0,,3718.0,,,,,,,3718.0,0.0,0.0,,,100.0,41.03,0.0,0.0,,0.0,100.0,2.05,0.9202,95.9,0.5978
2020-09-15,96598.0,3883.24,0.06,0.05,0.06,0.0,0.0,3843.04,66298.0,95598.0,2665.18,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.03,0.0,0.0,,0.0,100.0,2.05,0.9199,95.88,0.5978
2020-09-16,95883.0,3816.14,0.06,0.05,0.06,0.0,0.0,3776.34,65583.0,94883.0,2610.2,,,,,,,,0.0,,715.0,,,,,,,715.0,0.0,0.0,,,100.0,40.95,0.0,0.0,,0.0,100.0,2.06,0.9194,95.85,0.5987
2020-09-17,95883.0,3835.32,0.06,0.05,0.06,0.0,0.0,3795.32,65583.0,94883.0,2623.32,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.95,0.0,0.0,,0.0,100.0,2.1,0.9188,95.82,0.5987
2020-09-18,95883.0,3835.32,0.06,0.05,0.06,0.0,0.0,3795.32,65583.0,94883.0,2623.32,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.95,0.0,0.0,,0.0,100.0,2.09,0.919,95.83,0.5987
2020-09-21,95883.0,3739.44,0.06,0.06,0.06,0.0,0.0,3700.44,65583.0,94883.0,2557.74,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.95,0.0,0.0,,0.0,100.0,2.03,0.9199,95.88,0.5987
2020-09-22,95883.0,3777.79,0.06,0.08,0.06,0.0,0.0,3738.39,65583.0,94883.0,2583.97,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.95,0.0,0.0,,0.0,100.0,2.11,0.9186,95.81,0.5987
2020-09-23,95883.0,3825.73,0.06,0.08,0.06,0.0,0.0,3785.83,65583.0,94883.0,2616.76,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.95,0.0,0.0,,0.0,100.0,2.11,0.9185,95.81,0.5987
2020-09-24,95883.0,3691.5,0.06,0.09,0.06,0.0,0.0,3653.0,65583.0,94883.0,2524.95,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.95,0.0,0.0,,0.0,100.0,2.01,0.9203,95.9,0.5987
2020-09-25,95883.0,3739.44,0.06,0.09,0.06,0.0,0.0,3700.44,65583.0,94883.0,2557.74,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.95,0.0,0.0,,0.0,100.0,2.11,0.9185,95.8,0.5987
2020-09-28,95318.0,3784.12,0.06,0.09,0.06,0.0,0.0,3744.42,65018.0,94318.0,2581.21,,,,,,,,0.0,,565.0,,,,,,,565.0,0.0,0.0,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.14,0.9178,95.77,0.5994
2020-09-29,95318.0,4003.36,0.06,0.09,0.06,0.0,0.0,3961.36,65018.0,94318.0,2730.76,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.22,0.9163,95.68,0.5994
2020-09-30,95318.0,3898.51,0.06,0.08,0.06,0.0,0.0,3857.61,65018.0,94318.0,2659.24,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.04,0.9195,95.86,0.5994
2020-10-01,95318.0,3803.19,0.06,0.08,0.06,0.0,0.0,3763.29,65018.0,94318.0,2594.22,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.05,0.9194,95.85,0.5994
2020-10-02,95318.0,3717.4,0.06,0.08,0.06,0.0,0.0,3678.4,65018.0,94318.0,2535.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.05,0.9194,95.85,0.5994
2020-10-05,95318.0,3717.4,0.06,0.1,0.06,0.0,0.0,3678.4,65018.0,94318.0,2535.7,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.1,0.9185,95.8,0.5994
2020-10-06,95318.0,3660.21,0.06,0.11,0.06,0.0,0.0,3621.81,65018.0,94318.0,2496.69,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.07,0.9191,95.84,0.5994
2020-10-07,95318.0,3631.62,0.06,0.11,0.06,0.0,0.0,3593.52,65018.0,94318.0,2477.19,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.08,0.9188,95.82,0.5994
2020-10-08,95318.0,3545.83,0.06,0.11,0.06,0.0,0.0,3508.63,65018.0,94318.0,2418.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.05,0.9194,95.85,0.5994
2020-10-09,95318.0,3488.64,0.06,0.08,0.06,0.0,0.0,3452.04,65018.0,94318.0,2379.66,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.07,0.9191,95.84,0.5994
2020-10-12,95318.0,3498.17,0.06,0.08,0.06,0.0,0.0,3461.47,65018.0,94318.0,2386.16,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.1,0.9184,95.8,0.5994
2020-10-13,87918.0,3033.17,0.05,0.07,0.05,0.0,0.0,2998.67,65018.0,86918.0,2243.12,,,,,,,,,,,,,,,,,7400.0,0.0,0.0,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.14,0.9143,95.58,0.5528
2020-10-14,87918.0,3156.26,0.05,0.08,0.05,0.0,0.0,3120.36,65018.0,86918.0,2334.15,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.36,0.9102,95.36,0.5528
2020-10-15,151218.0,5292.63,0.09,0.14,0.09,0.01,0.0,5257.63,128318.0,150218.0,4491.13,,,63300.0,0.0,,,,,63300.0,,,,0.0,63300.0,,,,0.0,,,,100.0,44.92,0.0,0.0,,0.0,100.0,42.53,0.4893,55.52,0.5294
2020-10-16,185518.0,6344.72,0.11,0.17,0.11,0.01,0.0,6310.52,162618.0,184518.0,5561.54,,,34300.0,0.0,,,,,34300.0,,,,0.0,34300.0,,,,0.01,,,,100.0,45.91,0.0,0.0,,0.0,100.0,45.24,0.4875,53.16,0.5237
2020-10-19,185518.0,6400.37,0.11,0.17,0.11,0.01,0.0,6365.87,162618.0,184518.0,5610.32,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.91,0.0,0.0,,0.0,100.0,45.22,0.4872,53.15,0.5237
2020-10-20,185518.0,6678.65,0.11,0.18,0.11,0.01,0.0,6642.65,162618.0,184518.0,5854.25,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.91,0.0,0.0,,0.0,100.0,45.2,0.4868,53.14,0.5237
2020-10-21,185518.0,6567.34,0.11,0.18,0.11,0.01,0.0,6531.94,162618.0,184518.0,5756.68,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.91,0.0,0.0,,0.0,100.0,45.23,0.4874,53.17,0.5237
2020-10-22,185518.0,6493.13,0.11,0.17,0.11,0.01,0.0,6458.13,162618.0,184518.0,5691.63,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.91,0.0,0.0,,0.0,100.0,45.25,0.4873,53.14,0.5237
2020-10-23,87918.0,3112.3,0.05,0.08,0.05,0.0,0.0,3076.9,65018.0,86918.0,2301.64,,,,,,,,0.0,,97600.0,,,,,,,97600.0,0.0,0.0,,,100.0,51.97,0.0,0.0,,0.0,100.0,2.3,0.9114,95.42,0.7027
2020-10-26,87918.0,3024.38,0.05,0.08,0.05,0.0,0.0,2989.98,65018.0,86918.0,2236.62,,,,,,,,,,,,,,,,,,0.0,,,,100.0,51.76,0.0,0.0,,0.0,100.0,2.21,0.913,95.51,0.6999
2020-10-27,87918.0,2910.09,0.05,0.08,0.05,0.0,0.0,2876.99,65018.0,86918.0,2152.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,51.84,0.0,0.0,,0.0,100.0,2.19,0.9135,95.54,0.701
2020-10-28,87918.0,2769.42,0.05,0.08,0.05,0.0,0.0,2737.92,65018.0,86918.0,2048.07,,,,,,,,,,,,,,,,,,0.0,,,,100.0,48.12,0.0,0.0,,0.0,100.0,2.17,0.9138,95.56,0.6507
2020-10-29,87918.0,2725.46,0.05,0.07,0.05,0.0,0.0,2694.46,65018.0,86918.0,2015.56,,,,,,,,,,,,,,,,,,0.0,,,,100.0,40.88,0.0,0.0,,0.0,100.0,2.24,0.9126,95.49,0.5528
2020-10-30,289318.0,9373.9,0.18,0.23,0.17,0.01,0.0,6078.82,165718.0,187618.0,5369.26,,,100700.0,,,100700.0,,,,,,,,100700.0,0.0,,,0.01,,,,100.0,45.98,0.0,0.0,,0.0,100.0,29.0,0.5684,69.58,0.8027
2020-11-02,289318.0,9778.95,0.18,0.23,0.17,0.01,0.0,6341.49,165718.0,187618.0,5601.27,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.98,0.0,0.0,,0.0,100.0,29.01,0.5683,69.58,0.8027
2020-11-03,289318.0,9200.31,0.18,0.23,0.17,0.01,0.0,5966.25,165718.0,187618.0,5269.83,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.98,0.0,0.0,,0.0,100.0,29.0,0.5694,69.65,0.8027
2020-11-04,289318.0,9258.18,0.18,0.21,0.17,0.01,0.0,6003.78,165718.0,187618.0,5302.98,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.98,0.0,0.0,,0.0,100.0,29.0,0.5687,69.61,0.8027
2020-11-05,289318.0,12151.36,0.18,0.2,0.17,0.01,0.0,7879.96,165718.0,187618.0,6960.16,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.98,0.0,0.0,,0.0,100.0,28.93,0.5665,69.48,0.8027
2020-11-06,289318.0,9836.81,0.18,0.08,0.17,0.01,0.0,6379.01,165718.0,187618.0,5634.41,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.98,0.0,0.0,,0.0,100.0,29.05,0.5702,69.7,0.8027
2020-11-09,289318.0,9316.04,0.18,0.06,0.17,0.01,0.0,6041.3,165718.0,187618.0,5336.12,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.98,0.0,0.0,,0.0,100.0,29.03,0.5691,69.62,0.8027
2020-11-10,289318.0,8968.86,0.18,0.05,0.17,0.01,0.0,5816.16,165718.0,187618.0,5137.26,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.98,0.0,0.0,,0.0,100.0,28.38,0.5747,70.29,0.8027
2020-11-11,287681.0,8975.65,0.17,0.04,0.17,0.01,0.0,5802.61,164081.0,185981.0,5119.33,,,,,,,,0.0,,1637.0,,,,,,,1637.0,0.01,0.0,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.63,0.5717,69.98,0.8055
2020-11-12,287681.0,9033.18,0.17,0.04,0.17,0.01,0.0,5839.8,164081.0,185981.0,5152.14,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.61,0.5719,70.0,0.8055
2020-11-13,287681.0,9148.26,0.17,0.04,0.17,0.01,0.0,5914.2,164081.0,185981.0,5217.78,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.59,0.5719,70.01,0.8055
2020-11-16,287681.0,9493.47,0.17,0.04,0.17,0.01,0.0,6137.37,164081.0,185981.0,5414.67,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.61,0.5716,69.97,0.8055
2020-11-17,287681.0,9781.15,0.17,0.04,0.17,0.01,0.0,6323.35,164081.0,185981.0,5578.75,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.6,0.5717,69.99,0.8055
2020-11-18,287681.0,9608.55,0.17,0.04,0.17,0.01,0.0,6211.77,164081.0,185981.0,5480.31,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.61,0.5721,70.01,0.8055
2020-11-19,287681.0,9378.4,0.17,0.03,0.17,0.01,0.0,6062.98,164081.0,185981.0,5349.04,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.6,0.5722,70.02,0.8055
2020-11-20,287681.0,9781.15,0.17,0.04,0.17,0.01,0.0,6323.35,164081.0,185981.0,5578.75,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.34,0.5739,70.25,0.8055
2020-11-23,287681.0,9896.23,0.17,0.03,0.17,0.01,0.0,6397.75,164081.0,185981.0,5644.39,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.61,0.5718,70.0,0.8055
2020-11-24,287681.0,9637.31,0.17,0.03,0.17,0.01,0.0,6230.36,164081.0,185981.0,5496.71,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.61,0.5722,70.02,0.8055
2020-11-25,287681.0,9896.23,0.17,0.03,0.17,0.01,0.0,6397.75,164081.0,185981.0,5644.39,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.6,0.5718,69.99,0.8055
2020-11-26,287681.0,9953.76,0.17,0.03,0.17,0.01,0.0,6434.94,164081.0,185981.0,5677.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,45.94,0.0,0.0,,0.0,100.0,28.87,0.5696,69.73,0.8055
2020-11-27,86281.0,2985.32,0.05,0.01,0.05,0.0,0.0,2950.72,63381.0,85281.0,2192.98,,,,,,,,0.0,,100700.0,,,,,,,100700.0,0.0,0.0,,,100.0,49.14,0.0,0.0,,0.0,100.0,2.32,0.9102,95.36,0.6689
2020-11-30,86281.0,2976.69,0.05,0.01,0.05,0.0,0.0,2942.19,63381.0,85281.0,2186.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.96,0.0,0.0,,0.0,100.0,2.31,0.9104,95.37,0.6937
2020-12-01,86281.0,2985.32,0.05,0.01,0.05,0.0,0.0,2950.72,63381.0,85281.0,2192.98,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.81,0.0,0.0,,0.0,100.0,2.33,0.91,95.35,0.5692
2020-12-02,86281.0,2968.07,0.05,0.01,0.05,0.0,0.0,2933.67,63381.0,85281.0,2180.31,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.81,0.0,0.0,,0.0,100.0,2.3,0.9105,95.38,0.5692
2020-12-03,86281.0,3088.86,0.05,0.01,0.05,0.0,0.0,3053.06,63381.0,85281.0,2269.04,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.67,0.0,0.0,,0.0,100.0,2.41,0.9086,95.28,0.6898
2020-12-04,86281.0,3106.12,0.05,0.01,0.05,0.0,0.0,3070.12,63381.0,85281.0,2281.72,,,,,,,,,,,,,,,,,,0.0,,,,100.0,51.04,0.0,0.0,,0.0,100.0,2.33,0.91,95.35,0.6948
2020-12-07,86281.0,3045.72,0.05,0.01,0.05,0.0,0.0,3010.42,63381.0,85281.0,2237.35,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.62,0.0,0.0,,0.0,100.0,2.27,0.9111,95.41,0.5666
2020-12-08,86281.0,2993.95,0.05,0.01,0.05,0.0,0.0,2959.25,63381.0,85281.0,2199.32,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.62,0.0,0.0,,0.0,100.0,2.28,0.911,95.4,0.5666
2020-12-09,86281.0,4288.17,0.05,0.01,0.05,0.0,0.0,4238.47,63381.0,85281.0,3150.04,,,,,,,,,,,,,,,,,,0.0,,,,100.0,41.62,0.0,0.0,,0.0,100.0,3.29,0.8928,94.42,0.5666
