,ALLDL FP Equity_DX_SI_QTY,ALLDL FP Equity_DX_SHORT_INTEREST_VALUE,ALLDL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLDL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLDL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLDL FP Equity_DX_SI_MV,ALLDL FP Equity_DX_DSS,ALLDL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLDL FP Equity_DX_SUPPLY_SI_QTY,ALLDL FP Equity_DX_BROKER_SI_QTY,ALLDL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLDL FP Equity_DX_BROKER_SI_MV_NEW_x,ALLDL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALLDL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLDL FP Equity_DX_BROKER_SI_MV_INC_x,ALLDL FP Equity_DX_SUPPLY_SI_MV_NEW,ALLDL FP Equity_DX_BROKER_SI_QTY_ADD,ALLDL FP Equity_DX_BROKER_SI_QTY_NEW,ALLDL FP Equity_DX_SUPPLY_SI_MV_DEC,ALLDL FP Equity_DX_BROKER_SI_QTY_INC,ALLDL FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLDL FP Equity_DX_BROKER_SI_MV_NEW_y,ALLDL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALLDL FP Equity_DX_BROKER_SI_MV_INC_y,ALLDL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLDL FP Equity_DX_BROKER_SI_MV_ADD,ALLDL FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLDL FP Equity_DX_BROKER_SI_QTY_DEC,ALLDL FP Equity_DX_SUPPLY_SI_MV,ALLDL FP Equity_DX_BROKER_SI_MV_DEC,ALLDL FP Equity_DX_SUPPLY_SI_MV_RMV,ALLDL FP Equity_DX_BROKER_SI_MV_RMV,ALLDL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLDL FP Equity_DX_UTILIZATION_QUANTITY,ALLDL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLDL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLDL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALLDL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLDL FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLDL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLDL FP Equity_DX_BROKER_SI_CON_RATIO,ALLDL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLDL FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-02-05,136.0,2108.0,0.0,0.01,0.0,0.0,0.0,2108.0,0.0,136.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-02-06,136.0,2108.0,0.0,0.01,0.0,0.0,0.0,2108.0,0.0,136.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-02-07,136.0,1999.2,0.0,0.01,0.0,0.0,0.0,1999.2,0.0,136.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-02-10,136.0,1917.6,0.0,0.01,0.0,0.0,0.0,1917.6,0.0,136.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-05-22,1000.0,14700.0,0.03,0.11,0.02,0.01,0.0,14700.0,1000.0,1000.0,14700.0,,,,,,1000.0,,,,,,,,,0.01,1000.0,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-05-25,1000.0,15050.0,0.03,0.12,0.02,0.01,0.0,15050.0,1000.0,1000.0,15050.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-05-26,47.0,709.7,0.0,0.01,0.0,0.0,0.0,709.7,47.0,47.0,709.7,,,,,,,,0.01,,953.0,,,,,,,953.0,0.0,0.01,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-05-27,547.0,8451.15,0.01,0.07,0.01,0.01,0.0,8451.15,547.0,547.0,8451.15,,,500.0,0.01,,,,,500.0,,,,0.01,500.0,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-05-28,547.0,8533.2,0.01,0.06,0.01,0.01,0.0,8533.2,547.0,547.0,8533.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-05-29,206.0,3193.0,0.01,0.03,0.0,0.0,0.0,3193.0,206.0,206.0,3193.0,,,,,,,,0.01,,341.0,,,,,,,341.0,0.0,0.01,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-01,706.0,10660.6,0.02,0.08,0.01,0.01,0.0,10660.6,706.0,706.0,10660.6,,,500.0,0.01,,,,,500.0,,,,0.01,500.0,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-02,706.0,10837.1,0.02,0.09,0.01,0.01,0.0,10837.1,706.0,706.0,10837.1,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-03,706.0,11084.2,0.02,0.09,0.01,0.01,0.0,11084.2,706.0,706.0,11084.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-04,706.0,11013.6,0.02,0.08,0.01,0.01,0.0,11013.6,706.0,706.0,11013.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-05,706.0,10625.3,0.02,0.08,0.01,0.01,0.0,10625.3,706.0,706.0,10625.3,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-08,706.0,11719.6,0.02,0.08,0.01,0.01,0.0,11719.6,706.0,706.0,11719.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-09,706.0,12284.4,0.02,0.07,0.01,0.01,0.0,12284.4,706.0,706.0,12284.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-10,706.0,12531.5,0.02,0.07,0.01,0.01,0.0,12531.5,706.0,706.0,12531.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-11,706.0,12213.8,0.02,0.07,0.01,0.01,0.0,12213.8,706.0,706.0,12213.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-12,706.0,12460.9,0.02,0.07,0.01,0.01,0.0,12460.9,706.0,706.0,12460.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-15,706.0,12602.1,0.02,0.07,0.01,0.01,0.0,12602.1,706.0,706.0,12602.1,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-16,706.0,12990.4,0.02,0.06,0.01,0.01,0.0,12990.4,706.0,706.0,12990.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-17,706.0,12602.1,0.02,0.06,0.01,0.01,0.0,12602.1,706.0,706.0,12602.1,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-18,706.0,12708.0,0.02,0.06,0.01,0.01,0.0,12708.0,706.0,706.0,12708.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-19,706.0,14755.4,0.02,0.05,0.01,0.01,0.0,14755.4,706.0,706.0,14755.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-22,706.0,14473.0,0.02,0.04,0.01,0.01,0.0,14473.0,706.0,706.0,14473.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-23,706.0,15743.8,0.02,0.04,0.01,0.01,0.0,15743.8,706.0,706.0,15743.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5
2020-06-24,706.0,15037.8,0.02,0.03,0.01,0.02,0.0,15037.8,706.0,706.0,15037.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,3.3,0.0,0.0,,0.0,100.0,,1.0,100.0,0.033
2020-06-25,706.0,15320.2,0.02,0.03,0.01,0.02,0.0,15320.2,706.0,706.0,15320.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,3.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0323
2020-06-26,706.0,14967.2,0.02,0.03,0.01,0.02,0.0,14967.2,706.0,706.0,14967.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,3.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0312
2020-06-29,706.0,14614.2,0.02,0.03,0.01,0.02,0.0,14614.2,706.0,706.0,14614.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,3.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0312
2020-06-30,706.0,15461.4,0.02,0.03,0.01,0.01,0.0,15461.4,706.0,706.0,15461.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2020-07-01,706.0,15532.0,0.02,0.03,0.01,0.02,0.0,15532.0,706.0,706.0,15532.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2020-07-02,706.0,15602.6,0.02,0.03,0.01,0.02,0.0,15602.6,706.0,706.0,15602.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2020-07-03,706.0,15390.8,0.02,0.03,0.01,0.02,0.0,15390.8,706.0,706.0,15390.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2020-07-06,706.0,16379.2,0.02,0.03,0.01,0.02,0.0,16379.2,706.0,706.0,16379.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2020-07-07,706.0,17508.8,0.02,0.03,0.01,0.02,0.0,17508.8,706.0,706.0,17508.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2020-07-08,706.0,17438.2,0.02,0.03,0.01,0.02,0.0,17438.2,706.0,706.0,17438.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2020-07-09,706.0,17297.0,0.02,0.03,0.01,0.02,0.0,17297.0,706.0,706.0,17297.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0163
2020-07-10,706.0,17791.2,0.02,0.03,0.01,0.02,0.0,17791.2,706.0,706.0,17791.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0164
2020-07-13,206.0,5397.2,0.01,0.01,0.0,0.01,0.0,5397.2,206.0,206.0,5397.2,,,,,,,,0.01,,500.0,,,,,,,500.0,0.01,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-14,206.0,5438.4,0.01,0.01,0.0,0.01,0.0,5438.4,206.0,206.0,5438.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-15,206.0,5562.0,0.01,0.01,0.0,0.01,0.0,5562.0,206.0,206.0,5562.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-16,206.0,5665.0,0.01,0.01,0.0,0.01,0.0,5665.0,206.0,206.0,5665.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-17,206.0,5520.8,0.01,0.01,0.0,0.01,0.0,5520.8,206.0,206.0,5520.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-20,206.0,5273.6,0.01,0.01,0.0,0.01,0.0,5273.6,206.0,206.0,5273.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-21,206.0,5335.4,0.01,0.01,0.0,0.01,0.0,5335.4,206.0,206.0,5335.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-22,206.0,5603.2,0.01,0.01,0.0,0.01,0.0,5603.2,206.0,206.0,5603.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-23,206.0,5562.0,0.01,0.01,0.0,0.01,0.0,5562.0,206.0,206.0,5562.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-24,206.0,6077.0,0.01,0.01,0.0,0.01,0.0,6077.0,206.0,206.0,6077.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-27,206.0,6056.4,0.01,0.01,0.0,0.01,0.0,6056.4,206.0,206.0,6056.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-28,206.0,6241.8,0.01,0.01,0.0,0.01,0.0,6241.8,206.0,206.0,6241.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-29,206.0,6509.6,0.01,0.01,0.0,0.01,0.0,6509.6,206.0,206.0,6509.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-30,206.0,6180.0,0.01,0.01,0.0,0.01,0.0,6180.0,206.0,206.0,6180.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-07-31,206.0,6138.8,0.01,0.01,0.0,0.01,0.0,6138.8,206.0,206.0,6138.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-08-03,206.0,6221.2,0.01,0.01,0.0,0.01,0.0,6221.2,206.0,206.0,6221.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-08-04,206.0,6056.4,0.01,0.01,0.0,0.01,0.0,6056.4,206.0,206.0,6056.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049
2020-08-05,206.0,5726.8,0.01,0.01,0.0,0.01,0.0,5726.8,206.0,206.0,5726.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0048
2020-08-06,206.0,5253.0,0.01,0.01,0.0,0.01,0.0,5253.0,206.0,206.0,5253.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0048
2020-08-07,206.0,5665.0,0.01,0.01,0.0,0.01,0.0,5665.0,206.0,206.0,5665.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0048
2020-08-10,206.0,5974.0,0.01,0.01,0.0,0.01,0.0,5974.0,206.0,206.0,5974.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0048
2020-08-11,8206.0,241256.4,0.22,0.48,0.13,0.24,0.0,123656.4,4206.0,4206.0,123656.4,,,4000.0,,,4000.0,,,,,,,,4000.0,0.12,,,0.12,,,,100.0,8.19,0.0,0.0,,0.0,100.0,2.49,0.9514,97.51,0.1598
2020-08-12,8206.0,243718.2,0.22,0.51,0.13,0.24,0.0,124918.2,4206.0,4206.0,124918.2,,,,,,,,,,,,,,,,,,0.12,,,,100.0,7.76,0.0,0.0,,0.0,100.0,2.5,0.9513,97.5,0.1515
2020-08-13,8206.0,244538.8,0.22,0.5,0.13,0.24,0.0,125338.8,4206.0,4206.0,125338.8,,,,,,,,,,,,,,,,,,0.12,,,,100.0,7.61,0.0,0.0,,0.0,100.0,2.51,0.9511,97.49,0.1486
2020-08-14,8206.0,239615.2,0.22,0.51,0.13,0.24,0.0,122815.2,4206.0,4206.0,122815.2,,,,,,,,,,,,,,,,,,0.13,,,,100.0,7.17,0.0,0.0,,0.0,100.0,2.54,0.9506,97.46,0.1399
2020-08-17,8206.0,229768.0,0.22,0.51,0.13,0.23,0.0,117768.0,4206.0,4206.0,117768.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,7.14,0.0,0.0,,0.0,100.0,2.56,0.9501,97.44,0.1394
2020-08-18,8206.0,227306.2,0.22,0.51,0.13,0.23,0.0,116506.2,4206.0,4206.0,116506.2,,,,,,,,,,,,,,,,,,0.12,,,,100.0,7.14,0.0,0.0,,0.0,100.0,2.52,0.9508,97.48,0.1394
2020-08-19,8206.0,221562.0,0.22,0.53,0.13,0.22,0.0,113562.0,4206.0,4206.0,113562.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,7.14,0.0,0.0,,0.0,100.0,2.54,0.9505,97.46,0.1394
2020-08-20,8206.0,226485.6,0.22,0.55,0.13,0.22,0.0,116085.6,4206.0,4206.0,116085.6,,,,,,,,,,,,,,,,,,0.11,,,,100.0,7.14,0.0,0.0,,0.0,100.0,2.48,0.9516,97.52,0.1394
2020-08-21,8206.0,227306.2,0.22,0.56,0.13,0.23,0.0,116506.2,4206.0,4206.0,116506.2,,,,,,,,,,,,,,,,,,0.12,,,,100.0,7.14,0.0,0.0,,0.0,100.0,2.51,0.9511,97.49,0.1394
2020-08-24,8206.0,227306.2,0.22,0.59,0.13,0.23,0.0,116506.2,4206.0,4206.0,116506.2,,,,,,,,,,,,,,,,,,0.12,,,,100.0,7.14,0.0,0.0,,0.0,100.0,2.51,0.9511,97.49,0.1394
2020-08-25,8206.0,224023.8,0.22,0.6,0.13,0.23,0.0,114823.8,4206.0,4206.0,114823.8,,,,,,,,,,,,,,,,,,0.12,,,,100.0,7.14,0.0,0.0,,0.0,100.0,2.53,0.9507,97.47,0.1394
2020-08-26,8206.0,223203.2,0.22,0.6,0.13,0.22,0.0,114403.2,4206.0,4206.0,114403.2,,,,,,,,,,,,,,,,,,0.11,,,,100.0,7.14,0.0,0.0,,0.0,100.0,2.51,0.951,97.49,0.1394
2020-08-27,8206.0,226485.6,0.22,0.59,0.13,0.22,0.0,116085.6,4206.0,4206.0,116085.6,,,,,,,,,,,,,,,,,,0.11,,,,100.0,7.14,0.0,0.0,,0.0,100.0,2.49,0.9514,97.51,0.1394
2020-08-28,8206.0,228947.4,0.22,0.59,0.13,0.23,0.0,117347.4,4206.0,4206.0,117347.4,,,,,,,,,,,,,,,,,,0.12,,,,100.0,7.14,0.0,0.0,,0.0,100.0,2.5,0.9513,97.5,0.1394
2020-08-31,8206.0,224023.8,0.22,0.6,0.13,0.23,0.0,114823.8,4206.0,4206.0,114823.8,,,,,,,,,,,,,,,,,,0.12,,,,100.0,6.71,0.0,0.0,,0.0,100.0,2.51,0.9511,97.49,0.1309
2020-09-01,8206.0,221562.0,0.22,0.63,0.13,0.22,0.0,113562.0,4206.0,4206.0,113562.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,6.58,0.0,0.0,,0.0,100.0,2.52,0.9508,97.48,0.1285
2020-09-02,8206.0,230588.6,0.22,0.65,0.13,0.23,0.0,118188.6,4206.0,4206.0,118188.6,,,,,,,,,,,,,,,,,,0.11,,,,100.0,6.58,0.0,0.0,,0.0,100.0,2.46,0.952,97.54,0.1285
2020-09-03,8206.0,234691.6,0.22,0.66,0.13,0.23,0.0,120291.6,4206.0,4206.0,120291.6,,,,,,,,,,,,,,,,,,0.12,,,,100.0,6.58,0.0,0.0,,0.0,100.0,2.49,0.9515,97.51,0.1285
2020-09-04,8206.0,231409.2,0.22,0.66,0.13,0.23,0.0,118609.2,4206.0,4206.0,118609.2,,,,,,,,,,,,,,,,,,0.12,,,,100.0,6.58,0.0,0.0,,0.0,100.0,2.53,0.9507,97.47,0.1285
2020-09-07,8206.0,237153.4,0.22,0.7,0.13,0.23,0.0,121553.4,4206.0,4206.0,121553.4,,,,,,,,,,,,,,,,,,0.12,,,,100.0,6.58,0.0,0.0,,0.0,100.0,2.48,0.9516,97.52,0.1285
2020-09-08,8206.0,228126.8,0.22,0.72,0.13,0.23,0.0,116926.8,4206.0,4206.0,116926.8,,,,,,,,,,,,,,,,,,0.12,,,,100.0,6.58,0.0,0.0,,0.0,100.0,2.56,0.9502,97.44,0.1285
2020-09-09,8206.0,234691.6,0.22,0.75,0.13,0.23,0.0,120291.6,4206.0,4206.0,120291.6,,,,,,,,,,,,,,,,,,0.12,,,,100.0,6.58,0.0,0.0,,0.0,100.0,2.48,0.9517,97.52,0.1285
2020-09-10,8206.0,241256.4,0.22,0.71,0.13,0.23,0.0,123656.4,4206.0,4206.0,123656.4,,,,,,,,,,,,,,,,,,0.12,,,,100.0,6.58,0.0,0.0,,0.0,100.0,2.53,0.9507,97.47,0.1285
2020-09-11,9621.0,285743.7,0.26,0.85,0.15,0.28,0.0,124918.2,5621.0,4206.0,166943.7,,,,,,,,,,,,,,,,1415.0,,0.17,,,,100.0,8.8,0.0,0.0,,0.0,100.0,14.67,0.7142,83.2,0.1506
2020-09-14,9621.0,292478.4,0.26,0.87,0.15,0.29,0.0,170878.4,5621.0,5621.0,170878.4,,,,,,1415.0,,,,,,,,,0.04,,,0.17,,,,100.0,8.8,0.0,0.0,,0.0,100.0,15.14,0.7081,82.75,0.1506
2020-09-15,9621.0,303061.5,0.26,0.8,0.15,0.3,0.0,177061.5,5621.0,5621.0,177061.5,,,,,,,,,,,,,,,,,,0.17,,,,100.0,8.27,0.0,0.0,,0.0,100.0,15.13,0.7085,82.78,0.1416
2020-09-16,1415.0,45846.0,0.04,0.12,0.02,0.05,0.0,45846.0,1415.0,1415.0,45846.0,,,,,,,,0.13,,4206.0,,,,,,,4206.0,0.04,0.13,,,100.0,2.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223
2020-09-17,1415.0,43016.0,0.04,0.12,0.02,0.05,0.0,43016.0,1415.0,1415.0,43016.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223
2020-09-18,1415.0,44431.0,0.04,0.13,0.02,0.05,0.0,44431.0,1415.0,1415.0,44431.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223
2020-09-21,1415.0,41176.5,0.04,0.14,0.02,0.05,0.0,41176.5,1415.0,1415.0,41176.5,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223
2020-09-22,1415.0,42450.0,0.04,0.13,0.02,0.04,0.0,42450.0,1415.0,1415.0,42450.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223
2020-09-23,1415.0,41742.5,0.04,0.13,0.02,0.04,0.0,41742.5,1415.0,1415.0,41742.5,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223
2020-09-24,1415.0,40893.5,0.04,0.13,0.02,0.04,0.0,40893.5,1415.0,1415.0,40893.5,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223
2020-09-25,1415.0,40752.0,0.04,0.13,0.02,0.04,0.0,40752.0,1415.0,1415.0,40752.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0223
2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.04,,1415.0,,,,,,,1415.0,0.0,0.04,,,0.0,0.0,63468.0,1865959.2,,1.83,0.0,,0.0,,0.0
2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,63468.0,1853265.6,,1.86,0.0,,0.0,,0.0
2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,62514.0,1825408.8,,1.83,0.0,,0.0,,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,62514.0,1831660.2,,1.83,0.0,,0.0,,0.0
2020-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,62514.0,1875420.0,,1.84,0.0,,0.0,,0.0
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,62514.0,1937934.0,,1.88,0.0,,0.0,,0.0
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,62514.0,1912928.4,,1.94,0.0,,0.0,,0.0
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,62514.0,1912928.4,,1.91,0.0,,0.0,,0.0
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,62514.0,1937934.0,,1.91,0.0,,0.0,,0.0
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,62514.0,1962939.6,,1.94,0.0,,0.0,,0.0
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,62514.0,1937934.0,,1.96,0.0,,0.0,,0.0
