,ALMEX FP Equity_DX_SI_QTY,ALMEX FP Equity_DX_SHORT_INTEREST_VALUE,ALMEX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMEX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMEX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMEX FP Equity_DX_SI_MV,ALMEX FP Equity_DX_DSS,ALMEX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMEX FP Equity_DX_SUPPLY_SI_QTY,ALMEX FP Equity_DX_BROKER_SI_QTY,ALMEX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMEX FP Equity_DX_BROKER_SI_MV_NEW_x,ALMEX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMEX FP Equity_DX_BROKER_SI_MV_INC_x,ALMEX FP Equity_DX_BROKER_SI_QTY_ADD,ALMEX FP Equity_DX_BROKER_SI_QTY_NEW,ALMEX FP Equity_DX_SUPPLY_SI_MV_DEC,ALMEX FP Equity_DX_BROKER_SI_QTY_INC,ALMEX FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMEX FP Equity_DX_BROKER_SI_MV_NEW_y,ALMEX FP Equity_DX_BROKER_SI_MV_INC_y,ALMEX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMEX FP Equity_DX_BROKER_SI_MV_ADD,ALMEX FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMEX FP Equity_DX_BROKER_SI_QTY_DEC,ALMEX FP Equity_DX_SUPPLY_SI_MV,ALMEX FP Equity_DX_BROKER_SI_MV_DEC,ALMEX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMEX FP Equity_DX_UTILIZATION_QUANTITY,ALMEX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMEX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMEX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMEX FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMEX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMEX FP Equity_DX_BROKER_SI_CON_RATIO,ALMEX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMEX FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMEX FP Equity_PX_LAST
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,90000.0,112500.0,0.11,0.0,,0.0,,0.0,1.25
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,90000.0,112500.0,0.11,0.0,,0.0,,0.0,1.25
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,90000.0,112500.0,0.11,0.0,,0.0,,0.0,1.25
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,297000.0,427680.0,0.37,0.0,,0.0,,0.0,1.44
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89550.0,154026.0,0.13,0.0,,0.0,,0.0,1.72
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,89550.0,202383.0,0.15,0.0,,0.0,,0.0,2.26
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,88650.0,257085.0,0.31,0.0,,0.0,,0.0,2.9
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,87480.0,323676.0,0.25,0.0,,0.0,,0.0,3.7
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,82980.0,423198.0,0.31,0.0,,0.0,,0.0,5.1
2025-06-18,1200.0,7740.0,0.09,0.21,0.02,0.01,0.0,3870.0,600.0,600.0,3870.0,,,,600.0,,,,,,,,0.0,600.0,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0149,6.45
2025-06-19,1200.0,7620.0,0.09,0.14,0.02,0.01,0.0,3810.0,600.0,600.0,3810.0,,,,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0149,6.35
2025-06-20,1200.0,7380.0,0.09,0.14,0.02,0.01,0.0,3690.0,600.0,600.0,3690.0,,,,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0149,6.15
2025-06-23,1200.0,7500.0,0.09,0.14,0.02,0.01,0.0,3750.0,600.0,600.0,3750.0,,,,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0149,6.25
2025-06-24,1200.0,8280.0,0.09,0.14,0.02,0.01,0.0,4140.0,600.0,600.0,4140.0,,,,,,,,,,,,,,,0.0,,100.0,0.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0149,6.9
2025-06-25,1200.0,7500.0,0.09,0.14,0.02,0.01,0.0,3750.0,600.0,600.0,3750.0,,,,,,,,,,,,,,,0.0,,100.0,0.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0151,6.25
2025-06-26,1200.0,8280.0,0.09,0.14,0.02,0.01,0.0,4140.0,600.0,600.0,4140.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,6.9
2025-06-27,1200.0,7560.0,0.09,0.14,0.02,0.01,0.0,3780.0,600.0,600.0,3780.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,6.3
2025-06-30,1200.0,7800.0,0.09,0.14,0.02,0.01,0.0,3900.0,600.0,600.0,3900.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,6.5
2025-07-01,2505.0,15781.5,0.2,0.28,0.04,0.02,0.0,12631.5,500.0,2005.0,3150.0,0.01,,,,1505.0,0.0,,100.0,0.01,,,,,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,37.72,0.5302,62.28,5.01,6.3
2025-07-02,2505.0,16282.5,0.2,0.28,0.04,0.02,0.0,13032.5,500.0,2005.0,3250.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,37.61,0.5307,62.39,5.01,6.5
2025-07-03,2505.0,16282.5,0.2,0.28,0.04,0.02,0.0,13032.5,500.0,2005.0,3250.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,37.68,0.5304,62.32,5.01,6.5
2025-07-04,2505.0,16282.5,0.2,0.28,0.04,0.02,0.0,13032.5,500.0,2005.0,3250.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,37.73,0.5301,62.27,5.01,6.5
2025-07-07,2505.0,15781.5,0.2,0.28,0.04,0.02,0.0,12631.5,500.0,2005.0,3150.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,37.96,0.529,62.04,5.01,6.3
2025-07-08,1777.0,11195.1,0.14,0.2,0.03,0.01,0.0,11195.1,0.0,1777.0,0.0,,,,,,0.0,,500.0,,,,,,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.04,0.7586,85.96,0.0,6.3
2025-07-09,2049.0,12396.45,0.16,0.23,0.04,0.01,0.0,10750.85,272.0,1777.0,1645.6,,,,,,,,,,,,,272.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,24.69,0.6281,75.31,7.5331,6.05
2025-07-10,2049.0,12396.45,0.16,0.23,0.04,0.01,0.0,10750.85,272.0,1777.0,1645.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,24.58,0.6293,75.42,7.5331,6.05
2025-07-11,2049.0,13523.4,0.16,0.23,0.04,0.01,0.0,11728.2,272.0,1777.0,1795.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,24.1,0.6341,75.9,7.5331,6.6
2025-07-14,2049.0,13625.85,0.16,0.36,0.04,0.01,0.0,11817.05,272.0,1777.0,1808.8,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,24.8,0.627,75.2,7.5331,6.65
2025-07-15,2549.0,25999.8,0.2,0.38,0.04,0.02,0.0,23225.4,272.0,2277.0,2774.4,,,0.0,,,,500.0,,,0.0,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.09,0.6789,79.91,9.3713,10.2
2025-07-16,2549.0,28039.0,0.2,0.37,0.04,0.02,0.0,25047.0,272.0,2277.0,2992.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,21.78,0.6593,78.22,9.3713,11.0
2025-07-17,2549.0,38235.0,0.2,0.36,0.04,0.02,0.0,34155.0,272.0,2277.0,4080.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.03,0.6565,77.97,9.3713,15.0
2025-07-18,2172.0,32580.0,0.17,0.3,0.04,0.02,0.0,32580.0,0.0,2172.0,0.0,,,,,,0.0,,272.0,,,,,,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,0.8207,90.05,7.9853,15.0
2025-07-21,2444.0,35438.0,0.19,0.34,0.04,0.02,0.0,31494.0,272.0,2172.0,3944.0,,,,,,,,,,,,,272.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,25.03,0.6247,74.97,8.9853,14.5
2025-07-22,2444.0,37393.2,0.19,0.33,0.04,0.02,0.0,33231.6,272.0,2172.0,4161.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,24.84,0.6266,75.16,8.9853,15.3
2025-07-23,2244.0,48470.4,0.18,0.31,0.04,0.02,0.0,42595.2,272.0,1972.0,5875.2,,,,,,,,,,,,,,200.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,33.98,0.5513,66.02,8.25,21.6
2025-07-24,1225.0,28665.0,0.1,0.17,0.02,0.01,0.0,28665.0,0.0,1225.0,0.0,,,,,,0.0,,272.0,,,,,,747.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.5037,23.4
2025-07-25,1225.0,30625.0,0.1,0.17,0.02,0.01,0.0,30625.0,0.0,1225.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.5037,25.0
2025-07-28,1225.0,49000.0,0.1,0.16,0.02,0.01,0.0,49000.0,0.0,1225.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.5037,40.0
2025-07-29,1825.0,102200.0,0.14,0.21,0.03,0.03,0.0,102200.0,600.0,1825.0,33600.0,,,,600.0,,,,,,,,0.02,600.0,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,26.29,0.6124,73.71,3.0417,56.0
2025-07-30,1825.0,91250.0,0.14,0.18,0.03,0.04,0.0,91250.0,600.0,1825.0,30000.0,,,,,,,,,,,,,,,0.03,,100.0,100.0,0.0,0.0,0.0,100.0,20.3,0.6764,79.7,3.0417,50.0
2025-07-31,1325.0,63600.0,0.1,0.15,0.02,0.04,0.0,63600.0,600.0,1325.0,28800.0,,,,,,,,,,,,,,500.0,0.03,0.0,100.0,100.0,0.0,0.0,0.0,100.0,14.9,0.7464,85.1,2.2083,48.0
2025-08-01,1325.0,54060.0,0.1,0.13,0.02,0.03,0.0,54060.0,600.0,1325.0,24480.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,15.43,0.7391,84.57,2.2083,40.8
2025-08-04,1325.0,47965.0,0.1,0.13,0.02,0.03,0.0,47965.0,600.0,1325.0,21720.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,17.67,0.7091,82.33,2.2083,36.2
2025-08-05,1625.0,53625.0,0.13,0.15,0.03,0.04,0.0,53625.0,0.0,1625.0,0.0,,,0.01,,,0.01,300.0,600.0,,0.01,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.88,0.7609,86.12,0.0,33.0
2025-08-06,1425.0,41610.0,0.11,0.12,0.03,0.03,0.0,41610.0,0.0,1425.0,0.0,,,,,,,,,,,,,,200.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,18.53,0.6981,81.47,14.25,29.2
2025-08-07,3425.0,132205.0,0.27,0.28,0.06,0.11,0.0,132205.0,0.0,3425.0,0.0,,,0.09,,,,2000.0,,,0.09,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.35,0.7003,81.65,34.25,38.6
2025-08-08,3425.0,184950.0,0.27,0.27,0.06,0.12,0.0,184950.0,0.0,3425.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.91,0.6468,77.09,34.25,54.0
2025-08-11,3425.0,244887.5,0.27,0.24,0.06,0.13,0.0,244887.5,0.0,3425.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.36,0.5852,70.64,34.25,71.5
2025-08-12,3425.0,279137.5,0.27,0.19,0.06,0.14,0.0,279137.5,0.0,3425.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.542,64.5,0.0,81.5
2025-08-13,2725.0,228900.0,0.21,0.12,0.05,0.09,0.0,228900.0,0.0,2725.0,0.0,,,,,,,,,,,,,,700.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,84.0
2025-08-14,2725.0,193475.0,0.21,0.1,0.05,0.09,0.0,193475.0,0.0,2725.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,71.0
2025-08-15,2925.0,166725.0,0.23,0.1,0.05,0.11,0.0,161025.0,100.0,2825.0,5700.0,,,0.01,,,,100.0,,,0.01,,,100.0,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,29.25,57.0
2025-08-18,3025.0,217800.0,0.24,0.1,0.05,0.11,0.0,210600.0,200.0,2925.0,14400.0,,100.0,,100.0,,,,,,,100.0,0.01,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,5.26,0.9003,94.74,15.125,72.0
2025-08-19,3025.0,217800.0,0.24,0.09,0.05,0.11,0.0,210600.0,200.0,2925.0,14400.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,6.38,0.8806,93.62,15.125,72.0
2025-08-20,3025.0,204187.5,0.24,0.08,0.05,0.11,0.0,197437.5,200.0,2925.0,13500.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,6.0,0.8871,94.0,15.125,67.5
2025-08-21,3025.0,210237.5,0.24,0.08,0.05,0.11,0.0,203287.5,200.0,2925.0,13900.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,6.22,0.8833,93.78,15.125,69.5
2025-08-22,2300.0,162150.0,0.18,0.06,0.04,0.11,0.0,155100.0,200.0,2200.0,14100.0,,,,,,,,,,,,,,725.0,0.01,0.01,100.0,100.0,0.0,0.0,0.0,100.0,6.59,0.8769,93.41,11.5,70.5
2025-08-25,2300.0,163300.0,0.18,0.06,0.04,0.11,0.0,156200.0,200.0,2200.0,14200.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,6.58,0.8771,93.42,11.5,71.0
2025-08-26,2300.0,158700.0,0.18,0.06,0.04,0.11,0.0,151800.0,200.0,2200.0,13800.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,6.44,0.8795,93.56,11.5,69.0
2025-08-27,2400.0,160800.0,0.19,0.06,0.04,0.11,0.0,154100.0,200.0,2300.0,13400.0,,,,100.0,,,,,,,,0.01,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,6.37,0.7773,87.74,12.0,67.0
2025-08-28,2700.0,175500.0,0.21,0.06,0.05,0.13,0.0,169000.0,200.0,2600.0,13000.0,,,0.02,,,,300.0,,,0.02,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,19.64,0.6051,75.09,13.5,65.0
2025-08-29,2400.0,146400.0,0.19,0.05,0.04,0.11,0.0,146400.0,0.0,2400.0,0.0,,,,,,0.01,,200.0,,,,,,200.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,16.52,0.6291,77.33,12.0,61.0
