,TTE FP Equity_DX_SI_QTY,TTE FP Equity_DX_SHORT_INTEREST_VALUE,TTE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TTE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TTE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TTE FP Equity_DX_SI_MV,TTE FP Equity_DX_DSS,TTE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TTE FP Equity_DX_SUPPLY_SI_QTY,TTE FP Equity_DX_BROKER_SI_QTY,TTE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TTE FP Equity_DX_BROKER_SI_MV_NEW_x,TTE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TTE FP Equity_DX_SUPPLY_SI_QTY_INC_x,TTE FP Equity_DX_BROKER_SI_MV_INC_x,TTE FP Equity_DX_SUPPLY_SI_MV_NEW,TTE FP Equity_DX_BROKER_SI_QTY_ADD,TTE FP Equity_DX_BROKER_SI_QTY_NEW,TTE FP Equity_DX_SUPPLY_SI_MV_DEC,TTE FP Equity_DX_BROKER_SI_QTY_INC,TTE FP Equity_DX_SUPPLY_SI_QTY_DEC,TTE FP Equity_DX_BROKER_SI_MV_NEW_y,TTE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TTE FP Equity_DX_BROKER_SI_MV_INC_y,TTE FP Equity_DX_SUPPLY_SI_QTY_INC_y,TTE FP Equity_DX_BROKER_SI_MV_ADD,TTE FP Equity_DX_SUPPLY_SI_QTY_ADD,TTE FP Equity_DX_BROKER_SI_QTY_DEC,TTE FP Equity_DX_SUPPLY_SI_MV,TTE FP Equity_DX_BROKER_SI_MV_DEC,TTE FP Equity_DX_SUPPLY_SI_MV_RMV,TTE FP Equity_DX_BROKER_SI_MV_RMV,TTE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TTE FP Equity_DX_UTILIZATION_QUANTITY,TTE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TTE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TTE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TTE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TTE FP Equity_DX_ACTIVE_UTILIZATION_MV,TTE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TTE FP Equity_DX_BROKER_SI_CON_RATIO,TTE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TTE FP Equity_DX_DEMAND_SUPPLY_RATIO,TTE FP Equity_PX_LAST
2012-01-26,68268936.0,1955151973.55,3.22,11.84,2.89,2767.52,1.0,1527431026.59,26203660.0,53334008.0,750445818.63,,,7201.0,,,,,25.05,,636216.0,,,,7201.0,,123000.0,3340489.0,1059.43,135.19,,,6.83,6.83,357416320.0,10236035074.97,,14426.16,6.84,20.71,0.154,27.24,0.178,40.59
2012-01-27,67863296.0,1919354396.21,3.2,11.84,2.87,2756.42,1.0,1500674216.97,26073634.0,53059872.0,737431675.04,,,,4.27,,8296.0,,51.0,97749.0,1284039.0,,,4.27,,0.34,1154013.0,380182.0,1053.89,15.34,,,6.81,6.81,356589216.0,10085290867.28,,14353.07,6.84,20.91,0.1561,27.5,0.1773,40.085
2012-01-30,65748616.0,1846788357.87,3.1,11.38,2.78,2648.24,1.0,1473385564.46,25362776.0,52454880.0,712405557.56,,,566850.0,35.12,,,,97.51,869224.0,2386569.0,,,35.12,566850.0,,1108860.0,1474217.0,1017.12,67.67,,,6.59,6.59,359610912.0,10100976812.11,,14397.53,6.6,21.58,0.1541,26.57,0.1708,39.81
2012-01-31,65899100.0,1878680508.62,3.11,11.79,2.79,2651.43,1.0,1506498611.07,24658992.0,52843952.0,702989382.75,,,1535049.0,40.06,,6300.0,,86.8,1124173.0,2265806.0,,,40.06,1535049.0,0.26,26973.0,741399.0,990.55,33.02,,,6.37,6.37,362219200.0,10326304166.35,,14511.28,6.39,20.18,0.1572,28.22,0.1703,40.405
2012-02-01,61133460.0,1753387319.83,2.88,11.09,2.59,2482.62,1.0,1354833303.19,25310930.0,47237508.0,725950465.02,,,837806.0,52.14,,,,18.35,1202000.0,564259.0,,,52.14,837806.0,,1578392.0,6808442.0,1024.26,257.54,,,6.53,6.53,362563744.0,10398800777.17,,14662.77,6.53,12.77,0.1401,28.35,0.1576,40.65
2012-02-02,62274208.0,1796650731.51,2.94,11.41,2.63,2544.05,1.0,1385208990.48,26132244.0,48013112.0,753931953.64,,,1005366.0,48.36,,,,10.42,1008101.0,276195.0,,,48.36,1005366.0,,92143.0,232500.0,1064.83,7.86,,,6.79,6.79,358576736.0,10345168180.01,,14628.9,6.79,12.58,0.138,28.44,0.1619,40.89
2012-02-03,62583024.0,1810417488.28,2.95,11.4,2.65,2568.55,1.0,1383326793.04,26952104.0,47819232.0,779677256.05,,,964160.0,29.99,,,,64.21,713941.0,1611797.0,,,29.99,964160.0,,767496.0,907818.0,1104.12,37.34,,,6.97,6.97,359653472.0,10404146265.45,,14730.54,6.97,12.65,0.1398,28.65,0.1619,41.0
2012-02-06,65508488.0,1890655087.69,3.09,11.81,2.77,2698.41,1.0,1427593733.31,27761216.0,49464076.0,801222648.75,,,87390.0,67.91,,311797.0,,53.68,1523831.0,1319467.0,,,67.91,87390.0,13.42,1691191.0,190788.0,1139.16,8.28,,,7.29,7.29,353263296.0,10195610802.03,,14469.47,7.3,12.31,0.1303,27.27,0.1719,40.905
2012-02-07,65803664.0,1900567095.14,3.11,11.85,2.78,2702.15,1.0,1441584440.98,28386948.0,49912228.0,819882906.52,,,318201.0,16.19,,9000.0,,41.3,439156.0,989570.0,,,16.19,318201.0,0.37,1147100.0,,1161.08,,,,7.34,7.34,358299552.0,10348547441.58,,14636.39,7.35,12.26,0.1298,27.23,0.1702,40.935
2012-02-08,66407336.0,1914722747.04,3.13,11.84,2.81,2727.33,1.0,1430808697.71,28786524.0,49623996.0,830001858.7,,,381307.0,10.75,,,,27.39,238971.0,671055.0,,,10.75,381307.0,,689323.0,527204.0,1179.21,20.61,,,6.61,6.61,406747200.0,11727742190.06,,16645.7,6.62,12.07,0.1263,26.97,0.1525,40.865
2012-02-09,69624496.0,2021238054.15,3.29,12.37,2.95,2841.61,1.0,1549609911.54,27084712.0,53378576.0,786284335.62,,500.0,594666.0,200.22,0.02,,,99.11,4928539.0,2419007.0,,500.0,200.22,594666.0,,122031.0,1173961.0,1109.03,62.85,,,6.29,6.29,403407872.0,11711156117.12,,16518.74,6.29,11.91,0.1477,30.94,0.1617,41.145
2012-02-10,70495560.0,2018422796.8,3.33,12.43,2.98,2888.73,1.0,1534903299.57,27649728.0,53608128.0,791664628.53,,,113153.0,15.76,,,,9.48,476063.0,226836.0,,,15.76,113153.0,,678697.0,246510.0,1137.52,10.36,,,6.47,6.47,399827616.0,11447829833.91,,16442.83,6.47,11.78,0.1456,30.59,0.1649,40.58
2012-02-13,71553048.0,2071924021.99,3.38,12.56,3.03,2913.25,1.0,1601477559.92,28018240.0,55306372.0,811309456.87,,,17377.0,93.58,,,,56.66,2193404.0,1334455.0,,,93.58,17377.0,,1685592.0,495162.0,1141.43,21.71,,,6.49,6.49,403864096.0,11694480466.06,,16457.48,6.49,11.69,0.1403,29.84,0.1657,41.04
2012-02-14,70629640.0,2048175418.74,3.33,12.43,2.99,2889.89,1.0,1580059945.43,27299042.0,54487064.0,791639696.59,,,100000.0,17.81,,,,37.68,415000.0,974199.0,,,17.81,100000.0,,165000.0,1234305.0,1122.87,48.49,0.41,,6.32,6.32,404777984.0,11738079323.01,10000.0,16666.43,6.31,11.84,0.141,30.17,0.1635,41.1
2012-02-15,72401280.0,2095719570.97,3.42,12.85,3.06,2970.16,1.0,1627215039.06,27220160.0,56215752.0,787911788.81,,10000.0,258493.0,73.3,0.41,,,16.54,1731326.0,377375.0,,10000.0,73.3,258493.0,,30000.0,2640.0,1119.39,0.0,,,6.29,6.29,405704576.0,11743480501.41,,16701.87,6.28,11.45,0.1372,29.39,0.1672,41.025
2012-02-16,72885256.0,2122842174.87,3.44,12.96,3.08,2990.26,1.0,1664775655.6,26708104.0,57158088.0,777895183.38,,,956.0,41.51,,,,24.24,1029116.0,581810.0,,,41.51,956.0,,68799.0,86782.0,1096.9,4.21,,,6.14,6.14,408396000.0,11894864619.09,,16755.31,6.14,11.35,0.1365,28.97,0.1675,41.28
2012-02-17,73428440.0,2159386326.49,3.46,13.04,3.11,3026.62,1.0,1684741187.34,27220248.0,57288460.0,800494077.43,,,701603.0,5.43,,45000.0,,8.86,111904.0,234461.0,,,5.43,701603.0,1.83,45000.0,26530.0,1124.97,1.13,,,6.28,6.28,406342784.0,11949743881.78,,16779.77,6.28,11.4,0.1362,28.86,0.1694,41.68
2012-02-20,73351536.0,2172909832.56,3.46,12.98,3.1,3033.65,1.0,1692400570.34,27191456.0,57130848.0,805498907.4,,,110710.0,,,,,5.68,,139502.0,,,,110710.0,,,157614.0,1134.19,6.27,,,6.29,6.29,405216512.0,12003824204.06,,16892.65,6.29,11.47,0.1354,28.64,0.1696,41.985
2012-02-21,74610168.0,2200455725.76,3.52,13.16,3.16,3095.08,1.0,1705135525.4,27965188.0,57815500.0,824769059.05,,,340905.0,40.39,,,,5.81,924905.0,140252.0,,,40.39,340905.0,,573080.0,240252.0,1172.54,7.23,,,6.47,6.47,404404480.0,11926982305.4,,16974.24,6.46,11.2,0.1305,27.91,0.1726,41.8
2012-02-22,74421264.0,2197247349.55,3.51,13.21,3.15,3075.61,1.0,1707715332.01,28367084.0,57840704.0,837522729.17,,3429.0,357100.0,47.06,0.14,21600.0,,31.1,1122500.0,736394.0,,3429.0,47.06,357100.0,0.9,781689.0,1118895.0,1185.21,50.4,0.16,,6.62,6.62,400441856.0,11822828039.39,3929.0,16754.38,6.61,11.26,0.1287,27.88,0.1736,41.845
2012-02-23,67285496.0,1984906074.58,3.17,12.15,2.85,2808.44,1.0,1456975985.41,29768560.0,49389416.0,878165415.85,,,249651.0,5.34,,115000.0,,34.38,120500.0,827412.0,,,5.34,249651.0,4.81,1979237.0,8686787.0,1244.15,331.86,,,6.96,6.96,398248256.0,11748228511.61,,16610.9,6.97,11.82,0.0958,18.83,0.1572,41.81
2012-02-24,68162872.0,2023052294.95,3.22,12.57,2.88,2849.67,1.0,1464627435.44,30664942.0,49347816.0,910125695.52,,,154140.0,0.26,,,,3.8,7000.0,92176.0,,,0.26,154140.0,,834419.0,48602.0,1284.57,2.12,,,7.01,7.01,407044064.0,12080937960.22,,17017.96,7.02,11.62,0.095,18.73,0.1557,42.065
2012-02-27,67853464.0,2009321022.76,3.2,12.69,2.87,2863.45,1.0,1477530027.88,30639272.0,49895228.0,907310102.13,,,101848.0,49.04,,,,27.04,1114314.0,654518.0,,,49.04,101848.0,,527000.0,566900.0,1288.2,23.24,,,7.02,7.02,405649440.0,12012355738.59,,17084.96,7.01,11.61,0.096,18.75,0.1555,41.97
2012-02-28,70568712.0,2087984033.43,3.33,13.35,2.99,2972.28,1.0,1575607484.2,33022106.0,53251648.0,977056660.44,,,99040.0,161.3,,,,23.65,3835222.0,558970.0,,,161.3,99040.0,,2842764.0,478801.0,1384.98,20.84,,,7.59,7.59,401886976.0,11891014662.85,,16840.12,7.6,12.89,0.0939,17.92,0.1623,41.935
2012-02-29,71717656.0,2124762028.48,3.38,13.76,3.03,3023.54,1.0,1603051433.87,32879676.0,54108220.0,974118382.7,,,297265.0,35.55,,54938.0,,21.15,840169.0,502537.0,,,35.55,297265.0,2.43,62841.0,38536.0,1381.7,0.41,,,7.51,7.51,404889632.0,11995569344.87,,17043.89,7.5,13.02,0.0926,17.56,0.1638,41.99
2012-03-01,89793216.0,2697661901.73,4.24,17.32,3.8,3794.66,1.0,2008416937.44,38151056.0,66851304.0,1146174008.09,,,1911195.0,552.39,,,,0.43,13150000.0,13826.0,,,552.39,1911195.0,,3374012.0,406917.0,1610.35,16.58,,,8.69,8.69,400785856.0,12040828724.57,,16905.59,8.7,9.84,0.1287,29.56,0.2046,42.58
2012-03-02,110834752.0,3320429615.73,5.23,21.7,4.69,4721.83,1.0,2488998291.07,49347360.0,83081872.0,1478366962.04,,,5269476.0,515.34,,4969069.0,,11.86,11629451.0,304446.0,,,515.34,5269476.0,211.17,6231276.0,367950.0,2100.61,14.31,,,11.0,11.0,399223872.0,11960100455.64,,17050.27,10.97,15.67,0.1106,24.25,0.2471,42.46
2012-03-05,95404200.0,2850750728.22,4.5,19.57,4.04,4055.42,1.0,1947180937.76,53021756.0,65165024.0,1584330768.76,,,2980440.0,15.79,,,,35.02,446332.0,809618.0,,,15.79,2980440.0,,1503571.0,18363182.0,2247.95,783.42,,,11.84,11.84,394812832.0,11797310478.32,,16758.13,11.83,9.66,0.0827,18.68,0.213,42.35
2012-03-06,97092208.0,2850495951.38,4.58,19.95,4.11,4111.91,1.0,1937335370.16,54487300.0,65988576.0,1599673457.33,,,1341588.0,55.99,,,,8.63,1339311.0,199416.0,,,55.99,1341588.0,,323373.0,515760.0,2296.78,21.21,,,12.16,12.16,393467424.0,11551671572.98,,16676.88,12.11,9.44,0.0819,18.45,0.2167,41.61
2012-03-07,128896648.0,3773317879.51,6.08,26.3,5.45,5393.12,2.0,2867598272.37,54153444.0,97957240.0,1585286829.82,,,194428.0,1328.31,,,,42.09,32138396.0,928032.0,,,1328.31,194428.0,,399748.0,169729.0,2255.08,7.99,,,12.06,12.06,394801728.0,11557417840.09,,16413.31,12.08,15.21,0.1426,31.17,0.2871,41.49
2012-03-08,129476376.0,3842817532.82,6.11,26.23,5.48,5404.25,2.0,2900045078.62,53461560.0,97711464.0,1586722044.95,,,352216.0,55.73,,12114.0,,75.71,1560119.0,1849211.0,,,55.73,352216.0,0.52,805112.0,1818010.0,2227.93,79.03,,,11.96,11.96,393369024.0,11675067135.77,,16328.8,12.01,15.2,0.1433,31.1,0.2898,42.065
2012-03-09,124594520.0,3711112073.73,5.88,25.35,5.27,5254.67,2.0,2897985357.19,50353944.0,97295120.0,1499818206.6,,370063.0,1465796.0,92.43,15.57,,,232.25,1440711.0,5633194.0,,370063.0,92.43,1465796.0,,1059781.0,1477153.0,2124.89,61.95,,,11.18,11.18,399990656.0,11913928099.4,,16890.4,11.17,15.41,0.15,31.89,0.2767,42.215
2012-03-12,142066912.0,4215999435.83,6.7,29.27,6.01,6007.46,2.0,3371008248.58,70094584.0,113593168.0,2080137608.67,,149428.0,9378250.0,970.1,6.29,122714.0,,140.07,22757492.0,3348866.0,,149428.0,970.1,9378250.0,5.17,13561828.0,5982161.0,2954.46,244.3,,,15.65,15.65,377792448.0,11211426539.83,,15922.65,15.65,15.03,0.1175,25.76,0.3172,42.06
2012-03-13,163720352.0,4927322077.17,7.73,33.99,6.93,6926.06,2.0,3907860970.11,79964024.0,129846672.0,2406594513.27,,,2618702.0,714.28,,,,97.95,17053260.0,2349310.0,,,714.28,2618702.0,,10200049.0,799756.0,3380.49,33.53,,,17.18,17.18,385580480.0,11604416851.18,,16325.06,17.16,13.13,0.1152,25.21,0.3517,42.655
2012-03-14,184788672.0,5567260647.06,8.72,38.7,7.82,7916.2,2.0,4106007607.29,104946360.0,136286720.0,3161794138.98,,,16505639.0,1133.92,,2467914.0,,129.59,25591848.0,3134176.0,,,1133.92,16505639.0,111.27,11222706.0,22017720.0,4483.65,911.24,,,22.5,22.5,361548768.0,10892638635.76,,15468.03,22.47,12.41,0.0796,12.45,0.3961,42.7
2012-03-15,285055392.0,8541809006.85,13.45,60.49,12.06,12256.42,3.0,6299000188.13,183935776.0,210208864.0,5511715660.23,,56500.0,22157480.0,3422.64,2.4,3715016.0,,473.85,78696736.0,10974273.0,,56500.0,3422.64,22157480.0,165.33,70873776.0,8181677.0,7828.1,346.46,2.41,,39.51,39.51,281634656.0,8439305162.35,56500.0,12006.31,39.47,12.9,0.0764,15.09,0.6123,42.47
2012-03-16,332439424.0,9975765668.43,15.69,70.69,14.06,14257.41,3.0,7898610086.48,187999776.0,263218832.0,5641453978.37,,12500.0,7990525.0,2858.76,0.53,,,635.3,66277248.0,14912022.0,,12500.0,2858.76,7990525.0,,11388227.0,13140281.0,7960.69,595.22,,,40.47,40.47,276574304.0,8299378014.24,,11755.91,40.38,12.79,0.0802,14.68,0.7156,42.53
2012-03-19,363542048.0,11005281466.43,17.15,76.76,15.38,15572.13,4.0,8398644892.33,202886336.0,277435936.0,6141851391.49,,,8167627.0,658.24,,130000.0,,159.33,15598180.0,3768496.0,,,658.24,8167627.0,5.53,10521397.0,1512117.0,8597.01,69.16,,,43.66,43.66,261765312.0,7924257874.86,,11119.54,43.6,12.41,0.0763,13.49,0.7824,42.33
2012-03-20,412176416.0,12284485824.88,19.45,85.53,17.44,17610.77,4.0,8582225643.61,213412928.0,287955968.0,6360548510.52,,205499.0,8207919.0,530.2,8.56,,,119.93,12617976.0,2801602.0,,205499.0,530.2,8207919.0,,4914762.0,2097961.0,9015.97,91.28,,,45.96,45.96,250968608.0,7479856167.86,,10605.28,45.95,11.91,0.0823,17.96,0.8876,41.675
2012-03-21,417241888.0,12411585602.62,19.69,84.94,17.65,17680.94,4.0,8647048665.39,216321936.0,290688960.0,6434872201.49,,23172.0,2806913.0,371.88,0.86,30000.0,,89.95,9029992.0,1994760.0,,23172.0,371.88,2806913.0,1.25,2095556.0,6326990.0,9028.92,283.92,0.81,,46.4,46.4,249903120.0,7433802922.11,21860.0,10436.72,46.38,11.68,0.0806,17.71,0.8949,41.595
2012-03-22,331478400.0,9733575801.52,15.64,67.34,14.02,14006.16,3.0,7013259035.44,177643424.0,238837600.0,5216345116.74,563.4,,44561.0,49.4,,,12623200.0,1794.33,1312392.0,42755280.0,563.4,,49.4,44561.0,,2785214.0,54063072.0,7377.83,2318.99,,568.57,39.75,39.75,269247680.0,7906224667.02,,11157.38,39.8,10.74,0.0781,15.74,0.7417,41.06
2012-03-23,295632928.0,8613349422.07,13.95,60.19,12.51,12370.32,3.0,6402262902.89,159775088.0,219742592.0,4655092621.78,,,953603.0,458.14,,,,1145.18,11823539.0,27110956.0,,,458.14,953603.0,,8384606.0,30918552.0,6543.02,1339.3,3.97,,35.64,35.64,288498240.0,8405478258.41,95582.0,11804.98,35.66,12.0,0.0881,19.41,0.6595,40.74
2012-03-26,269237600.0,7895338660.06,12.7,54.74,11.39,11214.01,3.0,5780529830.32,140331088.0,197120864.0,4115181030.79,,145000.0,1811812.0,136.05,6.1,,,873.93,3365703.0,21307028.0,,145000.0,136.05,1811812.0,,123456.0,25987432.0,5720.86,1112.62,10.3,,30.93,30.93,313340736.0,9188654284.22,252242.0,12775.52,30.93,13.17,0.0849,16.87,0.5935,41.005
2012-03-27,255824736.0,7054687753.62,12.07,51.73,10.82,10636.63,3.0,5183078608.92,125605296.0,187954416.0,3463723474.65,,,3473339.0,543.38,,,,1052.86,12959311.0,25719806.0,,,543.38,3473339.0,,5704794.0,22125768.0,5095.27,941.03,0.03,,27.49,27.49,331340864.0,9137139637.4,792.0,13372.01,27.59,12.8,0.0825,15.33,0.5599,38.56
2012-03-28,238488336.0,6484514897.68,11.25,41.31,10.09,9542.59,3.0,4817047874.64,115275048.0,177162016.0,3134336792.42,,,2666657.0,261.19,,,,806.91,7124200.0,18939424.0,,,261.19,2666657.0,,5321069.0,17916588.0,4458.47,955.88,14.87,,26.16,26.16,325354400.0,8846409385.1,362294.0,12508.29,26.28,13.72,0.0857,15.08,0.5412,38.02
2012-03-29,175371728.0,4744540508.65,8.28,27.61,7.42,6866.65,2.0,3527602235.29,76626656.0,130390224.0,2073072310.92,,,1822980.0,281.57,,18000.0,,1826.76,8372362.0,46861052.0,,,281.57,1822980.0,0.68,6389687.0,55162160.0,2928.99,2298.41,,,17.16,17.16,369914752.0,10007744951.98,,14037.23,17.26,18.13,0.1031,20.59,0.3927,37.83
2012-03-30,156278304.0,4273806049.37,7.35,23.31,6.61,6053.31,2.0,3099149030.65,71385344.0,113325160.0,1952203903.0,,,2999176.0,134.18,,,,495.88,3973102.0,12954729.0,,,134.18,2999176.0,,4714237.0,20908174.0,2714.31,853.98,,,15.9,15.9,377658880.0,10327990288.02,,14319.48,15.93,14.75,0.1153,25.82,0.348,38.24
2012-04-02,141800336.0,3967617954.58,6.67,20.67,6.0,5530.05,2.0,2884281969.39,64090104.0,103082544.0,1793261246.86,,232697.0,2484987.0,117.62,8.85,1100000.0,,378.79,3073400.0,10045543.0,,232697.0,117.62,2484987.0,42.06,32618.0,14381542.0,2465.83,542.25,,,14.11,14.11,390199616.0,10917907855.38,,14982.0,14.13,16.23,0.0985,20.33,0.3121,39.125
2012-04-03,128046016.0,3515919952.01,6.02,18.24,5.42,5037.37,2.0,2603784891.88,57365368.0,94827040.0,1575152809.95,,,2463195.0,299.69,,33100.0,,425.94,6950304.0,11314296.0,,,299.69,2463195.0,1.36,2110110.0,15296909.0,2241.8,602.63,,,13.04,13.04,382390816.0,10499783917.05,,14930.36,13.05,17.92,0.1341,27.64,0.2912,38.395
2012-04-04,123662984.0,3352677213.02,5.82,17.52,5.23,4813.99,2.0,2561758153.98,49965028.0,94490056.0,1354622097.94,,,158843.0,37.0,,2233300.0,,304.8,841052.0,7591833.0,,,37.0,158843.0,85.79,32650.0,3411340.0,1919.89,158.05,,,11.41,11.41,387931104.0,10517357179.42,,14934.64,11.39,18.5,0.1343,26.89,0.2824,37.91
2012-04-05,109458832.0,2991066603.11,5.15,15.35,4.63,4227.67,1.0,2288029581.77,44135384.0,83731016.0,1206041309.65,,,205205.0,2.91,,16200.0,,240.35,114150.0,6230332.0,,,2.91,205205.0,0.65,195482.0,10889388.0,1680.76,448.7,,,10.02,10.02,396363616.0,10831012471.49,,15095.78,10.02,18.86,0.1386,26.63,0.2485,38.21
2012-04-06,111135832.0,3036892221.77,5.23,15.46,4.7,4298.42,1.0,2341178555.11,43900920.0,85676016.0,1199634358.04,,,210.0,76.17,,,,10.23,1945000.0,268210.0,,,76.17,210.0,,33535.0,,1677.69,,,,9.96,9.96,396952896.0,10847115107.48,,15149.41,9.97,18.78,0.1363,26.17,0.2521,
2012-04-09,105075712.0,2871293683.84,4.94,14.61,4.45,4075.84,1.0,2205505211.87,43208520.0,80711016.0,1180713870.05,,,630944.0,,,,,56.42,,1482638.0,,,,630944.0,,159294.0,4965000.0,1651.77,181.98,,,9.83,9.83,396250080.0,10827909992.4,,15127.09,9.84,19.9,0.1277,22.84,0.2391,
2012-04-10,104694264.0,2780382541.48,4.93,14.56,4.43,4044.3,1.0,2108415591.71,46725816.0,79391600.0,1240905070.43,,,1154087.0,15.17,,,,32.91,415670.0,860200.0,,,15.17,1154087.0,,3223409.0,1735090.0,1771.19,69.08,,,10.63,10.63,392961248.0,10435935567.75,,14901.98,10.62,19.69,0.1277,23.02,0.2381,37.135
2012-04-11,101308984.0,2691565881.25,4.77,13.96,4.29,3839.06,1.0,2051539687.15,47759916.0,77218768.0,1268880165.62,,,464537.0,71.87,,,,40.79,2507510.0,1030838.0,,,71.87,464537.0,,1600402.0,4695883.0,1776.96,214.59,,,10.82,10.82,393659328.0,10458697484.14,,14640.35,10.82,16.81,0.1267,23.97,0.2295,37.15
2012-04-12,100084336.0,2651156264.4,4.71,13.56,4.23,3780.44,1.0,2064670463.84,47452316.0,77943792.0,1256974965.83,,2049.0,194609.0,87.67,0.08,,,19.94,2531556.0,520485.0,,2049.0,87.67,194609.0,,16227.0,1806536.0,1760.1,68.91,,,10.76,10.76,393700640.0,10428823927.41,,14600.48,10.76,16.33,0.1248,23.26,0.2269,37.04
2012-04-13,99108816.0,2581371231.99,4.66,13.23,4.19,3730.06,1.0,2006538545.1,43696904.0,77038768.0,1138122070.92,,,68350.0,87.44,,,,141.61,2371644.0,3823764.0,,,87.44,68350.0,,,3276666.0,1616.83,128.46,,,9.91,9.91,397275072.0,10347358423.16,,14702.29,9.91,16.52,0.1338,24.64,0.2248,36.42
2012-04-16,95319904.0,2520860072.09,4.48,12.62,4.03,3559.73,1.0,1936104362.99,44177108.0,73208856.0,1168321651.45,,,49689.0,121.04,,,,0.2,3562390.0,8361.0,,,121.04,49689.0,,438879.0,7392302.0,1616.19,286.04,,,10.09,10.09,393768160.0,10413716239.21,,14391.8,10.1,18.9,0.1245,19.29,0.2177,36.98
2012-04-17,87560160.0,2346013569.88,4.12,11.49,3.7,3277.07,1.0,1629915617.19,42778004.0,60833268.0,1146158000.13,,,2061991.0,194.38,,15750.0,,116.22,5146900.0,3214143.0,,,194.38,2061991.0,0.58,,4027179.0,1589.57,146.22,8.95,516.3,9.78,9.78,394630848.0,10573408322.92,246953.0,14636.58,9.8,21.08,0.1528,27.4,0.2002,37.465
2012-04-18,90688888.0,2420437920.06,4.27,11.83,3.84,3433.04,1.0,1706381135.67,42736684.0,63934632.0,1140619240.27,,1500.0,73847.0,179.82,0.06,24700.0,,5.4,4355420.0,116669.0,,1500.0,179.82,73847.0,0.92,,1278753.0,1600.89,37.11,,,9.77,9.77,394678048.0,10533746026.26,,14768.88,9.78,24.5,0.1596,25.66,0.2073,37.32
2012-04-19,89205504.0,2318008649.77,4.2,11.56,3.77,3354.8,1.0,1677066625.63,40097632.0,64539696.0,1041938598.44,,,2530847.0,47.53,,2700.0,,240.23,1152362.0,6395739.0,,,47.53,2530847.0,0.1,1227342.0,550000.0,1487.53,20.61,0.06,,9.14,9.14,398512320.0,10355358844.21,1500.0,14772.25,9.15,24.71,0.1656,26.22,0.2034,36.335
2012-04-20,89094992.0,2322464382.01,4.19,11.41,3.77,3299.72,1.0,1673412388.33,40324084.0,64195888.0,1051139314.62,,,412010.0,25.16,,266464.0,,28.83,1498728.0,771965.0,,,25.16,412010.0,10.16,586405.0,2109000.0,1467.84,79.81,,,9.26,9.26,395338528.0,10305401341.91,,14412.64,9.24,22.67,0.1594,26.19,0.2045,36.45
2012-04-23,87314560.0,2220478940.29,4.11,11.02,3.69,3219.24,1.0,1583140621.41,41280160.0,62252888.0,1049787411.54,,,2807000.0,74.93,,,,68.77,2000000.0,1920523.0,,,74.93,2807000.0,,69600.0,3943000.0,1496.97,150.27,,,9.42,9.42,397050272.0,10097305274.33,,14403.07,9.41,19.13,0.1511,27.02,0.1992,35.56
2012-04-24,86935720.0,2232605019.61,4.09,10.85,3.68,3151.28,1.0,1610169397.27,40775816.0,62698612.0,1047167855.52,,,163375.0,0.0,,,,38.99,753097.0,976321.0,,,0.0,163375.0,,369676.0,345467.0,1454.41,17.52,2.24,,9.63,9.63,382530432.0,9823802720.42,61071.0,13627.39,9.64,19.6,0.1548,27.22,0.2054,35.91
2012-04-25,86091600.0,2230321185.77,4.05,10.73,3.64,3129.99,1.0,1593875462.16,42105948.0,61524452.0,1090812435.49,,,1414848.0,18.76,,,,11.62,835500.0,352901.0,,,18.76,1414848.0,,268181.0,2009658.0,1516.31,68.69,,,9.62,9.62,395639808.0,10249592825.73,,14246.16,9.62,19.38,0.158,27.97,0.1967,36.225
2012-04-26,84957304.0,2218251539.54,4.0,10.56,3.59,3111.91,1.0,1580350090.85,43901960.0,60526176.0,1146288615.26,,,977002.0,46.87,,,,33.08,1102284.0,977430.0,,,46.87,977002.0,,1796440.0,2100560.0,1595.19,70.13,,,10.03,10.03,393895552.0,10284688584.77,,14291.66,10.04,18.35,0.1513,26.86,0.1941,36.51
2012-04-27,90257568.0,2355996972.87,4.25,11.18,3.82,3319.91,1.0,1647205968.41,47778408.0,63103988.0,1247161729.6,,,2994220.0,111.81,,3200.0,,24.26,3005032.0,694324.0,,,111.81,2994220.0,0.12,1576554.0,430419.0,1745.06,15.68,,,10.91,10.91,390076064.0,10182171382.84,,14238.27,10.92,16.67,0.1406,25.18,0.2061,36.5
