,ALUPG FP Equity_DX_SI_QTY,ALUPG FP Equity_DX_SHORT_INTEREST_VALUE,ALUPG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALUPG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALUPG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALUPG FP Equity_DX_SI_MV,ALUPG FP Equity_DX_DSS,ALUPG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALUPG FP Equity_DX_SUPPLY_SI_QTY,ALUPG FP Equity_DX_BROKER_SI_QTY,ALUPG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALUPG FP Equity_DX_BROKER_SI_QTY_ADD,ALUPG FP Equity_DX_SUPPLY_SI_MV_DEC,ALUPG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALUPG FP Equity_DX_BROKER_SI_MV_ADD,ALUPG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALUPG FP Equity_DX_BROKER_SI_QTY_DEC,ALUPG FP Equity_DX_SUPPLY_SI_MV,ALUPG FP Equity_DX_BROKER_SI_MV_DEC,ALUPG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALUPG FP Equity_DX_UTILIZATION_QUANTITY,ALUPG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALUPG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALUPG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALUPG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALUPG FP Equity_DX_BROKER_SI_CON_RATIO,ALUPG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALUPG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALUPG FP Equity_PX_LAST
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.71
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.37
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
