,ALOPM FP Equity_DX_SI_QTY,ALOPM FP Equity_DX_SHORT_INTEREST_VALUE,ALOPM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALOPM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALOPM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALOPM FP Equity_DX_SI_MV,ALOPM FP Equity_DX_DSS,ALOPM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALOPM FP Equity_DX_SUPPLY_SI_QTY,ALOPM FP Equity_DX_BROKER_SI_QTY,ALOPM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALOPM FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALOPM FP Equity_DX_BROKER_SI_MV_INC_x,ALOPM FP Equity_DX_BROKER_SI_QTY_ADD,ALOPM FP Equity_DX_SUPPLY_SI_MV_DEC,ALOPM FP Equity_DX_BROKER_SI_QTY_INC,ALOPM FP Equity_DX_SUPPLY_SI_QTY_DEC,ALOPM FP Equity_DX_BROKER_SI_MV_INC_y,ALOPM FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALOPM FP Equity_DX_BROKER_SI_MV_ADD,ALOPM FP Equity_DX_SUPPLY_SI_QTY_ADD,ALOPM FP Equity_DX_BROKER_SI_QTY_DEC,ALOPM FP Equity_DX_SUPPLY_SI_MV,ALOPM FP Equity_DX_BROKER_SI_MV_DEC,ALOPM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALOPM FP Equity_DX_UTILIZATION_QUANTITY,ALOPM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALOPM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALOPM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALOPM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALOPM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALOPM FP Equity_DX_BROKER_SI_CON_RATIO,ALOPM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALOPM FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-03-26,8700.0,3488.7,0.11,0.45,0.05,0.0,0.0,3488.7,8700.0,8700.0,3488.7,,,,,,,,,,,,0.0,,100.0,67.93,0.0,0.0,0.0,100.0,,1.0,100.0,0.6793
2025-03-27,8700.0,3610.5,0.11,0.45,0.05,0.0,0.0,3610.5,8700.0,8700.0,3610.5,,,,,,,,,,,,0.0,,100.0,67.93,0.0,0.0,0.0,100.0,,1.0,100.0,0.6793
2025-03-28,8700.0,3393.0,0.11,0.51,0.05,0.0,0.0,3393.0,8700.0,8700.0,3393.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-03-31,8700.0,3393.0,0.11,0.59,0.05,0.0,0.0,3393.0,8700.0,8700.0,3393.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-01,8700.0,3175.5,0.11,0.67,0.05,0.0,0.0,3175.5,8700.0,8700.0,3175.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-02,8700.0,3349.5,0.11,0.67,0.05,0.0,0.0,3349.5,8700.0,8700.0,3349.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-03,8700.0,3349.5,0.11,0.68,0.05,0.0,0.0,3349.5,8700.0,8700.0,3349.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-04,8700.0,3219.0,0.11,0.71,0.05,0.0,0.0,3219.0,8700.0,8700.0,3219.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-07,8700.0,3262.5,0.11,0.77,0.05,0.0,0.0,3262.5,8700.0,8700.0,3262.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-08,8700.0,3697.5,0.11,0.83,0.05,0.0,0.0,3697.5,8700.0,8700.0,3697.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-09,8700.0,3567.0,0.11,0.88,0.05,0.0,0.0,3567.0,8700.0,8700.0,3567.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-10,8700.0,3767.1,0.11,0.93,0.05,0.0,0.0,3767.1,8700.0,8700.0,3767.1,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-11,8700.0,4045.5,0.11,0.89,0.05,0.0,0.0,4045.5,8700.0,8700.0,4045.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-14,8700.0,3862.8,0.11,0.92,0.05,0.0,0.0,3862.8,8700.0,8700.0,3862.8,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-15,8700.0,4350.0,0.11,0.99,0.05,0.0,0.0,4350.0,8700.0,8700.0,4350.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-16,8700.0,4306.5,0.11,0.93,0.05,0.0,0.0,4306.5,8700.0,8700.0,4306.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-17,8700.0,6594.6,0.11,0.94,0.05,0.0,0.0,6594.6,8700.0,8700.0,6594.6,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-18,8700.0,6594.6,0.11,0.72,0.05,0.01,0.0,6594.6,8700.0,8700.0,6594.6,,,,,,,,,,,,0.01,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-21,8700.0,6594.6,0.11,0.72,0.05,0.01,0.0,6594.6,8700.0,8700.0,6594.6,,,,,,,,,,,,0.01,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-22,8700.0,3349.5,0.11,0.72,0.05,0.01,0.0,3349.5,8700.0,8700.0,3349.5,,,,,,,,,,,,0.01,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-23,8700.0,3410.4,0.11,0.6,0.05,0.0,0.0,3410.4,8700.0,8700.0,3410.4,,,,,,,,,,,,0.01,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-24,8700.0,3227.7,0.11,0.56,0.05,0.0,0.0,3227.7,8700.0,8700.0,3227.7,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-25,8700.0,3306.0,0.11,0.51,0.05,0.0,0.0,3306.0,8700.0,8700.0,3306.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-28,8700.0,3393.0,0.11,0.51,0.05,0.0,0.0,3393.0,8700.0,8700.0,3393.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-29,8700.0,3349.5,0.11,0.52,0.05,0.0,0.0,3349.5,8700.0,8700.0,3349.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-04-30,8700.0,3393.0,0.11,0.52,0.05,0.0,0.0,3393.0,8700.0,8700.0,3393.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-01,8700.0,3393.0,0.11,0.52,0.05,0.0,0.0,3393.0,8700.0,8700.0,3393.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-02,8700.0,3219.0,0.11,0.52,0.05,0.0,0.0,3219.0,8700.0,8700.0,3219.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-05,8700.0,3219.0,0.11,0.5,0.05,0.0,0.0,3219.0,8700.0,8700.0,3219.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-06,8700.0,3184.2,0.11,0.5,0.05,0.0,0.0,3184.2,8700.0,8700.0,3184.2,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-07,8700.0,3219.0,0.11,0.49,0.05,0.0,0.0,3219.0,8700.0,8700.0,3219.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-08,8700.0,3219.0,0.11,0.49,0.05,0.0,0.0,3219.0,8700.0,8700.0,3219.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-09,8700.0,3219.0,0.11,0.5,0.05,0.0,0.0,3219.0,8700.0,8700.0,3219.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-12,8700.0,3219.0,0.11,0.52,0.05,0.0,0.0,3219.0,8700.0,8700.0,3219.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-13,8700.0,3306.0,0.11,0.53,0.05,0.0,0.0,3306.0,8700.0,8700.0,3306.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-14,8700.0,3045.0,0.11,0.53,0.05,0.0,0.0,3045.0,8700.0,8700.0,3045.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-15,8700.0,3262.5,0.11,0.51,0.05,0.0,0.0,3262.5,8700.0,8700.0,3262.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-16,8700.0,3175.5,0.11,0.51,0.05,0.0,0.0,3175.5,8700.0,8700.0,3175.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-19,8700.0,3132.0,0.11,0.51,0.05,0.0,0.0,3132.0,8700.0,8700.0,3132.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-20,8700.0,3132.0,0.11,0.51,0.05,0.0,0.0,3132.0,8700.0,8700.0,3132.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-21,8700.0,3132.0,0.11,0.52,0.05,0.0,0.0,3132.0,8700.0,8700.0,3132.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-22,8700.0,3132.0,0.11,0.51,0.05,0.0,0.0,3132.0,8700.0,8700.0,3132.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-23,8700.0,3132.0,0.11,0.52,0.05,0.0,0.0,3132.0,8700.0,8700.0,3132.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-26,8700.0,2871.0,0.11,0.53,0.05,0.0,0.0,2871.0,8700.0,8700.0,2871.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-27,8700.0,2923.2,0.11,0.5,0.05,0.0,0.0,2923.2,8700.0,8700.0,2923.2,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-28,8700.0,2914.5,0.11,0.52,0.05,0.0,0.0,2914.5,8700.0,8700.0,2914.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-29,8700.0,2871.0,0.11,0.52,0.05,0.0,0.0,2871.0,8700.0,8700.0,2871.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-05-30,8700.0,2827.5,0.11,0.52,0.05,0.0,0.0,2827.5,8700.0,8700.0,2827.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-02,8700.0,2705.7,0.11,0.53,0.05,0.0,0.0,2705.7,8700.0,8700.0,2705.7,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-03,8700.0,2740.5,0.11,0.53,0.05,0.0,0.0,2740.5,8700.0,8700.0,2740.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-04,8700.0,2784.0,0.11,0.64,0.05,0.0,0.0,2784.0,8700.0,8700.0,2784.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-05,8700.0,2940.6,0.11,0.8,0.05,0.0,0.0,2940.6,8700.0,8700.0,2940.6,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-06,8700.0,2871.0,0.11,0.91,0.05,0.0,0.0,2871.0,8700.0,8700.0,2871.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-09,8700.0,2766.6,0.11,1.05,0.05,0.0,0.0,2766.6,8700.0,8700.0,2766.6,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-10,8700.0,2757.9,0.11,0.99,0.05,0.0,0.0,2757.9,8700.0,8700.0,2757.9,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-11,8700.0,2740.5,0.11,1.04,0.05,0.0,0.0,2740.5,8700.0,8700.0,2740.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-12,8700.0,2731.8,0.11,1.04,0.05,0.0,0.0,2731.8,8700.0,8700.0,2731.8,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-13,8700.0,2697.0,0.11,1.04,0.05,0.0,0.0,2697.0,8700.0,8700.0,2697.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-16,8700.0,2740.5,0.11,1.17,0.05,0.0,0.0,2740.5,8700.0,8700.0,2740.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-17,8700.0,2749.2,0.11,1.12,0.05,0.0,0.0,2749.2,8700.0,8700.0,2749.2,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-18,8700.0,2523.0,0.11,1.14,0.05,0.0,0.0,2523.0,8700.0,8700.0,2523.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-19,8700.0,2523.0,0.11,1.07,0.05,0.0,0.0,2523.0,8700.0,8700.0,2523.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-20,8700.0,2479.5,0.11,1.08,0.05,0.0,0.0,2479.5,8700.0,8700.0,2479.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-23,8700.0,2462.1,0.11,1.11,0.05,0.0,0.0,2462.1,8700.0,8700.0,2462.1,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-24,8700.0,2479.5,0.11,1.14,0.05,0.0,0.0,2479.5,8700.0,8700.0,2479.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-25,8700.0,2653.5,0.11,1.17,0.05,0.0,0.0,2653.5,8700.0,8700.0,2653.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-26,8700.0,2653.5,0.11,1.23,0.05,0.0,0.0,2653.5,8700.0,8700.0,2653.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-27,8700.0,2627.4,0.11,1.27,0.05,0.0,0.0,2627.4,8700.0,8700.0,2627.4,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-06-30,8700.0,2627.4,0.11,1.29,0.05,0.0,0.0,2627.4,8700.0,8700.0,2627.4,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-01,8700.0,2697.0,0.11,1.28,0.05,0.0,0.0,2697.0,8700.0,8700.0,2697.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-02,8700.0,2697.0,0.11,1.24,0.05,0.0,0.0,2697.0,8700.0,8700.0,2697.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-03,8700.0,2705.7,0.11,1.32,0.05,0.0,0.0,2705.7,8700.0,8700.0,2705.7,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-04,8700.0,2784.0,0.11,1.32,0.05,0.0,0.0,2784.0,8700.0,8700.0,2784.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-07,8700.0,2740.5,0.11,1.32,0.05,0.0,0.0,2740.5,8700.0,8700.0,2740.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-08,8700.0,3236.4,0.11,1.38,0.05,0.0,0.0,3236.4,8700.0,8700.0,3236.4,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-09,8700.0,3288.6,0.11,1.29,0.05,0.0,0.0,3288.6,8700.0,8700.0,3288.6,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-10,8700.0,3567.0,0.11,1.13,0.05,0.0,0.0,3567.0,8700.0,8700.0,3567.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-11,8700.0,3654.0,0.11,1.15,0.05,0.0,0.0,3654.0,8700.0,8700.0,3654.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-14,8700.0,3523.5,0.11,1.11,0.05,0.0,0.0,3523.5,8700.0,8700.0,3523.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-15,8700.0,3906.3,0.11,1.13,0.05,0.0,0.0,3906.3,8700.0,8700.0,3906.3,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-16,8700.0,3828.0,0.11,1.02,0.05,0.0,0.0,3828.0,8700.0,8700.0,3828.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-17,8700.0,4263.0,0.11,1.01,0.05,0.0,0.0,4263.0,8700.0,8700.0,4263.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-18,8700.0,4141.2,0.11,0.9,0.05,0.0,0.0,4141.2,8700.0,8700.0,4141.2,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-21,8700.0,4306.5,0.11,0.87,0.05,0.0,0.0,4306.5,8700.0,8700.0,4306.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-22,8700.0,4323.9,0.11,0.9,0.05,0.0,0.0,4323.9,8700.0,8700.0,4323.9,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-23,8700.0,4437.0,0.11,0.88,0.05,0.0,0.0,4437.0,8700.0,8700.0,4437.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-07-24,14470.0,7726.98,0.18,1.38,0.08,0.01,0.0,7726.98,14470.0,14470.0,7726.98,,,5770.0,,,,,,0.0,5770.0,,0.01,,100.0,75.89,0.0,0.0,0.0,100.0,41.05,0.516,58.95,0.7589
2025-07-25,14470.0,7524.4,0.18,1.32,0.08,0.01,0.0,7524.4,14470.0,14470.0,7524.4,,,,,,,,,,,,0.01,,100.0,75.89,0.0,0.0,0.0,100.0,40.78,0.517,59.22,0.7589
2025-07-28,14470.0,7177.12,0.18,1.23,0.08,0.01,0.0,7177.12,14470.0,14470.0,7177.12,,,,,,,,,,,,0.01,,100.0,75.89,0.0,0.0,0.0,100.0,41.05,0.516,58.95,0.7589
2025-07-29,14470.0,6945.6,0.18,1.23,0.08,0.01,0.0,6945.6,14470.0,14470.0,6945.6,,,,,,,,,,,,0.01,,100.0,75.89,0.0,0.0,0.0,100.0,40.86,0.5167,59.14,0.7589
2025-07-30,14470.0,6439.15,0.18,1.17,0.08,0.01,0.0,3871.5,14470.0,8700.0,6439.15,,,,,,,,,,,5770.0,0.01,0.0,100.0,75.89,0.0,0.0,0.0,100.0,39.88,0.5205,60.12,0.7589
2025-07-31,8700.0,3497.4,0.11,0.69,0.05,0.0,0.0,3497.4,8700.0,8700.0,3497.4,,,,0.0,,5770.0,,,,,,0.0,,100.0,45.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.4563
2025-08-01,8700.0,3393.0,0.11,0.7,0.05,0.0,0.0,3393.0,8700.0,8700.0,3393.0,,,,,,,,,,,,0.0,,100.0,45.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.4563
2025-08-04,8700.0,3219.0,0.11,0.64,0.05,0.0,0.0,3219.0,8700.0,8700.0,3219.0,,,,,,,,,,,,0.0,,100.0,45.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.4563
2025-08-05,8700.0,3088.5,0.11,0.64,0.05,0.0,0.0,3088.5,8700.0,8700.0,3088.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-06,8700.0,3636.6,0.11,0.63,0.05,0.0,0.0,3636.6,8700.0,8700.0,3636.6,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-07,8700.0,3828.0,0.11,0.6,0.05,0.0,0.0,3828.0,8700.0,8700.0,3828.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-08,8700.0,3697.5,0.11,0.57,0.05,0.0,0.0,3697.5,8700.0,8700.0,3697.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-11,8700.0,3810.6,0.11,0.54,0.05,0.0,0.0,3810.6,8700.0,8700.0,3810.6,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-12,8700.0,3654.0,0.11,0.53,0.05,0.0,0.0,3654.0,8700.0,8700.0,3654.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-13,8700.0,3436.5,0.11,0.51,0.05,0.0,0.0,3436.5,8700.0,8700.0,3436.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-14,8700.0,3436.5,0.11,0.5,0.05,0.0,0.0,3436.5,8700.0,8700.0,3436.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-15,8700.0,3436.5,0.11,0.47,0.05,0.0,0.0,3436.5,8700.0,8700.0,3436.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-18,8700.0,3480.0,0.11,0.46,0.05,0.0,0.0,3480.0,8700.0,8700.0,3480.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-19,8700.0,3419.1,0.11,0.46,0.05,0.0,0.0,3419.1,8700.0,8700.0,3419.1,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-20,8700.0,3349.5,0.11,0.46,0.05,0.0,0.0,3349.5,8700.0,8700.0,3349.5,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-21,8700.0,3419.1,0.11,0.48,0.05,0.0,0.0,3419.1,8700.0,8700.0,3419.1,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-22,8700.0,3306.0,0.11,0.48,0.05,0.0,0.0,3306.0,8700.0,8700.0,3306.0,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-25,8700.0,3462.6,0.11,0.47,0.05,0.0,0.0,3462.6,8700.0,8700.0,3462.6,,,,,,,,,,,,0.0,,100.0,65.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.6543
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,8700.0,,,,,8700.0,0.0,0.0,0.0,0.0,13297.0,5239.02,0.01,0.0,,0.0,,0.0
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13297.0,5159.24,0.01,0.0,,0.0,,0.0
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13297.0,5265.61,0.01,0.0,,0.0,,0.0
