,BON FP Equity_DX_SI_QTY,BON FP Equity_DX_SHORT_INTEREST_VALUE,BON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BON FP Equity_DX_SI_MV,BON FP Equity_DX_DSS,BON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY,BON FP Equity_DX_BROKER_SI_QTY,BON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BON FP Equity_DX_BROKER_SI_MV_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_INC_x,BON FP Equity_DX_BROKER_SI_MV_INC_x,BON FP Equity_DX_SUPPLY_SI_MV_NEW,BON FP Equity_DX_BROKER_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_NEW,BON FP Equity_DX_SUPPLY_SI_MV_DEC,BON FP Equity_DX_BROKER_SI_QTY_INC,BON FP Equity_DX_SUPPLY_SI_QTY_DEC,BON FP Equity_DX_BROKER_SI_MV_NEW_y,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BON FP Equity_DX_BROKER_SI_MV_INC_y,BON FP Equity_DX_SUPPLY_SI_QTY_INC_y,BON FP Equity_DX_BROKER_SI_MV_ADD,BON FP Equity_DX_SUPPLY_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_DEC,BON FP Equity_DX_SUPPLY_SI_MV,BON FP Equity_DX_BROKER_SI_MV_DEC,BON FP Equity_DX_SUPPLY_SI_MV_RMV,BON FP Equity_DX_BROKER_SI_MV_RMV,BON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BON FP Equity_DX_UTILIZATION_QUANTITY,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BON FP Equity_DX_ACTIVE_UTILIZATION_MV,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BON FP Equity_DX_BROKER_SI_CON_RATIO,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BON FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-14,87474.0,4915454.26,2.47,16.87,1.09,6.09,1.0,2492229.83,43123.0,44351.0,2423224.43,,,4.0,,,,,0.01,,45.0,,,,4.0,,,,3.01,,,,12.93,12.93,290411.0,16319157.54,,20.42,12.84,31.77,0.2655,36.0,0.2623
2006-09-15,86607.0,4908153.67,2.45,17.07,1.08,6.07,1.0,2513440.29,42256.0,44351.0,2394713.38,,,35.0,,,,,0.06,,903.0,,,,35.0,,,,2.99,,,,12.65,12.65,291824.0,16538120.9,,20.68,12.62,31.87,0.2697,36.64,0.2592
2006-09-18,85696.0,4890678.66,2.42,19.77,1.07,6.02,1.0,2531115.68,41345.0,44351.0,2359562.98,,,,,,,,0.06,,911.0,,,,,,,,2.93,,,,12.39,12.39,292384.0,16686381.98,,20.85,12.3,32.18,0.2738,37.0,0.2568
2006-09-19,85011.0,4878689.48,2.4,18.75,1.06,6.01,1.0,2545255.99,40660.0,44351.0,2333433.49,,,39.0,,,,,0.05,,723.0,,,,39.0,,,,2.91,,,,12.19,12.19,292799.0,16803418.4,,20.99,12.18,32.26,0.278,37.56,0.2549
2006-09-20,83896.0,4948442.52,2.37,17.49,1.05,5.97,1.0,2615957.55,39545.0,44351.0,2332484.98,,,3.0,,,,,0.08,,1118.0,,,,3.0,,,,2.84,,,,11.76,11.76,296596.0,17494138.68,,21.77,11.54,32.53,0.2835,37.99,0.2496
2006-09-21,83041.0,4931106.69,2.35,16.42,1.04,5.98,1.0,2633632.94,38690.0,44351.0,2297473.75,,,51.0,,,,,0.06,,906.0,,,,51.0,,,,2.83,,,,11.55,11.55,296379.0,17599456.52,,21.91,11.46,32.5,0.289,38.78,0.2478
2006-09-22,82605.0,4872295.4,2.34,16.72,1.03,5.98,1.0,2624805.01,38104.0,44501.0,2247490.39,,,216.0,0.0,,,,0.06,150.0,802.0,,,0.0,216.0,,,,2.83,,,,11.38,11.38,296619.0,17495495.3,,21.8,11.47,32.61,0.295,39.45,0.2468
2006-09-25,80327.0,4712321.55,2.27,16.19,1.0,5.8,1.0,2616600.62,35724.0,44603.0,2095720.93,,,2.0,0.0,,,,0.18,102.0,2382.0,,,0.0,2.0,,,,2.64,,,,10.66,10.66,299435.0,17566123.52,,21.9,10.76,32.89,0.2986,39.63,0.2397
2006-09-26,79065.0,4695005.48,2.24,15.68,0.99,5.71,0.0,2514691.61,36717.0,42348.0,2180313.87,,,1993.0,0.03,,,,0.07,275.0,1000.0,,,0.03,1993.0,,,2530.0,2.7,0.18,,,10.96,10.96,298322.0,17714834.95,,22.05,10.93,32.66,0.3142,41.28,0.236
2006-09-27,77979.0,4636732.53,2.21,15.04,0.97,5.65,0.0,2538878.49,35281.0,42698.0,2097854.04,,,12.0,0.03,,,,0.1,350.0,1447.0,,,0.03,12.0,,,,2.62,,,,10.46,10.46,302100.0,17963258.04,,22.36,10.47,32.49,0.3151,41.33,0.2311
2006-09-28,76233.0,4511646.09,2.16,13.98,0.95,5.53,0.0,2535844.21,33385.0,42848.0,1975801.88,,,,0.01,,,,0.14,150.0,1896.0,,,0.01,,,,,2.48,,,,9.91,9.91,303452.0,17958994.52,,22.37,9.99,32.42,0.3149,41.32,0.2263
2006-09-29,76233.0,4466073.91,2.16,14.97,0.95,5.51,0.0,2510229.62,35599.0,42848.0,2085550.42,,,2214.0,,,,,,,,,,,2214.0,,,,2.64,,,,10.57,10.57,301338.0,17653742.85,,22.02,10.7,32.51,0.3152,41.35,0.2263
2006-10-02,78412.0,4624979.44,2.22,15.72,0.98,5.64,0.0,2656950.77,35570.0,45046.0,2098027.33,,,3.0,0.18,,,,0.0,2356.0,32.0,,,0.18,3.0,,,158.0,2.6,0.01,,,10.53,10.53,302119.0,17819902.11,,22.2,10.47,31.55,0.2972,39.64,0.2322
2006-10-03,78492.0,4585903.65,2.22,15.24,0.98,5.66,0.0,2622586.29,35814.0,44888.0,2092436.85,,,28.0,,,,,0.0,,1.0,,,,28.0,,217.0,158.0,2.64,0.01,,,10.61,10.61,301785.0,17631821.48,,22.01,10.71,31.23,0.2965,39.93,0.2325
2006-10-04,78466.0,4628164.53,2.22,15.37,0.98,5.65,0.0,2647631.45,35774.0,44888.0,2110059.87,,,,,,,,0.0,,40.0,,,,,,,,2.62,,,,10.62,10.62,301008.0,17754371.93,,22.12,10.58,31.32,0.296,39.69,0.233
2006-10-05,78700.0,4588646.68,2.23,15.26,0.98,5.67,0.0,2623050.02,35924.0,44988.0,2094568.53,,,152.0,0.0,,,,0.0,100.0,2.0,,,0.0,152.0,,,,2.65,,,,10.68,10.68,300593.0,17526239.78,,21.88,10.8,31.22,0.2968,39.94,0.2339
2006-10-06,79181.0,4594602.21,2.24,15.24,0.99,5.69,0.0,2639512.83,35886.0,45488.0,2082341.66,,,2.0,,,500.0,,0.0,,41.0,,,,2.0,0.04,,,2.63,,,,10.65,10.65,300999.0,17465940.96,,21.81,10.77,31.18,0.2954,39.56,0.235
2006-10-09,79161.0,4669157.75,2.24,16.04,0.99,5.68,0.0,2683021.28,35862.0,45488.0,2115250.38,,,1.0,,,,,0.0,,24.0,,,,1.0,,,,2.6,,,,10.64,10.64,301135.0,17761862.78,,22.12,10.53,31.18,0.294,39.2,0.2349
2006-10-10,75945.0,4782135.01,2.15,14.23,0.95,5.63,0.0,2665956.05,35761.0,42338.0,2251812.89,,,,,,,,0.0,,101.0,,,,,,,500.0,2.66,0.0,,0.19,10.71,10.71,298260.0,18780954.5,,23.28,10.25,31.78,0.3131,40.47,0.2274
2006-10-11,78736.0,5008086.19,2.23,7.23,0.98,6.01,0.0,2861509.11,35978.0,44988.0,2288418.58,0.19,,217.0,,,,2650.0,,,,0.19,,,217.0,,,,2.83,,,,10.64,10.64,302199.0,19221685.62,,23.84,10.61,29.74,0.2953,40.27,0.2328
2006-10-12,78724.0,5113995.21,2.23,5.98,0.98,6.07,0.0,2922468.58,35966.0,44988.0,2336389.81,,,,,,,,0.0,,12.0,,,,,,,,2.85,,,,10.72,10.72,299660.0,19466234.0,,24.11,10.56,29.45,0.2931,40.08,0.2346
2006-10-13,64815.0,4182037.61,1.83,4.73,0.81,5.0,0.0,2902746.4,22104.0,44988.0,1426209.35,,,138.0,,,,,1.08,,14000.0,,,,138.0,,,,1.78,,,,6.59,6.59,313461.0,20225344.3,,25.05,6.62,26.21,0.2689,36.25,0.1932
2006-10-16,89787.0,5868442.71,2.54,6.45,1.12,7.03,1.0,4574387.92,22029.0,69988.0,1439806.7,,,,2.02,,,,0.0,25000.0,75.0,,,2.02,,,,,1.76,,,,6.59,6.59,312363.0,20415921.79,,25.32,6.51,18.08,0.3751,55.51,0.2685
2006-10-17,89821.0,5884983.63,2.54,5.77,1.12,7.06,1.0,4585544.96,22083.0,69988.0,1446856.45,,,54.0,,,,,0.0,,0.0,,,,54.0,,,,1.79,,,,6.6,6.6,312365.0,20465847.76,,25.38,6.58,18.24,0.3733,55.3,0.2686
2006-10-18,89323.0,6026786.67,2.53,5.62,1.12,7.06,1.0,4688482.83,22077.0,69488.0,1489575.69,,,12.0,,,,,0.0,,17.0,,,,12.0,,,500.0,1.8,0.04,,,100.0,6.35,0.0,0.0,,0.0,100.0,18.33,0.3733,55.3,0.2571
2006-10-19,60581.0,4048881.45,1.71,3.43,0.76,4.75,0.0,2714804.38,22285.0,40620.0,1489399.7,,,209.0,,,,,,,,,,,209.0,,,28868.0,1.84,2.36,,,6.4,6.4,325827.0,21776380.3,,26.85,6.4,28.68,0.2761,38.58,0.174
2006-10-20,85504.0,5707774.46,2.42,4.81,1.07,6.8,1.0,4380428.52,22156.0,65620.0,1479012.1,,,,2.06,,,,0.0,25000.0,130.0,,,2.06,,,,,1.83,,,,6.36,6.36,326439.0,21791263.4,,26.98,6.35,19.52,0.3978,58.21,0.2453
2006-10-23,90618.0,5944425.16,2.56,5.05,1.13,7.25,1.0,4641306.51,19865.0,70753.0,1303118.65,,,,0.45,,66.0,,0.18,5067.0,2291.0,,,0.45,,0.01,,,1.65,,,,5.64,5.64,332432.0,21807114.97,,27.15,5.74,18.32,0.4233,61.0,0.2572
2006-10-24,86481.0,5704062.31,2.45,4.58,1.08,6.86,1.0,4396918.46,19818.0,66663.0,1307143.84,,,3.0,,,,,0.01,,50.0,,,,3.0,,,4090.0,1.62,0.35,,,5.62,5.62,332955.0,21960847.66,,27.28,5.6,18.93,0.4692,64.51,0.2451
2006-10-25,83465.0,5588293.91,2.36,4.41,1.04,6.63,1.0,4260400.39,19833.0,63632.0,1327893.53,,,16.0,0.0,,,,,0.0,,,,0.0,16.0,,,3032.0,1.62,0.24,,,5.6,5.6,334560.0,22400043.27,,27.71,5.53,19.71,0.4971,66.96,0.2355
2006-10-26,83502.0,5590771.2,2.36,4.41,1.04,6.65,1.0,4260400.39,19870.0,63632.0,1330370.81,,,38.0,0.0,,,,0.0,1.0,1.0,,,0.0,38.0,,,,1.64,,,,5.61,5.61,334325.0,22384309.14,,27.71,5.6,19.87,0.495,66.76,0.2358
2006-10-27,83512.0,5514891.25,2.36,4.32,1.04,6.65,1.0,4202073.48,19880.0,63632.0,1312817.78,,,10.0,0.0,,,,,0.0,,,,0.0,10.0,,,,1.65,,,,5.61,5.61,334397.0,22082611.96,,27.42,5.66,19.93,0.4958,66.82,0.2357
2006-10-30,87969.0,5802206.93,2.49,4.5,1.1,7.01,1.0,4493809.89,19837.0,68132.0,1308397.04,,,1.0,0.38,,,,0.0,4500.0,44.0,,,0.38,1.0,,,1.0,1.63,0.0,,,5.66,5.66,330731.0,21814158.39,,27.11,5.68,18.63,0.5147,68.67,0.2509
2006-10-31,87961.0,5749096.07,2.49,4.49,1.1,6.99,1.0,4453080.5,19830.0,68132.0,1296080.93,,,1.0,0.0,,,,0.0,0.0,8.0,,,0.0,1.0,,,,1.62,,,,5.59,5.59,335095.0,21901676.29,,27.27,5.62,18.57,0.516,68.79,0.2478
2006-11-01,84075.0,5488407.3,2.38,4.24,1.05,6.67,1.0,4194951.43,19814.0,64261.0,1293455.87,,,,,,,,0.0,,16.0,,,,,,,3870.0,1.61,0.32,,,5.54,5.54,338064.0,22068782.94,,27.46,5.55,19.41,0.5635,72.32,0.2349
2006-11-02,84064.0,5628399.2,2.38,4.27,1.05,6.67,1.0,4302514.29,19803.0,64261.0,1325884.91,,,,,,,,0.0,,11.0,,,,,,,0.0,1.61,0.0,,,5.54,5.54,337875.0,22621994.92,,27.97,5.44,19.37,0.5631,72.3,0.235
2006-11-03,73146.0,5357986.92,2.07,3.47,0.91,5.84,0.0,3901472.39,19883.0,53262.0,1456441.28,,,83.0,0.0,,,,0.0,1.0,3.0,,,0.0,83.0,,,11000.0,1.66,0.88,,,5.68,5.68,330373.0,24200013.82,,29.31,5.36,22.99,0.5085,67.21,0.2088
2006-11-06,73372.0,5263424.8,2.08,3.21,0.92,6.02,0.0,3821097.77,20106.0,53266.0,1442327.03,,,235.0,0.0,,,,0.0,4.0,13.0,,,0.0,235.0,,,,1.8,,,,5.9,5.9,320719.0,23007146.3,,28.09,6.03,24.35,0.4914,65.41,0.2153
2006-11-07,75238.0,5457254.28,2.13,3.16,0.94,6.13,0.0,3863481.88,21973.0,53265.0,1593772.41,,,1867.0,,,,,,,,,,,1867.0,,,1.0,1.92,0.0,,,6.39,6.39,321813.0,23342132.6,,28.43,6.32,23.91,0.4949,65.84,0.2189
2006-11-08,71849.0,5208575.78,2.03,2.93,0.9,5.88,0.0,3607704.8,22083.0,49766.0,1600870.98,,,110.0,0.0,,,,,1.0,,,,0.0,110.0,,,3500.0,1.95,0.29,,,6.27,6.27,330168.0,23934989.32,,29.19,6.27,25.53,0.475,63.65,0.204
2006-11-09,77760.0,5689767.09,2.2,3.18,0.97,6.41,0.0,4080373.74,21994.0,55765.0,1609320.18,,,,0.55,,,,0.0,6000.0,89.0,,,0.55,,,,1.0,1.94,0.0,,,6.27,6.27,328931.0,24068168.44,,29.36,6.2,23.05,0.5071,67.08,0.2216
2006-11-10,78850.0,5719244.27,2.23,3.18,0.99,6.53,0.0,4120322.0,22044.0,56806.0,1598922.27,,,51.0,0.09,,20.0,,0.0,1020.0,1.0,,,0.09,51.0,0.0,,,1.96,,,,6.32,6.32,326543.0,23685214.73,,28.97,6.35,22.9,0.5102,67.37,0.2262
2006-11-13,83855.0,5965306.24,2.37,3.32,1.05,6.98,1.0,4402325.58,21971.0,61884.0,1562980.66,,,,0.46,,,,0.0,5079.0,73.0,,,0.46,,,,1.0,1.96,0.0,,,6.31,6.31,326287.0,23211518.41,,28.93,6.34,21.25,0.5038,67.44,0.2408
2006-11-14,83703.0,5971172.46,2.37,3.29,1.05,6.92,1.0,4409734.73,21888.0,61815.0,1561437.74,,,2.0,,,,,0.01,,85.0,,,,2.0,,,69.0,1.91,0.01,,,6.28,6.28,326375.0,23282814.38,,28.61,6.27,20.89,0.5092,67.96,0.2403
2006-11-15,83705.0,5971315.14,2.37,3.18,1.05,6.93,1.0,4409734.73,21890.0,61815.0,1561580.41,,,6.0,,,,,0.0,,4.0,,,,6.0,,,,1.92,,,,6.32,6.32,324697.0,23163109.86,,28.46,6.31,20.92,0.5085,67.89,0.2415
2006-11-16,77766.0,5640618.26,2.2,2.93,0.97,6.39,0.0,4048441.58,21951.0,55815.0,1592176.68,,,60.0,,,,,,,,,,,60.0,,,6000.0,1.92,0.55,,,6.07,6.07,339700.0,24639534.28,,30.12,6.0,22.89,0.4771,64.81,0.215
2006-11-17,77818.0,5613376.86,2.2,2.87,0.97,6.42,0.0,4026197.4,22003.0,55815.0,1587179.46,,,54.0,,,,,0.0,,1.0,,,,54.0,,,,1.94,,,,6.09,6.09,339451.0,24486190.69,,29.99,6.09,23.08,0.4749,64.58,0.2153
2006-11-20,76817.0,5571784.24,2.17,2.76,0.96,6.32,0.0,3975908.37,22002.0,54815.0,1595875.87,,,2.0,,,,,0.0,,4.0,,,,2.0,,,1000.0,1.94,0.09,,,6.08,6.08,339882.0,24652735.33,,30.14,6.04,23.39,0.47,64.07,0.2123
2006-11-21,73688.0,5432929.35,2.08,2.67,0.92,6.06,0.0,3809199.53,22023.0,51665.0,1623729.82,,,22.0,,,,,0.0,,0.0,,,,22.0,,,3150.0,1.95,0.27,,,6.09,6.09,339807.0,25053569.43,,30.5,5.99,24.58,0.5064,66.52,0.2037
2006-11-22,73756.0,5467337.2,2.09,3.31,0.92,6.09,0.0,3829789.8,22091.0,51665.0,1637547.4,,,67.0,,,,,,,,,,,67.0,,,,1.97,,,,6.06,6.06,342184.0,25365194.86,,30.87,5.99,24.78,0.5046,66.31,0.2025
2006-11-23,73805.0,5306252.08,2.09,3.62,0.92,6.1,0.0,3714484.3,22140.0,51665.0,1591767.78,,,51.0,,,,,0.0,,1.0,,,,51.0,,,,1.99,,,,6.12,6.12,339901.0,24437374.0,,29.96,6.23,25.03,0.5039,66.17,0.2039
2006-11-24,73649.0,5265684.73,2.08,3.69,0.92,6.03,0.0,3693894.03,21984.0,51665.0,1571790.7,,,4.0,,,,,0.02,,161.0,,,,4.0,,,,1.91,,,,6.16,6.16,335036.0,23954078.79,,29.33,6.13,24.28,0.5099,66.9,0.2063
2006-11-27,85737.0,6150442.3,2.42,4.35,1.07,6.12,1.0,3777984.34,33072.0,52665.0,2372457.95,,,11088.0,0.09,,,,,1000.0,,,,0.09,11088.0,,,,1.92,,,,6.23,6.23,497491.0,35688089.02,,29.33,6.14,23.97,0.5152,67.42,0.1616
2006-11-28,82835.0,6038000.46,2.34,4.56,1.04,6.87,1.0,3838851.87,30170.0,52665.0,2199148.6,,,,,,,,0.14,,12902.0,,,,,,10000.0,,2.67,,,,8.5,8.5,324876.0,23680828.62,,28.96,8.45,20.65,0.4013,58.06,0.2333
2006-11-29,82886.0,6137513.37,2.34,4.61,1.04,6.94,1.0,3899719.39,30221.0,52665.0,2237793.98,,,60.0,,,,,0.0,,9.0,,,,60.0,,,,2.73,,,,8.55,8.55,323201.0,23932273.95,,29.21,8.56,20.95,0.3967,57.51,0.2345
2006-11-30,87294.0,6620468.79,2.47,5.25,1.09,6.68,1.0,3764598.14,37656.0,49638.0,2855870.65,,,7435.0,,,,,,,,,,,7435.0,,,3027.0,2.75,0.28,,,7.57,7.57,459953.0,34883319.37,,28.59,8.78,21.98,0.4297,59.94,0.1754
2006-12-01,85298.0,6271923.88,2.41,4.98,1.07,6.57,1.0,3478315.54,37993.0,47305.0,2793608.34,0.01,,337.0,,,,186.0,,,,0.01,,,337.0,,,2519.0,2.82,0.19,,,7.58,7.58,463301.0,34066315.8,,28.03,9.13,22.94,0.4146,58.09,0.1702
2006-12-04,85903.0,6374609.24,2.43,4.88,1.07,6.56,1.0,3551624.19,38042.0,47861.0,2822985.05,,,49.0,,,561.0,,,,,,,,49.0,0.05,,5.0,2.76,0.0,,,7.56,7.56,464995.0,34505912.74,,28.34,8.87,22.4,0.4119,58.16,0.1708
2006-12-05,83878.0,6344681.63,2.37,4.99,1.05,6.43,1.0,3469310.46,38014.0,45865.0,2875446.81,,,8.0,0.0,,,,0.0,3.0,36.0,,,0.0,8.0,,,2000.0,2.78,0.15,,,7.44,7.44,472886.0,35769941.08,,29.32,8.65,23.1,0.4023,56.92,0.1642
2006-12-06,84916.0,6433350.38,2.4,5.03,1.06,6.59,1.0,3550555.44,38052.0,46865.0,2882870.7,,,38.0,0.09,,,,,1000.0,,,,0.09,38.0,,,,2.84,,,,7.3,7.3,483515.0,36631746.79,,30.21,8.59,23.05,0.4039,57.1,0.1628
2006-12-07,84924.0,6356112.71,2.4,5.02,1.06,6.58,1.0,3507597.64,38058.0,46865.0,2848440.22,,,7.0,0.0,,,,0.0,1.0,1.0,,,0.0,7.0,,,,2.83,,,,7.3,7.3,483450.0,36183678.21,,29.92,8.65,23.04,0.4036,57.07,0.1628
2006-12-08,84880.0,6325757.48,2.4,4.93,1.06,6.57,1.0,3492730.32,38014.0,46866.0,2833027.15,,,4.0,0.0,,,,0.0,1.0,48.0,,,0.0,4.0,,,,2.82,,,,7.09,7.09,498227.0,37130810.2,,31.16,8.29,22.93,0.4049,57.25,0.1583
2006-12-11,80321.0,5985993.95,2.27,4.71,1.0,6.06,1.0,3111753.98,38567.0,41754.0,2874239.97,,,553.0,0.0,,,,,7.0,,,,0.0,553.0,,,5119.0,2.78,0.47,,,7.01,7.01,511232.0,38100019.39,,31.07,8.22,24.66,0.4117,56.86,0.1461
2006-12-12,165584.0,11924552.29,4.68,9.61,2.07,15.05,1.0,3372180.19,118758.0,46826.0,8552372.09,,,88883.0,0.71,,,,0.01,5200.0,8692.0,,,0.71,88883.0,,,128.0,11.07,0.0,,,32.5,32.5,246669.0,17763898.61,,22.06,33.41,26.81,0.4771,62.94,0.4531
2006-12-13,167546.0,12105909.64,4.74,9.71,2.09,14.94,1.0,3527957.99,118719.0,48827.0,8577951.65,,,,0.27,,,,0.01,3001.0,40.0,,,0.27,,,,1000.0,10.77,0.09,,,32.74,32.74,243855.0,17619558.78,,22.0,32.87,26.36,0.4594,61.7,0.4621
2006-12-14,167482.0,12007839.15,4.74,9.53,2.09,14.96,1.0,3495983.12,118721.0,48761.0,8511856.03,,,3.0,,,,,0.0,,0.0,,,,3.0,,,66.0,10.8,0.01,,,32.58,32.58,245657.0,17612697.14,,21.94,32.99,26.32,0.4598,61.75,0.4596
2006-12-15,167475.0,12174198.55,4.74,10.04,2.09,14.89,1.0,3544565.43,118714.0,48761.0,8629633.12,,,2.0,,,,,0.0,,10.0,,,,2.0,,,,10.73,,,,32.54,32.54,246059.0,17886676.35,,22.33,32.46,26.44,0.4587,61.61,0.4591
2006-12-18,167658.0,12361226.65,4.74,11.0,2.1,14.99,1.0,3595091.03,118897.0,48761.0,8766135.62,,,165.0,,,,,0.0,,4.0,,,,165.0,,22.0,,10.82,,,,32.9,32.9,242473.0,17877248.38,,22.31,32.66,26.27,0.4583,61.65,0.464
2006-12-19,167668.0,12368646.08,4.74,11.44,2.1,15.08,1.0,3597034.33,118907.0,48761.0,8771611.75,,,10.0,,,,,0.0,,1.0,,,,10.0,,,,10.91,,,,32.91,32.91,242365.0,17878944.74,,22.29,32.86,26.12,0.4593,61.79,0.4641
2006-12-20,152701.0,11197608.11,4.32,10.89,1.91,13.78,1.0,2475703.81,118940.0,33761.0,8721904.3,,,33.0,,,,,,,,,,,33.0,,,15000.0,11.01,1.4,,,32.85,32.85,243154.0,17830552.53,,22.15,33.2,18.19,0.513,68.45,0.4217
2006-12-21,152687.0,11561687.4,4.32,10.91,1.91,13.71,1.0,2556433.28,118926.0,33761.0,9005254.12,,,1.0,,,,,0.0,,15.0,,,,1.0,,,,10.93,,,,32.89,32.89,242647.0,18373592.8,,22.89,32.32,18.28,0.5112,68.29,0.4223
2006-12-22,147920.0,11200723.05,4.18,10.46,1.85,13.65,1.0,2346609.03,116930.0,30990.0,8854114.03,,,,0.02,,,,0.17,229.0,1996.0,,,0.02,,,,3000.0,11.14,0.28,,,32.52,32.52,242595.0,18369655.28,,22.77,32.86,18.28,0.5367,70.14,0.4114
2006-12-25,31813.0,2408927.82,0.9,2.24,0.4,2.77,0.0,2346609.03,823.0,30990.0,62318.79,,,9.0,,,,,0.0,,1872.0,,,,9.0,,,,0.25,,10.89,,100.0,0.83,0.0,0.0,114244.0,0.0,325.06,2.09,0.9302,96.42,0.3225
2006-12-26,147918.0,11200571.61,4.18,10.44,1.85,13.65,1.0,2346609.03,116928.0,30990.0,8853962.58,,114244.0,1870.0,,10.89,,,0.0,,9.0,,114244.0,,1870.0,,,,11.14,,,,32.95,32.95,237918.0,18015505.86,,22.32,33.29,18.28,0.5367,70.14,0.4169
2006-12-27,159182.0,12002746.92,4.5,11.23,1.99,14.67,1.0,3185460.96,116936.0,42246.0,8817285.96,,,11.0,1.07,,,,0.0,11256.0,4.0,,,1.07,11.0,,,,11.09,,,,32.74,32.74,240235.0,18114359.08,,22.48,33.03,24.39,0.4903,64.9,0.4457
2006-12-28,275383.0,20556087.81,7.79,19.65,3.44,25.59,1.0,3699204.54,225826.0,49557.0,16856883.27,,,100396.0,0.46,,2437.0,,0.0,4874.0,27.0,,,0.46,100396.0,0.23,8521.0,,21.32,,,,89.16,62.42,27446.0,2048719.01,,2.57,89.24,37.2,0.3271,40.1,0.7612
2006-12-29,280369.0,20615407.47,7.93,21.36,3.5,25.92,1.0,4040963.69,225412.0,54957.0,16574443.78,,,,0.51,,,,0.04,5400.0,414.0,,,0.51,,,,,21.15,,,,89.15,62.32,27446.0,2018092.13,,2.55,89.22,36.5,0.3215,39.34,0.7751
2007-01-01,278544.0,20481216.03,7.88,21.77,3.48,25.92,1.0,4040963.69,223587.0,54957.0,16440252.34,,,3.0,,,,,0.0,,1829.0,,,,3.0,,,,21.15,,,,89.07,64.14,27446.0,2018092.13,,2.39,89.86,36.5,0.3216,39.34,0.799
2007-01-02,280398.0,20528141.28,7.93,21.92,3.5,25.45,1.0,4023441.89,226002.0,54957.0,16545770.6,,561.0,1854.0,,0.05,,,,,,,561.0,,1854.0,,,,20.73,,,,89.17,61.17,27446.0,2009341.6,,2.52,89.16,36.34,0.3203,39.18,0.7589
2007-01-03,400204.0,29474670.04,11.32,31.84,5.0,33.13,2.0,4047534.36,345247.0,54957.0,25427135.68,,,120732.0,,,,,0.0,,1200.0,,,,120732.0,,274.0,,28.36,,0.05,,92.64,82.4,27446.0,2021373.58,561.0,2.54,91.79,36.53,0.3196,38.94,0.9552
2007-01-04,381332.0,27780816.29,10.78,31.56,4.77,31.72,1.0,2544066.29,346411.0,34921.0,25236750.01,,,2795.0,,,,,0.15,,1631.0,,,,2795.0,,,20036.0,28.46,1.52,,,92.66,82.41,27446.0,1999497.25,,2.51,91.91,38.87,0.3424,41.44,0.9072
2007-01-05,374140.0,27423158.38,10.58,30.53,4.68,30.54,1.0,1826622.47,349219.0,24921.0,25596535.91,,,2808.0,,,,,,,,,,,2808.0,,,10000.0,28.23,0.95,,,92.71,82.51,27446.0,2011696.17,,2.49,91.9,40.44,0.3616,43.11,0.884
2007-01-08,374968.0,27347489.22,10.6,30.52,4.69,30.12,1.0,1830687.76,349867.0,25101.0,25516801.46,,,2281.0,0.02,,,,0.16,180.0,1632.0,,,0.02,2281.0,,180.0,,27.8,,,,92.73,82.2,27446.0,2001715.32,,2.48,91.82,40.62,0.3594,42.64,0.881
2007-01-09,375585.0,27589775.42,10.62,31.35,4.69,30.09,1.0,1843872.77,350484.0,25101.0,25745902.65,,,617.0,,,,,,,,,,,617.0,,,,27.77,,,,92.74,82.41,27446.0,2016132.1,,2.5,91.76,40.61,0.3593,42.63,0.8832
2007-01-10,332113.0,24544016.17,9.39,27.59,4.15,25.57,1.0,1855029.31,307012.0,25101.0,22688986.86,,,6528.0,,,,,4.37,,50000.0,,,,6528.0,,,,23.25,,,,82.69,71.63,64251.0,4748316.33,,5.89,79.78,28.05,0.3588,51.03,0.7748
2007-01-11,300143.0,22241987.77,8.49,24.81,3.75,21.04,1.0,2156519.01,271042.0,29101.0,20085468.76,,,18999.0,0.36,,,,4.98,4000.0,54969.0,,,0.36,18999.0,,,,18.35,,,,71.97,60.18,105577.0,7823745.16,,9.67,65.48,18.5,0.5217,69.03,0.6665
