,DKUPL FP Equity_DX_SI_QTY,DKUPL FP Equity_DX_SHORT_INTEREST_VALUE,DKUPL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DKUPL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DKUPL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DKUPL FP Equity_DX_SI_MV,DKUPL FP Equity_DX_DSS,DKUPL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DKUPL FP Equity_DX_SUPPLY_SI_QTY,DKUPL FP Equity_DX_BROKER_SI_QTY,DKUPL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DKUPL FP Equity_DX_SUPPLY_SI_QTY_INC_x,DKUPL FP Equity_DX_BROKER_SI_MV_INC_x,DKUPL FP Equity_DX_BROKER_SI_QTY_ADD,DKUPL FP Equity_DX_SUPPLY_SI_MV_DEC,DKUPL FP Equity_DX_BROKER_SI_QTY_INC,DKUPL FP Equity_DX_SUPPLY_SI_QTY_DEC,DKUPL FP Equity_DX_BROKER_SI_MV_INC_y,DKUPL FP Equity_DX_SUPPLY_SI_QTY_INC_y,DKUPL FP Equity_DX_BROKER_SI_MV_ADD,DKUPL FP Equity_DX_SUPPLY_SI_QTY_ADD,DKUPL FP Equity_DX_BROKER_SI_QTY_DEC,DKUPL FP Equity_DX_SUPPLY_SI_MV,DKUPL FP Equity_DX_BROKER_SI_MV_DEC,DKUPL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DKUPL FP Equity_DX_UTILIZATION_QUANTITY,DKUPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DKUPL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DKUPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DKUPL FP Equity_DX_ACTIVE_UTILIZATION_MV,DKUPL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DKUPL FP Equity_DX_BROKER_SI_CON_RATIO,DKUPL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DKUPL FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-05-06,3154.0,116067.2,0.36,2.05,0.08,0.12,0.0,100353.6,2727.0,2727.0,100353.6,,,,,,,,,,,,0.1,,100.0,87.46,0.0,0.0,0.0,100.0,27.16,0.6044,72.84,1.0115
2024-05-07,3154.0,114805.6,0.36,2.01,0.08,0.12,0.0,99262.8,2727.0,2727.0,99262.8,,,,,,,,,,,,0.1,,100.0,87.46,0.0,0.0,0.0,100.0,26.97,0.6061,73.03,1.0115
2024-05-08,3154.0,115121.0,0.36,2.0,0.08,0.11,0.0,99535.5,2727.0,2727.0,99535.5,,,,,,,,,,,,0.1,,100.0,87.46,0.0,0.0,0.0,100.0,27.1,0.6048,72.9,1.0115
2024-05-09,3154.0,111967.0,0.36,2.0,0.08,0.11,0.0,96808.5,2727.0,2727.0,96808.5,,,,,,,,,,,,0.1,,100.0,87.46,0.0,0.0,0.0,100.0,26.81,0.6076,73.19,1.0115
2024-05-10,3154.0,116698.0,0.36,2.01,0.08,0.11,0.0,100899.0,2727.0,2727.0,100899.0,,,,,,,,,,,,0.1,,100.0,87.46,0.0,0.0,0.0,100.0,27.49,0.6013,72.51,1.0115
2024-05-13,3154.0,118590.4,0.36,1.99,0.08,0.12,0.0,102535.2,2727.0,2727.0,102535.2,,,,,,,,,,,,0.1,,100.0,87.46,0.0,0.0,0.0,100.0,27.24,0.6036,72.76,1.0115
2024-05-14,4855.0,181577.0,0.56,3.02,0.12,0.18,0.0,165607.2,2428.0,4428.0,90807.2,,,2000.0,0.01,,299.0,,,0.08,,299.0,0.09,0.01,100.0,77.87,0.0,0.0,0.0,100.0,41.21,0.3707,41.23,1.5571
2024-05-15,4087.0,151627.7,0.47,2.54,0.1,0.15,0.0,135786.0,2428.0,3660.0,90078.8,,,,,,,,,,,768.0,0.09,0.03,100.0,86.13,0.0,0.0,0.0,100.0,30.17,0.3745,49.0,1.4498
2024-05-16,3319.0,126785.8,0.38,2.28,0.08,0.12,0.0,110474.4,1660.0,2892.0,63412.0,,,,0.03,,768.0,,,,,768.0,0.06,0.03,100.0,80.94,0.0,0.0,0.0,100.0,36.98,0.3414,37.01,1.6182
2024-05-17,3319.0,124130.6,0.38,2.52,0.08,0.13,0.0,108160.8,1660.0,2892.0,62084.0,,,,,,,,,,,,0.06,,100.0,80.94,0.0,0.0,0.0,100.0,37.22,0.3425,37.25,1.6182
2024-05-20,3319.0,123134.9,0.38,2.63,0.08,0.12,0.0,107293.2,1660.0,2892.0,61586.0,,,,,,,,,,,,0.06,,100.0,80.94,0.0,0.0,0.0,100.0,37.11,0.342,37.14,1.6182
2024-05-21,3319.0,123134.9,0.38,2.64,0.08,0.12,0.0,107293.2,1660.0,2892.0,61586.0,,,,,,,,,,,,0.06,,100.0,80.94,0.0,0.0,0.0,100.0,37.12,0.342,37.15,1.6182
2024-05-22,3319.0,125458.2,0.38,2.96,0.08,0.12,0.0,109317.6,1660.0,2892.0,62748.0,,,,,,,,,,,,0.06,,100.0,80.94,0.0,0.0,0.0,100.0,37.03,0.3416,37.06,1.6182
2024-05-23,3319.0,124130.6,0.38,2.94,0.08,0.13,0.0,108160.8,1660.0,2892.0,62084.0,,,,,,,,,,,,0.06,,100.0,80.94,0.0,0.0,0.0,100.0,37.17,0.3422,37.2,1.6182
2024-05-24,3319.0,127781.5,0.38,3.12,0.08,0.12,0.0,111342.0,1660.0,2892.0,63910.0,,,,,,,,,,,,0.06,,100.0,80.94,0.0,0.0,0.0,100.0,36.98,0.3414,37.01,1.6182
2024-05-27,3319.0,130768.6,0.38,3.23,0.08,0.13,0.0,113944.8,1660.0,2892.0,65404.0,,,,,,,,,,,,0.06,,100.0,80.94,0.0,0.0,0.0,100.0,37.12,0.342,37.15,1.6182
2024-05-28,3319.0,131432.4,0.38,3.19,0.08,0.13,0.0,114523.2,1660.0,2892.0,65736.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.1,0.3419,37.13,1.6182
2024-05-29,3319.0,134751.4,0.38,3.3,0.08,0.13,0.0,117415.2,1660.0,2892.0,67396.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.0,0.3415,37.03,1.6182
2024-05-30,3319.0,133755.7,0.38,2.82,0.08,0.13,0.0,116547.6,1660.0,2892.0,66898.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.15,0.3422,37.19,1.6182
2024-05-31,3319.0,134419.5,0.38,2.73,0.08,0.13,0.0,117126.0,1660.0,2892.0,67230.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.04,0.342,37.24,1.6182
2024-06-03,3319.0,136079.0,0.38,2.71,0.08,0.13,0.0,118572.0,1660.0,2892.0,68060.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.06,0.3417,37.09,1.6182
2024-06-04,3319.0,137738.5,0.38,2.77,0.08,0.14,0.0,120018.0,1660.0,2892.0,68890.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.06,0.3417,37.09,1.6182
2024-06-05,3319.0,140393.7,0.38,2.75,0.08,0.14,0.0,122331.6,1660.0,2892.0,70218.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.03,0.3416,37.06,1.6182
2024-06-06,3319.0,141057.5,0.38,2.9,0.08,0.14,0.0,122910.0,1660.0,2892.0,70550.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.13,0.342,37.16,1.6182
2024-06-07,3319.0,140725.6,0.38,2.94,0.08,0.14,0.0,122620.8,1660.0,2892.0,70384.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.13,0.3421,37.16,1.6182
2024-06-10,3319.0,134751.4,0.38,2.95,0.08,0.14,0.0,117415.2,1660.0,2892.0,67396.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.32,0.343,37.35,1.6182
2024-06-11,3319.0,133423.8,0.38,2.81,0.08,0.13,0.0,116258.4,1660.0,2892.0,66732.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.17,0.3422,37.2,1.6182
2024-06-12,3319.0,129441.0,0.38,2.82,0.08,0.13,0.0,112788.0,1660.0,2892.0,64740.0,,,,,,,,,,,,0.07,,100.0,80.94,0.0,0.0,0.0,100.0,37.26,0.3427,37.29,1.6182
2024-06-13,3319.0,124794.4,0.38,2.91,0.08,0.13,0.0,108739.2,1660.0,2892.0,62416.0,,,,,,,,,,,,0.06,,100.0,80.94,0.0,0.0,0.0,100.0,37.29,0.3428,37.32,1.6182
2024-06-14,2087.0,74088.5,0.24,1.91,0.05,0.08,0.0,58930.0,1660.0,1660.0,58930.0,,,,,,,,,,,1232.0,0.06,0.05,100.0,80.94,0.0,0.0,0.0,100.0,40.24,0.5191,59.76,1.0176
2024-06-17,2087.0,70958.0,0.24,1.82,0.05,0.07,0.0,56440.0,1660.0,1660.0,56440.0,,,,,,,,,,,,0.06,,100.0,80.94,0.0,0.0,0.0,100.0,41.12,0.5158,58.88,1.0176
2024-06-18,2087.0,74839.84,0.24,1.76,0.05,0.07,0.0,59527.62,1660.0,1660.0,59527.62,,,,,,,,,,,,0.06,,100.0,80.94,0.0,0.0,0.0,100.0,41.93,0.513,58.07,1.0176
2024-06-19,2066.0,72310.0,0.24,1.68,0.05,0.08,0.0,57365.0,1660.0,1639.0,58100.0,,,,,,,,,,,21.0,0.06,0.0,100.0,80.94,0.0,0.0,0.0,100.0,39.71,0.5212,60.29,1.0073
2024-06-20,2045.0,71984.0,0.23,1.64,0.05,0.07,0.0,57692.8,1639.0,1639.0,57692.8,,,,0.0,,21.0,,,,,,0.06,,100.0,80.74,0.0,0.0,0.0,100.0,39.77,0.5209,60.23,1.0074
2024-06-21,2045.0,71166.0,0.23,1.68,0.05,0.07,0.0,57037.2,1639.0,1639.0,57037.2,,,,,,,,,,,,0.06,,100.0,80.74,0.0,0.0,0.0,100.0,39.57,0.5218,60.43,1.0074
2024-06-24,2045.0,74029.0,0.23,1.72,0.05,0.07,0.0,59331.8,1639.0,1639.0,59331.8,,,,,,,,,,,,0.06,,100.0,80.74,0.0,0.0,0.0,100.0,40.18,0.5193,59.82,1.0074
2024-06-25,1112.0,40810.4,0.13,0.94,0.03,0.04,0.0,25910.2,706.0,706.0,25910.2,,,,0.03,,933.0,,,,,933.0,0.03,0.03,100.0,64.36,0.0,0.0,0.0,100.0,26.84,0.6072,73.16,1.0137
2024-06-26,1012.0,37039.2,0.12,0.86,0.02,0.04,0.0,22179.6,606.0,606.0,22179.6,,,,0.0,,100.0,,,,,100.0,0.02,0.0,100.0,60.78,0.0,0.0,0.0,100.0,19.57,0.6852,80.43,1.015
2024-06-27,1012.0,36533.2,0.12,0.87,0.02,0.04,0.0,21876.6,606.0,606.0,21876.6,,,,,,,,,,,,0.02,,100.0,60.78,0.0,0.0,0.0,100.0,19.87,0.6815,80.13,1.015
2024-06-28,1012.0,35521.2,0.12,0.88,0.02,0.04,0.0,21270.6,606.0,606.0,21270.6,,,,,,,,,,,,0.02,,100.0,60.78,0.0,0.0,0.0,100.0,19.98,0.6802,80.02,1.015
2024-07-01,1012.0,35015.2,0.12,0.87,0.02,0.04,0.0,20967.6,606.0,606.0,20967.6,,,,,,,,,,,,0.02,,100.0,60.78,0.0,0.0,0.0,100.0,19.88,0.6815,80.12,1.015
2024-07-02,1012.0,35420.0,0.12,0.86,0.02,0.04,0.0,21210.0,606.0,606.0,21210.0,,,,,,,,,,,,0.02,,100.0,60.78,0.0,0.0,0.0,100.0,19.67,0.684,80.33,1.015
2024-07-03,1012.0,35622.4,0.12,0.85,0.02,0.04,0.0,21331.2,606.0,606.0,21331.2,,,,,,,,,,,,0.02,,100.0,60.78,0.0,0.0,0.0,100.0,19.72,0.6834,80.28,1.015
2024-07-04,1012.0,34812.8,0.12,0.86,0.02,0.04,0.0,20846.4,606.0,606.0,20846.4,,,,,,,,,,,,0.02,,100.0,60.78,0.0,0.0,0.0,100.0,19.94,0.6807,80.06,1.015
2024-07-05,1012.0,35015.2,0.12,0.85,0.02,0.03,0.0,20967.6,606.0,606.0,20967.6,,,,,,,,,,,,0.02,,100.0,60.78,0.0,0.0,0.0,100.0,19.72,0.6834,80.28,1.015
2024-07-08,1012.0,35015.2,0.12,0.86,0.02,0.04,0.0,20967.6,606.0,606.0,20967.6,,,,,,,,,,,,0.02,,100.0,60.78,0.0,0.0,0.0,100.0,19.76,0.6829,80.24,1.015
2024-07-09,1012.0,35521.2,0.12,0.96,0.02,0.04,0.0,21270.6,606.0,606.0,21270.6,,,,,,,,,,,,0.02,,100.0,55.55,0.0,0.0,0.0,100.0,19.65,0.6842,80.35,0.9276
2024-07-10,1012.0,36027.2,0.12,1.01,0.02,0.04,0.0,21573.6,606.0,606.0,21573.6,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.65,0.6842,80.35,0.8497
2024-07-11,2812.0,109668.0,0.32,3.34,0.07,0.1,0.0,58734.0,1506.0,1506.0,58734.0,900.0,,900.0,,,,,900.0,0.03,,,0.05,,100.0,79.39,0.0,0.0,0.0,100.0,29.84,0.4927,63.14,1.4823
2024-07-12,2812.0,107137.2,0.32,3.18,0.07,0.11,0.0,57378.6,1506.0,1506.0,57378.6,,,,,,,,,,,,0.06,,100.0,79.39,0.0,0.0,0.0,100.0,28.64,0.4996,64.23,1.4823
2024-07-15,2812.0,107699.6,0.32,3.14,0.07,0.11,0.0,57679.8,1506.0,1506.0,57679.8,,,,,,,,,,,,0.06,,100.0,79.39,0.0,0.0,0.0,100.0,28.93,0.4979,63.96,1.4823
2024-07-16,2812.0,107418.4,0.32,3.17,0.07,0.11,0.0,57529.2,1506.0,1506.0,57529.2,,,,,,,,,,,,0.06,,100.0,79.39,0.0,0.0,0.0,100.0,28.85,0.4983,64.04,1.4823
2024-07-17,2812.0,108262.0,0.32,3.3,0.07,0.11,0.0,57981.0,1506.0,1506.0,57981.0,,,,,,,,,,,,0.06,,100.0,79.39,0.0,0.0,0.0,100.0,28.96,0.4977,63.94,1.4823
2024-07-18,2812.0,108262.0,0.32,3.27,0.07,0.11,0.0,57981.0,1506.0,1506.0,57981.0,,,,,,,,,,,,0.06,,100.0,79.39,0.0,0.0,0.0,100.0,28.86,0.4983,64.02,1.4823
2024-07-19,2812.0,106856.0,0.32,3.28,0.07,0.11,0.0,57228.0,1506.0,1506.0,57228.0,,,,,,,,,,,,0.06,,100.0,79.39,0.0,0.0,0.0,100.0,28.74,0.499,64.13,1.4823
2024-07-22,2812.0,108262.0,0.32,3.31,0.07,0.11,0.0,57981.0,1506.0,1506.0,57981.0,,,,,,,,,,,,0.06,,100.0,79.39,0.0,0.0,0.0,100.0,29.01,0.4974,63.89,1.4823
2024-07-23,2812.0,109386.8,0.32,3.58,0.07,0.11,0.0,58583.4,1506.0,1506.0,58583.4,,,,,,,,,,,,0.06,,100.0,79.39,0.0,0.0,0.0,100.0,28.98,0.4976,63.92,1.4823
2024-07-24,2812.0,108824.4,0.32,4.14,0.07,0.11,0.0,58282.2,1506.0,1506.0,58282.2,,,,,,,,,,,,0.06,,100.0,79.39,0.0,0.0,0.0,100.0,28.89,0.4981,64.0,1.4823
2024-07-25,1012.0,37342.8,0.12,1.51,0.02,0.04,0.0,22361.4,606.0,606.0,22361.4,,,,0.04,,900.0,,,,,900.0,0.02,0.04,100.0,50.88,0.0,0.0,0.0,100.0,20.14,0.6783,79.86,0.8497
2024-07-26,1012.0,35926.0,0.12,1.49,0.02,0.04,0.0,21513.0,606.0,606.0,21513.0,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,20.07,0.6792,79.93,0.8497
2024-07-29,1012.0,36229.6,0.12,1.71,0.02,0.04,0.0,21694.8,606.0,606.0,21694.8,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.7,0.6837,80.3,0.8497
2024-07-30,1012.0,35622.4,0.12,1.89,0.02,0.04,0.0,21331.2,606.0,606.0,21331.2,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.9,0.6812,80.1,0.8497
2024-07-31,1012.0,35217.6,0.12,2.06,0.02,0.04,0.0,21088.8,606.0,606.0,21088.8,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.85,0.6818,80.15,0.8497
2024-08-01,1012.0,36027.2,0.12,2.13,0.02,0.04,0.0,21573.6,606.0,606.0,21573.6,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.58,0.685,80.42,0.8497
2024-08-02,1012.0,35420.0,0.12,1.94,0.02,0.04,0.0,21210.0,606.0,606.0,21210.0,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.9,0.6812,80.1,0.8497
2024-08-05,1012.0,33699.6,0.12,1.93,0.02,0.03,0.0,20179.8,606.0,606.0,20179.8,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,20.16,0.6781,79.84,0.8497
2024-08-06,1012.0,34408.0,0.12,1.83,0.02,0.03,0.0,20604.0,606.0,606.0,20604.0,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.6,0.6849,80.4,0.8497
2024-08-07,1012.0,34812.8,0.12,1.85,0.02,0.03,0.0,20846.4,606.0,606.0,20846.4,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.67,0.684,80.33,0.8497
2024-08-08,1012.0,35015.2,0.12,1.7,0.02,0.03,0.0,20967.6,606.0,606.0,20967.6,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.72,0.6834,80.28,0.8497
2024-08-09,1012.0,35318.8,0.12,1.7,0.02,0.04,0.0,21149.4,606.0,606.0,21149.4,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.69,0.6837,80.31,0.8497
2024-08-12,1012.0,35723.6,0.12,1.71,0.02,0.04,0.0,21391.8,606.0,606.0,21391.8,,,,,,,,,,,,0.02,,100.0,60.78,0.0,0.0,0.0,100.0,19.67,0.684,80.33,1.015
2024-08-13,2612.0,92203.6,0.3,4.42,0.06,0.09,0.0,49631.8,1406.0,1406.0,49631.8,800.0,,800.0,,,,,800.0,0.03,,,0.05,,100.0,78.24,0.0,0.0,0.0,100.0,31.09,0.4777,61.26,1.4535
2024-08-14,2612.0,92203.6,0.3,4.47,0.06,0.09,0.0,49631.8,1406.0,1406.0,49631.8,,,,,,,,,,,,0.05,,100.0,78.24,0.0,0.0,0.0,100.0,31.09,0.4777,61.26,1.4535
2024-08-15,2612.0,92464.8,0.3,4.44,0.06,0.09,0.0,49772.4,1406.0,1406.0,49772.4,,,,,,,,,,,,0.05,,100.0,78.24,0.0,0.0,0.0,100.0,31.12,0.4776,61.23,1.4535
2024-08-16,2612.0,92203.6,0.3,4.68,0.06,0.09,0.0,49631.8,1406.0,1406.0,49631.8,,,,,,,,,,,,0.05,,100.0,78.24,0.0,0.0,0.0,100.0,31.06,0.4779,61.28,1.4535
2024-08-19,2612.0,92464.8,0.3,4.72,0.06,0.09,0.0,49772.4,1406.0,1406.0,49772.4,,,,,,,,,,,,0.05,,100.0,78.24,0.0,0.0,0.0,100.0,31.12,0.4776,61.23,1.4535
2024-08-20,2612.0,90897.6,0.3,4.68,0.06,0.09,0.0,48928.8,1406.0,1406.0,48928.8,,,,,,,,,,,,0.05,,100.0,78.24,0.0,0.0,0.0,100.0,30.91,0.4786,61.42,1.4535
2024-08-21,1012.0,35824.8,0.12,1.76,0.02,0.04,0.0,21452.4,606.0,606.0,21452.4,,,,0.03,,800.0,,,,,800.0,0.02,0.03,100.0,50.88,0.0,0.0,0.0,100.0,19.63,0.6845,80.37,0.8497
2024-08-22,1012.0,35420.0,0.12,1.77,0.02,0.04,0.0,21210.0,606.0,606.0,21210.0,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.85,0.6818,80.15,0.8497
2024-08-23,1012.0,35824.8,0.12,2.1,0.02,0.04,0.0,21452.4,606.0,606.0,21452.4,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.76,0.6829,80.24,0.8497
2024-08-26,1012.0,35622.4,0.12,2.16,0.02,0.04,0.0,21331.2,606.0,606.0,21331.2,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.81,0.6823,80.19,0.8497
2024-08-27,1012.0,35420.0,0.12,2.2,0.02,0.04,0.0,21210.0,606.0,606.0,21210.0,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.81,0.6823,80.19,0.8497
2024-08-28,1012.0,35622.4,0.12,2.2,0.02,0.04,0.0,21331.2,606.0,606.0,21331.2,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.72,0.6834,80.28,0.8497
2024-08-29,1012.0,35824.8,0.12,2.34,0.02,0.04,0.0,21452.4,606.0,606.0,21452.4,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.72,0.6834,80.28,0.8497
2024-08-30,1012.0,35521.2,0.12,2.3,0.02,0.04,0.0,21270.6,606.0,606.0,21270.6,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.83,0.682,80.17,0.8497
2024-09-02,1012.0,36128.4,0.12,2.33,0.02,0.04,0.0,21634.2,606.0,606.0,21634.2,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.63,0.6845,80.37,0.8497
2024-09-03,1012.0,36128.4,0.12,2.3,0.02,0.04,0.0,21634.2,606.0,606.0,21634.2,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.76,0.6829,80.24,0.8497
2024-09-04,1012.0,36128.4,0.12,2.24,0.02,0.04,0.0,21634.2,606.0,606.0,21634.2,,,,,,,,,,,,0.02,,100.0,50.88,0.0,0.0,0.0,100.0,19.76,0.6829,80.24,0.8497
2024-09-05,2412.0,86349.6,0.28,5.41,0.06,0.09,0.0,46754.8,1306.0,1306.0,46754.8,700.0,,700.0,,,,,700.0,0.03,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.7,0.457,58.02,1.4213
2024-09-06,2412.0,85143.6,0.28,5.65,0.06,0.09,0.0,46101.8,1306.0,1306.0,46101.8,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.51,0.4577,58.18,1.4213
2024-09-09,2412.0,84420.0,0.28,5.98,0.06,0.09,0.0,45710.0,1306.0,1306.0,45710.0,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.57,0.4575,58.13,1.4213
2024-09-10,2412.0,84902.4,0.28,6.11,0.06,0.08,0.0,45971.2,1306.0,1306.0,45971.2,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.73,0.4569,57.99,1.4213
2024-09-11,2412.0,83937.6,0.28,6.35,0.06,0.08,0.0,45448.8,1306.0,1306.0,45448.8,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.54,0.4576,58.15,1.4213
2024-09-12,2412.0,83937.6,0.28,6.45,0.06,0.08,0.0,45448.8,1306.0,1306.0,45448.8,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.67,0.4571,58.04,1.4213
2024-09-13,2412.0,84902.4,0.28,7.17,0.06,0.08,0.0,45971.2,1306.0,1306.0,45971.2,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.79,0.4566,57.93,1.4213
2024-09-16,2412.0,85626.0,0.28,6.75,0.06,0.09,0.0,46363.0,1306.0,1306.0,46363.0,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.76,0.4568,57.96,1.4213
2024-09-17,2412.0,86349.6,0.28,7.32,0.06,0.09,0.0,46754.8,1306.0,1306.0,46754.8,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.76,0.4568,57.96,1.4213
2024-09-18,2412.0,87796.8,0.28,6.92,0.06,0.09,0.0,47538.4,1306.0,1306.0,47538.4,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.85,0.4564,57.88,1.4213
2024-09-19,2412.0,89726.4,0.28,5.82,0.06,0.09,0.0,48583.2,1306.0,1306.0,48583.2,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.91,0.4562,57.83,1.4213
2024-09-20,2412.0,92379.6,0.28,5.51,0.06,0.09,0.0,50019.8,1306.0,1306.0,50019.8,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.99,0.4559,57.76,1.4213
2024-09-23,2412.0,92138.4,0.28,4.93,0.06,0.09,0.0,49889.2,1306.0,1306.0,49889.2,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.64,0.4572,58.07,1.4213
2024-09-24,2412.0,91656.0,0.28,5.03,0.06,0.09,0.0,49628.0,1306.0,1306.0,49628.0,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.61,0.4573,58.09,1.4213
2024-09-25,2412.0,91656.0,0.28,5.12,0.06,0.09,0.0,49628.0,1306.0,1306.0,49628.0,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.67,0.4571,58.04,1.4213
2024-09-26,2412.0,92138.4,0.28,5.13,0.06,0.09,0.0,49889.2,1306.0,1306.0,49889.2,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.72,0.4569,57.99,1.4213
2024-09-27,2412.0,89244.0,0.28,4.93,0.06,0.09,0.0,48322.0,1306.0,1306.0,48322.0,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.31,0.4584,58.35,1.4213
2024-09-30,2412.0,89967.6,0.28,4.61,0.06,0.09,0.0,48713.8,1306.0,1306.0,48713.8,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.76,0.4568,57.96,1.4213
2024-10-01,2412.0,86832.0,0.28,4.32,0.06,0.09,0.0,47016.0,1306.0,1306.0,47016.0,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.27,0.4586,58.39,1.4213
2024-10-02,2412.0,86832.0,0.28,4.19,0.06,0.09,0.0,47016.0,1306.0,1306.0,47016.0,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.67,0.4571,58.04,1.4213
2024-10-03,2412.0,88520.4,0.28,3.99,0.06,0.09,0.0,47930.2,1306.0,1306.0,47930.2,,,,,,,,,,,,0.05,,100.0,76.96,0.0,0.0,0.0,100.0,33.88,0.4563,57.85,1.4213
2024-10-04,1012.0,37039.2,0.12,1.66,0.02,0.04,0.0,22179.6,606.0,606.0,22179.6,,,,0.02,,700.0,,,,,700.0,0.02,0.03,100.0,60.78,0.0,0.0,0.0,100.0,19.78,0.6826,80.22,1.015
2024-10-07,1012.0,36836.8,0.12,1.65,0.02,0.04,0.0,22058.4,606.0,606.0,22058.4,,,,,,,,,,,,0.02,,100.0,55.55,0.0,0.0,0.0,100.0,19.81,0.6823,80.19,0.9276
2024-10-08,1012.0,36634.4,0.12,1.64,0.02,0.04,0.0,21937.2,606.0,606.0,21937.2,,,,,,,,,,,,0.02,,100.0,55.55,0.0,0.0,0.0,100.0,19.81,0.6823,80.19,0.9276
