,ANTIN FP Equity_DX_SI_QTY,ANTIN FP Equity_DX_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ANTIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANTIN FP Equity_DX_SI_MV,ANTIN FP Equity_DX_DSS,ANTIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY,ANTIN FP Equity_DX_BROKER_SI_QTY,ANTIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANTIN FP Equity_DX_BROKER_SI_MV_INC_x,ANTIN FP Equity_DX_SUPPLY_SI_MV_NEW,ANTIN FP Equity_DX_BROKER_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_NEW,ANTIN FP Equity_DX_SUPPLY_SI_MV_DEC,ANTIN FP Equity_DX_BROKER_SI_QTY_INC,ANTIN FP Equity_DX_SUPPLY_SI_QTY_DEC,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ANTIN FP Equity_DX_BROKER_SI_MV_INC_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANTIN FP Equity_DX_BROKER_SI_MV_ADD,ANTIN FP Equity_DX_SUPPLY_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV,ANTIN FP Equity_DX_BROKER_SI_MV_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV_RMV,ANTIN FP Equity_DX_BROKER_SI_MV_RMV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANTIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_MV,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANTIN FP Equity_DX_BROKER_SI_CON_RATIO,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANTIN FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-09-20,455626.0,5531299.64,0.77,23.87,0.25,5.64,0.0,5075576.18,411350.0,418087.0,4993789.0,,,399.0,0.25,,,,0.01,26992.0,1110.0,,,0.25,399.0,,26593.0,1110.0,5.2,0.0,,,3.71,3.71,10682398.0,129684311.72,,135.39,3.7,22.26,0.2101,36.21,0.0411
2024-09-23,420323.0,5153159.98,0.71,16.64,0.23,5.15,0.0,4551377.88,376392.0,371238.0,4614565.92,,,18917.0,,,,,0.69,,53875.0,,,,18917.0,,,46849.0,4.59,0.6,,,3.39,3.39,10715824.0,131376002.24,,130.42,3.4,24.43,0.2017,33.3,0.0379
2024-09-24,413958.0,4967496.0,0.7,16.53,0.23,5.03,0.0,4423884.0,369682.0,368657.0,4436184.0,,,,,,11701.0,,0.29,,24442.0,,,,,0.14,17732.0,14282.0,4.51,0.21,,,3.37,3.37,10594402.0,127132824.0,,129.36,3.37,24.43,0.1836,30.62,0.0378
2024-09-25,360293.0,4316310.14,0.61,14.59,0.2,4.35,0.0,3909181.82,316017.0,326309.0,3785883.66,,,,,,,,0.67,,53665.0,,,,,,,42348.0,3.79,0.52,,,2.88,2.88,10650427.0,127592115.46,,127.95,2.88,23.61,0.1733,28.37,0.0329
2024-09-26,356398.0,4447847.04,0.6,14.76,0.2,4.37,0.0,4026622.08,312122.0,322646.0,3895282.56,,,,0.0,,,,0.03,190.0,3895.0,,,0.0,,,,3853.0,3.79,0.01,,,2.85,2.85,10653467.0,132955268.16,,127.75,2.88,24.16,0.1744,28.21,0.0325
2024-09-27,352632.0,4407900.0,0.59,14.42,0.2,4.38,0.0,3896362.5,308356.0,311709.0,3854450.0,,,7171.0,0.02,,,,0.22,1144.0,19184.0,,,0.02,7171.0,,8247.0,12081.0,3.85,0.15,,,2.81,2.81,10657153.0,133214412.5,,132.82,2.82,20.59,0.1623,28.21,0.0322
2024-09-30,343504.0,4108307.84,0.58,14.18,0.19,4.2,0.0,3664077.56,303008.0,306361.0,3623975.68,,,7885.0,0.01,,,,0.18,911.0,13233.0,,,0.01,7885.0,,,6259.0,3.76,0.09,,,2.76,2.76,10663900.0,127540244.0,,133.49,2.74,20.35,0.1651,29.1,0.0313
2024-10-01,340536.0,4181782.08,0.57,13.62,0.19,4.15,0.0,3725666.04,300040.0,303393.0,3684491.2,,,,,,,,0.05,,2968.0,,,,,,,2968.0,3.61,0.04,,,2.71,2.71,10765473.0,132200008.44,,130.22,2.7,21.15,0.1684,29.46,0.0308
2024-10-02,338140.0,4226750.0,0.57,13.35,0.19,4.18,0.0,3762462.5,297644.0,300997.0,3720550.0,,,,,,,,0.03,,2396.0,,,,,,,2396.0,3.67,0.02,,,2.69,2.69,10764864.0,134560800.0,,132.6,2.69,21.36,0.1679,29.25,0.0306
2024-10-03,360866.0,4453086.44,0.61,14.1,0.2,4.47,0.0,3994741.82,330185.0,323723.0,4074482.9,,,34263.0,0.32,,,,0.02,26543.0,1722.0,,,0.32,34263.0,,,3817.0,4.12,0.05,,,2.98,2.98,10744308.0,132584760.72,,134.29,2.97,26.72,0.178,27.37,0.0326
2024-10-04,353694.0,4392879.48,0.6,13.65,0.2,4.38,0.0,4001922.72,315293.0,322216.0,3915939.06,,,,0.0,,,,0.2,50.0,14892.0,,,0.0,,,,1557.0,3.9,0.02,,,2.85,2.85,10759190.0,133629139.8,,133.22,2.84,27.45,0.1842,27.95,0.0319
2024-10-07,318052.0,3759374.64,0.54,12.14,0.18,3.87,0.0,3387304.68,279651.0,286574.0,3305474.82,,,,,,,,0.46,,35642.0,,,,,,,35642.0,3.45,0.48,,,2.54,2.54,10716737.0,126671831.34,,132.75,2.53,18.89,0.174,31.7,0.0289
2024-10-08,325861.0,3779987.6,0.55,12.21,0.18,3.87,0.0,3509464.0,295617.0,302540.0,3429157.2,,,30659.0,0.34,,,,0.18,30659.0,14693.0,,,0.34,30659.0,,,14693.0,3.49,0.21,,,2.69,2.69,10696933.0,124084422.8,,126.2,2.69,27.25,0.1952,30.9,0.0296
2024-10-09,368069.0,4254877.64,0.62,13.78,0.21,4.34,0.0,3720297.0,321082.0,321825.0,3711707.92,,,28188.0,0.22,,,,0.03,19285.0,2723.0,,,0.22,28188.0,,,,3.73,,,,2.92,2.92,10672076.0,123369198.56,,124.05,2.92,27.57,0.208,33.19,0.0335
2024-10-10,327773.0,3671057.6,0.55,12.24,0.18,3.81,0.0,3366540.8,305789.0,300584.0,3424836.8,,,4194.0,,,,,0.24,,19487.0,,,,4194.0,,,21241.0,3.53,0.28,,,2.78,2.78,10682837.0,119647774.4,,123.38,2.78,26.7,0.1956,31.37,0.0298
2024-10-11,333214.0,3678682.56,0.56,12.1,0.19,3.82,0.0,3279939.84,302970.0,297096.0,3344788.8,,,618.0,0.09,,,,0.14,8878.0,11258.0,,,0.09,618.0,,7821.0,12366.0,3.38,0.15,,,2.76,2.76,10675459.0,117857067.36,,119.28,2.76,22.7,0.1767,31.32,0.0304
2024-10-14,332415.0,3703103.1,0.56,12.11,0.19,3.81,0.0,3343838.1,293242.0,300165.0,3266715.88,,,6087.0,0.05,,8929.0,,0.18,4428.0,15815.0,,,0.05,6087.0,0.1,,10288.0,3.25,0.12,,,2.67,2.67,10686400.0,119046496.0,,118.41,2.67,22.97,0.177,31.38,0.0303
2024-10-15,339308.0,3698457.2,0.57,12.33,0.19,3.86,0.0,3346932.2,304925.0,307058.0,3323682.5,,,147.0,0.08,,,,0.0,6893.0,242.0,,,0.08,147.0,,12086.0,,3.39,,0.0,,2.78,2.78,10654848.0,116137843.2,308.0,118.76,2.78,22.16,0.173,30.97,0.031
2024-10-16,334614.0,3660677.16,0.56,12.09,0.19,3.8,0.0,3385842.48,287864.0,309492.0,3149232.16,,,9650.0,0.11,,369.0,,0.31,9650.0,27080.0,,,0.11,9650.0,0.0,369.0,7585.0,3.14,0.09,,,2.63,2.63,10658660.0,116605740.4,,116.47,2.63,25.42,0.187,31.51,0.0306
2024-10-17,359190.0,3900803.4,0.6,13.02,0.2,4.05,0.0,3627978.48,303677.0,334068.0,3297932.22,,,16681.0,0.2,,8763.0,,0.01,18934.0,868.0,,,0.2,16681.0,0.1,,3121.0,3.32,0.03,,,2.78,2.78,10634661.0,115492418.46,,116.66,2.77,28.71,0.1893,29.52,0.0328
2024-10-18,311682.0,3303829.2,0.52,11.41,0.17,3.5,0.0,3040970.4,260866.0,286884.0,2765179.6,,,,0.01,,,,0.48,1000.0,42811.0,,,0.01,,,,48184.0,2.82,0.55,,,2.39,2.39,10666869.0,113068811.4,,115.32,2.39,23.18,0.1927,34.23,0.0285
2024-10-21,290021.0,3033619.66,0.49,10.4,0.16,3.23,0.0,2878832.58,249205.0,275223.0,2606684.3,,,,,,,,0.13,,11661.0,,,,,,,11661.0,2.64,0.13,,,2.28,2.28,10670246.0,111610773.16,,113.42,2.27,24.76,0.2185,37.03,0.0266
2024-10-22,291931.0,3036082.4,0.49,10.05,0.16,3.24,0.0,2882183.2,249205.0,277133.0,2591732.0,,,,0.06,,,,,4897.0,,,,0.06,,,,2987.0,2.61,0.03,,,2.29,2.29,10643002.0,110687220.8,,111.57,2.29,24.55,0.2161,36.92,0.0268
2024-10-23,299632.0,3128158.08,0.5,9.61,0.17,3.32,0.0,2985234.48,262111.0,285942.0,2736438.84,,,13610.0,0.09,,,,0.02,8809.0,1211.0,,,0.09,13610.0,,507.0,,2.73,,,,2.41,2.41,10634667.0,111025923.48,,110.79,2.41,26.78,0.2202,36.06,0.0275
2024-10-24,300398.0,3142163.08,0.51,9.77,0.17,3.33,0.0,3002825.42,261742.0,287077.0,2737821.32,,,,0.07,,,,0.0,6394.0,369.0,,,0.07,,,,5259.0,2.74,0.06,,,2.41,2.41,10610399.0,110984773.54,,110.37,2.42,26.73,0.2207,35.98,0.0276
2024-10-25,278345.0,2911488.7,0.47,9.36,0.16,3.1,0.0,2772151.04,230198.0,265024.0,2407871.08,,,,0.06,,,,0.33,5709.0,31544.0,,,0.06,,,,27762.0,2.41,0.29,,,2.12,2.12,10622368.0,111109969.28,,111.02,2.13,22.4,0.2211,38.62,0.0256
2024-10-28,284348.0,2917410.48,0.48,9.56,0.16,3.16,0.0,2780737.02,243478.0,271027.0,2498084.28,,,13280.0,0.07,,,,,6003.0,,,,0.07,13280.0,,,,2.55,,,,2.24,2.24,10625778.0,109020482.28,,111.15,2.24,21.96,0.2156,37.85,0.0262
2024-10-29,279218.0,2864776.68,0.47,9.27,0.16,3.08,0.0,2728103.22,237569.0,265897.0,2437457.94,,,,,,,,0.12,,11618.0,,,,,,5709.0,5130.0,2.44,0.06,,,2.2,2.2,10576526.0,108515156.76,,108.52,2.2,22.08,0.2218,38.86,0.0258
2024-10-30,279033.0,2941007.82,0.47,9.19,0.16,3.09,0.0,2800604.48,236595.0,265712.0,2493711.3,,,,,,,,0.01,,974.0,,,,,,,185.0,2.43,0.0,,,2.2,2.2,10536761.0,111057460.94,,107.81,2.21,22.57,0.2222,38.67,0.0259
2024-10-31,273379.0,2881414.66,0.46,8.49,0.15,3.04,0.0,2741011.32,236595.0,260058.0,2493711.3,,,,0.06,,,,,6000.0,,,,0.06,,,,11654.0,2.49,0.12,,,2.2,2.2,10498635.0,110655612.9,,110.48,2.21,22.99,0.2285,39.32,0.0255
2024-11-01,255274.0,2716115.36,0.43,7.9,0.14,2.85,0.0,2528542.8,210519.0,237645.0,2239922.16,,,,,,,,0.27,,26076.0,,,,,,,22413.0,2.23,0.26,,,1.96,1.96,10504300.0,111765752.0,,110.92,1.97,28.17,0.2282,35.74,0.0238
2024-11-04,236465.0,2506529.0,0.4,9.02,0.13,2.65,0.0,2319661.6,202115.0,218836.0,2142419.0,,,,,,,,0.08,,8404.0,,,,,,,18809.0,2.15,0.2,,,1.89,1.89,10512544.0,111432966.4,,111.56,1.89,26.7,0.2387,38.43,0.0221
2024-11-05,581080.0,6054853.6,0.98,22.04,0.32,6.27,0.0,2200495.6,565374.0,211180.0,5891197.08,,,16572.0,0.01,,2825.0,,0.14,830.0,12939.0,,,0.01,16572.0,0.03,359626.0,11311.0,5.97,0.12,,,5.28,5.28,10144869.0,105709534.98,,107.17,5.28,16.26,0.4165,61.49,0.0543
2024-11-06,680697.0,7011179.1,1.15,25.88,0.38,7.52,0.0,5930709.1,560607.0,575797.0,5774252.1,,,7407.0,0.08,,365000.0,,0.18,6681.0,17448.0,,,0.08,7407.0,4.06,5274.0,7064.0,5.9,0.07,,,5.24,5.24,10143990.0,104483097.0,,106.84,5.24,13.55,0.4903,68.08,0.0636
2024-11-07,661006.0,7112424.56,1.11,25.07,0.37,7.17,0.0,6004241.4,544625.0,558015.0,5860165.0,,,1896.0,0.11,,,,0.31,10578.0,28690.0,,,0.11,1896.0,,10812.0,28360.0,5.6,0.3,,,5.09,5.09,10159622.0,109317532.72,,104.7,5.07,14.21,0.5064,69.05,0.0618
2024-11-08,614392.0,6598570.08,1.03,23.65,0.34,6.96,0.0,5470966.74,501294.0,509401.0,5383897.56,,,,,,,,0.47,,45331.0,,,,,,2000.0,48614.0,5.42,0.52,,,4.69,4.69,10189332.0,109433425.68,,110.24,4.69,14.63,0.589,75.2,0.0575
2024-11-11,610432.0,6372909.35,1.03,23.96,0.34,6.95,0.0,5276803.43,498011.0,505441.0,5199234.24,,,,,,,,0.04,,3283.0,,,,,,,3960.0,5.38,0.04,,,4.66,4.66,10193404.0,106419125.53,,110.3,4.65,14.66,0.5971,75.73,0.0571
2024-11-12,604897.0,6012676.18,1.02,24.93,0.34,6.82,0.0,4988945.64,491516.0,501906.0,4885669.04,,,,,,,,0.08,,6495.0,,,,,,,3535.0,5.29,0.04,,,4.6,4.6,10197383.0,101361987.02,,109.67,4.6,14.93,0.6112,76.62,0.0566
2024-11-13,598994.0,5768312.22,1.01,23.87,0.33,6.34,0.0,4776508.89,488295.0,496003.0,4702280.85,,,,,,,,0.05,,3221.0,,,,,,,5903.0,4.87,0.08,,,4.57,4.57,10205304.0,98277077.52,,101.65,4.57,16.06,0.6072,76.14,0.056
2024-11-14,636090.0,6278208.3,1.07,24.04,0.35,6.57,0.0,5262585.3,522800.0,533190.0,5160036.0,,,6629.0,0.04,,33470.0,,0.02,3717.0,2682.0,,,0.04,6629.0,0.34,30558.0,,5.06,,,,4.86,4.86,10238000.0,101049060.0,,99.16,4.85,15.51,0.5356,71.22,0.0591
2024-11-15,631518.0,6113094.24,1.06,23.8,0.35,6.61,0.0,5117022.24,508128.0,528618.0,4918679.04,,,16287.0,0.15,,,,0.3,15575.0,30959.0,,,0.15,16287.0,,,20147.0,5.02,0.2,,,4.73,4.73,10240746.0,99130421.28,,101.06,4.73,15.41,0.5496,72.28,0.0588
2024-11-18,652348.0,6308205.16,1.1,24.7,0.36,6.68,0.0,5198853.09,536058.0,537627.0,5183680.86,,,534.0,0.11,,,,,11663.0,,,,0.11,534.0,,27396.0,2654.0,5.17,0.03,,,4.98,4.98,10227660.0,98901472.2,,98.55,4.98,15.24,0.5127,69.64,0.0606
2024-11-19,412779.0,3970933.98,0.69,15.7,0.23,4.2,0.0,1806241.58,274292.0,187759.0,2638689.04,,,,0.1,,,,2.52,10501.0,261766.0,,,0.1,,,,360369.0,2.64,3.64,,,2.57,2.57,10405587.0,100101746.94,,100.39,2.57,25.29,0.2746,43.55,0.0386
2024-11-20,199103.0,1919352.92,0.34,7.4,0.11,2.14,0.0,1758162.48,168313.0,182382.0,1622537.32,,,,,,,,1.11,,115808.0,,,,,,9829.0,5377.0,1.62,0.05,,,1.58,1.58,10492825.0,101150833.0,,101.25,1.58,14.93,0.2754,47.53,0.0187
2024-11-21,206955.0,1966072.5,0.35,7.67,0.12,2.21,0.0,1807223.0,178265.0,190234.0,1693517.5,,,9814.0,0.09,,1326.0,,0.08,9814.0,7829.0,,,0.09,9814.0,0.01,7967.0,3288.0,1.72,0.03,,,1.67,1.67,10491602.0,99670219.0,,101.41,1.67,18.52,0.269,46.04,0.0194
2024-11-22,194679.0,1888386.3,0.33,7.33,0.11,2.1,0.0,1726192.6,165989.0,177958.0,1610093.3,,,,,,,,0.12,,12276.0,,,,,,,12276.0,1.58,0.11,,,1.56,1.56,10503830.0,101887151.0,,100.51,1.55,15.34,0.2828,48.46,0.0182
2024-11-25,200218.0,2038219.24,0.34,7.43,0.11,2.19,0.0,1867999.46,171528.0,183497.0,1746155.04,,,5539.0,0.05,,,,,5539.0,,,,0.05,5539.0,,,,1.67,,,,1.61,1.61,10500493.0,106895018.74,,101.51,1.62,15.49,0.269,46.58,0.0188
2024-11-26,199634.0,2016303.4,0.34,6.93,0.11,2.2,0.0,1836977.9,172810.0,181879.0,1745381.0,,,248.0,,,1034.0,,,,,,,,248.0,0.01,1034.0,2652.0,1.76,0.02,,,1.62,1.62,10504325.0,106093682.5,,106.76,1.62,15.28,0.265,46.38,0.0187
2024-11-27,219291.0,2219224.92,0.37,7.52,0.12,2.41,0.0,2149832.08,206612.0,212434.0,2090913.44,,,37284.0,0.32,,,,0.11,30555.0,10898.0,,,0.32,37284.0,,7416.0,,2.08,,,,1.94,1.94,10470506.0,105961520.72,,104.99,1.95,13.96,0.2365,42.26,0.0205
2024-11-28,244915.0,2507929.6,0.41,8.37,0.14,2.68,0.0,2351349.76,232079.0,229624.0,2376488.96,,,13291.0,0.18,,,,0.05,17190.0,5430.0,,,0.18,13291.0,,17606.0,,2.35,,,,2.19,2.19,10381530.0,106306867.2,,105.08,2.19,14.34,0.2047,37.99,0.0231
2024-11-29,256577.0,2647874.64,0.43,8.67,0.14,2.83,0.0,2586635.76,233753.0,250643.0,2412330.96,,,,0.25,,7964.0,,0.09,23579.0,8499.0,,,0.25,,0.09,10173.0,10524.0,2.39,0.11,,,2.23,2.23,10226773.0,105540297.36,,104.33,2.24,14.08,0.1994,36.06,0.0245
2024-12-02,254020.0,2621486.4,0.43,8.78,0.14,2.81,0.0,2560247.52,237350.0,248086.0,2449452.0,,,6693.0,0.01,,,,0.03,539.0,3096.0,,,0.01,6693.0,,,3096.0,2.45,0.03,,,2.27,2.27,10227552.0,105548336.64,,105.92,2.26,14.57,0.2029,36.32,0.0243
2024-12-03,253723.0,2587974.6,0.43,9.18,0.14,2.79,0.0,2527447.8,237350.0,247789.0,2420970.0,,,,,,,,,,,,,,,,,297.0,2.44,0.0,,,2.26,2.26,10260720.0,104659344.0,,105.49,2.26,14.48,0.2039,36.52,0.0242
2024-12-04,255367.0,2681353.5,0.43,9.88,0.14,2.84,0.0,2629903.5,235526.0,250467.0,2473023.0,,,4401.0,0.05,,,,0.17,3712.0,16386.0,,,0.05,4401.0,,10161.0,1034.0,2.41,0.01,,,2.24,2.24,10266231.0,107795425.5,,104.84,2.25,14.79,0.2022,35.91,0.0243
2024-12-05,229872.0,2528592.0,0.39,8.97,0.13,2.6,0.0,2474692.0,207695.0,224972.0,2284645.0,,,10267.0,0.04,,,,0.39,2982.0,38098.0,,,0.04,10267.0,,,28477.0,2.19,0.3,,,1.98,1.98,10299960.0,113299560.0,,107.94,1.99,17.72,0.2329,39.19,0.0219
2024-12-06,240291.0,2667230.1,0.4,9.25,0.13,2.76,0.0,2612840.1,218114.0,235391.0,2421065.4,,,4073.0,0.15,,,,0.03,13974.0,3555.0,,,0.15,4073.0,,9901.0,3555.0,2.4,0.01,,,2.1,2.1,10190443.0,113113917.3,,112.13,2.1,17.14,0.2513,42.33,0.0231
2024-12-09,243101.0,2776213.42,0.41,9.34,0.14,2.82,0.0,2720255.42,231604.0,238201.0,2644917.68,,,10337.0,0.04,,,,0.19,3210.0,17627.0,,,0.04,10337.0,,20780.0,400.0,2.58,0.0,,,2.23,2.23,10170079.0,116142302.18,,113.11,2.23,17.71,0.2498,41.96,0.0234
2024-12-10,254180.0,2902735.6,0.43,9.78,0.14,2.97,0.0,2846777.6,242683.0,249280.0,2771439.86,,,2551.0,0.14,,,,,11079.0,,,,0.14,2551.0,,8528.0,,2.78,,,,2.33,2.33,10164561.0,116079286.62,,116.52,2.33,18.15,0.2417,39.92,0.0244
2024-12-11,263210.0,3021650.8,0.44,9.72,0.15,3.08,0.0,2965398.8,251713.0,258310.0,2889665.24,,,5254.0,0.11,,,,0.06,9030.0,5350.0,,,0.11,5254.0,,9126.0,,2.88,,,,2.42,2.42,10160868.0,116646764.64,,116.06,2.42,19.0,0.2461,40.47,0.0253
2024-12-12,275594.0,3147283.48,0.46,9.87,0.15,3.23,0.0,2986604.08,264297.0,261524.0,3018271.74,,,18381.0,0.09,,922.0,,0.07,8289.0,5797.0,,,0.09,18381.0,0.01,,5997.0,3.04,0.06,,,2.54,2.54,10141525.0,115816215.5,,116.51,2.55,19.23,0.2343,38.6,0.0265
2024-12-13,313316.0,3565536.08,0.53,11.22,0.17,3.64,0.0,3509774.08,266718.0,308416.0,3035250.84,,,5460.0,0.02,,44471.0,,0.04,2421.0,3548.0,,,0.02,5460.0,0.51,509.0,,3.05,,,,2.56,2.56,10138288.0,115373717.44,,115.44,2.58,16.97,0.1969,34.17,0.0301
2024-12-16,391885.0,4459651.3,0.66,13.71,0.22,4.54,0.0,3516932.1,385078.0,309045.0,4382187.64,,,118360.0,0.01,,,,,629.0,,,,0.01,118360.0,,,,4.39,,,,3.71,3.71,10008327.0,113894761.26,,113.67,3.72,21.96,0.1746,27.43,0.0377
2024-12-17,458809.0,5239598.78,0.77,15.68,0.26,5.33,0.0,5153206.48,417138.0,451244.0,4763715.96,,,37002.0,1.61,,2665.0,,0.06,139534.0,4942.0,,,1.61,37002.0,0.03,,,4.77,,,,4.01,4.01,9994259.0,114134437.78,,113.82,4.02,23.38,0.175,26.26,0.0441
2024-12-18,511419.0,5850633.36,0.86,16.91,0.29,5.96,0.0,5764089.76,457679.0,503854.0,5235847.76,,,63204.0,0.63,,,,0.26,55278.0,22663.0,,,0.63,63204.0,,,2668.0,5.26,0.02,,,4.4,4.4,9947148.0,113795373.12,,114.73,4.38,21.95,0.1566,23.64,0.0492
2024-12-19,463931.0,5288813.4,0.78,15.28,0.26,5.41,0.0,5128415.4,399874.0,449861.0,4558563.6,,,38462.0,0.32,,,,1.1,28672.0,96267.0,,,0.32,38462.0,,,82665.0,4.6,0.94,,,3.88,3.88,9911178.0,112987429.2,,114.05,3.88,16.22,0.1381,24.15,0.045
2024-12-20,448238.0,5109913.2,0.75,13.55,0.25,5.2,0.0,5054053.2,400152.0,443338.0,4561732.8,,,9448.0,0.11,,,,0.11,9448.0,9170.0,,,0.11,9448.0,,,15971.0,4.57,0.2,,,3.93,3.93,9772610.0,111407754.0,,110.89,3.96,16.86,0.1431,25.11,0.0441
2024-12-23,467287.0,5168194.22,0.79,13.07,0.26,5.39,0.0,5084846.06,413800.0,459751.0,4576628.0,,,22381.0,0.2,,,,0.1,16413.0,9068.0,,,0.2,22381.0,,335.0,,4.72,,,,4.07,4.07,9743283.0,107760709.98,,110.78,4.09,15.8,0.1412,24.25,0.046
2024-12-24,442994.0,4784335.2,0.75,12.3,0.25,5.03,0.0,4702946.4,389507.0,435458.0,4206675.6,,,4976.0,0.11,,1339.0,,0.42,10000.0,35632.0,,,0.11,4976.0,0.02,6363.0,35632.0,4.32,0.43,,,3.84,3.84,9764371.0,105455206.8,,107.77,3.85,15.74,0.1508,28.23,0.0436
2024-12-25,442994.0,4784335.2,0.75,12.42,0.25,5.0,0.0,4702946.4,393335.0,435458.0,4248018.0,,,3828.0,,,,,,,,,,,3828.0,,,,4.28,,,,3.87,3.87,9760543.0,105413864.4,,107.25,3.84,15.47,0.1511,28.4,0.0436
2024-12-26,442994.0,4784335.2,0.75,12.42,0.25,4.96,0.0,4702946.4,389507.0,435458.0,4206675.6,,,,,,,,,,,,,,,,,,4.22,,,,3.83,3.83,9772971.0,105548086.8,,105.29,3.86,15.55,0.1524,28.64,0.0436
2024-12-27,447472.0,4868495.36,0.75,12.54,0.25,5.02,0.0,4786503.68,393985.0,439936.0,4286556.8,,,,0.05,,,,0.04,4478.0,3816.0,,,0.05,,,8294.0,4900.0,4.27,0.05,,,3.88,3.88,9766629.0,106260923.52,,105.35,3.89,16.11,0.1523,28.37,0.044
2024-12-30,441354.0,4854894.0,0.74,12.78,0.25,4.98,0.0,4771998.0,387867.0,433818.0,4266537.0,,,6873.0,0.03,,,,0.09,2484.0,8091.0,,,0.03,6873.0,,,3702.0,4.24,0.04,,,3.82,3.82,9777409.0,107551499.0,,106.49,3.83,15.53,0.1478,27.43,0.0434
2024-12-31,387309.0,4275891.36,0.65,11.22,0.22,4.42,0.0,4192693.92,333822.0,379773.0,3685394.88,,,,,,,,0.57,,54045.0,,,,,,,54045.0,3.69,0.58,,,3.28,3.28,9830769.0,108531689.76,,108.32,3.29,15.35,0.1591,30.95,0.0381
2025-01-01,387309.0,4275891.36,0.65,11.35,0.22,4.42,0.0,4192693.92,333822.0,379773.0,3685394.88,,,,,,,,,,,,,,,,,,3.7,,,,3.28,3.28,9831610.0,108540974.4,,108.4,3.3,15.34,0.1591,30.94,0.0381
2025-01-02,439796.0,4925715.2,0.74,12.88,0.25,5.03,0.0,4841312.0,386309.0,432260.0,4326660.8,,,57771.0,0.59,,,,0.06,53931.0,5284.0,,,0.59,57771.0,,,1444.0,4.29,0.01,,,3.8,3.8,9784811.0,109589883.2,,108.75,3.79,16.25,0.148,27.24,0.0432
2025-01-03,439054.0,4891061.56,0.74,12.73,0.25,5.03,0.0,4836475.56,385567.0,434154.0,4295216.38,,,8747.0,0.09,,,,0.1,8747.0,9489.0,,,0.09,8747.0,,,6853.0,4.33,0.08,,,3.8,3.8,9768985.0,108826492.9,,108.9,3.83,16.51,0.1471,25.98,0.0432
2025-01-06,434525.0,4979656.5,0.73,12.72,0.24,5.01,0.0,4923502.5,381038.0,429625.0,4366695.48,,,6550.0,0.1,,,,0.13,6550.0,11079.0,,,0.1,6550.0,,,11079.0,4.27,0.13,,,3.77,3.77,9730218.0,111508298.28,,107.74,3.81,17.58,0.1479,26.08,0.043
2025-01-07,432596.0,4966202.08,0.73,12.47,0.24,5.06,0.0,4875211.6,374762.0,424670.0,4302267.76,,,3026.0,0.05,,,,0.05,3026.0,9302.0,,,0.05,3026.0,,,7981.0,4.32,0.08,,,3.7,3.7,9743656.0,111857170.88,,112.06,3.71,16.49,0.1475,25.82,0.0428
2025-01-08,412288.0,4609379.84,0.69,11.85,0.23,4.79,0.0,4554597.84,346167.0,407388.0,3870147.06,,,,0.09,,,,0.33,7803.0,28595.0,,,0.09,,,,25085.0,3.98,0.31,,,3.42,3.42,9765918.0,109182963.24,,112.32,3.42,15.52,0.148,27.29,0.0408
2025-01-09,411637.0,4528007.0,0.69,11.89,0.23,4.71,0.0,4474107.0,356300.0,406737.0,3919300.0,,,10784.0,,,,,0.01,,651.0,,,,10784.0,,,651.0,3.99,0.02,,,3.53,3.53,9742544.0,107167984.0,,108.84,3.54,15.36,0.1495,27.74,0.0408
