,INFU FP Equity_DX_SI_QTY,INFU FP Equity_DX_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INFU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INFU FP Equity_DX_SI_MV,INFU FP Equity_DX_DSS,INFU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SUPPLY_SI_QTY,INFU FP Equity_DX_BROKER_SI_QTY,INFU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INFU FP Equity_DX_BROKER_SI_QTY_ADD,INFU FP Equity_DX_SUPPLY_SI_MV_DEC,INFU FP Equity_DX_SUPPLY_SI_QTY_DEC,INFU FP Equity_DX_BROKER_SI_MV_ADD,INFU FP Equity_DX_SUPPLY_SI_QTY_ADD,INFU FP Equity_DX_BROKER_SI_QTY_DEC,INFU FP Equity_DX_SUPPLY_SI_MV,INFU FP Equity_DX_BROKER_SI_MV_DEC,INFU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INFU FP Equity_DX_UTILIZATION_QUANTITY,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INFU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INFU FP Equity_DX_ACTIVE_UTILIZATION_MV,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INFU FP Equity_DX_BROKER_SI_CON_RATIO,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INFU FP Equity_DX_DEMAND_SUPPLY_RATIO,INFU FP Equity_PX_LAST
2025-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.24
2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.54
2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.12
2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.33
2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.1
2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.84
2025-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.65
2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.42
2025-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.64
2025-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.69
2025-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.01
2025-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.7
2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.68
2025-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.55
2025-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.25
2025-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.97
2025-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.52
2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.35
2025-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.57
2025-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.75
2025-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.66
2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.43
2025-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.12
2025-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.26
2025-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.64
2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.39
2025-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0
2025-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.58
2025-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.4
2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.58
2025-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.79
2025-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.08
2025-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.03
2025-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.29
2025-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.58
2025-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.8
2025-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.2
2025-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.69
2025-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.64
2025-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.49
2025-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.99
2025-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.03
2025-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.86
2025-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.47
2025-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.69
2025-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.96
2025-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0
2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.91
2025-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.4
2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.49
2025-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.38
2025-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.25
2025-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.11
2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.83
2025-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.71
2025-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.02
2025-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.32
2025-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.28
2025-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.29
2025-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.07
2025-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.13
2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.73
2025-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.04
2025-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.84
2025-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.17
2025-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.73
