,ALGEN FP Equity_DX_SI_QTY,ALGEN FP Equity_DX_SHORT_INTEREST_VALUE,ALGEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGEN FP Equity_DX_SI_MV,ALGEN FP Equity_DX_DSS,ALGEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGEN FP Equity_DX_SUPPLY_SI_QTY,ALGEN FP Equity_DX_BROKER_SI_QTY,ALGEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGEN FP Equity_DX_BROKER_SI_MV_INC_x,ALGEN FP Equity_DX_BROKER_SI_QTY_ADD,ALGEN FP Equity_DX_SUPPLY_SI_MV_DEC,ALGEN FP Equity_DX_BROKER_SI_QTY_INC,ALGEN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGEN FP Equity_DX_BROKER_SI_MV_INC_y,ALGEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGEN FP Equity_DX_BROKER_SI_MV_ADD,ALGEN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGEN FP Equity_DX_BROKER_SI_QTY_DEC,ALGEN FP Equity_DX_SUPPLY_SI_MV,ALGEN FP Equity_DX_BROKER_SI_MV_DEC,ALGEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGEN FP Equity_DX_UTILIZATION_QUANTITY,ALGEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGEN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGEN FP Equity_DX_BROKER_SI_CON_RATIO,ALGEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGEN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALGEN FP Equity_PX_LAST
2024-03-05,4134.0,15915.9,0.07,0.39,0.04,0.02,0.0,7957.95,2067.0,2067.0,7957.95,,,,,,,,,,,,0.01,,100.0,76.64,0.0,0.0,0.0,100.0,4.17,0.9202,95.83,1.5328,3.85
2024-03-06,4134.0,16329.3,0.07,0.42,0.04,0.02,0.0,8164.65,2067.0,2067.0,8164.65,,,,,,,,,,,,0.01,,100.0,76.64,0.0,0.0,0.0,100.0,4.11,0.9212,95.89,1.5328,3.95
2024-03-07,4134.0,16081.26,0.07,0.43,0.04,0.02,0.0,8040.63,2067.0,2067.0,8040.63,,,,,,,,,,,,0.01,,100.0,76.64,0.0,0.0,0.0,100.0,4.19,0.9197,95.81,1.5328,3.89
2024-03-08,4134.0,15915.9,0.07,0.42,0.04,0.02,0.0,7957.95,2067.0,2067.0,7957.95,,,,,,,,,,,,0.01,,100.0,76.64,0.0,0.0,0.0,100.0,4.22,0.9191,95.78,1.5328,3.85
2024-03-11,4134.0,16039.92,0.07,0.41,0.04,0.02,0.0,8019.96,2067.0,2067.0,8019.96,,,,,,,,,,,,0.01,,100.0,76.64,0.0,0.0,0.0,100.0,4.15,0.9205,95.85,1.5328,3.88
2024-03-12,3962.0,15412.18,0.07,0.39,0.04,0.02,0.0,7706.09,1981.0,1981.0,7706.09,,,,0.0,,86.0,,,,,86.0,0.01,0.0,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.89
2024-03-13,3962.0,15372.56,0.07,0.38,0.04,0.02,0.0,7686.28,1981.0,1981.0,7686.28,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.88
2024-03-14,4362.0,17011.8,0.07,0.42,0.05,0.02,0.0,9285.9,2381.0,2381.0,9285.9,,,400.0,,,,,,0.0,400.0,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,9.62,0.8261,90.38,1.6706,3.9
2024-03-15,4362.0,16750.08,0.07,0.43,0.05,0.02,0.0,9143.04,2381.0,2381.0,9143.04,,,,,,,,,,,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,9.26,0.832,90.74,1.6706,3.84
2024-03-18,4362.0,17709.72,0.07,0.44,0.05,0.02,0.0,9666.86,2381.0,2381.0,9666.86,,,,,,,,,,,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,8.96,0.8369,91.04,1.6706,4.06
2024-03-19,4362.0,17796.96,0.07,0.45,0.05,0.02,0.0,9714.48,2381.0,2381.0,9714.48,,,,,,,,,,,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,9.17,0.8334,90.83,1.6706,4.08
2024-03-20,3962.0,16798.88,0.07,0.42,0.04,0.02,0.0,8399.44,1981.0,1981.0,8399.44,,,,0.0,,400.0,,,,,400.0,0.01,0.0,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.24
2024-03-21,3962.0,16798.88,0.07,0.45,0.04,0.02,0.0,8399.44,1981.0,1981.0,8399.44,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.24
2024-03-22,3962.0,16600.78,0.07,0.47,0.04,0.02,0.0,8300.39,1981.0,1981.0,8300.39,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.19
2024-03-25,3962.0,16164.96,0.07,0.49,0.04,0.02,0.0,8082.48,1981.0,1981.0,8082.48,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.08
2024-03-26,3962.0,16561.16,0.07,0.52,0.04,0.02,0.0,8280.58,1981.0,1981.0,8280.58,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.18
2024-03-27,3962.0,16442.3,0.07,0.5,0.04,0.02,0.0,8221.15,1981.0,1981.0,8221.15,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.15
2024-03-28,3962.0,15927.24,0.07,0.44,0.04,0.02,0.0,7963.62,1981.0,1981.0,7963.62,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.02
2024-03-29,3962.0,15927.24,0.07,0.44,0.04,0.02,0.0,7963.62,1981.0,1981.0,7963.62,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,
2024-04-01,3962.0,15927.24,0.07,0.44,0.04,0.02,0.0,7963.62,1981.0,1981.0,7963.62,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,
2024-04-02,4362.0,18189.54,0.07,0.48,0.05,0.02,0.0,9928.77,2381.0,2381.0,9928.77,,,400.0,,,,,,0.0,400.0,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,9.48,0.8283,90.52,1.6706,4.17
2024-04-03,4362.0,17971.44,0.07,0.48,0.05,0.02,0.0,9809.72,2381.0,2381.0,9809.72,,,,,,,,,,,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,9.24,0.8323,90.76,1.6706,4.12
2024-04-04,4362.0,17796.96,0.07,0.49,0.05,0.02,0.0,9714.48,2381.0,2381.0,9714.48,,,,,,,,,,,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,9.23,0.8324,90.77,1.6706,4.08
2024-04-05,4362.0,18058.68,0.07,0.49,0.05,0.02,0.0,9857.34,2381.0,2381.0,9857.34,,,,,,,,,,,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,9.13,0.8341,90.87,1.6706,4.14
2024-04-08,3962.0,16442.3,0.07,0.43,0.04,0.02,0.0,8221.15,1981.0,1981.0,8221.15,,,,0.0,,400.0,,,,,400.0,0.01,0.0,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.15
2024-04-09,4362.0,18058.68,0.07,0.49,0.05,0.02,0.0,9029.34,2181.0,2181.0,9029.34,200.0,,200.0,,,,,200.0,0.0,,,0.01,,100.0,77.59,0.0,0.0,0.0,100.0,9.18,0.8333,90.82,1.5518,4.14
2024-04-10,4362.0,18058.68,0.07,0.51,0.05,0.02,0.0,9029.34,2181.0,2181.0,9029.34,,,,,,,,,,,,0.01,,100.0,77.59,0.0,0.0,0.0,100.0,9.17,0.8334,90.83,1.5518,4.14
2024-04-11,4362.0,17971.44,0.07,0.5,0.05,0.02,0.0,8985.72,2181.0,2181.0,8985.72,,,,,,,,,,,,0.01,,100.0,77.59,0.0,0.0,0.0,100.0,9.19,0.8331,90.81,1.5518,4.12
2024-04-12,4362.0,17753.34,0.07,0.51,0.05,0.02,0.0,8876.67,2181.0,2181.0,8876.67,,,,,,,,,,,,0.01,,100.0,77.59,0.0,0.0,0.0,100.0,9.22,0.8326,90.78,1.5518,4.07
2024-04-15,4362.0,17360.76,0.07,0.51,0.05,0.02,0.0,8680.38,2181.0,2181.0,8680.38,,,,,,,,,,,,0.01,,100.0,77.59,0.0,0.0,0.0,100.0,9.26,0.8319,90.74,1.5518,3.98
2024-04-16,4362.0,17186.28,0.07,0.51,0.05,0.02,0.0,8593.14,2181.0,2181.0,8593.14,,,,,,,,,,,,0.01,,100.0,77.59,0.0,0.0,0.0,100.0,9.21,0.8327,90.79,1.5518,3.94
2024-04-17,3962.0,15610.28,0.07,0.47,0.04,0.02,0.0,7805.14,1981.0,1981.0,7805.14,,,,0.0,,200.0,,,,,200.0,0.01,0.0,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.94
2024-04-18,3962.0,15649.9,0.07,0.49,0.04,0.02,0.0,7824.95,1981.0,1981.0,7824.95,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.95
2024-04-19,3962.0,15570.66,0.07,0.49,0.04,0.02,0.0,7785.33,1981.0,1981.0,7785.33,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.93
2024-04-22,3962.0,15451.8,0.07,0.5,0.04,0.02,0.0,7725.9,1981.0,1981.0,7725.9,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.9
2024-04-23,3962.0,15610.28,0.07,0.51,0.04,0.02,0.0,7805.14,1981.0,1981.0,7805.14,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.94
2024-04-24,3962.0,15689.52,0.07,0.52,0.04,0.02,0.0,7844.76,1981.0,1981.0,7844.76,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.96
2024-04-25,3962.0,15689.52,0.07,0.54,0.04,0.02,0.0,7844.76,1981.0,1981.0,7844.76,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.96
2024-04-26,3962.0,15729.14,0.07,0.56,0.04,0.02,0.0,7864.57,1981.0,1981.0,7864.57,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.97
2024-04-29,3962.0,16402.68,0.07,0.57,0.04,0.02,0.0,8201.34,1981.0,1981.0,8201.34,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.14
2024-04-30,3962.0,16442.3,0.07,0.5,0.04,0.02,0.0,8221.15,1981.0,1981.0,8221.15,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.15
2024-05-01,3962.0,16442.3,0.07,0.46,0.04,0.02,0.0,8221.15,1981.0,1981.0,8221.15,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,
2024-05-02,3962.0,16481.92,0.07,0.46,0.04,0.02,0.0,8240.96,1981.0,1981.0,8240.96,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.16
2024-05-03,3962.0,16481.92,0.07,0.47,0.04,0.02,0.0,8240.96,1981.0,1981.0,8240.96,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.16
2024-05-06,3962.0,16917.74,0.07,0.46,0.04,0.02,0.0,8458.87,1981.0,1981.0,8458.87,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.27
2024-05-07,3962.0,17234.7,0.07,0.48,0.04,0.02,0.0,8617.35,1981.0,1981.0,8617.35,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.35
2024-05-08,3962.0,16957.36,0.07,0.45,0.04,0.02,0.0,8478.68,1981.0,1981.0,8478.68,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.28
2024-05-09,4362.0,18320.4,0.07,0.49,0.05,0.02,0.0,10000.2,2381.0,2381.0,10000.2,,,400.0,,,,,,0.0,400.0,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,9.87,0.8221,90.13,1.6706,4.2
2024-05-10,4362.0,18145.92,0.07,0.5,0.05,0.02,0.0,9904.96,2381.0,2381.0,9904.96,,,,,,,,,,,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,9.23,0.8324,90.77,1.6706,4.16
2024-05-13,3962.0,16323.44,0.07,0.47,0.04,0.02,0.0,8161.72,1981.0,1981.0,8161.72,,,,0.0,,400.0,,,,,400.0,0.01,0.0,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.12
2024-05-14,5362.0,22091.44,0.09,0.62,0.06,0.02,0.0,11045.72,2681.0,2681.0,11045.72,700.0,,700.0,,,,,700.0,0.0,,,0.01,,100.0,80.97,0.0,0.0,0.0,100.0,26.2,0.6133,73.8,1.6195,4.12
2024-05-15,5362.0,22359.54,0.09,0.61,0.06,0.02,0.0,11179.77,2681.0,2681.0,11179.77,,,,,,,,,,,,0.01,,100.0,80.97,0.0,0.0,0.0,100.0,25.99,0.6153,74.01,1.6195,4.17
2024-05-16,5362.0,22788.5,0.09,0.6,0.06,0.02,0.0,11394.25,2681.0,2681.0,11394.25,,,,,,,,,,,,0.01,,100.0,80.97,0.0,0.0,0.0,100.0,25.93,0.6159,74.07,1.6195,4.25
2024-05-17,5362.0,23056.6,0.09,0.6,0.06,0.02,0.0,11528.3,2681.0,2681.0,11528.3,,,,,,,,,,,,0.01,,100.0,80.97,0.0,0.0,0.0,100.0,26.0,0.6152,74.0,1.6195,4.3
2024-05-20,5362.0,23056.6,0.09,0.58,0.06,0.02,0.0,11528.3,2681.0,2681.0,11528.3,,,,,,,,,,,,0.01,,100.0,80.97,0.0,0.0,0.0,100.0,26.09,0.6143,73.91,1.6195,4.3
2024-05-21,4662.0,20139.84,0.08,0.51,0.05,0.02,0.0,8557.92,2681.0,1981.0,11581.92,,,,,,,,,,,700.0,0.01,0.0,100.0,80.97,0.0,0.0,0.0,100.0,14.99,0.7452,85.01,1.408,4.32
2024-05-22,3962.0,17274.32,0.07,0.42,0.04,0.02,0.0,8637.16,1981.0,1981.0,8637.16,,,,0.0,,700.0,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.36
2024-05-23,9262.0,39826.6,0.15,0.94,0.1,0.04,0.0,31308.3,7281.0,7281.0,31308.3,4900.0,,5300.0,,,,,4900.0,0.02,400.0,,0.03,,100.0,92.04,0.0,0.0,0.0,100.0,42.53,0.5112,57.47,1.1708,4.3
2024-05-24,13762.0,59451.84,0.23,1.41,0.15,0.06,0.0,29725.92,6881.0,6881.0,29725.92,,,,0.0,,400.0,,,,,400.0,0.03,0.0,100.0,91.61,0.0,0.0,0.0,100.0,28.84,0.5896,71.16,1.8322,4.32
2024-05-27,13762.0,59176.6,0.23,1.39,0.15,0.06,0.0,29588.3,6881.0,6881.0,29588.3,,,,,,,,,,,,0.03,,100.0,91.61,0.0,0.0,0.0,100.0,28.8,0.5899,71.2,1.8322,4.3
2024-05-28,13762.0,57938.02,0.23,1.39,0.15,0.06,0.0,28969.01,6881.0,6881.0,28969.01,,,,,,,,,,,,0.03,,100.0,91.61,0.0,0.0,0.0,100.0,28.57,0.5918,71.43,1.8322,4.21
2024-05-29,13762.0,58901.36,0.23,1.38,0.15,0.06,0.0,29450.68,6881.0,6881.0,29450.68,,,,,,,,,,,,0.03,,100.0,91.61,0.0,0.0,0.0,100.0,28.96,0.5885,71.04,1.8322,4.28
2024-05-30,13762.0,58213.26,0.23,1.36,0.15,0.06,0.0,29106.63,6881.0,6881.0,29106.63,,,,,,,,,,,,0.03,,100.0,91.61,0.0,0.0,0.0,100.0,28.67,0.591,71.33,1.8322,4.23
2024-05-31,13762.0,57662.78,0.23,1.33,0.15,0.06,0.0,28831.39,6881.0,6881.0,28831.39,,,,,,,,,,,,0.03,,100.0,91.61,0.0,0.0,0.0,100.0,28.59,0.5917,71.41,1.8322,4.19
2024-06-03,3962.0,16719.64,0.07,0.38,0.04,0.02,0.0,8359.82,1981.0,1981.0,8359.82,,,,0.02,,4900.0,,,,,4900.0,0.01,0.02,100.0,26.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.5275,4.22
2024-06-04,3962.0,16996.98,0.07,0.38,0.04,0.02,0.0,8498.49,1981.0,1981.0,8498.49,,,,,,,,,,,,0.01,,100.0,26.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.5275,4.29
2024-06-05,3962.0,17432.8,0.07,0.38,0.04,0.02,0.0,8716.4,1981.0,1981.0,8716.4,,,,,,,,,,,,0.01,,100.0,26.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.5275,4.4
2024-06-06,3962.0,17947.86,0.07,0.38,0.04,0.02,0.0,8973.93,1981.0,1981.0,8973.93,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.53
2024-06-07,4362.0,20283.3,0.07,0.39,0.05,0.02,0.0,11071.65,2381.0,2381.0,11071.65,,,400.0,,,,,,0.0,400.0,,0.01,,100.0,30.1,0.0,0.0,0.0,100.0,9.28,0.8316,90.72,0.5514,4.65
2024-06-10,4800.0,22080.0,0.08,0.42,0.05,0.02,0.0,12967.4,2819.0,2819.0,12967.4,438.0,0.0,,,438.0,,0.0,438.0,,,,0.01,,100.0,92.46,0.0,0.0,0.0,100.0,17.55,0.7106,82.45,1.5743,4.6
2024-06-11,4969.0,22360.5,0.08,0.41,0.05,0.02,0.0,13446.0,2988.0,2988.0,13446.0,169.0,0.0,,,169.0,,0.0,169.0,,,,0.01,,100.0,92.85,0.0,0.0,0.0,100.0,20.46,0.6746,79.54,1.5441,4.5
2024-06-12,5176.0,22774.4,0.09,0.46,0.06,0.02,0.0,11387.2,2588.0,2588.0,11387.2,,,,0.0,,400.0,,,,,400.0,0.01,0.0,100.0,80.42,0.0,0.0,0.0,100.0,23.66,0.6388,76.34,1.6085,4.4
2024-06-13,5176.0,21532.16,0.09,0.46,0.06,0.02,0.0,10766.08,2588.0,2588.0,10766.08,,,,,,,,,,,,0.01,,100.0,80.42,0.0,0.0,0.0,100.0,23.95,0.6357,76.05,1.6085,4.16
2024-06-14,5176.0,20186.4,0.09,0.46,0.06,0.02,0.0,10093.2,2588.0,2588.0,10093.2,,,,,,,,,,,,0.01,,100.0,80.42,0.0,0.0,0.0,100.0,24.03,0.6349,75.97,1.6085,3.9
2024-06-17,5176.0,20186.4,0.09,0.44,0.06,0.02,0.0,10093.2,2588.0,2588.0,10093.2,,,,,,,,,,,,0.01,,100.0,80.42,0.0,0.0,0.0,100.0,23.45,0.6409,76.55,1.6085,3.9
2024-06-18,5176.0,20859.28,0.09,0.43,0.06,0.02,0.0,10429.64,2588.0,2588.0,10429.64,,,,,,,,,,,,0.01,,100.0,80.42,0.0,0.0,0.0,100.0,23.16,0.6441,76.84,1.6085,4.03
2024-06-19,4400.0,17644.0,0.07,0.37,0.05,0.02,0.0,7943.81,2419.0,1981.0,9700.19,,,,0.0,,169.0,,,,,607.0,0.01,0.0,100.0,79.34,0.0,0.0,0.0,100.0,9.98,0.8204,90.02,1.4431,4.01
2024-06-20,3962.0,16244.2,0.07,0.34,0.04,0.02,0.0,8122.1,1981.0,1981.0,8122.1,,,,0.0,,438.0,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.1
2024-06-21,3962.0,16323.44,0.07,0.34,0.04,0.02,0.0,8161.72,1981.0,1981.0,8161.72,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.12
2024-06-24,3962.0,16006.48,0.07,0.34,0.04,0.02,0.0,8003.24,1981.0,1981.0,8003.24,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.04
2024-06-25,3962.0,16006.48,0.07,0.36,0.04,0.02,0.0,8003.24,1981.0,1981.0,8003.24,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.04
2024-06-26,3962.0,15966.86,0.07,0.38,0.04,0.02,0.0,7983.43,1981.0,1981.0,7983.43,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.03
2024-06-27,3962.0,16164.96,0.07,0.38,0.04,0.02,0.0,8082.48,1981.0,1981.0,8082.48,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.08
2024-06-28,4362.0,17186.28,0.07,0.43,0.05,0.02,0.0,9381.14,2381.0,2381.0,9381.14,,,400.0,,,,,,0.0,400.0,,0.01,,100.0,91.19,0.0,0.0,0.0,100.0,9.77,0.8237,90.23,1.6706,3.94
2024-07-01,3962.0,16481.92,0.07,0.4,0.04,0.02,0.0,8240.96,1981.0,1981.0,8240.96,,,,0.0,,400.0,,,,,400.0,0.01,0.0,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.16
2024-07-02,9162.0,38113.92,0.15,0.91,0.1,0.04,0.0,19056.96,4581.0,4581.0,19056.96,2600.0,,2600.0,,,,,2600.0,0.01,,,0.02,,100.0,87.91,0.0,0.0,0.0,100.0,43.24,0.5091,56.76,1.7582,4.16
2024-07-03,9162.0,38297.16,0.15,0.95,0.1,0.04,0.0,19148.58,4581.0,4581.0,19148.58,,,,,,,,,,,,0.02,,100.0,87.91,0.0,0.0,0.0,100.0,43.3,0.509,56.7,1.7582,4.18
2024-07-04,9162.0,38113.92,0.15,0.98,0.1,0.04,0.0,19056.96,4581.0,4581.0,19056.96,,,,,,,,,,,,0.02,,100.0,87.91,0.0,0.0,0.0,100.0,43.19,0.5093,56.81,1.7582,4.16
2024-07-05,9162.0,37747.44,0.15,1.0,0.1,0.04,0.0,18873.72,4581.0,4581.0,18873.72,,,,,,,,,,,,0.02,,100.0,87.91,0.0,0.0,0.0,100.0,43.13,0.5095,56.87,1.7582,4.12
2024-07-08,9162.0,39121.74,0.15,1.02,0.1,0.04,0.0,19560.87,4581.0,4581.0,19560.87,,,,,,,,,,,,0.02,,100.0,87.91,0.0,0.0,0.0,100.0,43.69,0.508,56.31,1.7582,4.27
2024-07-09,9162.0,38480.4,0.15,1.03,0.1,0.04,0.0,19240.2,4581.0,4581.0,19240.2,,,,,,,,,,,,0.02,,100.0,87.91,0.0,0.0,0.0,100.0,43.04,0.5097,56.96,1.7582,4.2
2024-07-10,9162.0,38297.16,0.15,1.05,0.1,0.04,0.0,19148.58,4581.0,4581.0,19148.58,,,,,,,,,,,,0.02,,100.0,87.91,0.0,0.0,0.0,100.0,43.19,0.5093,56.81,1.7582,4.18
2024-07-11,9162.0,38572.02,0.15,1.09,0.1,0.04,0.0,19286.01,4581.0,4581.0,19286.01,,,,,,,,,,,,0.02,,100.0,87.91,0.0,0.0,0.0,100.0,43.33,0.5089,56.67,1.7582,4.21
2024-07-12,9162.0,38663.64,0.15,1.13,0.1,0.04,0.0,19331.82,4581.0,4581.0,19331.82,,,,,,,,,,,,0.02,,100.0,87.91,0.0,0.0,0.0,100.0,43.27,0.5091,56.73,1.7582,4.22
2024-07-15,6562.0,28282.22,0.11,0.82,0.07,0.03,0.0,8538.11,4581.0,1981.0,19744.11,,,,,,,,,,,2600.0,0.02,0.01,100.0,87.91,0.0,0.0,0.0,100.0,39.37,0.5226,60.63,1.2593,4.31
2024-07-16,3962.0,17036.6,0.07,0.48,0.04,0.02,0.0,8518.3,1981.0,1981.0,8518.3,,,,0.01,,2600.0,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.3
2024-07-17,3962.0,17115.84,0.07,0.47,0.04,0.02,0.0,8557.92,1981.0,1981.0,8557.92,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.32
2024-07-18,3962.0,16996.98,0.07,0.49,0.04,0.02,0.0,8498.49,1981.0,1981.0,8498.49,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.29
2024-07-19,3962.0,16085.72,0.07,0.52,0.04,0.02,0.0,8042.86,1981.0,1981.0,8042.86,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.06
2024-07-22,3962.0,16085.72,0.07,0.48,0.04,0.02,0.0,8042.86,1981.0,1981.0,8042.86,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.06
2024-07-23,3962.0,15887.62,0.07,0.5,0.04,0.02,0.0,7943.81,1981.0,1981.0,7943.81,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.01
2024-07-24,3962.0,15887.62,0.07,0.52,0.04,0.02,0.0,7943.81,1981.0,1981.0,7943.81,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.01
2024-07-25,3962.0,16006.48,0.07,0.56,0.04,0.02,0.0,8003.24,1981.0,1981.0,8003.24,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,4.04
2024-07-26,3962.0,15649.9,0.07,0.57,0.04,0.02,0.0,7824.95,1981.0,1981.0,7824.95,,,,,,,,,,,,0.01,,100.0,75.87,0.0,0.0,0.0,100.0,,1.0,100.0,1.5174,3.95
2024-07-29,9762.0,39438.48,0.16,1.51,0.11,0.04,0.0,19719.24,4881.0,4881.0,19719.24,2900.0,,2900.0,,,,,2900.0,0.01,,,0.02,,100.0,88.57,0.0,0.0,0.0,100.0,40.86,0.5167,59.14,1.7714,4.04
2024-07-30,9762.0,39438.48,0.16,1.61,0.11,0.04,0.0,19719.24,4881.0,4881.0,19719.24,,,,,,,,,,,,0.02,,100.0,88.57,0.0,0.0,0.0,100.0,40.59,0.5177,59.41,1.7714,4.04
2024-07-31,9762.0,39438.48,0.16,1.66,0.11,0.04,0.0,19719.24,4881.0,4881.0,19719.24,,,,,,,,,,,,0.02,,100.0,88.57,0.0,0.0,0.0,100.0,40.59,0.5177,59.41,1.7714,4.04
