,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_y,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity
2022-11-07,26337.0,3892608.6,0.12,0.44,0.03,3.93,0.0,3034481.8,22337.0,20531.0,3301408.6,,,21.0,,,,,,,,,,,21.0,,,,3.31,,,,0.31,0.31,7218254.0,1066857941.2,,1068.76,0.31,18.93,0.3199,50.07,0.0036
2022-11-08,35886.0,5246533.2,0.16,0.6,0.04,5.31,0.0,3788334.4,28807.0,25912.0,4211583.4,,,,0.55,,1601.0,,,3780.0,,,,0.55,,0.25,6470.0,,4.24,,,,0.4,0.4,7250817.0,1060069445.4,,1065.72,0.4,32.68,0.2653,36.65,0.0049
2022-11-09,35896.0,5190561.6,0.16,0.61,0.04,5.25,0.0,3746875.2,29213.0,25912.0,4224199.8,,,,,,,,,,,,,,,,406.0,,4.28,,,,0.4,0.4,7241508.0,1047122056.8,,1058.23,0.4,32.7,0.2653,36.63,0.0049
2022-11-10,35896.0,5197740.8,0.16,0.62,0.04,5.22,0.0,3752057.6,29213.0,25912.0,4230042.4,,,,,,,,,,,,,,,,,,4.18,,,,0.4,0.4,7247466.0,1049433076.8,,1040.5,0.4,32.63,0.266,36.79,0.0049
2022-11-11,28983.0,4063416.6,0.13,0.51,0.03,4.16,0.0,3039816.4,24300.0,21682.0,3406860.0,,,572.0,,,1000.0,,0.86,,5913.0,,,,572.0,0.15,428.0,5230.0,3.48,0.78,,,0.33,0.33,7239572.0,1014987994.4,,1032.64,0.34,34.06,0.3344,44.91,0.004
2022-11-14,33175.0,4700897.5,0.14,0.59,0.04,4.73,0.0,3552419.0,26492.0,25070.0,3753916.4,,,,,,3388.0,,0.03,,218.0,,,,,0.49,2410.0,,3.73,,,,0.37,0.37,7203777.0,1020775200.9,,1013.38,0.37,29.13,0.2654,39.97,0.0046
2022-11-15,46832.0,6748491.2,0.2,0.87,0.06,6.79,0.0,5907235.4,44812.0,40994.0,6457409.2,,,1176.0,1.64,,7780.0,,0.58,11144.0,4022.0,,,1.64,1176.0,1.12,21166.0,3000.0,6.35,0.42,,,0.62,0.62,7181499.0,1034854005.9,,1021.96,0.62,28.27,0.2221,30.08,0.0065
2022-11-16,66880.0,9771168.0,0.29,1.26,0.08,9.72,0.0,6177108.0,42044.0,42280.0,6142628.4,,,4433.0,2.07,,,,1.02,14031.0,7284.0,,,2.07,4433.0,,83.0,12745.0,6.04,1.88,,,0.58,0.58,7179602.0,1048939852.2,,1037.52,0.58,20.02,0.4644,64.71,0.0093
2022-11-17,31084.0,4550697.6,0.14,0.58,0.04,4.57,0.0,3750328.8,23835.0,25617.0,3489444.0,,,,,,2679.0,,3.0,,20888.0,,,,,0.41,2679.0,19342.0,3.47,2.83,,,0.33,0.33,7244481.0,1060592018.4,,1060.35,0.33,15.5,0.2406,42.74,0.0043
2022-11-18,37400.0,5471620.0,0.16,0.7,0.04,5.51,0.0,4501212.1,28767.0,30767.0,4208612.1,,,,0.75,,,,0.0,5150.0,136.0,,,0.75,,,5068.0,,4.22,,,,0.4,0.4,7248301.0,1060426436.3,,1061.21,0.4,26.52,0.2225,35.33,0.0051
2022-11-21,40502.0,6006446.6,0.18,0.75,0.05,6.05,0.0,5048280.3,35969.0,34041.0,5334202.7,,,1505.0,0.65,,,,0.05,4125.0,307.0,,,0.65,1505.0,,6004.0,851.0,5.29,0.11,,,0.5,0.5,7226631.0,1071709377.3,,1065.97,0.49,22.6,0.2022,32.56,0.0056
2022-11-22,42133.0,6374722.9,0.18,0.79,0.05,6.4,0.0,5483717.2,36321.0,36244.0,5495367.3,,,987.0,0.36,,,,0.12,2203.0,851.0,,,0.36,987.0,,216.0,,5.37,,,,0.5,0.5,7180577.0,1086421300.1,,1067.58,0.5,22.22,0.196,31.4,0.0058
2022-11-23,37006.0,5550900.0,0.16,0.7,0.04,5.61,0.0,4591650.0,30232.0,30611.0,4534800.0,,,848.0,,,,,1.25,,8419.0,,,,848.0,,1482.0,5633.0,4.56,0.87,,,0.42,0.42,7188713.0,1078306950.0,,1079.82,0.42,26.1,0.2446,35.59,0.0051
2022-11-24,33703.0,5075671.8,0.15,0.65,0.04,5.12,0.0,4610016.6,26929.0,30611.0,4055507.4,,,,,,,,0.67,,4391.0,,,,,,1088.0,,4.04,,,,0.37,0.37,7190285.0,1082856921.0,,1078.37,0.37,18.91,0.2389,39.17,0.0047
2022-11-25,33242.0,5082701.8,0.15,0.66,0.04,5.12,0.0,4633481.6,29248.0,30304.0,4472019.2,,,26.0,0.57,,,,0.3,3473.0,2000.0,,,0.57,26.0,,4293.0,3780.0,4.41,0.58,,,0.4,0.4,7194501.0,1100039202.9,,1087.82,0.4,23.43,0.2702,39.74,0.0046
2022-11-28,35565.0,5334750.0,0.16,0.71,0.04,5.39,0.0,4103850.0,31888.0,27359.0,4783200.0,,,3486.0,,,,,0.13,,846.0,,,,3486.0,,,2945.0,4.88,0.46,,,0.44,0.44,7196748.0,1079512200.0,,1097.8,0.44,29.81,0.2777,36.98,0.0049
2022-11-29,31582.0,4775198.4,0.14,0.65,0.04,4.81,0.0,4180226.4,25457.0,27647.0,3849098.4,,,,0.15,,,,0.98,1000.0,6431.0,,,0.15,,,,712.0,3.82,0.1,,,0.35,0.35,7199135.0,1088509212.0,,1085.26,0.35,24.54,0.2754,41.78,0.0044
2022-11-30,29582.0,4472798.4,0.13,0.62,0.04,4.52,0.0,3877826.4,24745.0,25647.0,3741444.0,,,,,,,,0.11,,712.0,,,,,,,2000.0,3.73,0.3,,,0.34,0.34,7150107.0,1081096178.4,,1078.1,0.34,26.2,0.3085,44.5,0.0041
2022-12-01,27808.0,4210131.2,0.12,0.56,0.03,4.25,0.0,3614372.2,24745.0,23873.0,3746393.0,,,,0.15,,,,,1000.0,,,,0.15,,,,2774.0,3.73,0.42,,,0.35,0.35,7136805.0,1080512277.0,,1070.23,0.35,27.75,0.3251,47.38,0.0039
2022-12-02,23820.0,3670662.0,0.1,0.47,0.03,3.71,0.0,3669121.0,20820.0,23810.0,3208362.0,,,,,,,,0.59,,3925.0,,,,,,,63.0,3.15,0.01,,,0.29,0.29,7184446.0,1107123128.6,,1090.01,0.29,32.47,0.426,55.27,0.0033
2022-12-05,46567.0,7157347.9,0.2,0.94,0.06,7.21,0.0,5566552.9,31227.0,36217.0,4799589.9,,,,1.91,,67.0,,,12340.0,,,,1.91,,0.01,10407.0,,4.81,,,,0.43,0.43,7178905.0,1103397698.5,,1104.7,0.43,32.55,0.3098,40.08,0.0065
2022-12-06,45567.0,7081111.8,0.2,0.93,0.05,7.09,0.0,5472721.8,32281.0,35217.0,5016467.4,,,,,,,,,,,,,,,,1054.0,1000.0,4.97,0.16,,,0.45,0.45,7181011.0,1115929109.4,,1109.68,0.45,33.52,0.3047,38.28,0.0063
2022-12-07,47299.0,7288775.9,0.21,0.96,0.06,7.37,0.0,5498133.9,33666.0,35679.0,5187930.6,,,923.0,0.07,,,,,462.0,,,,0.07,923.0,,462.0,,5.22,,,,0.47,0.47,7154750.0,1102546975.0,,1109.16,0.47,31.86,0.2809,37.0,0.0066
2022-12-08,47345.0,7400023.5,0.21,0.97,0.06,7.39,0.0,5701667.7,33543.0,36479.0,5242770.9,,,,0.13,,,,0.15,800.0,923.0,,,0.13,,,800.0,,5.16,,,,0.47,0.47,7153374.0,1118072356.2,,1103.82,0.47,32.14,0.281,36.58,0.0066
2022-12-09,45217.0,7058373.7,0.2,0.93,0.05,7.1,0.0,5362191.1,31415.0,34351.0,4903881.5,,,469.0,0.07,,,,0.49,469.0,3167.0,,,0.07,469.0,,570.0,2597.0,4.92,0.42,,,0.44,0.44,7147839.0,1115777667.9,,1116.99,0.44,33.7,0.2925,38.9,0.0063
2022-12-12,43692.0,6820321.2,0.19,0.91,0.05,6.85,0.0,5204686.2,29352.0,33342.0,4581847.2,,,,,,,,0.32,,2063.0,,,,,,,1009.0,4.58,0.16,,,0.41,0.41,7142268.0,1114908034.8,,1114.68,0.41,35.03,0.3132,40.47,0.0061
2022-12-13,35346.0,5446818.6,0.15,0.73,0.04,5.51,0.0,4366577.6,27346.0,28336.0,4214018.6,,,,0.2,,,,0.52,1334.0,3340.0,,,0.2,,,1334.0,6340.0,4.24,0.99,,,0.38,0.38,7119076.0,1097049611.6,,1102.73,0.38,30.62,0.3419,44.76,0.0049
2022-12-14,62910.0,9839124.0,0.27,1.3,0.08,9.91,0.0,6587255.2,41128.0,42118.0,6432419.2,,,10226.0,0.03,,13566.0,,,216.0,,,,0.03,10226.0,2.12,3556.0,,6.43,,,,0.57,0.57,7137219.0,1116261051.6,,1102.12,0.58,23.11,0.3204,47.96,0.0088
2022-12-15,65474.0,10344892.0,0.29,1.37,0.08,10.42,0.0,6619884.0,43177.0,41898.0,6821966.0,,,3000.0,0.49,,,,0.14,3000.0,951.0,,,0.49,3000.0,,,3220.0,6.85,0.49,,,0.6,0.6,7144484.0,1128828472.0,,1119.87,0.61,24.83,0.2989,42.01,0.0091
2022-12-16,59108.0,9321331.6,0.26,1.22,0.07,9.38,0.0,6900636.6,34811.0,43758.0,5489694.7,,,2000.0,0.33,,,,1.7,2000.0,10366.0,,,0.33,2000.0,,,140.0,5.51,0.02,,,0.48,0.48,7143846.0,1126584514.2,,1130.97,0.48,27.38,0.2785,35.6,0.0082
2022-12-19,71590.0,11468718.0,0.31,1.45,0.09,11.5,0.0,7316494.2,46281.0,45671.0,7414216.2,,,8969.0,0.17,,1012.0,,,901.0,,,,0.17,8969.0,0.16,2501.0,,7.38,,,,0.65,0.65,7114502.0,1139743220.4,,1126.56,0.65,28.54,0.2643,35.99,0.01
2022-12-20,59533.0,9572906.4,0.26,1.21,0.07,9.61,0.0,5480064.0,40002.0,34080.0,6432321.6,,,1000.0,0.19,,,,1.15,1000.0,7279.0,,,0.19,1000.0,,,12591.0,6.45,2.05,,,0.56,0.56,7123238.0,1145416670.4,,1139.99,0.56,29.81,0.304,38.95,0.0083
2022-12-21,52242.0,8473652.4,0.23,1.06,0.06,8.46,0.0,5657536.0,32711.0,34880.0,5305724.2,,,,,,800.0,,1.34,,8091.0,,,,,0.13,800.0,,5.28,,,,0.46,0.46,7116746.0,1154336201.2,,1148.32,0.46,28.82,0.3193,45.21,0.0073
2022-12-22,63891.0,10369509.3,0.28,1.3,0.08,10.43,0.0,6429514.5,39625.0,39615.0,6431137.5,,,5914.0,0.79,,,,,4735.0,,,,0.79,5914.0,,1000.0,,6.49,,,,0.55,0.55,7160618.0,1162168301.4,,1162.13,0.56,28.77,0.2798,37.74,0.0089
2022-12-23,63091.0,10138723.7,0.28,1.29,0.08,10.26,0.0,6237570.5,38825.0,38815.0,6239177.5,,,,,,,,0.13,,800.0,,,,,,,800.0,6.34,0.13,,,0.54,0.54,7162184.0,1150962968.8,,1157.92,0.54,29.08,0.2878,38.45,0.0088
2022-12-26,59710.0,9595397.0,0.26,1.24,0.07,9.66,0.0,5694243.8,38825.0,35434.0,6239177.5,,,,,,,,,,,,,,,,,3381.0,6.29,0.54,,,0.54,0.54,7162012.0,1150935328.4,,1152.57,0.54,24.72,0.2897,40.68,0.0083
2022-12-27,72347.0,11705744.6,0.32,1.51,0.09,11.71,0.0,8222190.6,36679.0,50817.0,5934662.2,,,600.0,2.78,,1168.0,,0.66,17215.0,3914.0,,,2.78,600.0,0.19,1168.0,3000.0,5.93,0.48,,,0.52,0.52,7070567.0,1144017740.6,,1136.93,0.52,28.44,0.2235,29.03,0.0102
2022-12-28,72950.0,11715770.0,0.32,1.54,0.09,11.85,0.0,8654252.2,40622.0,53887.0,6523893.2,,,1533.0,1.07,,,,0.65,6410.0,4000.0,,,1.07,1533.0,,6410.0,3340.0,6.61,0.54,,,0.56,0.56,7190785.0,1154840071.0,,1161.41,0.57,26.6,0.2479,36.33,0.0101
2022-12-29,48486.0,7762608.6,0.21,1.03,0.06,7.83,0.0,5407377.5,33785.0,33775.0,5408978.5,,,,,,,,1.12,,6837.0,,,,,,,20112.0,5.44,3.27,,,0.47,0.47,7185669.0,1150425606.9,,1151.31,0.47,28.41,0.2655,40.6,0.0067
2022-12-30,43953.0,6953364.6,0.19,0.96,0.05,7.03,0.0,5185005.0,30252.0,32775.0,4785866.4,,,,,,,,0.59,,3533.0,,,,,,,1000.0,4.84,0.17,,,0.42,0.42,7175366.0,1135142901.2,,1143.19,0.42,31.34,0.2812,40.38,0.0061
2023-01-02,39788.0,6417804.4,0.17,0.88,0.05,6.41,0.0,4503012.1,27620.0,27917.0,4455106.0,,,1533.0,0.21,,,,0.86,1200.0,5365.0,,,0.21,1533.0,,1200.0,6058.0,4.41,0.98,,,0.38,0.38,7164172.0,1155580943.6,,1139.26,0.39,35.37,0.3313,44.19,0.0055
2023-01-03,34578.0,5459866.2,0.15,0.78,0.04,5.54,0.0,4143296.0,24410.0,26240.0,3854339.0,,,,,,323.0,,0.57,,3533.0,,,,,0.05,323.0,2000.0,3.91,0.29,,,0.34,0.34,7185150.0,1134535185.0,,1160.69,0.34,37.97,0.3427,43.3,0.0048
2023-01-04,35371.0,5397614.6,0.15,0.79,0.04,5.52,0.0,4125235.8,26043.0,27033.0,3974161.8,,,1633.0,0.28,,,,,1633.0,,,,0.28,1633.0,,,840.0,4.09,0.14,,,0.36,0.36,7190647.0,1097292732.2,,1122.71,0.36,36.76,0.3267,42.31,0.0049
2023-01-05,45397.0,6845867.6,0.2,1.0,0.05,6.95,0.0,5588497.2,35069.0,37059.0,5288405.2,,,2274.0,0.46,,8000.0,,0.2,3274.0,1248.0,,,0.46,2274.0,1.22,8000.0,1248.0,5.38,0.2,,,0.49,0.49,7179594.0,1082682775.2,,1095.49,0.49,28.88,0.2493,34.97,0.0063
2023-01-06,35167.0,5384067.7,0.15,0.75,0.04,5.36,0.0,4413719.9,26839.0,28829.0,4109050.9,,,,,,,,1.3,,8230.0,,,,,,,8230.0,4.03,1.32,,,0.37,0.37,7192158.0,1101119389.8,,1083.55,0.37,38.0,0.3318,39.65,0.0049
2023-01-09,53372.0,8107206.8,0.23,1.13,0.06,8.13,0.0,4531025.1,44044.0,29829.0,6690283.6,,,,0.17,,,,,1000.0,,,,0.17,,,17205.0,,6.68,,,,0.61,0.61,7162472.0,1087979496.8,,1088.65,0.61,28.17,0.2461,30.15,0.0074
2023-01-10,99088.0,14992014.4,0.43,2.03,0.12,15.18,0.0,6964944.2,76459.0,46034.0,11568246.7,,,32415.0,,,16205.0,,,,,,,,32415.0,2.58,,,11.62,,,,1.07,1.07,7039281.0,1065043215.3,,1068.17,1.08,26.6,0.342,49.49,0.0139
2023-01-11,100820.0,14991934.0,0.44,2.04,0.12,15.58,0.0,11217779.3,81191.0,75439.0,12073101.7,,,7732.0,5.14,,,,0.46,32405.0,3000.0,,,5.14,7732.0,,,3000.0,12.24,0.46,,,1.14,1.14,7037739.0,1046511789.3,,1058.27,1.14,25.6,0.4025,57.07,0.0142
2023-01-12,78570.0,11785500.0,0.34,1.58,0.09,12.29,0.0,11131800.0,72242.0,74212.0,10836300.0,,,10.0,1.23,,,,1.35,7732.0,8959.0,,,1.23,10.0,,,8959.0,10.67,1.33,,,1.02,1.02,7031818.0,1054772700.0,,1044.53,1.01,12.64,0.5597,72.89,0.0111
2023-01-13,95841.0,14577416.1,0.42,2.02,0.11,14.86,0.0,12591750.6,82816.0,82786.0,12596313.6,,,2555.0,0.26,,6912.0,,0.0,1662.0,10.0,,,0.26,2555.0,1.05,8029.0,,12.41,,,,1.17,1.17,7014000.0,1066829400.0,,1054.89,1.16,10.8,0.4035,60.96,0.0135
2023-01-16,96408.0,14663656.8,0.42,2.09,0.12,14.99,0.0,12758756.4,84285.0,83884.0,12819748.5,,,699.0,0.56,,,,0.42,3607.0,2837.0,,,0.56,699.0,,3607.0,2509.0,12.83,0.38,,,1.19,1.19,7014331.0,1066879745.1,,1066.89,1.19,12.0,0.4024,60.34,0.0136
2023-01-17,90396.0,13975221.6,0.39,1.97,0.11,14.2,0.0,12036692.2,75875.0,77857.0,11730275.0,,,10227.0,1.6,,,,2.83,9997.0,18637.0,,,1.6,10227.0,,,16024.0,11.62,2.43,,,1.06,1.06,7050024.0,1089933710.4,,1078.43,1.07,21.11,0.3144,48.94,0.0127
2023-01-18,87464.0,13749340.8,0.38,1.91,0.1,13.74,0.0,6703008.0,87037.0,42640.0,13682216.4,,,1452.0,,,452.0,,0.0,,18.0,,,,1452.0,0.07,9728.0,35669.0,13.51,5.65,,,0.98,0.98,8784394.0,1380906736.8,,1363.55,0.98,24.48,0.2487,36.47,0.0099
2023-01-19,46130.0,7334670.0,0.2,1.0,0.06,7.37,0.0,4973997.0,37324.0,31283.0,5934516.0,,,,0.64,,,,7.69,3934.0,49713.0,,,0.64,,,,15291.0,5.86,2.41,,,0.42,0.42,8805723.0,1400109957.0,,1387.31,0.42,19.01,0.1838,24.2,0.0052
2023-01-20,33753.0,5552368.5,0.15,0.73,0.04,5.6,0.0,4432781.5,33673.0,26947.0,5539208.5,,,4390.0,0.74,,,,1.26,4390.0,8041.0,,,0.74,4390.0,,,8726.0,5.36,1.38,,,0.38,0.38,8785861.0,1445274134.5,,1402.81,0.38,29.08,0.2803,33.94,0.0038
2023-01-23,36321.0,6018389.7,0.16,0.78,0.04,6.07,0.0,4784753.2,28876.0,28876.0,4784753.2,,,3260.0,1.77,,,,2.47,10705.0,15502.0,,,1.77,3260.0,,7445.0,8776.0,4.75,1.46,,,0.33,0.33,8782269.0,1455221973.3,,1444.27,0.33,28.21,0.375,49.62,0.0041
2023-01-24,45864.0,7278616.8,0.2,0.98,0.05,7.41,0.0,6097095.3,38419.0,38419.0,6097095.3,,,,1.51,,4404.0,,0.8,10001.0,4862.0,,,1.51,,0.76,14405.0,4862.0,6.29,0.86,,,0.43,0.43,8798759.0,1396363053.3,,1442.71,0.43,22.13,0.4372,61.11,0.0052
2023-01-25,51653.0,8073363.9,0.23,1.1,0.06,8.27,0.0,6909710.4,47640.0,44208.0,7446132.0,,,4789.0,0.81,,1000.0,,,4789.0,,,,0.81,4789.0,0.16,4432.0,,7.52,,,,0.54,0.54,8781284.0,1372514689.2,,1387.13,0.54,19.54,0.3677,53.85,0.0059
2023-01-26,98967.0,15577405.8,0.43,2.15,0.12,15.91,0.0,11983806.4,90594.0,76136.0,14259495.6,,,36766.0,5.71,,,,0.49,34939.0,3011.0,,,5.71,36766.0,,9199.0,3011.0,14.17,0.46,,,1.03,1.03,8729945.0,1374093343.0,,1367.02,1.03,40.19,0.3441,41.51,0.0112
2023-01-27,107789.0,16793526.2,0.47,2.32,0.13,17.45,0.0,14866436.0,97852.0,95420.0,15245341.6,,,11143.0,2.17,,6187.0,,0.91,13097.0,5839.0,,,2.17,11143.0,1.02,1954.0,,15.36,,,,1.11,1.11,8722678.0,1358993232.4,,1368.03,1.11,31.37,0.3746,51.71,0.0122
2023-01-30,125222.0,19572198.6,0.55,2.75,0.15,20.14,0.0,16285209.6,105060.0,104192.0,16420878.0,,,,1.3,,,,0.56,8772.0,3017.0,,,1.3,,,10225.0,,16.43,,,,1.19,1.19,8720229.0,1362971792.7,,1358.64,1.19,29.79,0.4039,55.55,0.0142
2023-01-31,114718.0,17976310.6,0.5,2.61,0.14,18.55,0.0,14193259.2,114023.0,90576.0,17867404.1,,,710.0,0.67,,639.0,,0.03,4063.0,224.0,,,0.67,710.0,0.1,8477.0,18318.0,17.88,2.85,,,1.29,1.29,8708886.0,1364682436.2,,1362.28,1.3,19.29,0.4511,63.72,0.013
2023-02-01,43828.0,6880996.0,0.19,0.99,0.05,6.98,0.0,5331406.0,36751.0,33958.0,5769907.0,,,,,,,,12.09,,77272.0,,,,,,,56618.0,5.8,9.35,,,0.42,0.42,8803987.0,1382225959.0,,1370.6,0.42,20.71,0.3039,47.56,0.005
2023-02-02,50547.0,7865113.2,0.22,1.13,0.06,8.02,0.0,4333460.0,36544.0,27850.0,5686246.4,,,2436.0,0.2,,590.0,,0.5,1179.0,3233.0,,,0.2,2436.0,0.09,590.0,7877.0,5.83,1.27,,,0.41,0.41,8812709.0,1371257520.4,,1381.59,0.42,39.72,0.3707,43.87,0.0057
2023-02-03,40271.0,6306438.6,0.18,0.9,0.05,6.38,0.0,4017729.6,26268.0,25656.0,4113568.8,,,,,,,,1.61,,10276.0,,,,,,,2194.0,4.19,0.37,,,0.3,0.3,8817128.0,1380762244.8,,1384.07,0.3,30.03,0.3746,50.18,0.0046
2023-02-06,33138.0,5162900.4,0.14,0.74,0.04,5.26,0.0,3493503.4,23035.0,22423.0,3588853.0,,,,,,2015.0,,0.83,,5248.0,,,,,0.33,2015.0,5248.0,3.68,0.82,,,0.26,0.26,8818966.0,1373994902.8,,1388.7,0.26,21.72,0.3918,56.89,0.0037
2023-02-07,63216.0,9570902.4,0.28,1.39,0.08,9.89,0.0,4894156.4,41058.0,32326.0,6216181.2,,,12055.0,3.06,,,,0.34,20282.0,2152.0,,,3.06,12055.0,,8120.0,10379.0,6.56,1.63,,,0.46,0.46,8807693.0,1333484720.2,,1363.93,0.48,12.79,0.5406,71.45,0.0071
2023-02-08,86632.0,13211380.0,0.38,1.86,0.1,13.44,0.0,6863110.0,59592.0,45004.0,9087780.0,,,4849.0,2.06,,,,0.1,12678.0,612.0,,,2.06,4849.0,,14297.0,,9.18,,,,0.67,0.67,8786967.0,1340012467.5,,1330.87,0.68,19.76,0.3451,53.2,0.0098
2023-02-09,32687.0,5020723.2,0.14,0.7,0.04,5.07,0.0,2522265.6,27669.0,16421.0,4249958.4,,,,,,,,4.98,,31923.0,,,,,,,28583.0,4.22,4.4,,,0.31,0.31,8813110.0,1353693696.0,,1346.9,0.31,23.0,0.2089,26.94,0.0037
2023-02-10,17436.0,2707810.8,0.08,0.38,0.02,2.77,0.0,1770885.9,13173.0,11403.0,2045766.9,,,,,,,,2.21,,14496.0,,,,,,,5018.0,2.03,0.77,,,0.15,0.15,8822612.0,1370151643.6,,1364.08,0.15,38.51,0.3824,47.6,0.002
2023-02-13,25127.0,3980116.8,0.11,0.54,0.03,4.06,0.0,2625638.4,19469.0,16576.0,3083889.6,,,5235.0,0.5,,2302.0,,,2871.0,,,,0.5,5235.0,0.37,1061.0,,3.02,,,,0.22,0.22,8837894.0,1399922409.6,,1375.49,0.22,32.87,0.2817,37.34,0.0028
2023-02-14,22064.0,3523620.8,0.1,0.47,0.03,3.62,0.0,2595125.0,17801.0,16250.0,2842819.7,,,,0.24,,,,0.25,1457.0,1668.0,,,0.24,,,,1783.0,2.82,0.29,,,0.2,0.2,8848881.0,1413166295.7,,1402.74,0.2,37.46,0.3178,38.5,0.0025
2023-02-15,25121.0,4052017.3,0.11,0.54,0.03,4.16,0.0,3354717.4,21397.0,20798.0,3451336.1,,,,0.16,,3702.0,,0.01,846.0,128.0,,,0.16,,0.6,3724.0,,3.43,,,,0.24,0.24,8846776.0,1426984968.8,,1417.97,0.24,28.55,0.2447,33.71,0.0028
2023-02-16,21465.0,3503088.0,0.09,0.47,0.03,3.59,0.0,2801164.8,17763.0,17164.0,2898921.6,,,,,,,,0.58,,3634.0,,,,,,,3634.0,2.87,0.6,,,0.2,0.2,8850993.0,1444482057.6,,1431.24,0.2,29.99,0.2539,33.45,0.0024
2023-02-17,34588.0,5672432.0,0.15,0.78,0.04,5.77,0.0,3297712.0,28858.0,20108.0,4732712.0,,,8667.0,0.51,,,,,2944.0,,,,0.51,8667.0,,2428.0,,4.7,,,,0.33,0.33,8843116.0,1450271024.0,,1442.67,0.32,24.17,0.2377,30.16,0.0039
2023-02-20,38096.0,6224886.4,0.17,0.87,0.05,6.31,0.0,2579269.0,27349.0,15785.0,4468826.6,,,3519.0,0.02,,,,1.01,106.0,6206.0,,,0.02,3519.0,,1178.0,4429.0,4.48,0.77,,,0.31,0.31,8845433.0,1445343752.2,,1447.96,0.31,22.15,0.2883,42.82,0.0043
2023-02-21,32052.0,5368710.0,0.14,0.75,0.04,5.43,0.0,4296207.5,28506.0,25649.0,4774755.0,,,529.0,1.98,,,,0.28,11564.0,1700.0,,,1.98,529.0,,2328.0,1700.0,4.67,0.29,,,0.32,0.32,8838456.0,1480441380.0,,1455.22,0.32,23.73,0.3371,50.5,0.0036
2023-02-22,42064.0,6961592.0,0.18,0.99,0.05,7.22,0.0,5331086.0,34038.0,32212.0,5633289.0,,,3909.0,1.19,,,,,6563.0,,,,1.19,3909.0,,1623.0,,5.74,,,,0.38,0.38,8834837.0,1462165523.5,,1481.98,0.39,22.71,0.314,48.61,0.0047
2023-02-23,32455.0,5361566.0,0.14,0.78,0.04,5.48,0.0,4112654.0,26158.0,24895.0,4321301.6,,,1649.0,0.42,,,,1.81,2494.0,10593.0,,,0.42,1649.0,,1064.0,9811.0,4.35,1.76,,,0.29,0.29,8856954.0,1463168800.8,,1467.61,0.3,19.9,0.2484,39.11,0.0037
2023-02-24,23173.0,3842083.4,0.1,0.55,0.03,3.91,0.0,2865355.6,17282.0,17282.0,2865355.6,,,,,,,,1.48,,8876.0,,,,,,,7613.0,2.87,1.3,,,0.19,0.19,8864757.0,1469776710.6,,1469.47,0.2,15.15,0.3081,49.58,0.0026
2023-02-27,34387.0,5670416.3,0.15,0.82,0.04,5.75,0.0,2821603.9,28667.0,17111.0,4727188.3,,,,,,,,,,,,,,,,11385.0,171.0,4.75,0.03,,,0.32,0.32,8822190.0,1454779131.0,,1455.88,0.32,33.14,0.3123,42.94,0.0039
2023-02-28,14858.0,2417396.6,0.06,0.35,0.02,2.5,0.0,1169650.3,13931.0,7189.0,2266573.7,,,,,,,,2.43,,14736.0,,,,,,,9922.0,2.31,1.65,,,0.16,0.16,8827825.0,1436287127.5,,1453.51,0.16,24.07,0.2776,40.04,0.0017
2023-03-01,11187.0,1815650.1,0.05,0.26,0.01,1.87,0.0,1083514.8,6676.0,6676.0,1083514.8,,,,,,,,1.2,,7255.0,,,,,,,513.0,1.09,0.08,,,0.08,0.08,8832972.0,1433591355.6,,1431.84,0.08,28.9,0.379,52.37,0.0013
2023-03-02,12574.0,2073452.6,0.05,0.29,0.02,2.12,0.0,833239.7,9686.0,5053.0,1597221.4,,,3010.0,,,,,,,,,,,3010.0,,,1623.0,1.59,0.26,,,0.11,0.11,8832419.0,1456465893.1,,1444.16,0.11,13.09,0.5255,70.09,0.0014
2023-03-03,14002.0,2296328.0,0.06,0.32,0.02,2.38,0.0,1438444.0,7396.0,8771.0,1212944.0,,,,0.03,,3596.0,,0.38,122.0,2290.0,,,0.03,,0.62,,,1.22,,,,0.08,0.08,8825854.0,1447440056.0,,1451.63,0.08,25.96,0.4301,59.1,0.0016
2023-03-06,33603.0,5480649.3,0.15,0.8,0.04,5.68,0.0,2601118.8,23416.0,15948.0,3819149.6,,,3424.0,1.19,,,,,7177.0,,,,1.19,3424.0,,12596.0,,3.91,,,,0.26,0.26,8818587.0,1438311539.7,,1439.01,0.27,27.44,0.311,41.33,0.0038
