,SCR FP Equity_DX_SI_QTY,SCR FP Equity_DX_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SCR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SCR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SCR FP Equity_DX_SI_MV,SCR FP Equity_DX_DSS,SCR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY,SCR FP Equity_DX_BROKER_SI_QTY,SCR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SCR FP Equity_DX_BROKER_SI_MV_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_x,SCR FP Equity_DX_BROKER_SI_MV_INC_x,SCR FP Equity_DX_SUPPLY_SI_MV_NEW,SCR FP Equity_DX_BROKER_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_NEW,SCR FP Equity_DX_SUPPLY_SI_MV_DEC,SCR FP Equity_DX_BROKER_SI_QTY_INC,SCR FP Equity_DX_SUPPLY_SI_QTY_DEC,SCR FP Equity_DX_BROKER_SI_MV_NEW_y,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SCR FP Equity_DX_BROKER_SI_MV_INC_y,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_y,SCR FP Equity_DX_BROKER_SI_MV_ADD,SCR FP Equity_DX_SUPPLY_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_DEC,SCR FP Equity_DX_SUPPLY_SI_MV,SCR FP Equity_DX_BROKER_SI_MV_DEC,SCR FP Equity_DX_SUPPLY_SI_MV_RMV,SCR FP Equity_DX_BROKER_SI_MV_RMV,SCR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SCR FP Equity_DX_UTILIZATION_QUANTITY,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SCR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SCR FP Equity_DX_ACTIVE_UTILIZATION_MV,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SCR FP Equity_DX_BROKER_SI_CON_RATIO,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SCR FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-11-23,1231668.0,35693738.64,0.76,2.36,0.66,36.07,0.0,29657030.76,1085607.0,1023362.0,31460890.86,,,4220.0,1.72,,,,,54888.0,,,,1.72,4220.0,,44411.0,10996.0,31.16,0.42,,,2.64,2.64,40093056.0,1161896762.88,,1152.08,2.63,16.47,0.1968,32.28,0.0299
2020-11-24,1532689.0,46440476.7,0.94,2.94,0.82,45.33,0.0,29184293.4,1176879.0,963178.0,35659433.7,,,4327.0,0.47,,,,0.7,13386.0,30472.0,,,0.47,4327.0,,117417.0,73570.0,34.4,2.06,,,2.85,2.85,40132392.0,1216011477.6,,1177.37,2.84,20.15,0.169,21.02,0.0371
2020-11-25,1287344.0,38362851.2,0.79,2.44,0.69,39.17,0.0,32331152.4,1233290.0,1084938.0,36752042.0,,,21497.0,4.52,,,,0.0,121760.0,95.0,,,4.52,21497.0,,35009.0,,37.2,,,,2.98,2.98,40125032.0,1195725953.6,,1207.9,2.99,24.0,0.1888,26.44,0.0311
2020-11-26,1396916.0,41097268.72,0.86,2.61,0.75,42.05,0.0,35142484.2,1275128.0,1194510.0,37514265.76,,,24775.0,3.09,,,,0.05,109572.0,1317.0,,,3.09,24775.0,,18380.0,,37.88,,,,3.07,3.07,40242972.0,1183948236.24,,1193.92,3.08,22.33,0.2042,31.98,0.0336
2020-11-27,1396652.0,40530841.04,0.86,2.65,0.75,41.64,0.0,34657018.92,1286035.0,1194246.0,37320735.7,,,5329.0,1.43,,,,0.49,45893.0,8197.0,,,1.43,5329.0,,13775.0,46157.0,37.69,1.62,,,3.1,3.1,40221784.0,1167236171.68,,1177.03,3.1,25.99,0.213,31.57,0.0336
2020-11-30,1460029.0,41815230.56,0.9,2.81,0.78,43.25,0.0,35968231.36,1091234.0,1255874.0,31252941.76,,,3107.0,3.06,,1749.0,,6.12,103216.0,202767.0,,,3.06,3107.0,0.05,4859.0,43337.0,31.57,1.34,,,2.63,2.63,40413656.0,1157447107.84,,1168.42,2.63,22.06,0.1975,30.2,0.0352
2020-12-01,1428567.0,41828441.76,0.88,2.67,0.77,41.99,0.0,35901994.08,1158259.0,1226161.0,33913823.52,,,17330.0,0.0,,,,0.05,2136.0,1749.0,,,0.0,17330.0,,51444.0,31849.0,33.27,1.26,,,2.78,2.78,40469404.0,1184944149.12,,1164.57,2.78,22.62,0.1966,29.58,0.0343
2020-12-02,1352617.0,38738950.88,0.83,2.53,0.73,40.3,0.0,32942043.04,1257939.0,1150211.0,36027372.96,,,107784.0,2.01,,,,0.32,58444.0,12214.0,,,2.01,107784.0,,4110.0,134394.0,36.61,3.61,,,3.02,3.02,40382388.0,1156551592.32,,1172.17,3.03,22.59,0.1905,27.71,0.0325
2020-12-03,1199377.0,33990344.18,0.74,2.23,0.64,35.37,0.0,27871653.16,1054921.0,983474.0,29896461.14,,,,,,,,6.54,,216515.0,,,,,,13497.0,166737.0,30.09,5.07,,,2.54,2.54,40557352.0,1149395355.68,,1156.19,2.54,16.62,0.1938,31.1,0.0288
2020-12-04,1116875.0,31719250.0,0.69,2.08,0.6,32.81,0.0,25587604.8,979135.0,900972.0,27807434.0,,,21803.0,0.93,,,,2.86,35620.0,97589.0,,,0.93,21803.0,,,118122.0,27.78,3.46,,,2.35,2.35,40604672.0,1153172684.8,,1152.63,2.35,17.88,0.2064,34.46,0.0269
2020-12-07,971004.0,27188112.0,0.6,1.8,0.52,28.43,0.0,21142828.0,964398.0,755101.0,27003144.0,,,,,,,,0.41,,14737.0,,,,,,,145871.0,27.3,4.29,,,2.31,2.31,40795672.0,1142278816.0,,1155.43,2.31,20.66,0.2457,38.68,0.0233
2020-12-08,924093.0,25375593.78,0.57,1.71,0.5,26.79,0.0,19375034.58,899978.0,705573.0,24713395.88,,,,,,,,2.17,,71899.0,,,,,,7479.0,49528.0,25.08,1.49,,,2.16,2.16,40822624.0,1120989255.04,,1139.95,2.15,21.23,0.2661,41.03,0.0221
2020-12-09,921736.0,25384609.44,0.57,1.69,0.49,26.4,0.0,19366568.64,849641.0,703216.0,23399113.14,,,,,,,,1.5,,50337.0,,,,,,,2357.0,23.38,0.26,,,2.04,2.04,40704156.0,1120992456.24,,1122.81,2.04,21.13,0.2654,40.83,0.0222
2020-12-10,1011812.0,27723648.8,0.62,1.9,0.54,28.66,0.0,20892664.4,936717.0,762506.0,25666045.8,,,1505.0,0.0,,59260.0,,0.49,30.0,17972.0,,,0.0,1505.0,1.61,103543.0,,25.72,,,,2.25,2.25,40645204.0,1113678589.6,,1116.57,2.25,20.21,0.243,38.73,0.0243
2020-12-11,1076806.0,28879936.92,0.66,2.02,0.58,30.27,0.0,19424116.8,936771.0,724240.0,25124198.22,,,1504.0,0.65,,,,0.07,23994.0,1831.0,,,0.65,1504.0,,381.0,62260.0,25.53,1.7,,,2.25,2.25,40717668.0,1092047855.76,,1108.63,2.25,19.11,0.2338,38.82,0.0259
2020-12-14,1016141.0,27476452.64,0.62,1.94,0.54,28.27,0.0,19545458.4,874497.0,722835.0,23646398.88,,,11985.0,,,6154.0,,2.45,,86686.0,,,,11985.0,0.16,12427.0,7559.0,23.49,0.38,,,2.1,2.1,40722360.0,1101132614.4,,1094.69,2.1,20.08,0.2524,40.25,0.0244
2020-12-15,1013029.0,27979860.98,0.62,1.95,0.54,28.55,0.0,20003674.52,858625.0,724246.0,23715222.5,,,24482.0,0.24,,,,1.08,4594.0,40354.0,,,0.24,24482.0,,,3183.0,23.34,0.08,,,2.08,2.08,40485696.0,1118214923.52,,1101.26,2.08,20.21,0.2549,40.55,0.0245
2020-12-16,1001076.0,27769848.24,0.61,1.95,0.54,28.62,0.0,19897707.82,852782.0,717293.0,23656172.68,,,1523.0,0.04,,,,0.27,1072.0,13476.0,,,0.04,1523.0,,6110.0,8025.0,23.55,0.05,,,2.07,2.07,40367224.0,1119786793.76,,1115.3,2.07,20.17,0.2541,40.31,0.0243
2020-12-17,959627.0,26524090.28,0.59,1.85,0.51,27.47,0.0,19254963.76,831013.0,696634.0,22969199.32,,,,,,,,0.61,,22957.0,,,,,,1188.0,20659.0,22.98,0.56,,,2.01,2.01,40410612.0,1116949315.68,,1117.83,2.01,20.58,0.2489,39.19,0.0233
2020-12-18,872512.0,23557824.0,0.54,1.68,0.47,24.76,0.0,16917147.0,796040.0,626561.0,21493080.0,,,104.0,0.0,,,,0.97,104.0,35077.0,,,0.0,104.0,,,70177.0,21.83,2.09,,,1.94,1.94,40337148.0,1089102996.0,,1106.06,1.94,22.48,0.252,38.26,0.0212
2020-12-21,882192.0,22936992.0,0.54,1.72,0.47,24.37,0.0,16266406.0,801159.0,625631.0,20830134.0,,,27.0,,,7500.0,,0.35,,9157.0,,,,27.0,0.2,14249.0,8430.0,21.37,0.42,,,1.95,1.95,40344932.0,1048968232.0,,1076.96,1.95,22.51,0.2536,38.63,0.0214
2020-12-22,894092.0,23604028.8,0.55,1.85,0.48,24.27,0.0,16615341.6,811662.0,629369.0,21427876.8,,,520.0,,,11272.0,,0.18,,1289.0,,,,520.0,0.31,11272.0,7534.0,21.23,0.5,,,1.96,1.96,40513736.0,1069562630.4,,1059.5,1.96,21.99,0.2373,36.54,0.0216
2020-12-23,825461.0,22221410.12,0.51,1.83,0.44,22.67,0.0,15134127.88,728589.0,562189.0,19613615.88,,,,0.04,,,,2.09,800.0,83073.0,,,0.04,,,,67980.0,19.36,1.8,,,1.76,1.76,40621112.0,1093520335.04,,1078.79,1.76,24.02,0.2268,32.33,0.02
2020-12-24,807802.0,21519845.28,0.5,1.83,0.43,22.35,0.0,14694037.92,722202.0,551578.0,19239461.28,,,3661.0,0.02,,,,0.33,661.0,14272.0,,,0.02,3661.0,,4224.0,11272.0,19.42,0.3,,,1.74,1.74,40672136.0,1083505703.04,,1091.39,1.75,24.63,0.2387,33.16,0.0195
2020-12-25,812102.0,21634397.28,0.5,1.9,0.44,22.41,0.0,14808589.92,722202.0,555878.0,19239461.28,,,,0.12,,,,,4300.0,,,,0.12,,,,,19.31,,,,1.75,1.75,40614960.0,1081982534.4,,1082.07,1.75,24.42,0.2368,33.06,0.0196
2020-12-28,795445.0,21031565.8,0.49,1.86,0.43,21.72,0.0,14455303.24,708821.0,546721.0,18741227.24,,,4050.0,0.0,,,,0.46,193.0,17431.0,,,0.0,4050.0,,,9350.0,18.82,0.37,,,1.71,1.71,40653072.0,1074867223.68,,1079.9,1.71,24.81,0.2399,33.05,0.0192
2020-12-29,675444.0,17885757.12,0.41,1.61,0.36,18.18,0.0,11299545.6,622120.0,426720.0,16473737.6,,,,,,,,2.44,,90614.0,,,,,,3913.0,120001.0,16.44,3.5,,,1.5,1.5,40750280.0,1079067414.4,,1077.42,1.5,29.38,0.2263,29.43,0.0163
2020-12-30,675439.0,17804572.04,0.41,1.67,0.36,18.18,0.0,11248207.4,639211.0,426715.0,16849601.96,,,,,,,,0.0,,5.0,,,,,,17096.0,5.0,16.87,0.0,,,1.55,1.55,40710440.0,1073127198.4,,1075.63,1.54,29.25,0.226,29.43,0.0163
2020-12-31,695618.0,18378227.56,0.43,1.77,0.37,18.79,0.0,11725486.62,649650.0,443811.0,17163753.0,,,,0.51,,,,,17096.0,,,,0.51,,,10439.0,,17.23,,,,1.57,1.57,40696808.0,1075209667.36,,1079.67,1.57,28.29,0.224,28.65,0.0168
2021-01-01,695618.0,18378227.56,0.43,1.85,0.37,18.78,0.0,11725486.62,655820.0,443811.0,17326764.4,,,2570.0,,,,,,,,,,,2570.0,,3600.0,,17.33,,,,1.59,1.59,40689780.0,1075023987.6,,1076.7,1.58,28.31,0.2239,28.59,0.0168
2021-01-04,703230.0,18298044.6,0.43,1.87,0.38,18.8,0.0,11855934.94,651690.0,455647.0,16956973.8,,,94.0,0.25,,,,0.11,11836.0,4224.0,,,0.25,94.0,,,,17.11,,,,1.57,1.57,40809424.0,1061861212.48,,1073.8,1.57,27.75,0.2241,28.31,0.017
2021-01-05,704773.0,18563720.82,0.43,1.86,0.38,18.8,0.0,12001741.98,653233.0,455647.0,17206157.22,,,573.0,,,,,,,,,,,573.0,,970.0,,17.07,,,,1.57,1.57,40870480.0,1076528443.2,,1067.3,1.57,27.9,0.2231,28.09,0.017
2021-01-06,550872.0,15556625.28,0.34,1.43,0.3,15.02,0.0,8521307.04,501772.0,301746.0,14170041.28,,,470.0,0.01,,,,3.95,438.0,151931.0,,,0.01,470.0,,,154339.0,13.65,4.39,,,1.21,1.21,41008980.0,1158093595.2,,1102.35,1.22,35.23,0.2864,37.69,0.0133
2021-01-07,551001.0,15516188.16,0.34,1.39,0.3,15.55,0.0,8351608.32,501901.0,296577.0,14133532.16,,,520.0,,,,,0.15,,5689.0,,,,520.0,,5298.0,5169.0,14.16,0.12,,,1.21,1.21,40992152.0,1154339000.32,,1156.57,1.21,36.32,0.2866,36.69,0.0133
2021-01-08,656089.0,18304883.1,0.4,1.69,0.35,18.42,0.0,8738838.0,606989.0,313220.0,16934993.1,,,7227.0,0.02,,15827.0,,0.31,816.0,11037.0,,,0.02,7227.0,0.45,108898.0,,17.05,,,,1.46,1.46,40905044.0,1141250727.6,,1149.28,1.46,30.37,0.2225,30.93,0.0158
2021-01-11,673000.0,18628640.0,0.41,1.76,0.36,19.02,0.0,11860880.0,633848.0,428500.0,17544912.64,,,,0.62,,93071.0,,0.15,22209.0,5298.0,,,0.62,,2.84,32157.0,,17.69,,,,1.52,1.52,40981352.0,1134363823.36,,1142.63,1.52,29.18,0.2121,29.83,0.0162
2021-01-12,659498.0,18531893.8,0.4,1.7,0.35,18.6,0.0,11661443.8,610398.0,414998.0,17152183.8,,,,,,,,0.66,,23450.0,,,,,,,13502.0,16.97,0.41,,,1.46,1.46,41062376.0,1153852765.6,,1143.5,1.46,29.89,0.2178,30.3,0.0158
2021-01-13,603787.0,16893960.26,0.37,1.53,0.32,17.15,0.0,8933650.26,470243.0,319287.0,13157399.14,,,,0.01,,106000.0,,5.55,9.0,201711.0,,,0.01,,2.97,61556.0,201720.0,13.18,5.56,,,1.13,1.13,41092956.0,1149780908.88,,1153.08,1.13,18.51,0.2068,35.01,0.0145
2021-01-14,561220.0,15691711.2,0.34,1.44,0.3,15.99,0.0,8855491.2,403980.0,316720.0,11295280.8,,,71.0,0.74,,,,2.04,24844.0,72194.0,,,0.74,71.0,,5860.0,27411.0,11.3,0.76,,,0.97,0.97,41048412.0,1147713599.52,,1148.18,0.97,20.56,0.2228,35.06,0.0135
2021-01-15,578294.0,16411983.72,0.35,1.49,0.31,16.63,0.0,9431326.74,413723.0,332323.0,11741458.74,,,,0.24,,7549.0,,0.1,8054.0,3667.0,,,0.24,,0.21,13410.0,,11.68,,,,1.0,1.0,40896684.0,1160647891.92,,1149.91,1.01,20.38,0.2153,34.3,0.014
2021-01-18,616054.0,17397364.96,0.38,1.59,0.33,17.67,0.0,10451143.92,437120.0,370083.0,12344268.8,,,8709.0,1.07,,,,0.4,37760.0,14363.0,,,1.07,8709.0,,29051.0,,12.37,,,,1.06,1.06,40983328.0,1157369182.72,,1161.36,1.05,19.18,0.1946,32.12,0.0149
2021-01-19,706120.0,19884339.2,0.43,1.84,0.38,20.31,0.0,12957795.84,541549.0,460149.0,15250019.84,,,,3.41,,,,0.48,114188.0,16770.0,,,3.41,,,121199.0,24122.0,15.25,0.72,,,1.31,1.31,40872228.0,1150961940.48,,1151.94,1.31,23.11,0.1853,27.86,0.0171
2021-01-20,541964.0,15185831.28,0.33,1.42,0.29,15.43,0.0,8293723.86,383263.0,295993.0,10739029.26,,,,,,,,4.62,,164156.0,,,,,,5870.0,164156.0,10.76,4.83,,,0.93,0.93,40943360.0,1147232947.2,,1151.77,0.93,20.76,0.224,36.52,0.0131
2021-01-21,420277.0,11658483.98,0.26,1.1,0.23,11.89,0.0,4835248.44,369706.0,174306.0,10255644.44,,,,,,,,0.39,,13557.0,,,,,,,121687.0,10.28,3.45,,,0.9,0.9,40925208.0,1135265269.92,,1142.73,0.89,19.13,0.2912,46.93,0.0102
2021-01-22,407546.0,10914081.88,0.25,1.07,0.22,11.18,0.0,4326978.5,356975.0,161575.0,9559790.5,,,3710.0,0.01,,,,0.49,273.0,16441.0,,,0.01,3710.0,,,13004.0,9.66,0.47,,,0.86,0.86,40925300.0,1095979534.0,,1127.24,0.85,17.03,0.2974,48.22,0.0099
2021-01-25,402935.0,10403781.7,0.25,1.06,0.22,10.66,0.0,4052810.48,352364.0,156964.0,9098038.48,,,,,,,,0.13,,4611.0,,,,,,,4611.0,9.2,0.19,,,0.87,0.87,39935008.0,1031121906.56,,1071.89,0.85,16.09,0.3002,48.74,0.01
2021-01-26,402935.0,10274842.5,0.25,1.06,0.22,10.46,0.0,4002582.0,360141.0,156964.0,9183595.5,,,,,,,,,,,,,,,,7777.0,,9.22,,,,0.87,0.87,40995532.0,1045386066.0,,1063.26,0.86,15.79,0.3022,49.04,0.0097
2021-01-27,412712.0,10375579.68,0.25,1.06,0.22,10.58,0.0,4141588.74,384631.0,164741.0,9669623.34,,,,0.2,,,,,7777.0,,,,0.2,,,24490.0,,9.72,,,,0.93,0.93,40924584.0,1028844041.76,,1040.74,0.93,17.57,0.297,48.07,0.01
2021-01-28,439067.0,11213771.18,0.27,1.11,0.24,11.24,0.0,3858991.84,435191.0,151096.0,11114778.14,,,49819.0,,,,,0.03,,1259.0,,,,49819.0,,2000.0,13645.0,11.04,0.43,,,1.06,1.06,40782404.0,1041582598.16,,1030.49,1.06,13.92,0.3117,50.46,0.0107
2021-01-29,418958.0,10515845.8,0.26,1.03,0.22,10.67,0.0,4327616.5,348595.0,172415.0,8749734.5,,,,0.3,,10572.0,,2.19,10747.0,87168.0,,,0.3,,0.27,572.0,,8.79,,,,0.85,0.85,40618464.0,1019523446.4,,1033.94,0.84,16.13,0.2849,47.35,0.0102
2021-02-01,383809.0,9810158.04,0.24,0.94,0.21,9.75,0.0,3508518.96,344485.0,137266.0,8805036.6,,,,,,,,0.11,,4110.0,,,,,,,35149.0,8.69,0.95,,,0.85,0.85,40267696.0,1029242309.76,,1020.21,0.85,12.69,0.3182,51.98,0.0095
2021-02-02,364326.0,9552627.72,0.22,0.91,0.2,9.51,0.0,3088270.26,303183.0,117783.0,7949458.26,,,,,,,,1.04,,41302.0,,,,,,,19483.0,7.92,0.54,,,0.75,0.75,40031072.0,1049614707.84,,1030.39,0.76,13.25,0.3545,55.49,0.009
2021-02-03,364326.0,9632779.44,0.22,0.92,0.2,9.61,0.0,3114182.52,306545.0,117783.0,8105049.8,,,,,,,,,,,,,,,,3362.0,,8.09,,,,0.75,0.75,40330624.0,1066341698.56,,1060.31,0.76,13.45,0.3536,55.39,0.009
2021-02-04,296962.0,7976399.32,0.18,0.78,0.16,7.96,0.0,2536094.34,253771.0,94419.0,6816289.06,,,3167.0,,,,,1.47,,55941.0,,,,3167.0,,,23364.0,6.8,0.61,,,0.62,0.62,40357024.0,1083989664.64,,1073.63,0.63,13.52,0.4931,68.01,0.0073
2021-02-05,280498.0,7494906.56,0.17,0.73,0.15,7.49,0.0,1587675.68,268945.0,59419.0,7186210.4,,,,,,,,0.09,,3362.0,,,,,,18536.0,35000.0,7.19,0.93,,,0.66,0.66,40292420.0,1076613462.4,,1079.34,0.66,14.28,0.5453,71.87,0.0069
2021-02-08,296898.0,8081563.56,0.18,0.77,0.16,8.06,0.0,2121935.1,293848.0,77955.0,7998542.56,,,,0.52,,,,,18536.0,,,,0.52,,,24903.0,,7.95,,,,0.72,0.72,40638280.0,1106173981.6,,1091.2,0.72,13.79,0.5281,70.74,0.0073
2021-02-09,339146.0,9530002.6,0.21,0.85,0.18,9.48,0.0,2397548.2,332947.0,85322.0,9355810.7,,,6400.0,0.25,,,,0.32,7939.0,11972.0,,,0.25,6400.0,,44671.0,572.0,9.23,0.02,,,0.81,0.81,40747108.0,1144993734.8,,1117.83,0.82,22.76,0.4429,61.67,0.0083
2021-02-10,396880.0,11223766.4,0.24,0.95,0.21,11.31,0.0,4284872.48,381627.0,151516.0,10792411.56,,,17577.0,1.32,,22723.0,,,43471.0,,,,1.32,17577.0,0.64,31103.0,,10.76,,,,0.93,0.93,40664448.0,1149990589.44,,1144.33,0.93,19.21,0.3308,51.77,0.0097
2021-02-11,473238.0,13297987.8,0.29,1.13,0.25,13.55,0.0,5601678.8,436147.0,199348.0,12255730.7,,,38328.0,1.48,,,,0.14,47832.0,5000.0,,,1.48,38328.0,,21192.0,,12.29,,,,1.05,1.05,40965248.0,1151123468.8,,1156.32,1.05,22.04,0.2837,44.89,0.0114
2021-02-12,522332.0,14552169.52,0.32,1.23,0.28,14.93,0.0,6617920.12,486271.0,237542.0,13547510.06,,,53118.0,0.91,,9000.0,,0.15,29194.0,5292.0,,,0.91,53118.0,0.25,2298.0,,13.61,,,,1.17,1.17,41170460.0,1147009015.6,,1154.19,1.17,26.37,0.2587,40.08,0.0125
2021-02-15,549525.0,15419671.5,0.34,1.28,0.29,15.73,0.0,6989184.8,517836.0,249080.0,14530478.16,,,12871.0,0.29,,6683.0,,0.31,10400.0,10903.0,,,0.29,12871.0,0.19,29597.0,5545.0,14.47,0.16,,,1.24,1.24,41167412.0,1155157580.72,,1149.19,1.24,25.01,0.2341,38.15,0.0132
2021-02-16,656630.0,18280579.2,0.4,1.55,0.35,18.87,0.0,8293842.24,582670.0,297911.0,16221532.8,,,58721.0,2.02,,,,1.35,66009.0,47633.0,,,2.02,58721.0,,53746.0,17178.0,16.3,0.48,,,1.4,1.4,41114312.0,1144622446.08,,1151.6,1.4,31.13,0.2312,32.19,0.0157
2021-02-17,665128.0,18623584.0,0.41,1.59,0.36,19.04,0.0,8525188.0,595889.0,304471.0,16684892.0,,,,0.11,,,,,6560.0,,,,0.11,,,13219.0,,16.64,,,,1.43,1.43,41086644.0,1150426032.0,,1147.85,1.43,31.46,0.2323,32.03,0.016
2021-02-18,944270.0,26024081.2,0.58,2.3,0.51,26.87,0.0,8852933.44,809742.0,321224.0,22316489.52,,,,1.41,,,,3.45,49611.0,123458.0,,,1.41,,,337311.0,32858.0,22.7,0.96,,,1.94,1.94,40837664.0,1125486019.84,,1136.59,1.96,21.8,0.1654,22.17,0.0227
2021-02-19,889084.0,24680971.84,0.54,2.18,0.48,24.94,0.0,8685743.12,777897.0,312887.0,21594420.72,,,,0.0,,,,1.21,1247.0,42391.0,,,0.0,,,10546.0,9584.0,21.47,0.34,,,1.94,1.94,39358080.0,1092580300.8,,1085.7,1.94,19.54,0.1661,23.43,0.0222
2021-02-22,905762.0,25705525.56,0.55,2.19,0.49,25.88,0.0,9506221.56,801945.0,334962.0,22759199.1,,,,0.23,,30000.0,,0.4,6530.0,14455.0,,,0.23,,0.87,38503.0,14455.0,22.51,0.38,,,1.96,1.96,40112008.0,1138378787.04,,1119.4,1.97,19.24,0.1658,22.72,0.0221
2021-02-23,772506.0,21970070.64,0.47,1.86,0.41,22.33,0.0,8964458.64,669406.0,315206.0,19037906.64,,,2921.0,,,,,3.85,,136528.0,,,,2921.0,,1068.0,19756.0,18.94,0.44,,,1.63,1.63,40310912.0,1146442337.28,,1143.99,1.63,21.31,0.1717,26.08,0.0189
2021-02-24,712269.0,20142967.32,0.44,1.74,0.38,20.56,0.0,7846201.16,650055.0,277447.0,18383555.4,,,14247.0,,,,,1.07,,37759.0,,,,14247.0,,4161.0,37759.0,18.37,1.09,,,1.57,1.57,40642416.0,1149367524.48,,1153.14,1.57,22.9,0.1773,27.85,0.0172
2021-02-25,611814.0,16947247.8,0.37,1.49,0.33,17.55,0.0,8110643.1,539003.0,292803.0,14930383.1,,,,0.4,,,,3.11,15356.0,112023.0,,,0.4,,,971.0,,15.09,,,,1.31,1.31,40745104.0,1128639380.8,,1144.67,1.3,29.04,0.219,32.01,0.0148
2021-02-26,542858.0,14917737.84,0.33,1.3,0.29,15.3,0.0,6344390.04,495697.0,230873.0,13621753.56,,,,0.0,,,,1.38,121.0,46218.0,,,0.0,,,2912.0,62051.0,13.7,1.94,,,1.18,1.18,41431152.0,1138528056.96,,1148.32,1.18,23.53,0.2212,36.47,0.0129
2021-03-01,629314.0,17796999.92,0.39,1.48,0.34,17.87,0.0,7727142.36,575542.0,273237.0,16276327.76,,,55113.0,0.77,,14000.0,,0.18,28364.0,6530.0,,,0.77,55113.0,0.4,31262.0,,16.02,,,,1.37,1.37,41393144.0,1170598112.32,,1151.55,1.37,20.07,0.1933,32.07,0.015
2021-03-02,659171.0,19287343.46,0.4,1.53,0.35,19.25,0.0,9160194.12,596301.0,313062.0,17447767.26,,,4159.0,1.3,,,,0.67,39946.0,28115.0,,,1.3,4159.0,,44715.0,121.0,17.06,0.0,,,1.4,1.4,41948412.0,1227410535.12,,1197.17,1.4,20.41,0.1884,30.79,0.0155
2021-03-03,521813.0,15435228.54,0.32,1.2,0.28,15.65,0.0,7899102.36,449442.0,267042.0,13294494.36,,,4418.0,0.8,,,,4.11,24693.0,151277.0,,,0.8,4418.0,,,70713.0,13.22,2.0,,,1.06,1.06,42115376.0,1245772822.08,,1230.85,1.06,29.76,0.2559,38.4,0.0123
2021-03-04,499094.0,14603490.44,0.31,1.14,0.27,15.13,0.0,8087171.4,424600.0,276390.0,12423796.0,,,40157.0,0.3,,8843.0,,2.23,3100.0,75552.0,,,0.3,40157.0,0.26,10553.0,2595.0,12.5,0.07,,,0.99,0.99,42268144.0,1236765893.44,,1241.68,1.0,32.82,0.2795,39.31,0.0117
2021-03-05,623104.0,17945395.2,0.38,1.4,0.33,18.6,0.0,11550816.0,546900.0,401070.0,15750720.0,,,3202.0,3.21,,13504.0,,0.37,111176.0,12699.0,,,3.21,3202.0,0.42,131797.0,,15.87,,,,1.28,1.28,42307080.0,1218443904.0,,1229.44,1.27,28.43,0.2238,29.4,0.0145
2021-03-08,1863147.0,55521780.6,1.14,4.16,1.0,54.62,0.0,9144964.4,1700464.0,306878.0,50673827.2,,,35446.0,0.32,,,,2.63,12029.0,92221.0,,,0.32,35446.0,,1210339.0,106221.0,49.4,3.14,,,3.97,3.97,41179484.0,1227148623.2,,1197.25,3.96,13.46,0.5298,71.09,0.0435
2021-03-09,4051121.0,118859890.14,2.48,8.97,2.17,123.34,1.0,98658566.64,1718025.0,3362596.0,50406853.5,,,9919.0,93.55,,,,0.0,3055718.0,2407.0,,,93.55,9919.0,,10049.0,,50.92,,,,4.01,4.01,41172136.0,1207990470.24,,1214.48,4.02,5.28,0.8093,89.77,0.0945
2021-03-10,3970526.0,117130517.0,2.43,8.91,2.13,119.33,1.0,97273654.0,1648112.0,3297412.0,48619304.0,,,9665.0,,,,,2.47,,79578.0,,,,9665.0,,,65184.0,48.28,3.39,,,3.85,3.85,41121624.0,1213087908.0,,1202.96,3.86,5.5,0.8251,90.65,0.0928
2021-03-11,3967484.0,118231023.2,2.43,9.06,2.12,119.72,1.0,98172226.0,1652566.0,3294370.0,49246466.8,,,3075.0,0.15,,,,0.27,4818.0,9669.0,,,0.15,3075.0,,11048.0,7860.0,48.59,0.0,,,3.86,3.86,41140712.0,1225993217.6,,1217.28,3.84,5.54,0.8216,90.45,0.0927
