,YIEL FP Equity_DX_DSS,YIEL FP Equity_PX_LAST
2024-09-17,,105.324
2024-09-18,,105.44
2024-09-19,,105.621
2024-09-20,,105.312
2024-09-23,,105.767
2024-09-24,,106.18
2024-09-25,,105.832
2024-09-26,,105.833
2024-09-27,,106.186
2024-09-30,,105.939
2024-10-01,,106.184
2024-10-02,,106.113
2024-10-03,,105.927
2024-10-04,,105.864
2024-10-07,,105.839
2024-10-08,,105.965
2024-10-09,,105.774
2024-10-10,,106.081
2024-10-11,,106.027
2024-10-14,,106.065
2024-10-15,,106.362
2024-10-16,,106.254
2024-10-17,,106.287
2024-10-18,,106.406
2024-10-21,,106.383
2024-10-22,,106.2
2024-10-23,,106.335
2024-10-24,,106.374
2024-10-25,,106.41
2024-10-28,,106.421
2024-10-29,,106.644
2024-10-30,,106.284
2024-10-31,,106.292
2024-11-01,,106.265
2024-11-04,,106.298
2024-11-05,,106.337
2024-11-06,,106.662
2024-11-07,,106.682
2024-11-08,,106.684
2024-11-11,,106.9
2024-11-12,,106.779
2024-11-13,,106.65
2024-11-14,,106.731
2024-11-15,,106.872
2024-11-18,,106.896
2024-11-19,,106.698
2024-11-20,,106.576
2024-11-21,,106.534
2024-11-22,,106.59
2024-11-25,,107.01
2024-11-26,,106.905
2024-11-27,,106.938
2024-11-28,,107.126
2024-11-29,,107.164
2024-12-02,,107.475
2024-12-03,,107.317
2024-12-04,,107.697
2024-12-05,,107.705
2024-12-06,,108.023
2024-12-09,,107.968
2024-12-10,,105.669
2024-12-11,,105.733
2024-12-12,,105.674
2024-12-13,,105.431
2024-12-16,,105.436
2024-12-17,,105.399
2024-12-18,,105.178
2024-12-19,,104.925
2024-12-20,,105.197
2024-12-23,,105.241
2024-12-24,,105.448
2024-12-27,,105.375
2024-12-30,,105.381
2024-12-31,,105.405
2025-01-02,,105.398
2025-01-03,,105.323
2025-01-06,,105.249
2025-01-07,,104.957
2025-01-08,,104.909
2025-01-09,,105.042
2025-01-10,,104.671
2025-01-13,,104.292
2025-01-14,,104.516
2025-01-15,,104.921
2025-01-16,,105.045
2025-01-17,,104.837
2025-01-20,,104.923
2025-01-21,,104.934
2025-01-22,,105.21
2025-01-23,,105.14
2025-01-24,,105.0
2025-01-27,,105.152
2025-01-28,,105.251
2025-01-29,,105.445
2025-01-30,,105.455
2025-01-31,,105.892
2025-02-03,,105.798
2025-02-04,,106.078
2025-02-05,,105.976
2025-02-06,,106.249
2025-02-07,,106.134
2025-02-10,,106.207
2025-02-11,,106.187
2025-02-12,,106.171
2025-02-13,,106.225
2025-02-14,,106.403
2025-02-17,,106.541
2025-02-18,,106.591
2025-02-19,,106.394
2025-02-20,,106.408
2025-02-21,,106.522
2025-02-24,,106.376
2025-02-25,,106.52
2025-02-26,,106.592
2025-02-27,,106.656
2025-02-28,,106.783
2025-03-03,,106.78
2025-03-04,,106.435
2025-03-05,,106.251
2025-03-06,,106.061
2025-03-07,,106.166
2025-03-10,,105.9
2025-03-11,,105.777
2025-03-12,,105.808
2025-03-13,,105.296
2025-03-14,,105.325
2025-03-17,,105.751
2025-03-18,,105.714
2025-03-19,,106.096
2025-03-20,,106.181
2025-03-21,,105.868
2025-03-24,,105.921
2025-03-25,,105.91
2025-03-26,,105.964
2025-03-27,,105.843
2025-03-28,,105.625
2025-03-31,,105.116
2025-04-01,,105.915
2025-04-02,,105.599
2025-04-03,,105.212
2025-04-04,,103.52
2025-04-07,,102.39
2025-04-08,,103.585
2025-04-09,,102.835
2025-04-10,,103.833
2025-04-11,,104.065
2025-04-14,,104.762
2025-04-15,,104.943
2025-04-16,,105.248
2025-04-17,,105.496
2025-04-22,,105.426
2025-04-23,,106.513
2025-04-24,,106.562
2025-04-25,,106.616
2025-04-28,,106.652
2025-04-29,,106.457
2025-04-30,,106.111
2025-05-02,,106.473
2025-05-05,,106.5
2025-05-06,,106.301
2025-05-07,,106.442
2025-05-08,,106.656
2025-05-09,,106.727
2025-05-12,,107.191
2025-05-13,,107.249
2025-05-14,,106.994
2025-05-15,,106.816
2025-05-16,,107.106
2025-05-19,,107.084
2025-05-20,,107.089
2025-05-21,,107.033
2025-05-22,,107.01
2025-05-23,,106.586
2025-05-26,,107.131
2025-05-27,,107.083
2025-05-28,,107.002
2025-05-29,,107.362
2025-05-30,,107.456
2025-06-02,,107.697
2025-06-03,,107.77
2025-06-04,,107.822
2025-06-05,,107.821
2025-06-06,,108.017
2025-06-09,,107.903
2025-06-10,,108.163
2025-06-11,,108.233
2025-06-12,,108.229
2025-06-13,,107.864
2025-06-16,,108.069
2025-06-17,,107.879
2025-06-18,,107.712
2025-06-19,,107.468
2025-06-20,,107.866
2025-06-23,,107.751
2025-06-24,,107.872
2025-06-25,,107.655
2025-06-26,,107.757
2025-06-27,,107.95
2025-06-30,,108.124
2025-07-01,,108.181
2025-07-02,,108.276
2025-07-03,,108.471
2025-07-04,,108.331
2025-07-07,,108.38
2025-07-08,,108.484
2025-07-09,,108.816
2025-07-10,,108.864
2025-07-11,,108.669
2025-07-14,,108.557
2025-07-15,,108.563
2025-07-16,,108.687
2025-07-17,,108.71
2025-07-18,,108.469
2025-07-21,,108.763
2025-07-22,,108.777
2025-07-23,,108.887
2025-07-24,,109.126
2025-07-25,,108.859
2025-07-28,,109.11
2025-07-29,,108.997
2025-07-30,,108.982
2025-07-31,,109.16
2025-08-01,,109.036
2025-08-04,,109.018
2025-08-05,,109.229
2025-08-06,,109.271
2025-08-07,,109.391
2025-08-08,,109.478
2025-08-11,,109.454
2025-08-12,,109.515
2025-08-13,,109.74
2025-08-14,,109.737
2025-08-15,,109.705
2025-08-18,,109.673
2025-08-19,,109.764
2025-08-20,,109.587
2025-08-21,,109.248
2025-08-22,,109.799
2025-08-25,,109.506
2025-08-26,,109.444
2025-08-27,,109.432
2025-08-28,,109.453
2025-08-29,,109.069
