,CBOT FP Equity_DX_SI_QTY,CBOT FP Equity_DX_SHORT_INTEREST_VALUE,CBOT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CBOT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CBOT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CBOT FP Equity_DX_SI_MV,CBOT FP Equity_DX_DSS,CBOT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CBOT FP Equity_DX_SUPPLY_SI_QTY,CBOT FP Equity_DX_BROKER_SI_QTY,CBOT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CBOT FP Equity_DX_BROKER_SI_MV_NEW_x,CBOT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CBOT FP Equity_DX_SUPPLY_SI_QTY_INC_x,CBOT FP Equity_DX_BROKER_SI_MV_INC_x,CBOT FP Equity_DX_SUPPLY_SI_MV_NEW,CBOT FP Equity_DX_BROKER_SI_QTY_ADD,CBOT FP Equity_DX_BROKER_SI_QTY_NEW,CBOT FP Equity_DX_SUPPLY_SI_MV_DEC,CBOT FP Equity_DX_BROKER_SI_QTY_INC,CBOT FP Equity_DX_SUPPLY_SI_QTY_DEC,CBOT FP Equity_DX_BROKER_SI_MV_NEW_y,CBOT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CBOT FP Equity_DX_BROKER_SI_MV_INC_y,CBOT FP Equity_DX_SUPPLY_SI_QTY_INC_y,CBOT FP Equity_DX_BROKER_SI_MV_ADD,CBOT FP Equity_DX_SUPPLY_SI_QTY_ADD,CBOT FP Equity_DX_BROKER_SI_QTY_DEC,CBOT FP Equity_DX_SUPPLY_SI_MV,CBOT FP Equity_DX_BROKER_SI_MV_DEC,CBOT FP Equity_DX_SUPPLY_SI_MV_RMV,CBOT FP Equity_DX_BROKER_SI_MV_RMV,CBOT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CBOT FP Equity_DX_UTILIZATION_QUANTITY,CBOT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CBOT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CBOT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CBOT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CBOT FP Equity_DX_ACTIVE_UTILIZATION_MV,CBOT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CBOT FP Equity_DX_BROKER_SI_CON_RATIO,CBOT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CBOT FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-08-03,6409.0,20893.34,0.03,0.37,0.02,0.02,0.0,0.0,6409.0,0.0,20893.34,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-04,6409.0,20829.25,0.03,0.36,0.02,0.02,0.0,0.0,6409.0,0.0,20829.25,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-05,6409.0,20572.89,0.03,0.37,0.02,0.02,0.0,0.0,6409.0,0.0,20572.89,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-06,6409.0,20636.98,0.03,0.36,0.02,0.02,0.0,0.0,6409.0,0.0,20636.98,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-07,6409.0,20957.43,0.03,0.36,0.02,0.02,0.0,0.0,6409.0,0.0,20957.43,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-10,6409.0,20636.98,0.03,0.36,0.02,0.02,0.0,0.0,6409.0,0.0,20636.98,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-11,6409.0,20893.34,0.03,0.36,0.02,0.02,0.0,0.0,6409.0,0.0,20893.34,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-12,6409.0,20765.16,0.03,0.34,0.02,0.02,0.0,0.0,6409.0,0.0,20765.16,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-13,6409.0,20829.25,0.03,0.35,0.02,0.02,0.0,0.0,6409.0,0.0,20829.25,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-14,6409.0,20829.25,0.03,0.35,0.02,0.02,0.0,0.0,6409.0,0.0,20829.25,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-17,6409.0,20829.25,0.03,0.35,0.02,0.02,0.0,0.0,6409.0,0.0,20829.25,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-18,6409.0,20829.25,0.03,0.34,0.02,0.02,0.0,0.0,6409.0,0.0,20829.25,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-19,6409.0,21085.61,0.03,0.34,0.02,0.02,0.0,0.0,6409.0,0.0,21085.61,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-20,6409.0,20765.16,0.03,0.33,0.02,0.02,0.0,0.0,6409.0,0.0,20765.16,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-21,6409.0,20893.34,0.03,0.33,0.02,0.02,0.0,0.0,6409.0,0.0,20893.34,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-24,6409.0,21085.61,0.03,0.33,0.02,0.02,0.0,0.0,6409.0,0.0,21085.61,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-25,6409.0,22111.05,0.03,0.33,0.02,0.02,0.0,0.0,6409.0,0.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2020-08-26,6409.0,22111.05,0.03,0.31,0.02,0.02,0.0,0.0,6409.0,0.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-08-27,6409.0,22046.96,0.03,0.31,0.02,0.02,0.0,0.0,6409.0,0.0,22046.96,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-08-28,6409.0,22111.05,0.03,0.31,0.02,0.02,0.0,0.0,6409.0,0.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-08-31,6409.0,22111.05,0.03,0.32,0.02,0.02,0.0,0.0,6409.0,0.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-01,6409.0,22046.96,0.03,0.32,0.02,0.02,0.0,0.0,6409.0,0.0,22046.96,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-02,6409.0,22111.05,0.03,0.33,0.02,0.02,0.0,0.0,6409.0,0.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-03,6409.0,21918.78,0.03,0.35,0.02,0.02,0.0,0.0,6409.0,0.0,21918.78,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-04,6409.0,21662.42,0.03,0.35,0.02,0.02,0.0,0.0,6409.0,0.0,21662.42,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-07,6409.0,21790.6,0.03,0.34,0.02,0.02,0.0,0.0,6409.0,0.0,21790.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-08,6409.0,21470.15,0.03,0.39,0.02,0.02,0.0,0.0,6409.0,0.0,21470.15,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-09,6409.0,21534.24,0.03,0.39,0.02,0.02,0.0,0.0,6409.0,0.0,21534.24,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0655
2020-09-10,6409.0,21598.33,0.03,0.39,0.02,0.02,0.0,0.0,6409.0,0.0,21598.33,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-11,6409.0,21341.97,0.03,0.4,0.02,0.02,0.0,0.0,6409.0,0.0,21341.97,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-14,6409.0,21470.15,0.03,0.39,0.02,0.02,0.0,0.0,6409.0,0.0,21470.15,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-15,6409.0,21534.24,0.03,0.39,0.02,0.02,0.0,0.0,6409.0,0.0,21534.24,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-16,6409.0,21790.6,0.03,0.39,0.02,0.02,0.0,0.0,6409.0,0.0,21790.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-17,6409.0,21854.69,0.03,0.38,0.02,0.02,0.0,0.0,6409.0,0.0,21854.69,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-18,6409.0,21918.78,0.03,0.37,0.02,0.02,0.0,0.0,6409.0,0.0,21918.78,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-21,6409.0,21534.24,0.03,0.35,0.02,0.02,0.0,0.0,6409.0,0.0,21534.24,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0655
2020-09-22,6409.0,21790.6,0.03,0.36,0.02,0.02,0.0,0.0,6409.0,0.0,21790.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0655
2020-09-23,6409.0,21662.42,0.03,0.37,0.02,0.02,0.0,0.0,6409.0,0.0,21662.42,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0035
2020-09-24,6409.0,21598.33,0.03,0.36,0.02,0.02,0.0,0.0,6409.0,0.0,21598.33,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036
2020-09-25,6409.0,21726.51,0.03,0.35,0.02,0.02,0.0,0.0,6409.0,0.0,21726.51,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036
2020-09-28,6409.0,21790.6,0.03,0.36,0.02,0.02,0.0,0.0,6409.0,0.0,21790.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0036
2020-09-29,6558.0,22297.2,0.03,0.38,0.02,0.02,0.0,506.6,6409.0,149.0,21790.6,,,,,,149.0,,,,,,,,,0.0,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,2.28,0.9555,97.72,0.0036
2020-09-30,6558.0,22297.2,0.03,0.38,0.02,0.02,0.0,506.6,6409.0,149.0,21790.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,2.27,0.9556,97.73,0.0036
2020-10-01,6558.0,22756.26,0.03,0.39,0.02,0.02,0.0,517.03,6409.0,149.0,22239.23,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,2.27,0.9556,97.73,0.0036
2020-10-02,6558.0,22953.0,0.03,0.39,0.02,0.02,0.0,521.5,6409.0,149.0,22431.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,2.27,0.9556,97.73,0.0036
2020-10-05,6558.0,22625.1,0.03,0.39,0.02,0.02,0.0,514.05,6409.0,149.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,2.27,0.9556,97.73,0.0036
2020-10-06,6558.0,22690.68,0.03,0.39,0.02,0.02,0.0,515.54,6409.0,149.0,22175.14,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,2.27,0.9557,97.73,0.0037
2020-10-07,6558.0,22756.26,0.03,0.43,0.02,0.02,0.0,517.03,6409.0,149.0,22239.23,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,2.26,0.9557,97.74,0.0037
2020-10-08,6558.0,22625.1,0.03,0.45,0.02,0.02,0.0,514.05,6409.0,149.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,2.27,0.9556,97.73,0.0037
2020-10-09,6558.0,22756.26,0.03,0.38,0.02,0.02,0.0,517.03,6409.0,149.0,22239.23,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,2.27,0.9556,97.73,0.0037
2020-10-12,6690.0,23147.4,0.03,0.39,0.02,0.02,0.0,972.26,6409.0,281.0,22175.14,,,,0.0,,,,,132.0,,,,0.0,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,4.2,0.9195,95.8,0.0037
2020-10-13,6690.0,23080.5,0.03,0.33,0.02,0.02,0.0,969.45,6409.0,281.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,4.2,0.9195,95.8,0.0037
2020-10-14,6690.0,23080.5,0.03,0.33,0.02,0.02,0.0,969.45,6409.0,281.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,4.2,0.9195,95.8,0.0037
2020-10-15,6690.0,23013.6,0.03,0.33,0.02,0.02,0.0,966.64,6409.0,281.0,22046.96,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,4.2,0.9196,95.8,0.0037
2020-10-16,6690.0,23013.6,0.03,0.33,0.02,0.02,0.0,966.64,6409.0,281.0,22046.96,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,4.2,0.9195,95.8,0.0037
2020-10-19,6690.0,23013.6,0.03,0.32,0.02,0.02,0.0,966.64,6409.0,281.0,22046.96,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.36,0.0,0.0,,0.0,100.0,4.2,0.9195,95.8,0.0038
2020-10-20,6690.0,23080.5,0.03,0.31,0.02,0.02,0.0,969.45,6409.0,281.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.37,0.0,0.0,,0.0,100.0,4.18,0.9199,95.82,0.0039
2020-10-21,6690.0,23147.4,0.03,0.31,0.02,0.02,0.0,972.26,6409.0,281.0,22175.14,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.37,0.0,0.0,,0.0,100.0,4.21,0.9193,95.79,0.0039
2020-10-22,6690.0,23080.5,0.03,0.26,0.02,0.02,0.0,969.45,6409.0,281.0,22111.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.39,0.0,0.0,,0.0,100.0,4.17,0.9202,95.83,0.0041
2020-10-23,6690.0,23013.6,0.03,0.26,0.02,0.02,0.0,966.64,6409.0,281.0,22046.96,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.4,0.0,0.0,,0.0,100.0,4.18,0.9199,95.82,0.0041
2020-10-26,6690.0,22812.9,0.03,0.25,0.02,0.02,0.0,958.21,6409.0,281.0,21854.69,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.45,0.0,0.0,,0.0,100.0,4.18,0.9198,95.82,0.0673
2020-10-27,6409.0,21790.6,0.03,0.25,0.02,0.02,0.0,0.0,6409.0,0.0,21790.6,,,,,,,,,,,,,,,,,281.0,0.02,0.0,,,100.0,6.45,0.0,0.0,,0.0,100.0,4.23,1.0,100.0,0.0645
2020-10-28,6409.0,21534.24,0.03,0.25,0.02,0.02,0.0,0.0,6409.0,0.0,21534.24,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.45,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0645
2020-10-29,6409.0,21598.33,0.03,0.25,0.02,0.02,0.0,0.0,6409.0,0.0,21598.33,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-10-30,6409.0,21598.33,0.03,0.26,0.02,0.02,0.0,0.0,6409.0,0.0,21598.33,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-02,6409.0,21598.33,0.03,0.27,0.02,0.02,0.0,0.0,6409.0,0.0,21598.33,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-03,6409.0,21534.24,0.03,0.27,0.02,0.02,0.0,0.0,6409.0,0.0,21534.24,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-04,6409.0,21470.15,0.03,0.27,0.02,0.02,0.0,0.0,6409.0,0.0,21470.15,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-05,6409.0,21598.33,0.03,0.25,0.02,0.02,0.0,0.0,6409.0,0.0,21598.33,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-06,6409.0,21662.42,0.03,0.25,0.02,0.02,0.0,0.0,6409.0,0.0,21662.42,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-09,6409.0,22175.14,0.03,0.25,0.02,0.02,0.0,0.0,6409.0,0.0,22175.14,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-10,6409.0,22751.95,0.03,0.24,0.02,0.02,0.0,0.0,6409.0,0.0,22751.95,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-11,6409.0,23200.58,0.03,0.24,0.02,0.02,0.0,0.0,6409.0,0.0,23200.58,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-12,6409.0,23200.58,0.03,0.2,0.02,0.02,0.0,0.0,6409.0,0.0,23200.58,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-13,6409.0,22944.22,0.03,0.21,0.02,0.02,0.0,0.0,6409.0,0.0,22944.22,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-16,6409.0,23008.31,0.03,0.21,0.02,0.02,0.0,0.0,6409.0,0.0,23008.31,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-17,6409.0,23008.31,0.03,0.2,0.02,0.02,0.0,0.0,6409.0,0.0,23008.31,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-18,6409.0,23008.31,0.03,0.2,0.02,0.02,0.0,0.0,6409.0,0.0,23008.31,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-19,6409.0,23008.31,0.03,0.2,0.02,0.02,0.0,0.0,6409.0,0.0,23008.31,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-20,6409.0,22880.13,0.03,0.21,0.02,0.02,0.0,0.0,6409.0,0.0,22880.13,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-23,6409.0,22944.22,0.03,0.21,0.02,0.02,0.0,0.0,6409.0,0.0,22944.22,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-24,6409.0,23008.31,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,23008.31,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-25,6409.0,22944.22,0.03,0.22,0.02,0.02,0.0,0.0,6409.0,0.0,22944.22,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-26,6409.0,22816.04,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,22816.04,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-27,6409.0,22880.13,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,22880.13,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-11-30,6409.0,22880.13,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,22880.13,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-01,6409.0,22880.13,0.03,0.24,0.02,0.02,0.0,0.0,6409.0,0.0,22880.13,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-02,6409.0,22944.22,0.03,0.24,0.02,0.02,0.0,0.0,6409.0,0.0,22944.22,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-03,6409.0,23072.4,0.03,0.27,0.02,0.02,0.0,0.0,6409.0,0.0,23072.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-04,6409.0,22944.22,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,22944.22,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-07,6409.0,23072.4,0.03,0.24,0.02,0.02,0.0,0.0,6409.0,0.0,23072.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-08,6409.0,23200.58,0.03,0.22,0.02,0.02,0.0,0.0,6409.0,0.0,23200.58,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-09,6409.0,23200.58,0.03,0.22,0.02,0.02,0.0,0.0,6409.0,0.0,23200.58,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-10,6409.0,23328.76,0.03,0.22,0.02,0.02,0.0,0.0,6409.0,0.0,23328.76,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-11,6409.0,23328.76,0.03,0.22,0.02,0.02,0.0,0.0,6409.0,0.0,23328.76,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-14,6409.0,23200.58,0.03,0.22,0.02,0.02,0.0,0.0,6409.0,0.0,23200.58,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-15,6409.0,23392.85,0.03,0.22,0.02,0.02,0.0,0.0,6409.0,0.0,23392.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-16,6409.0,23392.85,0.03,0.21,0.02,0.02,0.0,0.0,6409.0,0.0,23392.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-17,6409.0,23072.4,0.03,0.23,0.02,0.02,0.0,0.0,6409.0,0.0,23072.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-18,6409.0,22751.95,0.03,0.22,0.02,0.02,0.0,0.0,6409.0,0.0,22751.95,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0622
2020-12-21,6409.0,22944.22,0.03,0.21,0.02,0.02,0.0,0.0,6409.0,0.0,22944.22,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
2020-12-22,6409.0,23264.67,0.03,0.21,0.02,0.02,0.0,0.0,6409.0,0.0,23264.67,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
2020-12-23,6409.0,23521.03,0.03,0.21,0.02,0.02,0.0,0.0,6409.0,0.0,23521.03,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
2020-12-24,6409.0,23328.76,0.03,0.24,0.02,0.02,0.0,0.0,6409.0,0.0,23328.76,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
2020-12-25,6409.0,23328.76,0.03,0.24,0.02,0.02,0.0,0.0,6409.0,0.0,23328.76,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
2020-12-28,6409.0,22816.04,0.03,0.24,0.02,0.02,0.0,0.0,6409.0,0.0,22816.04,,,,,,,,,,,,,,,,,,0.02,,,,100.0,6.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0607
