,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_y,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity
2023-03-17,869.0,666523.0,0.03,0.19,0.0,0.68,0.0,466336.0,758.0,608.0,581386.0,,,,,,,,0.08,,127.0,,,,,,,127.0,0.59,0.08,,,0.15,0.15,496417.0,380751839.0,,381.48,0.15,24.18,0.3079,44.9,0.0017
2023-03-20,837.0,654952.5,0.02,0.18,0.0,0.64,0.0,356037.5,605.0,455.0,473412.5,,,,0.01,,,,0.22,21.0,274.0,,,0.01,,,121.0,174.0,0.46,0.14,,,0.12,0.12,496081.0,388183382.5,,387.25,0.12,16.24,0.5099,67.65,0.0017
2023-03-21,791.0,623308.0,0.02,0.17,0.0,0.62,0.0,322292.0,559.0,409.0,440492.0,,,,,,,,0.03,,46.0,,,,,,,46.0,0.44,0.03,,,0.11,0.11,496475.0,391222300.0,,390.85,0.11,17.38,0.4868,65.32,0.0016
2023-03-22,896.0,710528.0,0.03,0.19,0.0,0.7,0.0,373503.0,621.0,471.0,492453.0,,,,0.03,,19.0,,,43.0,,,,0.03,,0.01,62.0,,0.49,,,,0.12,0.12,496602.0,393805386.0,,393.37,0.12,15.9,0.4819,65.65,0.0018
2023-03-23,2286.0,1819656.0,0.07,0.5,0.0,1.82,0.0,916196.0,1301.0,1151.0,1035596.0,,,,,,710.0,,0.02,,30.0,,,,,0.56,710.0,30.0,1.03,0.02,,,0.26,0.26,496801.0,395453596.0,,395.26,0.26,20.64,0.509,67.88,0.0046
2023-03-24,2344.0,1852932.0,0.07,0.49,0.0,1.86,0.0,955714.5,1359.0,1209.0,1074289.5,,,94.0,0.04,,,,0.03,58.0,36.0,,,0.04,94.0,,,,1.08,,,,0.27,0.27,496903.0,392801821.5,,393.3,0.27,20.12,0.4853,66.2,0.0047
2023-03-27,2238.0,1774734.0,0.07,0.47,0.0,1.77,0.0,874679.0,1253.0,1103.0,993629.0,,,,,,,,0.09,,106.0,,,,,,,106.0,0.99,0.08,,,0.25,0.25,496712.0,393892616.0,,393.69,0.25,19.63,0.5279,69.53,0.0045
2023-03-28,2255.0,1783705.0,0.07,0.47,0.0,1.78,0.0,885920.0,1270.0,1120.0,1004570.0,,,36.0,0.01,,,,0.01,17.0,19.0,,,0.01,36.0,,,,1.0,,,,0.25,0.25,497177.0,393267007.0,,393.26,0.25,20.31,0.5222,68.93,0.0045
2023-03-29,2255.0,1804000.0,0.07,0.48,0.0,1.79,0.0,896000.0,1270.0,1120.0,1016000.0,,,,,,,,,,,,,,,,,,1.01,,,,0.25,0.25,497059.0,397647200.0,,397.14,0.25,20.28,0.5229,69.0,0.0045
2023-03-30,835.0,672592.5,0.02,0.18,0.0,0.67,0.0,330255.0,560.0,410.0,451080.0,,,,,,,,0.57,,710.0,,,,,,,710.0,0.45,0.56,,,0.11,0.11,497315.0,400587232.5,,400.18,0.11,17.38,0.4873,65.37,0.0017
2023-03-31,861.0,708603.0,0.03,0.18,0.0,0.7,0.0,358828.0,586.0,436.0,482278.0,,,26.0,0.03,,,,,26.0,,,,0.03,26.0,,,,0.47,,,,0.12,0.12,497289.0,409268847.0,,408.47,0.12,16.63,0.5018,66.85,0.0017
2023-04-03,833.0,680977.5,0.02,0.17,0.0,0.69,0.0,344985.0,572.0,422.0,467610.0,,,,,,,,0.01,,14.0,,,,,,,14.0,0.47,0.0,,,0.11,0.11,496875.0,406195312.5,,408.29,0.11,17.05,0.4931,65.97,0.0017
2023-04-04,873.0,718915.5,0.03,0.17,0.0,0.72,0.0,380457.0,612.0,462.0,503982.0,,,,0.03,,,,,40.0,,,,0.03,,,40.0,,0.5,,,,0.12,0.12,496835.0,409143622.5,,408.73,0.12,16.24,0.5097,67.62,0.0018
2023-04-05,833.0,683893.0,0.02,0.16,0.0,0.69,0.0,346462.0,572.0,422.0,469612.0,,,,,,,,0.03,,40.0,,,,,,,40.0,0.47,0.03,,,0.11,0.11,497874.0,408754554.0,,409.0,0.12,17.2,0.4906,65.71,0.0017
2023-04-06,833.0,664734.0,0.02,0.16,0.0,0.69,0.0,336756.0,572.0,422.0,456456.0,,,,,,,,,,,,,,,,,,0.47,,,,0.11,0.11,498038.0,397434324.0,,398.69,0.12,17.18,0.49,65.65,0.0017
2023-04-07,833.0,664734.0,0.02,0.15,0.0,0.67,0.0,336756.0,572.0,422.0,456456.0,,,,,,,,,,,,,,,,,,0.46,,,,0.11,0.11,498038.0,397434324.0,,397.51,0.12,17.09,0.4918,65.84,0.0017
2023-04-10,833.0,664734.0,0.02,0.15,0.0,0.67,0.0,336756.0,572.0,422.0,456456.0,,,,,,,,,,,,,,,,,,0.46,,,,0.11,0.11,498138.0,397514124.0,,397.64,0.12,17.19,0.4906,65.71,0.0017
2023-04-11,833.0,678062.0,0.02,0.15,0.0,0.67,0.0,343508.0,572.0,422.0,465608.0,,,,,,,,,,,,,,,,,,0.45,,,,0.11,0.11,497875.0,405270250.0,,404.3,0.11,17.25,0.4898,65.63,0.0017
2023-04-12,836.0,675906.0,0.02,0.15,0.0,0.68,0.0,343612.5,572.0,425.0,462462.0,,,,0.01,,,,,3.0,,,,0.01,,,,,0.46,,,,0.13,0.13,431992.0,349265532.0,,349.43,0.13,17.15,0.4916,65.82,0.0019
2023-04-13,836.0,713526.0,0.02,0.15,0.0,0.68,0.0,362737.5,572.0,425.0,488202.0,,,,,,,,,,,,,,,,,,0.46,,,,0.13,0.13,432386.0,369041451.0,,366.5,0.13,17.2,0.4905,65.71,0.0019
2023-04-14,836.0,723976.0,0.02,0.15,0.0,0.72,0.0,368050.0,572.0,425.0,495352.0,,,,,,,,,,,,,,,,,,0.49,,,,0.13,0.13,432379.0,374440214.0,,373.87,0.13,17.1,0.4922,65.88,0.0019
2023-04-17,32614.0,27591444.0,0.96,5.66,0.02,27.88,0.0,22239648.0,26285.0,26288.0,22237110.0,,,1960.0,,,25863.0,,0.13,,150.0,,,,1960.0,22.15,23903.0,,22.63,,,,5.27,5.27,472816.0,400002336.0,,407.63,5.26,18.41,0.6671,79.56,0.0653
2023-04-18,32829.0,27953893.5,0.97,5.71,0.02,28.06,0.0,22567304.5,26500.0,26503.0,22564750.0,,,,,,215.0,,,,,,,,,0.2,215.0,,22.44,,,,6.11,6.11,407095.0,346641392.5,,344.49,6.12,18.41,0.6572,78.94,0.0757
2023-04-19,32829.0,27921064.5,0.97,5.68,0.02,28.1,0.0,22540801.5,26500.0,26503.0,22538250.0,,,,,,,,,,,,,,,,,,22.56,,,,6.12,6.12,406412.0,345653406.0,,346.04,6.12,18.38,0.6571,78.93,0.0758
2023-04-20,32829.0,28315012.5,0.97,5.64,0.02,28.15,0.0,22858837.5,26500.0,26503.0,22856250.0,,,,,,,,,,,,,,,,,,22.63,,,,6.13,6.13,405633.0,349858462.5,,345.43,6.15,18.61,0.6545,78.72,0.076
2023-04-21,901.0,779365.0,0.03,0.16,0.0,0.8,0.0,553600.0,637.0,640.0,551005.0,,,,,,,,22.08,,25863.0,,,,,,,25863.0,0.55,22.13,,,0.15,0.15,433003.0,374547595.0,,374.39,0.15,26.3,0.3369,48.6,0.0021
2023-04-24,963.0,826735.34,0.03,0.17,0.0,0.85,0.0,576053.39,668.0,671.0,573477.89,,,45.0,,,45.0,,0.01,,14.0,,,,45.0,0.04,,14.0,0.57,0.01,,,0.15,0.15,433045.0,371769061.48,,374.64,0.15,24.74,0.2901,45.06,0.0022
2023-04-25,963.0,822402.0,0.03,0.17,0.0,0.85,0.0,573034.0,668.0,671.0,570472.0,,,,,,,,,,,,,,,,,,0.58,,,,0.15,0.15,432880.0,369679520.0,,370.39,0.16,24.28,0.2923,45.56,0.0022
2023-04-26,963.0,801697.5,0.03,0.17,0.0,0.83,0.0,558607.5,668.0,671.0,556110.0,,,,,,,,,,,,,,,,,,0.57,,,,0.13,0.13,498795.0,415246837.5,,416.28,0.14,24.32,0.2917,45.45,0.0019
2023-04-27,995.0,835302.5,0.03,0.18,0.0,0.85,0.0,590168.5,700.0,703.0,587650.0,,,,,,32.0,,,,,,,,,0.03,32.0,,0.58,,,,0.14,0.14,499194.0,419073363.0,,418.73,0.14,23.87,0.2731,43.72,0.002
2023-04-28,960.0,798720.0,0.03,0.18,0.0,0.82,0.0,555776.0,668.0,668.0,555776.0,,,,,,,,0.03,,32.0,,,,,,,35.0,0.56,0.03,,,0.13,0.13,500402.0,416334464.0,,416.73,0.13,24.49,0.2908,45.26,0.0019
2023-05-01,960.0,798720.0,0.03,0.19,0.0,0.82,0.0,555776.0,668.0,668.0,555776.0,,,,,,,,,,,,,,,,,,0.56,,,,0.13,0.13,500241.0,416200512.0,,416.3,0.13,24.67,0.2907,45.17,0.0019
2023-05-02,952.0,785876.0,0.03,0.19,0.0,0.81,0.0,548132.0,664.0,664.0,548132.0,,,,,,,,0.0,,4.0,,,,,,,4.0,0.55,0.01,,,0.13,0.13,502345.0,414685797.5,,415.03,0.13,24.72,0.2877,44.74,0.0019
2023-05-03,952.0,798728.0,0.03,0.19,0.0,0.81,0.0,557096.0,664.0,664.0,557096.0,,,,,,,,,,,,,,,,,,0.54,,,,0.13,0.13,503545.0,422474255.0,,421.55,0.13,25.24,0.2866,44.36,0.0019
2023-05-04,952.0,792064.0,0.03,0.2,0.0,0.82,0.0,552448.0,664.0,664.0,552448.0,,,,,,,,,,,,,,,,,,0.56,,,,0.13,0.13,503145.0,418616640.0,,419.05,0.13,24.7,0.2882,44.82,0.0019
2023-05-05,952.0,794444.0,0.03,0.2,0.0,0.81,0.0,554108.0,664.0,664.0,554108.0,,,,,,,,,,,,,,,,,,0.55,,,,0.13,0.13,503148.0,419877006.0,,419.68,0.13,24.95,0.2873,44.58,0.0019
2023-05-08,952.0,802060.0,0.03,0.2,0.0,0.82,0.0,559420.0,664.0,664.0,559420.0,,,,,,,,,,,,,,,,,,0.55,,,,0.13,0.13,504442.0,424992385.0,,424.54,0.13,25.03,0.288,44.63,0.0019
2023-05-09,910.0,763490.0,0.03,0.19,0.0,0.77,0.0,557935.0,665.0,665.0,557935.0,,,94.0,0.0,,,,0.08,1.0,93.0,,,0.0,94.0,,,,0.56,,,,0.13,0.13,504741.0,423477699.0,,423.76,0.13,25.15,0.2831,43.89,0.0018
2023-05-10,910.0,755300.0,0.03,0.2,0.0,0.78,0.0,551950.0,665.0,665.0,551950.0,,,,,,,,,,,,,,,,,,0.56,,,,0.13,0.13,505200.0,419316000.0,,419.8,0.13,24.7,0.2882,44.81,0.0018
2023-05-11,910.0,763490.0,0.03,0.2,0.0,0.78,0.0,557935.0,665.0,665.0,557935.0,,,,,,,,,,,,,,,,,,0.55,,,,0.13,0.13,505382.0,424015498.0,,423.58,0.13,24.97,0.2883,44.71,0.0018
2023-05-12,910.0,758030.0,0.03,0.21,0.0,0.79,0.0,553945.0,665.0,665.0,553945.0,,,,,,,,,,,,,,,,,,0.56,,,,0.13,0.13,504972.0,420641676.0,,421.05,0.13,24.69,0.2886,44.88,0.0018
2023-05-15,904.0,753032.0,0.03,0.2,0.0,0.77,0.0,551446.0,662.0,662.0,551446.0,,,,,,,,0.0,,3.0,,,,,,,3.0,0.55,0.01,,,0.13,0.13,498571.0,415309643.0,,415.28,0.13,25.05,0.2858,44.33,0.0018
2023-05-16,1380.0,1145400.0,0.04,0.31,0.0,1.17,0.0,549460.0,1138.0,662.0,944540.0,,,,,,,,,,,,,,,,476.0,,0.95,,,,0.23,0.23,498222.0,413524260.0,,413.69,0.23,29.35,0.24,33.92,0.0028
2023-05-17,1380.0,1141950.0,0.04,0.31,0.0,1.16,0.0,547805.0,1138.0,662.0,941695.0,,,,,,,,,,,,,,,,,,0.95,,,,0.23,0.23,502440.0,415769100.0,,415.94,0.23,29.35,0.2399,33.92,0.0027
2023-05-18,1380.0,1141950.0,0.04,0.33,0.0,1.16,0.0,547805.0,1138.0,662.0,941695.0,,,,,,,,,,,,,,,,,,0.94,,,,0.23,0.23,502826.0,416088515.0,,416.17,0.23,29.42,0.2399,33.83,0.0027
2023-05-19,1380.0,1149540.0,0.04,0.34,0.0,1.16,0.0,551446.0,1138.0,662.0,947954.0,,,,,,,,,,,,,,,,,,0.94,,,,0.23,0.23,502858.0,418880714.0,,418.5,0.22,29.23,0.2398,33.92,0.0027
2023-05-22,1380.0,1151610.0,0.04,0.35,0.0,1.17,0.0,552439.0,1138.0,662.0,949661.0,,,,,,,,,,,,,,,,,,0.95,,,,0.23,0.23,501083.0,418153763.5,,418.0,0.23,29.39,0.2401,33.88,0.0027
2023-05-23,1380.0,1087440.0,0.04,0.36,0.0,1.16,0.0,521656.0,1138.0,662.0,896744.0,,,,,,,,,,,,,,,,,,0.95,,,,0.23,0.23,500293.0,394230884.0,,396.86,0.24,29.6,0.2412,34.19,0.0028
2023-05-24,1380.0,1077090.0,0.04,0.37,0.0,1.1,0.0,516691.0,1138.0,662.0,888209.0,,,,,,,,,,,,,,,,,,0.9,,,,0.23,0.23,501257.0,391231088.5,,391.82,0.23,29.26,0.2399,33.99,0.0027
2023-05-25,1611.0,1258996.5,0.05,0.41,0.0,1.28,0.0,697879.5,1269.0,893.0,991723.5,,,37.0,0.08,,131.0,,,100.0,,,,0.08,37.0,0.11,94.0,,0.99,,,,0.25,0.25,501126.0,391629969.0,,391.65,0.25,25.16,0.1899,29.03,0.0032
2023-05-26,1552.0,1241600.0,0.05,0.4,0.0,1.24,0.0,667200.0,1210.0,834.0,968000.0,,,,,,,,0.05,,59.0,,,,,,,59.0,0.95,0.05,,,0.24,0.24,500996.0,400796800.0,,399.8,0.24,26.02,0.1997,30.1,0.0031
2023-05-29,1480.0,1179560.0,0.04,0.39,0.0,1.2,0.0,607314.0,1138.0,762.0,906986.0,,,,,,,,0.06,,72.0,,,,,,,72.0,0.91,0.06,,,0.23,0.23,497120.0,396204640.0,,396.12,0.23,27.29,0.2174,31.7,0.003
2023-05-30,2793.0,2214849.0,0.08,0.76,0.0,2.24,0.0,1645475.0,1451.0,2075.0,1150643.0,,,,0.8,,313.0,,,1000.0,,,,0.8,,0.25,313.0,,1.16,,,,0.29,0.29,496899.0,394040907.0,,394.19,0.29,16.9,0.237,40.66,0.0056
2023-05-31,2561.0,1980933.5,0.08,0.69,0.0,2.05,0.0,1425560.5,1219.0,1843.0,942896.5,,,,,,,,0.19,,232.0,,,,,,,232.0,0.97,0.19,,,0.24,0.24,497741.0,385002663.5,,386.1,0.25,18.44,0.2681,44.35,0.0051
2023-06-01,2610.0,2013615.0,0.08,0.7,0.0,2.03,0.0,1500567.5,1321.0,1945.0,1019151.5,,,83.0,0.07,,,,0.04,102.0,53.0,,,0.07,83.0,,72.0,,1.02,,,,0.26,0.26,497639.0,383928488.5,,383.86,0.26,18.1,0.258,43.55,0.0052
2023-06-02,2561.0,2028312.0,0.08,0.69,0.0,2.0,0.0,1501632.0,1272.0,1896.0,1007424.0,,,,,,,,0.04,,49.0,,,,,,,49.0,0.98,0.04,,,0.25,0.25,497591.0,394092072.0,,393.01,0.25,18.35,0.2644,44.14,0.0051
2023-06-05,2457.0,1912774.5,0.07,0.67,0.0,1.96,0.0,1395072.0,1168.0,1792.0,909288.0,,,,,,,,0.08,,104.0,,,,,,,104.0,0.93,0.08,,,0.23,0.23,497572.0,387359802.0,,388.07,0.24,19.22,0.2871,46.23,0.0049
2023-06-06,2457.0,1901718.0,0.07,0.65,0.0,1.93,0.0,1387008.0,1168.0,1792.0,904032.0,,,,,,,,,,,,,,,,,,0.91,,,,0.24,0.24,495830.0,383772420.0,,384.02,0.24,19.19,0.2867,46.17,0.0049
2023-06-07,2457.0,1895575.5,0.07,0.63,0.0,1.92,0.0,1382528.0,1168.0,1792.0,901112.0,,,,,,,,,,,,,,,,,,0.9,,,,0.24,0.24,495830.0,382532845.0,,382.66,0.24,19.2,0.2868,46.19,0.0049
2023-06-08,2468.0,1912700.0,0.07,0.64,0.0,1.92,0.0,1397325.0,1179.0,1803.0,913725.0,,,,,,11.0,,,,,,,,,0.01,11.0,,0.91,,,,0.24,0.24,496000.0,384400000.0,,384.1,0.24,19.12,0.2844,46.0,0.005
2023-06-09,3890.0,3028365.0,0.11,1.03,0.0,3.04,0.0,1403635.5,2601.0,1803.0,2024878.5,,,,,,,,,,,,,,,,1422.0,,2.02,,,,0.52,0.52,494365.0,384863152.5,,384.72,0.52,29.23,0.3351,48.46,0.0078
2023-06-12,4769.0,3769894.5,0.14,1.28,0.0,3.73,0.0,1909057.5,3047.0,2415.0,2408653.5,,,,0.15,,1422.0,,,190.0,,,,0.15,,1.1,446.0,1000.0,2.38,0.77,,,0.61,0.61,493919.0,390442969.5,,389.79,0.61,8.11,0.5685,74.55,0.0096
2023-06-13,5016.0,4002768.0,0.15,1.38,0.0,3.97,0.0,2001384.0,3201.0,2508.0,2554398.0,,,,0.09,,,,0.01,104.0,11.0,,,0.09,,,165.0,11.0,2.53,0.01,,,0.64,0.64,493820.0,394068360.0,,393.56,0.64,7.73,0.5917,76.18,0.0101
2023-06-14,3633.0,2915482.5,0.11,0.98,0.0,2.92,0.0,2110575.0,1584.0,2630.0,1271160.0,,,,0.28,,,,1.28,317.0,1617.0,,,0.28,,,,195.0,1.26,0.15,,,0.32,0.32,495120.0,397333800.0,,396.99,0.32,10.63,0.5786,74.9,0.0073
2023-06-15,4040.0,3211800.0,0.12,1.08,0.0,3.26,0.0,2666430.0,1991.0,3354.0,1582845.0,,,,0.59,,,,0.25,724.0,317.0,,,0.59,,,724.0,,1.59,,,,0.4,0.4,494543.0,393161685.0,,393.32,0.4,15.9,0.3983,59.4,0.0081
2023-06-16,1748.0,1431612.0,0.05,0.47,0.0,1.42,0.0,908271.0,1168.0,1109.0,956592.0,,,,,,,,0.66,,823.0,,,,,,,2245.0,0.93,1.8,,,0.24,0.24,495354.0,405694926.0,,404.32,0.23,24.21,0.3879,56.38,0.0035
2023-06-19,1632.0,1317024.0,0.05,0.41,0.0,1.34,0.0,801351.0,1052.0,993.0,848964.0,,,,,,,,0.09,,116.0,,,,,,,116.0,0.86,0.09,,,0.21,0.21,497570.0,401538990.0,,402.09,0.21,25.29,0.4398,60.58,0.0033
2023-06-20,1414.0,1125544.0,0.04,0.36,0.0,1.15,0.0,616900.0,1151.0,775.0,916196.0,,,99.0,0.08,,,,,99.0,,,,0.08,99.0,,,317.0,0.93,0.25,,,0.23,0.23,498841.0,397077436.0,,397.62,0.23,29.04,0.331,47.86,0.0028
2023-06-21,1322.0,1045041.0,0.04,0.32,0.0,1.07,0.0,539911.5,1059.0,683.0,837139.5,,,,,,,,0.07,,92.0,,,,,,,92.0,0.84,0.07,,,0.21,0.21,499480.0,394838940.0,,394.96,0.21,31.11,0.3717,51.14,0.0026
2023-06-22,1629.0,1284466.5,0.05,0.38,0.0,1.3,0.0,780615.0,1366.0,990.0,1077091.0,,,,,,307.0,,,,,,,,,0.24,307.0,,1.08,,,,0.27,0.27,499161.0,393588448.5,,393.7,0.27,25.44,0.2803,41.49,0.0033
2023-06-23,1557.0,1216017.0,0.04,0.37,0.0,1.24,0.0,626362.0,1178.0,802.0,920018.0,,,116.0,0.08,,,,0.24,96.0,304.0,,,0.08,116.0,,,284.0,0.93,0.22,,,0.24,0.24,499075.0,389777575.0,,390.31,0.24,26.43,0.2899,43.4,0.0031
2023-06-26,1571.0,1231664.0,0.04,0.38,0.0,1.25,0.0,715008.0,1288.0,912.0,1009792.0,,,206.0,0.16,,,,0.08,206.0,96.0,,,0.16,206.0,,,96.0,1.01,0.08,,,0.26,0.26,498965.0,391188560.0,,391.03,0.26,26.42,0.2849,42.92,0.0031
2023-06-27,1444.0,1138594.0,0.04,0.35,0.0,1.15,0.0,700976.5,1161.0,889.0,915448.5,,,,,,,,0.1,,127.0,,,,,,,23.0,0.91,0.02,,,0.23,0.23,502605.0,396304042.5,,395.96,0.23,28.84,0.271,39.57,0.0029
2023-06-28,1520.0,1212960.0,0.04,0.37,0.0,1.22,0.0,770070.0,1237.0,965.0,987126.0,,,76.0,0.06,,,,,76.0,,,,0.06,76.0,,,,0.98,,,,0.24,0.24,505663.0,403519074.0,,403.03,0.24,27.54,0.2602,37.48,0.003
2023-06-29,4417.0,3549059.5,0.13,1.08,0.0,3.57,0.0,1329792.5,3238.0,1655.0,2601733.0,,,,0.8,,,,0.16,1000.0,206.0,,,0.8,,,2207.0,310.0,2.61,0.24,,,0.64,0.64,503619.0,404657866.5,,404.37,0.64,23.16,0.1917,25.57,0.0087
2023-06-30,4341.0,3529233.0,0.12,1.05,0.0,3.55,0.0,1283727.0,3162.0,1579.0,2570706.0,,,,,,,,0.06,,76.0,,,,,,,76.0,2.58,0.06,,,0.62,0.62,503974.0,409730862.0,,409.07,0.63,23.78,0.1984,25.94,0.0086
2023-07-03,4580.0,3705220.0,0.13,1.12,0.0,3.78,0.0,1470762.0,3401.0,1818.0,2751409.0,,,146.0,,,239.0,,,,,,,,146.0,0.2,93.0,,2.8,,,,0.67,0.67,507896.0,410887864.0,,412.45,0.68,22.57,0.1812,24.61,0.009
2023-07-04,4641.0,3747607.5,0.13,1.11,0.0,3.82,0.0,1517292.5,3462.0,1879.0,2795565.0,,,300.0,0.25,,,,0.19,300.0,239.0,,,0.25,300.0,,,239.0,2.84,0.2,,,0.68,0.68,507435.0,409753762.5,,409.89,0.69,22.22,0.1893,24.23,0.0091
2023-07-05,4641.0,3698877.0,0.13,1.17,0.0,3.81,0.0,1497563.0,3462.0,1879.0,2759214.0,,,,,,,,,,,,,,,,,,2.84,,,,0.68,0.68,506066.0,403334602.0,,403.98,0.7,22.26,0.1894,24.28,0.0091
2023-07-06,1646.0,1264951.0,0.05,0.43,0.0,1.3,0.0,679354.0,1467.0,884.0,1127389.5,,,,,,5.0,,1.66,,2000.0,,,,,0.0,5.0,1000.0,1.16,0.81,,,0.29,0.29,509778.0,391764393.0,,393.24,0.29,28.04,0.2912,43.26,0.0032
2023-07-07,1807.0,1404039.0,0.05,0.47,0.0,1.42,0.0,808080.0,1623.0,1040.0,1261071.0,,,,0.12,,,,,156.0,,,,0.12,,,156.0,,1.25,,,,0.32,0.32,507800.0,394560600.0,,394.24,0.32,25.69,0.2547,40.06,0.0035
2023-07-10,1797.0,1401660.0,0.05,0.48,0.0,1.43,0.0,807300.0,1618.0,1035.0,1262040.0,,,,,,,,0.0,,5.0,,,,,,,5.0,1.26,0.01,,,0.32,0.32,508600.0,396708000.0,,396.44,0.32,25.93,0.2569,40.29,0.0035
2023-07-11,1641.0,1308697.5,0.05,0.44,0.0,1.32,0.0,701002.5,1462.0,879.0,1165945.0,,,,,,,,0.12,,156.0,,,,,,,156.0,1.14,0.12,,,0.29,0.29,508267.0,405342932.5,,404.25,0.28,28.14,0.2999,44.38,0.0032
2023-07-12,1906.0,1549578.0,0.05,0.52,0.0,1.56,0.0,877227.0,1662.0,1079.0,1351206.0,,,121.0,,,214.0,,,,,,,,121.0,0.17,79.0,14.0,1.32,0.01,,,0.33,0.33,507654.0,412722702.0,,411.61,0.32,24.38,0.2462,38.28,0.0037
2023-07-13,1705.0,1406625.0,0.05,0.47,0.0,1.43,0.0,892650.0,1458.0,1082.0,1202850.0,,,,0.01,,,,0.17,3.0,207.0,,,0.01,,,3.0,,1.18,,,,0.29,0.29,507475.0,418666875.0,,417.78,0.28,27.12,0.2919,42.46,0.0034
2023-07-14,706.0,591275.0,0.02,0.2,0.0,0.58,0.0,138187.5,541.0,165.0,453087.5,,,,,,,,0.74,,917.0,,,,,,,917.0,0.45,0.79,,,0.11,0.11,508285.0,425688687.5,,424.79,0.1,20.54,0.5041,67.43,0.0014
2023-07-17,706.0,563388.0,0.02,0.19,0.0,0.59,0.0,131670.0,541.0,165.0,431718.0,,,,,,,,,,,,,,,,,,0.45,,,,0.11,0.11,500050.0,399039900.0,,401.05,0.11,20.54,0.5041,67.42,0.0014
2023-07-18,1556.0,1249468.0,0.04,0.43,0.0,1.28,0.0,815045.0,1391.0,1015.0,1116973.0,,,,,,850.0,,,,,,,,,0.71,850.0,,1.11,,,,0.28,0.28,498587.0,400365361.0,,400.13,0.28,29.75,0.2551,30.02,0.0031
2023-07-19,1215.0,970177.5,0.03,0.35,0.0,0.99,0.0,538189.0,1050.0,674.0,838425.0,,,,,,,,0.27,,341.0,,,,,,,341.0,0.84,0.29,,,0.21,0.21,498927.0,398393209.5,,398.65,0.21,33.34,0.2851,38.57,0.0024
2023-07-20,1099.0,875353.5,0.03,0.31,0.0,0.89,0.0,444447.0,934.0,558.0,743931.0,,,,,,,,0.09,,116.0,,,,,,,116.0,0.75,0.09,,,0.19,0.19,502071.0,399899551.5,,400.1,0.19,36.88,0.3365,42.53,0.0022
2023-07-21,1148.0,928732.0,0.03,0.33,0.0,0.94,0.0,491063.0,983.0,607.0,795247.0,,,,,,49.0,,,,,,,,,0.04,49.0,,0.78,,,,0.2,0.2,501862.0,406006358.0,,405.38,0.19,35.61,0.3102,40.46,0.0023
2023-07-24,1099.0,879749.5,0.03,0.31,0.0,0.9,0.0,446679.0,934.0,558.0,747667.0,,,,,,,,0.04,,49.0,,,,,,,49.0,0.76,0.04,,,0.19,0.19,499911.0,400178755.5,,400.68,0.19,36.68,0.3364,42.67,0.0022
2023-07-25,1099.0,879749.5,0.03,0.31,0.0,0.9,0.0,446679.0,934.0,558.0,747667.0,,,,,,,,,,,,,,,,,,0.75,,,,0.19,0.19,498675.0,399189337.5,,399.22,0.19,36.94,0.3368,42.51,0.0022
2023-07-26,1099.0,844581.5,0.03,0.31,0.0,0.88,0.0,428823.0,934.0,558.0,717779.0,,,,,,,,,,,,,,,,,,0.75,,,,0.19,0.19,498276.0,382925106.0,,384.47,0.19,35.94,0.3362,43.21,0.0022
2023-07-27,1099.0,867111.0,0.03,0.3,0.0,0.87,0.0,440262.0,934.0,558.0,736926.0,,,,,,,,,,,,,,,,,,0.72,,,,0.19,0.19,497664.0,392656896.0,,391.74,0.18,37.43,0.337,42.13,0.0022
2023-07-28,2099.0,1665556.5,0.06,0.59,0.0,1.67,0.0,1236273.0,934.0,1558.0,741129.0,,,,0.79,,,,,1000.0,,,,0.79,,,,,0.74,,,,0.19,0.19,497445.0,394722607.5,,394.46,0.19,22.45,0.381,54.0,0.0042
2023-07-31,2099.0,1683398.0,0.06,0.62,0.0,1.69,0.0,1249516.0,934.0,1558.0,749068.0,,,,,,,,,,,,,,,,,,0.74,,,,0.19,0.19,497327.0,398856254.0,,398.48,0.19,22.41,0.3803,53.91,0.0042
2023-08-01,4165.0,3282020.0,0.12,1.21,0.0,3.37,0.0,1647708.0,2467.0,2091.0,1943996.0,,,,,,533.0,,,,,,,,,0.43,1533.0,,2.0,,,,0.5,0.5,495595.0,390528860.0,,391.27,0.51,25.89,0.2205,27.28,0.0084
2023-08-02,4165.0,3223710.0,0.12,1.3,0.0,3.31,0.0,1618434.0,2467.0,2091.0,1909458.0,,,,,,,,,,,,,,,,,,1.97,,,,0.5,0.5,495583.0,383581242.0,,384.32,0.51,25.99,0.2206,27.24,0.0084
