,GLO FP Equity_DX_SI_QTY,GLO FP Equity_DX_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GLO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GLO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GLO FP Equity_DX_SI_MV,GLO FP Equity_DX_DSS,GLO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY,GLO FP Equity_DX_BROKER_SI_QTY,GLO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GLO FP Equity_DX_BROKER_SI_MV_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_x,GLO FP Equity_DX_BROKER_SI_MV_INC_x,GLO FP Equity_DX_SUPPLY_SI_MV_NEW,GLO FP Equity_DX_BROKER_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_NEW,GLO FP Equity_DX_SUPPLY_SI_MV_DEC,GLO FP Equity_DX_BROKER_SI_QTY_INC,GLO FP Equity_DX_SUPPLY_SI_QTY_DEC,GLO FP Equity_DX_BROKER_SI_MV_NEW_y,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GLO FP Equity_DX_BROKER_SI_MV_INC_y,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_y,GLO FP Equity_DX_BROKER_SI_MV_ADD,GLO FP Equity_DX_SUPPLY_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_DEC,GLO FP Equity_DX_SUPPLY_SI_MV,GLO FP Equity_DX_BROKER_SI_MV_DEC,GLO FP Equity_DX_SUPPLY_SI_MV_RMV,GLO FP Equity_DX_BROKER_SI_MV_RMV,GLO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GLO FP Equity_DX_UTILIZATION_QUANTITY,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GLO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GLO FP Equity_DX_ACTIVE_UTILIZATION_MV,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GLO FP Equity_DX_BROKER_SI_CON_RATIO,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GLO FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-19,36614.0,881329.55,0.54,8.4,0.23,1.63,0.0,881329.55,24201.0,36614.0,582538.28,,,,,,,,0.0,,87.0,,,,,,,,1.08,,,,5.48,5.48,417720.0,10054869.18,,34.04,3.07,12.26,0.7534,85.91,0.0829
2006-09-20,36614.0,881329.55,0.54,8.47,0.23,1.67,0.0,881329.55,47337.0,36614.0,1139441.11,,,23136.0,,,,,,,,,,,23136.0,,,,2.16,,,,8.18,8.18,531578.0,12795526.31,,39.42,5.19,11.99,0.7581,86.22,0.0632
2006-09-21,36614.0,880595.11,0.54,7.73,0.23,1.67,0.0,880595.11,47323.0,36614.0,1138154.87,,,,,,,,0.0,,14.0,,,,,,,,2.16,,,,8.18,8.18,531477.0,12782434.24,,39.34,5.19,12.02,0.7577,86.19,0.0633
2006-09-22,36614.0,880350.3,0.54,7.71,0.23,1.67,0.0,880350.3,47363.0,36614.0,1138800.22,,,39.0,,,,,,,,,,,39.0,,,,2.16,,,,11.79,11.79,354383.0,8520816.6,,31.29,6.45,12.01,0.7578,86.2,0.0911
2006-09-25,36614.0,873985.14,0.54,7.74,0.23,1.67,0.0,873985.14,47234.0,36614.0,1127487.14,,,,,,,,0.0,,129.0,,,,,,,,2.16,,,,11.77,11.77,354006.0,8450209.84,,31.36,6.44,11.98,0.7583,86.23,0.0913
2006-09-26,36614.0,873985.14,0.54,7.73,0.23,1.67,0.0,873985.14,46842.0,36614.0,1118130.0,,,,,,,,0.02,,392.0,,,,,,,,2.14,,,,11.72,11.72,352835.0,8422257.78,,31.35,6.4,11.97,0.7588,86.26,0.0916
2006-09-27,36614.0,854889.67,0.54,7.56,0.23,1.66,0.0,854889.67,47269.0,36614.0,1103670.17,,,428.0,,,,,,,,,,,428.0,,,,2.14,,,,11.78,11.78,354068.0,8267031.02,,31.09,6.45,12.08,0.7569,86.14,0.0912
2006-09-28,36614.0,853910.41,0.54,7.39,0.23,1.65,0.0,853910.41,46520.0,36614.0,1084937.79,,,,,,,,0.05,,750.0,,,,,,,,2.1,,,,11.68,11.68,351796.0,8204573.84,,30.79,6.37,12.15,0.7562,86.09,0.0919
2006-09-29,36614.0,844362.67,0.54,7.72,0.23,1.65,0.0,844362.67,46476.0,36614.0,1071792.2,,,,,,,,0.0,,44.0,,,,,,,,2.09,,,,11.67,11.67,351662.0,8109746.72,,30.78,6.37,12.15,0.7562,86.09,0.092
2006-10-02,36614.0,834814.94,0.54,7.54,0.23,1.65,0.0,834814.94,45856.0,36614.0,1045536.51,,,,,,,,0.02,,620.0,,,,,,,,2.07,,,,11.59,11.59,349813.0,7975886.75,,30.77,6.3,12.13,0.757,86.14,0.0925
2006-10-03,37914.0,863948.48,0.56,8.12,0.24,1.7,0.0,863948.48,45700.0,37914.0,1041368.51,,,,0.04,,,,0.02,1300.0,156.0,,,0.04,,,,,2.05,,,,11.56,11.56,349594.0,7966218.44,,30.72,6.24,14.42,0.7253,83.92,0.0959
2006-10-04,68614.0,1555253.15,1.01,14.69,0.43,2.99,0.0,1555253.15,46906.0,68614.0,1063204.37,,,1207.0,1.29,,,,,30700.0,,,,1.29,1207.0,,,,2.04,,,,11.74,11.74,352756.0,7995815.46,,30.87,6.21,8.98,0.8195,90.08,0.1717
2006-10-05,68614.0,1553876.82,1.01,14.32,0.43,2.99,0.0,1553876.82,46741.0,68614.0,1058526.78,,,,,,,,0.01,,166.0,,,,,,,,2.03,,,,11.71,11.71,352253.0,7977348.25,,30.79,6.2,8.99,0.8193,90.06,0.172
2006-10-06,68614.0,1561676.03,1.01,13.26,0.43,2.99,0.0,1561676.03,46576.0,68614.0,1060084.28,,,,,,,,0.0,,165.0,,,,,,,,2.03,,,,11.69,11.69,351758.0,8006121.73,,30.85,6.18,9.0,0.8194,90.07,0.1723
2006-10-09,67314.0,1525786.44,0.99,13.08,0.42,2.95,0.0,1525786.44,46683.0,67314.0,1058149.69,,,107.0,,,,,,,,,,,107.0,,,1300.0,2.04,0.05,,,11.71,11.71,351964.0,7977863.43,,30.85,6.21,7.61,0.8418,91.43,0.1689
2006-10-10,67314.0,1525786.44,0.99,13.75,0.42,2.94,0.0,1525786.44,46596.0,67314.0,1056177.69,,,,,,,,0.01,,87.0,,,,,,,,2.03,,,,11.7,11.7,351697.0,7971811.42,,30.76,6.2,7.63,0.8415,91.41,0.169
2006-10-11,67314.0,1500131.62,0.99,13.77,0.42,2.88,0.0,1500131.62,47462.0,67314.0,1057718.26,,,865.0,,,,,,,,,,,865.0,,,,2.03,,,,11.8,11.8,354762.0,7906077.42,,30.84,6.19,7.77,0.8388,91.25,0.1674
2006-10-12,67314.0,1503732.3,0.99,13.83,0.42,2.88,0.0,1503732.3,46684.0,67314.0,1042877.24,,,,,,,,0.03,,777.0,,,,,,,,2.0,,,,11.7,11.7,352426.0,7872869.83,,30.73,6.11,7.78,0.8391,91.26,0.1687
2006-10-13,66614.0,1487649.55,0.98,14.98,0.42,2.86,0.0,1487649.55,46640.0,66614.0,1041582.47,,,,,,,,0.0,,44.0,,,,,,,700.0,2.0,0.02,,,11.69,11.69,352244.0,7866448.9,,30.79,6.11,6.96,0.8526,92.07,0.167
2006-10-16,67893.0,1511673.11,1.0,15.76,0.43,2.91,0.0,1511673.11,46756.0,67893.0,1041046.76,,,116.0,0.04,,,,,1279.0,,,,0.04,116.0,,,,2.0,,,,14.73,14.73,270650.0,6026163.62,,27.31,6.84,8.32,0.8302,90.73,0.2139
2006-10-17,65914.0,1463202.4,0.97,15.72,0.42,2.85,0.0,1463202.4,46144.0,65914.0,1024334.92,,,,,,,,0.01,,611.0,,,,,,,1979.0,2.0,0.07,,,14.61,14.61,269702.0,5987022.71,,27.39,6.8,6.17,0.8663,92.86,0.2087
2006-10-18,65914.0,1476424.11,0.97,15.78,0.42,2.83,0.0,1476424.11,46459.0,65914.0,1040646.72,,,314.0,,,,,,,,,,,314.0,,,,1.99,,,,14.7,14.7,269590.0,6038613.59,,27.17,6.83,6.23,0.8651,92.79,0.2086
2006-10-19,65914.0,1485238.58,0.97,16.07,0.42,2.82,0.0,1485238.58,46956.0,65914.0,1058058.42,,,497.0,,,,,,,,,,,497.0,,,,2.01,,,,14.8,14.8,270209.0,6088612.93,,27.15,6.89,6.24,0.8647,92.78,0.2078
2006-10-20,65914.0,1509478.38,0.97,15.85,0.42,2.83,0.0,1509478.38,47086.0,65914.0,1078303.53,,,130.0,,,,,,,,,,,130.0,,,,2.02,,,,14.83,14.83,270377.0,6191829.31,,27.25,6.91,6.22,0.865,92.79,0.2076
2006-10-23,65914.0,1520055.75,0.97,15.55,0.42,2.83,0.0,1520055.75,47841.0,65914.0,1103270.73,,,756.0,,,,,,,,,,,756.0,,,,2.06,,,,14.99,14.99,271322.0,6257010.14,,27.29,7.0,6.22,0.8648,92.78,0.2065
2006-10-24,65084.0,1501350.13,0.96,15.5,0.41,2.8,0.0,1501350.13,48119.0,65084.0,1110003.49,,,278.0,,,,,,,,,,,278.0,,,830.0,2.07,0.03,,,15.05,15.05,271603.0,6265306.37,,27.28,7.05,5.25,0.8815,93.74,0.2036
2006-10-25,63424.0,1457968.55,0.93,14.95,0.4,2.81,0.0,1457968.55,46765.0,63424.0,1075017.33,,,,,,,,0.0,,1354.0,,,,,,,1660.0,2.07,0.06,,,14.76,14.76,270160.0,6210342.82,,27.29,7.05,4.19,0.9197,95.81,0.2001
2006-10-26,63424.0,1475779.68,0.93,14.48,0.4,2.81,0.0,1475779.68,46611.0,63424.0,1084566.83,,,,,,,,0.01,,154.0,,,,,,,,2.06,,,,14.72,14.72,269966.0,6281696.8,,27.29,7.03,4.19,0.9197,95.81,0.2003
2006-10-27,63424.0,1480020.43,0.93,16.02,0.4,2.81,0.0,1480020.43,47177.0,63424.0,1100891.2,,,566.0,,,,,,,,,,,566.0,,,,2.09,,,,14.84,14.84,270677.0,6316339.08,,27.34,7.09,4.19,0.9197,95.81,0.1995
2006-10-30,64424.0,1490432.94,0.95,15.56,0.41,2.85,0.0,1490432.94,47329.0,64424.0,1094944.44,,,153.0,0.03,,,,,1000.0,,,,0.03,153.0,,,,2.09,,,,14.87,14.87,270967.0,6268752.97,,27.41,7.1,5.35,0.8987,94.65,0.2024
2006-10-31,64424.0,1481817.72,0.95,15.08,0.41,2.85,0.0,1481817.72,46912.0,64424.0,1079023.85,,,,,,,,0.02,,418.0,,,,,,,,2.08,,,,14.78,14.78,270443.0,6220464.87,,27.31,7.06,5.35,0.8987,94.65,0.203
2006-11-01,64424.0,1507232.61,0.95,14.96,0.41,2.88,0.0,1507232.61,46209.0,64424.0,1081083.32,,,,,,,,0.01,,703.0,,,,,,,,2.06,,,,14.65,14.65,269288.0,6300131.26,,27.35,7.02,5.3,0.8996,94.7,0.2042
2006-11-02,64424.0,1499048.16,0.95,16.48,0.41,2.87,0.0,1499048.16,47091.0,64424.0,1095735.7,,,882.0,,,,,,,,,,,882.0,,,,2.1,,,,14.83,14.83,270393.0,6291632.44,,27.36,7.13,5.31,0.8994,94.69,0.2029
2006-11-03,64424.0,1508955.66,0.95,15.96,0.41,2.87,0.0,1508955.66,46792.0,64424.0,1095974.38,,,,,,,,0.01,,299.0,,,,,,,,2.09,,,,14.77,14.77,270019.0,6324455.14,,27.36,7.09,5.3,0.8995,94.7,0.2034
2006-11-06,63724.0,1506194.65,0.94,15.13,0.4,2.84,0.0,1506194.65,47081.0,63724.0,1112817.0,,,289.0,,,,,,,,,,,289.0,,,700.0,2.1,0.02,,,14.83,14.83,270306.0,6389012.81,,27.29,7.15,4.52,0.9136,95.48,0.2008
2006-11-07,63724.0,1512585.86,0.94,14.16,0.4,2.85,0.0,1512585.86,47497.0,63724.0,1127413.39,,,416.0,,,,,,,,,,,416.0,,,,2.12,,,,14.92,14.92,270828.0,6428513.65,,27.39,7.19,4.52,0.9137,95.48,0.2002
2006-11-08,63724.0,1510455.46,0.94,14.05,0.4,2.89,0.0,1510455.46,46889.0,63724.0,1111414.0,,,,,,,,0.0,,608.0,,,,,,,,2.13,,,,14.78,14.78,270390.0,6409077.45,,27.47,7.2,4.44,0.9151,95.56,0.2008
2006-11-09,63724.0,1504064.25,0.94,14.25,0.4,2.88,0.0,1504064.25,47080.0,63724.0,1111219.4,,,191.0,,,,,,,,,,,191.0,,,,2.13,,,,14.82,14.82,270623.0,6387458.1,,27.31,7.22,4.47,0.9146,95.53,0.2006
2006-11-10,63724.0,1511733.7,0.94,14.34,0.4,2.88,0.0,1511733.7,46794.0,63724.0,1110100.85,,,,,,,,0.01,,286.0,,,,,,,,2.12,,,,14.76,14.76,270266.0,6411559.54,,27.47,7.16,4.46,0.9148,95.54,0.201
2006-11-13,63724.0,1507472.9,0.94,14.62,0.4,2.88,0.0,1507472.9,47136.0,63724.0,1115062.49,,,342.0,,,,,,,,,,,342.0,,,,2.13,,,,14.83,14.83,270693.0,6403589.86,,27.39,7.21,4.47,0.9146,95.53,0.2005
2006-11-14,63724.0,1512585.86,0.94,11.56,0.4,2.87,0.0,1512585.86,47150.0,63724.0,1119176.82,,,14.0,,,,,,,,,,,14.0,,,,2.12,,,,14.83,14.83,270706.0,6425617.79,,27.32,7.21,4.48,0.9143,95.52,0.2005
2006-11-15,63724.0,1516846.67,0.94,11.58,0.4,2.91,0.0,1516846.67,46713.0,63724.0,1111927.35,,,,,,,,0.0,,437.0,,,,,,,,2.13,,,,14.75,14.75,270064.0,6428436.35,,27.34,7.23,4.43,0.9154,95.57,0.2012
2006-11-16,63724.0,1516846.67,0.94,11.57,0.4,2.91,0.0,1516846.67,46745.0,63724.0,1112689.06,,,32.0,,,,,,,,,,,32.0,,,,2.14,,,,14.75,14.75,270107.0,6429459.9,,27.48,7.21,4.42,0.9155,95.58,0.2011
2006-11-17,63724.0,1512159.78,0.94,12.32,0.4,2.91,0.0,1512159.78,46721.0,63724.0,1108681.46,,,,,,,,0.0,,24.0,,,,,,,,2.14,,,,14.75,14.75,270077.0,6408881.7,,27.47,7.22,4.42,0.9156,95.58,0.2012
2006-11-20,63724.0,1490855.75,0.94,12.4,0.4,2.92,0.0,1490855.75,46452.0,63724.0,1086768.43,,,,,,,,0.01,,269.0,,,,,,,,2.13,,,,14.69,14.69,269743.0,6310776.22,,27.5,7.19,4.4,0.9158,95.6,0.2015
2006-11-21,63724.0,1489151.43,0.94,12.06,0.4,2.92,0.0,1489151.43,46448.0,63724.0,1085432.58,,,,,,,,0.0,,3.0,,,,,,,,2.13,,,,14.69,14.69,269737.0,6303421.63,,27.4,7.2,4.41,0.9157,95.59,0.2015
2006-11-22,56498.0,1316511.06,0.83,9.77,0.36,2.6,0.0,785833.46,68321.0,33724.0,1592009.49,,,21873.0,,,,,,,,,,,21873.0,,,30000.0,3.15,1.36,,,20.32,20.32,267897.0,6242510.58,,27.35,10.32,40.31,0.4646,54.75,0.168
2006-11-23,56427.0,1297878.56,0.83,9.92,0.36,2.6,0.0,775686.4,68108.0,33724.0,1566553.48,,,,,,,,0.01,,214.0,,,,,,,,3.14,,,,21.75,21.75,245016.0,5635617.94,,26.32,10.65,40.23,0.4648,54.82,0.1802
2006-11-24,56192.0,1292473.32,0.83,9.89,0.35,2.58,0.0,775686.4,67405.0,33724.0,1550383.76,,,,,,,,0.04,,702.0,,,,,,,,3.1,,,,21.6,21.6,244656.0,5627337.57,,26.24,10.55,39.98,0.4652,55.03,0.1801
2006-11-27,56191.0,1284560.36,0.83,9.65,0.35,2.58,0.0,770951.11,67401.0,33724.0,1540827.76,,,,,,,,0.0,,5.0,,,,,,,,3.1,,,,21.6,21.6,244654.0,5592938.92,,26.3,10.53,39.98,0.4652,55.03,0.1801
2006-11-28,56014.0,1286506.49,0.82,9.65,0.35,2.58,0.0,774558.95,66869.0,33724.0,1535819.67,,,,,,,,0.02,,531.0,,,,,,,,3.08,,,,21.48,21.48,244390.0,5613048.92,,26.33,10.46,39.79,0.4657,55.22,0.18
2006-11-29,86114.0,1973800.39,1.27,14.63,0.54,3.96,0.0,1460604.04,67171.0,63724.0,1539611.98,,,302.0,1.38,,,,,30000.0,,,,1.38,302.0,,,,3.09,,,,21.58,21.58,244080.0,5594504.95,,26.25,10.54,26.0,0.5693,70.75,0.2767
2006-11-30,85996.0,1983745.71,1.26,14.39,0.54,3.97,0.0,1469977.81,66816.0,63724.0,1541303.7,,,,,,,,0.01,,355.0,,,,,,,,3.09,,,,21.5,21.5,243906.0,5626395.2,,26.31,10.49,25.9,0.5703,70.86,0.2768
2006-12-01,86126.0,2015537.93,1.27,14.3,0.54,3.98,0.0,1491281.84,67206.0,63724.0,1572768.3,,,390.0,,,,,,,,,,,390.0,,,,3.11,,,,21.59,21.59,244103.0,5712547.39,,26.31,10.56,26.01,0.5693,70.76,0.2767
2006-12-04,86458.0,1994403.07,1.27,14.17,0.54,3.99,0.0,1469977.81,68201.0,63724.0,1573252.72,,,995.0,,,,,,,,,,,995.0,,,,3.15,,,,21.8,21.8,244603.0,5642473.51,,26.3,10.7,26.29,0.567,70.48,0.2764
2006-12-05,86181.0,1976488.55,1.27,13.98,0.54,3.97,0.0,1461456.2,67372.0,63724.0,1545120.0,,,,,,,,0.05,,830.0,,,,,,,,3.11,,,,21.62,21.62,244183.0,5600131.17,,26.23,10.59,26.06,0.5688,70.7,0.2766
2006-12-06,85834.0,1950165.1,1.26,13.95,0.54,3.99,0.0,1447821.62,66330.0,63724.0,1507030.45,,,,,,,,0.02,,1042.0,,,,,,,,3.09,,,,21.41,21.41,243538.0,5533230.53,,26.26,10.52,25.76,0.5718,71.02,0.277
2006-12-07,85665.0,1924559.54,1.26,14.43,0.54,3.98,0.0,1431630.56,65822.0,63724.0,1478764.47,,,,,,,,0.03,,508.0,,,,,,,,3.06,,,,21.29,21.29,243280.0,5465555.88,,26.23,10.44,25.61,0.573,71.16,0.2771
2006-12-08,85372.0,1940810.03,1.25,14.41,0.54,3.98,0.0,1448673.78,64945.0,63724.0,1476431.47,,,,,,,,0.03,,876.0,,,,,,,,3.02,,,,21.1,21.1,242837.0,5520551.05,,26.3,10.31,25.36,0.5752,71.41,0.2774
2006-12-11,85648.0,1948229.84,1.26,12.17,0.54,3.98,0.0,1449525.94,65771.0,63724.0,1496088.93,,,826.0,,,,,,,,,,,826.0,,,,3.06,,,,21.28,21.28,243254.0,5533283.91,,26.31,10.42,25.6,0.5731,71.17,0.2772
2006-12-12,85594.0,1946429.19,1.26,12.21,0.54,3.99,0.0,1449099.86,65610.0,63724.0,1491987.98,,,,,,,,0.0,,161.0,,,,,,,,3.06,,,,21.25,21.25,243176.0,5529883.69,,26.35,10.41,25.55,0.5737,71.23,0.2772
2006-12-13,85889.0,1995634.53,1.26,12.0,0.54,3.95,0.0,1480629.82,66494.0,63724.0,1544990.89,,,884.0,,,,,,,,,,,884.0,,,,3.06,,,,21.1,21.1,248650.0,5777393.22,,26.48,10.36,25.81,0.5709,70.94,0.2725
2006-12-14,86328.0,1978128.22,1.27,11.79,0.54,3.98,0.0,1460177.96,67811.0,63724.0,1553827.87,,,1317.0,,,,,,,,,,,1317.0,,,,3.13,,,,21.54,21.54,247041.0,5660721.59,,26.44,10.58,26.18,0.5678,70.59,0.2742
2006-12-15,86000.0,2055716.17,1.26,11.82,0.54,3.97,0.0,1523237.87,66827.0,63724.0,1597410.98,,,,,,,,0.04,,984.0,,,,,,,,3.08,,,,21.33,21.33,246543.0,5893284.09,,26.4,10.46,25.9,0.5702,70.86,0.2744
2006-12-18,87044.0,2088819.69,1.28,10.89,0.55,4.0,0.0,1529203.0,69959.0,63724.0,1678826.08,,,3132.0,,,,,,,,,,,3132.0,,,,3.22,,,,21.99,21.99,248126.0,5954350.39,,26.36,10.88,26.79,0.5627,70.0,0.2736
2006-12-19,87054.0,2065776.75,1.28,11.18,0.55,4.02,0.0,1512159.78,69990.0,63724.0,1660850.9,,,31.0,,,,,,,,,,,31.0,,,,3.23,,,,22.0,22.0,248146.0,5888462.76,,26.49,10.87,26.8,0.5628,70.0,0.2736
2006-12-20,86462.0,2052306.8,1.27,11.21,0.54,4.05,0.0,1512585.86,68215.0,63724.0,1619186.56,,,,,,,,0.04,,1775.0,,,,,,,,3.19,,,,21.58,21.58,247937.0,5885161.02,,26.49,10.76,26.3,0.5675,70.52,0.2735
2006-12-21,86506.0,2066654.61,1.27,11.19,0.54,4.04,0.0,1522385.71,68346.0,63724.0,1632806.7,,,131.0,,,,,,,,,,,131.0,,,,3.2,,,,21.6,21.6,248001.0,5924819.21,,26.44,10.78,26.34,0.5672,70.48,0.2735
2006-12-22,86611.0,2076112.42,1.27,11.09,0.55,4.06,0.0,1527498.68,68661.0,63724.0,1645841.23,,,315.0,,,,,,,,,,,315.0,,,,3.22,,,,21.67,21.67,248163.0,5948601.07,,26.5,10.82,26.43,0.5665,70.4,0.2734
2006-12-25,63724.0,1527498.68,0.94,8.12,0.4,4.07,0.0,1527498.68,0.0,63724.0,0.0,,,,,,,,0.0,,68661.0,,,,,,,,3.22,,,,0.0,0.0,209718.0,5027053.67,,26.47,10.83,26.34,0.5672,70.48,0.3039
2006-12-26,86686.0,2077910.22,1.27,11.05,0.55,4.06,0.0,1527498.68,68886.0,63724.0,1651234.61,,,68886.0,,,,,,,,,,,68886.0,,,,3.23,,,,21.72,21.72,248277.0,5951333.72,,26.52,10.85,26.49,0.566,70.34,0.2733
2006-12-27,86637.0,2090638.49,1.27,11.04,0.55,4.07,0.0,1537724.61,68738.0,63724.0,1658717.51,,,,,,,,0.0,,148.0,,,,,,,,3.23,,,,21.67,21.67,248413.0,5994457.1,,26.54,10.84,26.45,0.5664,70.39,0.2732
2006-12-28,86774.0,2103227.65,1.27,12.88,0.55,4.08,0.0,1544541.9,69150.0,63724.0,1676057.25,,,412.0,,,,,,,,,,,412.0,,,,3.25,,,,21.76,21.76,248622.0,6026098.43,,26.56,10.89,26.56,0.5655,70.28,0.2731
2006-12-29,87006.0,2152482.26,1.28,12.9,0.55,4.06,0.0,1576497.94,69846.0,63724.0,1727952.97,,,696.0,,,,,,,,,,,696.0,,,,3.26,,,,21.91,21.91,248967.0,6159311.45,,26.43,10.99,26.76,0.5637,70.08,0.2729
2007-01-01,63724.0,1576497.94,0.94,9.54,0.4,4.09,0.0,1576497.94,0.0,63724.0,0.0,,,,,,,,0.0,,69846.0,,,,,,,,3.33,,,,0.0,0.0,211296.0,5227350.9,,26.38,11.21,27.16,0.5604,69.69,0.3016
2007-01-02,87008.0,2146132.32,1.28,13.02,0.55,4.07,0.0,1571811.05,69852.0,63724.0,1722963.81,,,69852.0,,,,,,,,,,,69852.0,,,,3.27,,,,21.49,21.49,255254.0,6296074.62,,26.8,10.87,26.76,0.5637,70.08,0.2676
2007-01-03,86728.0,2118349.71,1.27,12.95,0.55,4.17,0.0,1556472.16,69011.0,63724.0,1685608.25,,,,,,,,0.0,,841.0,,,,,,,,3.32,,,,21.72,21.72,248660.0,6073573.0,,26.53,11.12,26.52,0.5668,70.39,0.273
2007-01-04,86457.0,2112886.64,1.27,12.69,0.54,4.17,0.0,1557324.32,68198.0,63724.0,1666662.54,,,,,,,,0.03,,813.0,,,,,,,,3.29,,,,21.55,21.55,248251.0,6066902.88,,26.66,10.98,26.29,0.5688,70.62,0.2732
2007-01-05,86487.0,2190531.27,1.27,12.97,0.54,4.17,0.0,1613993.03,68289.0,63724.0,1729614.74,,,91.0,,,,,,,,,,,91.0,,,,3.29,,,,21.57,21.57,248296.0,6288808.18,,26.55,11.03,26.32,0.5686,70.59,0.2732
2007-01-08,87248.0,2391817.24,1.28,13.13,0.55,4.21,0.0,1746930.15,70573.0,63724.0,1934688.68,,,2284.0,,,,,,,,,,,2284.0,,,,3.41,,,,22.05,22.05,249457.0,6838615.82,,26.72,11.31,26.96,0.5634,69.99,0.2726
2007-01-09,89121.0,2383574.31,1.31,11.4,0.56,4.32,0.0,1704322.1,76191.0,63724.0,2037756.65,,,5618.0,,,,,,,,,,,5618.0,,,,3.69,,,,23.19,23.19,252307.0,6748044.62,,26.88,12.07,28.5,0.5516,68.52,0.2713
2007-01-10,88239.0,2313375.19,1.3,11.4,0.56,4.32,0.0,1670661.74,73545.0,63724.0,1928140.38,,,,,,,,0.09,,2646.0,,,,,,,,3.6,,,,22.47,22.47,253719.0,6651789.36,,26.91,11.8,27.78,0.5575,69.24,0.2696
2007-01-11,87517.0,2410894.98,1.28,11.42,0.55,4.33,0.0,1755451.76,71380.0,63724.0,1966357.21,,,,,,,,0.07,,2164.0,,,,,,,,3.53,,,,22.03,22.03,252635.0,6959521.62,,27.11,11.52,27.19,0.5626,69.84,0.2701
2007-01-12,88614.0,2464814.99,1.3,10.09,0.56,4.4,0.0,1772494.98,74670.0,63724.0,2076960.02,,,3290.0,,,,,,,,,,,3290.0,,,,3.71,,,,22.7,22.7,254308.0,7073624.59,,27.14,12.02,28.09,0.5557,68.99,0.2694
2007-01-15,88813.0,2482226.89,1.3,9.85,0.56,4.42,0.0,1781016.59,75267.0,63724.0,2103630.91,,,597.0,,,,,,,,,,,597.0,,,,3.74,,,,22.59,22.59,257866.0,7207074.64,,27.47,11.99,28.25,0.5545,68.84,0.2666
2007-01-16,87797.0,2442089.98,1.29,9.31,0.55,4.39,0.0,1744095.68,75282.0,62703.0,2093982.91,,,15.0,,,,,,,,,,,15.0,,,1021.0,3.76,0.04,,,22.37,22.37,261323.0,7268748.13,,27.87,11.89,28.58,0.5626,69.31,0.2608
2007-01-17,87555.0,2435358.7,1.29,9.25,0.55,4.4,0.0,1744095.68,74557.0,62703.0,2073816.9,,,,,,,,0.02,,725.0,,,,,,,,3.74,,,,22.19,22.19,261497.0,7273587.97,,28.02,11.79,28.38,0.5642,69.51,0.2605
2007-01-18,86391.0,2437640.22,1.27,9.18,0.54,4.36,0.0,1740441.99,74126.0,61682.0,2091566.47,,,,,,,,0.0,,431.0,,,,,,,1021.0,3.74,0.03,,,21.64,21.64,268385.0,7572849.83,,28.33,11.67,28.6,0.5729,70.06,0.2522
2007-01-19,86748.0,2467434.38,1.27,7.99,0.55,4.38,0.0,1754464.51,75197.0,61682.0,2138881.16,,,1071.0,,,,,,,,,,,1071.0,,,,3.8,,,,21.85,21.85,268928.0,7649308.25,,28.35,11.82,28.89,0.5705,69.77,0.2521
2007-01-22,86900.0,2446772.96,1.28,7.9,0.55,4.4,0.0,1736730.15,75653.0,61682.0,2130100.29,,,456.0,,,,,,,,,,,456.0,,,,3.83,,,,21.94,21.94,269160.0,7578520.25,,28.38,11.89,29.02,0.5696,69.66,0.252
2007-01-23,86725.0,2418070.83,1.27,7.74,0.55,4.37,0.0,1719820.64,75129.0,61682.0,2094750.57,,,,,,,,0.04,,524.0,,,,,,,,3.79,,,,21.81,21.81,269297.0,7508552.56,,28.29,11.81,28.88,0.5706,69.79,0.2518
2007-01-24,86394.0,2345299.28,1.27,7.76,0.54,4.37,0.0,1674453.67,74137.0,61682.0,2012563.98,,,,,,,,0.04,,992.0,,,,,,,,3.75,,,,21.64,21.64,268382.0,7285646.13,,28.22,11.74,28.6,0.5729,70.06,0.2522
