,ALRIB FP Equity_DX_SI_QTY,ALRIB FP Equity_DX_SHORT_INTEREST_VALUE,ALRIB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALRIB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALRIB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALRIB FP Equity_DX_SI_MV,ALRIB FP Equity_DX_DSS,ALRIB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALRIB FP Equity_DX_SUPPLY_SI_QTY,ALRIB FP Equity_DX_BROKER_SI_QTY,ALRIB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALRIB FP Equity_DX_BROKER_SI_MV_NEW_x,ALRIB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALRIB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALRIB FP Equity_DX_BROKER_SI_MV_INC_x,ALRIB FP Equity_DX_SUPPLY_SI_MV_NEW,ALRIB FP Equity_DX_BROKER_SI_QTY_ADD,ALRIB FP Equity_DX_BROKER_SI_QTY_NEW,ALRIB FP Equity_DX_SUPPLY_SI_MV_DEC,ALRIB FP Equity_DX_BROKER_SI_QTY_INC,ALRIB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALRIB FP Equity_DX_BROKER_SI_MV_NEW_y,ALRIB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALRIB FP Equity_DX_BROKER_SI_MV_INC_y,ALRIB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALRIB FP Equity_DX_BROKER_SI_MV_ADD,ALRIB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALRIB FP Equity_DX_BROKER_SI_QTY_DEC,ALRIB FP Equity_DX_SUPPLY_SI_MV,ALRIB FP Equity_DX_BROKER_SI_MV_DEC,ALRIB FP Equity_DX_SUPPLY_SI_MV_RMV,ALRIB FP Equity_DX_BROKER_SI_MV_RMV,ALRIB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALRIB FP Equity_DX_UTILIZATION_QUANTITY,ALRIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALRIB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALRIB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALRIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALRIB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALRIB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALRIB FP Equity_DX_BROKER_SI_CON_RATIO,ALRIB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALRIB FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-04-29,5449.0,7710.34,0.13,0.09,0.03,0.01,0.0,7710.34,0.0,5449.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.8,0.4565,61.98,0.0
2020-04-30,5449.0,7492.38,0.13,0.09,0.03,0.01,0.0,7492.38,0.0,5449.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.23,0.4488,61.06,0.0
2020-05-01,5449.0,7492.38,0.13,0.09,0.03,0.01,0.0,7492.38,0.0,5449.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.93,0.4544,61.73,0.0
2020-05-04,4852.0,6647.24,0.11,0.08,0.02,0.01,0.0,6647.24,0.0,4852.0,0.0,,,,,,,,,,,,,,,,,597.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.57,0.4161,56.8,0.0
2020-05-05,4852.0,6744.28,0.11,0.08,0.02,0.01,0.0,6744.28,0.0,4852.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.39,0.419,57.2,0.0
2020-05-06,4852.0,6622.98,0.11,0.08,0.02,0.01,0.0,6622.98,0.0,4852.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.79,0.4135,56.42,0.0
2020-05-07,4852.0,6598.72,0.11,0.08,0.02,0.01,0.0,6598.72,0.0,4852.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.53,0.4157,56.74,0.0
2020-05-08,4852.0,6962.62,0.11,0.08,0.02,0.01,0.0,6962.62,0.0,4852.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.83,0.4256,58.11,0.0
2020-05-11,4249.0,5991.09,0.1,0.07,0.02,0.01,0.0,5991.09,0.0,4249.0,0.0,,,,,,800.0,,,,,,,,,0.0,,1403.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.69,0.2575,31.42,0.0
2020-05-12,4249.0,5991.09,0.1,0.08,0.02,0.01,0.0,5991.09,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.66,0.2596,32.18,0.0
2020-05-13,4249.0,5693.66,0.1,0.08,0.02,0.01,0.0,5693.66,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.2,0.2576,31.0,0.0
2020-05-14,4249.0,5459.97,0.1,0.08,0.02,0.01,0.0,5459.97,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.83,0.2566,30.87,0.0
2020-05-15,4249.0,5566.19,0.1,0.08,0.02,0.01,0.0,5566.19,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.4,0.2595,32.39,0.0
2020-05-18,4249.0,5629.93,0.1,0.08,0.02,0.01,0.0,5629.93,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.53,0.2598,32.32,0.0
2020-05-19,4249.0,5544.95,0.1,0.08,0.02,0.01,0.0,5544.95,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.9,0.2593,31.91,0.0
2020-05-20,4249.0,5438.72,0.1,0.08,0.02,0.01,0.0,5438.72,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.86,0.2589,31.75,0.0
2020-05-21,4249.0,5438.72,0.1,0.09,0.02,0.01,0.0,5438.72,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.73,0.2589,31.94,0.0
2020-05-22,4249.0,5332.5,0.1,0.09,0.02,0.01,0.0,5332.5,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.9,0.2581,31.47,0.0
2020-05-25,4249.0,5544.95,0.1,0.09,0.02,0.01,0.0,5544.95,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.21,0.2599,32.69,0.0
2020-05-26,4249.0,5523.7,0.1,0.09,0.02,0.01,0.0,5523.7,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.63,0.2595,32.12,0.0
2020-05-27,4249.0,5608.68,0.1,0.09,0.02,0.01,0.0,5608.68,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.64,0.26,32.4,0.0
2020-05-28,4249.0,5587.44,0.1,0.1,0.02,0.01,0.0,5587.44,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.43,0.2581,31.77,0.0
2020-05-29,4249.0,5566.19,0.1,0.1,0.02,0.01,0.0,5566.19,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.84,0.26,32.21,0.0
2020-06-01,4249.0,5566.19,0.1,0.1,0.02,0.01,0.0,5566.19,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.45,0.2582,31.85,0.0
2020-06-02,4249.0,5884.87,0.1,0.1,0.02,0.01,0.0,5884.87,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.32,0.2627,33.53,0.0
2020-06-03,4249.0,5863.62,0.1,0.11,0.02,0.01,0.0,5863.62,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.45,0.258,31.75,0.0
2020-06-04,4249.0,5821.13,0.1,0.14,0.02,0.01,0.0,5821.13,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.43,0.2581,31.77,0.0
2020-06-05,4249.0,5991.09,0.1,0.15,0.02,0.01,0.0,5991.09,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.64,0.2611,32.8,0.0
2020-06-08,4249.0,6628.44,0.1,0.19,0.02,0.01,0.0,6628.44,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.78,0.2635,34.2,0.0
2020-06-09,4249.0,6415.99,0.1,0.18,0.02,0.01,0.0,6415.99,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.76,0.2573,31.22,0.0
2020-06-10,4249.0,6543.46,0.1,0.18,0.02,0.01,0.0,6543.46,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.51,0.2599,32.45,0.0
2020-06-11,4249.0,6331.01,0.1,0.19,0.02,0.01,0.0,6331.01,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.13,0.2586,31.5,0.0
2020-06-12,4249.0,6373.5,0.1,0.18,0.02,0.01,0.0,6373.5,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.61,0.2588,32.0,0.0
2020-06-15,4249.0,6309.77,0.1,0.19,0.02,0.01,0.0,6309.77,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.61,0.2584,31.73,0.0
2020-06-16,4249.0,6352.26,0.1,0.19,0.02,0.01,0.0,6352.26,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.63,0.2587,31.94,0.0
2020-06-17,4249.0,6585.95,0.1,0.19,0.02,0.01,0.0,6585.95,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.37,0.26,32.64,0.0
2020-06-18,4249.0,6649.69,0.1,0.18,0.02,0.01,0.0,6649.69,0.0,4249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.71,0.26,32.33,0.0
2020-06-19,4849.0,7467.46,0.11,0.21,0.02,0.01,0.0,7467.46,600.0,4849.0,924.0,,,,0.0,,,,,600.0,,,,0.0,,,600.0,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,27.56,0.2551,29.32,4.0408
2020-06-22,4764.0,7860.6,0.11,0.21,0.02,0.01,0.0,7860.6,600.0,4764.0,990.0,,,,,,,,,,,,,,,,,85.0,0.0,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,27.51,0.2558,29.81,3.97
2020-06-23,5364.0,8582.4,0.13,0.23,0.03,0.01,0.0,8582.4,1200.0,5364.0,1920.0,,,600.0,0.0,,,,,600.0,,,,0.0,600.0,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,24.95,0.2671,35.66,2.235
2020-06-24,5764.0,8963.02,0.14,0.24,0.03,0.01,0.0,8963.02,1600.0,5764.0,2488.0,,,400.0,0.0,,,,,400.0,,,,0.0,400.0,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,23.03,0.2837,40.5,1.8013
2020-06-25,5764.0,8646.0,0.14,0.24,0.03,0.01,0.0,8646.0,1600.0,5764.0,2400.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,23.17,0.284,40.53,1.8013
2020-06-26,5764.0,8415.44,0.14,0.26,0.03,0.01,0.0,8415.44,1600.0,5764.0,2336.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,22.75,0.2836,40.55,1.8013
2020-06-29,5649.0,8106.32,0.13,0.25,0.03,0.01,0.0,5810.32,1600.0,4049.0,2296.0,,,,,,,,,,,,,,,,,1715.0,0.0,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,23.64,0.4191,57.11,1.7653
2020-06-30,4449.0,6184.11,0.11,0.19,0.02,0.01,0.0,4794.11,1000.0,3449.0,1390.0,,,,,,,,0.0,,600.0,,,,,,,600.0,0.0,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,29.87,0.3565,45.39,2.2245
2020-07-01,4449.0,6228.6,0.11,0.19,0.02,0.01,0.0,4828.6,1000.0,3449.0,1400.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.73,0.3553,44.86,2.2245
2020-07-02,4449.0,6362.07,0.11,0.19,0.02,0.01,0.0,4932.07,1000.0,3449.0,1430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.97,0.3548,44.68,2.2245
2020-07-03,4449.0,6228.6,0.11,0.19,0.02,0.01,0.0,4828.6,1000.0,3449.0,1400.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.1,0.3562,45.28,2.2245
2020-07-06,4449.0,6184.11,0.11,0.19,0.02,0.01,0.0,4794.11,1000.0,3449.0,1390.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.46,0.356,45.12,2.2245
2020-07-07,4449.0,6362.07,0.11,0.18,0.02,0.01,0.0,4932.07,1000.0,3449.0,1430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,31.14,0.3544,44.51,2.2245
2020-07-08,4449.0,6295.34,0.11,0.19,0.02,0.01,0.0,4880.34,1000.0,3449.0,1415.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,30.35,0.356,45.14,2.2245
2020-07-09,5449.0,7737.58,0.13,0.23,0.03,0.01,0.0,5607.58,1500.0,3949.0,2130.0,,,500.0,0.0,,,,,500.0,,,,0.0,500.0,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,25.0,0.4046,54.94,1.8163
2020-07-10,5449.0,7683.09,0.13,0.24,0.03,0.01,0.0,5568.09,1500.0,3949.0,2115.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,24.84,0.4058,55.14,1.8163
2020-07-13,4699.0,6743.07,0.11,0.21,0.02,0.01,0.0,6743.07,1500.0,4699.0,2152.5,,,,0.0,,,,,750.0,,,,0.0,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,29.39,0.3659,47.59,1.5663
2020-07-14,5099.0,7215.09,0.12,0.23,0.02,0.01,0.0,7215.09,1900.0,5099.0,2688.5,,,400.0,0.0,,,,,400.0,,,,0.0,400.0,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,26.5,0.387,52.03,1.3418
2020-07-15,4994.0,7041.54,0.12,0.23,0.02,0.01,0.0,7041.54,1900.0,4994.0,2679.0,,,,,,,,,,,,,,,,,105.0,0.0,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,27.2,0.3813,50.95,1.3142
2020-07-16,5394.0,7686.45,0.13,0.25,0.03,0.01,0.0,7686.45,2300.0,5394.0,3277.5,,,400.0,0.0,,,,,400.0,,,,0.0,400.0,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,25.49,0.4009,54.33,1.1726
2020-07-17,5394.0,7767.36,0.13,0.26,0.03,0.01,0.0,7767.36,2300.0,5394.0,3312.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,25.46,0.4014,54.41,1.1726
2020-07-20,4435.0,6829.9,0.1,0.22,0.02,0.01,0.0,6829.9,2700.0,4435.0,4158.0,,,400.0,0.0,,,,,400.0,,,,0.0,400.0,,,1359.0,0.0,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,24.65,0.6285,75.35,0.8213
2020-07-21,4435.0,6874.25,0.1,0.24,0.02,0.01,0.0,6874.25,2700.0,4435.0,4185.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,24.53,0.6298,75.47,0.8213
2020-07-22,4835.0,7445.9,0.11,0.27,0.02,0.01,0.0,7445.9,3100.0,4835.0,4774.0,,,400.0,0.0,,,,,400.0,,,,0.0,400.0,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,22.39,0.6525,77.61,0.7798
2020-07-23,4885.0,7400.78,0.12,0.28,0.02,0.01,0.0,7400.78,3300.0,4885.0,4999.5,,,200.0,0.0,,,,,50.0,,,,0.0,200.0,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,22.18,0.6547,77.82,0.7402
2020-07-24,4885.0,7180.95,0.12,0.28,0.02,0.01,0.0,7180.95,3300.0,4885.0,4851.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,22.11,0.6556,77.89,0.7402
2020-07-27,7690.0,11304.3,0.18,0.44,0.04,0.01,0.0,6453.3,3300.0,4390.0,4851.0,,,,,,,,,,,,,,,,,495.0,0.0,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,13.93,0.7603,86.07,1.1652
2020-07-28,3090.0,4588.65,0.07,0.18,0.01,0.0,0.0,3103.65,1000.0,2090.0,1485.0,,,,,,,,0.0,,2300.0,,,,,,,2300.0,0.0,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,35.34,0.543,64.66,1.545
2020-07-29,2290.0,3377.75,0.05,0.14,0.01,0.0,0.0,2492.75,600.0,1690.0,885.0,,,,,,,,0.0,,400.0,,,,,,,400.0,0.0,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,47.45,0.5013,52.55,1.9083
2020-07-30,2290.0,3206.0,0.05,0.15,0.01,0.0,0.0,2366.0,600.0,1690.0,840.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,50.0,0.0,0.0,,0.0,100.0,47.37,0.5014,52.63,1.9083
2020-07-31,1490.0,2086.0,0.04,0.1,0.01,0.0,0.0,1806.0,200.0,1290.0,280.0,,,,,,,,0.0,,400.0,,,,,,,400.0,0.0,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,27.27,0.6034,72.73,3.725
2020-08-03,1090.0,1547.8,0.03,0.07,0.01,0.0,0.0,1547.8,0.0,1090.0,0.0,,,,,,,,0.0,,200.0,,,,,,,200.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-04,1090.0,1547.8,0.03,0.08,0.01,0.0,0.0,1547.8,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-05,1090.0,1509.65,0.03,0.08,0.01,0.0,0.0,1509.65,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-06,1090.0,1536.9,0.03,0.09,0.01,0.0,0.0,1536.9,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-07,1090.0,1526.0,0.03,0.09,0.01,0.0,0.0,1526.0,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-10,1090.0,1640.45,0.03,0.09,0.01,0.0,0.0,1640.45,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-11,1090.0,1662.25,0.03,0.09,0.01,0.0,0.0,1662.25,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-12,1090.0,1580.5,0.03,0.09,0.01,0.0,0.0,1580.5,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-13,16290.0,23701.95,0.38,1.19,0.08,0.02,0.0,12643.95,7600.0,8690.0,11058.0,,,,,,7600.0,,,,,,,,,0.01,7600.0,,0.01,,,,50.0,50.0,7600.0,11058.0,,0.01,47.62,6.68,0.8754,93.32,1.0717
2020-08-14,16290.0,24597.9,0.38,1.2,0.08,0.02,0.0,13121.9,7600.0,8690.0,11476.0,,,,,,,,,,,,,,,,,,0.01,,,,50.0,50.0,7600.0,11476.0,,0.01,47.62,6.67,0.8755,93.33,1.0717
2020-08-17,16290.0,25982.55,0.38,1.19,0.08,0.02,0.0,13860.55,7600.0,8690.0,12122.0,,,,,,,,,,,,,,,,,,0.01,,,,50.0,50.0,7600.0,12122.0,,0.01,47.62,6.67,0.8754,93.33,1.0717
2020-08-18,16290.0,27122.85,0.38,1.16,0.08,0.03,0.0,14468.85,7600.0,8690.0,12654.0,,,,,,,,,,,,,,,,,,0.01,,,,50.0,50.0,7600.0,12654.0,,0.01,47.62,6.66,0.8758,93.34,1.0717
2020-08-19,16290.0,26634.15,0.38,0.98,0.08,0.03,0.0,14208.15,7600.0,8690.0,12426.0,,,,,,,,,,,,,,,,,,0.01,,,,50.0,50.0,7600.0,12426.0,,0.01,47.62,6.74,0.8742,93.26,1.0717
2020-08-20,16290.0,25982.55,0.38,0.95,0.08,0.03,0.0,13860.55,7600.0,8690.0,12122.0,,,,,,,,,,,,,,,,,,0.01,,,,50.0,50.0,7600.0,12122.0,,0.01,47.62,6.69,0.8752,93.31,1.0717
2020-08-21,16290.0,25412.4,0.38,0.94,0.08,0.03,0.0,13556.4,7600.0,8690.0,11856.0,,,,,,,,,,,,,,,,,,0.01,,,,50.0,50.0,7600.0,11856.0,,0.01,47.62,6.64,0.876,93.36,1.0717
2020-08-24,16290.0,24923.7,0.38,0.94,0.08,0.03,0.0,13295.7,7600.0,8690.0,11628.0,,,,,,,,,,,,,,,,,,0.01,,,,50.0,50.0,7600.0,11628.0,,0.01,47.62,6.69,0.8751,93.31,1.0717
2020-08-25,1090.0,1700.4,0.03,0.06,0.01,0.0,0.0,1700.4,0.0,1090.0,0.0,,,,,,,,0.01,,7600.0,,,,,,,7600.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-26,1090.0,1863.9,0.03,0.06,0.01,0.0,0.0,1863.9,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-27,1090.0,1771.25,0.03,0.06,0.01,0.0,0.0,1771.25,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-28,1090.0,1820.3,0.03,0.05,0.01,0.0,0.0,1820.3,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-08-31,1090.0,1825.75,0.03,0.05,0.01,0.0,0.0,1825.75,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-01,1090.0,1820.3,0.03,0.05,0.01,0.0,0.0,1820.3,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-02,1090.0,1798.5,0.03,0.05,0.01,0.0,0.0,1798.5,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-03,1090.0,1798.5,0.03,0.05,0.01,0.0,0.0,1798.5,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-04,1090.0,1945.65,0.03,0.05,0.01,0.0,0.0,1945.65,0.0,1090.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-09-07,15290.0,28057.15,0.36,0.65,0.07,0.03,0.0,15028.65,7100.0,8190.0,13028.5,,,,,,7100.0,,,,,,,,,0.01,7100.0,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.15,0.8673,92.85,1.0768
2020-09-08,15290.0,27216.2,0.36,0.63,0.07,0.03,0.0,14578.2,7100.0,8190.0,12638.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.17,0.8669,92.83,1.0768
2020-09-09,15290.0,27063.3,0.36,0.61,0.07,0.03,0.0,14496.3,7100.0,8190.0,12567.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.12,0.8678,92.88,1.0768
2020-09-10,15290.0,27216.2,0.36,0.61,0.07,0.03,0.0,14578.2,7100.0,8190.0,12638.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.16,0.8671,92.84,1.0768
2020-09-11,15290.0,27216.2,0.36,0.62,0.07,0.03,0.0,14578.2,7100.0,8190.0,12638.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.12,0.8678,92.88,1.0768
2020-09-14,15290.0,26910.4,0.36,0.64,0.07,0.03,0.0,14414.4,7100.0,8190.0,12496.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.11,0.8679,92.89,1.0768
2020-09-15,15290.0,27216.2,0.36,0.63,0.07,0.03,0.0,14578.2,7100.0,8190.0,12638.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,50.0,0.0,0.0,,0.0,100.0,7.1,0.8681,92.9,1.0768
2020-09-16,1090.0,1940.2,0.03,0.04,0.01,0.0,0.0,1940.2,0.0,1090.0,0.0,,,,,,,,0.01,,7100.0,,,,,,,7100.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
