,FORSE FP Equity_DX_SI_QTY,FORSE FP Equity_DX_SHORT_INTEREST_VALUE,FORSE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FORSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FORSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FORSE FP Equity_DX_SI_MV,FORSE FP Equity_DX_DSS,FORSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FORSE FP Equity_DX_SUPPLY_SI_QTY,FORSE FP Equity_DX_BROKER_SI_QTY,FORSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FORSE FP Equity_DX_BROKER_SI_MV_NEW_x,FORSE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FORSE FP Equity_DX_SUPPLY_SI_QTY_INC_x,FORSE FP Equity_DX_BROKER_SI_MV_INC_x,FORSE FP Equity_DX_SUPPLY_SI_MV_NEW,FORSE FP Equity_DX_BROKER_SI_QTY_ADD,FORSE FP Equity_DX_BROKER_SI_QTY_NEW,FORSE FP Equity_DX_SUPPLY_SI_MV_DEC,FORSE FP Equity_DX_BROKER_SI_QTY_INC,FORSE FP Equity_DX_SUPPLY_SI_QTY_DEC,FORSE FP Equity_DX_BROKER_SI_MV_NEW_y,FORSE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FORSE FP Equity_DX_BROKER_SI_MV_INC_y,FORSE FP Equity_DX_SUPPLY_SI_QTY_INC_y,FORSE FP Equity_DX_BROKER_SI_MV_ADD,FORSE FP Equity_DX_SUPPLY_SI_QTY_ADD,FORSE FP Equity_DX_BROKER_SI_QTY_DEC,FORSE FP Equity_DX_SUPPLY_SI_MV,FORSE FP Equity_DX_BROKER_SI_MV_DEC,FORSE FP Equity_DX_SUPPLY_SI_MV_RMV,FORSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FORSE FP Equity_DX_UTILIZATION_QUANTITY,FORSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FORSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FORSE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FORSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FORSE FP Equity_DX_ACTIVE_UTILIZATION_MV,FORSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FORSE FP Equity_DX_BROKER_SI_CON_RATIO,FORSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FORSE FP Equity_DX_DEMAND_SUPPLY_RATIO,FORSE FP Equity_PX_LAST
2022-12-02,22123.0,63935.47,1.88,1.38,0.04,0.06,0.0,40321.28,8342.0,13952.0,24108.38,,,,,,,,0.0,,200.0,,,,,,,,0.02,,,100.0,2.28,0.0,0.0,,0.0,100.0,17.52,0.567,72.56,0.0604,2.89
2022-12-05,22123.0,65705.31,1.88,1.41,0.04,0.06,0.0,41437.44,8342.0,13952.0,24775.74,,,,,,,,,,,,,,,,,,0.02,,,100.0,2.26,0.0,0.0,,0.0,100.0,17.28,0.5714,72.94,0.06,2.97
2022-12-06,20252.0,63186.24,1.72,1.31,0.04,0.06,0.0,43530.24,6471.0,13952.0,20189.52,,,,,,,,0.01,,1871.0,,,,,,,,0.02,,,100.0,1.75,0.0,0.0,,0.0,100.0,17.24,0.5761,73.31,0.0549,3.12
2022-12-07,18381.0,62127.78,1.56,1.16,0.03,0.06,0.0,40833.78,6471.0,12081.0,21871.98,,,,,,,,,,,,,,,,,1871.0,0.02,0.01,,100.0,1.75,0.0,0.0,,0.0,100.0,18.42,0.6892,80.95,0.0498,3.38
2022-12-08,18781.0,68926.27,1.6,1.15,0.04,0.07,0.0,45071.27,6671.0,12281.0,24482.57,,,200.0,0.0,,,,,400.0,,,,0.0,200.0,,,200.0,0.02,0.0,,100.0,1.81,0.0,0.0,,0.0,100.0,16.11,0.7203,83.33,0.0509,3.67
2022-12-09,25981.0,90673.69,2.21,1.4,0.05,0.09,0.0,55424.69,10271.0,15881.0,35845.79,,,3600.0,0.01,,,,,3600.0,,,,0.01,3600.0,,,,0.04,,,100.0,2.76,0.0,0.0,,0.0,100.0,12.43,0.7753,87.17,0.0697,3.49
2022-12-12,25981.0,87296.16,2.21,1.34,0.05,0.09,0.0,53360.16,10271.0,15881.0,34510.56,,,,,,,,,,,,,,,,,,0.04,,,100.0,2.76,0.0,0.0,,0.0,100.0,12.3,0.777,87.28,0.0697,3.36
2022-12-13,25981.0,88075.59,2.21,1.33,0.05,0.09,0.0,53836.59,10271.0,15881.0,34818.69,,,,,,,,,,,,,,,,,,0.03,,,100.0,2.76,0.0,0.0,,0.0,100.0,12.11,0.7797,87.46,0.0697,3.39
2022-12-14,27981.0,94016.16,2.38,1.42,0.05,0.09,0.0,56720.16,11271.0,16881.0,37870.56,,,1000.0,,,1000.0,,,,,,,,1000.0,0.0,,,0.04,,,100.0,2.99,0.0,0.0,,0.0,100.0,11.67,0.7236,84.18,0.0744,3.36
2022-12-15,37052.0,123197.9,3.15,1.86,0.07,0.12,0.0,70912.27,15971.0,21327.0,53103.58,,,1000.0,0.01,,75.0,,,4371.0,,,,0.01,1000.0,0.0,3700.0,,0.05,,,100.0,4.24,0.0,0.0,,0.0,100.0,10.09,0.7016,82.9,0.0985,3.325
2022-12-16,37052.0,117825.36,3.15,1.85,0.07,0.12,0.0,67819.86,15971.0,21327.0,50787.78,,,,,,,,,,,,,,,,,,0.05,,,100.0,4.24,0.0,0.0,,0.0,100.0,10.09,0.6993,82.75,0.0985,3.18
2022-12-19,36798.0,124377.24,3.13,1.82,0.07,0.12,0.0,72085.26,15717.0,21327.0,53123.46,,,,,,,,0.0,,254.0,,,,,,,,0.05,,,100.0,4.18,0.0,0.0,,0.0,100.0,9.69,0.7108,83.52,0.0978,3.38
2022-12-20,36798.0,117753.6,3.13,1.82,0.07,0.12,0.0,68246.4,15717.0,21327.0,50294.4,,,,,,,,,,,,,,,,,,0.05,,,100.0,4.18,0.0,0.0,,0.0,100.0,10.27,0.6964,82.55,0.0978,3.2
2022-12-21,46798.0,150923.55,3.98,2.29,0.09,0.15,0.0,84904.58,20717.0,26327.0,66812.33,,,5000.0,0.02,,,,,5000.0,,,,0.02,5000.0,,,,0.07,,,100.0,5.5,0.0,0.0,,0.0,100.0,19.21,0.5587,71.73,0.1244,3.225
2022-12-22,46798.0,154433.4,3.98,2.62,0.09,0.15,0.0,86879.1,20717.0,26327.0,68366.1,,,,,,,,,,,,,,,,,,0.07,,,100.0,5.5,0.0,0.0,,0.0,100.0,19.12,0.5612,71.94,0.1244,3.3
2022-12-23,46627.0,152936.56,3.97,2.7,0.09,0.15,0.0,85791.68,20546.0,26156.0,67390.88,,,,,,,,0.0,,171.0,,,,,,,171.0,0.07,0.0,,100.0,5.46,0.0,0.0,,0.0,100.0,19.44,0.5551,71.4,0.1239,3.28
2022-12-26,46627.0,152936.56,3.97,2.69,0.09,0.15,0.0,85791.68,20546.0,26156.0,67390.88,,,,,,,,,,,,,,,,,,0.07,,,100.0,5.46,0.0,0.0,,0.0,100.0,19.44,0.5551,71.4,0.124,
2022-12-27,46627.0,152004.02,3.97,2.69,0.09,0.15,0.0,85268.56,20546.0,26156.0,66979.96,,,,,,,,,,,,,,,,,,0.07,,,100.0,5.46,0.0,0.0,,0.0,100.0,19.43,0.5545,71.36,0.124,3.26
2022-12-28,44694.0,147490.2,3.8,2.6,0.08,0.15,0.0,79935.9,20546.0,24223.0,67801.8,,,,,,,,,,,,,,,,,1933.0,0.07,0.01,,100.0,5.46,0.0,0.0,,0.0,100.0,20.35,0.539,69.94,0.1188,3.3
2022-12-29,42761.0,141966.52,3.64,2.52,0.08,0.14,0.0,80420.36,18613.0,24223.0,61795.16,,,,,,,,0.01,,1933.0,,,,,,,,0.06,,,100.0,4.97,0.0,0.0,,0.0,100.0,21.65,0.5206,68.15,0.1143,3.32
2022-12-30,62161.0,206996.13,5.29,3.9,0.12,0.21,0.0,112963.59,28313.0,33923.0,94282.29,,,9700.0,0.03,,,,,9700.0,,,,0.03,9700.0,,,,0.09,,,100.0,7.38,0.0,0.0,,0.0,100.0,42.54,0.389,43.54,0.1619,3.33
2023-01-02,59051.0,201954.42,5.02,3.75,0.11,0.2,0.0,105380.46,28313.0,30813.0,96830.46,,,,,,,,,,,,,,,,,3110.0,0.09,0.01,,100.0,7.38,0.0,0.0,,0.0,100.0,39.66,0.3861,45.65,0.1538,3.42
2023-01-03,59051.0,193096.77,5.02,3.78,0.11,0.2,0.0,100758.51,28313.0,30813.0,92583.51,,,,,,,,,,,,,,,,,,0.1,,,100.0,7.38,0.0,0.0,,0.0,100.0,40.48,0.3835,44.53,0.1538,3.27
2023-01-04,59051.0,191325.24,5.02,3.67,0.11,0.19,0.0,99834.12,28313.0,30813.0,91734.12,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.38,0.0,0.0,,0.0,100.0,40.08,0.3847,45.08,0.1538,3.24
2023-01-05,59051.0,186305.91,5.02,3.68,0.11,0.19,0.0,97215.02,28313.0,30813.0,89327.52,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.38,0.0,0.0,,0.0,100.0,40.26,0.3841,44.82,0.1538,3.155
2023-01-06,59051.0,186601.16,5.02,3.54,0.11,0.19,0.0,97369.08,28313.0,30813.0,89469.08,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.38,0.0,0.0,,0.0,100.0,39.97,0.3849,45.2,0.1538,3.16
2023-01-09,59051.0,187191.67,5.02,3.62,0.11,0.19,0.0,97677.21,28313.0,30813.0,89752.21,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.38,0.0,0.0,,0.0,100.0,39.93,0.3851,45.27,0.1538,3.17
2023-01-10,59051.0,193096.77,5.02,3.66,0.11,0.19,0.0,100758.51,28313.0,30813.0,92583.51,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.38,0.0,0.0,,0.0,100.0,39.61,0.3862,45.7,0.1538,3.27
2023-01-11,59051.0,189553.71,5.02,3.53,0.11,0.19,0.0,98909.73,28313.0,30813.0,90884.73,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.38,0.0,0.0,,0.0,100.0,40.18,0.3843,44.92,0.1538,3.21
2023-01-12,59051.0,186010.65,5.02,3.51,0.11,0.19,0.0,97060.95,28313.0,30813.0,89185.95,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.39,0.0,0.0,,0.0,100.0,40.2,0.3843,44.9,0.1541,3.15
2023-01-13,59051.0,187191.67,5.02,3.49,0.11,0.19,0.0,97677.21,28313.0,30813.0,89752.21,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.42,0.0,0.0,,0.0,100.0,39.9,0.3852,45.31,0.1547,3.17
2023-01-16,59051.0,184829.63,5.02,3.48,0.11,0.19,0.0,96444.69,28313.0,30813.0,88619.69,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.6,0.0,0.0,,0.0,100.0,40.11,0.3845,45.02,0.1584,3.13
2023-01-17,59051.0,183058.1,5.02,3.39,0.11,0.18,0.0,95520.3,28313.0,30813.0,87770.3,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.6,0.0,0.0,,0.0,100.0,40.07,0.3846,45.07,0.1584,3.1
2023-01-18,59051.0,183058.1,5.02,3.38,0.11,0.18,0.0,95520.3,28313.0,30813.0,87770.3,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.6,0.0,0.0,,0.0,100.0,39.95,0.385,45.23,0.1584,3.1
2023-01-19,59051.0,183058.1,5.02,3.48,0.11,0.18,0.0,95520.3,28313.0,30813.0,87770.3,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.6,0.0,0.0,,0.0,100.0,39.99,0.3849,45.19,0.1584,3.1
2023-01-20,59051.0,182467.59,5.02,3.67,0.11,0.18,0.0,95212.17,28313.0,30813.0,87487.17,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.6,0.0,0.0,,0.0,100.0,40.01,0.3848,45.15,0.1584,3.09
2023-01-23,59051.0,183648.61,5.02,4.34,0.11,0.18,0.0,95828.43,28313.0,30813.0,88053.43,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.58,0.0,0.0,,0.0,100.0,39.89,0.3852,45.31,0.158,3.11
2023-01-24,59051.0,183058.1,5.02,4.57,0.11,0.18,0.0,95520.3,28313.0,30813.0,87770.3,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.58,0.0,0.0,,0.0,100.0,40.01,0.3848,45.15,0.158,3.1
2023-01-25,59051.0,183058.1,5.02,4.72,0.11,0.18,0.0,95520.3,28313.0,30813.0,87770.3,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.58,0.0,0.0,,0.0,100.0,39.97,0.3849,45.2,0.158,3.1
2023-01-26,59051.0,180105.55,5.02,4.84,0.11,0.18,0.0,93979.65,28313.0,30813.0,86354.65,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.58,0.0,0.0,,0.0,100.0,40.17,0.3843,44.94,0.158,3.05
2023-01-27,59051.0,177153.0,5.02,4.98,0.11,0.18,0.0,92439.0,28313.0,30813.0,84939.0,,,,,,,,,,,,,,,,,,0.09,,,100.0,7.6,0.0,0.0,,0.0,100.0,40.17,0.3842,44.93,0.1585,3.0
2023-01-30,59051.0,176562.49,5.02,4.94,0.11,0.18,0.0,92130.87,28313.0,30813.0,84655.87,,,,,,,,,,,,,,,,,,0.08,,,100.0,7.6,0.0,0.0,,0.0,100.0,39.99,0.3848,45.17,0.1585,2.99
2023-01-31,59051.0,174790.96,5.02,5.26,0.11,0.18,0.0,91206.48,28313.0,30813.0,83806.48,,,,,,,,,,,,,,,,,,0.08,,,100.0,7.6,0.0,0.0,,0.0,100.0,40.08,0.3845,45.05,0.1585,2.96
2023-02-01,59051.0,173019.43,5.02,5.13,0.11,0.17,0.0,90282.09,28313.0,30813.0,82957.09,,,,,,,,,,,,,,,,,,0.08,,,100.0,7.6,0.0,0.0,,0.0,100.0,40.11,0.3844,45.0,0.1585,2.93
2023-02-02,59051.0,174790.96,0.68,5.04,0.11,0.17,0.0,91206.48,28313.0,30813.0,83806.48,,,,,,,,,,,,,,,,,,0.08,,,100.0,7.6,0.0,0.0,,0.0,100.0,39.83,0.3853,45.38,0.1585,2.96
2023-02-03,59051.0,173609.94,0.68,4.95,0.11,0.17,0.0,90590.22,28313.0,30813.0,83240.22,,,,,,,,,,,,,,,,,,0.08,,,100.0,7.6,0.0,0.0,,0.0,100.0,40.01,0.3847,45.14,0.1585,2.94
2023-02-06,59051.0,172724.18,0.68,4.72,0.11,0.17,0.0,90128.03,28313.0,30813.0,82815.52,,,,,,,,,,,,,,,,,,0.08,,,100.0,7.6,0.0,0.0,,0.0,100.0,40.0,0.3847,45.16,0.1585,2.925
2023-02-07,59051.0,177153.0,0.68,4.67,0.11,0.17,0.0,92439.0,28313.0,30813.0,84939.0,,,,,,,,,,,,,,,,,,0.08,,,100.0,7.6,0.0,0.0,,0.0,100.0,39.74,0.3857,45.53,0.1585,3.0
2023-02-08,58051.0,175314.02,0.66,4.1,0.11,0.17,0.0,91545.26,27738.0,30313.0,83768.76,,,,,,,,0.0,,575.0,,,,,,,500.0,0.08,0.0,,100.0,7.48,0.0,0.0,,0.0,100.0,38.38,0.3848,46.45,0.1565,3.02
2023-02-09,25651.0,78107.3,0.29,1.64,0.05,0.08,0.0,42974.09,11538.0,14113.0,35133.21,,,,,,,,0.05,,16200.0,,,,,,,16200.0,0.03,0.05,,100.0,3.36,0.0,0.0,,0.0,100.0,0.55,0.9823,99.11,0.0747,3.045
2023-02-10,26476.0,81810.84,0.3,1.64,0.05,0.08,0.0,46158.42,12438.0,14938.0,38433.42,,,900.0,0.0,,,,,825.0,,,,0.0,900.0,,,,0.04,,,100.0,3.88,0.0,0.0,,0.0,100.0,3.89,0.9152,95.59,0.0825,3.09
2023-02-13,26476.0,83134.64,0.3,1.64,0.05,0.08,0.0,46905.32,12438.0,14938.0,39055.32,,,,,,,,,,,,,,,,,,0.04,,,100.0,3.88,0.0,0.0,,0.0,100.0,3.88,0.9155,95.6,0.0825,3.14
2023-02-14,26476.0,84061.3,0.3,1.62,0.05,0.08,0.0,47428.15,12438.0,14938.0,39490.65,,,,,,,,,,,,,,,,,,0.04,,,100.0,3.94,0.0,0.0,,0.0,100.0,3.89,0.9154,95.6,0.0838,3.175
2023-02-15,35872.0,119991.84,0.41,2.23,0.07,0.12,0.0,73382.61,14834.0,21938.0,49619.73,,,2396.0,,,7000.0,,,,,,,,2396.0,0.02,,,0.05,,,100.0,4.96,0.0,0.0,,0.0,100.0,22.77,0.597,73.77,0.12,3.345
2023-02-16,32067.0,103897.08,0.37,1.79,0.06,0.11,0.0,58750.92,15633.0,18133.0,50650.92,,,,0.0,,,,,799.0,,,,0.0,,,799.0,4604.0,0.05,0.01,,100.0,5.48,0.0,0.0,,0.0,100.0,9.32,0.7623,86.74,0.1124,3.24
2023-02-17,32067.0,104217.75,0.37,1.77,0.06,0.1,0.0,58932.25,15633.0,18133.0,50807.25,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.59,0.0,0.0,,0.0,100.0,9.15,0.766,86.97,0.1146,3.25
2023-02-20,32067.0,107424.45,0.37,1.77,0.06,0.11,0.0,60745.55,15633.0,18133.0,52370.55,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.59,0.0,0.0,,0.0,100.0,9.0,0.7694,87.18,0.1146,3.35
2023-02-21,32067.0,109027.8,0.37,1.74,0.06,0.11,0.0,61652.2,15633.0,18133.0,53152.2,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.67,0.0,0.0,,0.0,100.0,8.91,0.7704,87.25,0.1163,3.4
2023-02-22,32067.0,106302.11,0.37,1.75,0.06,0.11,0.0,60110.9,15633.0,18133.0,51823.4,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.82,0.0,0.0,,0.0,100.0,9.28,0.7634,86.81,0.1193,3.315
2023-02-23,32067.0,105179.76,0.37,1.59,0.06,0.11,0.0,59476.24,15633.0,18133.0,51276.24,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.96,0.0,0.0,,0.0,100.0,9.21,0.7647,86.89,0.1222,3.28
2023-02-24,32067.0,101652.39,0.37,1.6,0.06,0.1,0.0,57481.61,15633.0,18133.0,49556.61,,,,,,,,,,,,,,,,,,0.05,,,100.0,5.99,0.0,0.0,,0.0,100.0,9.34,0.7619,86.71,0.1229,3.17
2023-02-27,32067.0,101812.73,0.37,1.6,0.06,0.1,0.0,57572.28,15633.0,18133.0,49634.78,,,,,,,,,,,,,,,,,,0.05,,,100.0,6.0,0.0,0.0,,0.0,100.0,9.14,0.766,86.97,0.123,3.175
2023-02-28,32067.0,105821.1,0.37,1.64,0.06,0.1,0.0,59838.9,15633.0,18133.0,51588.9,,,,,,,,,,,,,,,,,,0.05,,,100.0,6.11,0.0,0.0,,0.0,100.0,8.95,0.7703,87.24,0.1253,3.3
2023-03-01,32067.0,105179.76,0.37,1.61,0.06,0.11,0.0,59476.24,15633.0,18133.0,51276.24,,,,,,,,,,,,,,,,,,0.05,,,100.0,6.24,0.0,0.0,,0.0,100.0,9.19,0.7652,86.92,0.128,3.28
2023-03-02,32067.0,102935.07,0.37,1.6,0.06,0.1,0.0,58206.93,15633.0,18133.0,50181.93,,,,,,,,,,,,,,,,,,0.05,,,100.0,6.44,0.0,0.0,,0.0,100.0,9.27,0.7634,86.81,0.1321,3.21
2023-03-03,32067.0,101973.06,0.37,1.59,0.06,0.1,0.0,57662.94,15633.0,18133.0,49712.94,,,,,,,,,,,,,,,,,,0.05,,,100.0,6.49,0.0,0.0,,0.0,100.0,9.21,0.7646,86.89,0.1332,3.18
2023-03-06,32067.0,101652.39,0.37,1.58,0.06,0.1,0.0,57481.61,15633.0,18133.0,49556.61,,,,,,,,,,,,,,,,,,0.05,,,100.0,6.55,0.0,0.0,,0.0,100.0,9.17,0.7653,86.93,0.1343,3.17
2023-03-07,32067.0,97804.35,0.37,1.61,0.06,0.1,0.0,55305.65,15633.0,18133.0,47680.65,,,,,,,,,,,,,,,,,,0.05,,,100.0,6.55,0.0,0.0,,0.0,100.0,9.35,0.7613,86.68,0.1343,3.05
2023-03-08,29671.0,91386.68,0.34,1.42,0.06,0.09,0.0,55849.64,13237.0,18133.0,40769.96,,,,,,,,0.01,,2396.0,,,,,,,,0.04,,,100.0,5.56,0.0,0.0,,0.0,100.0,9.11,0.7666,87.01,0.1247,3.08
2023-03-09,27275.0,84007.0,0.31,1.3,0.05,0.08,0.0,48469.96,13237.0,15737.0,40769.96,,,,,,,,,,,,,,,,,2396.0,0.04,0.01,,100.0,5.57,0.0,0.0,,0.0,100.0,3.79,0.9174,95.7,0.1147,3.08
2023-03-10,27275.0,86734.5,0.31,1.3,0.05,0.09,0.0,50043.66,13237.0,15737.0,42093.66,,,,,,,,,,,,,,,,,,0.04,,,100.0,5.57,0.0,0.0,,0.0,100.0,3.71,0.919,95.79,0.1147,3.18
2023-03-13,27275.0,85098.0,0.31,1.26,0.05,0.09,0.0,49099.44,13237.0,15737.0,41299.44,,,,,,,,,,,,,,,,,,0.04,,,100.0,6.02,0.0,0.0,,0.0,100.0,3.83,0.9168,95.67,0.1239,3.12
2023-03-14,28075.0,89138.13,0.32,1.27,0.05,0.09,0.0,51234.98,13637.0,16137.0,43297.48,,,400.0,,,400.0,,,,,,,,400.0,0.0,,,0.04,,,100.0,6.27,0.0,0.0,,0.0,100.0,3.62,0.8613,92.68,0.1291,3.175
2023-03-15,28075.0,86471.0,0.32,1.24,0.05,0.09,0.0,49701.96,13637.0,16137.0,42001.96,,,,,,,,,,,,,,,,,,0.04,,,100.0,6.51,0.0,0.0,,0.0,100.0,3.74,0.8573,92.46,0.1341,3.08
2023-03-16,28075.0,84786.5,0.32,1.25,0.05,0.09,0.0,48733.74,13637.0,16137.0,41183.74,,,,,,,,,,,,,,,,,,0.04,,,100.0,6.56,0.0,0.0,,0.0,100.0,3.71,0.8582,92.5,0.1351,3.02
2023-03-17,28075.0,85769.13,0.32,1.24,0.05,0.09,0.0,49298.54,13637.0,16137.0,41661.04,,,,,,,,,,,,,,,,,,0.04,,,100.0,6.56,0.0,0.0,,0.0,100.0,3.64,0.8605,92.63,0.1351,3.055
2023-03-20,28075.0,86049.88,0.32,1.26,0.05,0.09,0.0,49459.91,13637.0,16137.0,41797.41,,,,,,,,,,,,,,,,,,0.04,,,100.0,6.56,0.0,0.0,,0.0,100.0,3.66,0.8599,92.6,0.1351,3.065
2023-03-21,28075.0,85348.0,0.32,1.27,0.05,0.09,0.0,49056.48,13637.0,16137.0,41456.48,,,,,,,,,,,,,,,,,,0.04,,,100.0,6.56,0.0,0.0,,0.0,100.0,3.69,0.859,92.55,0.1351,3.04
2023-03-22,28075.0,87032.5,0.32,1.35,0.05,0.09,0.0,50024.7,13637.0,16137.0,42274.7,,,,,,,,,,,,,,,,,,0.04,,,100.0,6.71,0.0,0.0,,0.0,100.0,3.63,0.861,92.66,0.1381,3.1
2023-03-23,28075.0,86892.13,0.32,1.45,0.05,0.09,0.0,49944.02,13637.0,16137.0,42206.52,,,,,,,,,,,,,,,,,,0.04,,,100.0,6.8,0.0,0.0,,0.0,100.0,3.66,0.86,92.6,0.1399,3.095
2023-03-24,28075.0,87032.5,0.32,1.48,0.05,0.09,0.0,50024.7,13637.0,16137.0,42274.7,,,,,,,,,,,,,,,,,,0.04,,,100.0,6.82,0.0,0.0,,0.0,100.0,3.66,0.8598,92.6,0.1403,3.1
2023-03-27,28875.0,89223.75,0.33,1.48,0.05,0.09,0.0,51099.33,14037.0,16537.0,43374.33,,,400.0,0.0,,,,,400.0,,,,0.0,400.0,,,,0.04,,,100.0,7.57,0.0,0.0,,0.0,100.0,6.32,0.809,89.65,0.1557,3.09
2023-03-28,29275.0,92216.25,0.34,1.52,0.06,0.09,0.0,52721.55,14237.0,16737.0,44846.55,,,200.0,0.0,,,,,200.0,,,,0.0,200.0,,,,0.04,,,100.0,7.85,0.0,0.0,,0.0,100.0,7.68,0.7886,88.4,0.1614,3.15
2023-03-29,29275.0,91630.75,0.34,1.46,0.06,0.09,0.0,52386.81,14237.0,16737.0,44561.81,,,,,,,,,,,,,,,,,,0.04,,,100.0,8.66,0.0,0.0,,0.0,100.0,7.79,0.7859,88.24,0.1781,3.13
2023-03-30,28475.0,88130.13,0.33,1.58,0.05,0.09,0.0,50563.02,13837.0,16337.0,42825.52,,,,,,,,0.0,,400.0,,,,,,,400.0,0.04,0.0,,100.0,8.52,0.0,0.0,,0.0,100.0,4.83,0.8329,91.06,0.1753,3.095
2023-03-31,28475.0,89269.13,0.33,1.64,0.05,0.09,0.0,51216.5,13837.0,16337.0,43379.0,,,,,,,,,,,,,,,,,,0.04,,,100.0,8.59,0.0,0.0,,0.0,100.0,4.76,0.835,91.18,0.1767,3.135
2023-04-03,28475.0,90408.13,0.33,1.64,0.05,0.09,0.0,51869.98,13837.0,16337.0,43932.48,,,,,,,,,,,,,,,,,,0.04,,,100.0,8.86,0.0,0.0,,0.0,100.0,4.77,0.8349,91.18,0.1823,3.175
2023-04-04,27675.0,94095.0,0.32,1.58,0.05,0.09,0.0,54185.8,13437.0,15937.0,45685.8,,,,,,,,0.0,,400.0,,,,,,,400.0,0.04,0.0,,100.0,9.67,0.0,0.0,,0.0,100.0,3.57,0.8922,94.37,0.1991,3.4
2023-04-05,27275.0,95462.5,0.31,1.5,0.05,0.09,0.0,55079.5,13237.0,15737.0,46329.5,,,,,,,,0.0,,200.0,,,,,,,200.0,0.05,0.0,,100.0,13.54,0.0,0.0,,0.0,100.0,3.72,0.9196,95.82,0.2789,3.5
2023-04-06,29275.0,97193.0,0.34,1.48,0.06,0.1,0.0,55566.84,14237.0,16737.0,47266.84,,,1000.0,,,1000.0,,,,,,,,1000.0,0.0,,,0.05,,,100.0,60.4,0.0,0.0,,0.0,100.0,8.0,0.7816,87.97,1.2419,3.32
2023-04-07,29275.0,97193.0,0.34,1.24,0.06,0.1,0.0,55566.84,14237.0,16737.0,47266.84,,,,,,,,,,,,,,,,,,0.05,,,100.0,60.4,0.0,0.0,,0.0,100.0,7.82,0.7874,88.32,1.2419,
2023-04-10,29275.0,97193.0,0.34,1.24,0.06,0.1,0.0,55566.84,14237.0,16737.0,47266.84,,,,,,,,,,,,,,,,,,0.05,,,100.0,60.4,0.0,0.0,,0.0,100.0,7.82,0.7875,88.33,1.2419,
2023-04-11,29275.0,98949.5,0.34,1.24,0.06,0.1,0.0,56571.06,14237.0,16737.0,48121.06,,,,,,,,,,,,,,,,,,0.05,,,100.0,60.4,0.0,0.0,,0.0,100.0,7.69,0.789,88.42,1.2419,3.38
2023-04-12,32475.0,102945.75,0.37,1.35,0.06,0.11,0.0,58128.29,15837.0,18337.0,50203.29,,,1600.0,0.01,,,,,1600.0,,,,0.01,1600.0,,,,0.05,,,100.0,62.91,0.0,0.0,,0.0,100.0,18.55,0.6415,77.85,1.2901,3.17
2023-04-13,32475.0,99698.25,0.37,1.28,0.06,0.1,0.0,56294.59,15837.0,18337.0,48619.59,,,,,,,,,,,,,,,,,,0.05,,,100.0,62.91,0.0,0.0,,0.0,100.0,18.25,0.6456,78.18,1.2901,3.07
2023-04-14,32475.0,99373.5,0.37,1.29,0.06,0.1,0.0,56111.22,15837.0,18337.0,48461.22,,,,,,,,,,,,,,,,,,0.05,,,100.0,62.91,0.0,0.0,,0.0,100.0,17.98,0.6494,78.49,1.2901,3.06
2023-04-17,32475.0,102296.25,0.37,1.26,0.06,0.1,0.0,57761.55,15837.0,18337.0,49886.55,,,,,,,,,,,,,,,,,,0.05,,,100.0,62.91,0.0,0.0,,0.0,100.0,17.69,0.6537,78.83,1.2901,3.15
