,SP5 FP Equity_PX_LAST
2025-04-29,49.789
2025-04-30,49.963
2025-05-02,51.357
2025-05-05,51.354
2025-05-06,51.019
2025-05-07,50.747
2025-05-08,51.743
2025-05-09,51.642
2025-05-12,53.687
2025-05-13,54.195
2025-05-14,54.063
2025-05-15,54.208
2025-05-16,54.651
2025-05-19,54.239
2025-05-20,54.299
2025-05-21,53.718
2025-05-22,53.241
2025-05-23,52.54
2025-05-26,52.997
2025-05-27,53.513
2025-05-28,53.772
2025-05-29,53.431
2025-05-30,53.392
2025-06-02,53.011
2025-06-03,53.886
2025-06-04,53.818
2025-06-05,53.875
2025-06-06,54.07
2025-06-09,54.051
2025-06-10,54.153
2025-06-11,54.171
2025-06-12,53.616
2025-06-13,53.501
2025-06-16,53.658
2025-06-17,53.639
2025-06-18,53.625
2025-06-19,53.162
2025-06-20,53.399
2025-06-23,53.357
2025-06-24,53.849
2025-06-25,53.91
2025-06-26,53.88
2025-06-27,54.271
2025-06-30,54.206
2025-07-01,54.128
2025-07-02,54.276
2025-07-03,54.921
2025-07-04,54.522
2025-07-07,54.721
2025-07-08,54.735
2025-07-09,54.894
2025-07-10,55.326
2025-07-11,55.062
2025-07-14,55.114
2025-07-15,55.616
2025-07-16,54.674
2025-07-17,55.842
2025-07-18,55.62
2025-07-21,55.69
2025-07-22,55.269
2025-07-23,55.578
2025-07-24,55.739
2025-07-25,55.982
2025-07-28,56.654
2025-07-29,56.929
2025-07-30,57.17
2025-07-31,57.493
2025-08-01,55.598
2025-08-04,56.183
2025-08-05,56.029
2025-08-06,56.115
2025-08-07,56.107
2025-08-08,56.292
2025-08-11,56.725
2025-08-12,56.659
2025-08-13,56.738
2025-08-14,57.055
2025-08-15,56.782
2025-08-18,56.879
2025-08-19,56.821
2025-08-20,56.411
2025-08-21,56.675
2025-08-22,56.945
2025-08-25,57.0
2025-08-26,56.937
2025-08-27,57.518
2025-08-28,57.277
2025-08-29,56.872
