,EN FP Equity_DX_SI_QTY,EN FP Equity_DX_SHORT_INTEREST_VALUE,EN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EN FP Equity_DX_SI_MV,EN FP Equity_DX_DSS,EN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EN FP Equity_DX_SUPPLY_SI_QTY,EN FP Equity_DX_BROKER_SI_QTY,EN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EN FP Equity_DX_BROKER_SI_MV_NEW_x,EN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EN FP Equity_DX_SUPPLY_SI_QTY_INC_x,EN FP Equity_DX_BROKER_SI_MV_INC_x,EN FP Equity_DX_SUPPLY_SI_MV_NEW,EN FP Equity_DX_BROKER_SI_QTY_ADD,EN FP Equity_DX_BROKER_SI_QTY_NEW,EN FP Equity_DX_SUPPLY_SI_MV_DEC,EN FP Equity_DX_BROKER_SI_QTY_INC,EN FP Equity_DX_SUPPLY_SI_QTY_DEC,EN FP Equity_DX_BROKER_SI_MV_NEW_y,EN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EN FP Equity_DX_BROKER_SI_MV_INC_y,EN FP Equity_DX_SUPPLY_SI_QTY_INC_y,EN FP Equity_DX_BROKER_SI_MV_ADD,EN FP Equity_DX_SUPPLY_SI_QTY_ADD,EN FP Equity_DX_BROKER_SI_QTY_DEC,EN FP Equity_DX_SUPPLY_SI_MV,EN FP Equity_DX_BROKER_SI_MV_DEC,EN FP Equity_DX_SUPPLY_SI_MV_RMV,EN FP Equity_DX_BROKER_SI_MV_RMV,EN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EN FP Equity_DX_UTILIZATION_QUANTITY,EN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EN FP Equity_DX_ACTIVE_UTILIZATION_MV,EN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EN FP Equity_DX_BROKER_SI_CON_RATIO,EN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EN FP Equity_DX_DEMAND_SUPPLY_RATIO,EN FP Equity_PX_LAST
2013-07-08,29448868.0,486131856.13,12.02,27.74,9.23,598.8,2.0,448594629.26,15774869.0,27174940.0,260406150.32,,,46729.0,0.05,,,,1.81,34437.0,85718.0,,,0.05,46729.0,,19952.0,279580.0,307.12,5.4,,,41.47,41.47,22262348.0,367499238.18,,435.06,41.38,24.93,0.1783,27.82,0.7742,19.88
2013-07-09,29843416.0,494255680.33,12.18,27.83,9.35,611.13,2.0,452239879.3,15763729.0,27306480.0,261073082.3,,,,4.03,,35681.0,,0.22,105116.0,11140.0,,,4.03,,0.75,,9257.0,314.79,0.14,,,41.54,41.54,22181388.0,367359990.45,,442.24,41.58,25.72,0.178,27.2,0.7865,19.945
2013-07-10,29336370.0,484761975.53,11.97,27.77,9.19,598.47,2.0,447190620.19,14078709.0,27062662.0,232640329.66,,,54911.0,0.19,,,,36.4,17115.0,1771049.0,,,0.19,54911.0,,31118.0,260933.0,278.58,5.76,,,37.11,37.11,23854040.0,394170497.4,,473.84,37.02,24.89,0.1772,27.62,0.7734,19.9
2013-07-11,29668820.0,498631691.77,12.11,28.98,9.3,606.32,2.0,459452707.11,14020141.0,27337652.0,235630760.7,,,126617.0,5.37,,,,3.85,279512.0,194785.0,,,5.37,126617.0,,9600.0,4522.0,277.73,0.0,,,36.98,36.98,23894708.0,401588559.11,,475.42,36.88,24.61,0.1744,27.38,0.7825,20.24
2013-07-12,28351804.0,480852478.48,11.57,28.4,8.88,587.2,2.0,441516635.33,13901100.0,26032502.0,235765540.3,,,6493.0,11.3,,,,2.87,533987.0,156476.0,,,11.3,6493.0,,100000.0,1839137.0,280.61,33.29,1.35,,36.82,36.82,23848724.0,404479307.35,69058.0,481.05,36.84,23.67,0.1677,25.57,0.751,20.425
2013-07-15,31173764.0,533243486.68,12.72,31.44,9.77,650.69,2.0,486556360.84,15559306.0,28444404.0,266150041.48,,,1304340.0,52.03,,,,0.0,2416746.0,6366.0,,,52.03,1304340.0,,360232.0,4845.0,317.43,0.05,,,41.21,41.21,22193314.0,379628207.18,,453.67,41.17,21.53,0.161,23.13,0.8257,20.6
2013-07-16,33571108.0,567560999.25,13.7,34.16,10.52,702.27,3.0,521161570.21,16611162.0,30826592.0,280832187.71,,,951494.0,50.04,,,,2.47,2382190.0,121276.0,,,50.04,951494.0,,221638.0,,340.02,,,,43.84,43.84,21283106.0,359817165.06,,436.13,43.81,21.49,0.1541,22.39,0.8859,20.36
2013-07-17,33552598.0,570034155.56,13.69,34.76,10.51,701.47,3.0,523406525.68,16542695.0,30808064.0,281048316.29,,59656.0,215.0,1.21,1.22,,,3.29,77248.0,153338.0,,59656.0,1.21,215.0,,25000.0,95778.0,337.3,1.86,,,43.49,43.49,21491772.0,365129523.01,,438.15,43.5,21.46,0.1534,22.45,0.8822,20.46
2013-07-18,33068658.0,561537777.51,13.49,34.87,10.36,692.82,3.0,514818825.18,15833515.0,30317404.0,268868389.62,,,33199.0,4.01,,50000.0,,15.57,183123.0,770083.0,,,4.01,33199.0,1.02,27704.0,723782.0,323.88,14.48,,,41.74,41.74,22096448.0,375219045.8,,451.67,41.76,21.75,0.1509,22.76,0.8718,20.45
2013-07-19,33156768.0,565236548.35,13.53,35.61,10.39,694.2,3.0,519079701.32,15932418.0,30449208.0,271606236.09,,,159500.0,2.88,,,,1.27,141764.0,60597.0,,,2.88,159500.0,,,9959.0,325.73,0.34,,,41.88,41.88,22109722.0,376913182.5,,452.12,41.88,21.67,0.1501,22.73,0.8716,20.53
2013-07-22,32956924.0,563471705.38,13.45,35.9,10.33,691.8,3.0,517179996.74,15946936.0,30249366.0,272648236.94,,,49314.0,0.64,,37165.0,,0.7,27115.0,34796.0,,,0.64,49314.0,0.76,,264123.0,327.26,4.75,,,41.72,41.72,22274136.0,380825752.97,,457.28,41.71,21.3,0.149,22.85,0.8623,20.59
2013-07-23,32335240.0,590701216.65,13.2,35.68,10.13,689.16,2.0,541158823.9,15337443.0,29623268.0,280184907.87,,,4415.0,0.59,,,,12.54,20250.0,618983.0,,,0.59,4415.0,,5075.0,646349.0,319.05,10.85,,,40.14,40.14,22873876.0,417860711.19,,478.6,40.0,21.33,0.1494,23.86,0.8462,22.0
2013-07-24,32292226.0,590049507.19,13.18,31.82,10.12,708.02,2.0,540377341.41,15344058.0,29573768.0,280369456.76,,,13637.0,0.09,,,,0.07,1395.0,8022.0,,,0.09,13637.0,,1000.0,50895.0,338.11,0.0,,,40.05,40.05,22969662.0,419705898.98,,505.51,40.08,20.75,0.1468,23.22,0.8428,22.005
2013-07-25,31980684.0,577983599.68,13.05,30.84,10.02,706.87,2.0,528601397.35,14928737.0,29248294.0,269805522.29,,,26527.0,,,,,10.07,,447860.0,,,,26527.0,,6012.0,325473.0,327.46,7.88,,,39.03,39.03,23320324.0,421465807.65,,511.45,39.03,21.48,0.1478,23.16,0.8361,21.765
2013-07-26,31745376.0,579661959.38,12.95,30.53,9.95,700.63,2.0,529207479.93,14834504.0,28982220.0,270874021.31,,,30682.0,0.0,,,,2.86,10371.0,125000.0,,,0.0,30682.0,,85.0,276445.0,323.66,6.08,,,38.74,38.74,23455956.0,428299397.49,,512.61,38.7,21.69,0.1496,23.46,0.8291,21.99
2013-07-29,30758236.0,558189074.16,12.55,29.73,9.64,681.47,2.0,508241353.2,14612576.0,28005936.0,265183616.79,,,28328.0,1.17,,,,6.22,14265.0,296633.0,,,1.17,28328.0,,47429.0,990549.0,321.2,20.18,0.02,,37.91,37.91,23931796.0,434305369.53,1052.0,525.21,37.95,22.26,0.1532,24.05,0.798,21.855
2013-07-30,30193848.0,553587951.35,12.32,28.85,9.46,668.26,2.0,503394282.11,14141633.0,27456180.0,259279229.37,,,19241.0,,,2564.0,,11.04,,490184.0,,,,19241.0,0.06,,552320.0,309.6,12.2,,,36.87,36.87,24217800.0,444020327.86,,530.21,36.87,22.56,0.1573,24.64,0.7871,22.08
2013-07-31,29741244.0,542573130.56,12.14,28.44,9.32,660.25,2.0,492616129.91,13952713.0,27002842.0,254541039.78,,,185604.0,2.73,,,,8.85,107109.0,412162.0,,,2.73,185604.0,,37638.0,560447.0,307.35,11.59,,,36.34,36.34,24441160.0,445883053.7,,537.66,36.37,22.92,0.1606,25.03,0.7746,21.97
2013-08-01,29378048.0,549852170.32,11.99,27.81,9.2,653.73,2.0,498926749.03,13615891.0,26657154.0,254840866.8,,,112.0,0.67,,,,7.62,15000.0,344208.0,,,0.67,112.0,,7274.0,360688.0,301.51,7.73,,,35.61,35.61,24615388.0,460712179.21,,544.6,35.63,23.17,0.1626,25.31,0.7684,22.54
2013-08-02,29381146.0,554179642.59,11.99,27.71,9.21,663.91,2.0,502613257.69,13480275.0,26647232.0,254261490.74,,,70946.0,5.13,,,,4.76,168832.0,245198.0,,,5.13,70946.0,,28000.0,178753.0,303.68,0.0,,,35.49,35.49,24499988.0,462112491.91,,551.89,35.49,23.02,0.1621,25.11,0.7736,22.715
2013-08-05,29288030.0,557408862.95,11.95,27.94,9.18,666.05,2.0,505377097.95,13470227.0,26554116.0,256364935.29,,,81858.0,5.19,,,,5.06,154841.0,247271.0,,,5.19,81858.0,,155365.0,247957.0,306.41,4.56,,,35.37,35.37,24614000.0,468452871.45,,559.84,35.37,22.93,0.1632,25.03,0.769,22.92
2013-08-06,29426060.0,548063002.43,12.01,27.8,9.22,670.47,2.0,495690889.64,13643889.0,26614148.0,254118654.36,,,100362.0,2.08,,524.0,,0.41,97508.0,18775.0,,,2.08,100362.0,0.01,92075.0,38000.0,310.69,0.35,,,35.66,35.66,24620436.0,458557825.12,,559.78,35.69,22.76,0.1619,25.02,0.769,22.43
2013-08-07,29274246.0,544992369.96,11.95,28.02,9.17,659.2,2.0,492308020.12,13838798.0,26444308.0,257633939.38,,,98517.0,2.99,,,,0.83,234006.0,32096.0,,,2.99,98517.0,,128488.0,403847.0,309.92,10.09,,,35.08,35.08,25609854.0,476773168.67,,573.67,35.08,21.61,0.1583,25.12,0.7421,22.42
2013-08-08,29393242.0,557702755.82,11.99,28.3,9.21,661.78,2.0,504654813.06,13958734.0,26597396.0,264850825.9,,,240034.0,3.92,,,,2.65,170010.0,120098.0,,,3.92,240034.0,,,16922.0,313.25,0.4,,,35.16,35.16,25741738.0,488419692.6,,578.94,35.11,21.51,0.1569,25.01,0.7404,22.85
2013-08-09,29316448.0,571216842.3,11.96,28.53,9.19,671.17,2.0,519726199.2,14056070.0,26673804.0,273875741.04,,,231182.0,1.55,,52000.0,,4.84,55000.0,241160.0,,,1.55,231182.0,1.22,107314.0,30593.0,322.92,0.0,,,35.86,35.86,25144162.0,489921862.97,,578.14,35.84,21.42,0.1564,24.98,0.7479,23.465
2013-08-12,28869708.0,569584186.52,11.78,27.98,9.05,671.62,2.0,517429476.8,13254605.0,26226216.0,261506399.94,,,103463.0,0.54,,,,21.39,21950.0,963571.0,,,0.54,103463.0,,58643.0,469538.0,310.56,8.39,,,33.77,33.77,25999264.0,512951832.95,,608.11,33.81,21.6,0.1578,25.19,0.7355,23.76
2013-08-13,28827112.0,570658752.05,11.76,27.99,9.03,677.78,2.0,520047038.48,13325929.0,26270436.0,263798815.96,,,70328.0,2.6,,,,2.81,54663.0,121389.0,,,2.6,70328.0,,122385.0,10441.0,314.97,0.21,5.46,,34.72,34.72,25052548.0,495937844.11,250000.0,591.88,34.73,21.5,0.1589,25.31,0.7511,23.84
2013-08-14,28972588.0,580515350.68,11.82,28.22,9.08,683.57,2.0,528292831.24,13634734.0,26366246.0,273195214.37,,,294772.0,5.3,,,,0.01,201739.0,587.0,,,5.3,294772.0,,14620.0,105930.0,325.24,1.74,,,35.28,35.28,25012530.0,501168816.0,,598.8,35.2,21.32,0.1575,25.16,0.7497,24.13
2013-08-15,29216100.0,587214032.34,11.92,28.45,9.15,693.5,2.0,534783491.63,13864979.0,26607484.0,278672041.33,,,54672.0,7.4,,12359.0,,0.05,248879.0,2027.0,,,7.4,54672.0,0.3,177600.0,20000.0,332.86,0.37,,,35.71,35.71,24958004.0,501630613.53,,601.82,35.61,21.11,0.1553,24.88,0.7525,24.205
2013-08-16,29198220.0,595340476.6,11.91,28.62,9.15,696.67,2.0,542233358.06,13986588.0,26593604.0,285181150.29,,,103850.0,0.87,,,,2.59,36121.0,118164.0,,,0.87,103850.0,,135923.0,50000.0,338.7,0.91,,,35.98,35.98,24883040.0,507355615.95,,603.91,35.93,21.04,0.1553,24.92,0.7512,24.555
2013-08-19,28767898.0,586805255.11,11.74,28.49,9.01,693.19,2.0,539766633.84,13724274.0,26461848.0,279946630.29,,43142.0,103418.0,5.8,1.06,,,4.62,167701.0,191932.0,,43142.0,5.8,103418.0,,76200.0,299457.0,336.97,6.27,1.05,,35.24,35.24,25225066.0,514538854.71,43142.0,619.42,35.23,20.64,0.1576,25.18,0.7386,24.565
2013-08-20,28866078.0,572868282.31,11.78,28.66,9.04,694.39,2.0,525541027.83,13919638.0,26481320.0,276245325.44,,43142.0,158483.0,1.86,1.05,,,1.88,80100.0,72224.0,,43142.0,1.86,158483.0,,109105.0,60629.0,339.74,1.78,1.06,,35.74,35.74,25029566.0,496729915.35,43142.0,610.15,35.77,20.59,0.1565,25.22,0.7411,23.9
2013-08-21,28927392.0,567359419.95,11.8,28.24,9.06,685.66,2.0,521297724.09,13651421.0,26578890.0,267748378.43,,,97100.0,4.13,,10300.0,,10.48,271235.0,420985.0,,,4.13,97100.0,0.25,55668.0,183965.0,326.43,7.75,,,35.09,35.09,25252524.0,495283410.58,,603.07,35.12,20.56,0.155,25.32,0.7436,23.62
2013-08-22,29007914.0,578934887.32,11.84,28.18,9.09,682.23,2.0,532163683.22,13660900.0,26664412.0,272641859.12,,,13375.0,2.02,,,,0.16,115523.0,8044.0,,,2.02,13375.0,,4148.0,30000.0,323.63,0.5,,,34.98,34.98,25387540.0,506680094.59,,603.26,34.92,20.61,0.1538,25.07,0.7429,24.035
2013-08-23,28821420.0,572819642.43,11.76,28.05,9.03,683.48,2.0,526839278.23,13501537.0,26507918.0,268340199.63,,,116673.0,,,,,8.0,,342999.0,,,,116673.0,,66963.0,156495.0,323.91,2.25,,,34.77,34.77,25324420.0,503317505.14,,607.5,34.78,20.66,0.1546,25.28,0.7423,23.935
2013-08-26,28450424.0,558477024.5,11.61,27.93,8.91,673.84,2.0,513094267.81,13391376.0,26138496.0,262870452.21,,,171993.0,,,,,6.92,,286453.0,,,,171993.0,,4299.0,369422.0,320.23,9.02,,,34.23,34.23,25731144.0,505098016.75,,614.9,34.24,20.77,0.1562,25.65,0.7272,23.64
2013-08-27,28294372.0,538732541.84,11.55,27.98,8.87,663.16,2.0,494556406.84,13626827.0,25974230.0,259458493.97,,,367322.0,,,3836.0,,3.37,,136159.0,,,,367322.0,0.1,4288.0,168102.0,320.62,7.16,,,34.76,34.76,25572476.0,486906901.36,,600.02,34.83,21.1,0.1584,25.92,0.7218,22.93
2013-08-28,28141054.0,591894964.34,11.48,27.06,8.82,652.2,2.0,545072273.47,13176647.0,25914916.0,277146371.5,,,51523.0,1.57,,,,13.88,63044.0,579285.0,,,1.57,51523.0,,77582.0,122359.0,306.91,5.83,,,33.59,33.59,26050292.0,547919656.97,,617.21,33.21,21.19,0.157,25.77,0.7174,25.33
2013-08-29,28174086.0,570013770.35,11.5,23.85,8.83,692.79,2.0,524162216.28,13208490.0,25907780.0,267232136.14,,,103099.0,0.96,,,,0.0,35546.0,79747.0,,,0.96,103099.0,,8491.0,42680.0,333.86,0.0,,,33.76,33.76,25916566.0,524339973.27,,651.39,33.89,20.78,0.1562,25.83,0.7201,24.365
2013-08-30,28056260.0,551322075.16,11.45,22.77,8.79,674.97,2.0,507176316.26,13107840.0,25809724.0,257576795.68,,,172778.0,0.0,,,,8.75,67899.0,273428.0,,,0.0,172778.0,,,165955.0,318.1,7.24,,,33.72,33.72,25768052.0,506357436.86,,623.58,33.78,21.14,0.1569,25.83,0.7217,23.665
2013-09-02,27127916.0,534431131.91,11.07,21.46,8.5,642.58,2.0,490784395.5,12219123.0,24912392.0,240721761.89,,,66333.0,,,,,24.22,,965580.0,,,,66333.0,,10530.0,897334.0,289.63,25.56,,,31.35,31.35,26758460.0,527152696.36,,634.32,31.35,21.69,0.1605,26.76,0.696,23.725
2013-09-03,26674256.0,532249401.19,10.88,20.81,8.36,629.78,2.0,488232275.37,12037941.0,24468290.0,240201147.09,,,69818.0,4.71,,50000.0,,6.39,209521.0,274033.0,,,4.71,69818.0,1.22,23033.0,703622.0,286.1,18.37,,,30.75,30.75,27111824.0,540980490.3,,646.08,30.69,22.03,0.1681,28.06,0.6813,24.03
2013-09-04,32742464.0,670732891.69,13.36,27.7,10.26,785.28,3.0,625729896.7,14709393.0,30545600.0,301323495.44,,,3306137.0,163.06,,,,14.85,6496928.0,640644.0,,,163.06,3306137.0,,5959.0,419617.0,353.79,9.59,,,37.7,37.7,24304752.0,497885455.13,,588.65,37.54,17.67,0.1827,32.35,0.8392,24.67
2013-09-05,32848736.0,671818827.24,13.4,27.49,10.29,803.6,3.0,626381961.41,14465944.0,30627090.0,295855935.92,,,257081.0,13.57,,,,15.27,333058.0,660914.0,,,13.57,257081.0,,160384.0,251569.0,357.34,5.62,,,37.28,37.28,24334584.0,497688303.27,,600.32,37.31,17.52,0.1856,32.38,0.8466,24.63
2013-09-06,32797708.0,678264578.02,13.38,27.54,10.28,800.42,3.0,632443611.31,14227189.0,30582020.0,294221728.65,,,1.0,2.89,,,,6.0,127988.0,238756.0,,,2.89,1.0,,,173059.0,349.45,5.01,,,36.49,36.49,24757848.0,511998317.88,,611.04,36.38,17.58,0.1868,32.47,0.8413,24.905
2013-09-09,32940470.0,667267096.14,13.44,27.98,10.32,808.47,3.0,622207601.25,14567249.0,30716052.0,295085223.1,,,285136.0,7.95,,4100.0,,0.86,242644.0,38990.0,,,7.95,285136.0,0.1,93914.0,112712.0,360.75,2.93,,,36.74,36.74,25085360.0,508148041.69,,619.48,36.8,17.63,0.187,32.41,0.8307,24.395
2013-09-10,32840054.0,679549342.13,13.4,27.79,10.29,797.16,3.0,633106276.74,14800428.0,30595636.0,306260796.97,,,165000.0,2.58,,,,2.22,98464.0,77821.0,,,2.58,165000.0,,146000.0,218880.0,361.62,8.19,,,37.25,37.25,24928996.0,515848202.68,,613.04,37.1,17.8,0.1866,32.4,0.8266,24.92
2013-09-11,33025784.0,689699992.61,13.48,27.87,10.35,811.75,3.0,642934410.22,15096298.0,30786448.0,315266296.75,,,556650.0,10.86,,,,6.75,231256.0,286231.0,,,10.86,556650.0,,25451.0,40442.0,375.89,0.0,,,37.95,37.95,24684198.0,515496957.72,,616.85,37.86,17.45,0.1831,31.99,0.8302,25.15
2013-09-12,32812956.0,734571948.75,13.39,28.04,10.28,818.54,3.0,685485113.69,15232182.0,30620272.0,340997428.44,,,186047.0,3.26,,17235.0,,2.21,77091.0,97528.0,,,3.26,186047.0,0.44,47365.0,260504.0,385.77,4.77,,,38.35,38.35,24488470.0,548214648.19,,632.73,37.88,17.24,0.185,32.27,0.8261,26.96
2013-09-13,33160700.0,749240641.83,13.53,26.77,10.39,872.24,3.0,698406686.36,15401793.0,30910836.0,347991727.34,,,135497.0,26.7,,,,0.0,290564.0,6135.0,,,26.7,135497.0,,40249.0,,413.18,,,,38.77,38.77,24325648.0,549619402.5,,647.83,38.94,16.58,0.182,31.94,0.8347,27.21
2013-09-16,33121784.0,742585698.05,13.52,26.15,10.38,877.29,3.0,690691080.21,15564240.0,30807112.0,348948052.59,,,223755.0,4.02,,,,2.03,109402.0,76360.0,,,4.02,223755.0,,15052.0,213124.0,422.11,2.6,,,38.95,38.95,24397408.0,546986425.92,,661.6,38.95,16.47,0.1825,31.93,0.8288,27.0
2013-09-17,34131424.0,762812652.38,13.93,26.22,10.69,901.26,3.0,707967526.41,15852568.0,31677424.0,354293434.79,,,123315.0,23.17,,75000.0,,,888311.0,,,,23.17,123315.0,2.01,165013.0,93000.0,427.6,2.2,,,39.52,39.52,24255288.0,542088152.36,,654.41,39.52,15.79,0.1731,30.95,0.851,26.915
2013-09-18,34707932.0,779443822.69,14.16,26.73,10.87,912.76,3.0,724296694.3,15651468.0,32252280.0,351488531.46,,,62658.0,13.55,,,,7.3,574856.0,263969.0,,,13.55,62658.0,,211.0,,418.58,,,,38.5,38.5,24999280.0,561414444.62,,673.45,38.33,16.54,0.1714,30.46,0.8538,27.045
2013-09-19,34935252.0,781647897.52,14.26,26.77,10.95,921.3,3.0,725995774.13,15775560.0,32447916.0,352965345.9,,,173782.0,10.08,,,,3.56,351798.0,142588.0,,,10.08,173782.0,,92898.0,156162.0,423.87,3.4,,,38.39,38.39,25321304.0,566543617.15,,681.53,38.35,16.1,0.1687,30.23,0.8501,26.945
2013-09-20,34528136.0,779850102.29,14.09,26.16,10.82,910.89,3.0,723867438.88,15808159.0,32049484.0,357041990.72,,154728.0,29462.0,,4.17,,,4.25,,156258.0,,154728.0,,29462.0,,4667.0,398433.0,426.54,10.71,,,37.81,37.81,26004556.0,587337111.29,,703.87,37.73,15.95,0.1711,30.57,0.8258,27.2
2013-09-23,34023492.0,753054950.78,13.88,25.52,10.66,903.74,3.0,698181161.47,15712750.0,31544260.0,347776300.5,,,44780.0,3.26,,,,6.26,72980.0,240779.0,,,3.26,44780.0,,100590.0,578203.0,426.91,13.67,,,37.82,37.82,25830710.0,571720975.84,,697.67,37.96,16.06,0.1736,31.06,0.819,26.655
2013-09-24,34622612.0,789171283.03,14.13,25.92,10.85,908.41,3.0,731236485.62,15998334.0,32080890.0,364658384.79,,,76147.0,10.14,,100212.0,,1.38,493362.0,47425.0,,,10.14,76147.0,2.67,256862.0,56944.0,428.17,3.64,,,38.46,38.46,25594242.0,583382928.97,,691.12,38.25,15.57,0.1688,30.45,0.8324,27.45
2013-09-25,33282852.0,755178818.52,13.58,24.49,10.43,889.42,3.0,696760214.27,15471821.0,30708180.0,351051391.36,,,284349.0,1.89,,,,18.92,62528.0,832112.0,,,1.89,284349.0,,21250.0,1435238.0,423.79,31.61,,,37.46,37.46,25833608.0,586157507.4,,707.74,37.45,16.17,0.1772,31.76,0.8058,27.325
2013-09-26,32975836.0,743010132.42,13.46,24.24,10.33,878.94,3.0,684751999.04,15120673.0,30390258.0,340698360.1,,,23616.0,,,,,12.5,,449827.0,,,,23616.0,,75063.0,317922.0,413.24,9.45,,,36.6,36.6,26191140.0,590137651.09,,714.47,36.64,15.95,0.1795,32.09,0.7982,27.135
2013-09-27,32675840.0,730824059.79,13.33,23.86,10.24,866.47,3.0,675595310.49,14500062.0,30206510.0,324306710.34,,,40966.0,2.89,,,,23.63,162589.0,820888.0,,,2.89,40966.0,,159311.0,346337.0,392.63,9.59,,,35.06,35.06,26855066.0,600637301.45,,726.83,35.07,16.11,0.1839,32.54,0.7901,26.935
2013-09-30,32636634.0,731031195.82,13.32,23.85,10.23,860.91,3.0,676548836.98,14452784.0,30204288.0,323729339.57,,,28000.0,0.0,,,,2.25,36074.0,79540.0,,,0.0,28000.0,,4262.0,38297.0,389.99,1.76,,,35.04,35.04,26793136.0,600142105.65,,722.55,35.05,16.17,0.1833,32.46,0.7913,26.975
2013-10-01,32108810.0,722941098.8,13.1,23.31,10.06,848.34,3.0,662685834.05,14607802.0,29432624.0,328899776.38,,250000.0,91701.0,1.04,6.74,,,5.04,39163.0,186683.0,,250000.0,1.04,91701.0,,,810825.0,394.38,21.79,,,34.53,34.53,27691322.0,623479809.87,,748.71,34.5,16.42,0.1884,32.95,0.7591,27.115
2013-10-02,31878948.0,712471442.12,13.01,23.38,9.99,843.66,2.0,652648819.25,14402347.0,29202234.0,321882043.82,,,13530.0,,,39681.0,,5.85,,218985.0,,,,13530.0,1.08,,270072.0,389.38,6.54,,,34.17,34.17,27745564.0,620093297.8,,749.98,34.18,16.5,0.1904,33.26,0.7564,26.915
2013-10-03,31892296.0,705751964.01,13.01,23.46,9.99,838.99,2.0,646069341.29,14347339.0,29195292.0,317495569.39,,,17050.0,0.17,,,,3.29,37129.0,102074.0,,,0.17,17050.0,,30016.0,44070.0,385.18,1.24,,,34.09,34.09,27740232.0,613869983.4,,744.18,34.11,16.57,0.1906,33.28,0.7578,26.65
2013-10-04,31868460.0,705224491.67,13.0,23.53,9.99,835.18,2.0,645638175.36,14270105.0,29175808.0,315786440.41,,,55435.0,0.47,,,,4.07,52002.0,143152.0,,,0.47,55435.0,,10483.0,71488.0,381.28,2.72,,,33.96,33.96,27750852.0,614104995.82,,740.83,33.98,16.63,0.1905,33.36,0.7584,26.65
2013-10-07,31659272.0,697440671.63,12.92,23.44,9.92,828.84,2.0,638461256.18,14101222.0,28981990.0,310644090.06,,,12748.0,0.13,,,,5.22,4700.0,181631.0,,,0.13,12748.0,,,198517.0,375.72,5.74,,,33.63,33.63,27828794.0,613056825.12,,741.67,33.62,16.73,0.1919,33.59,0.7551,26.53
2013-10-08,30407152.0,666574610.78,12.41,22.43,9.53,791.33,2.0,607903229.12,12880859.0,27730738.0,282369541.69,,,116576.0,13.66,,,,36.09,519341.0,1336939.0,,,13.66,116576.0,,,1770593.0,341.55,47.63,,,30.74,30.74,29022556.0,636221997.04,,769.1,30.75,16.62,0.1958,34.92,0.7256,26.4
2013-10-09,30000864.0,657294436.83,12.24,22.47,9.4,778.16,2.0,604732990.88,12582935.0,27601804.0,275681832.85,,,34225.0,,,,,10.67,,402149.0,,,,34225.0,,70000.0,128933.0,332.85,4.42,,,30.14,30.14,29164472.0,638969770.96,,771.04,30.15,16.75,0.1995,35.32,0.7186,26.385
2013-10-10,29656108.0,680769115.25,12.1,24.86,9.29,770.27,2.0,624439440.81,12432444.0,27202238.0,285392267.33,,,40493.0,0.2,,,,8.91,8543.0,321727.0,,,0.2,40493.0,,130743.0,408110.0,331.63,10.54,,,29.75,29.75,29358548.0,673938493.45,,788.78,29.6,16.89,0.2024,35.65,0.7096,27.645
2013-10-11,29542852.0,689085725.93,12.06,25.49,9.26,793.01,2.0,630229910.86,12467930.0,27019554.0,290813919.89,,,38447.0,0.38,,,,0.23,16000.0,10097.0,,,0.38,38447.0,,7136.0,198684.0,345.26,0.41,,,29.82,29.82,29345230.0,684476201.46,,816.11,29.73,17.17,0.2039,35.91,0.7065,28.09
2013-10-14,28548104.0,666357379.5,11.65,24.66,8.94,781.26,2.0,607626224.65,12460794.0,26031942.0,290854413.18,,,,5.52,,,,0.2,155588.0,7136.0,,,5.52,,,,1143200.0,349.17,24.14,,,29.73,29.73,29455814.0,687544750.01,,827.71,29.67,17.72,0.2091,36.86,0.6811,28.11
2013-10-15,28417556.0,687379071.2,11.6,24.78,8.9,782.64,2.0,626534454.16,12285874.0,25902124.0,297177303.32,,,,12.17,,,,4.88,346199.0,174920.0,,,12.17,,,,476018.0,347.32,12.64,,,29.1,29.1,29939262.0,724186911.28,,852.58,28.95,18.0,0.213,36.89,0.673,29.13
2013-10-16,28678260.0,704758362.65,11.7,24.28,8.99,810.54,2.0,643893330.14,12513489.0,26201520.0,307514682.5,,,175587.0,18.28,,,,,299396.0,,,,18.28,175587.0,,52028.0,,364.02,,,,29.53,29.53,29858672.0,733766581.01,,873.43,29.42,18.04,0.2124,36.59,0.6768,29.595
