,AM3A FP Equity_DX_SI_QTY,AM3A FP Equity_DX_SHORT_INTEREST_VALUE,AM3A FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AM3A FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AM3A FP Equity_DX_SI_MV,AM3A FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AM3A FP Equity_DX_SUPPLY_SI_QTY,AM3A FP Equity_DX_BROKER_SI_QTY,AM3A FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AM3A FP Equity_DX_BROKER_SI_MV_NEW_x,AM3A FP Equity_DX_SUPPLY_SI_QTY_INC_x,AM3A FP Equity_DX_BROKER_SI_MV_INC_x,AM3A FP Equity_DX_BROKER_SI_QTY_ADD,AM3A FP Equity_DX_BROKER_SI_QTY_NEW,AM3A FP Equity_DX_SUPPLY_SI_MV_DEC,AM3A FP Equity_DX_BROKER_SI_QTY_INC,AM3A FP Equity_DX_SUPPLY_SI_QTY_DEC,AM3A FP Equity_DX_BROKER_SI_MV_NEW_y,AM3A FP Equity_DX_BROKER_SI_MV_INC_y,AM3A FP Equity_DX_SUPPLY_SI_QTY_INC_y,AM3A FP Equity_DX_BROKER_SI_MV_ADD,AM3A FP Equity_DX_SUPPLY_SI_QTY_ADD,AM3A FP Equity_DX_BROKER_SI_QTY_DEC,AM3A FP Equity_DX_SUPPLY_SI_MV,AM3A FP Equity_DX_BROKER_SI_MV_DEC,AM3A FP Equity_DX_BROKER_SI_MV_RMV,AM3A FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AM3A FP Equity_DX_UTILIZATION_QUANTITY,AM3A FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AM3A FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AM3A FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AM3A FP Equity_DX_ACTIVE_UTILIZATION_MV,AM3A FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AM3A FP Equity_DX_BROKER_SI_CON_RATIO,AM3A FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AM3A FP Equity_DX_DEMAND_SUPPLY_RATIO,AM3A FP Equity_PX_LAST
2023-12-28,400.0,82552.56,0.58,0.01,0.08,41276.28,200.0,200.0,41276.28,,,,,,0.0,,15.0,,,,,,15.0,0.04,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,206.3814
2023-12-29,400.0,81962.52,0.64,0.01,0.08,40981.26,200.0,200.0,40981.26,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,204.9063
2024-01-01,400.0,81962.52,0.66,0.01,0.08,40981.26,200.0,200.0,40981.26,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.3384
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.9743
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.7379
2024-01-05,400.0,81296.08,0.59,0.01,0.08,40648.04,200.0,200.0,40648.04,,,,200.0,,,,,,,,0.04,200.0,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,203.2402
2024-01-08,400.0,81379.08,0.57,0.01,0.08,40689.54,200.0,200.0,40689.54,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,203.4477
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.473
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2064
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2035
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.2121
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.4393
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2953
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.3651
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0735
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.1639
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.7871
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8248
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.9001
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.8617
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.6635
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.4506
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9282
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.455
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.9104
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.4883
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.2362
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.4361
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.2438
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5838
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.3131
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5139
2024-02-13,400.0,80152.36,0.56,0.01,0.08,40076.18,200.0,200.0,40076.18,,,,200.0,,,,,,,,0.04,200.0,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,200.3809
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.1745
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0833
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.4638
2024-02-19,3.0,600.76,0.01,0.0,0.0,600.76,3.0,3.0,600.76,,,,3.0,,,,,,,,0.0,3.0,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,200.2531
2024-02-20,3.0,602.72,0.01,0.0,0.0,602.72,3.0,3.0,602.72,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,200.9059
2024-02-21,3.0,599.4,0.01,0.0,0.0,599.4,3.0,3.0,599.4,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,199.8009
2024-02-22,3.0,600.56,0.01,0.0,0.0,600.56,3.0,3.0,600.56,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,200.1862
2024-02-23,3.0,603.65,0.01,0.0,0.0,603.65,3.0,3.0,603.65,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,201.2152
2024-02-26,3.0,600.4,0.01,0.0,0.0,600.4,3.0,3.0,600.4,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,200.1335
2024-02-27,3.0,599.44,0.01,0.0,0.0,599.44,3.0,3.0,599.44,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,199.8139
2024-02-28,3.0,599.44,0.01,0.0,0.0,599.44,3.0,3.0,599.44,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,199.8128
2024-02-29,3.0,601.62,0.01,0.0,0.0,601.62,3.0,3.0,601.62,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,200.5411
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.4326
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.6906
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.959
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.86
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.4172
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.7964
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.3359
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0735
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.7657
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.928
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7455
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5678
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.6017
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7724
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.3142
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1212.93,0.0,0.0,,0.0,,0.0,202.1555
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1208.15,0.0,0.0,,0.0,,0.0,201.3589
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1209.86,0.0,0.0,,0.0,,0.0,201.6432
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1214.4,0.0,0.0,,0.0,,0.0,202.4005
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1214.98,0.0,0.0,,0.0,,0.0,202.4959
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1214.98,0.0,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1214.98,0.0,0.0,,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1203.53,0.0,0.0,,0.0,,0.0,200.5891
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1204.67,0.0,0.0,,0.0,,0.0,200.7787
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1209.25,0.0,0.0,,0.0,,0.0,201.5419
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1205.46,0.0,0.0,,0.0,,0.0,200.9096
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1203.37,0.0,0.0,,0.0,,0.0,200.5615
2024-04-09,500.0,100839.45,0.59,0.02,0.1,100839.45,0.0,500.0,0.0,,,,500.0,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,201.6789
2024-04-10,500.0,100413.1,0.59,0.02,0.1,100413.1,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,200.8262
2024-04-11,500.0,100112.25,0.59,0.02,0.1,100112.25,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,200.2245
2024-04-12,500.0,100905.65,0.54,0.02,0.1,100905.65,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,201.8113
2024-04-15,500.0,100334.0,0.54,0.02,0.1,100334.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,200.668
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,500.0,0.0,0.1,,0.0,0.0,6.0,1199.44,0.0,0.0,,0.0,,0.0,199.9069
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1200.77,0.0,0.0,,0.0,,0.0,200.1288
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1198.69,0.0,0.0,,0.0,,0.0,199.7811
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1198.01,0.0,0.0,,0.0,,0.0,199.6679
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1199.88,0.0,0.0,,0.0,,0.0,199.9792
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1198.54,0.0,0.0,,0.0,,0.0,199.756
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1191.68,0.0,0.0,,0.0,,0.0,198.6137
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1189.12,0.0,0.0,,0.0,,0.0,198.1866
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1193.34,0.0,0.0,,0.0,,0.0,198.8904
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1198.62,0.0,0.0,,0.0,,0.0,199.7694
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1193.86,0.0,0.0,,0.0,,0.0,198.976
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1193.86,0.0,0.0,,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1197.51,0.0,0.0,,0.0,,0.0,199.5856
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1200.34,0.0,0.0,,0.0,,0.0,200.0565
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1203.19,0.0,0.0,,0.0,,0.0,200.5322
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1207.38,0.0,0.0,,0.0,,0.0,201.2297
2024-05-08,600.0,120455.7,0.94,0.02,0.12,60227.85,300.0,300.0,60227.85,,,,300.0,,,,,,,,0.06,300.0,,0.06,,,100.0,98.04,0.0,0.0,0.0,100.0,,1.0,100.0,1.9608,200.7595
2024-05-09,600.0,120101.7,0.97,0.02,0.12,60050.85,300.0,300.0,60050.85,,,,,,,,,,,,,,,0.06,,,100.0,98.04,0.0,0.0,0.0,100.0,,1.0,100.0,1.9608,200.1695
2024-05-10,600.0,119917.98,0.97,0.02,0.12,59958.99,300.0,300.0,59958.99,,,,,,,,,,,,,,,0.06,,,100.0,98.04,0.0,0.0,0.0,100.0,,1.0,100.0,1.9608,199.8633
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.06,,300.0,,,,,,300.0,0.0,0.06,,0.0,0.0,6.0,1199.99,0.0,0.0,,0.0,,0.0,199.9978
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1197.21,0.0,0.0,,0.0,,0.0,199.5345
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1207.44,0.0,0.0,,0.0,,0.0,201.2405
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1205.86,0.0,0.0,,0.0,,0.0,200.9764
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1200.0,0.0,0.0,,0.0,,0.0,199.9996
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1198.81,0.0,0.0,,0.0,,0.0,199.8009
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1200.65,0.0,0.0,,0.0,,0.0,200.1081
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1198.44,0.0,0.0,,0.0,,0.0,199.7402
2024-05-23,250.0,49744.98,0.44,0.01,0.05,49744.98,0.0,250.0,0.0,,,,250.0,,,,,,,,0.05,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,41.6667,198.9799
2024-05-24,250.0,49799.23,0.45,0.01,0.05,49799.23,0.0,250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,41.6667,199.1969
2024-05-27,250.0,49938.53,0.51,0.01,0.05,49938.53,0.0,250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,41.6667,199.7541
2024-05-28,250.0,49789.88,0.48,0.01,0.05,49789.88,0.0,250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,41.6667,199.1595
2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,250.0,0.0,0.05,,0.0,0.0,6.0,1187.0,0.0,0.0,,0.0,,0.0,197.8326
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1189.19,0.0,0.0,,0.0,,0.0,198.1991
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1190.7,0.0,0.0,,0.0,,0.0,198.4497
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1195.75,0.0,0.0,,0.0,,0.0,199.2919
2024-06-04,600.0,119974.44,1.68,0.02,0.12,119974.44,0.0,600.0,0.0,,,,600.0,,,,,,,,0.12,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,199.9574
2024-06-05,600.0,120295.26,1.68,0.02,0.12,120295.26,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,200.4921
2024-06-06,600.0,119965.56,1.77,0.02,0.12,119965.56,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,199.9426
2024-06-07,600.0,119394.36,1.72,0.02,0.12,119394.36,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,198.9906
2024-06-10,600.0,118630.8,1.71,0.02,0.12,118630.8,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,100.0,197.718
2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,600.0,0.0,0.12,,0.0,0.0,6.0,1188.04,0.0,0.0,,0.0,,0.0,198.0067
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1195.1,0.0,0.0,,0.0,,0.0,199.184
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1196.63,0.0,0.0,,0.0,,0.0,199.4383
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1204.9,0.0,0.0,,0.0,,0.0,200.8166
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1201.16,0.0,0.0,,0.0,,0.0,200.1932
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1204.25,0.0,0.0,,0.0,,0.0,200.7082
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1201.87,0.0,0.0,,0.0,,0.0,200.3124
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1200.84,0.0,0.0,,0.0,,0.0,200.1406
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1200.76,0.0,0.0,,0.0,,0.0,200.1265
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1201.03,0.0,0.0,,0.0,,0.0,200.1724
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6.0,1201.94,0.0,0.0,,0.0,,0.0,200.3239
2024-06-26,400.0,79933.96,1.43,0.01,0.08,39966.98,200.0,200.0,39966.98,,,,200.0,,,,,,,,0.04,200.0,,0.04,,,100.0,97.09,0.0,0.0,0.0,100.0,,1.0,100.0,1.9417,199.8349
2024-06-27,900.0,179637.84,3.2,0.03,0.18,139718.32,200.0,700.0,39919.52,,,0.1,,,,500.0,,,0.1,,,,,0.04,,,100.0,97.09,0.0,0.0,0.0,100.0,,1.0,100.0,4.3689,199.5976
2024-06-28,500.0,99536.9,1.78,0.02,0.1,99536.9,0.0,500.0,0.0,,,,,,0.04,,200.0,,,,,,200.0,0.0,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,199.0738
2024-07-01,500.0,99020.75,1.78,0.02,0.1,99020.75,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,198.0415
2024-07-02,500.0,99022.5,1.77,0.02,0.1,99022.5,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,198.045
2024-07-03,500.0,99387.55,1.99,0.02,0.1,99387.55,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,198.7751
2024-07-04,500.0,99298.7,2.06,0.02,0.1,99298.7,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,198.5974
2024-07-05,500.0,99724.05,2.14,0.02,0.1,99724.05,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,199.4481
2024-07-08,500.0,99949.55,2.17,0.02,0.1,99949.55,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,199.8991
2024-07-09,500.0,99525.6,2.44,0.02,0.1,99525.6,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,199.0512
2024-07-10,500.0,99922.75,2.44,0.02,0.1,99922.75,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,199.8455
2024-07-11,500.0,100359.8,2.22,0.02,0.1,100359.8,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,200.7196
2024-07-12,500.0,100203.1,1.99,0.02,0.1,100203.1,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,200.4062
2024-07-15,500.0,100456.45,2.08,0.02,0.1,100456.45,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,200.9129
2024-07-16,500.0,100670.0,2.04,0.02,0.1,100670.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,201.34
2024-07-17,500.0,100756.05,2.06,0.02,0.1,100756.05,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,201.5121
2024-07-18,500.0,100835.05,2.07,0.02,0.1,100835.05,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,83.3333,201.6701
