,MLCMG FP Equity_DX_SI_QTY,MLCMG FP Equity_DX_SHORT_INTEREST_VALUE,MLCMG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCMG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCMG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCMG FP Equity_DX_SI_MV,MLCMG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCMG FP Equity_DX_SUPPLY_SI_QTY,MLCMG FP Equity_DX_BROKER_SI_QTY,MLCMG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCMG FP Equity_DX_SUPPLY_SI_MV,MLCMG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCMG FP Equity_DX_UTILIZATION_QUANTITY,MLCMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCMG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCMG FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCMG FP Equity_DX_BROKER_SI_CON_RATIO,MLCMG FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCMG FP Equity_PX_LAST
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,22946.0,0.02,0.0,0.0,0.0,1.49
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-04,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-06,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-09,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-10,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-11,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,20020.0,0.02,0.0,0.0,0.0,1.3
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,19250.0,0.02,0.0,0.0,0.0,1.25
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.03,0.0,0.0,0.0,2.16
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-23,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-24,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-26,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-29,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-30,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-01-31,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-02-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-02-02,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-02-05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-02-06,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-02-07,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-02-08,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.02,0.0,0.0,0.0,2.16
2024-02-09,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.01,0.0,0.0,0.0,2.16
2024-02-12,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.01,0.0,0.0,0.0,2.16
2024-02-13,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.01,0.0,0.0,0.0,2.16
2024-02-14,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.01,0.0,0.0,0.0,2.16
2024-02-15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.01,0.0,0.0,0.0,2.16
2024-02-16,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.01,0.0,0.0,0.0,2.16
2024-02-19,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.01,0.0,0.0,0.0,2.16
2024-02-20,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.01,0.0,0.0,0.0,2.16
2024-02-21,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.01,0.0,0.0,0.0,2.16
2024-02-22,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,33264.0,0.01,0.0,0.0,0.0,2.16
2024-02-23,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,29106.0,0.03,0.0,0.0,0.0,1.89
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.03,0.0,0.0,0.0,1.79
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
