,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_y,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity
2006-08-28,49870824.0,2250393598.78,5.14,9.87,3.68,3532.99,1.0,1161094113.12,30884170.0,25730930.0,1393631243.63,,,32071.0,2.16,,,,14.3,130036.0,196257.0,,,2.16,32071.0,,,190500.0,2149.55,13.27,,,16.52,16.52,156121920.0,7044916069.52,,10753.84,16.66,19.44,0.1217,20.78,0.2667
2006-08-29,53586596.0,2424984416.8,5.52,10.75,3.95,3815.09,1.0,1325058275.06,34779956.0,29280750.0,1573916942.16,,,2449808.0,282.57,,,,14.43,3942321.0,222632.0,,,282.57,2449808.0,,1668609.0,392500.0,2432.55,28.52,,,18.58,18.58,152452240.0,6899007100.69,,10535.18,18.76,18.05,0.1408,27.28,0.2862
2006-08-30,53076300.0,2396752135.88,5.47,10.71,3.91,3793.52,1.0,1295513160.9,36062844.0,28689260.0,1628480100.97,,132523.0,200.0,,9.27,,,14.77,,223202.0,,132523.0,,200.0,,1373367.0,591490.0,2535.0,38.85,,,19.22,19.22,151570208.0,6844414922.66,,10621.4,19.27,18.17,0.1374,26.35,0.2829
2006-08-31,52380868.0,2368730185.91,5.4,10.67,3.86,3751.5,1.0,1313754315.17,35466124.0,29051680.0,1603823718.54,,,27053.0,49.58,,,,30.77,676618.0,491247.0,,,49.58,27053.0,,,314200.0,2498.55,22.99,9.27,,19.0,19.0,151243488.0,6839424948.96,132523.0,10618.44,19.05,18.44,0.1404,26.54,0.2805
2006-09-01,52067728.0,2376417847.18,5.36,10.61,3.84,3730.77,1.0,1298116769.34,34906568.0,28441964.0,1593167099.18,,,347105.0,0.52,,,,65.28,5000.0,950746.0,,,0.52,347105.0,,44082.0,614714.0,2462.22,43.12,,,18.74,18.74,151332576.0,6906954620.06,,10681.13,18.73,18.51,0.1429,26.98,0.2796
2006-09-04,52080988.0,2363574541.69,5.37,10.05,3.84,3747.3,1.0,1285944503.19,35131828.0,28335582.0,1594376325.27,,,4833.0,8.34,,,,3.13,114000.0,64521.0,,,8.34,4833.0,,284947.0,220384.0,2491.99,11.67,,,18.84,18.84,151390688.0,6870514361.31,,10670.08,18.93,18.41,0.1408,26.63,0.2792
2006-09-05,51716108.0,2330322457.03,5.33,9.99,3.81,3725.25,1.0,1271245832.2,34883300.0,28212356.0,1571837876.22,,,,,,,,18.64,,268229.0,,,,,,19700.0,123225.0,2473.03,8.32,,,18.73,18.73,151359312.0,6820234883.76,,10619.7,18.89,18.7,0.1425,26.78,0.2777
2006-09-06,52553188.0,2330722494.14,5.41,10.11,3.87,3754.76,1.0,1269675928.63,35077660.0,28628684.0,1555686616.08,,132523.0,86539.0,23.06,9.09,,,24.26,429327.0,325777.0,,132523.0,23.06,86539.0,,301075.0,13000.0,2462.98,0.98,,,18.78,18.78,151713200.0,6728447528.2,,10518.28,18.97,18.53,0.1418,26.83,0.2813
2006-09-07,54758012.0,2416133659.42,5.64,10.4,4.04,3866.65,1.0,1356836615.65,35184936.0,30750648.0,1552494421.71,,,295459.0,137.73,,,,6.82,2121965.0,84894.0,,,137.73,295459.0,,29235.0,,2443.79,,9.09,,18.89,18.89,151111200.0,6667606132.87,132523.0,10398.61,19.03,17.7,0.1523,29.73,0.2939
2006-09-08,54404344.0,2374187630.73,5.6,10.72,4.01,3819.26,1.0,1325327532.99,35156828.0,30369788.0,1534232379.92,,,35807.0,0.79,,,,9.4,26175.0,133914.0,,,0.79,35807.0,,70000.0,407035.0,2430.06,36.12,,,18.89,18.89,150924912.0,6586313387.75,,10329.88,19.04,17.85,0.1507,29.3,0.2924
2006-09-11,54384728.0,2369820749.4,5.6,10.77,4.01,3762.9,1.0,1326459950.93,36923336.0,30440768.0,1608938593.75,,,1431864.0,0.0,,,,8.14,211927.0,108756.0,,,0.0,1431864.0,,443401.0,140948.0,2510.71,10.25,,,19.82,19.82,149365792.0,6508631488.09,,10136.73,19.85,17.82,0.1514,29.42,0.2919
2006-09-12,54157268.0,2408855417.79,5.58,10.74,3.99,3767.16,1.0,1341301454.94,36831792.0,30155908.0,1638237396.06,,,227386.0,,,,,16.27,,318933.0,,,,227386.0,,,284861.0,2530.49,12.84,,,19.79,19.79,149267920.0,6639272087.99,,10244.41,19.81,17.88,0.1516,29.37,0.291
2006-09-13,53807116.0,2395017822.57,5.54,10.6,3.97,3790.94,1.0,1328515529.55,36265296.0,29846788.0,1614210846.4,,132423.0,52661.0,15.62,9.12,25000.0,,48.91,61449.0,765823.0,,132423.0,15.62,52661.0,1.81,14246.0,395568.0,2516.44,24.87,,,19.56,19.56,149098880.0,6636565968.8,,10303.83,19.63,18.0,0.1529,29.58,0.2903
2006-09-14,53025884.0,2331147712.89,5.46,10.48,3.91,3730.68,1.0,1282666520.07,36571564.0,29176412.0,1607775511.58,,,198050.0,25.2,,,,2.61,382047.0,34531.0,,,25.2,198050.0,,275169.0,1052423.0,2532.2,74.16,9.12,,19.76,19.76,148534752.0,6529951436.72,132423.0,10208.54,19.87,17.62,0.1587,30.81,0.2865
2006-09-15,53735452.0,2360607594.25,5.54,10.55,3.96,3756.87,1.0,1313338676.1,36574360.0,29896052.0,1606717888.43,,,17634.0,54.9,,,,3.02,825000.0,14834.0,,,54.9,17634.0,,,105360.0,2518.13,13.28,,,19.77,19.77,148449120.0,6521395224.0,,10167.27,19.85,19.01,0.1592,30.21,0.2904
2006-09-18,53979768.0,2369598086.37,5.56,10.8,3.98,3748.68,1.0,1328125225.25,36601808.0,30254874.0,1606742255.63,,,188347.0,30.35,,,,9.04,548213.0,127443.0,,,30.35,188347.0,,800.0,189391.0,2502.22,13.21,2.34,,19.78,19.78,148458832.0,6517029940.04,34258.0,10143.5,19.79,18.88,0.1583,30.24,0.2917
2006-09-19,54381588.0,2381971173.51,5.6,11.35,4.01,3785.93,1.0,1320935183.4,36958660.0,30157608.0,1618828466.94,,,449692.0,10.85,,,,7.58,156500.0,121958.0,,,10.85,449692.0,,29117.0,253765.0,2533.71,14.79,,,20.03,20.03,147531248.0,6462024976.7,,10079.69,20.09,18.85,0.1572,30.06,0.2948
2006-09-20,54931624.0,2436205615.09,5.65,12.19,4.05,3826.17,1.0,1339610924.36,36464908.0,30205580.0,1617210764.12,,132423.0,79527.0,26.52,9.11,,,96.03,310000.0,1376341.0,,132423.0,26.52,79527.0,,670642.0,262030.0,2495.84,18.36,,,19.71,19.71,148501328.0,6586001701.34,,10185.63,19.68,18.66,0.1528,29.5,0.297
2006-09-21,55078284.0,2476488330.66,5.67,12.74,4.06,3864.21,1.0,1366914871.61,36393748.0,30400840.0,1636374369.09,,,187777.0,21.56,,,,8.99,205013.0,154376.0,,,21.56,187777.0,,27859.0,9753.0,2510.2,0.0,9.11,,19.78,19.78,147640208.0,6638355912.62,132423.0,10222.17,19.72,18.56,0.1535,29.72,0.2993
2006-09-22,55023708.0,2438513472.84,5.66,12.81,4.05,3909.63,1.0,1347377314.82,36334692.0,30402824.0,1610262906.55,,,39687.0,13.78,,,,0.66,3485.0,98742.0,,,13.78,39687.0,,,1500.0,2540.5,0.21,,,19.8,19.8,147179056.0,6522608599.47,,10163.85,20.0,18.6,0.1541,29.78,0.2998
2006-09-25,54765784.0,2446527871.55,5.64,12.76,4.03,3862.24,1.0,1366486134.57,36103780.0,30588936.0,1612848344.11,,,170531.0,3.43,,,,36.65,186112.0,491258.0,,,3.43,170531.0,,89813.0,,2503.91,,,,19.73,19.73,146893968.0,6562129866.97,,10157.61,19.78,18.72,0.1542,29.66,0.2993
2006-09-26,54671268.0,2467011003.16,5.63,12.71,4.03,3884.6,1.0,1380460679.6,36559148.0,30592298.0,1649711515.42,,,274769.0,16.23,,,,0.0,223479.0,25539.0,,,16.23,274769.0,,206138.0,220117.0,2557.31,7.93,,,19.88,19.88,147308752.0,6647226694.02,,10265.13,19.94,18.75,0.1492,28.69,0.2973
2006-09-27,54312204.0,2435030700.24,5.59,12.84,4.0,3869.5,1.0,1346138306.85,36519024.0,30024976.0,1637292137.56,,362100.0,154890.0,8.79,25.16,,,38.81,82676.0,563949.0,,362100.0,8.79,154890.0,,6836.0,650000.0,2564.69,47.57,,,19.8,19.8,147951856.0,6633266282.44,,10320.07,19.9,18.02,0.1529,29.75,0.2944
2006-09-28,55282544.0,2489241290.54,5.69,13.21,4.07,3922.16,1.0,1398860050.14,36014220.0,31066712.0,1621634551.96,,,157566.0,76.01,,,,22.33,1074021.0,300271.0,,,76.01,157566.0,,,32283.0,2517.93,6.47,25.16,,19.6,19.6,147706944.0,6650891896.45,362100.0,10296.99,19.65,17.69,0.1486,29.15,0.3009
2006-09-29,54419768.0,2466201526.27,5.6,12.97,4.01,3882.76,1.0,1372687276.97,35871184.0,30290032.0,1625614587.88,,,137311.0,9.32,,,,17.14,134136.0,280346.0,,,9.32,137311.0,,,910818.0,2522.22,57.67,,,19.54,19.54,147741424.0,6695363445.17,,10347.63,19.6,17.98,0.152,29.59,0.2964
2006-10-02,54419704.0,2471468281.09,5.6,13.0,4.01,3926.7,1.0,1380085930.9,35923608.0,30388360.0,1631468956.8,,,338038.0,16.4,,1400000.0,,17.96,99402.0,298116.0,,,16.4,338038.0,124.6,12500.0,1401073.0,2531.49,97.67,,,19.57,19.57,147613984.0,6703882095.75,,10381.89,19.6,17.77,0.1489,29.41,0.2965
2006-10-03,55828736.0,2530053305.87,5.74,13.47,4.11,4077.8,1.0,1434335870.89,36055624.0,31650384.0,1633973061.76,,,390238.0,124.6,,,,18.93,1400000.0,320702.0,,,124.6,390238.0,,62481.0,137977.0,2555.99,0.0,,,19.58,19.58,148114560.0,6712273266.85,,10430.01,19.68,17.18,0.1414,28.3,0.3031
2006-10-04,55668708.0,2517410537.18,5.73,13.6,4.1,4068.96,1.0,1427047020.82,35922580.0,31556976.0,1624465245.62,,362100.0,69135.0,22.53,25.31,,,45.05,250000.0,634468.0,,362100.0,22.53,69135.0,,70189.0,343407.0,2542.82,24.59,,,19.44,19.44,148867296.0,6731970492.16,,10489.86,19.51,16.85,0.1409,28.39,0.3012
2006-10-05,54931236.0,2487607231.11,5.55,13.27,4.05,4008.27,1.0,1392764959.63,35312764.0,30754976.0,1599168223.28,,,31046.0,4.2,,,,20.03,60000.0,278761.0,,,4.2,31046.0,,,862000.0,2494.82,64.5,25.31,,19.15,19.15,149091680.0,6751742146.6,362100.0,10499.55,19.2,16.84,0.1432,28.66,0.2979
2006-10-06,54723820.0,2437587760.39,5.52,13.24,4.03,4012.39,1.0,1384431907.54,34924036.0,31080482.0,1555637064.39,,,25775.0,42.74,,,,44.23,510459.0,656148.0,,,42.74,25775.0,,241644.0,184954.0,2478.09,8.39,,,18.93,18.93,149552288.0,6661574918.7,,10474.26,19.13,16.76,0.146,29.18,0.2966
2006-10-09,54718472.0,2437349542.02,5.52,12.77,4.03,3960.6,1.0,1405100692.12,34878088.0,31544496.0,1553590381.93,,,102031.0,35.68,,,,13.95,524548.0,147975.0,,,35.68,102031.0,,,60534.0,2428.29,19.67,,,18.86,18.85,150097920.0,6685879250.62,,10441.86,18.87,16.93,0.1457,29.07,0.2958
2006-10-10,53440604.0,2385603737.6,5.39,12.25,3.94,3866.29,1.0,1377665230.65,34211372.0,30861480.0,1527205360.77,,42797.0,45656.0,4.22,2.97,,,62.34,61100.0,899056.0,,42797.0,4.22,45656.0,,143884.0,145303.0,2390.17,10.02,,41.93,18.48,18.48,150948656.0,6738390867.34,,10516.83,18.52,17.11,0.1525,29.84,0.2886
2006-10-11,54803368.0,2446437909.53,5.53,12.41,4.04,3963.18,1.0,1420876132.72,35337732.0,31829460.0,1577486391.01,43.19,323043.0,450619.0,27.47,22.4,,587000.0,19.66,403361.0,281130.0,43.19,323043.0,27.47,450619.0,,633828.0,22382.0,2468.9,1.53,,,19.01,19.0,150582320.0,6722037524.28,,10477.55,19.07,16.67,0.1458,29.15,0.2946
2006-10-12,54761964.0,2430448830.02,5.53,12.29,4.03,3952.81,1.0,1412625792.26,35082112.0,31828756.0,1557016436.9,,,137702.0,1.16,,,,9.57,46138.0,133872.0,,,1.16,137702.0,,63596.0,46841.0,2444.49,3.23,22.4,,18.99,18.98,149673344.0,6642811492.48,323043.0,10383.11,19.06,16.67,0.1464,29.24,0.2963
2006-10-13,54643244.0,2437526161.58,5.52,12.14,4.03,3938.6,1.0,1414901539.47,35069496.0,31718556.0,1564380291.43,,,264172.0,,,,,20.39,,284277.0,,,,264172.0,,7488.0,110200.0,2439.56,8.22,,,19.08,19.07,148740864.0,6635033368.37,,10335.04,19.1,16.69,0.1462,29.18,0.2971
2006-10-16,54433896.0,2449271682.5,5.49,12.74,4.01,3931.03,1.0,1428283762.23,34972408.0,31742926.0,1573595404.29,,,78148.0,15.49,,,,11.86,191799.0,175238.0,,,15.49,78148.0,,,167428.0,2437.31,11.77,,,19.06,19.05,148497728.0,6681705827.31,,10377.1,19.02,16.74,0.1475,29.38,0.2965
2006-10-17,54283644.0,2439006722.6,5.48,12.68,4.0,3948.62,1.0,1419758341.17,34964624.0,31598788.0,1570987993.9,,,1007.0,8.69,,,,0.0,14989.0,8788.0,,,8.69,1007.0,,,159126.0,2456.32,11.64,,,19.06,19.05,148441408.0,6669588946.99,,10399.48,19.11,16.81,0.1485,29.5,0.2958
2006-10-18,54467632.0,2461338237.75,5.5,12.78,4.01,3962.54,1.0,1424537914.85,35240116.0,31523992.0,1592465870.62,,323043.0,478268.0,6.85,22.58,,,35.55,100000.0,583493.0,,323043.0,6.85,478268.0,,57671.0,174797.0,2482.64,11.15,,,18.9,18.9,151229680.0,6833919162.62,,10629.3,18.93,16.76,0.1459,29.09,0.2921
2006-10-19,54472988.0,2442239282.24,5.5,12.8,4.01,3960.48,1.0,1416108950.7,34969364.0,31585638.0,1567814756.85,,76540.0,64622.0,5.8,5.29,,,7.15,91746.0,97568.0,,76540.0,5.8,64622.0,,8700.0,30100.0,2460.95,2.23,22.58,,18.78,18.78,151215920.0,6779607168.32,323043.0,10590.54,18.86,14.51,0.1445,29.76,0.2926
2006-10-20,54472456.0,2468589247.33,5.5,12.72,4.01,3969.66,1.0,1427737552.75,35048744.0,31504784.0,1588343154.03,,,125764.0,14.11,,,,2.87,202926.0,46386.0,,,14.11,125764.0,,,283779.0,2465.11,8.42,5.29,,18.81,18.81,151260224.0,6854828842.57,76540.0,10651.25,18.79,14.47,0.1427,29.46,0.2924
2006-10-23,54085460.0,2466763183.93,5.46,12.58,3.98,3985.2,1.0,1434726226.06,35015208.0,31457348.0,1596995310.24,,120500.0,31986.0,7.44,8.45,,,6.94,106000.0,187459.0,,120500.0,7.44,31986.0,,1438.0,153437.0,2494.27,0.0,,,19.1,19.1,148348320.0,6765962130.56,,10514.93,19.17,14.64,0.1398,28.76,0.295
2006-10-24,54880772.0,2494179096.5,5.54,12.86,4.04,4041.71,1.0,1431180917.95,35298440.0,31491048.0,1604216339.87,,76540.0,307627.0,4.4,5.39,,,3.51,59798.0,49729.0,,76540.0,4.4,307627.0,,25333.0,26100.0,2518.39,5.65,,,19.23,19.23,148277088.0,6738782999.99,,10502.67,19.34,14.45,0.1416,29.36,0.2989
2006-10-25,55329308.0,2505634256.49,5.59,13.17,4.08,4058.63,1.0,1427920177.02,35833048.0,31531272.0,1622729721.89,,323829.0,403778.0,6.27,22.69,,,17.95,89735.0,336211.0,,323829.0,6.27,403778.0,,219751.0,49508.0,2551.07,6.92,5.3,,19.83,19.82,144909824.0,6562363279.81,76540.0,10241.61,19.94,14.37,0.1411,29.3,0.3061
2006-10-26,55185640.0,2483096659.71,5.57,13.22,4.07,4028.73,1.0,1423462511.5,35402704.0,31635776.0,1592956719.31,,,190101.0,2.73,,,,21.76,112230.0,309285.0,,,2.73,190101.0,,12669.0,7729.0,2505.76,0.54,22.69,,19.44,19.44,146670992.0,6599511219.08,323829.0,10310.79,19.55,14.38,0.1418,29.42,0.3031
2006-10-27,54611096.0,2420227538.33,5.51,12.98,4.02,3969.13,1.0,1376913159.42,35395972.0,31069284.0,1568661177.94,,,186812.0,,,,,16.43,,230627.0,,,,186812.0,,37085.0,566491.0,2492.19,45.12,,,19.44,19.44,146637616.0,6498613329.38,,10211.42,19.62,14.55,0.1407,29.06,0.3
2006-10-30,54146064.0,2394375322.54,5.47,13.1,3.99,3902.01,1.0,1368675072.54,35167568.0,30951024.0,1555133480.67,,,48837.0,0.0,,,,28.7,55348.0,362251.0,,,0.0,48837.0,,85009.0,173608.0,2451.99,12.15,,,19.34,19.33,146711088.0,6487662864.12,,10156.73,19.45,16.91,0.1446,28.65,0.2977
2006-10-31,54054228.0,2324013585.07,5.46,13.01,3.98,3862.86,1.0,1323677383.56,35130720.0,30787410.0,1510414144.35,,,147316.0,4.43,,,,15.55,65089.0,216254.0,,,4.43,147316.0,,32089.0,228702.0,2434.71,35.31,,,19.26,19.26,147256192.0,6331149354.2,,10027.0,19.54,16.99,0.1461,28.94,0.2964
2006-11-01,53185536.0,2293531804.78,5.37,11.67,3.92,3728.2,1.0,1299125084.06,34857864.0,30125880.0,1503183492.04,,324106.0,308453.0,,21.68,,,72.71,,825914.0,,324106.0,,308453.0,,91000.0,661531.0,2353.59,66.75,11.35,,19.28,19.28,145982208.0,6295223516.78,170500.0,9844.26,19.3,17.23,0.1482,29.04,0.2941
2006-11-02,52607052.0,2249907234.27,5.31,11.56,3.88,3676.21,1.0,1273973738.43,34196704.0,29787896.0,1462530379.35,,170500.0,64726.0,2.84,11.28,,,67.96,68935.0,1025943.0,,170500.0,2.84,64726.0,,453661.0,406919.0,2311.93,40.24,21.68,,19.65,19.65,139830416.0,5980290713.3,324106.0,9364.68,19.8,17.51,0.1521,29.57,0.3023
2006-11-03,52568236.0,2238066403.28,5.31,11.69,3.87,3658.22,1.0,1260934779.0,32694110.0,29617136.0,1391935410.88,,,171294.0,26.5,,,,112.67,400000.0,1673886.0,,,26.5,171294.0,,,570758.0,2200.75,42.31,,,18.73,18.73,141898384.0,6041252856.76,,9453.52,18.88,17.54,0.1511,29.36,0.3011
2006-11-06,52666040.0,2262629726.18,5.32,11.66,3.88,3641.0,1.0,1275891319.44,32720368.0,29698250.0,1405727054.63,,,36557.0,0.0,,,,1.34,88613.0,18916.0,,,0.0,36557.0,,8617.0,7500.0,2186.64,0.79,,,18.64,18.64,142824272.0,6135992822.82,,9538.41,18.65,17.46,0.1514,29.46,0.3
2006-11-07,51222372.0,2223753981.2,5.17,11.33,3.77,3561.42,1.0,1221888151.66,33192420.0,28145204.0,1441006600.02,,,482229.0,,,,,0.0,,22178.0,,,,482229.0,,11999.0,1553046.0,2233.95,101.89,,,18.96,18.96,141877216.0,6159418465.07,,9558.76,18.94,17.98,0.1475,28.14,0.2926
2006-11-08,51867596.0,2219956231.02,5.24,11.45,3.82,3642.76,1.0,1229501099.62,32901384.0,28726362.0,1408193902.41,,324428.0,113593.0,47.02,21.51,,,59.37,581159.0,729055.0,,324428.0,47.02,113593.0,,,,2227.29,,,,18.19,18.19,147947328.0,6332211592.32,,9922.74,18.33,17.84,0.1505,28.9,0.2868
2006-11-09,51757052.0,2226919147.63,5.23,11.32,3.81,3579.16,1.0,1236929912.05,32552730.0,28748168.0,1400626483.61,,,74858.0,0.0,,,,10.18,21805.0,99085.0,,,0.0,74858.0,,,,2165.72,,21.51,,18.08,18.08,147451504.0,6344306039.78,324428.0,9849.75,18.02,17.77,0.1505,28.94,0.2875
2006-11-10,49115268.0,2086302006.94,4.96,10.82,3.62,3414.68,1.0,1135688006.71,32369450.0,26736120.0,1374978723.49,,,139278.0,,,,,19.66,,322557.0,,,,139278.0,,,2012047.0,2166.15,134.3,,,18.02,18.02,147257840.0,6255169515.3,,9796.88,18.11,18.74,0.1389,25.47,0.2734
2006-11-13,54884784.0,2357951040.05,5.54,11.87,4.04,3790.57,1.0,1252064599.77,32547424.0,29143648.0,1398297063.02,,,1193.0,163.79,,,,3.77,2414527.0,44219.0,,,163.79,1193.0,,221000.0,7000.0,2167.68,0.52,,,17.89,17.89,149344752.0,6416124609.4,,9925.13,17.93,20.23,0.1605,29.81,0.3017
2006-11-14,54285732.0,2340975803.79,5.48,11.76,4.0,3767.06,1.0,1204993122.41,32527788.0,27943020.0,1402703101.78,,18251.0,29807.0,,1.21,,,6.17,,98236.0,,18251.0,,29807.0,,48793.0,1200628.0,2179.12,78.96,1.21,,17.87,17.87,149472400.0,6445731849.67,18251.0,10008.88,17.88,20.4,0.1576,29.04,0.2983
2006-11-15,46964700.0,2020721537.48,4.74,10.07,3.46,3267.67,1.0,860625228.38,33288432.0,20002264.0,1432281085.4,,324859.0,45652.0,10.66,21.62,,,19.89,160000.0,301463.0,,324859.0,10.66,45652.0,,691597.0,8100755.0,2237.19,559.32,,,18.25,18.25,149103072.0,6415367050.03,,9994.63,18.29,15.5,0.1248,23.79,0.2575
2006-11-16,47169172.0,2021906629.4,4.76,10.16,3.47,3281.07,1.0,857730394.98,33484076.0,20010040.0,1435294968.58,,99382.0,38443.0,0.58,6.63,,,4.38,9070.0,62681.0,,99382.0,0.58,38443.0,,120500.0,1295.0,2249.05,0.1,,,18.26,18.26,149880096.0,6424610542.62,,10029.65,18.32,15.45,0.1238,23.68,0.2572
2006-11-17,47136284.0,2011368134.24,4.76,10.24,3.47,3262.11,1.0,854759397.97,33430034.0,20031232.0,1426504157.91,,,34715.0,0.14,,,,13.08,22489.0,175509.0,,,0.14,34715.0,,86752.0,1295.0,2231.66,0.09,,,18.19,18.19,150387408.0,6417231367.73,,10026.02,18.21,15.5,0.124,23.67,0.2564
2006-11-20,47913440.0,2063088938.95,4.84,10.58,3.53,3309.62,1.0,863630645.98,34181288.0,20057068.0,1471800755.52,,,813959.0,1.26,,,,11.74,25835.0,170400.0,,,1.26,813959.0,,107694.0,,2279.03,,,,18.62,18.62,149408480.0,6433330240.39,,9986.67,18.58,15.44,0.1226,23.51,0.261
2006-11-21,47709828.0,2057401619.84,4.82,10.59,3.51,3312.93,1.0,861647820.76,34051832.0,19981062.0,1468424793.22,,,5049.0,,,,,6.62,,134504.0,,,,5049.0,,,76005.0,2284.54,3.73,,,18.51,18.51,149913248.0,6464742636.9,,10059.21,18.51,15.45,0.1234,23.61,0.2593
2006-11-22,47534772.0,2046783998.99,4.8,10.61,3.5,3288.16,1.0,851864950.88,34074244.0,19783820.0,1467191583.39,,,29442.0,3.17,,,,14.02,61449.0,201998.0,,,3.17,29442.0,,194969.0,258692.0,2280.08,23.29,,,18.58,18.58,149332960.0,6430078449.73,,10009.29,18.55,15.57,0.1249,23.72,0.2592
2006-11-23,46890304.0,2011466470.95,4.73,10.47,3.45,3251.39,1.0,848302622.39,33438330.0,19775208.0,1434413384.04,,,56500.0,,,,,44.32,,681065.0,,,,56500.0,,38649.0,8612.0,2244.82,0.0,3.31,,18.34,18.34,148843296.0,6384972452.5,50000.0,9959.68,18.39,14.47,0.1245,24.05,0.2572
2006-11-24,50997028.0,2176111232.28,5.15,11.56,3.76,3490.5,1.0,845920713.8,37496324.0,19824098.0,1600018178.03,,4543474.0,97011.0,0.0,300.27,,,0.81,48891.0,2785.0,,4543474.0,0.0,97011.0,,557886.0,,2484.68,,78.53,,19.64,19.64,153407568.0,6546105624.86,1137591.0,10174.4,19.63,14.53,0.1284,24.94,0.2671
2006-11-27,101101040.0,4258639747.15,10.21,23.2,7.45,3474.21,2.0,1768433058.66,64171596.0,41982988.0,2703075154.95,,,28169068.0,0.02,,,,97.51,22158888.0,1493797.0,,,0.02,28169068.0,,,,2380.93,,,,18.05,18.05,291357280.0,12272729273.89,,10255.17,18.84,14.6,0.1294,25.06,0.2844
2006-11-28,48805432.0,2054236876.12,4.93,11.15,3.6,3304.48,1.0,829824296.2,35902680.0,19715318.0,1511155750.2,,,1523.0,3.19,,,,9.84,49000.0,28270442.0,,,3.19,1523.0,,,22316668.0,2346.3,13.67,,,18.69,18.69,156160096.0,6572830413.26,,10214.29,18.68,15.32,0.1203,22.04,0.2541
2006-11-29,48436448.0,2094989517.22,4.89,11.07,3.57,3310.18,1.0,854033634.62,35550996.0,19745376.0,1537663619.49,,,107987.0,,,250000.0,,37.67,,627407.0,,,,107987.0,23.35,167737.0,219942.0,2345.1,12.25,,,18.66,18.65,155009632.0,6704528666.27,,10299.43,18.55,15.27,0.1182,21.78,0.2541
2006-11-30,75171216.0,3217361555.62,7.59,17.2,5.54,3227.31,2.0,682518678.46,61825308.0,15946532.0,2646150743.7,,,28716300.0,1.23,,,,183.79,18426.0,2900464.0,,,1.23,28716300.0,,458476.0,,2227.61,,,259.22,17.24,17.24,296720480.0,12699768819.98,,10446.21,17.58,16.64,0.1255,23.3,0.2096
2006-12-01,143944688.0,6095849639.93,14.53,32.85,10.6,3609.46,3.0,3916932767.55,60244732.0,92492712.0,2551277389.76,733.53,,858648.0,,,135000.0,76429608.0,60.98,,3841692.0,733.53,,,858648.0,8.89,1402468.0,18426.0,2173.75,1.23,,16.36,16.64,16.64,301710304.0,12776995619.33,,10659.62,16.94,20.45,0.1487,27.09,0.3977
2006-12-04,143147584.0,6085195927.01,14.45,32.78,10.54,3588.74,3.0,3901927320.14,60044540.0,91788576.0,2552490094.75,16.59,,181750.0,1.42,,,250000.0,19.14,21700.0,341488.0,16.59,,1.42,181750.0,,48407.0,725839.0,2155.79,7.74,5.83,,16.68,16.68,299840192.0,12746190079.68,88861.0,10561.32,16.95,20.5,0.1486,27.01,0.3977
2006-12-05,145226016.0,6361053372.63,14.66,33.14,10.7,3587.1,3.0,4105090313.61,60265708.0,93721256.0,2639701863.94,,,797073.0,3.84,,,,34.33,1932683.0,575904.0,,,3.84,797073.0,,,,2152.25,,,,16.45,16.45,306007616.0,13403457806.12,,10787.28,16.63,20.19,0.1484,27.15,0.3965
2006-12-06,143842272.0,6277229313.86,14.52,31.42,10.6,3702.25,3.0,4038858810.38,60023468.0,92550168.0,2619404349.01,,,130699.0,,,,,1.37,,821251.0,,,,130699.0,,448312.0,1171087.0,2234.98,0.0,,,16.44,16.44,304979104.0,13309187522.72,,10957.09,16.94,20.54,0.149,27.09,0.3941
2006-12-07,144483056.0,6379810583.95,14.59,31.37,10.64,3707.59,3.0,4111916433.67,60100316.0,93122240.0,2653796526.25,,,158647.0,12.4,,,,5.52,572064.0,81797.0,,,12.4,158647.0,,,,2226.24,,,,16.44,16.44,305536864.0,13491321215.78,,10991.22,16.84,20.79,0.1491,26.95,0.3951
2006-12-08,142725824.0,6316038697.48,14.41,31.37,10.51,3745.31,3.0,4056620097.54,59778900.0,91668920.0,2645392649.43,,,257268.0,,,,,15.48,,657984.0,,,,257268.0,,79300.0,1453312.0,2258.93,0.61,,,16.46,16.46,303320064.0,13422807507.82,,11039.26,16.99,21.05,0.1494,26.81,0.3931
2006-12-11,141049856.0,6282847260.86,14.24,31.16,10.39,3727.89,3.0,4003756321.84,59844616.0,89884288.0,2665685682.89,,,304221.0,,,,,19.78,,288895.0,,,,304221.0,,50387.0,1784635.0,2258.64,21.73,,,16.48,16.48,303271072.0,13508739945.21,,11097.27,16.91,21.13,0.148,26.41,0.3884
