,EPEJ FP Equity_DX_SI_QTY,EPEJ FP Equity_DX_SHORT_INTEREST_VALUE,EPEJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EPEJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EPEJ FP Equity_DX_SI_MV,EPEJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EPEJ FP Equity_DX_SUPPLY_SI_QTY,EPEJ FP Equity_DX_BROKER_SI_QTY,EPEJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EPEJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,EPEJ FP Equity_DX_BROKER_SI_MV_INC_x,EPEJ FP Equity_DX_BROKER_SI_QTY_ADD,EPEJ FP Equity_DX_SUPPLY_SI_MV_DEC,EPEJ FP Equity_DX_BROKER_SI_QTY_INC,EPEJ FP Equity_DX_SUPPLY_SI_QTY_DEC,EPEJ FP Equity_DX_BROKER_SI_MV_INC_y,EPEJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,EPEJ FP Equity_DX_BROKER_SI_MV_ADD,EPEJ FP Equity_DX_SUPPLY_SI_QTY_ADD,EPEJ FP Equity_DX_BROKER_SI_QTY_DEC,EPEJ FP Equity_DX_SUPPLY_SI_MV,EPEJ FP Equity_DX_BROKER_SI_MV_DEC,EPEJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EPEJ FP Equity_DX_UTILIZATION_QUANTITY,EPEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EPEJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EPEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EPEJ FP Equity_DX_ACTIVE_UTILIZATION_MV,EPEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EPEJ FP Equity_DX_BROKER_SI_CON_RATIO,EPEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EPEJ FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-01-14,10000.0,114500.0,0.09,0.14,0.11,114500.0,10000.0,10000.0,114500.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2920952.25,2.92,3.77,,1.0,100.0,0.0377
2021-01-15,10000.0,114200.0,0.09,0.15,0.11,114200.0,10000.0,10000.0,114200.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2913299.1,2.91,3.77,,1.0,100.0,0.0377
2021-01-18,10000.0,114400.0,0.09,0.15,0.11,114400.0,10000.0,10000.0,114400.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2918401.2,2.92,3.77,,1.0,100.0,0.0377
2021-01-19,10000.0,115100.0,0.09,0.15,0.11,115100.0,10000.0,10000.0,115100.0,,,,,,,,,,,,0.12,,3.77,3.77,255105.0,2936258.55,2.94,3.77,,1.0,100.0,0.0377
2021-01-20,10000.0,116300.0,0.09,0.15,0.11,116300.0,10000.0,10000.0,116300.0,,,,,,,,,,,,0.12,,3.77,3.77,255105.0,2966871.15,2.97,3.77,,1.0,100.0,0.0377
2021-01-21,10000.0,116200.0,0.09,0.15,0.11,116200.0,10000.0,10000.0,116200.0,,,,,,,,,,,,0.12,,3.77,3.77,255105.0,2964320.1,2.97,3.77,,1.0,100.0,0.0377
2021-01-22,10000.0,114800.0,0.1,0.15,0.11,114800.0,10000.0,10000.0,114800.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2928605.4,2.93,3.77,,1.0,100.0,0.0377
2021-01-25,10000.0,115300.0,0.1,0.15,0.11,115300.0,10000.0,10000.0,115300.0,,,,,,,,,,,,0.12,,3.77,3.77,255105.0,2941360.65,2.94,3.77,,1.0,100.0,0.0377
2021-01-26,10000.0,115400.0,0.1,0.15,0.11,115400.0,10000.0,10000.0,115400.0,,,,,,,,,,,,0.12,,3.77,3.77,255105.0,2943911.7,2.94,3.77,,1.0,100.0,0.0377
2021-01-27,10000.0,114300.0,0.1,0.15,0.11,114300.0,10000.0,10000.0,114300.0,,,,,,,,,,,,0.11,,3.77,3.77,255105.0,2915850.15,2.91,3.77,,1.0,100.0,0.0377
2021-01-28,10000.0,113400.0,0.1,0.15,0.11,113400.0,10000.0,10000.0,113400.0,,,,,,,,,,,,0.11,,5.63,5.63,167563.0,1900164.42,1.9,5.63,,1.0,100.0,0.0563
2021-01-29,10000.0,110900.0,0.09,0.15,0.11,110900.0,10000.0,10000.0,110900.0,,,,,,,,,,,,0.11,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-01,10000.0,112400.0,0.09,0.15,0.11,112400.0,10000.0,10000.0,112400.0,,,,,,,,,,,,0.11,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-02,10000.0,114400.0,0.09,0.15,0.11,114400.0,10000.0,10000.0,114400.0,,,,,,,,,,,,0.11,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-03,10000.0,114500.0,0.11,0.15,0.11,114500.0,10000.0,10000.0,114500.0,,,,,,,,,,,,0.11,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-04,10000.0,114900.0,0.11,0.15,0.11,114900.0,10000.0,10000.0,114900.0,,,,,,,,,,,,0.11,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-05,10000.0,115500.0,0.13,0.15,0.11,115500.0,10000.0,10000.0,115500.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-08,10000.0,116100.0,0.13,0.15,0.11,116100.0,10000.0,10000.0,116100.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-09,10000.0,115500.0,0.13,0.15,0.11,115500.0,10000.0,10000.0,115500.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-10,10000.0,115500.0,0.13,0.15,0.11,115500.0,10000.0,10000.0,115500.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-11,10000.0,116800.0,0.13,0.15,0.11,116800.0,10000.0,10000.0,116800.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-12,10000.0,116700.0,0.13,0.15,0.11,116700.0,10000.0,10000.0,116700.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-15,10000.0,117500.0,0.13,0.15,0.11,117500.0,10000.0,10000.0,117500.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-16,10000.0,117700.0,0.13,0.15,0.11,117700.0,10000.0,10000.0,117700.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-17,10000.0,117700.0,0.13,0.15,0.11,117700.0,10000.0,10000.0,117700.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-18,10000.0,117300.0,0.2,0.15,0.11,117300.0,10000.0,10000.0,117300.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-19,10000.0,117400.0,0.2,0.16,0.11,117400.0,10000.0,10000.0,117400.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-22,10000.0,117400.0,0.21,0.16,0.11,117400.0,10000.0,10000.0,117400.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-23,10000.0,118900.0,0.29,0.16,0.11,118900.0,10000.0,10000.0,118900.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-24,10000.0,118600.0,0.45,0.16,0.11,118600.0,10000.0,10000.0,118600.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-25,10000.0,117500.0,0.4,0.16,0.11,117500.0,10000.0,10000.0,117500.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-02-26,10000.0,115000.0,0.3,0.16,0.11,115000.0,10000.0,10000.0,115000.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-01,10000.0,118000.0,0.29,0.16,0.11,118000.0,10000.0,10000.0,118000.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-02,10000.0,116700.0,0.28,0.16,0.11,116700.0,10000.0,10000.0,116700.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-03,10000.0,117600.0,0.27,0.16,0.11,117600.0,10000.0,10000.0,117600.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-04,10000.0,118100.0,0.27,0.16,0.11,118100.0,10000.0,10000.0,118100.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-05,10000.0,117100.0,0.27,0.16,0.11,117100.0,10000.0,10000.0,117100.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-08,10000.0,118700.0,0.26,0.16,0.11,118700.0,10000.0,10000.0,118700.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-09,10000.0,118900.0,0.26,0.16,0.11,118900.0,10000.0,10000.0,118900.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-10,10000.0,118300.0,0.25,0.16,0.11,118300.0,10000.0,10000.0,118300.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-11,10000.0,118600.0,0.24,0.16,0.11,118600.0,10000.0,10000.0,118600.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-12,10000.0,118000.0,0.25,0.16,0.11,118000.0,10000.0,10000.0,118000.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-15,10000.0,118700.0,0.25,0.16,0.11,118700.0,10000.0,10000.0,118700.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-16,10000.0,119400.0,0.25,0.16,0.11,119400.0,10000.0,10000.0,119400.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-17,10000.0,118800.0,0.25,0.16,0.11,118800.0,10000.0,10000.0,118800.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-18,10000.0,119000.0,0.25,0.16,0.11,119000.0,10000.0,10000.0,119000.0,,,,,,,,,,,,0.12,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0563
2021-03-19,20000.0,236000.0,0.5,0.33,0.23,118000.0,10000.0,10000.0,118000.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,1977243.4,1.98,5.63,,1.0,100.0,0.1126
2021-03-22,20000.0,236800.0,0.49,0.33,0.23,118400.0,10000.0,10000.0,118400.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,1983945.92,1.98,5.63,,1.0,100.0,0.1126
2021-03-23,20000.0,236200.0,0.49,0.33,0.23,118100.0,10000.0,10000.0,118100.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,1978919.03,1.98,5.63,,1.0,100.0,0.1126
2021-03-24,20000.0,235400.0,0.49,0.33,0.23,117700.0,10000.0,10000.0,117700.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,1972216.51,1.97,5.63,,1.0,100.0,0.1126
2021-03-25,20000.0,236800.0,0.49,0.33,0.23,118400.0,10000.0,10000.0,118400.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,1983945.92,1.98,5.63,,1.0,100.0,0.1126
2021-03-26,20000.0,238600.0,0.5,0.33,0.23,119300.0,10000.0,10000.0,119300.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,1999026.59,2.0,5.63,,1.0,100.0,0.1126
2021-03-29,20000.0,239600.0,0.5,0.33,0.23,119800.0,10000.0,10000.0,119800.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,2007404.74,2.0,5.63,,1.0,100.0,0.1126
2021-03-30,20000.0,239800.0,0.5,0.32,0.23,119900.0,10000.0,10000.0,119900.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,2009080.37,2.01,5.63,,1.0,100.0,0.1126
2021-03-31,20000.0,239400.0,0.49,0.32,0.23,119700.0,10000.0,10000.0,119700.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,2005729.11,2.0,5.63,,1.0,100.0,0.1126
2021-04-01,20000.0,240600.0,0.49,0.32,0.23,120300.0,10000.0,10000.0,120300.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,2015782.89,2.02,5.63,,1.0,100.0,0.1126
2021-04-02,20000.0,240600.0,0.5,0.32,0.23,120300.0,10000.0,10000.0,120300.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,2015782.89,2.02,5.63,,1.0,100.0,0.1126
2021-04-05,20000.0,240600.0,0.5,0.32,0.23,120300.0,10000.0,10000.0,120300.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,2015782.89,2.01,5.63,,1.0,100.0,0.1126
2021-04-06,20000.0,241200.0,0.5,0.32,0.23,120600.0,10000.0,10000.0,120600.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,2020809.78,2.02,5.63,,1.0,100.0,0.1126
2021-04-07,20000.0,238600.0,0.75,0.32,0.23,119300.0,10000.0,10000.0,119300.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,1999026.59,2.0,5.63,,1.0,100.0,0.1126
2021-04-08,20000.0,241400.0,0.77,0.32,0.23,120700.0,10000.0,10000.0,120700.0,,,,,,,,,,,,0.12,,5.63,5.63,167563.0,2022485.41,2.02,5.63,,1.0,100.0,0.1126
2021-04-09,20000.0,241000.0,0.79,0.32,0.23,120500.0,10000.0,10000.0,120500.0,,,,,,,,,,,,0.12,,5.18,5.18,182933.0,2204342.65,2.2,5.18,,1.0,100.0,0.1037
2021-04-12,20000.0,239400.0,0.88,0.32,0.23,119700.0,10000.0,10000.0,119700.0,,,,,,,,,,,,0.12,,5.18,5.18,182933.0,2189708.01,2.19,5.18,,1.0,100.0,0.1037
2021-04-13,20000.0,240600.0,1.39,0.32,0.23,120300.0,10000.0,10000.0,120300.0,,,,,,,,,,,,0.12,,4.52,4.52,211202.0,2540760.06,2.54,4.52,,1.0,100.0,0.0904
2021-04-14,20000.0,242800.0,1.45,0.32,0.23,121400.0,10000.0,10000.0,121400.0,,,,,,,,,,,,0.12,,4.52,4.52,211202.0,2563992.28,2.56,4.52,,1.0,100.0,0.0904
2021-04-15,20000.0,244800.0,1.69,0.32,0.23,122400.0,10000.0,10000.0,122400.0,,,,,,,,,,,,0.12,,4.52,4.52,211202.0,2585112.48,2.58,4.52,,1.0,100.0,0.0904
2021-04-16,20000.0,244800.0,1.69,0.33,0.23,122400.0,10000.0,10000.0,122400.0,,,,,,,,,,,,0.12,,4.52,4.52,211202.0,2585112.48,2.58,4.52,,1.0,100.0,0.0904
2021-04-19,20000.0,244000.0,1.31,0.33,0.23,122000.0,10000.0,10000.0,122000.0,,,,,,,,,,,,0.12,,4.52,4.52,211202.0,2576664.4,2.58,4.52,,1.0,100.0,0.0904
2021-04-20,20000.0,240000.0,1.34,0.33,0.23,120000.0,10000.0,10000.0,120000.0,,,,,,,,,,,,0.12,,4.52,4.52,211202.0,2534424.0,2.54,4.52,,1.0,100.0,0.0904
2021-04-21,20000.0,242000.0,1.3,0.33,0.23,121000.0,10000.0,10000.0,121000.0,,,,,,,,,,,,0.12,,4.52,4.52,211202.0,2555544.2,2.56,4.52,,1.0,100.0,0.0904
2021-04-22,20000.0,243400.0,1.33,0.33,0.23,121700.0,10000.0,10000.0,121700.0,,,,,,,,,,,,0.12,,4.52,4.52,211202.0,2570328.34,2.57,4.52,,1.0,100.0,0.0904
2021-04-23,20000.0,243400.0,1.46,0.32,0.23,121700.0,10000.0,10000.0,121700.0,,,,,,,,,,,,0.12,,4.52,4.52,211202.0,2570328.34,2.57,4.52,,1.0,100.0,0.0904
2021-04-26,20000.0,244600.0,1.73,0.32,0.23,122300.0,10000.0,10000.0,122300.0,,,,,,,,,,,,0.12,,5.99,5.99,157032.0,1920501.36,1.92,5.99,,1.0,100.0,0.1197
2021-04-27,20000.0,243600.0,1.51,0.32,0.23,121800.0,10000.0,10000.0,121800.0,,,,,,,,,,,,0.12,,5.99,5.99,157032.0,1912649.76,1.92,5.99,,1.0,100.0,0.1197
2021-04-28,20000.0,244600.0,1.52,0.32,0.23,122300.0,10000.0,10000.0,122300.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-04-29,20000.0,244000.0,1.54,0.32,0.23,122000.0,10000.0,10000.0,122000.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-04-30,20000.0,242400.0,1.58,0.32,0.23,121200.0,10000.0,10000.0,121200.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-03,20000.0,242600.0,1.6,0.33,0.23,121300.0,10000.0,10000.0,121300.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-04,20000.0,241200.0,1.22,0.33,0.23,120600.0,10000.0,10000.0,120600.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-05,20000.0,245400.0,1.23,0.33,0.23,122700.0,10000.0,10000.0,122700.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-06,20000.0,244800.0,1.25,0.33,0.23,122400.0,10000.0,10000.0,122400.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-07,20000.0,246000.0,1.25,0.33,0.23,123000.0,10000.0,10000.0,123000.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-10,20000.0,247800.0,1.26,0.33,0.23,123900.0,10000.0,10000.0,123900.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-11,20000.0,242600.0,1.25,0.33,0.23,121300.0,10000.0,10000.0,121300.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-12,20000.0,242800.0,1.25,0.33,0.23,121400.0,10000.0,10000.0,121400.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-13,20000.0,240600.0,1.16,0.33,0.23,120300.0,10000.0,10000.0,120300.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-14,20000.0,242400.0,1.23,0.34,0.23,121200.0,10000.0,10000.0,121200.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-17,20000.0,240800.0,1.22,0.34,0.23,120400.0,10000.0,10000.0,120400.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-18,20000.0,242000.0,1.22,0.34,0.23,121000.0,10000.0,10000.0,121000.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-19,20000.0,237000.0,1.22,0.34,0.23,118500.0,10000.0,10000.0,118500.0,,,,,,,,,,,,0.12,,100.0,6.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1393
2021-05-20,20000.0,241600.0,1.22,0.34,0.23,120800.0,10000.0,10000.0,120800.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-05-21,20000.0,241400.0,1.29,0.34,0.23,120700.0,10000.0,10000.0,120700.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-05-24,20000.0,241800.0,1.31,0.34,0.23,120900.0,10000.0,10000.0,120900.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-05-25,20000.0,242400.0,1.32,0.34,0.23,121200.0,10000.0,10000.0,121200.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-05-26,20000.0,243800.0,1.35,0.34,0.23,121900.0,10000.0,10000.0,121900.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-05-27,20000.0,245400.0,1.35,0.34,0.23,122700.0,10000.0,10000.0,122700.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-05-28,20000.0,246600.0,1.4,0.34,0.23,123300.0,10000.0,10000.0,123300.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-05-31,20000.0,243400.0,1.88,0.34,0.23,121700.0,10000.0,10000.0,121700.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-01,20000.0,245200.0,1.98,0.34,0.23,122600.0,10000.0,10000.0,122600.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-02,20000.0,246800.0,2.23,0.34,0.23,123400.0,10000.0,10000.0,123400.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-03,20000.0,246200.0,2.21,0.34,0.23,123100.0,10000.0,10000.0,123100.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-04,20000.0,247800.0,2.19,0.34,0.23,123900.0,10000.0,10000.0,123900.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-07,20000.0,246800.0,2.19,0.34,0.23,123400.0,10000.0,10000.0,123400.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-08,20000.0,247200.0,2.82,0.34,0.23,123600.0,10000.0,10000.0,123600.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-09,20000.0,246200.0,2.82,0.33,0.23,123100.0,10000.0,10000.0,123100.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-10,20000.0,247800.0,2.89,0.33,0.23,123900.0,10000.0,10000.0,123900.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-11,20000.0,248000.0,2.88,0.33,0.23,124000.0,10000.0,10000.0,124000.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-14,20000.0,248400.0,2.69,0.33,0.23,124200.0,10000.0,10000.0,124200.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-15,20000.0,248000.0,6.1,0.33,0.23,124000.0,10000.0,10000.0,124000.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-16,20000.0,248800.0,6.02,0.33,0.23,124400.0,10000.0,10000.0,124400.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-17,20000.0,249800.0,5.85,0.33,0.23,124900.0,10000.0,10000.0,124900.0,,,,,,,,,,,,0.13,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-18,20000.0,247200.0,5.58,0.33,0.23,123600.0,10000.0,10000.0,123600.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-21,20000.0,247200.0,5.48,0.33,0.23,123600.0,10000.0,10000.0,123600.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-22,20000.0,247000.0,5.69,0.33,0.23,123500.0,10000.0,10000.0,123500.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-23,20000.0,246000.0,5.89,0.33,0.23,123000.0,10000.0,10000.0,123000.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-24,20000.0,247600.0,8.97,0.33,0.23,123800.0,10000.0,10000.0,123800.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-25,20000.0,247800.0,8.99,0.33,0.23,123900.0,10000.0,10000.0,123900.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-28,20000.0,246800.0,9.07,0.33,0.23,123400.0,10000.0,10000.0,123400.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-29,20000.0,247000.0,8.49,0.33,0.23,123500.0,10000.0,10000.0,123500.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-06-30,20000.0,247200.0,8.75,0.33,0.23,123600.0,10000.0,10000.0,123600.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-07-01,20000.0,246200.0,9.12,0.33,0.23,123100.0,10000.0,10000.0,123100.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-07-02,20000.0,247000.0,8.87,0.33,0.23,123500.0,10000.0,10000.0,123500.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-07-05,20000.0,247800.0,8.98,0.34,0.23,123900.0,10000.0,10000.0,123900.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-07-06,20000.0,246200.0,3.25,0.34,0.23,123100.0,10000.0,10000.0,123100.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
2021-07-07,20000.0,249000.0,3.1,0.34,0.23,124500.0,10000.0,10000.0,124500.0,,,,,,,,,,,,0.12,,100.0,9.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.183
