,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_y,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity
2023-12-27,2899212.0,512638665.84,0.55,4.66,0.55,511.18,0.0,396128431.44,1593345.0,2240292.0,281735262.9,,,53518.0,9.42,,9200.0,,6.45,53518.0,35971.0,,,9.42,53518.0,1.63,9200.0,26236.0,282.39,4.84,,,1.41,1.41,111177408.0,19658389282.56,,19652.28,1.42,25.05,0.217,34.95,0.0257
2023-12-28,2757771.0,485919250.2,0.53,4.48,0.53,486.3,0.0,375006812.4,1479969.0,2128302.0,260770537.8,,,29749.0,6.13,,,,28.1,33849.0,157957.0,,,6.13,29749.0,,23391.0,145839.0,262.27,25.65,,,1.31,1.31,111179496.0,19589827195.2,,19665.62,1.32,28.28,0.2287,33.81,0.0245
2023-12-29,2551115.0,449302373.8,0.49,4.25,0.49,448.2,0.0,351123399.2,1338436.0,1993660.0,235725348.32,,,,,,,,25.44,,141533.0,,,,,,,134642.0,236.25,24.9,,,1.2,1.2,110189568.0,19406586716.16,,19448.47,1.2,30.69,0.2623,36.76,0.0229
2024-01-01,2544249.0,448093133.88,0.49,4.28,0.49,446.5,0.0,349914159.28,1310575.0,1986794.0,230818469.0,,,,,,,,4.92,,27861.0,,,,,,,6866.0,230.94,1.22,,,1.18,1.18,109779360.0,19334340883.2,,19354.84,1.18,30.74,0.2638,36.88,0.0229
2024-01-02,2390563.0,418109468.7,0.46,4.03,0.46,420.17,0.0,335496328.2,1191922.0,1918218.0,208467157.8,,,15000.0,,,23030.0,,23.48,,133653.0,,,,15000.0,4.18,,91606.0,210.63,15.56,,,1.12,1.12,105130552.0,18387333544.8,,18534.13,1.12,27.68,0.2569,37.89,0.0225
2024-01-03,2034497.0,349852104.12,0.39,3.44,0.39,355.33,0.0,324437619.84,1194062.0,1886704.0,205330901.52,,,2400.0,1.13,,,,3.35,9865.0,18309.0,,,1.13,2400.0,,18049.0,41379.0,209.18,7.59,,,1.08,1.08,109094608.0,18759908791.68,,18997.96,1.09,20.69,0.281,45.18,0.0184
2024-01-04,1831977.0,315209962.62,0.35,3.13,0.35,317.18,0.0,295645536.2,911189.0,1718270.0,156779179.34,,,,,,,,57.8,,328465.0,,,,,,45592.0,168434.0,156.55,31.56,,,0.83,0.83,109369384.0,18818096211.04,,18785.62,0.83,23.18,0.2945,46.1,0.0166
2024-01-05,2129397.0,363445479.96,0.41,3.63,0.41,368.57,0.0,344402541.68,1228588.0,2017826.0,209695399.84,,,309393.0,53.57,,,,0.53,306794.0,3127.0,,,53.57,309393.0,,11133.0,7238.0,211.47,1.29,,,1.09,1.09,111168208.0,18974189741.44,,19084.13,1.1,22.4,0.2961,45.14,0.0189
2024-01-08,1858182.0,318195085.68,0.35,3.15,0.35,320.61,0.0,301736866.8,1005423.0,1762070.0,172168634.52,,,3186.0,,,27561.0,,44.28,,253912.0,,,,3186.0,4.72,27561.0,283317.0,172.06,50.13,,,0.89,0.89,112142640.0,19203305673.6,,19171.73,0.89,23.21,0.2622,39.06,0.0164
2024-01-09,1828394.0,312618806.12,0.35,3.12,0.35,315.74,0.0,296185576.36,1052835.0,1732282.0,180013728.3,,,1003.0,,,,,3.21,,19222.0,,,,1003.0,,65631.0,29788.0,180.77,4.88,,,0.93,0.93,112098144.0,19166540661.12,,19209.31,0.93,23.16,0.2676,39.7,0.0162
2024-01-10,1798058.0,308295024.68,0.34,3.05,0.34,309.82,0.0,292653071.8,943016.0,1706830.0,161689523.36,,,374.0,5.5,,,,23.7,33748.0,136886.0,,,5.5,374.0,,26693.0,59200.0,161.12,10.68,,,0.83,0.83,112160024.0,19230957715.04,,19157.09,0.83,23.69,0.2534,37.1,0.0159
2024-01-11,1707205.0,294936735.8,0.33,2.91,0.33,294.69,0.0,250910922.92,1179351.0,1452367.0,203744678.76,,,214365.0,4.87,,,,0.3,26080.0,1783.0,,,4.87,214365.0,,23753.0,280543.0,202.29,47.89,,,1.04,1.04,112018248.0,19352272524.48,,19238.83,1.04,25.17,0.2487,40.47,0.0151
2024-01-12,1425737.0,250416446.68,0.27,2.42,0.27,245.66,0.0,227647882.2,707373.0,1296105.0,124242993.72,,,16614.0,2.74,,,,95.42,15205.0,556873.0,,,2.74,16614.0,,68281.0,171467.0,122.35,30.58,,,0.63,0.63,112413264.0,19744265688.96,,19502.64,0.62,30.32,0.3124,46.16,0.0126
2024-01-15,1437741.0,252294790.68,0.27,2.43,0.27,248.06,0.0,227515435.36,711474.0,1296532.0,124849457.52,,,927.0,0.28,,,,1.45,927.0,8403.0,,,0.28,927.0,,11577.0,500.0,124.93,0.09,,,0.63,0.63,112322992.0,19710438636.16,,19715.4,0.63,29.98,0.3068,45.72,0.0127
2024-01-16,1320533.0,231859184.14,0.25,2.25,0.25,230.46,0.0,212901811.54,807893.0,1212563.0,141849852.94,,,186636.0,10.75,,23030.0,,19.27,50732.0,110092.0,,,10.75,186636.0,4.16,19875.0,157731.0,142.2,26.74,,,0.71,0.71,112293776.0,19716541190.08,,19744.19,0.72,36.66,0.2851,37.5,0.0117
2024-01-17,1327965.0,230773757.7,0.25,2.41,0.25,232.05,0.0,188786424.34,862449.0,1086353.0,149876387.22,,,133642.0,9.03,,5300.0,,16.08,49699.0,89498.0,,,9.03,133642.0,0.93,10412.0,181209.0,151.12,31.77,,,0.76,0.76,112477112.0,19546272523.36,,19682.76,0.76,26.14,0.2611,41.58,0.0117
2024-01-18,1693125.0,296533912.5,0.32,3.09,0.32,294.02,0.0,245757498.84,1128356.0,1403206.0,197620269.84,,,169158.0,69.8,,,,28.69,407046.0,162749.0,,,69.8,169158.0,,259498.0,90193.0,195.99,15.98,,,1.0,1.0,112256704.0,19660639138.56,,19529.85,0.99,30.82,0.3022,44.01,0.0149
2024-01-19,1712280.0,296258685.6,0.33,3.11,0.33,297.95,0.0,242901912.9,1160698.0,1403895.0,200823967.96,,,12083.0,1.53,,,,3.94,5967.0,23675.0,,,1.53,12083.0,,43934.0,5278.0,202.94,0.92,,,1.02,1.02,112468632.0,19459322708.64,,19600.64,1.02,30.95,0.2993,43.32,0.0151
2024-01-22,1609346.0,278030614.96,0.31,2.91,0.31,278.19,0.0,219065553.84,1118627.0,1268034.0,193254000.52,,,,,,,,13.36,,75582.0,,,,,,33511.0,135861.0,194.07,24.72,,,0.98,0.98,112700432.0,19470126632.32,,19487.8,0.99,28.35,0.2902,43.29,0.0141
2024-01-23,1591696.0,270206312.96,0.3,2.9,0.3,274.9,0.0,203044164.16,936333.0,1196066.0,158951890.08,,,58071.0,,,68000.0,,7.65,,44187.0,,,,58071.0,11.75,5590.0,139968.0,161.97,24.2,35.39,,0.82,0.82,112805488.0,19149859642.88,201768.0,19407.41,0.83,21.84,0.2653,43.66,0.014
2024-01-24,1475077.0,254391779.42,0.28,2.66,0.28,251.89,0.0,183753543.1,972251.0,1065485.0,167674407.46,,,,2.97,,,,20.54,16356.0,113390.0,,,2.97,,,149308.0,146937.0,164.88,26.83,,,0.85,0.85,112836552.0,19459791757.92,,19207.31,0.85,20.52,0.2454,41.75,0.013
2024-01-25,1350154.0,232010463.36,0.26,2.42,0.26,233.0,0.0,165869762.88,891200.0,965257.0,153143808.0,,,3000.0,,,,,19.47,,117752.0,,,,3000.0,,33701.0,100228.0,153.83,16.25,,,0.78,0.78,112959184.0,19410906178.56,,19487.88,0.78,21.39,0.269,43.81,0.0119
2024-01-26,1196897.0,205243897.56,0.23,2.17,0.23,205.92,0.0,145206520.32,854190.0,846784.0,146476501.2,,,18834.0,,,,,9.81,,55844.0,,,,18834.0,,,118473.0,146.74,20.76,,,0.75,0.75,112989080.0,19375367438.4,,19389.43,0.75,20.77,0.26,41.59,0.0105
2024-01-29,1095438.0,188722058.64,0.21,1.99,0.21,188.38,0.0,135839506.68,907701.0,788481.0,156378728.28,,,,9.16,,,,7.42,53364.0,43156.0,,,9.16,,,96667.0,111667.0,155.86,19.25,,,0.8,0.8,112950008.0,19459027378.24,,19403.49,0.8,28.27,0.2364,34.59,0.0096
2024-01-30,1234751.0,213710703.08,0.24,2.29,0.24,212.59,0.0,140691193.44,1021757.0,812868.0,176845701.56,,,169551.0,13.92,,,,9.34,81387.0,55495.0,,,13.92,169551.0,,,57000.0,175.82,9.77,,,0.9,0.9,112777896.0,19519598239.68,,19419.75,0.9,31.91,0.2765,38.42,0.0109
2024-01-31,1232767.0,214106972.56,0.24,2.38,0.24,213.5,0.0,152525428.64,892928.0,878198.0,155083735.04,,,10885.0,23.06,,2000.0,,25.8,132731.0,152769.0,,,23.06,10885.0,0.36,13055.0,69401.0,154.74,11.37,,,0.78,0.78,112992992.0,19624622850.56,,19587.2,0.78,25.29,0.2289,35.23,0.0108
2024-02-01,1289125.0,223276450.0,0.25,2.68,0.25,223.11,0.0,161052098.4,924802.0,929862.0,160175706.4,,,4773.0,23.34,,,,6.74,133921.0,38899.0,,,23.34,4773.0,,66000.0,82257.0,160.54,14.44,,,0.81,0.81,112843704.0,19544529532.8,,19569.66,0.81,25.95,0.1873,26.54,0.0113
2024-02-02,1297132.0,222198711.6,0.25,2.71,0.25,224.32,0.0,169844292.6,744874.0,991502.0,127596916.2,,,,23.29,,50.0,,33.18,133092.0,192152.0,,,23.29,,0.01,12224.0,71502.0,129.05,12.71,,,0.65,0.65,113120032.0,19377461481.6,,19546.34,0.66,19.79,0.2112,35.98,0.0114
2024-02-05,1337516.0,224515435.76,0.26,2.82,0.25,229.82,0.0,191196232.92,826770.0,1139022.0,138781612.2,,,119890.0,24.58,,,,20.69,147520.0,118189.0,,,24.58,119890.0,,80195.0,,141.74,,,,0.73,0.73,113130904.0,18990153545.44,,19310.32,0.73,19.2,0.2625,44.1,0.0117
2024-02-06,1371576.0,235746482.88,0.26,2.79,0.26,232.7,0.0,202551298.48,894577.0,1178446.0,153759894.76,,,3534.0,12.85,,56507.0,,10.54,77932.0,56263.0,,,12.85,3534.0,9.66,120536.0,95015.0,150.05,17.83,,,0.79,0.79,113008416.0,19423886542.08,,19070.91,0.78,16.84,0.2018,36.64,0.012
2024-02-07,1345053.0,229358437.56,0.26,2.67,0.26,231.63,0.0,192641218.56,973845.0,1129728.0,166060049.4,,,64863.0,18.52,,,,7.17,105263.0,44622.0,,,18.52,64863.0,,59027.0,153981.0,167.31,24.64,,,0.86,0.86,112822984.0,19238575231.68,,19323.27,0.86,16.36,0.1544,26.53,0.0118
2024-02-08,1136219.0,190293958.12,0.22,2.24,0.22,194.4,0.0,156771328.8,694744.0,936060.0,116355725.12,,,,0.13,,,,49.21,1984.0,284101.0,,,0.13,,,5000.0,195652.0,118.4,34.1,,,0.61,0.61,112838760.0,18898235524.8,,19130.85,0.62,19.56,0.1583,23.18,0.01
2024-02-09,1090943.0,182711133.64,0.21,2.1,0.21,185.21,0.0,163623940.48,664450.0,976976.0,111282086.0,,,78261.0,18.3,,,,37.77,108690.0,217783.0,,,18.3,78261.0,,109228.0,67774.0,111.26,12.49,,,0.59,0.59,112866512.0,18902883429.76,,18891.42,0.59,21.82,0.1685,22.54,0.0096
2024-02-12,813868.0,136892597.6,0.16,1.55,0.16,137.36,0.0,118059748.2,412116.0,701901.0,69317911.2,,,,1.67,,4204.0,,42.23,10000.0,252334.0,,,1.67,,0.71,,289279.0,69.14,50.0,,,0.36,0.36,113037024.0,19012827436.8,,18959.65,0.36,19.79,0.1969,29.54,0.0072
2024-02-13,699756.0,117838910.4,0.13,1.32,0.13,119.1,0.0,99468154.4,276246.0,590666.0,46519826.4,,,,7.16,,,,22.66,42000.0,135870.0,,,7.16,,,,153235.0,46.67,25.11,,,0.24,0.24,113145544.0,19053709609.6,,19070.83,0.24,28.56,0.2465,34.01,0.0062
2024-02-14,680712.0,115625740.32,0.13,1.29,0.13,115.65,0.0,100323902.22,257241.0,590627.0,43694956.26,,,,3.95,,,,3.33,23712.0,19005.0,,,3.95,,,,23751.0,43.27,4.13,,,0.23,0.23,113204152.0,19228857258.72,,19091.5,0.23,28.28,0.2658,38.34,0.006
2024-02-15,1059980.0,179369815.6,0.2,2.04,0.2,180.5,0.0,163948289.34,356215.0,968847.0,60278702.3,,,120926.0,67.82,,,,3.63,397707.0,21952.0,,,67.82,120926.0,,,19487.0,60.29,3.22,,,0.31,0.31,113150656.0,19147354008.32,,19162.53,0.31,29.95,0.2473,33.07,0.0093
2024-02-16,1021402.0,174761882.2,0.19,1.95,0.19,174.45,0.0,159705937.7,610775.0,933407.0,104503602.5,,,7698.0,1.3,,,,0.53,7698.0,3138.0,,,1.3,7698.0,,250000.0,43138.0,105.28,7.42,,,0.54,0.54,112859232.0,19310214595.2,,19143.46,0.55,31.31,0.2508,34.17,0.009
2024-02-19,1007497.0,172967084.96,0.19,1.9,0.19,172.38,0.0,159959749.76,595899.0,931732.0,102303940.32,,,,,,,,2.39,,14876.0,,,,,,,1675.0,103.9,0.27,,,0.53,0.53,112692248.0,19347005136.64,,19279.46,0.54,31.29,0.2511,34.15,0.0089
2024-02-20,824709.0,153280414.74,0.16,1.55,0.16,146.43,0.0,144864488.08,570972.0,779428.0,106120855.92,,,,5.93,,,,6.64,34000.0,38927.0,,,5.93,,,14000.0,186304.0,100.06,31.15,,,0.5,0.5,112612048.0,20930075241.28,,19742.53,0.5,23.45,0.2677,40.27,0.0073
2024-02-21,804406.0,149136872.4,0.15,1.4,0.15,147.66,0.0,129384356.4,541734.0,697866.0,100437483.6,,,28564.0,,,,,8.6,,60102.0,,,,28564.0,,2300.0,81562.0,102.85,11.23,,,0.48,0.48,112056280.0,20775234312.0,,20804.06,0.49,24.87,0.2714,41.6,0.0071
2024-02-22,614090.0,113864567.8,0.12,1.05,0.12,113.82,0.0,97924010.4,368456.0,528120.0,68319111.52,,,,,,,,34.38,,185278.0,,,,,,12000.0,169746.0,70.62,30.07,,,0.33,0.33,112110424.0,20787514818.08,,20766.78,0.34,25.2,0.348,52.47,0.0055
2024-02-23,882967.0,167322246.5,0.17,1.5,0.17,164.73,0.0,103655931.5,616333.0,546997.0,116795103.5,,,,7.02,,,,0.39,37877.0,2123.0,,,7.02,,,250000.0,19000.0,116.57,3.52,,,0.55,0.55,112122408.0,21247196316.0,,20899.96,0.55,29.23,0.2484,36.3,0.0078
2024-02-26,873217.0,165684193.58,0.17,1.48,0.17,165.17,0.0,101756992.78,617492.0,536297.0,117162932.08,,,1200.0,1.85,,,,0.0,8300.0,250.0,,,1.85,1200.0,,209.0,19000.0,119.14,3.08,,,0.55,0.55,112140880.0,21277610571.2,,21234.02,0.56,29.77,0.248,36.28,0.0077
2024-02-27,966217.0,182943526.78,0.18,1.61,0.18,183.06,0.0,117447033.98,625423.0,620297.0,118417590.82,,,2000.0,18.04,,,,0.21,95000.0,1069.0,,,18.04,2000.0,,7000.0,11000.0,120.93,2.06,,,0.55,0.55,112580544.0,21316000200.96,,21348.85,0.56,26.89,0.2249,32.55,0.0085
2024-02-28,1071587.0,202229898.64,0.2,1.79,0.2,202.51,0.0,138782989.52,746183.0,735391.0,140819655.76,,,10621.0,25.7,,,,4.07,136484.0,21390.0,,,25.7,10621.0,,131529.0,21390.0,143.56,4.06,,,0.66,0.66,112471784.0,21225675076.48,,21274.52,0.67,28.33,0.2294,28.63,0.0095
2024-02-29,1064188.0,199960925.2,0.2,1.79,0.2,200.55,0.0,137490939.6,742451.0,731724.0,139506542.9,,,,0.0,,,,0.71,65.0,3732.0,,,0.0,,,,3732.0,142.52,0.71,,,0.66,0.66,112413296.0,21122458318.4,,21207.72,0.67,28.45,0.231,28.67,0.0094
2024-03-01,1074228.0,200816182.32,0.21,1.76,0.2,201.09,0.0,136112135.64,756109.0,728106.0,141347016.46,,,,5.74,,,,,32382.0,,,,5.74,,,13658.0,36000.0,144.21,6.85,,,0.68,0.68,110902152.0,20732048294.88,,20785.89,0.69,28.42,0.2395,31.25,0.0096
2024-03-04,936990.0,178103059.2,0.18,1.55,0.18,176.02,0.0,118603837.44,617313.0,623968.0,117338855.04,,,,2.98,,,,26.25,15216.0,138796.0,,,2.98,,,,119354.0,117.55,22.56,,,0.55,0.55,111117160.0,21121149772.8,,20830.03,0.56,24.94,0.2307,32.96,0.0084
2024-03-05,838754.0,158960658.08,0.16,1.41,0.16,159.19,0.0,142404948.96,550961.0,751398.0,104418128.72,,,113656.0,25.12,,,,43.63,127430.0,234000.0,,,25.12,113656.0,,53992.0,,107.2,,,,0.49,0.49,111202368.0,21075072783.36,,21120.95,0.51,36.8,0.2931,37.13,0.0075
2024-03-06,1231115.0,234872119.7,0.23,2.08,0.23,237.64,0.0,218015562.02,650467.0,1142759.0,124096094.26,,,2000.0,77.93,,,,2.33,391361.0,11547.0,,,77.93,2000.0,,109053.0,,125.7,,,,0.58,0.58,111143688.0,21203992796.64,,21081.2,0.59,24.66,0.2492,36.7,0.011
2024-03-07,2011177.0,388881184.72,0.38,3.42,0.38,389.41,0.0,338673713.84,796895.0,1751519.0,154087617.2,,,162478.0,124.26,,,,3.58,637551.0,19123.0,,,124.26,162478.0,,3073.0,28791.0,154.61,5.46,,,0.71,0.71,110926296.0,21448708594.56,,21207.28,0.72,29.22,0.2849,40.2,0.018
2024-03-08,2515301.0,487113191.66,0.48,4.25,0.48,490.83,0.0,422704586.9,1307201.0,2182715.0,253152545.66,,,331721.0,87.17,,,,2.47,438578.0,13272.0,,,87.17,331721.0,,191857.0,7382.0,258.33,0.88,,,1.17,1.17,110710496.0,21440194655.36,,21402.11,1.19,29.26,0.2983,43.49,0.0225
2024-03-11,2597054.0,500815893.36,0.5,4.42,0.5,506.45,0.0,445664039.04,1393672.0,2311056.0,268755708.48,,,94984.0,25.97,,,,10.36,133059.0,54338.0,,,25.97,94984.0,,45825.0,4718.0,275.08,0.75,,,1.24,1.24,110613928.0,21330789875.52,,21411.36,1.27,33.51,0.3092,41.98,0.0232
2024-03-12,2781240.0,539338060.8,0.53,4.73,0.53,541.09,0.0,479783871.36,1613021.0,2474133.0,312797032.32,,,132895.0,37.05,,,,3.41,198240.0,17472.0,,,37.05,132895.0,,103926.0,35163.0,316.13,7.37,,,1.44,1.44,110544336.0,21436757637.12,,21345.01,1.46,38.1,0.3158,39.33,0.0248
2024-03-13,2728906.0,531590888.8,0.52,4.6,0.52,533.45,0.0,470524010.8,1561432.0,2415421.0,304166953.6,,,10569.0,10.65,,,,12.03,49200.0,62158.0,,,10.65,10569.0,,,107912.0,307.74,19.84,,,1.38,1.38,111353400.0,21691642320.0,,21595.89,1.4,35.06,0.312,41.52,0.0242
2024-03-14,2498211.0,487900608.3,0.48,4.25,0.48,491.37,0.0,434023197.3,1435410.0,2222341.0,280335573.0,,,5180.0,1.38,,11081.0,,25.11,7130.0,135903.0,,,1.38,5180.0,2.16,4701.0,211291.0,285.61,39.33,,,1.27,1.27,111486104.0,21773236111.2,,21768.68,1.3,30.47,0.3158,45.24,0.0221
2024-03-15,2725197.0,531794942.58,0.52,4.58,0.52,534.67,0.0,485858010.88,1763993.0,2489792.0,344225594.02,,,149476.0,66.64,,,,25.87,341352.0,131502.0,,,66.64,149476.0,,310609.0,73901.0,349.41,14.57,,,1.56,1.56,111148192.0,21689458186.88,,21689.29,1.59,37.43,0.3264,41.48,0.0241
2024-03-18,3851498.0,747421701.88,0.74,6.19,0.73,752.81,0.0,702055325.38,1960480.0,3617723.0,380450748.8,,,47486.0,35.69,,946143.0,,1.38,181788.0,7130.0,,,35.69,47486.0,183.67,156131.0,,388.08,,,,1.74,1.74,110935024.0,21528050757.44,,21640.77,1.76,29.27,0.235,29.51,0.0341
2024-03-19,3998893.0,780743869.32,0.76,6.66,0.76,782.01,0.0,764830052.16,2164037.0,3917384.0,422506583.88,,,126811.0,58.14,,,,15.19,300267.0,76524.0,,,58.14,126811.0,,153270.0,606.0,425.58,0.12,,,1.94,1.94,109443392.0,21367727854.08,,21279.49,1.96,30.26,0.2409,30.51,0.0358
2024-03-20,4080665.0,795729675.0,0.78,6.97,0.78,798.13,0.0,774647835.0,2199314.0,3972553.0,428866230.0,,,32943.0,15.55,,,,1.1,76299.0,5463.0,,,15.55,32943.0,,7797.0,21130.0,433.1,4.11,,,1.97,1.97,109442696.0,21341325720.0,,21307.33,1.99,29.6,0.2345,30.16,0.0366
2024-03-21,3930602.0,761357607.4,0.75,6.74,0.75,766.03,0.0,743855262.8,2145858.0,3840244.0,415652694.6,,,80214.0,16.17,,,,29.06,83091.0,150020.0,,,16.17,80214.0,,16350.0,215400.0,422.2,41.91,,,1.92,1.92,109328464.0,21176923476.8,,21259.1,1.95,30.64,0.2645,33.47,0.0353
2024-03-22,4056894.0,772757169.12,0.77,6.99,0.77,781.58,0.0,749206983.84,2261180.0,3933258.0,430709566.4,,,89792.0,16.18,,,,0.18,93014.0,893.0,,,16.18,89792.0,,26423.0,,441.63,,,,2.03,2.03,109102432.0,20781831247.36,,21055.28,2.05,29.53,0.2625,34.65,0.0364
2024-03-25,4160834.0,795634677.48,0.79,7.02,0.79,796.67,0.0,775655055.78,2369002.0,4056349.0,453000562.44,,,95045.0,19.92,,,,6.26,129331.0,28771.0,,,19.92,95045.0,,41548.0,6240.0,457.48,2.55,,,2.13,2.13,108862312.0,20816651300.64,,20731.98,2.16,29.08,0.2708,36.51,0.0374
2024-03-26,4149362.0,798586210.52,0.79,6.95,0.79,799.22,0.0,777913119.62,2305401.0,4041947.0,443697476.46,,,7425.0,6.29,,16000.0,,13.51,32900.0,71026.0,,,6.29,7425.0,3.06,,63302.0,446.02,10.47,,,2.08,2.08,108768792.0,20933641708.32,,20833.9,2.1,29.21,0.2623,35.12,0.0374
2024-03-27,3965424.0,766595767.68,0.76,6.63,0.76,764.5,0.0,749821004.64,2286015.0,3878652.0,441932419.8,,,,59.97,,350.0,,45.21,313294.0,240348.0,,,59.97,,0.07,220962.0,476939.0,445.41,91.65,,,2.08,2.08,107850008.0,20849563546.56,,20774.68,2.1,29.79,0.275,35.66,0.036
2024-03-28,3875885.0,747425663.4,0.74,6.49,0.74,747.79,0.0,737221727.64,2191439.0,3822971.0,422597096.76,,,154.0,0.31,,,,17.63,1600.0,94730.0,,,0.31,154.0,,,57281.0,429.97,10.28,,,2.01,2.01,106571568.0,20551261173.12,,20604.8,2.04,30.4,0.2852,36.54,0.0356
2024-03-29,3875885.0,747425663.4,0.74,6.5,0.74,746.51,0.0,737221727.64,2191439.0,3822971.0,422597096.76,,,,,,,,,,,,,,,,,,428.09,,,,2.01,2.01,106878152.0,20610382831.68,,20600.19,2.04,30.39,0.2853,36.54,0.0355
2024-04-01,3866885.0,745690103.4,0.74,6.49,0.74,746.29,0.0,735486167.64,2191439.0,3813971.0,422597096.76,,,,,,,,,,,,,,,,,9000.0,428.42,0.6,,,2.01,2.01,107008528.0,20635524539.52,,20668.33,2.03,30.41,0.285,36.47,0.0354
2024-04-02,4219597.0,807715257.74,0.81,7.08,0.8,814.91,0.0,692575362.06,2047875.0,3618093.0,392004232.5,,,66414.0,14.7,,,,43.96,80310.0,227912.0,,,14.7,66414.0,,17934.0,276188.0,399.24,53.51,,,1.88,1.88,106647040.0,20414376396.8,,20508.13,1.91,34.93,0.3355,41.05,0.0388
2024-04-03,4300390.0,824900809.8,0.82,7.26,0.82,828.44,0.0,699601300.32,2183667.0,3647176.0,418871003.94,,,86765.0,9.2,,,,0.93,63471.0,4788.0,,,9.2,86765.0,,53815.0,34388.0,422.61,6.09,,,2.0,2.0,106906352.0,20506776440.64,,20422.18,2.03,35.47,0.333,40.42,0.0394
2024-04-04,4294914.0,814143897.84,0.82,7.16,0.82,823.33,0.0,686214024.16,2188240.0,3620036.0,414802774.4,,,36.0,,,4000.0,,3.6,,21091.0,,,,36.0,0.77,25628.0,31140.0,423.95,5.23,,,2.01,2.01,106837216.0,20252062664.96,,20421.34,2.03,35.06,0.329,40.33,0.0394
2024-04-05,4385645.0,822308437.5,0.84,7.83,0.84,832.28,0.0,694197937.5,2206145.0,3702389.0,413652187.5,,,78773.0,14.52,,,,12.44,91435.0,64868.0,,,14.52,78773.0,,4000.0,9082.0,423.49,1.74,,,2.06,2.06,105049840.0,19696845000.0,,19864.96,2.09,36.43,0.3296,39.42,0.0409
2024-04-08,4428288.0,833669498.88,0.84,7.89,0.84,836.29,0.0,717568615.58,2249670.0,3811583.0,423522874.2,,,110076.0,17.14,,,,14.54,110076.0,67551.0,,,17.14,110076.0,,1000.0,882.0,426.45,0.17,,,2.1,2.1,104630504.0,19697738683.04,,19607.65,2.13,38.3,0.3417,39.21,0.0414
2024-04-09,4363957.0,817543704.38,0.83,7.88,0.83,824.94,0.0,699579265.84,2265829.0,3734276.0,424480404.86,,,8929.0,4.14,,11300.0,,0.76,22000.0,4070.0,,,4.14,8929.0,2.13,11300.0,110607.0,431.94,18.95,,,2.13,2.13,104277808.0,19535404550.72,,19599.69,2.16,36.5,0.3325,39.67,0.041
2024-04-10,4411195.0,826128599.6,0.84,8.02,0.84,831.6,0.0,712376974.96,2259652.0,3803807.0,423187626.56,,,129906.0,11.82,,,,25.57,69531.0,136083.0,,,11.82,129906.0,,,,429.14,,,,2.12,2.12,104282016.0,19529935956.48,,19603.48,2.14,37.62,0.3368,39.25,0.0414
2024-04-11,4368382.0,824401051.04,0.83,7.96,0.83,826.88,0.0,709939540.24,2199735.0,3761867.0,415133989.2,,,1000.0,,,,,11.84,,60917.0,,,,1000.0,,,41940.0,417.9,7.87,,,2.06,2.06,104328616.0,19688896411.52,,19588.53,2.09,36.98,0.3368,39.72,0.041
2024-04-12,4256520.0,797586717.6,0.81,7.69,0.81,806.38,0.0,674568936.9,2208295.0,3600005.0,413790317.1,,,50000.0,5.69,,,,7.39,30000.0,41440.0,,,5.69,50000.0,,,191862.0,421.84,34.78,,,2.07,2.07,104415096.0,19565300688.48,,19704.43,2.1,33.6,0.3227,40.62,0.0399
2024-04-15,4327934.0,814949972.2,0.83,7.75,0.82,818.75,0.0,691832465.1,2169970.0,3674097.0,408605351.0,,,2092.0,13.8,,,,21.66,74092.0,112417.0,,,13.8,2092.0,,72000.0,,412.16,,,,2.03,2.03,104721024.0,19718968819.2,,19646.4,2.05,32.95,0.313,40.03,0.0405
2024-04-16,4173713.0,775141978.36,0.8,7.73,0.8,785.35,0.0,656062771.64,2125793.0,3532537.0,394802275.96,,,731.0,,,1200.0,,8.37,,44908.0,,,,731.0,0.22,,142760.0,405.24,26.11,,,1.99,1.99,104700704.0,19445014746.88,,19646.45,2.02,31.02,0.3143,41.42,0.0391
2024-04-17,4164940.0,776761310.0,0.79,7.64,0.79,778.03,0.0,654252817.0,1931410.0,3508058.0,360207965.0,,,5500.0,7.6,,,,40.65,42850.0,199883.0,,,7.6,5500.0,,,67329.0,362.2,16.67,,,1.8,1.8,105094064.0,19600042936.0,,19505.8,1.82,29.17,0.3067,41.61,0.0389
2024-04-18,4603771.0,859616121.12,0.88,8.43,0.88,862.49,0.0,735688003.2,2266834.0,3940060.0,423263244.48,,,336424.0,81.81,,,,0.11,432002.0,1000.0,,,81.81,336424.0,,,,426.39,,,,2.12,2.12,104649088.0,19540077711.36,,19514.47,2.14,35.8,0.3094,37.64,0.0431
