,URW FP Equity_DX_SI_QTY,URW FP Equity_DX_SHORT_INTEREST_VALUE,URW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,URW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,URW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,URW FP Equity_DX_SI_MV,URW FP Equity_DX_DSS,URW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,URW FP Equity_DX_SUPPLY_SI_QTY,URW FP Equity_DX_BROKER_SI_QTY,URW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,URW FP Equity_DX_BROKER_SI_MV_NEW_x,URW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,URW FP Equity_DX_SUPPLY_SI_QTY_INC_x,URW FP Equity_DX_BROKER_SI_MV_INC_x,URW FP Equity_DX_SUPPLY_SI_MV_NEW,URW FP Equity_DX_BROKER_SI_QTY_ADD,URW FP Equity_DX_BROKER_SI_QTY_NEW,URW FP Equity_DX_SUPPLY_SI_MV_DEC,URW FP Equity_DX_BROKER_SI_QTY_INC,URW FP Equity_DX_SUPPLY_SI_QTY_DEC,URW FP Equity_DX_BROKER_SI_MV_NEW_y,URW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,URW FP Equity_DX_BROKER_SI_MV_INC_y,URW FP Equity_DX_SUPPLY_SI_QTY_INC_y,URW FP Equity_DX_BROKER_SI_MV_ADD,URW FP Equity_DX_SUPPLY_SI_QTY_ADD,URW FP Equity_DX_BROKER_SI_QTY_DEC,URW FP Equity_DX_SUPPLY_SI_MV,URW FP Equity_DX_BROKER_SI_MV_DEC,URW FP Equity_DX_SUPPLY_SI_MV_RMV,URW FP Equity_DX_BROKER_SI_MV_RMV,URW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,URW FP Equity_DX_UTILIZATION_QUANTITY,URW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,URW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,URW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,URW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,URW FP Equity_DX_ACTIVE_UTILIZATION_MV,URW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,URW FP Equity_DX_BROKER_SI_CON_RATIO,URW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,URW FP Equity_DX_DEMAND_SUPPLY_RATIO,URW FP Equity_PX_LAST
2024-12-20,1072522.0,76856926.52,0.79,3.45,0.77,76.41,0.0,71425671.8,682382.0,996730.0,48899494.12,,,5875.0,2.9,,,,0.61,54192.0,8071.0,,,2.9,5875.0,,,15161.0,48.15,1.13,,,2.04,2.04,32747134.0,2346659622.44,,2324.02,2.03,22.73,0.2711,42.46,0.0321,71.66
2024-12-23,1019633.0,72679440.24,0.75,3.19,0.73,72.94,0.0,67141411.92,655518.0,941939.0,46725323.04,,,1339.0,,,,,1.97,,28766.0,,,,1339.0,,563.0,54791.0,46.84,3.72,,,1.96,1.96,32733082.0,2333214084.96,,2340.71,1.96,22.88,0.2663,41.32,0.0305,71.28
2024-12-24,888604.0,64459334.16,0.66,2.79,0.64,63.88,0.0,58961382.48,578681.0,812812.0,41977519.74,,,,,,,,5.53,,76837.0,,,,,,,129127.0,41.26,9.03,,,1.73,1.73,32836288.0,2381944331.52,,2352.74,1.72,20.85,0.2471,38.32,0.0266,72.54
2024-12-25,888604.0,64459334.16,0.66,2.86,0.64,64.33,0.0,58961382.48,578681.0,812812.0,41977519.74,,,,,,,,,,,,,,,,,,41.67,,,,1.73,1.73,32792636.0,2378777815.44,,2363.0,1.73,20.69,0.2472,38.37,0.0266,
2024-12-26,888604.0,64459334.16,0.66,2.86,0.64,64.36,0.0,58961382.48,578681.0,812812.0,41977519.74,,,,,,,,,,,,,,,,,,41.79,,,,1.73,1.73,32842668.0,2382407136.72,,2376.6,1.73,20.7,0.2472,38.38,0.0266,
2024-12-27,913511.0,66028575.08,0.68,2.94,0.66,66.31,0.0,60710935.48,603588.0,839941.0,43627340.64,,,20863.0,2.15,,,,0.22,27129.0,3151.0,,,2.15,20863.0,,7195.0,,43.72,,,,1.81,1.81,32818206.0,2372099929.68,,2378.22,1.81,20.04,0.2578,40.49,0.0273,72.28
2024-12-30,913996.0,66100190.72,0.68,2.96,0.66,66.2,0.0,60779608.32,598565.0,840426.0,43288220.8,,,4785.0,0.26,,,,0.73,4785.0,9808.0,,,0.26,4785.0,,,4300.0,43.26,0.32,,,1.79,1.79,32817228.0,2373341928.96,,2372.65,1.79,19.6,0.2597,40.95,0.0274,72.32
2024-12-31,879993.0,63993090.96,0.65,2.86,0.63,64.0,0.0,58643080.56,570240.0,806423.0,41467852.8,,,,,,,,2.0,,28325.0,,,,,,,34003.0,41.37,2.37,,,1.71,1.71,32847140.0,2388644020.8,,2380.99,1.71,20.41,0.2488,38.65,0.0263,72.72
2025-01-01,879993.0,63993090.96,0.65,2.88,0.63,64.2,0.0,58643080.56,570240.0,806423.0,41467852.8,,,,,,,,,,,,,,,,,,41.54,,,,1.71,1.71,32773798.0,2383310590.56,,2380.48,1.72,20.34,0.2489,38.7,0.0264,
2025-01-02,884028.0,64993738.56,0.65,2.9,0.63,64.75,0.0,59584872.16,574275.0,810458.0,42220698.0,,,4035.0,0.33,,,,,4035.0,,,,0.33,4035.0,,,,42.0,,,,1.72,1.72,32771804.0,2409383030.08,,2392.93,1.72,20.36,0.2498,38.87,0.0265,73.52
2025-01-03,884464.0,65220375.36,0.64,2.9,0.62,65.13,0.0,59795323.56,574711.0,810894.0,42379189.14,,,3909.0,0.18,,,,0.26,436.0,3473.0,,,0.18,3909.0,,,,42.07,,,,1.72,1.72,32784196.0,2417506613.04,,2403.79,1.72,20.29,0.25,38.92,0.0265,73.74
2025-01-06,939276.0,69788206.8,0.68,3.11,0.66,69.49,0.0,63380277.6,617349.0,853032.0,45869030.7,,,43959.0,3.21,,,,0.35,42138.0,4755.0,,,3.21,43959.0,,3434.0,,45.3,,,,1.85,1.85,32776352.0,2435282953.6,,2413.13,1.84,19.2,0.2521,39.7,0.0281,74.3
2025-01-07,951428.0,71642528.4,0.69,3.16,0.67,71.22,0.0,65225688.3,629501.0,866211.0,47401425.3,,,13179.0,1.28,,,,0.08,13179.0,1037.0,,,1.28,13179.0,,10.0,,46.95,,,,1.88,1.88,32775824.0,2468019547.2,,2441.45,1.89,19.03,0.2566,40.54,0.0285,75.3
2025-01-08,973434.0,72715519.8,0.7,3.19,0.68,73.14,0.0,66349809.9,651497.0,888217.0,48666825.9,,,23090.0,1.92,,,,0.08,22006.0,1094.0,,,1.92,23090.0,,,,49.05,,,,1.95,1.95,32741144.0,2445763456.8,,2456.29,1.96,18.34,0.2645,42.09,0.0292,74.7
2025-01-09,1038992.0,77093206.4,0.75,3.4,0.73,77.33,0.0,70770105.0,716763.0,953775.0,53183814.6,,,21201.0,3.99,,9198.0,,0.9,58397.0,11695.0,,,3.99,21201.0,0.7,55760.0,2037.0,53.27,0.15,,,2.14,2.14,32718488.0,2427711809.6,,2440.25,2.14,17.24,0.2792,44.97,0.0311,74.2
2025-01-10,1061265.0,78300131.7,0.77,3.89,0.74,78.71,0.0,72012821.44,740465.0,976048.0,54631507.7,,,7912.0,1.61,,,,,22273.0,,,,1.61,7912.0,,15790.0,,54.9,,,,2.21,2.21,32728224.0,2414688366.72,,2429.21,2.21,16.83,0.2791,45.32,0.0317,73.78
2025-01-13,1066220.0,76042810.4,0.77,3.87,0.75,78.0,0.0,69659599.08,745420.0,976719.0,53163354.4,,,4792.0,0.22,,1000.0,,0.4,2917.0,5121.0,,,0.22,4792.0,0.07,5284.0,3246.0,54.87,0.42,,,2.23,2.23,32748988.0,2335657824.16,,2392.6,2.24,16.36,0.276,45.19,0.0318,71.32
2025-01-14,1097142.0,78072624.72,0.79,3.9,0.77,78.07,0.0,70583461.68,765513.0,991898.0,54473905.08,,,31756.0,0.16,,4284.0,,0.87,21698.0,11663.0,,,0.16,31756.0,0.33,,10803.0,54.09,0.83,,,2.28,2.28,32769592.0,2331884166.72,,2330.51,2.27,16.35,0.2756,45.35,0.0327,71.16
2025-01-15,1098116.0,80535827.44,0.79,3.89,0.77,78.98,0.0,74187737.06,775976.0,1011559.0,56910079.84,,,30490.0,2.31,,,,1.48,30490.0,21367.0,,,2.31,30490.0,,1340.0,10829.0,55.28,0.81,,,2.31,2.31,32756526.0,2402363616.84,,2348.74,2.3,16.7,0.2989,47.82,0.0327,73.34
2025-01-16,1058495.0,77799382.5,0.77,3.66,0.74,77.77,0.0,71363943.0,746142.0,970938.0,54841437.0,,,9097.0,,,,,2.76,,38931.0,,,,9097.0,,,40621.0,54.71,1.86,,,2.21,2.21,33070734.0,2430698949.0,,2421.38,2.21,16.99,0.2916,46.67,0.0313,73.5
2025-01-17,1101866.0,82243278.24,0.8,3.84,0.77,81.4,0.0,75539635.92,780416.0,1012053.0,58250250.24,,,2640.0,3.08,,,,0.24,41115.0,3331.0,,,3.08,2640.0,,34965.0,,57.35,,,,2.3,2.3,33108416.0,2471212170.24,,2446.28,2.29,16.49,0.2943,47.48,0.0325,74.64
2025-01-20,1118456.0,83414448.48,0.81,3.84,0.78,83.36,0.0,76959027.42,772309.0,1031899.0,57598805.22,,,2247.0,1.82,,1683.0,,1.89,18163.0,26336.0,,,1.82,2247.0,0.12,15982.0,,57.22,,,,2.28,2.28,33096544.0,2468340251.52,,2457.45,2.28,16.09,0.302,48.54,0.033,74.58
2025-01-21,1106793.0,83053746.72,0.8,3.82,0.78,82.72,0.0,76520989.44,774910.0,1019736.0,58149246.4,,,,0.07,,6000.0,,0.34,1000.0,5582.0,,,0.07,,0.45,8183.0,19163.0,57.73,1.35,,,2.29,2.29,33043294.0,2479568781.76,,2463.16,2.29,16.31,0.3041,48.62,0.0327,75.04
2025-01-22,1117145.0,83115588.0,0.81,3.88,0.78,83.63,0.0,76631107.2,784521.0,1029988.0,58368362.4,,,7673.0,0.96,,,,,10252.0,,,,0.96,7673.0,,1938.0,,58.82,,,,2.31,2.31,33126968.0,2464646419.2,,2479.13,2.32,16.02,0.301,48.46,0.0329,74.4
2025-01-23,900443.0,68181543.96,0.65,3.14,0.63,67.53,0.0,66763686.96,637992.0,881718.0,48308754.24,,,3717.0,0.0,,,,11.52,1919.0,152260.0,,,0.0,3717.0,,2014.0,150189.0,47.52,11.28,,,1.88,1.88,33317436.0,2522796253.92,,2489.56,1.87,20.2,0.4203,59.91,0.0265,75.72
2025-01-24,889929.0,68346547.2,0.64,3.03,0.62,67.68,0.0,66908467.2,626678.0,871204.0,48128870.4,,,1494.0,0.1,,,,0.95,1100.0,12808.0,,,0.1,1494.0,,,11614.0,47.07,0.28,,,1.85,1.85,33319930.0,2558970624.0,,2524.14,1.83,20.4,0.4151,59.35,0.0262,76.8
2025-01-27,887170.0,69429924.2,0.64,3.08,0.62,68.6,0.0,67964505.7,624259.0,868445.0,48854509.34,,,6664.0,3.66,,,,3.08,38717.0,41670.0,,,3.66,6664.0,,32587.0,41476.0,48.06,2.97,,,1.84,1.84,33344004.0,2609501753.04,,2568.82,1.84,15.78,0.4486,63.42,0.0261,78.26
2025-01-28,920371.0,73040642.56,0.67,3.13,0.65,72.36,0.0,71205442.56,654670.0,897246.0,51954611.2,,,5145.0,2.79,,4400.0,,0.24,25311.0,3203.0,,,2.79,5145.0,0.34,28469.0,910.0,51.35,0.0,,,1.93,1.93,33328714.0,2644966743.04,,2608.57,1.93,15.12,0.4562,64.28,0.0271,79.36
2025-01-29,896300.0,71273776.0,0.65,3.03,0.63,71.19,0.0,69785559.2,646528.0,877585.0,51411906.56,,,4000.0,0.4,,,,0.95,4938.0,12142.0,,,0.4,4000.0,,,24599.0,51.37,1.32,,,1.9,1.9,33425472.0,2657993533.44,,2651.67,1.9,15.36,0.4496,63.65,0.0263,79.52
2025-01-30,891374.0,71399057.4,0.64,2.98,0.62,71.1,0.0,69899985.9,644090.0,872659.0,51591609.0,,,6593.0,,,,,1.14,,14767.0,,,,6593.0,,5736.0,4926.0,51.29,0.31,,,1.89,1.89,33462894.0,2680377809.4,,2667.13,1.89,15.55,0.446,63.29,0.0261,80.1
2025-01-31,905919.0,73252610.34,0.65,3.0,0.64,72.86,0.0,71820175.44,658635.0,888204.0,53257226.1,,,4122.0,1.62,,,,0.12,15545.0,1506.0,,,1.62,4122.0,,11929.0,,52.94,,,,1.93,1.93,33493984.0,2708323546.24,,2693.72,1.93,15.3,0.4533,63.98,0.0265,80.86
2025-02-03,913033.0,72860033.4,0.66,3.02,0.64,73.63,0.0,71446376.4,663749.0,895318.0,52967170.2,,,5705.0,1.13,,,,0.0,7114.0,591.0,,,1.13,5705.0,,,,53.8,,,,1.94,1.94,33489300.0,2672446140.0,,2698.15,1.95,14.82,0.4593,64.62,0.0267,79.8
2025-02-04,876640.0,69324691.2,0.63,2.85,0.61,69.85,0.0,67923789.0,629356.0,858925.0,49769472.48,,,7736.0,0.42,,,,3.41,5736.0,42129.0,,,0.42,7736.0,,,42129.0,50.13,4.02,,,1.84,1.84,33577388.0,2655299843.04,,2665.02,1.85,16.23,0.4366,62.35,0.0256,79.08
2025-02-05,854469.0,68442966.9,0.62,2.88,0.6,67.86,0.0,67023995.4,606585.0,836754.0,48587458.5,,,,,,,,6.05,,76194.0,,,,,,53423.0,22171.0,47.96,2.27,,,1.77,1.77,33603968.0,2691677836.8,,2662.18,1.77,16.92,0.4221,60.84,0.025,80.1
2025-02-06,847114.0,69056733.28,0.61,2.95,0.59,68.16,0.0,65854301.6,599230.0,807830.0,48849229.6,,,21569.0,,,,,2.28,,28924.0,,,,21569.0,,,28924.0,47.99,1.9,,,1.75,1.75,33630472.0,2741556077.44,,2707.92,1.74,17.14,0.389,57.88,0.0247,81.52
2025-02-07,816496.0,66217825.6,0.59,2.74,0.57,66.6,0.0,63510058.8,592708.0,783108.0,48068618.8,,,24095.0,,,21569.0,,3.56,,46290.0,,,,24095.0,1.94,15673.0,46291.0,48.33,3.0,,,1.73,1.73,33587416.0,2723939437.6,,2734.98,1.74,17.8,0.3697,55.8,0.0239,81.1
2025-02-10,690410.0,56489346.2,0.5,2.27,0.48,56.44,0.0,53634810.04,443126.0,655522.0,36256569.32,,,,1.64,,,,12.32,19820.0,151082.0,,,1.64,,,1500.0,147406.0,36.02,11.99,,,1.3,1.3,33723392.0,2759247933.44,,2743.31,1.3,18.66,0.2942,46.73,0.0202,81.82
2025-02-11,628724.0,51530219.04,0.45,2.06,0.44,51.66,0.0,48670798.56,381440.0,593836.0,31262822.4,,,94.0,,,17817.0,,6.46,,79503.0,,,,94.0,1.45,17723.0,79503.0,31.15,6.31,,,1.12,1.12,33785464.0,2769056629.44,,2760.07,1.12,20.48,0.2414,38.61,0.0184,81.96
2025-02-12,652835.0,53728320.5,0.47,2.14,0.46,53.82,0.0,49046438.1,401231.0,595947.0,33021311.3,,,18439.0,0.48,,,,0.01,5733.0,155.0,,,0.48,18439.0,,1507.0,3622.0,32.86,0.28,,,1.17,1.17,33784900.0,2780497270.0,,2767.2,1.17,19.99,0.2259,36.96,0.0191,82.3
2025-02-13,658748.0,52001567.12,0.48,2.08,0.46,53.44,0.0,48163425.38,392966.0,610127.0,31020736.04,,,783.0,1.3,,,,1.47,20283.0,16983.0,,,1.3,783.0,,7935.0,6103.0,32.14,0.48,,,1.15,1.15,33819776.0,2669733117.44,,2749.91,1.16,19.37,0.2321,38.49,0.0193,78.94
2025-02-14,766368.0,61692624.0,0.55,2.31,0.54,61.24,0.0,55975433.5,513351.0,695347.0,41324755.5,,,15354.0,7.55,,,,0.22,105320.0,1186.0,,,7.55,15354.0,,106217.0,20100.0,40.55,1.59,,,1.51,1.51,33579420.0,2703143310.0,,2658.6,1.5,17.22,0.216,36.67,0.0225,80.5
2025-02-17,771610.0,61728800.0,0.56,2.27,0.54,62.28,0.0,57756960.0,534174.0,721962.0,42733920.0,,,26172.0,2.83,,,,1.73,29483.0,24391.0,,,2.83,26172.0,,19042.0,2868.0,43.1,0.08,,,1.57,1.57,33566016.0,2685281280.0,,2685.76,1.58,16.36,0.2293,39.43,0.0226,80.0
2025-02-18,630356.0,50554551.2,0.46,1.87,0.44,50.66,0.0,48144701.6,500839.0,600308.0,40167287.8,,,28339.0,1.67,,,,5.15,22311.0,63635.0,,,1.67,28339.0,,1961.0,143965.0,40.19,11.69,,,1.47,1.47,33633544.0,2697410228.8,,2694.89,1.47,20.19,0.3371,51.88,0.0185,80.2
2025-02-19,586445.0,46856955.5,0.42,1.76,0.41,47.15,0.0,45014301.7,462861.0,563383.0,36982593.9,,,501.0,0.08,,,,3.17,1000.0,39726.0,,,0.08,501.0,,1247.0,37925.0,37.21,3.01,,,1.36,1.36,33688656.0,2691723614.4,,2699.87,1.36,21.61,0.3516,53.7,0.0172,79.9
2025-02-20,533809.0,43452052.6,0.39,1.62,0.37,42.94,0.0,42560478.4,418119.0,522856.0,34034886.6,,,1392.0,0.41,,,,3.8,5515.0,46949.0,,,0.41,1392.0,,815.0,46042.0,33.3,3.82,,,1.23,1.23,33684428.0,2741912439.2,,2694.7,1.22,24.19,0.3568,53.0,0.0157,81.4
2025-02-21,568525.0,46630420.5,0.41,1.7,0.4,46.46,0.0,45945307.44,457113.0,560172.0,37492408.26,,,36897.0,3.47,,,,0.24,37316.0,3022.0,,,3.47,36897.0,,5119.0,,37.2,,,,1.34,1.34,33668784.0,2761513663.68,,2742.37,1.34,22.42,0.3817,56.24,0.0167,82.02
2025-02-24,512208.0,42154718.4,0.37,1.52,0.36,42.02,0.0,41459036.5,388796.0,503755.0,31997910.8,,,8255.0,0.82,,,,6.28,7823.0,77094.0,,,0.82,8255.0,,522.0,64240.0,31.78,5.32,,,1.14,1.14,33755924.0,2778112545.2,,2762.0,1.14,24.91,0.4778,64.19,0.015,82.3
2025-02-25,518823.0,43114191.3,0.38,1.55,0.36,42.73,0.0,42544707.0,415525.0,511970.0,34530127.5,,,28991.0,0.74,,,,0.19,8215.0,2262.0,,,0.74,28991.0,,,,34.09,,,,1.22,1.22,33774048.0,2806623388.8,,2779.67,1.21,24.62,0.4795,64.43,0.0152,83.1
2025-02-26,488841.0,40358712.96,0.35,1.46,0.34,40.59,0.0,40031114.88,388051.0,484873.0,32037490.56,,,100.0,,,,,2.27,,28736.0,,,,100.0,,1162.0,27097.0,32.25,1.87,,,1.14,1.14,33775688.0,2788520801.28,,2801.23,1.14,25.78,0.4793,63.93,0.0143,82.56
2025-02-27,471325.0,38790047.5,0.34,1.44,0.33,38.97,0.0,38463481.1,362898.0,467357.0,29866505.4,,,,,,,,2.12,,25153.0,,,,,,,17516.0,30.12,1.59,,,1.06,1.06,33788960.0,2780831408.0,,2791.97,1.07,26.78,0.4762,63.31,0.0138,82.3
2025-02-28,370197.0,30178459.44,0.27,1.14,0.26,30.42,0.0,29837868.88,293157.0,366019.0,23898158.64,,,210.0,,,,,5.82,,69951.0,,,,210.0,,,101338.0,24.2,8.55,,,0.86,0.86,33605768.0,2739542207.36,,2759.12,0.87,33.43,0.4333,56.34,0.0109,81.52
2025-03-03,311926.0,25340868.24,0.23,0.92,0.22,25.4,0.0,25001447.52,251848.0,307748.0,20460131.52,,,,,,,,4.0,,48273.0,,,,,,6964.0,58271.0,20.47,4.93,,,0.74,0.74,33559852.0,2726402376.48,,2724.87,0.75,39.9,0.3955,48.02,0.0092,81.24
2025-03-04,359010.0,29259315.0,0.26,1.05,0.25,29.19,0.0,28994929.0,291968.0,355766.0,23795392.0,,,,3.86,,,,0.08,48018.0,934.0,,,3.86,,,41054.0,,23.58,,,,0.86,0.86,33732432.0,2749193208.0,,2727.73,0.86,34.78,0.4079,53.03,0.0106,81.5
2025-03-05,345367.0,27401417.78,0.25,1.01,0.24,27.8,0.0,27144038.82,247940.0,342123.0,19671559.6,,,,,,,,4.17,,50867.0,,,,,,6839.0,13643.0,19.87,1.13,,,0.73,0.73,33823052.0,2683520945.68,,2722.36,0.72,35.63,0.4278,54.46,0.0101,79.34
2025-03-06,364706.0,27681185.4,0.26,1.04,0.26,28.49,0.0,27434965.8,257213.0,361462.0,19522466.7,,,241.0,1.29,,,,1.04,21373.0,12847.0,,,1.29,241.0,,21879.0,2034.0,20.31,0.57,,,0.76,0.76,33784936.0,2564276642.4,,2658.47,0.76,33.01,0.4456,57.68,0.0107,75.9
2025-03-07,375751.0,28256475.2,0.27,1.03,0.26,28.45,0.0,28050126.4,255725.0,373007.0,19230520.0,,,59.0,0.74,,,,0.2,11944.0,1547.0,,,0.74,59.0,,,399.0,19.36,0.7,,,0.75,0.75,33781648.0,2540379929.6,,2567.14,0.75,32.75,0.4209,55.27,0.011,75.2
2025-03-10,335142.0,24981484.68,0.24,0.91,0.23,25.13,0.0,24776946.92,227001.0,332398.0,16920654.54,,,11885.0,,,,,3.48,,45982.0,,,,11885.0,,5373.0,40609.0,17.09,3.21,,,0.67,0.67,33836620.0,2522181654.8,,2554.77,0.66,36.72,0.4149,51.97,0.0098,74.54
2025-03-11,259045.0,19392108.7,0.19,0.7,0.18,19.34,0.0,19067141.44,183464.0,254704.0,13734115.04,,,,0.42,,,,3.42,6315.0,45447.0,,,0.42,,,1910.0,84009.0,13.59,6.37,,,0.54,0.54,33862208.0,2534924890.88,,2533.55,0.53,34.73,0.3779,48.38,0.0076,74.86
2025-03-12,266120.0,20315600.8,0.19,0.72,0.19,20.12,0.0,19862064.86,191379.0,260179.0,14609872.86,,,7915.0,0.75,,,,,9516.0,,,,0.75,7915.0,,,4041.0,14.38,0.27,,,0.56,0.56,33812048.0,2581211744.32,,2558.28,0.56,32.2,0.3651,47.65,0.0078,76.34
2025-03-13,327573.0,25046231.58,0.24,0.88,0.23,25.04,0.0,24591982.72,257558.0,321632.0,19692884.68,,,9506.0,4.93,,,,,61766.0,,,,4.93,9506.0,,56673.0,313.0,19.73,0.02,,,0.76,0.76,33772152.0,2582218741.92,,2592.91,0.76,38.25,0.3662,43.77,0.0096,76.46
2025-03-14,396766.0,30035186.2,0.29,1.06,0.28,30.21,0.0,27942081.2,329860.0,369116.0,24970402.0,,,4845.0,3.52,,,,0.02,47484.0,209.0,,,3.52,4845.0,,67666.0,,25.17,,,,0.97,0.97,33710948.0,2551918763.6,,2578.35,0.97,31.38,0.35,47.72,0.0117,75.7
2025-03-17,481636.0,36768092.24,0.35,1.3,0.34,36.44,0.0,34344297.24,419155.0,449886.0,31998292.7,,,70022.0,8.32,,,,2.77,112314.0,36125.0,,,8.32,70022.0,,55398.0,31544.0,31.62,2.33,,,1.23,1.23,33608744.0,2565691516.96,,2556.85,1.22,19.36,0.4405,62.1,0.0142,76.34
2025-03-18,448262.0,34103772.96,0.32,1.22,0.31,34.18,0.0,31703448.96,382622.0,416712.0,29109881.76,,,,0.28,,,,2.75,3159.0,36533.0,,,0.28,,,,36333.0,29.18,2.52,,,1.13,1.13,33446962.0,2544644868.96,,2560.11,1.13,20.56,0.4097,58.78,0.0133,76.08
2025-03-19,468019.0,35578804.38,0.34,1.28,0.33,35.63,0.0,31838240.28,403436.0,418814.0,30669204.72,,,9341.0,0.17,,,,,2102.0,,,,0.17,9341.0,,11473.0,,30.74,,,,1.19,1.19,33515368.0,2547838275.36,,2561.97,1.19,19.72,0.3823,56.2,0.0138,76.02
2025-03-20,431323.0,33082474.1,0.31,1.18,0.3,32.9,0.0,29737050.2,368842.0,387706.0,28290181.4,,,10146.0,0.36,,,,3.98,4221.0,52305.0,,,0.36,10146.0,,7565.0,35329.0,28.14,2.65,,,1.09,1.09,33620360.0,2578681612.0,,2574.12,1.08,14.31,0.4312,61.96,0.0127,76.7
2025-03-21,585216.0,44991406.08,0.42,1.66,0.41,44.98,0.0,42214731.12,522833.0,549099.0,40195401.04,,,154108.0,0.92,,154108.0,,0.62,9385.0,8858.0,,,0.92,154108.0,11.85,8741.0,2100.0,40.21,0.15,,,1.54,1.54,33418524.0,2569216125.12,,2576.34,1.54,26.41,0.3137,46.89,0.0172,76.88
2025-03-24,589556.0,45042078.4,0.43,1.56,0.41,45.31,0.0,43941307.2,521894.0,575148.0,39872701.6,,,10942.0,1.59,,5181.0,,1.83,20868.0,23809.0,,,1.59,10942.0,0.4,11928.0,,40.15,,,,1.54,1.54,33355730.0,2548377772.0,,2559.75,1.54,26.22,0.3293,48.61,0.0174,76.4
2025-03-25,824583.0,63163057.8,0.6,2.19,0.58,63.08,0.0,54441381.8,659583.0,710723.0,50524057.8,,,25889.0,,,203947.0,,5.05,,65258.0,,,,25889.0,15.62,177058.0,68372.0,50.45,5.34,,,1.95,1.95,33205552.0,2543545283.2,,2538.85,1.95,28.13,0.2231,30.38,0.0243,76.6
2025-03-26,552734.0,42704228.84,0.4,1.46,0.39,42.46,0.0,31360297.56,331262.0,405906.0,25593302.12,,,,2.68,,,,26.71,34178.0,349788.0,,,2.68,,,21467.0,338995.0,25.48,25.9,,,0.98,0.98,33470410.0,2585923876.6,,2573.34,0.98,14.62,0.3765,57.28,0.0164,77.26
2025-03-27,478215.0,37090355.4,0.35,1.3,0.34,36.94,0.0,25653435.36,330958.0,330756.0,25669102.48,,,6489.0,0.48,,,,0.62,6148.0,8102.0,,,0.48,6489.0,,1309.0,81298.0,25.56,6.11,,,0.98,0.98,33526018.0,2600277956.08,,2590.64,0.98,12.5,0.4683,65.91,0.0141,77.56
2025-03-28,463259.0,36134202.0,0.34,1.32,0.32,35.87,0.0,24875760.0,316012.0,318920.0,24648936.0,,,,,,1309.0,,1.15,,14946.0,,,,,0.11,,13145.0,24.46,0.98,,,0.93,0.93,33526072.0,2615033616.0,,2601.32,0.93,12.91,0.4623,65.34,0.0137,78.0
2025-03-31,387187.0,30161867.3,0.28,1.13,0.27,29.99,0.0,20584451.8,297303.0,264242.0,23159903.7,,,,1.19,,15233.0,,5.76,14463.0,74674.0,,,1.19,,1.1,55965.0,84374.0,23.09,6.54,,,0.88,0.88,33579828.0,2615868601.2,,2618.06,0.87,17.39,0.3713,56.45,0.0114,77.9
2025-04-01,438461.0,34296419.42,0.32,1.26,0.31,34.03,0.0,25438395.52,371889.0,325216.0,29089157.58,,,47500.0,7.01,,,,2.63,89618.0,33903.0,,,7.01,47500.0,,60989.0,28644.0,28.93,2.23,,,1.09,1.09,33674908.0,2634051303.76,,2627.38,1.09,15.33,0.2729,46.52,0.0129,78.22
2025-04-02,377722.0,29477424.88,0.27,1.09,0.26,29.44,0.0,25400771.36,332637.0,325484.0,25958991.48,,,46112.0,4.78,,,,6.82,61604.0,87896.0,,,4.78,46112.0,,2532.0,61336.0,25.93,4.65,,,0.99,0.99,33300412.0,2598764152.48,,2599.25,0.99,18.43,0.1667,22.84,0.0112,78.04
2025-04-03,421573.0,31457777.26,0.31,1.23,0.3,32.39,0.0,26647324.34,354541.0,357107.0,26455849.42,,,,2.36,,,,0.93,33329.0,11625.0,,,2.36,,,33529.0,1706.0,27.16,0.23,,,1.04,1.04,33604060.0,2507534957.2,,2571.92,1.04,18.26,0.165,20.53,0.0124,74.62
2025-04-04,466240.0,31573772.8,0.34,1.29,0.33,34.98,0.0,25909536.56,395933.0,382598.0,26812582.76,,,90380.0,4.89,,,,4.98,64424.0,64215.0,,,4.89,90380.0,,15227.0,38933.0,29.24,3.09,,,1.17,1.17,33469304.0,2266541266.88,,2438.72,1.18,25.56,0.189,26.5,0.0138,67.72
2025-04-07,376771.0,24505185.84,0.27,0.97,0.26,25.84,0.0,18034746.48,311238.0,277287.0,20242919.52,,,20109.0,0.0,,,,9.47,1548.0,116844.0,,,0.0,20109.0,,12040.0,106859.0,21.08,8.58,,,0.99,0.99,31240776.0,2031900071.04,,2095.51,1.0,24.28,0.2151,32.15,0.0119,65.04
