,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_y,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity
2020-06-05,1321825.0,202767955.0,1.0,4.91,0.5,203.1,0.0,90606170.2,1198334.0,590653.0,183824435.6,,,6913.0,2.15,,,,23.48,14049.0,154186.0,,,2.15,6913.0,,43744.0,153036.0,183.12,23.39,,,3.44,3.44,33598456.0,5154003150.4,,5133.12,3.44,25.83,0.2203,36.24,0.038
2020-06-08,1282639.0,194448072.4,0.96,4.73,0.48,198.04,0.0,83211117.6,1174117.0,548886.0,177996137.2,,,9655.0,0.26,,,,7.28,2272.0,49185.0,,,0.26,9655.0,,15313.0,44039.0,180.07,6.49,,,3.37,3.37,33652536.0,5101724457.6,,5149.57,3.38,25.53,0.2305,38.23,0.0368
2020-06-09,1540424.0,235915935.6,1.16,5.63,0.58,235.37,0.0,100356285.15,1273821.0,655281.0,195085686.15,,,75218.0,21.69,,,,5.9,141671.0,36871.0,,,21.69,75218.0,,61357.0,35276.0,193.06,5.42,,,3.66,3.66,33570544.0,5141328813.6,,5093.65,3.65,28.73,0.2093,32.14,0.0442
2020-06-10,1430059.0,218298506.35,1.07,5.13,0.54,220.06,0.0,92570013.0,1159921.0,606420.0,177061940.65,,,25255.0,4.29,,,,20.99,25663.0,140655.0,,,4.29,25255.0,,1500.0,74524.0,177.39,11.72,,,3.33,3.33,33678824.0,5141072483.6,,5148.3,3.33,25.65,0.191,30.97,0.041
2020-06-11,1160990.0,173335807.0,0.87,4.16,0.44,177.43,0.0,70856585.6,1023693.0,474592.0,152837364.9,,,86308.0,0.37,,,,34.52,3967.0,224896.0,,,0.37,86308.0,,2360.0,135795.0,156.12,21.79,,,2.94,2.94,33832340.0,5051168362.0,,5143.83,2.95,14.14,0.201,38.9,0.0333
2020-06-12,1161729.0,170948422.35,0.87,4.15,0.44,174.95,0.0,49031557.2,1040464.0,333208.0,153104277.6,,,,2.27,,575.0,,27.18,11557.0,174809.0,,,2.27,,0.09,191580.0,153516.0,156.02,23.82,,,2.98,2.98,33844128.0,4980163435.2,,5057.22,2.99,7.26,0.322,54.36,0.0333
2020-06-15,872658.0,127931662.8,0.66,3.11,0.33,128.54,0.0,42010135.8,837123.0,286563.0,122722231.8,,,4766.0,,,5266.0,,31.28,,208607.0,,,,4766.0,0.77,500.0,51911.0,123.52,9.27,,,2.4,2.4,34064888.0,4993912580.8,,5010.72,2.41,8.9,0.3272,54.52,0.025
2020-06-16,1105543.0,164560075.55,0.83,3.95,0.42,161.51,0.0,72848529.65,820856.0,489409.0,122184415.6,,,31800.0,39.74,,,,7.08,282000.0,48067.0,,,39.74,31800.0,,,79154.0,121.72,11.64,,,2.36,2.36,34032548.0,5065744769.8,,5025.81,2.36,25.66,0.2907,45.98,0.0317
2020-06-17,1020985.0,154628178.25,0.77,3.58,0.39,150.11,0.0,72751733.6,740099.0,480368.0,112087993.55,,,2555.0,0.26,,,,13.01,1600.0,84912.0,,,0.26,2555.0,,1600.0,10641.0,110.47,1.53,,,2.15,2.15,33696540.0,5103340983.0,,5033.73,2.15,27.68,0.2698,42.11,0.0296
2020-06-18,1037653.0,156114893.85,0.78,3.58,0.39,154.5,0.0,73026925.5,728667.0,485390.0,109627950.15,,,13346.0,,,6000.0,,4.63,,30778.0,,,,13346.0,0.9,6000.0,978.0,110.4,0.14,,,2.12,2.12,33698824.0,5069988070.8,,5098.05,2.12,27.18,0.2672,42.22,0.0301
2020-06-19,1221628.0,187153409.6,0.92,4.19,0.46,182.69,0.0,74972862.8,910067.0,489379.0,139422264.4,,,51.0,1.53,,,,5.19,10033.0,34109.0,,,1.53,51.0,,215458.0,6044.0,138.0,0.9,,,2.65,2.65,33431168.0,5121654937.6,,5056.84,2.66,22.82,0.2012,32.88,0.0356
2020-06-22,1159530.0,176422489.5,0.87,3.74,0.44,173.9,0.0,70049099.25,831983.0,460395.0,126586213.45,,,,0.3,,,,11.63,2000.0,78084.0,,,0.3,,,,30984.0,126.53,4.78,,,2.43,2.43,33467488.0,5092078299.2,,5104.39,2.42,23.72,0.2087,33.15,0.0338
2020-06-23,1376146.0,209862265.0,1.03,4.43,0.52,206.32,0.0,105565227.5,764160.0,692231.0,116534400.0,,,,0.51,,235000.0,,10.45,3438.0,68261.0,,,0.51,,35.61,438.0,6602.0,116.04,1.24,,,2.22,2.22,33695256.0,5138526540.0,,5119.19,2.22,19.73,0.1646,25.38,0.0399
2020-06-24,1373406.0,206079570.3,1.03,4.4,0.52,206.16,0.0,105508707.85,804692.0,703157.0,120744034.6,,,5661.0,1.11,,3547.0,,1.83,7379.0,13666.0,,,1.11,5661.0,0.56,48537.0,,122.53,,,,2.33,2.33,33661956.0,5050976497.8,,5128.92,2.33,19.82,0.1639,24.99,0.0398
2020-06-25,1343718.0,202699860.3,1.01,4.31,0.51,200.06,0.0,107233683.55,961353.0,710863.0,145020100.05,,,7981.0,1.89,,,,6.19,12342.0,39994.0,,,1.89,7981.0,,188674.0,4636.0,144.91,0.85,,,2.79,2.79,33482128.0,5050779008.8,,5038.51,2.8,20.3,0.1578,22.65,0.039
2020-06-26,1347244.0,203972741.6,1.01,4.28,0.51,200.87,0.0,106190294.6,966879.0,701389.0,146385480.6,,,25300.0,,,,,2.98,,19774.0,,,,25300.0,,,9474.0,145.93,1.48,,,2.81,2.81,33459520.0,5065771328.0,,5049.09,2.81,20.27,0.1659,24.51,0.0391
2020-06-29,1358344.0,205109944.0,1.02,4.28,0.51,202.6,0.0,105607739.0,979979.0,699389.0,147976829.0,,,12100.0,,,,,,,,,,,12100.0,,1000.0,2000.0,147.91,0.31,,,2.85,2.85,33453144.0,5051424744.0,,5054.4,2.84,20.13,0.1679,25.24,0.0394
2020-06-30,1356147.0,208304179.2,1.02,4.25,0.51,203.21,0.0,107223244.8,978603.0,698068.0,150313420.8,,,4600.0,,,,,0.23,,1500.0,,,,4600.0,,,1321.0,148.43,0.2,0.67,,2.83,2.83,33549220.0,5153160192.0,4476.0,5087.34,2.83,20.03,0.1678,25.18,0.0393
2020-07-01,1254140.0,192447783.0,0.94,3.97,0.47,189.59,0.0,106890968.25,876638.0,696585.0,134520101.1,,,,,,,,15.36,,101965.0,,,,,,,1483.0,134.46,0.18,,,2.49,2.49,34319160.0,5266275102.0,,5265.58,2.49,19.83,0.1614,21.68,0.0356
2020-07-02,1302499.0,201105845.6,0.98,4.14,0.49,197.59,0.0,113325585.6,920509.0,733974.0,142126589.6,,,21851.0,0.63,,38988.0,,0.9,4014.0,6087.0,,,0.63,21851.0,6.12,28107.0,5613.0,141.62,0.76,,,2.62,2.62,34261220.0,5289932368.0,,5265.93,2.62,19.23,0.1513,20.97,0.037
2020-07-03,1304832.0,200813644.8,0.98,4.11,0.49,198.3,0.0,105015819.6,920967.0,682364.0,141736821.3,,,,0.26,,,,8.22,1695.0,53485.0,,,0.26,,,53943.0,53305.0,141.91,8.24,,,2.62,2.62,34293140.0,5277714246.0,,5285.03,2.61,20.96,0.1664,23.52,0.0371
2020-07-06,1222859.0,193150579.05,0.92,3.91,0.46,185.87,0.0,106591767.75,854705.0,674845.0,135000654.75,,,1000.0,4.3,,,,13.95,27012.0,90013.0,,,4.3,1000.0,,22751.0,34531.0,131.96,5.43,,,2.42,2.42,34400164.0,5433505903.8,,5314.2,2.42,20.03,0.1634,21.92,0.0347
2020-07-07,1231146.0,191135416.5,0.92,3.93,0.47,189.81,0.0,106056243.0,854800.0,683132.0,132707700.0,,,,1.37,,,,,9495.0,,,,1.37,,,95.0,1208.0,133.04,0.18,,,2.42,2.42,34422160.0,5344040340.0,,5398.35,2.41,20.12,0.1626,21.8,0.0349
2020-07-08,1194847.0,185858450.85,0.9,3.88,0.45,182.04,0.0,100722358.2,829804.0,647524.0,129076012.2,,,,0.26,,,,3.92,1900.0,24996.0,,,0.26,,,,37508.0,128.57,5.84,,,2.34,2.34,34558288.0,5375541698.4,,5357.94,2.34,20.67,0.1708,22.46,0.0338
2020-07-09,1213526.0,191008992.4,0.91,4.06,0.46,186.4,0.0,101033013.8,824167.0,641887.0,129723885.8,,,10994.0,2.41,,,,2.58,15117.0,16631.0,,,2.41,10994.0,,,20754.0,128.94,3.2,,,2.33,2.33,34603440.0,5446581456.0,,5402.74,2.33,20.37,0.167,21.99,0.0343
2020-07-10,1212274.0,189478426.2,0.91,4.1,0.46,186.88,0.0,100955107.8,844704.0,645906.0,132027235.2,,,18474.0,1.1,,4111.0,,4.72,6800.0,30445.0,,,1.1,18474.0,0.65,32508.0,6892.0,132.57,1.11,,,2.39,2.39,34569552.0,5403220977.6,,5427.21,2.38,22.06,0.1739,22.43,0.0342
2020-07-13,1042516.0,164665402.2,0.78,3.69,0.39,159.46,0.0,108916949.7,674946.0,689566.0,106607720.7,,,1324.0,5.28,,9706.0,,33.55,33954.0,213918.0,,,5.28,1324.0,1.52,42836.0,,105.4,,,,1.91,1.91,34614160.0,5467306572.0,,5419.7,1.91,24.83,0.1923,25.76,0.0295
2020-07-14,1084153.0,165224917.2,0.81,3.83,0.41,166.56,0.0,114462763.2,710583.0,751068.0,108292849.2,,,53189.0,10.3,,,,3.91,63425.0,25994.0,,,10.3,53189.0,,8442.0,1923.0,111.68,0.26,,,2.01,2.01,34719144.0,5291197545.6,,5429.59,2.02,23.27,0.1753,24.74,0.0306
2020-07-15,1067114.0,163748643.3,0.8,3.8,0.4,159.66,0.0,114754360.05,663063.0,747829.0,101747017.35,,,3671.0,4.89,,,,8.85,32435.0,51191.0,,,4.89,3671.0,,,35674.0,101.0,5.79,,,1.88,1.88,34526380.0,5298073011.0,,5266.4,1.88,23.48,0.1749,25.3,0.0303
2020-07-16,1008037.0,154632875.8,0.76,3.59,0.38,151.84,0.0,113769416.8,586661.0,741652.0,89993797.4,,,,2.74,,,,11.47,17390.0,76492.0,,,2.74,,,90.0,23567.0,90.18,3.54,,,1.67,1.67,34602628.0,5308043135.2,,5307.38,1.67,24.95,0.175,26.75,0.0286
2020-07-17,976232.0,151120713.6,0.73,3.46,0.37,146.67,0.0,109884315.6,559184.0,709847.0,86561683.2,,,5492.0,0.23,,,,5.1,1446.0,32969.0,,,0.23,5492.0,,,33251.0,85.83,5.12,,,1.59,1.59,34631468.0,5360951246.4,,5313.79,1.59,25.76,0.1846,27.65,0.0277
2020-07-20,960890.0,154366978.5,0.72,3.42,0.36,145.62,0.0,111572228.25,552160.0,694505.0,88704504.0,,,3893.0,1.01,,,,1.61,5909.0,10917.0,,,1.01,3893.0,,,21251.0,85.49,3.21,,,1.57,1.57,34596080.0,5557860252.0,,5396.54,1.56,26.17,0.1889,27.97,0.0273
2020-07-21,953828.0,154901667.2,0.72,3.43,0.36,148.45,0.0,111640743.2,543098.0,687443.0,88199115.2,,,1004.0,0.53,,,,1.39,2023.0,10066.0,,,0.53,1004.0,,,9085.0,86.76,0.15,,,1.55,1.55,34575680.0,5615090432.0,,5550.49,1.54,25.63,0.187,27.92,0.0272
2020-07-22,1044573.0,167027222.7,0.78,3.76,0.39,164.41,0.0,124432261.2,625268.0,778188.0,99980353.2,,,85072.0,5.71,,60407.0,,0.51,33538.0,3175.0,,,5.71,85072.0,9.74,273.0,3200.0,100.85,0.52,,,1.78,1.78,34495424.0,5515818297.6,,5564.77,1.78,23.36,0.1606,25.29,0.0297
2020-07-23,1079805.0,166127999.25,0.81,3.92,0.41,168.19,0.0,142622950.1,623889.0,927026.0,95985322.65,,,75128.0,23.61,,,,18.87,148838.0,117000.0,,,23.61,75128.0,,40493.0,,99.44,,,,1.78,1.78,34448804.0,5299948495.4,,5455.81,1.79,22.61,0.1497,24.48,0.0308
2020-07-24,1073251.0,156479995.8,0.81,3.85,0.41,161.8,0.0,134204817.6,617035.0,920472.0,89963703.0,,,,,,,,2.62,,6854.0,,,,,,,6554.0,94.11,1.22,,,1.76,1.76,34393052.0,5014506981.6,,5211.56,1.77,22.51,0.1507,24.84,0.0307
2020-07-27,904711.0,135028116.75,0.68,3.16,0.34,129.69,0.0,112225851.0,454495.0,751932.0,67833378.75,,,1926.0,0.0,,4000.0,,25.84,190.0,164466.0,,,0.0,1926.0,0.6,,172730.0,65.89,27.66,,,1.3,1.3,34532856.0,5154028758.0,,5047.2,1.29,26.56,0.1835,30.07,0.0259
2020-07-28,954829.0,143081125.65,0.72,3.32,0.36,140.15,0.0,115101433.35,496268.0,768111.0,74365759.8,,,2699.0,4.63,,997.0,,2.47,28975.0,19793.0,,,4.63,2699.0,0.15,58867.0,13793.0,74.38,2.07,,,1.42,1.42,34530836.0,5174445774.6,,5168.66,1.42,25.54,0.1722,28.22,0.0273
2020-07-29,993193.0,152057848.3,0.75,3.49,0.38,145.91,0.0,124326232.9,536246.0,812059.0,82099262.6,,,7535.0,6.51,,7584.0,,1.68,42782.0,10621.0,,,6.51,7535.0,1.19,43064.0,6418.0,80.21,0.98,,,1.53,1.53,34599688.0,5297212232.8,,5202.36,1.52,24.4,0.1665,27.1,0.0283
2020-07-30,1051138.0,160088317.4,0.79,3.72,0.4,156.93,0.0,129299501.7,567942.0,848979.0,86497566.6,,,2533.0,8.26,,,,2.94,51631.0,19935.0,,,8.26,2533.0,,49098.0,14711.0,86.57,2.29,,,1.62,1.62,34522624.0,5257795635.2,,5264.0,1.62,23.16,0.1642,25.42,0.03
2020-07-31,1093471.0,168503881.1,0.82,3.75,0.41,163.47,0.0,135153250.9,635890.0,877049.0,97990649.0,,,47105.0,6.77,,9589.0,,3.94,44717.0,25952.0,,,6.77,47105.0,1.46,46795.0,26236.0,97.05,4.0,,,1.83,1.83,34181816.0,5267417845.6,,5223.66,1.82,22.26,0.1707,24.39,0.0314
2020-08-03,1347197.0,210364811.55,1.01,4.79,0.51,204.69,0.0,177897791.25,889616.0,1139275.0,138913538.4,,,184055.0,28.39,,80257.0,,,181969.0,,,,28.39,184055.0,12.67,69671.0,,137.59,,,,2.55,2.55,34046984.0,5316436551.6,,5269.78,2.54,19.56,0.1401,21.28,0.0386
2020-08-04,1487046.0,225659230.5,1.12,5.28,0.56,226.58,0.0,194258361.75,1031691.0,1280121.0,156559109.25,,,22795.0,22.03,,,,1.09,142802.0,7172.0,,,22.03,22795.0,,126452.0,1956.0,159.85,0.0,,,2.98,2.98,33606876.0,5099843433.0,,5199.25,2.98,17.57,0.1343,19.28,0.0429
2020-08-05,1192948.0,180970211.6,0.9,4.22,0.45,177.69,0.0,148733506.5,774500.0,980445.0,117491650.0,,,7745.0,1.48,,5578.0,,42.86,9910.0,274178.0,,,1.48,7745.0,0.85,9242.0,315164.0,116.83,49.39,,,2.24,2.24,33853528.0,5135580197.6,,5121.24,2.23,20.25,0.1327,22.38,0.0345
2020-08-06,1066686.0,160429574.4,0.8,3.77,0.4,158.39,0.0,128469123.2,648238.0,854183.0,97494995.2,,,,0.82,,,,20.36,5019.0,135967.0,,,0.82,,,9705.0,131281.0,98.29,20.41,,,1.87,1.87,33995464.0,5112917785.6,,5145.46,1.87,22.94,0.1571,25.14,0.0308
2020-08-07,1026898.0,156242530.7,0.77,3.68,0.39,151.87,0.0,122753859.25,620050.0,806795.0,94340607.5,,,3000.0,0.34,,,,6.03,3000.0,38788.0,,,0.34,3000.0,,7600.0,50388.0,93.58,7.89,,,1.79,1.79,34020128.0,5176162475.2,,5139.81,1.79,23.82,0.1633,26.33,0.0296
2020-08-10,1002914.0,150788119.9,0.75,3.63,0.38,149.3,0.0,119620113.85,596066.0,795611.0,89618523.1,,,,,,,,3.24,,23984.0,,,,,,,11184.0,90.91,1.45,,,1.72,1.72,33995024.0,5111151858.4,,5169.07,1.73,24.55,0.1682,26.85,0.029
2020-08-11,982268.0,148469808.2,0.74,3.57,0.37,144.99,0.0,117544064.75,575420.0,777665.0,86974733.0,,,9800.0,0.69,,2138.0,,5.24,4600.0,32584.0,,,0.69,9800.0,0.34,2138.0,24684.0,86.63,3.99,,,1.66,1.66,34139264.0,5160149753.6,,5145.85,1.66,24.9,0.1688,27.65,0.0283
2020-08-12,969269.0,147910449.4,0.73,3.53,0.37,143.22,0.0,117130571.6,555921.0,767566.0,84833544.6,,,52733.0,5.36,,,,10.83,35710.0,72232.0,,,5.36,52733.0,,,45809.0,83.97,6.92,,,1.6,1.6,34189752.0,5217356155.2,,5176.94,1.6,25.24,0.1703,28.68,0.0279
2020-08-13,954815.0,146850547.0,0.72,3.5,0.36,142.0,0.0,116139609.2,546789.0,755134.0,84096148.2,,,,,,,,1.28,,9132.0,,,,,,,12432.0,83.46,1.86,,,1.57,1.57,34225624.0,5263900971.2,,5230.34,1.57,25.61,0.1735,28.77,0.0275
2020-08-14,908970.0,137027227.5,0.68,3.39,0.34,135.15,0.0,112781502.0,484996.0,748136.0,73113147.0,,,9875.0,0.44,,9875.0,,10.79,3124.0,71668.0,,,0.44,9875.0,1.52,,19997.0,74.41,3.18,,,1.39,1.39,34303732.0,5171287599.0,,5249.73,1.4,27.13,0.1856,30.22,0.0261
2020-08-17,899225.0,137041890.0,0.67,3.33,0.34,132.33,0.0,114422529.6,474546.0,750804.0,72320810.4,,,,0.46,,981.0,,3.19,3052.0,18085.0,,,0.46,,0.15,7635.0,1365.0,71.45,0.14,,,1.36,1.36,34334984.0,5232651561.6,,5182.58,1.36,27.11,0.1884,30.86,0.0258
2020-08-18,806510.0,121783010.0,0.6,3.03,0.3,118.99,0.0,98525839.0,438915.0,652489.0,66276165.0,,,,,,,,6.53,,44631.0,,,,,,9000.0,98315.0,66.57,14.85,,,1.29,1.29,33608596.0,5074897996.0,,5099.84,1.29,30.52,0.2285,34.55,0.0237
2020-08-19,837991.0,127123234.7,0.63,3.15,0.32,123.63,0.0,104163288.0,420396.0,686640.0,63774073.2,,,,,,50000.0,,2.88,,18519.0,,,,,7.55,,15849.0,63.82,2.41,,,1.23,1.23,33626284.0,5101107282.8,,5096.12,1.24,29.34,0.2131,33.15,0.0246
2020-08-20,861528.0,129832269.6,0.65,3.25,0.33,127.65,0.0,103922569.3,427555.0,689599.0,64432538.5,,,4525.0,0.04,,16378.0,,2.05,325.0,13744.0,,,0.04,4525.0,2.49,16378.0,13744.0,64.96,2.06,,,1.26,1.26,33616288.0,5065974601.6,,5096.82,1.26,28.51,0.2035,32.31,0.0253
2020-08-21,836626.0,127501802.4,0.63,3.2,0.32,123.32,0.0,103795830.0,419031.0,681075.0,63860324.4,,,,,,,,1.3,,8524.0,,,,,,,8524.0,63.41,1.31,,,1.23,1.23,33633144.0,5125691145.6,,5087.44,1.23,29.28,0.2141,33.33,0.0246
2020-08-24,815778.0,126853479.0,0.61,3.12,0.31,120.94,0.0,104839188.5,398963.0,674207.0,62038746.5,,,,,,,,3.03,,20068.0,,,,,,,6868.0,60.9,1.0,,,1.16,1.16,33852052.0,5263994086.0,,5180.35,1.16,30.08,0.2221,33.92,0.0238
2020-08-25,825648.0,128677240.8,0.62,3.15,0.31,124.0,0.0,105364418.55,407119.0,676063.0,63449496.15,,,142.0,0.39,,,,,1856.0,,,,0.39,142.0,,8014.0,,63.22,,,,1.19,1.19,33896952.0,5282839969.2,,5267.38,1.19,29.92,0.216,33.17,0.0241
2020-08-26,834680.0,132380248.0,0.63,3.21,0.32,126.13,0.0,109655247.0,416151.0,691395.0,66001548.6,,,778.0,2.49,,,,0.98,15332.0,6300.0,,,2.49,778.0,,14554.0,,64.94,,,,1.21,1.21,33918624.0,5379493766.4,,5303.04,1.21,29.52,0.2111,32.76,0.0243
2020-08-27,474305.0,75390779.75,0.36,1.86,0.18,75.37,0.0,52740722.65,396063.0,331807.0,62954213.85,,,830.0,0.15,,,,3.13,927.0,21015.0,,,0.15,830.0,,97.0,71015.0,62.79,11.11,,40.7,1.15,1.15,33961404.0,5398165165.8,,5383.84,1.15,10.81,0.294,50.88,0.0138
2020-08-28,475866.0,75210621.3,0.36,1.88,0.18,75.34,0.0,53401301.8,400728.0,337876.0,63335060.4,,,,0.05,,57902.0,,3.9,267.0,24245.0,,,0.05,,9.3,28910.0,52100.0,63.19,8.37,,,1.17,1.17,33952728.0,5366228660.4,,5368.64,1.16,10.37,0.2951,50.69,0.0139
2020-08-31,545094.0,86043087.9,0.41,2.19,0.21,86.09,0.0,62618463.6,431248.0,396696.0,68072496.8,,,,5.39,,24410.0,,2.66,34410.0,16834.0,,,5.39,,3.85,47354.0,,67.95,,,,1.26,1.26,33913200.0,5353198620.0,,5349.42,1.25,12.43,0.2369,44.11,0.0159
2020-09-01,558505.0,88746444.5,0.42,2.27,0.21,89.96,0.0,65166002.3,453060.0,410107.0,71991234.0,,,3645.0,2.87,,,,0.09,18222.0,639.0,,,2.87,3645.0,,18806.0,4811.0,71.78,0.0,,,1.32,1.32,33886684.0,5384594087.6,,5363.72,1.32,12.62,0.2254,42.42,0.0163
2020-09-02,573741.0,92314926.9,0.43,2.37,0.22,91.86,0.0,68437688.7,453426.0,425343.0,72956243.4,,,1197.0,2.52,,,,2.59,15236.0,16541.0,,,2.52,1197.0,,15710.0,,72.57,,,,1.32,1.32,33862760.0,5448518084.0,,5408.63,1.32,10.89,0.2204,41.95,0.0167
2020-09-03,566460.0,88566021.0,0.42,2.34,0.21,90.92,0.0,65500330.9,451871.0,418934.0,70650030.85,,,6834.0,2.69,,,,3.72,16231.0,23219.0,,,2.69,6834.0,,14830.0,22640.0,72.29,3.59,,,1.31,1.31,33959384.0,5309549688.4,,5422.61,1.32,12.82,0.2295,42.48,0.0165
2020-09-04,568847.0,86521628.7,0.43,2.39,0.21,88.87,0.0,63725032.8,454073.0,418968.0,69064503.3,,,,0.33,,,,0.83,2125.0,3477.0,,,0.33,,,5679.0,2091.0,70.65,0.67,,,1.32,1.32,34029900.0,5175947790.0,,5283.2,1.32,12.57,0.2289,42.47,0.0165
2020-09-07,582400.0,90970880.0,0.44,2.57,0.22,88.86,0.0,67173497.6,467232.0,430048.0,72981638.4,,,3256.0,3.36,,,,1.93,23422.0,12342.0,,,3.36,3256.0,,22245.0,12342.0,71.26,2.12,,,1.35,1.35,34041792.0,5317327910.4,,5204.99,1.35,15.82,0.2253,41.25,0.0169
2020-09-08,602203.0,92709151.85,0.45,2.72,0.23,93.99,0.0,71182323.35,492057.0,462373.0,75752175.15,,,13536.0,8.05,,,,2.67,50258.0,17933.0,,,8.05,13536.0,,29222.0,17933.0,76.85,2.72,,,1.43,1.43,33955544.0,5227455998.8,,5291.1,1.43,22.17,0.2315,40.18,0.0175
2020-09-09,602885.0,94200781.25,0.45,2.73,0.23,92.98,0.0,73846250.0,502854.0,472616.0,78570937.5,,,,1.27,,3996.0,,1.9,8169.0,12038.0,,,1.27,,0.62,22835.0,1922.0,77.51,0.48,,,1.47,1.47,33729624.0,5270253750.0,,5207.19,1.47,21.9,0.2278,39.94,0.0176
2020-09-10,592497.0,92933154.45,0.44,2.74,0.22,92.37,0.0,72536380.45,483352.0,462457.0,75813761.2,,,,0.06,,8693.0,,2.96,325.0,19502.0,,,0.06,,1.36,,19177.0,75.52,2.85,,,1.4,1.4,33944668.0,5324221175.8,,5303.87,1.4,22.14,0.2349,40.73,0.0172
2020-09-11,471545.0,73608174.5,0.35,2.31,0.18,73.96,0.0,57171468.9,407416.0,366249.0,63597637.6,,,529.0,,,597.0,,11.67,,74922.0,,,,529.0,0.09,597.0,96805.0,63.9,14.98,0.32,,1.19,1.19,33838240.0,5282149264.0,2140.0,5298.31,1.19,14.8,0.3044,51.5,0.0138
2020-09-14,489839.0,77370070.05,0.37,2.5,0.18,76.49,0.0,59468175.0,430826.0,376500.0,68048966.7,,,32897.0,6.54,,,,3.86,41866.0,24608.0,,,6.54,32897.0,,15121.0,31615.0,67.17,4.93,,,1.26,1.26,33765456.0,5333253775.2,,5278.3,1.26,9.24,0.2734,49.34,0.0143
2020-09-15,493045.0,77901110.0,0.37,2.54,0.19,78.0,0.0,61023076.0,434637.0,386222.0,68672646.0,,,10327.0,1.89,,,,1.02,11331.0,6516.0,,,1.89,10327.0,,,1609.0,68.74,0.2,,,1.27,1.27,33719304.0,5327650032.0,,5328.91,1.27,8.98,0.2708,49.06,0.0144
2020-09-16,492809.0,78849440.0,0.37,2.56,0.19,78.26,0.0,61757760.0,441140.0,385986.0,70582400.0,,,,1.41,,1300.0,,5.42,8306.0,34263.0,,,1.41,,0.21,40766.0,9842.0,69.97,1.54,,,1.29,1.29,33692728.0,5390836480.0,,5343.52,1.29,9.09,0.2726,48.99,0.0144
2020-09-17,501397.0,79321005.4,0.38,2.59,0.19,80.02,0.0,62907439.0,448799.0,397645.0,71000001.8,,,6658.0,1.9,,,,2.48,11659.0,15750.0,,,1.9,6658.0,,16751.0,,71.59,,,,1.32,1.32,33671384.0,5326812948.8,,5368.08,1.32,8.93,0.267,48.31,0.0147
2020-09-18,606318.0,96980564.1,0.45,3.12,0.23,95.95,0.0,78178121.7,539514.0,488766.0,86295264.3,,,49034.0,13.14,,7208.0,,,83913.0,,,,13.14,49034.0,1.14,41681.0,,85.34,,,,1.58,1.58,33594264.0,5373402526.8,,5323.27,1.58,13.28,0.2087,39.61,0.0178
2020-09-21,629145.0,99121794.75,0.47,3.14,0.24,100.86,0.0,66929603.25,546915.0,424815.0,86166458.25,,,21485.0,4.38,,,,13.96,26730.0,90895.0,,,4.38,21485.0,,76811.0,90681.0,87.71,13.67,,,1.62,1.62,33250316.0,5238587285.8,,5312.56,1.62,21.09,0.1504,25.43,0.0186
2020-09-22,575667.0,90869035.95,0.43,2.86,0.22,90.91,0.0,51874561.2,490710.0,328632.0,77458573.5,,,27128.0,0.74,,,,17.04,8818.0,104102.0,,,0.74,27128.0,,20769.0,105001.0,77.49,16.83,,,1.45,1.45,33313938.0,5258605113.3,,5255.43,1.45,25.66,0.1752,28.05,0.017
2020-09-23,591790.0,93828304.5,0.44,2.95,0.22,93.77,0.0,53794270.95,504605.0,339289.0,80005122.75,,,15547.0,3.24,,500.0,,3.17,20409.0,20252.0,,,3.24,15547.0,0.08,18600.0,10252.0,79.93,1.56,,,1.48,1.48,33614860.0,5329636053.0,,5318.18,1.48,24.91,0.1636,27.28,0.0173
2020-09-24,640393.0,100797858.2,0.48,3.16,0.24,101.59,0.0,64052356.0,529676.0,406940.0,83371002.4,,,25301.0,10.95,,,,3.2,68580.0,20184.0,,,10.95,25301.0,,19954.0,929.0,83.87,0.15,,,1.55,1.55,33634988.0,5294147111.2,,5323.27,1.55,19.85,0.1423,25.14,0.0187
2020-09-25,640798.0,100957724.9,0.48,3.09,0.24,101.02,0.0,69568408.2,529817.0,441564.0,83472668.35,,,37944.0,6.88,,,,7.3,44152.0,45941.0,,,6.88,37944.0,,8138.0,9528.0,83.52,1.61,,,1.55,1.55,33616124.0,5296220336.2,,5300.32,1.55,19.29,0.141,25.36,0.0188
2020-09-28,630638.0,101091271.4,0.47,3.05,0.24,99.4,0.0,74473296.1,510789.0,464587.0,81879476.7,,,6993.0,2.51,,11288.0,,7.78,16009.0,49227.0,,,2.51,6993.0,1.77,23206.0,4274.0,80.62,0.73,,,1.49,1.49,33675760.0,5398224328.0,,5326.42,1.49,21.09,0.1392,25.37,0.0184
