,ITP FP Equity_DX_SI_QTY,ITP FP Equity_DX_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ITP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ITP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ITP FP Equity_DX_SI_MV,ITP FP Equity_DX_DSS,ITP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY,ITP FP Equity_DX_BROKER_SI_QTY,ITP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ITP FP Equity_DX_BROKER_SI_MV_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ITP FP Equity_DX_BROKER_SI_MV_INC_x,ITP FP Equity_DX_SUPPLY_SI_MV_NEW,ITP FP Equity_DX_BROKER_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_NEW,ITP FP Equity_DX_SUPPLY_SI_MV_DEC,ITP FP Equity_DX_BROKER_SI_QTY_INC,ITP FP Equity_DX_SUPPLY_SI_QTY_DEC,ITP FP Equity_DX_BROKER_SI_MV_NEW_y,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ITP FP Equity_DX_BROKER_SI_MV_INC_y,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ITP FP Equity_DX_BROKER_SI_MV_ADD,ITP FP Equity_DX_SUPPLY_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_DEC,ITP FP Equity_DX_SUPPLY_SI_MV,ITP FP Equity_DX_BROKER_SI_MV_DEC,ITP FP Equity_DX_SUPPLY_SI_MV_RMV,ITP FP Equity_DX_BROKER_SI_MV_RMV,ITP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ITP FP Equity_DX_UTILIZATION_QUANTITY,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ITP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ITP FP Equity_DX_ACTIVE_UTILIZATION_MV,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ITP FP Equity_DX_BROKER_SI_CON_RATIO,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ITP FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-05-23,304006.0,20672408.0,1.75,9.41,0.48,21.02,0.0,17158168.0,249686.0,252326.0,16978648.0,,,822.0,0.02,,,,0.06,286.0,859.0,,,0.02,822.0,,1410.0,323.0,17.36,0.01,,,9.39,9.39,2410381.0,163905908.0,,166.96,9.42,9.09,0.6006,76.52,0.1143
2023-05-24,192914.0,12867363.8,1.11,6.05,0.31,13.23,0.0,9420307.8,137184.0,141234.0,9150172.8,,,,0.08,,,,7.86,1383.0,112502.0,,,0.08,,,,112475.0,9.32,7.76,,,5.16,5.16,2523906.0,168344530.2,,171.17,5.17,16.15,0.3844,57.85,0.0725
2023-05-25,192620.0,12539562.0,1.11,6.19,0.31,12.96,0.0,9175194.0,141313.0,140940.0,9199476.3,,,4423.0,,,,,0.02,,294.0,,,,4423.0,,,294.0,9.42,0.02,,,5.32,5.32,2516725.0,163838797.5,,167.28,5.33,16.5,0.3828,57.61,0.0725
2023-05-26,196875.0,13092187.5,1.13,6.26,0.31,13.23,0.0,9655467.5,146308.0,145195.0,9729482.0,,,3559.0,0.28,,,,0.03,4423.0,168.0,,,0.28,3559.0,,1604.0,168.0,9.54,0.01,,,5.51,5.51,2508526.0,166816979.0,,163.98,5.5,16.59,0.3772,56.7,0.0742
2023-05-29,196735.0,13102551.0,1.13,6.76,0.31,13.34,0.0,9660663.0,144656.0,145055.0,9634089.6,,,,0.09,,,,0.1,1360.0,1652.0,,,0.09,,,,1500.0,9.62,0.1,,,5.43,5.43,2518727.0,167747218.2,,167.04,5.45,16.57,0.3772,56.71,0.0739
2023-05-30,93673.0,6154316.1,0.54,3.27,0.15,6.5,0.0,5956493.4,88112.0,90662.0,5788958.4,,,,0.31,,,,3.77,3760.0,56544.0,,,0.31,,,,58153.0,5.86,3.9,,,3.3,3.3,2583840.0,169758288.0,,171.41,3.31,29.9,0.2497,30.45,0.0351
2023-05-31,90999.0,6087833.1,0.52,3.2,0.14,6.34,0.0,5886397.2,86918.0,87988.0,5814814.2,,11.0,1020.0,0.0,0.0,,,0.19,77.0,2751.0,,11.0,0.0,1020.0,,537.0,2751.0,5.74,0.16,0.0,,3.33,3.33,2523891.0,168848307.9,11.0,166.57,3.33,28.58,0.2476,30.81,0.0349
2023-06-01,94125.0,6400500.0,0.54,3.29,0.15,6.6,0.0,6094432.0,87564.0,89624.0,5954352.0,,,1490.0,0.14,,,,0.05,1800.0,844.0,,,0.14,1490.0,,,164.0,5.86,0.01,,,3.39,3.39,2494106.0,169599208.0,,166.77,3.39,28.21,0.245,31.07,0.0365
2023-06-02,94575.0,6582420.0,0.54,3.36,0.15,6.75,0.0,6269150.4,86524.0,90074.0,6022070.4,,,1133.0,0.07,,,,0.12,1019.0,2173.0,,,0.07,1133.0,,,569.0,5.91,0.0,,,3.35,3.35,2493137.0,173522335.2,,170.52,3.35,28.28,0.2395,30.54,0.0367
2023-06-05,78534.0,5340312.0,0.45,2.75,0.12,5.68,0.0,5034244.0,68483.0,74033.0,4656844.0,,,,0.15,,,,1.22,2000.0,18041.0,,,0.15,,,,18041.0,4.76,1.24,,,2.66,2.66,2502598.0,170176664.0,,173.42,2.67,28.73,0.237,34.52,0.0305
2023-06-06,100483.0,6852940.6,0.58,3.5,0.16,7.1,0.0,5045572.4,67427.0,73982.0,4598521.4,,,,0.07,,,,0.07,1005.0,1056.0,,,0.07,,,,1056.0,4.59,0.12,,,2.61,2.61,2514368.0,171479897.6,,171.17,2.61,25.81,0.2869,44.28,0.0389
2023-06-07,66940.0,4505062.0,0.39,2.36,0.11,4.69,0.0,4083965.9,53123.0,60683.0,3575177.9,,,7352.0,0.6,,,,1.59,9179.0,23412.0,,,0.6,7352.0,,1756.0,22478.0,3.63,1.63,,,2.06,2.06,2530164.0,170280037.2,,171.72,2.07,29.93,0.2654,38.62,0.0259
2023-06-08,66940.0,4605472.0,0.39,2.38,0.11,4.66,0.0,4174990.4,53123.0,60683.0,3654862.4,,,,,,,,,,,,,,,,,,3.57,,,,2.05,2.05,2531999.0,174201531.2,,171.36,2.04,30.81,0.2662,38.1,0.0259
2023-06-09,56212.0,3946082.4,0.32,1.97,0.09,4.03,0.0,3598803.0,39705.0,51265.0,2787291.0,,,690.0,0.2,,,,0.94,2690.0,14108.0,,,0.2,690.0,,,12108.0,2.74,0.77,,,1.54,1.54,2545578.0,178699575.6,,176.55,1.53,18.49,0.2695,43.54,0.0217
2023-06-12,55164.0,3883545.6,0.32,1.94,0.09,4.02,0.0,3555904.0,38950.0,50510.0,2742080.0,,,,,,,,0.05,,755.0,,,,,,,755.0,2.73,0.02,,,1.5,1.5,2549707.0,179499372.8,,179.13,1.5,18.93,0.2722,43.77,0.0213
2023-06-13,56690.0,4019321.0,0.33,1.97,0.09,4.13,0.0,3581159.0,40476.0,50510.0,2869748.4,,,1526.0,,,,,,,,,,,1526.0,,,,2.84,,,,1.56,1.56,2548093.0,180659793.7,,179.57,1.56,18.94,0.2714,43.62,0.0219
2023-06-14,49702.0,3494050.6,0.29,1.79,0.08,3.66,0.0,3113235.5,34115.0,44285.0,2398284.5,,,1390.0,0.04,,,,0.54,352.0,7751.0,,,0.04,1390.0,,,6577.0,2.41,0.47,,,1.32,1.32,2556650.0,179732495.0,,180.56,1.32,22.35,0.3477,52.23,0.0192
2023-06-15,49657.0,3485921.4,0.29,1.83,0.08,3.61,0.0,3061422.0,32050.0,43610.0,2249910.0,,,,0.11,,,,0.2,1900.0,2695.0,,,0.11,,,630.0,2575.0,2.24,0.18,,,1.24,1.24,2559189.0,179655067.8,,179.21,1.23,22.43,0.368,54.81,0.0192
2023-06-16,62743.0,4486124.5,0.36,2.34,0.1,4.55,0.0,3489414.5,39243.0,48803.0,2805874.5,,,4167.0,0.42,,,,0.05,5893.0,700.0,,,0.42,4167.0,,3726.0,700.0,2.75,0.04,,,1.51,1.51,2558400.0,182925600.0,,180.64,1.5,20.12,0.277,43.89,0.0242
2023-06-19,66506.0,4735227.2,0.38,2.44,0.11,4.86,0.0,3643161.6,42776.0,51168.0,3045651.2,,,535.0,0.05,,1600.0,,,765.0,,,,0.05,535.0,0.11,2998.0,,3.06,,,,1.64,1.64,2559517.0,182237610.4,,182.72,1.65,19.08,0.2473,40.83,0.0256
2023-06-20,64758.0,4623721.2,0.37,2.38,0.1,4.75,0.0,3697306.2,41873.0,51783.0,2989732.2,,,,0.14,,1398.0,,0.19,2000.0,2553.0,,,0.14,,0.1,1650.0,2783.0,2.98,0.17,,,1.61,1.61,2562507.0,182962999.8,,182.66,1.61,20.62,0.2324,38.24,0.0249
2023-06-21,73990.0,5297684.0,0.43,2.81,0.12,5.4,0.0,4175282.4,43104.0,58314.0,3086246.4,,,2701.0,0.53,,,,0.11,7351.0,1470.0,,,0.53,2701.0,,,820.0,3.06,0.07,,,1.65,1.65,2562172.0,183451515.2,,182.55,1.65,27.13,0.217,32.45,0.0284
2023-06-22,83374.0,5961241.0,0.48,3.23,0.13,6.11,0.0,4548901.5,45461.0,63621.0,3250461.5,,,1344.0,0.4,,,,0.12,5307.0,1720.0,,,0.4,1344.0,,2733.0,,3.26,,,,1.75,1.75,2559643.0,183014474.5,,183.17,1.75,23.77,0.2068,30.26,0.032
2023-06-23,82445.0,5878328.5,0.48,3.18,0.13,6.05,0.0,4639419.7,45501.0,65069.0,3244221.3,,,1438.0,0.18,,,,0.1,2427.0,1398.0,,,0.18,1438.0,,,979.0,3.27,0.07,,,1.73,1.73,2578008.0,183811970.4,,184.5,1.74,25.28,0.2158,30.7,0.0314
2023-06-26,79496.0,5644216.0,0.46,3.12,0.13,5.8,0.0,4492738.0,43893.0,63278.0,3116403.0,,,1385.0,0.06,,1385.0,,0.23,967.0,2993.0,,,0.06,1385.0,0.1,,4143.0,3.12,0.3,,,1.67,1.67,2578828.0,183096788.0,,183.38,1.67,26.34,0.2376,33.15,0.0303
2023-06-27,85882.0,5264566.6,0.45,3.36,0.12,6.12,0.0,4151542.5,50034.0,67725.0,3067084.2,,,6171.0,0.3,,,,0.01,5875.0,30.0,,,0.3,6171.0,,,1428.0,3.54,0.11,,,1.91,1.91,2574068.0,157790368.4,,173.35,2.0,25.2,0.2219,31.6,0.0327
2023-06-28,90668.0,5712084.0,0.48,3.34,0.13,5.82,0.0,4669560.0,55080.0,74120.0,3470040.0,,,4792.0,0.0,,10841.0,,0.44,1360.0,5806.0,,,0.0,4792.0,0.77,6060.0,5806.0,3.38,0.41,,,2.06,2.06,2617024.0,164872512.0,,162.33,2.04,22.66,0.2128,30.27,0.0339
2023-06-29,122483.0,7838912.0,0.64,4.44,0.18,7.93,0.0,6387712.0,81218.0,99808.0,5197952.0,,,24638.0,1.8,,,,,28417.0,,,,1.8,24638.0,,1500.0,2729.0,5.12,0.12,,,2.94,2.94,2681329.0,171605056.0,,170.24,2.92,20.96,0.1898,28.18,0.0443
2023-06-30,138617.0,9051690.1,0.73,4.97,0.2,9.06,0.0,7571012.6,79462.0,115942.0,5188868.6,,,1560.0,1.1,,,,0.21,16134.0,3316.0,,,1.1,1560.0,,,,5.08,,,,2.83,2.83,2731086.0,178339915.8,,175.8,2.81,25.2,0.1962,25.24,0.0493
2023-07-03,150302.0,9559207.2,0.79,5.31,0.22,10.0,0.0,8134694.4,91275.0,127904.0,5805090.0,,,15328.0,1.08,,,,0.18,15605.0,3515.0,,,1.08,15328.0,,,3643.0,5.96,0.21,,,3.19,3.19,2770584.0,176209142.4,,179.85,3.21,23.19,0.1867,26.72,0.0525
2023-07-04,142973.0,9307542.3,0.75,4.98,0.21,9.32,0.0,8158201.8,86532.0,125318.0,5633233.2,,,,0.15,,,,0.52,3391.0,7382.0,,,0.15,,,2639.0,5977.0,5.51,0.42,,,3.02,3.02,2777473.0,180813492.3,,178.42,3.0,20.15,0.1708,24.3,0.0499
2023-07-05,138463.0,8930863.5,0.73,4.91,0.2,9.15,0.0,7951882.5,89258.0,123285.0,5757141.0,,,462.0,0.09,,,,0.08,962.0,1520.0,,,0.09,462.0,,3784.0,2995.0,5.82,0.21,,,3.11,3.11,2776980.0,179115210.0,,180.37,3.13,20.99,0.1807,25.41,0.0483
2023-07-06,145620.0,9101250.0,0.76,5.25,0.21,9.49,0.0,7977000.0,94475.0,127632.0,5904687.5,,,4330.0,0.29,,,,0.04,5057.0,586.0,,,0.29,4330.0,,1473.0,710.0,6.08,0.08,,,3.3,3.3,2769902.0,173118875.0,,176.35,3.33,22.58,0.1778,24.53,0.0508
2023-07-07,136524.0,8532750.0,0.72,4.99,0.2,8.64,0.0,7314750.0,83879.0,117036.0,5242437.5,,,2302.0,0.06,,,,0.88,989.0,12898.0,,,0.06,2302.0,,,11585.0,5.22,0.87,,,2.92,2.92,2789751.0,174359437.5,,173.89,2.92,22.82,0.1867,26.55,0.0475
2023-07-10,147131.0,9254539.9,0.77,5.54,0.21,9.32,0.0,7840044.7,90156.0,124643.0,5670812.4,,,6277.0,0.49,,,,,7607.0,,,,0.49,6277.0,,,,5.62,,,,3.14,3.14,2783652.0,175091710.8,,174.17,3.13,24.01,0.1927,27.23,0.0512
2023-07-11,146993.0,9216461.1,0.77,5.46,0.21,9.37,0.0,7806150.0,90013.0,124500.0,5643815.1,,,1244.0,0.17,,,,0.16,2546.0,2639.0,,,0.17,1244.0,,1252.0,2689.0,5.66,0.16,,,3.13,3.13,2786357.0,174704583.9,,174.77,3.13,26.0,0.2011,27.27,0.0511
2023-07-12,129738.0,8303232.0,0.68,4.79,0.19,8.19,0.0,7314048.0,79437.0,114282.0,5083968.0,,,,0.08,,,,0.68,1088.0,10576.0,,,0.08,,,,11306.0,4.95,0.79,,,2.76,2.76,2800901.0,179257664.0,,176.18,2.74,27.95,0.217,29.98,0.045
2023-07-13,113888.0,7288832.0,0.6,4.28,0.16,7.39,0.0,6397760.0,65872.0,99965.0,4215808.0,,,,,,,,0.8,,13565.0,,,,,,,14317.0,4.2,0.81,,,2.29,2.29,2814261.0,180112704.0,,179.46,2.29,20.31,0.2163,34.24,0.0395
2023-07-14,110487.0,7071168.0,0.58,4.22,0.16,7.17,0.0,6180096.0,63555.0,96564.0,4067520.0,,,810.0,,,,,0.22,,3401.0,,,,810.0,,274.0,3401.0,4.06,0.21,,,2.21,2.21,2812538.0,180002432.0,,179.82,2.21,17.85,0.2181,35.36,0.0384
2023-07-17,109951.0,7003878.7,0.58,4.34,0.16,7.14,0.0,6047932.8,61603.0,94944.0,3924111.1,,,,,,,,0.12,,1952.0,,,,,,,1620.0,3.93,0.1,,,2.14,2.14,2814885.0,179308174.5,,179.81,2.14,16.96,0.2152,35.53,0.0382
2023-07-18,105235.0,6650852.0,0.55,4.26,0.15,6.78,0.0,5895169.6,59517.0,93278.0,3761474.4,,,,0.0,,,,0.14,420.0,2086.0,,,0.0,,,,2086.0,3.79,0.14,,,2.07,2.07,2817307.0,178053802.4,,178.98,2.07,15.93,0.2251,37.4,0.0366
2023-07-19,94906.0,5979078.0,0.5,3.88,0.14,6.06,0.0,5312286.0,56561.0,84322.0,3563343.0,,,,,,,,0.19,,2956.0,,,,,,,8956.0,3.57,0.61,,,1.97,1.97,2820263.0,177676569.0,,178.2,1.97,17.85,0.2475,41.96,0.033
2023-07-20,85833.0,5373145.8,0.45,3.5,0.12,5.51,0.0,4778445.8,57866.0,76333.0,3622411.6,,,,,,,,0.51,,8047.0,,,,,,9352.0,7989.0,3.65,0.48,,,2.01,2.01,2819008.0,176469900.8,,177.57,2.01,19.82,0.2352,38.84,0.0298
2023-07-21,87440.0,5508720.0,0.46,3.66,0.13,5.6,0.0,5061042.0,52515.0,80334.0,3308445.0,,,,0.6,,,,0.34,9295.0,5351.0,,,0.6,,,,5294.0,3.29,0.35,,,1.83,1.83,2813678.0,177261714.0,,176.64,1.83,30.26,0.2362,32.91,0.0305
2023-07-24,94232.0,5917769.6,0.49,3.95,0.14,6.08,0.0,5226969.6,55413.0,83232.0,3479936.4,,,4226.0,0.27,,,,0.08,4226.0,1328.0,,,0.27,4226.0,,,1328.0,3.5,0.05,,,1.94,1.94,2808092.0,176348177.6,,176.95,1.94,26.75,0.2119,30.33,0.0329
2023-07-25,90402.0,5749567.2,0.47,3.97,0.13,5.81,0.0,5162793.6,53083.0,81176.0,3376078.8,,,,,,274.0,,0.14,,2330.0,,,,,0.0,,2330.0,3.35,0.16,,,1.86,1.86,2808535.0,178622826.0,,177.31,1.85,24.77,0.2103,31.19,0.0316
2023-07-26,97909.0,6168267.0,0.51,4.2,0.14,6.33,0.0,5320035.0,56352.0,84445.0,3550176.0,,,4802.0,,,3600.0,,0.09,,1533.0,,,,4802.0,0.23,,331.0,3.57,0.02,,,1.97,1.97,2807372.0,176864436.0,,177.58,1.97,23.7,0.1951,30.06,0.0342
2023-07-27,85556.0,5364361.2,0.45,3.59,0.12,5.52,0.0,4770905.7,48272.0,76091.0,3026654.4,,,,,,,,0.51,,8080.0,,,,,,,8354.0,3.05,0.52,,,1.69,1.69,2816411.0,176588969.7,,177.63,1.69,23.25,0.2144,34.5,0.0299
2023-07-28,79174.0,5154227.4,0.42,3.36,0.11,5.11,0.0,4745790.0,45092.0,72900.0,2935489.2,,,,,,,,0.21,,3191.0,,,,,,11.0,3191.0,2.83,0.2,,,1.57,1.57,2820889.0,183639873.9,,179.21,1.56,24.1,0.2321,36.15,0.0276
2023-07-31,79184.0,5194470.4,0.42,3.38,0.11,5.26,0.0,4800870.4,49379.0,73184.0,3239262.4,,,4287.0,0.04,,274.0,,,11.0,,,,0.04,4287.0,0.0,,1.0,3.22,0.0,,,1.72,1.72,2815737.0,184712347.2,,184.07,1.72,24.23,0.2347,36.46,0.0276
2023-08-01,83094.0,5351253.6,0.44,3.55,0.12,5.56,0.0,4947208.0,48728.0,76820.0,3138083.2,,,,0.28,,,,0.05,3636.0,651.0,,,0.28,,,,,3.19,,,,1.7,1.7,2815937.0,181346342.8,,183.7,1.71,28.18,0.2371,34.65,0.029
2023-08-02,81119.0,5126720.8,0.43,3.45,0.12,5.35,0.0,4730204.0,50150.0,74845.0,3169480.0,,,1422.0,,,,,,,,,,,1422.0,,,1975.0,3.22,0.14,,,1.75,1.75,2814500.0,177876400.0,,180.23,1.76,26.42,0.2346,35.39,0.0283
2023-08-03,73688.0,4708663.2,0.39,3.15,0.11,4.76,0.0,4307115.6,39596.0,67404.0,2530184.4,,,10.0,,,148.0,,0.7,,10712.0,,,,10.0,0.01,148.0,7589.0,2.5,0.54,,,1.38,1.38,2824706.0,180498713.4,,178.99,1.38,17.66,0.2359,39.32,0.0257
2023-08-04,76407.0,4828922.4,0.4,3.28,0.11,4.9,0.0,4155020.8,37662.0,65744.0,2380238.4,,,4726.0,0.42,,274.0,,0.42,6505.0,6660.0,,,0.42,4726.0,0.0,,8439.0,2.4,0.58,,,1.31,1.31,2826640.0,178643648.0,,179.46,1.32,19.68,0.235,38.57,0.0267
2023-08-07,64875.0,4067662.5,0.34,2.81,0.09,4.12,0.0,3603494.4,29380.0,57472.0,1842126.0,,,,,,,,0.53,,8282.0,,,,,,,8272.0,1.86,0.54,,,1.03,1.03,2830682.0,177483761.4,,178.42,1.03,17.78,0.2825,45.94,0.0227
2023-08-08,77283.0,4807002.6,0.41,3.38,0.11,4.88,0.0,3935642.8,35456.0,63274.0,2205363.2,,,7725.0,0.42,,,,0.11,6606.0,1649.0,,,0.42,7725.0,,,804.0,2.23,0.04,,,1.24,1.24,2826134.0,175785534.8,,176.85,1.24,24.45,0.2484,37.97,0.027
2023-08-09,77152.0,4783424.0,0.41,3.63,0.11,4.82,0.0,3914866.0,35325.0,63143.0,2190150.0,,,,,,,,0.01,,131.0,,,,,,,131.0,2.2,0.01,,,1.24,1.24,2823644.0,175065928.0,,175.29,1.24,24.33,0.2493,38.11,0.027
2023-08-10,84267.0,5275114.2,0.44,4.08,0.12,5.25,0.0,4177423.2,38914.0,66732.0,2436016.4,,,3619.0,0.22,,,,0.0,3619.0,30.0,,,0.22,3619.0,,,30.0,2.4,0.0,,,1.36,1.36,2818070.0,176411182.0,,175.35,1.35,31.04,0.2542,34.67,0.0295
2023-08-11,85328.0,5230606.4,0.45,4.14,0.12,5.37,0.0,4136830.5,39393.0,67485.0,2414790.9,,,489.0,0.05,,274.0,,0.0,489.0,10.0,,,0.05,489.0,0.0,,10.0,2.47,0.0,,,1.38,1.38,2817053.0,172685348.9,,175.43,1.39,32.19,0.2576,34.23,0.0299
2023-08-14,77030.0,4760454.0,0.4,3.83,0.11,4.73,0.0,3720298.2,38107.0,60199.0,2355012.6,,,,,,,,0.09,,1286.0,,,,,,,7286.0,2.34,0.5,,,1.34,1.34,2815843.0,174019097.4,,173.51,1.33,32.52,0.2836,38.31,0.027
2023-08-15,59126.0,3588948.2,0.31,3.08,0.09,3.66,0.0,2749406.5,29477.0,45295.0,1789253.9,,,,0.03,,,,0.55,370.0,9000.0,,,0.03,,,370.0,15274.0,1.82,0.91,,,1.03,1.03,2821221.0,171248114.7,,173.25,1.04,22.0,0.2697,41.64,0.0207
2023-08-16,59403.0,3605762.1,0.31,3.13,0.09,3.63,0.0,2766220.4,29754.0,45572.0,1806067.8,,,,,,277.0,,,,,,,,,0.02,277.0,,1.81,,,,1.04,1.04,2819892.0,171167444.4,,171.56,1.05,21.78,0.2708,41.86,0.0208
2023-08-17,60313.0,3642905.2,0.32,3.23,0.09,3.68,0.0,2807512.8,29754.0,46482.0,1797141.6,,,,0.05,,,,,910.0,,,,0.05,,,,,1.81,,,,1.05,1.05,2816263.0,170102285.2,,170.85,1.05,21.48,0.2757,42.79,0.0212
2023-08-18,63666.0,3807226.8,0.33,3.41,0.09,3.83,0.0,2876918.2,31107.0,48109.0,1860198.6,,,2000.0,0.12,,274.0,,0.04,2000.0,647.0,,,0.12,2000.0,0.0,,647.0,1.88,0.05,,,1.09,1.09,2814634.0,168315113.2,,169.47,1.1,24.54,0.2718,40.86,0.0224
2023-08-21,71542.0,4278211.6,0.38,3.78,0.1,4.3,0.0,3309212.4,38336.0,55338.0,2292492.8,,,7229.0,0.45,,,,,7229.0,,,,0.45,7229.0,,,,2.29,,,,1.35,1.35,2807925.0,167913915.0,,167.8,1.35,21.49,0.3081,47.67,0.0251
2023-08-22,74866.0,4506933.2,0.39,4.01,0.11,4.52,0.0,3463426.4,39942.0,57532.0,2404508.4,,,1130.0,0.15,,,,,2468.0,,,,0.15,1130.0,,476.0,274.0,2.39,0.0,,,1.4,1.4,2803879.0,168793515.8,,168.31,1.4,20.36,0.3254,50.24,0.0263
2023-08-23,76123.0,4582604.6,0.4,4.17,0.11,4.61,0.0,3533679.8,41109.0,58699.0,2474761.8,,,90.0,0.07,,113.0,,,1054.0,,,,0.07,90.0,0.01,1077.0,,2.47,,,,1.45,1.45,2799240.0,168514248.0,,168.39,1.45,20.08,0.3317,51.1,0.0268
2023-08-24,75542.0,4547628.4,0.4,4.2,0.11,4.58,0.0,3504121.6,40618.0,58208.0,2445203.6,,,,,,,,0.03,,491.0,,,,,,,491.0,2.45,0.03,,,1.43,1.43,2799147.0,168508649.4,,168.76,1.43,20.23,0.3284,50.65,0.0266
2023-08-25,74578.0,4489595.6,0.39,4.12,0.11,4.51,0.0,3446088.8,39654.0,57244.0,2387170.8,,,,,,,,0.06,,964.0,,,,,,,964.0,2.39,0.06,,,1.4,1.4,2800515.0,168591003.0,,168.66,1.4,20.54,0.3241,50.04,0.0263
2023-08-28,67947.0,4110793.5,0.36,3.79,0.1,4.08,0.0,3062086.5,32749.0,50613.0,1981314.5,,,,,,274.0,,0.42,,6905.0,,,,,0.0,,6905.0,1.97,0.44,,,1.15,1.15,2807313.0,169842436.5,,168.85,1.15,22.86,0.2879,44.32,0.0239
2023-08-29,66405.0,4057345.5,0.35,3.82,0.1,4.02,0.0,2998238.1,32610.0,49071.0,1992471.0,,,,,,,,0.01,,139.0,,,,,,,1542.0,1.97,0.07,,,1.16,1.16,2783943.0,170098917.3,,168.35,1.15,23.34,0.2812,43.08,0.0236
2023-08-30,72849.0,4458358.8,0.38,4.25,0.11,4.48,0.0,3397518.0,39054.0,55515.0,2390104.8,,,6444.0,0.42,,,,,6444.0,,,,0.42,6444.0,,,,2.38,,,,1.39,1.39,2776813.0,169940955.6,,169.07,1.39,21.05,0.3148,48.69,0.0259
2023-08-31,72367.0,4414387.0,0.38,4.29,0.1,4.46,0.0,3357013.0,38572.0,55033.0,2352892.0,,,,,,,,0.02,,482.0,,,,,,,482.0,2.37,0.02,,,1.37,1.37,2773832.0,169203752.0,,170.2,1.37,21.15,0.3127,48.41,0.0257
2023-09-01,62503.0,3781431.5,0.33,3.64,0.09,3.82,0.0,2881010.0,30159.0,47620.0,1824619.5,,,,0.06,,,,0.52,1000.0,8413.0,,,0.06,,,,8413.0,1.84,0.53,,,1.07,1.07,2783205.0,168383902.5,,169.82,1.07,26.61,0.2596,37.78,0.0222
2023-09-04,74841.0,4535364.6,0.39,4.46,0.11,4.53,0.0,3455290.8,41523.0,57018.0,2516293.8,,,11364.0,0.54,,274.0,,,9124.0,,,,0.54,11364.0,0.0,,,2.51,,,,1.47,1.47,2778070.0,168351042.0,,168.27,1.47,22.97,0.2863,43.27,0.0265
2023-09-05,63292.0,3778532.4,0.33,3.84,0.09,3.84,0.0,3207382.5,36207.0,53725.0,2161557.9,,,2072.0,0.29,,,,0.45,5012.0,7388.0,,,0.29,2072.0,,,8305.0,2.2,0.49,,,1.29,1.29,2779481.0,165935015.7,,168.26,1.29,27.48,0.2415,29.61,0.0225
2023-09-06,67454.0,3649261.4,0.35,4.29,0.1,3.94,0.0,3056974.6,38988.0,56506.0,2109250.8,,,3400.0,0.1,,,,0.04,3400.0,619.0,,,0.1,3400.0,,,619.0,2.33,0.06,,,1.38,1.38,2789774.0,150926773.4,,162.4,1.41,29.4,0.2451,30.53,0.0238
2023-09-07,68204.0,3689836.4,0.36,3.25,0.1,3.7,0.0,3108261.4,38790.0,57454.0,2098539.0,,,,0.06,,,,0.03,1146.0,198.0,,,0.06,,,,198.0,2.1,0.07,,,1.37,1.37,2801413.0,151556443.3,,151.62,1.37,29.35,0.2508,32.63,0.024
2023-09-08,109208.0,5929994.4,0.57,4.86,0.16,5.91,0.0,4368163.5,60808.0,80445.0,3301874.4,,,19978.0,1.24,,274.0,,,22717.0,,,,1.24,19978.0,0.0,2040.0,,3.29,,,,2.14,2.14,2780185.0,150964045.5,,150.48,2.14,25.77,0.2517,36.8,0.0384
2023-09-11,97175.0,5159992.5,0.51,4.29,0.14,5.27,0.0,4135693.5,51822.0,77885.0,2751748.2,,,,0.47,,2500.0,,0.71,8400.0,13186.0,,,0.47,,0.14,4200.0,13460.0,2.8,0.73,,,1.82,1.82,2790973.0,148200666.3,,150.02,1.83,19.5,0.2098,34.11,0.0342
2023-09-12,86824.0,4566942.4,0.46,3.62,0.13,4.61,0.0,3591738.4,41947.0,68284.0,2206412.2,,,3000.0,0.13,,274.0,,0.71,3000.0,12875.0,,,0.13,3000.0,0.0,,12875.0,2.23,0.71,,,1.47,1.47,2802538.0,147413498.8,,148.26,1.48,17.69,0.2584,44.44,0.0305
