,NK FP Equity_DX_SI_QTY,NK FP Equity_DX_SHORT_INTEREST_VALUE,NK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,NK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NK FP Equity_DX_SI_MV,NK FP Equity_DX_DSS,NK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NK FP Equity_DX_SUPPLY_SI_QTY,NK FP Equity_DX_BROKER_SI_QTY,NK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NK FP Equity_DX_BROKER_SI_MV_NEW_x,NK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,NK FP Equity_DX_SUPPLY_SI_QTY_INC_x,NK FP Equity_DX_BROKER_SI_MV_INC_x,NK FP Equity_DX_SUPPLY_SI_MV_NEW,NK FP Equity_DX_BROKER_SI_QTY_ADD,NK FP Equity_DX_BROKER_SI_QTY_NEW,NK FP Equity_DX_SUPPLY_SI_MV_DEC,NK FP Equity_DX_BROKER_SI_QTY_INC,NK FP Equity_DX_SUPPLY_SI_QTY_DEC,NK FP Equity_DX_BROKER_SI_MV_NEW_y,NK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,NK FP Equity_DX_BROKER_SI_MV_INC_y,NK FP Equity_DX_SUPPLY_SI_QTY_INC_y,NK FP Equity_DX_BROKER_SI_MV_ADD,NK FP Equity_DX_SUPPLY_SI_QTY_ADD,NK FP Equity_DX_BROKER_SI_QTY_DEC,NK FP Equity_DX_SUPPLY_SI_MV,NK FP Equity_DX_BROKER_SI_MV_DEC,NK FP Equity_DX_SUPPLY_SI_MV_RMV,NK FP Equity_DX_BROKER_SI_MV_RMV,NK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NK FP Equity_DX_UTILIZATION_QUANTITY,NK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NK FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,NK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NK FP Equity_DX_ACTIVE_UTILIZATION_MV,NK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NK FP Equity_DX_BROKER_SI_CON_RATIO,NK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NK FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-10-06,992087.0,32599978.82,2.93,12.08,1.17,32.37,1.0,28131807.46,684784.0,856111.0,22502002.24,,,777.0,,,,,0.66,,21693.0,,,,777.0,,,28799.0,22.12,0.67,,,10.92,10.92,5585272.0,183532037.92,,181.24,10.88,16.91,0.1087,17.04,0.1582
2020-10-07,928145.0,28883872.4,2.74,11.12,1.09,30.45,1.0,24726956.16,657839.0,794568.0,20471949.68,,,2643.0,0.13,,,,1.3,2611.0,43383.0,,,0.13,2643.0,,13795.0,64154.0,21.55,2.21,,,10.51,10.51,5599277.0,174249500.24,,180.97,10.64,18.39,0.1185,18.43,0.1483
2020-10-08,994363.0,31342321.76,2.93,10.97,1.17,31.37,1.0,22837784.48,597717.0,724549.0,18840039.84,,,,0.0,,,,2.27,2656.0,60122.0,,,0.0,,,,72675.0,18.62,2.6,,,9.52,9.52,5680188.0,179039525.76,,177.49,9.5,16.89,0.1203,17.76,0.1584
2020-10-09,1076148.0,33683432.4,3.18,11.68,1.27,34.03,1.0,24599264.7,646845.0,785919.0,20246248.5,,,56759.0,1.96,,,,0.28,62874.0,9627.0,,,1.96,56759.0,,1996.0,1504.0,20.3,0.05,,,10.3,10.3,5633577.0,176330960.1,,176.73,10.3,15.74,0.1261,21.68,0.1714
2020-10-12,1113059.0,34037344.22,3.28,11.95,1.31,34.93,1.0,25102112.86,682223.0,820867.0,20862379.34,,,35431.0,1.25,,,,0.19,41977.0,5663.0,,,1.25,35431.0,,5610.0,7029.0,21.31,0.28,,,10.85,10.85,5607963.0,171491508.54,,174.23,10.9,15.2,0.1236,21.41,0.177
2020-10-13,986771.0,29563659.16,2.91,10.43,1.16,30.44,1.0,24202437.0,660049.0,807825.0,19775068.04,,,,0.16,,4875.0,,0.97,11049.0,27584.0,,,0.16,,0.15,5410.0,28966.0,20.2,0.99,,,10.49,10.49,5629159.0,168649603.64,,171.39,10.55,15.6,0.1115,17.11,0.1569
2020-10-14,1009080.0,30554942.4,2.98,10.52,1.19,30.59,1.0,24872385.64,669892.0,821413.0,20284329.76,,,9058.0,0.82,,,,0.29,32659.0,8400.0,,,0.82,9058.0,,9185.0,19071.0,20.09,0.68,,,10.65,10.65,5620464.0,170187649.92,,169.16,10.62,15.0,0.11,16.67,0.1604
2020-10-15,1060666.0,31247220.36,3.13,11.12,1.25,32.35,1.0,25545973.86,701956.0,867141.0,20679623.76,,,18220.0,1.61,,,,0.01,48755.0,424.0,,,1.61,18220.0,,14268.0,3027.0,21.24,0.06,,,11.17,11.17,5581071.0,164418351.66,,167.73,11.24,15.91,0.1131,17.64,0.1688
2020-10-16,1060971.0,31468399.86,3.13,10.95,1.25,31.61,1.0,25753155.14,716057.0,868279.0,21238250.62,,,25588.0,0.26,,,,0.51,17677.0,15190.0,,,0.26,25588.0,,3703.0,16539.0,21.09,0.63,,,11.43,11.43,5549009.0,164583606.94,,163.86,11.4,15.65,0.112,18.08,0.1693
2020-10-19,1012164.0,29676648.48,2.99,10.38,1.19,30.19,1.0,24618420.72,685561.0,839646.0,20100648.52,,,13842.0,0.72,,,,1.28,23080.0,44338.0,,,0.72,13842.0,,,51713.0,20.28,1.59,,,10.9,10.9,5602593.0,164268026.76,,165.77,10.9,16.19,0.12,19.11,0.161
2020-10-20,986610.0,29085262.8,2.91,10.09,1.16,29.25,1.0,24521228.16,697647.0,831792.0,20566633.56,,,2470.0,0.4,,,,0.25,14301.0,8474.0,,,0.4,2470.0,,18090.0,22155.0,20.55,0.73,,,11.09,11.09,5590507.0,164808146.36,,164.77,11.09,16.62,0.1261,19.34,0.1569
2020-10-21,1002462.0,29412235.08,2.96,10.2,1.18,29.76,1.0,24868642.68,713411.0,847602.0,20931478.74,,,16693.0,0.52,,,,0.03,16630.0,929.0,,,0.52,16693.0,,,820.0,21.0,0.02,,,11.35,11.35,5571235.0,163460034.9,,163.85,11.36,16.33,0.1277,20.06,0.1595
2020-10-22,1018126.0,29199853.68,3.0,10.48,1.2,30.09,1.0,24601273.8,709327.0,857785.0,20343498.36,,,2479.0,0.29,,,,0.43,10183.0,14631.0,,,0.29,2479.0,,8068.0,,20.82,,,,11.29,11.29,5573753.0,159855236.04,,162.61,11.35,16.12,0.128,20.26,0.162
2020-10-23,1063923.0,30619703.94,3.14,10.87,1.25,30.8,1.0,25516204.1,734289.0,886595.0,21132837.42,,,14859.0,0.54,,,,0.02,28810.0,438.0,,,0.54,14859.0,,10541.0,,21.02,,,,11.69,11.69,5545864.0,159609965.92,,159.06,11.67,15.39,0.1332,22.93,0.1694
2020-10-26,1062879.0,29165399.76,3.14,10.79,1.25,30.71,1.0,24336316.48,747046.0,886892.0,20498942.24,,,3790.0,0.27,,,,0.05,8059.0,1703.0,,,0.27,3790.0,,10670.0,7762.0,21.45,0.19,,,11.89,11.89,5535343.0,151889811.92,,157.07,12.02,15.49,0.1329,22.45,0.1692
2020-10-27,1072523.0,28550562.26,3.16,10.57,1.26,29.58,1.0,23826710.16,751826.0,895068.0,20013608.12,,,5397.0,0.28,,5397.0,,0.32,17002.0,617.0,,,0.28,5397.0,0.15,,14223.0,20.61,0.92,,,12.16,12.16,5429357.0,144529483.34,,147.75,12.24,15.41,0.1301,21.88,0.1735
2020-10-28,1040217.0,26359098.78,3.07,9.98,1.22,27.82,1.0,22040098.5,741220.0,869775.0,18782514.8,,,6170.0,0.0,,,,0.66,790.0,18319.0,,,0.0,6170.0,,1543.0,26083.0,19.74,0.97,,,11.99,11.99,5441494.0,137887457.96,,143.08,12.12,15.92,0.1345,22.31,0.1682
2020-10-29,1030791.0,26058396.48,3.04,9.8,1.21,26.42,1.0,21817322.56,735577.0,863027.0,18595386.56,,,8453.0,0.0,,,,0.45,6850.0,14096.0,,,0.0,8453.0,,,13598.0,18.7,0.75,,,11.93,11.93,5431032.0,137296488.96,,137.79,11.95,15.91,0.1326,21.46,0.1672
2020-10-30,1034982.0,26536938.48,3.05,9.24,1.22,26.44,1.0,22237623.28,734705.0,867302.0,18837836.2,,,5957.0,0.55,,,,0.18,22519.0,6829.0,,,0.55,5957.0,,,18244.0,18.6,0.49,,,11.88,11.88,5447473.0,139673207.72,,138.35,11.85,15.86,0.1277,20.63,0.1674
2020-11-02,835877.0,22635549.16,2.47,7.33,0.98,21.23,1.0,18207806.68,613582.0,672371.0,16615800.56,,,3616.0,,,,,3.5,,139739.0,,,,3616.0,,15000.0,194931.0,15.81,5.33,,,9.94,9.94,5558211.0,150516353.88,,144.94,9.84,18.05,0.1236,19.04,0.1354
2020-11-03,739982.0,20364304.64,2.18,6.32,0.87,20.15,0.0,15856583.68,556162.0,576184.0,15305578.24,,,3494.0,,,6009.0,,1.41,,63429.0,,,,3494.0,0.15,2515.0,102196.0,15.03,1.56,,,9.02,9.02,5612376.0,154452587.52,,152.24,8.98,15.05,0.1202,18.62,0.12
2020-11-04,702118.0,19532922.76,2.07,5.87,0.83,19.46,0.0,15064084.88,544667.0,541484.0,15152635.94,,,,0.14,,,,0.18,5170.0,11495.0,,,0.14,,,,39870.0,15.0,1.01,,,8.82,8.82,5627717.0,156563086.94,,155.19,8.82,15.04,0.1236,19.68,0.1138
2020-11-05,669780.0,18660070.8,1.98,5.52,0.79,18.63,0.0,14310316.86,519619.0,513651.0,14476585.34,,,,,,,,0.68,,25048.0,,,,,,,27833.0,14.38,0.76,,,8.46,8.46,5623060.0,156658451.6,,156.02,8.44,14.8,0.1226,20.64,0.109
2020-11-06,641447.0,17819397.66,1.89,5.24,0.75,17.92,0.0,13487384.46,508537.0,485507.0,14127157.86,,,,,,,,0.32,,12615.0,,,,,,1533.0,28144.0,14.13,0.76,,,8.36,8.36,5571214.0,154768324.92,,154.88,8.36,15.21,0.1187,18.46,0.1055
2020-11-09,632737.0,19640156.48,1.87,5.25,0.74,17.97,0.0,14946877.44,499633.0,481536.0,15508608.32,,,168.0,0.1,,,,0.24,2505.0,9072.0,,,0.1,168.0,,,6476.0,14.08,0.09,,,8.18,8.18,5605195.0,173985252.8,,158.97,8.14,15.2,0.1177,18.76,0.1036
2020-11-10,605328.0,19503668.16,1.79,4.61,0.71,18.95,0.0,15112501.02,503009.0,469041.0,16206949.98,,,11507.0,0.64,,,,0.53,12500.0,19014.0,,,0.64,11507.0,,10883.0,24995.0,15.68,0.17,,,8.16,8.16,5660349.0,182376444.78,,177.73,8.11,15.95,0.1177,16.36,0.0982
2020-11-11,606276.0,19121945.04,1.79,4.52,0.71,19.45,0.0,14063938.32,457638.0,445908.0,14433902.52,,,3012.0,1.41,,,,2.13,39795.0,74904.0,,,1.41,3012.0,,26521.0,62928.0,14.75,1.95,,,7.41,7.41,5716704.0,180304844.16,,183.28,7.45,15.99,0.1327,22.23,0.0982
2020-11-12,631065.0,19891168.8,1.86,4.71,0.74,19.93,0.0,14725891.84,483650.0,467192.0,15244648.0,,,14172.0,0.65,,,,0.18,23950.0,1845.0,,,0.65,14172.0,,13685.0,2666.0,15.22,0.11,,,7.69,7.69,5804423.0,182955412.96,,182.83,7.68,15.76,0.1338,22.76,0.1004
2020-11-13,670718.0,21288589.32,1.98,5.0,0.79,21.23,0.0,15771415.56,515304.0,496894.0,16355748.96,,,25311.0,1.09,,,,0.0,33302.0,99.0,,,1.09,25311.0,,6442.0,3600.0,16.23,0.12,,,8.2,8.2,5772110.0,183206771.4,,182.21,8.18,15.74,0.1337,22.5,0.1067
2020-11-16,697533.0,23088342.3,2.06,5.2,0.82,22.28,0.0,17376606.3,546338.0,524973.0,18083787.8,,,13153.0,1.09,,,,0.22,31743.0,7190.0,,,1.09,13153.0,,25071.0,3664.0,17.38,0.12,,,8.71,8.71,5726679.0,189553074.9,,184.06,8.63,14.88,0.1379,23.69,0.1112
2020-11-17,694610.0,22949914.4,2.05,5.03,0.82,23.05,0.0,16942878.96,549744.0,512799.0,18163541.76,,,19879.0,0.16,,,,0.39,3784.0,19082.0,,,0.16,19879.0,,2609.0,15958.0,18.17,0.1,,,8.74,8.74,5740742.0,189674115.68,,189.79,8.74,15.0,0.138,23.83,0.1104
2020-11-18,802179.0,26856952.92,2.37,5.8,0.94,26.67,1.0,20557490.04,556019.0,614023.0,18615516.12,,,2521.0,3.38,,,,0.07,101224.0,2399.0,,,3.38,2521.0,,6153.0,,18.44,,,,8.84,8.84,5737053.0,192076534.44,,190.74,8.82,18.11,0.1364,21.01,0.1275
2020-11-19,836120.0,27508348.0,2.47,6.29,0.98,28.05,1.0,20537232.8,606443.0,624232.0,19951974.7,,,63321.0,0.4,,,,0.01,10912.0,372.0,,,0.4,63321.0,,6932.0,703.0,20.2,0.0,0.64,,9.67,9.67,5667537.0,186461967.3,19457.0,188.54,9.68,17.88,0.1357,20.94,0.1333
2020-11-20,843814.0,27997748.52,2.49,6.37,0.99,28.02,1.0,21076035.54,594287.0,635203.0,19718442.66,,,1259.0,0.3,,,,0.47,10971.0,13415.0,,,0.3,1259.0,,,,19.61,,,,9.49,9.49,5665710.0,187988257.8,,187.11,9.48,17.63,0.1338,20.6,0.1348
2020-11-23,806627.0,27183329.9,2.38,6.05,0.95,26.97,1.0,20451283.1,580990.0,606863.0,19579363.0,,19457.0,3118.0,0.22,0.65,,,1.23,6018.0,38417.0,,19457.0,0.22,3118.0,,2545.0,34358.0,19.31,1.17,,,9.29,9.29,5674946.0,191245680.2,,189.26,9.26,16.57,0.1277,18.29,0.1289
2020-11-24,804167.0,28547928.5,2.37,6.0,0.95,27.22,1.0,21383886.5,579287.0,602363.0,20564688.5,,,5259.0,0.22,,,,0.25,5650.0,8469.0,,,0.22,5259.0,,1507.0,10150.0,19.52,0.3,,,9.32,9.32,5634731.0,200032950.5,,192.68,9.2,15.89,0.1259,18.34,0.1294
2020-11-25,803126.0,28061222.44,2.37,5.85,0.94,28.3,1.0,21049218.66,580676.0,602439.0,20288819.44,,,4119.0,0.36,,,,0.09,6906.0,2730.0,,,0.36,4119.0,,,6830.0,20.55,0.25,,,9.32,9.32,5646699.0,197295663.06,,199.16,9.35,16.15,0.1286,18.61,0.129
2020-11-26,853642.0,29723814.44,2.52,6.22,1.0,29.8,1.0,22603751.2,596274.0,649160.0,20762260.68,,,10312.0,1.59,,,,0.1,46721.0,2779.0,,,1.59,10312.0,,8065.0,,20.82,,,,9.55,9.55,5644265.0,196533307.3,,196.9,9.56,17.36,0.1301,18.75,0.1368
2020-11-27,890598.0,31170930.0,2.63,6.63,1.05,31.03,1.0,24007060.0,606318.0,685916.0,21221130.0,,,2314.0,1.49,,,,0.02,44839.0,651.0,,,1.49,2314.0,,8381.0,8083.0,21.05,0.16,,,9.71,9.71,5638635.0,197352225.0,,196.29,9.69,16.55,0.1277,20.02,0.1426
2020-11-30,893283.0,30728935.2,2.64,6.7,1.05,31.37,1.0,23716598.4,609569.0,689436.0,20969173.6,,,4484.0,0.3,,,,0.21,8362.0,6186.0,,,0.3,4484.0,,6927.0,4842.0,21.34,0.1,0.07,,9.77,9.77,5627710.0,193593224.0,1974.0,196.06,9.82,16.5,0.1264,19.71,0.1432
2020-12-01,884222.0,31513672.08,2.61,6.51,1.04,30.43,1.0,24215277.24,600657.0,679441.0,21407415.48,,,1367.0,,,,,0.49,,10279.0,,,,1367.0,,,9995.0,20.6,0.54,,,9.62,9.62,5641964.0,201079596.96,,195.71,9.52,16.63,0.1264,19.53,0.1416
2020-12-02,875766.0,31089693.0,2.58,6.4,1.03,31.17,1.0,23844675.5,592839.0,671681.0,21045784.5,,,2813.0,,,,,0.3,,10631.0,,,,2813.0,,,7760.0,21.03,0.01,,,9.46,9.46,5671504.0,201338392.0,,201.41,9.46,16.84,0.1279,19.47,0.1398
2020-12-03,918725.0,33680458.5,2.71,6.7,1.08,32.71,1.0,25566097.44,615692.0,697384.0,22571268.72,,,8120.0,0.92,,,,0.01,25703.0,173.0,,,0.92,8120.0,,14906.0,,21.85,,,,9.79,9.79,5674300.0,208019838.0,,203.15,9.71,16.02,0.1229,19.11,0.1461
2020-12-04,946963.0,35151266.56,2.79,6.82,1.11,34.84,1.0,26661365.76,631467.0,718248.0,23440055.04,,1579.0,12889.0,1.07,0.06,,,0.11,22382.0,3264.0,,1579.0,1.07,12889.0,,4571.0,1518.0,23.21,0.0,,,10.04,10.04,5657620.0,210010854.4,,208.48,10.02,15.53,0.1221,19.71,0.1506
2020-12-07,960430.0,35881664.8,2.83,6.77,1.13,35.77,1.0,27048826.8,633421.0,724005.0,23664608.56,,,11259.0,0.62,,,,0.34,13955.0,9305.0,,,0.62,11259.0,,,8198.0,23.48,0.3,,,9.98,9.98,5716649.0,213574006.64,,212.54,9.95,15.29,0.1213,19.41,0.1512
2020-12-08,1004993.0,37506338.76,2.97,7.19,1.18,37.64,1.0,28559391.24,651265.0,765257.0,24305209.8,,,18101.0,1.62,,,,0.01,41868.0,257.0,,,1.62,18101.0,,,616.0,24.26,0.02,,,10.27,10.27,5687484.0,212256902.88,,212.33,10.25,14.65,0.1177,19.24,0.1585
2020-12-09,1024056.0,37726223.04,3.02,7.45,1.2,38.31,1.0,28875634.08,651495.0,783812.0,24001075.8,,,4675.0,1.01,,,,0.17,27671.0,4445.0,,,1.01,4675.0,,,9116.0,24.26,0.34,,,10.28,10.28,5686861.0,209503959.24,,211.87,10.27,13.49,0.1151,18.89,0.1616
2020-12-10,1029551.0,37866885.78,3.04,7.65,1.21,37.89,1.0,28426599.96,656023.0,772882.0,24128525.94,,,17153.0,0.21,,,,0.57,6961.0,12625.0,,,0.21,17153.0,,,17891.0,24.08,0.95,,,10.32,10.32,5702333.0,209731807.74,,209.65,10.3,13.38,0.1139,18.18,0.1619
2020-12-11,934301.0,33709580.08,2.76,7.25,1.1,34.4,1.0,25483412.24,699668.0,706303.0,25244021.44,,,91915.0,0.03,,,,2.17,1902.0,59112.0,,,0.03,91915.0,,10842.0,68481.0,25.73,2.48,,,11.01,11.01,5657046.0,204106219.68,,206.96,11.06,13.23,0.1148,19.26,0.147
2020-12-14,1007591.0,37240563.36,2.97,8.09,1.19,36.53,1.0,28298719.68,682597.0,765658.0,25228785.12,,,8119.0,2.56,,,,2.17,74813.0,53186.0,,,2.56,8119.0,,27996.0,15458.0,24.63,0.62,,,10.65,10.65,5728474.0,211724399.04,,208.1,10.58,17.22,0.1168,18.81,0.1572
2020-12-15,951411.0,36305843.76,2.81,7.87,1.12,35.32,1.0,27614827.44,662918.0,723659.0,25296950.88,,,6852.0,0.23,,,,1.65,2705.0,51352.0,,,0.23,6852.0,,24821.0,44704.0,24.51,1.53,,,10.36,10.36,5737188.0,218931094.08,,214.01,10.27,18.17,0.1245,19.91,0.1487
2020-12-16,1014244.0,38054434.88,2.99,8.45,1.19,38.75,1.0,29194612.16,681099.0,778108.0,25554834.48,,,18706.0,2.52,,,,0.0,54449.0,525.0,,,2.52,18706.0,,,,25.91,,,,10.65,10.65,5713614.0,214374797.28,,216.65,10.68,18.59,0.1209,18.77,0.1586
2020-12-17,1062132.0,39893677.92,3.13,8.79,1.25,39.92,1.0,30958266.6,710917.0,824235.0,26702042.52,,,40512.0,1.55,,,,0.42,46176.0,10694.0,,,1.55,40512.0,,,49.0,26.53,0.05,,,11.08,11.08,5705215.0,214287875.4,,213.67,11.05,18.78,0.1234,19.94,0.1655
2020-12-18,1069723.0,40521107.24,3.16,8.95,1.26,40.35,1.0,31533357.52,705453.0,832454.0,26722559.64,,,4622.0,0.34,,,,0.31,8219.0,10086.0,,,0.34,4622.0,,,,26.47,,,,10.98,10.98,5717354.0,216573369.52,,215.16,10.95,18.69,0.1224,19.96,0.1666
2020-12-21,1089105.0,40972130.1,3.21,8.96,1.28,41.42,1.0,32027448.42,711222.0,851341.0,26756171.64,,,671.0,0.86,,,,0.11,21386.0,4962.0,,,0.86,671.0,,10060.0,2499.0,26.9,0.0,,,11.08,11.08,5708570.0,214756403.4,,215.68,11.09,18.35,0.1198,19.37,0.1696
2020-12-22,1139081.0,42875008.84,3.36,10.04,1.34,43.26,1.0,33920302.28,757935.0,901177.0,28528673.4,,,49245.0,2.19,,,,0.1,57429.0,2532.0,,,2.19,49245.0,,,7593.0,28.61,0.31,,,11.79,11.79,5670438.0,213435286.32,,213.61,11.81,17.99,0.122,20.28,0.1772
2020-12-23,1272492.0,48507395.04,3.75,11.69,1.5,48.23,1.0,38457095.16,890943.0,1008843.0,33962747.16,,,90384.0,4.24,,,,0.15,114427.0,4028.0,,,4.24,90384.0,,46652.0,6761.0,33.56,0.22,,,13.84,13.84,5547523.0,211471576.76,,209.62,13.8,21.21,0.1348,21.73,0.1976
2020-12-24,1156328.0,44264235.84,3.41,10.71,1.36,44.33,1.0,35093304.84,812382.0,916753.0,31097982.96,,,3784.0,0.99,,,,2.91,21953.0,82345.0,,,0.99,3784.0,,,114043.0,30.96,4.14,,,12.63,12.63,5620260.0,215143552.8,,214.38,12.62,22.76,0.1496,23.86,0.1798
2020-12-25,1156328.0,44264235.84,3.41,10.88,1.36,44.43,1.0,35093304.84,812382.0,916753.0,31097982.96,,,,,,,,,,,,,,,,,,31.08,,,,12.62,12.62,5622508.0,215229606.24,,214.34,12.66,22.78,0.1497,23.86,0.1797
2020-12-28,1171496.0,45126025.92,3.46,11.02,1.38,45.0,1.0,35858961.36,805527.0,930918.0,31028900.04,,,10391.0,0.85,,,,0.77,21374.0,19616.0,,,0.85,10391.0,,2370.0,7209.0,30.79,0.34,,,12.51,12.51,5632625.0,216968715.0,,215.87,12.48,21.72,0.148,24.14,0.182
2020-12-29,1168057.0,45367333.88,3.45,11.09,1.37,45.24,1.0,36007709.52,809180.0,927078.0,31428551.2,,,4047.0,0.5,,,,0.07,8119.0,1955.0,,,0.5,4047.0,,1561.0,11959.0,31.12,0.4,,,12.55,12.55,5639114.0,219023187.76,,217.56,12.51,22.01,0.1495,24.11,0.1811
2020-12-30,1186608.0,45897997.44,3.5,11.53,1.4,46.24,1.0,36158373.44,824270.0,934808.0,31882763.6,,,13470.0,0.64,,,,0.08,14975.0,2156.0,,,0.64,13470.0,,3776.0,7245.0,31.9,0.24,,,12.77,12.77,5631988.0,217845295.84,,218.1,12.76,21.84,0.1526,25.22,0.1838
2020-12-31,1198534.0,46335324.44,3.54,11.84,1.41,46.88,1.0,36598455.5,821342.0,946675.0,31753081.72,,,1012.0,0.46,,3000.0,,0.06,11196.0,3940.0,,,0.46,1012.0,0.12,,2329.0,31.96,0.09,,,12.72,12.72,5637743.0,217955144.38,,218.88,12.74,21.66,0.1531,25.54,0.1856
2021-01-01,1208306.0,46713109.96,3.57,12.11,1.42,47.19,1.0,36598455.5,825863.0,946675.0,31927863.58,,,9772.0,,,,,0.21,,5251.0,,,,9772.0,,,,32.01,,,,12.79,12.79,5633222.0,217780362.52,,218.44,12.78,21.63,0.1531,25.54,0.1871
2021-01-04,1198347.0,46687599.12,3.54,12.01,1.41,46.61,1.0,36445599.52,843734.0,935462.0,32871876.64,,,3000.0,0.12,,,,0.23,3079.0,5129.0,,,0.12,3000.0,,20000.0,14292.0,32.58,0.69,,,13.07,13.07,5614138.0,218726816.48,,216.94,13.06,21.48,0.1523,25.62,0.1856
2021-01-05,1201970.0,46876830.0,3.55,11.85,1.41,47.02,1.0,36570456.0,825109.0,937704.0,32179251.0,,,4951.0,0.57,,,,0.78,13962.0,23907.0,,,0.57,4951.0,,331.0,11720.0,32.12,0.39,,,12.74,12.74,5650247.0,220359633.0,,220.09,12.74,21.46,0.1525,25.52,0.1856
2021-01-06,1197213.0,48606847.8,3.53,11.7,1.41,47.07,1.0,38240206.2,821528.0,941877.0,33354036.8,,,4271.0,0.42,,,,0.57,10654.0,13787.0,,,0.42,4271.0,,5935.0,6481.0,32.04,0.06,,,12.69,12.69,5651767.0,229461740.2,,223.08,12.56,21.37,0.1521,25.71,0.1849
2021-01-07,1189881.0,49094490.06,3.51,11.49,1.4,48.52,1.0,38528051.62,814465.0,933787.0,33604825.9,,,1338.0,0.27,,,,0.0,3681.0,10489.0,,,0.27,1338.0,,2088.0,11771.0,33.13,0.0,,,12.57,12.57,5665040.0,233739550.4,,231.25,12.53,21.03,0.151,25.79,0.1836
2021-01-08,1162036.0,47573753.84,3.43,11.53,1.37,48.07,1.0,37154646.66,795739.0,907539.0,32577554.66,,,557.0,0.59,,,,0.71,7656.0,17575.0,,,0.59,557.0,,3556.0,33904.0,32.91,1.28,0.21,,12.26,12.26,5697353.0,233249631.82,5264.0,234.75,12.29,20.44,0.1539,27.08,0.179
2021-01-11,1138739.0,46255578.18,3.36,11.29,1.34,47.0,1.0,36108255.36,787116.0,888928.0,31972651.92,,,11553.0,0.47,,,,0.84,12061.0,20176.0,,,0.47,11553.0,,,30672.0,32.41,1.26,,,12.13,12.13,5701417.0,231591558.54,,233.43,12.19,19.88,0.1595,28.71,0.1755
2021-01-12,1095944.0,45262487.2,3.23,10.63,1.29,44.68,1.0,35113673.0,757543.0,850210.0,31286525.9,,,713.0,,,,,1.61,,31598.0,,,,713.0,,1312.0,38718.0,30.69,1.9,,,11.67,11.67,5733301.0,236785331.3,,233.79,11.6,18.55,0.1583,29.12,0.1688
2021-01-13,1093696.0,45082149.12,3.23,10.61,1.29,45.33,1.0,34849984.86,762754.0,845463.0,31440719.88,,,5853.0,0.7,,,,0.03,8447.0,642.0,,,0.7,5853.0,,,13194.0,31.52,0.42,,,11.71,11.71,5751438.0,237074274.36,,237.38,11.72,18.07,0.1591,29.57,0.1679
2021-01-14,1112145.0,46843547.4,3.28,10.77,1.31,46.16,1.0,36363080.52,766631.0,863321.0,32290497.72,,,15416.0,0.93,,,,0.81,22980.0,19027.0,,,0.93,15416.0,,7488.0,5122.0,31.64,0.22,,,11.73,11.73,5770122.0,243037538.64,,239.56,11.67,17.83,0.1654,31.24,0.1701
2021-01-15,1114808.0,47134082.24,3.29,10.71,1.31,47.11,1.0,36459396.96,785017.0,862332.0,33190518.76,,,22520.0,1.59,,,,0.34,27240.0,10151.0,,,1.59,22520.0,,6017.0,28229.0,33.19,1.14,,,11.94,11.94,5791436.0,244861914.08,,244.58,11.95,18.14,0.1798,33.78,0.1695
2021-01-18,1172990.0,49781695.6,3.46,11.05,1.38,49.49,1.0,39066656.6,807230.0,920515.0,34258841.2,,,16187.0,2.36,,,,0.23,58817.0,5385.0,,,2.36,16187.0,,11411.0,634.0,34.16,0.0,,,12.26,12.26,5776259.0,245144431.96,,244.62,12.25,18.77,0.1727,32.13,0.1782
2021-01-19,1334590.0,57894514.2,3.94,12.81,1.57,56.64,1.0,45618841.8,874617.0,1051610.0,37940885.46,,,31387.0,5.47,,8000.0,,0.4,123095.0,8745.0,,,5.47,31387.0,0.35,44745.0,,37.04,,,,13.24,13.24,5732547.0,248677888.86,,244.71,13.15,17.72,0.1719,32.3,0.202
2021-01-20,1353217.0,59460354.98,3.99,13.02,1.59,58.76,1.0,46757300.98,890940.0,1064117.0,39147903.6,,,24568.0,1.57,,,,0.0,26913.0,8245.0,,,1.57,24568.0,,,14406.0,38.72,0.24,,,13.31,13.31,5804422.0,255046302.68,,252.97,13.28,17.47,0.1733,32.74,0.2021
2021-01-21,1393577.0,61735461.1,4.11,13.53,1.64,60.92,1.0,48282038.4,889508.0,1089888.0,39405204.4,,,24997.0,1.83,,,,1.23,37826.0,30883.0,,,1.83,24997.0,,4454.0,12055.0,38.92,0.51,,,13.1,13.1,5899047.0,261327782.1,,259.15,13.06,16.91,0.1881,35.48,0.2053
