,ALHYP FP Equity_DX_SI_QTY,ALHYP FP Equity_DX_SHORT_INTEREST_VALUE,ALHYP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHYP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHYP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHYP FP Equity_DX_SI_MV,ALHYP FP Equity_DX_DSS,ALHYP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHYP FP Equity_DX_SUPPLY_SI_QTY,ALHYP FP Equity_DX_BROKER_SI_QTY,ALHYP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHYP FP Equity_DX_BROKER_SI_MV_NEW_x,ALHYP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHYP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHYP FP Equity_DX_BROKER_SI_MV_INC_x,ALHYP FP Equity_DX_SUPPLY_SI_MV_NEW,ALHYP FP Equity_DX_BROKER_SI_QTY_ADD,ALHYP FP Equity_DX_BROKER_SI_QTY_NEW,ALHYP FP Equity_DX_SUPPLY_SI_MV_DEC,ALHYP FP Equity_DX_BROKER_SI_QTY_INC,ALHYP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHYP FP Equity_DX_BROKER_SI_MV_NEW_y,ALHYP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHYP FP Equity_DX_BROKER_SI_MV_INC_y,ALHYP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHYP FP Equity_DX_BROKER_SI_MV_ADD,ALHYP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHYP FP Equity_DX_BROKER_SI_QTY_DEC,ALHYP FP Equity_DX_SUPPLY_SI_MV,ALHYP FP Equity_DX_BROKER_SI_MV_DEC,ALHYP FP Equity_DX_SUPPLY_SI_MV_RMV,ALHYP FP Equity_DX_BROKER_SI_MV_RMV,ALHYP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHYP FP Equity_DX_UTILIZATION_QUANTITY,ALHYP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHYP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHYP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHYP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHYP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHYP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHYP FP Equity_DX_BROKER_SI_CON_RATIO,ALHYP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHYP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHYP FP Equity_PX_LAST
2023-11-27,3610.0,21226.8,0.18,2.78,0.07,0.02,0.0,17081.4,2905.0,2905.0,17081.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.53,0.0,0.0,,0.0,100.0,33.24,0.3398,39.06,0.1557,5.88
2023-11-28,3610.0,21660.0,0.18,2.79,0.07,0.02,0.0,17430.0,2905.0,2905.0,17430.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.53,0.0,0.0,,0.0,100.0,33.24,0.3398,39.06,0.1557,6.0
2023-11-29,3320.0,19521.6,0.16,2.56,0.07,0.02,0.0,16228.8,2760.0,2760.0,16228.8,,,,,,,,0.0,,145.0,,,,,,,145.0,0.02,0.0,,,100.0,11.98,0.0,0.0,,0.0,100.0,33.73,0.3352,36.14,0.1441,5.88
2023-11-30,3180.0,19080.0,0.16,2.52,0.06,0.02,0.0,16140.0,2690.0,2690.0,16140.0,,,,,,,,0.0,,70.0,,,,,,,70.0,0.02,0.0,,,100.0,11.71,0.0,0.0,,0.0,100.0,31.45,0.3363,37.74,0.1384,6.0
2023-12-01,3200.0,20416.0,0.16,2.4,0.06,0.02,0.0,20416.0,3200.0,3200.0,20416.0,,,,0.0,,,,0.0,510.0,490.0,,,0.0,,,1000.0,,0.02,,,,100.0,13.35,0.0,0.0,,0.0,100.0,31.96,0.3355,37.11,0.1335,6.38
2023-12-04,3200.0,22080.0,0.16,2.21,0.06,0.02,0.0,22080.0,3200.0,3200.0,22080.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,6.9
2023-12-05,3200.0,24128.0,0.16,1.93,0.06,0.02,0.0,24128.0,3200.0,3200.0,24128.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.54
2023-12-06,3200.0,24768.0,0.16,1.8,0.06,0.02,0.0,24768.0,3200.0,3200.0,24768.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.74
2023-12-07,3200.0,23808.0,0.16,1.58,0.06,0.02,0.0,23808.0,3200.0,3200.0,23808.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.44
2023-12-08,3200.0,25600.0,0.16,1.67,0.06,0.02,0.0,25600.0,3200.0,3200.0,25600.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,32.82,0.3352,36.62,0.1423,8.0
2023-12-11,3200.0,24640.0,0.16,1.64,0.06,0.03,0.0,24640.0,3200.0,3200.0,24640.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.25,0.3359,37.5,0.1423,7.7
2023-12-12,3200.0,25408.0,0.16,1.65,0.06,0.02,0.0,25408.0,3200.0,3200.0,25408.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.94
2023-12-13,3200.0,25088.0,0.16,1.6,0.06,0.03,0.0,25088.0,3200.0,3200.0,25088.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.49,0.1423,7.84
2023-12-14,3200.0,24256.0,0.16,1.59,0.06,0.03,0.0,24256.0,3200.0,3200.0,24256.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.49,0.1423,7.58
2023-12-15,3200.0,24320.0,0.16,1.72,0.06,0.02,0.0,24320.0,3200.0,3200.0,24320.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.6
2023-12-18,3200.0,24128.0,0.16,1.77,0.06,0.02,0.0,24128.0,3200.0,3200.0,24128.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.54
2023-12-19,3200.0,23296.0,0.16,1.77,0.06,0.02,0.0,23296.0,3200.0,3200.0,23296.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.28
2023-12-20,3200.0,23744.0,0.16,1.76,0.06,0.02,0.0,23744.0,3200.0,3200.0,23744.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.42
2023-12-21,3200.0,23808.0,0.16,1.67,0.06,0.02,0.0,23808.0,3200.0,3200.0,23808.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.44
2023-12-22,3200.0,23680.0,0.16,1.7,0.06,0.02,0.0,23680.0,3200.0,3200.0,23680.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.4
2023-12-25,3200.0,23680.0,0.16,1.69,0.06,0.02,0.0,23680.0,3200.0,3200.0,23680.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,
2023-12-26,3200.0,23680.0,0.16,1.69,0.06,0.02,0.0,23680.0,3200.0,3200.0,23680.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,
2023-12-27,3200.0,23104.0,0.16,1.69,0.06,0.02,0.0,23104.0,3200.0,3200.0,23104.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.22
2023-12-28,3200.0,22528.0,0.16,1.64,0.06,0.02,0.0,22528.0,3200.0,3200.0,22528.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.04
2023-12-29,3200.0,22656.0,0.16,1.64,0.06,0.02,0.0,22656.0,3200.0,3200.0,22656.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.08
2024-01-01,3200.0,22656.0,0.16,1.69,0.06,0.02,0.0,22656.0,3200.0,3200.0,22656.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,
2024-01-02,3200.0,23296.0,0.16,1.69,0.06,0.02,0.0,23296.0,3200.0,3200.0,23296.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.28
2024-01-03,3200.0,23296.0,0.16,1.64,0.06,0.02,0.0,23296.0,3200.0,3200.0,23296.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.28
2024-01-04,3200.0,23616.0,0.16,1.63,0.06,0.02,0.0,23616.0,3200.0,3200.0,23616.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.38
2024-01-05,3200.0,24000.0,0.16,1.67,0.06,0.02,0.0,24000.0,3200.0,3200.0,24000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.5
2024-01-08,3200.0,24000.0,0.16,1.65,0.06,0.02,0.0,24000.0,3200.0,3200.0,24000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.5
2024-01-09,3200.0,23680.0,0.16,1.62,0.06,0.02,0.0,23680.0,3200.0,3200.0,23680.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.84,0.337,38.15,0.1423,7.4
2024-01-10,3200.0,23680.0,0.16,1.61,0.06,0.02,0.0,23680.0,3200.0,3200.0,23680.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.4
2024-01-11,3200.0,24000.0,0.16,1.63,0.06,0.02,0.0,24000.0,3200.0,3200.0,24000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.63,0.3365,37.9,0.1423,7.5
2024-01-12,3200.0,24000.0,0.16,1.54,0.06,0.02,0.0,24000.0,3200.0,3200.0,24000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.5
2024-01-15,3200.0,24640.0,0.16,1.51,0.06,0.02,0.0,24640.0,3200.0,3200.0,24640.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.25,0.3359,37.5,0.1423,7.7
2024-01-16,3200.0,23680.0,0.16,1.47,0.06,0.02,0.0,23680.0,3200.0,3200.0,23680.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.59,0.3365,37.85,0.1423,7.4
2024-01-17,3200.0,23552.0,0.16,1.5,0.06,0.02,0.0,23552.0,3200.0,3200.0,23552.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.36
2024-01-18,3200.0,23808.0,0.16,1.61,0.06,0.02,0.0,23808.0,3200.0,3200.0,23808.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.63,0.3365,37.9,0.1423,7.44
2024-01-19,3200.0,24064.0,0.16,1.77,0.06,0.02,0.0,24064.0,3200.0,3200.0,24064.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.6,0.3365,37.87,0.1423,7.52
2024-01-22,3200.0,23232.0,0.16,1.9,0.06,0.02,0.0,23232.0,3200.0,3200.0,23232.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.81,0.3369,38.12,0.1423,7.26
2024-01-23,3200.0,23552.0,0.16,2.13,0.06,0.02,0.0,23552.0,3200.0,3200.0,23552.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.47,0.3362,37.71,0.1423,7.36
2024-01-24,3200.0,23872.0,0.16,2.13,0.06,0.02,0.0,23872.0,3200.0,3200.0,23872.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.63,0.3365,37.9,0.1423,7.46
2024-01-25,3200.0,23360.0,0.16,2.2,0.06,0.02,0.0,23360.0,3200.0,3200.0,23360.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.73,0.3367,38.03,0.1423,7.3
2024-01-26,3200.0,23296.0,0.16,2.23,0.06,0.02,0.0,23296.0,3200.0,3200.0,23296.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.52,0.3363,37.77,0.1423,7.28
2024-01-29,3200.0,22592.0,0.16,2.28,0.06,0.02,0.0,22592.0,3200.0,3200.0,22592.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.6,0.3365,37.87,0.1423,7.06
2024-01-30,3200.0,23104.0,0.16,2.28,0.06,0.02,0.0,23104.0,3200.0,3200.0,23104.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.22
2024-01-31,3200.0,22912.0,0.16,2.35,0.06,0.02,0.0,22912.0,3200.0,3200.0,22912.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.61,0.3365,37.88,0.1423,7.16
2024-02-01,3200.0,22656.0,0.16,2.45,0.06,0.02,0.0,22656.0,3200.0,3200.0,22656.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.5,0.3363,37.75,0.1423,7.08
2024-02-02,3200.0,22400.0,0.16,2.47,0.06,0.02,0.0,22400.0,3200.0,3200.0,22400.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.53,0.3363,37.78,0.1423,7.0
2024-02-05,3200.0,22080.0,0.16,2.54,0.06,0.02,0.0,22080.0,3200.0,3200.0,22080.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.25,0.3359,37.5,0.1423,6.9
2024-02-06,3200.0,22400.0,0.16,2.69,0.06,0.02,0.0,22400.0,3200.0,3200.0,22400.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.0
2024-02-07,3200.0,21888.0,0.16,2.66,0.06,0.02,0.0,21888.0,3200.0,3200.0,21888.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.25,0.3359,37.5,0.1423,6.84
2024-02-08,3200.0,22912.0,0.16,2.74,0.06,0.02,0.0,22912.0,3200.0,3200.0,22912.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.16
2024-02-09,3200.0,22976.0,0.16,2.79,0.06,0.02,0.0,22976.0,3200.0,3200.0,22976.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.18
2024-02-12,3200.0,23040.0,0.16,2.86,0.06,0.02,0.0,23040.0,3200.0,3200.0,23040.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.2
2024-02-13,3200.0,22272.0,0.16,2.77,0.06,0.02,0.0,22272.0,3200.0,3200.0,22272.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,6.96
2024-02-14,3200.0,22720.0,0.16,2.91,0.06,0.02,0.0,22720.0,3200.0,3200.0,22720.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.1
2024-02-15,3200.0,22400.0,0.16,2.94,0.06,0.02,0.0,22400.0,3200.0,3200.0,22400.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.0
2024-02-16,3200.0,24768.0,0.16,3.01,0.06,0.02,0.0,24768.0,3200.0,3200.0,24768.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.25,0.3359,37.5,0.1423,7.74
2024-02-19,3200.0,24640.0,0.16,2.68,0.06,0.02,0.0,24640.0,3200.0,3200.0,24640.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.7
2024-02-20,3200.0,23424.0,0.16,2.56,0.06,0.02,0.0,23424.0,3200.0,3200.0,23424.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.32
2024-02-21,3200.0,24128.0,0.16,2.39,0.06,0.02,0.0,24128.0,3200.0,3200.0,24128.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.54
2024-02-22,3200.0,24640.0,0.16,2.29,0.06,0.02,0.0,24640.0,3200.0,3200.0,24640.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.69,0.3356,37.24,0.1423,7.7
2024-02-23,3200.0,23552.0,0.16,2.48,0.06,0.02,0.0,23552.0,3200.0,3200.0,23552.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.36
2024-02-26,3200.0,24000.0,0.16,2.47,0.06,0.02,0.0,24000.0,3200.0,3200.0,24000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.5
2024-02-27,3200.0,24000.0,0.16,2.65,0.06,0.02,0.0,24000.0,3200.0,3200.0,24000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.5
2024-02-28,3200.0,25152.0,0.16,2.65,0.06,0.02,0.0,25152.0,3200.0,3200.0,25152.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,7.86
2024-02-29,3200.0,25536.0,0.16,2.57,0.06,0.03,0.0,25536.0,3200.0,3200.0,25536.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.49,0.1423,7.98
2024-03-01,3200.0,25536.0,0.16,2.48,0.06,0.03,0.0,25536.0,3200.0,3200.0,25536.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.49,0.1423,7.98
2024-03-04,3200.0,25600.0,0.16,2.32,0.06,0.03,0.0,25600.0,3200.0,3200.0,25600.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.49,0.1423,8.0
2024-03-05,3200.0,21376.0,0.16,2.22,0.06,0.03,0.0,21376.0,3200.0,3200.0,21376.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.25,0.3359,37.5,0.1423,6.68
2024-03-06,3200.0,20736.0,0.16,1.28,0.06,0.02,0.0,20736.0,3200.0,3200.0,20736.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.23,0.0,0.0,,0.0,100.0,31.28,0.3359,37.48,0.1423,6.48
2024-03-07,2200.0,14344.0,0.11,0.82,0.04,0.01,0.0,14344.0,2200.0,2200.0,14344.0,,,,,,,,0.01,,1000.0,,,,,,,1000.0,0.01,0.01,,,100.0,9.79,0.0,0.0,,0.0,100.0,45.45,0.5041,54.55,0.0979,6.52
2024-03-08,2200.0,14212.0,0.11,0.81,0.04,0.01,0.0,14212.0,2200.0,2200.0,14212.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,10.02,0.0,0.0,,0.0,100.0,45.23,0.5046,54.77,0.1002,6.46
2024-03-11,2320.0,14384.0,0.11,0.84,0.05,0.02,0.0,14012.0,2260.0,2260.0,14012.0,,,60.0,,,60.0,,,,,,,,60.0,0.0,,,0.01,,,,100.0,10.27,0.0,0.0,,0.0,100.0,43.1,0.456,51.72,0.1054,6.2
2024-03-12,2320.0,14801.6,0.11,0.82,0.05,0.01,0.0,14418.8,2260.0,2260.0,14418.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,10.27,0.0,0.0,,0.0,100.0,43.06,0.4551,51.67,0.1054,6.38
2024-03-13,5720.0,35807.2,0.28,1.94,0.12,0.04,0.0,24789.6,3960.0,3960.0,24789.6,,,1700.0,0.01,,,,,1700.0,,,,0.01,1700.0,,,,0.03,,,,100.0,16.7,0.0,0.0,,0.0,100.0,20.98,0.4533,61.54,0.2413,6.26
2024-03-14,5720.0,36493.6,0.28,1.91,0.12,0.04,0.0,25264.8,3960.0,3960.0,25264.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.7,0.0,0.0,,0.0,100.0,20.98,0.4533,61.54,0.2413,6.38
2024-03-15,5720.0,35921.6,0.28,1.89,0.12,0.04,0.0,24868.8,3960.0,3960.0,24868.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,16.7,0.0,0.0,,0.0,100.0,20.98,0.4533,61.54,0.2413,6.28
2024-03-18,5660.0,35092.0,0.28,1.81,0.11,0.04,0.0,24180.0,3960.0,3900.0,24552.0,,,,,,,,,,,,,,,,,60.0,0.02,0.0,,,100.0,16.7,0.0,0.0,,0.0,100.0,21.2,0.4499,61.13,0.2387,6.2
2024-03-19,5600.0,35504.0,0.28,1.74,0.11,0.03,0.0,24726.0,3900.0,3900.0,24726.0,,,,,,,,0.0,,60.0,,,,,,,,0.02,,,,100.0,16.45,0.0,0.0,,0.0,100.0,21.43,0.4464,60.71,0.2362,6.34
2024-03-20,5600.0,34272.0,0.28,1.72,0.11,0.04,0.0,23868.0,3900.0,3900.0,23868.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.45,0.0,0.0,,0.0,100.0,21.57,0.4442,60.45,0.2362,6.12
2024-03-21,5600.0,36736.0,0.28,1.72,0.11,0.03,0.0,25584.0,3900.0,3900.0,25584.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.49,0.0,0.0,,0.0,100.0,21.43,0.4464,60.71,0.2368,6.56
2024-03-22,5600.0,36288.0,0.28,1.72,0.11,0.04,0.0,25272.0,3900.0,3900.0,25272.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,16.49,0.0,0.0,,0.0,100.0,21.43,0.4464,60.71,0.2368,6.48
2024-03-25,10375.0,64325.0,0.51,3.17,0.21,0.07,0.0,53785.0,8675.0,8675.0,53785.0,,,,0.03,,,,0.01,4775.0,900.0,,,0.03,,,5675.0,,0.06,,,,100.0,38.13,0.0,0.0,,0.0,100.0,32.44,0.4509,58.02,0.4561,6.2
2024-03-26,4715.0,29704.5,0.23,1.46,0.1,0.03,0.0,18994.5,3015.0,3015.0,18994.5,,,,,,,,0.04,,5660.0,,,,,,,5660.0,0.02,0.04,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,6.3
2024-03-27,4715.0,29610.2,0.23,1.43,0.1,0.03,0.0,18934.2,3015.0,3015.0,18934.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,6.28
2024-03-28,4715.0,30458.9,0.23,1.42,0.1,0.03,0.0,19476.9,3015.0,3015.0,19476.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,6.46
2024-03-29,4715.0,30458.9,0.23,1.41,0.1,0.03,0.0,19476.9,3015.0,3015.0,19476.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.42,0.5664,71.83,0.2073,
2024-04-01,4715.0,30458.9,0.23,1.41,0.1,0.03,0.0,19476.9,3015.0,3015.0,19476.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.42,0.5664,71.83,0.2073,
2024-04-02,4715.0,30458.9,0.23,1.41,0.1,0.03,0.0,19476.9,3015.0,3015.0,19476.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,6.46
2024-04-03,4715.0,31024.7,0.23,1.46,0.1,0.03,0.0,19838.7,3015.0,3015.0,19838.7,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,6.58
2024-04-04,4715.0,31119.0,0.23,1.47,0.1,0.03,0.0,19899.0,3015.0,3015.0,19899.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,6.6
2024-04-05,4715.0,31119.0,0.23,1.51,0.1,0.03,0.0,19899.0,3015.0,3015.0,19899.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,6.6
2024-04-08,4715.0,30741.8,0.23,1.52,0.1,0.03,0.0,19657.8,3015.0,3015.0,19657.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,6.52
2024-04-09,4715.0,31401.9,0.23,1.5,0.1,0.03,0.0,20079.9,3015.0,3015.0,20079.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,6.66
