,COMO FP Equity_DX_SI_QTY,COMO FP Equity_DX_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COMO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COMO FP Equity_DX_SI_MV,COMO FP Equity_DX_DSS,COMO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY,COMO FP Equity_DX_BROKER_SI_QTY,COMO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COMO FP Equity_DX_BROKER_SI_MV_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_x,COMO FP Equity_DX_BROKER_SI_MV_INC_x,COMO FP Equity_DX_SUPPLY_SI_MV_NEW,COMO FP Equity_DX_BROKER_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_NEW,COMO FP Equity_DX_SUPPLY_SI_MV_DEC,COMO FP Equity_DX_BROKER_SI_QTY_INC,COMO FP Equity_DX_SUPPLY_SI_QTY_DEC,COMO FP Equity_DX_BROKER_SI_MV_NEW_y,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COMO FP Equity_DX_BROKER_SI_MV_INC_y,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_y,COMO FP Equity_DX_BROKER_SI_MV_ADD,COMO FP Equity_DX_SUPPLY_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_DEC,COMO FP Equity_DX_SUPPLY_SI_MV,COMO FP Equity_DX_BROKER_SI_MV_DEC,COMO FP Equity_DX_SUPPLY_SI_MV_RMV,COMO FP Equity_DX_BROKER_SI_MV_RMV,COMO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COMO FP Equity_DX_UTILIZATION_QUANTITY,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COMO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COMO FP Equity_DX_ACTIVE_UTILIZATION_MV,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COMO FP Equity_DX_BROKER_SI_CON_RATIO,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COMO FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-06-12,91354.0,1039608.52,3.47,0.26,1.04,,845010.52,74254.0,74254.0,845010.52,,,13000.0,0.13,,,,,13000.0,,,,0.13,13000.0,,,,0.84,,,,100.0,59.41,0.0,0.0,,0.0,100.0,5.5,0.8918,94.28,0.7309
2020-06-15,91354.0,1020424.18,3.49,0.26,1.04,,829417.18,74254.0,74254.0,829417.18,,,,,,,,,,,,,,,,,,0.85,,,,100.0,43.14,0.0,0.0,,0.0,100.0,5.52,0.8917,94.27,0.5307
2020-06-16,117254.0,1336695.6,4.5,0.33,1.31,,1188495.6,70154.0,104254.0,799755.6,,,,0.32,,,,0.05,30000.0,4100.0,,,0.32,,,,,0.78,,,,100.0,40.75,0.0,0.0,,0.0,100.0,3.93,0.9215,95.92,0.6811
2020-06-17,94154.0,1085124.85,3.75,0.26,1.07,,935299.85,51154.0,81154.0,589549.85,,,,,,,,0.2,,19000.0,,,,,,,23100.0,0.58,0.24,,,100.0,33.4,0.0,0.0,,0.0,100.0,0.2,0.996,99.8,0.6148
2020-06-18,94154.0,1100660.26,3.87,0.26,1.08,,948690.26,51154.0,81154.0,597990.26,,,,,,,,,,,,,,,,,,0.59,,,,100.0,33.37,0.0,0.0,,0.0,100.0,0.2,0.996,99.8,0.6141
2020-06-19,94154.0,1111017.2,3.93,0.26,1.1,,957617.2,51154.0,81154.0,603617.2,,,,,,,,,,,,,,,,,,0.6,,,,100.0,27.38,0.0,0.0,,0.0,100.0,0.2,0.996,99.8,0.504
2020-06-22,56154.0,657563.34,2.29,0.16,0.66,,505333.34,13154.0,43154.0,154033.34,,,,,,,,0.44,,38000.0,,,,,,,38000.0,0.16,0.43,,,100.0,9.93,0.0,0.0,,0.0,100.0,0.37,0.9926,99.63,0.4238
2020-06-23,43154.0,504470.26,1.83,0.12,0.51,,504470.26,154.0,43154.0,1800.26,,,,,,,,0.15,,13000.0,,,,,,,,0.0,,,,100.0,0.13,0.0,0.0,,0.0,100.0,0.37,0.9926,99.63,0.3742
2020-06-24,154.0,1764.84,0.01,0.0,0.0,,1764.84,154.0,154.0,1764.84,,,,,,,,,,,,,,,,,43000.0,0.0,0.51,,,100.0,0.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0013
2020-06-25,47354.0,538414.98,1.87,0.13,0.54,,538414.98,47354.0,47354.0,538414.98,,,34700.0,,,47200.0,,,,,,,,34700.0,0.54,12500.0,,0.54,,,,100.0,32.12,0.0,0.0,,0.0,100.0,26.36,0.6068,73.3,0.3212
2020-06-26,58198.0,655891.46,2.31,0.16,0.66,,594785.52,52776.0,52776.0,594785.52,,,,0.06,,,,0.14,5422.0,12500.0,,,0.06,,,5422.0,,0.6,,,,100.0,36.33,0.0,0.0,,0.0,100.0,23.63,0.6345,76.07,0.4006
2020-06-29,85798.0,987105.99,3.38,0.24,0.97,,846491.88,73576.0,73576.0,846491.88,,,20800.0,0.24,,,,0.14,20800.0,12500.0,,,0.24,20800.0,,,,0.84,,,,100.0,46.19,0.0,0.0,,0.0,100.0,16.88,0.7158,82.9,0.5387
2020-06-30,85798.0,990966.9,3.4,0.24,0.99,,849802.8,73576.0,73576.0,849802.8,,,,,,,,,,,,,,,,,,0.85,,,,100.0,46.19,0.0,0.0,,0.0,100.0,16.96,0.7146,82.81,0.5387
2020-07-01,85798.0,1006410.54,3.32,0.27,1.0,,863046.48,73576.0,73576.0,863046.48,,,,,,,,0.15,,12500.0,,,,,,,,0.85,,,,100.0,46.19,0.0,0.0,,0.0,100.0,16.88,0.7157,82.9,0.5387
2020-07-02,85798.0,1013703.37,3.29,0.28,1.01,,869300.44,73576.0,73576.0,869300.44,,,,,,,,0.15,,12500.0,,,,,,,,0.86,,,,100.0,46.19,0.0,0.0,,0.0,100.0,17.02,0.7139,82.76,0.5387
2020-07-03,85798.0,1010700.44,3.32,0.28,1.01,,866725.28,73576.0,73576.0,866725.28,,,,,,,,0.15,,12500.0,,,,,,,,0.87,,,,100.0,46.19,0.0,0.0,,0.0,100.0,17.0,0.7141,82.78,0.5387
2020-07-06,85798.0,1021854.18,3.34,0.28,1.02,,876290.16,73576.0,73576.0,876290.16,,,,,,,,0.15,,12500.0,,,,,,,,0.87,,,,100.0,46.19,0.0,0.0,,0.0,100.0,16.88,0.7157,82.9,0.5387
2020-07-07,85798.0,1020996.2,3.33,0.27,1.02,,875554.4,73576.0,73576.0,875554.4,,,,,,,,0.15,,12500.0,,,,,,,,0.87,,,,100.0,46.19,0.0,0.0,,0.0,100.0,17.03,0.7137,82.75,0.5387
2020-07-08,85798.0,1018422.26,3.3,0.28,1.02,,873347.12,73576.0,73576.0,873347.12,,,,,,,,0.15,,12500.0,,,,,,,,0.87,,,,100.0,46.21,0.0,0.0,,0.0,100.0,16.98,0.7145,82.81,0.5389
2020-07-09,85798.0,1014990.34,3.39,0.28,1.02,,870404.08,73576.0,73576.0,870404.08,,,,,,,,0.15,,12500.0,,,,,,,,0.87,,,,100.0,46.21,0.0,0.0,,0.0,100.0,16.96,0.7147,82.82,0.5389
2020-07-10,99798.0,1182606.3,4.03,0.33,1.18,,1037775.6,87576.0,87576.0,1037775.6,,,14000.0,0.16,,,,0.15,14000.0,12500.0,,,0.16,14000.0,,,,1.04,,,,100.0,50.8,0.0,0.0,,0.0,100.0,14.25,0.7525,85.57,0.5789
2020-07-13,99798.0,1178614.38,4.08,0.33,1.18,,1034272.56,75076.0,87576.0,886647.56,,,,,,,,0.15,,12500.0,,,,,,,,0.89,,,,100.0,42.85,0.0,0.0,,0.0,100.0,14.25,0.7525,85.57,0.5696
2020-07-14,38598.0,452175.57,1.61,0.13,0.45,,308994.84,26376.0,26376.0,308994.84,,,,,,,,0.57,,48700.0,,,,,,,61200.0,0.31,0.72,,,100.0,20.86,0.0,0.0,,0.0,100.0,0.61,0.9879,99.39,0.3052
2020-07-15,38598.0,450438.66,1.62,0.13,0.45,,307807.92,26376.0,26376.0,307807.92,,,,,,,,,,,,,,,,,,0.31,,,,100.0,20.3,0.0,0.0,,0.0,100.0,0.61,0.9878,99.39,0.297
2020-07-16,38598.0,453140.52,1.62,0.13,0.45,,309654.24,26376.0,26376.0,309654.24,,,,,,,,,,,,,,,,,,0.31,,,,100.0,21.36,0.0,0.0,,0.0,100.0,0.62,0.9877,99.38,0.3126
2020-07-17,38598.0,451210.62,2.12,0.13,0.45,,308335.44,26376.0,26376.0,308335.44,,,,,,,,,,,,,,,,,,0.31,,,,100.0,21.36,0.0,0.0,,0.0,100.0,0.61,0.9878,99.39,0.3126
2020-07-20,38598.0,449280.72,2.21,0.13,0.45,,307016.64,26376.0,26376.0,307016.64,,,,,,,,,,,,,,,,,,0.31,,,,100.0,21.36,0.0,0.0,,0.0,100.0,0.61,0.9879,99.39,0.3126
2020-07-21,38598.0,455456.4,2.71,0.13,0.45,,311236.8,26376.0,26376.0,311236.8,,,,,,,,,,,,,,,,,,0.31,,,,100.0,21.36,0.0,0.0,,0.0,100.0,0.62,0.9876,99.38,0.3126
2020-07-22,38598.0,450631.65,2.64,0.13,0.45,,307939.8,26376.0,26376.0,307939.8,,,,,,,,,,,,,,,,,,0.31,,,,100.0,21.36,0.0,0.0,,0.0,100.0,0.61,0.9879,99.39,0.3126
2020-07-23,85598.0,1005776.5,6.49,0.28,1.0,,862168.0,26376.0,73376.0,309918.0,,,,0.55,,,,,47000.0,,,,0.55,,,,,0.31,,,,100.0,21.36,0.0,0.0,,0.0,100.0,0.22,0.9956,99.78,0.6933
2020-07-24,104598.0,1215951.75,9.18,0.35,1.23,,1073871.0,92376.0,92376.0,1073871.0,,,19000.0,0.23,,,,,19000.0,,,,0.23,19000.0,,47000.0,,1.09,,,,100.0,57.21,0.0,0.0,,0.0,100.0,0.17,0.9965,99.83,0.6478
2020-07-27,120198.0,1386483.93,10.91,0.39,1.4,,1155530.16,100176.0,100176.0,1155530.16,,,7800.0,0.09,,,,,7800.0,,,,0.09,7800.0,,,,1.17,,,,100.0,62.04,0.0,0.0,,0.0,100.0,0.16,0.9968,99.84,0.7445
2020-07-28,120198.0,1397902.74,10.21,0.39,1.38,,1165046.88,100176.0,100176.0,1165046.88,,,,,,,,,,,,,,,,,,1.16,,,,100.0,62.04,0.0,0.0,,0.0,100.0,0.16,0.9967,99.84,0.7445
2020-07-29,120198.0,1398503.73,10.64,0.39,1.4,,1165547.76,100176.0,100176.0,1165547.76,,,,,,,,,,,,,,,,,,1.17,,,,100.0,62.04,0.0,0.0,,0.0,100.0,0.16,0.9968,99.84,0.7445
2020-07-30,120198.0,1380474.03,11.02,0.39,1.4,,1150521.36,100176.0,100176.0,1150521.36,,,,,,,,,,,,,,,,,,1.17,,,,100.0,67.26,0.0,0.0,,0.0,100.0,0.16,0.9968,99.84,0.8071
2020-07-31,120198.0,1385281.95,10.9,0.39,1.38,,1154528.4,100176.0,100176.0,1154528.4,,,,,,,,,,,,,,,,,,1.15,,,,100.0,62.04,0.0,0.0,,0.0,100.0,0.16,0.9968,99.84,0.7445
2020-08-03,120198.0,1428553.23,11.79,0.39,1.39,,1190591.76,100176.0,100176.0,1190591.76,,,,,,,,,,,,,,,,,,1.16,,,,100.0,62.04,0.0,0.0,,0.0,100.0,0.17,0.9967,99.83,0.7445
2020-08-04,54198.0,644414.22,5.35,0.18,0.64,,406352.64,34176.0,34176.0,406352.64,,,,,,,,0.75,,66000.0,,,,,,,66000.0,0.41,0.75,,,100.0,27.68,0.0,0.0,,0.0,100.0,0.47,0.9906,99.53,0.439
2020-08-05,54198.0,651459.96,6.0,0.18,0.64,,410795.52,34176.0,34176.0,410795.52,,,,,,,,,,,,,,,,,,0.41,,,,100.0,27.68,0.0,0.0,,0.0,100.0,0.48,0.9905,99.52,0.439
2020-08-06,54198.0,646582.14,6.04,0.18,0.65,,407719.68,34176.0,34176.0,407719.68,,,,,,,,,,,,,,,,,,0.41,,,,100.0,25.21,0.0,0.0,,0.0,100.0,0.47,0.9906,99.53,0.3998
2020-08-07,40198.0,477150.26,4.55,0.13,0.48,,239489.12,20176.0,20176.0,239489.12,,,,,,,,0.17,,14000.0,,,,,,,14000.0,0.24,0.17,,,100.0,16.36,0.0,0.0,,0.0,100.0,0.8,0.9842,99.2,0.326
2020-08-10,40198.0,479562.14,4.61,0.13,0.48,,240699.68,20176.0,20176.0,240699.68,,,,,,,,,,,,,,,,,,0.24,,,,100.0,16.66,0.0,0.0,,0.0,100.0,0.8,0.9841,99.2,0.3319
2020-08-11,40198.0,478557.19,4.69,0.13,0.48,,240195.28,20176.0,20176.0,240195.28,,,,,,,,,,,,,,,,,,0.24,,,,100.0,16.7,0.0,0.0,,0.0,100.0,0.8,0.9841,99.2,0.3327
2020-08-12,40198.0,478557.19,5.13,0.13,0.48,,240195.28,20176.0,20176.0,240195.28,,,,,,,,,,,,,,,,,,0.24,,,,100.0,16.6,0.0,0.0,,0.0,100.0,0.8,0.9842,99.2,0.3308
2020-08-13,40198.0,480768.08,5.33,0.13,0.48,,241304.96,20176.0,20176.0,241304.96,,,,,,,,,,,,,,,,,,0.24,,,,100.0,16.68,0.0,0.0,,0.0,100.0,0.8,0.984,99.2,0.3324
2020-08-14,40198.0,481974.02,5.35,0.13,0.48,,241910.24,20176.0,20176.0,241910.24,,,,,,,,,,,,,,,,,,0.24,,,,100.0,16.68,0.0,0.0,,0.0,100.0,0.81,0.984,99.19,0.3323
2020-08-17,40198.0,484184.91,5.35,0.13,0.48,,243019.92,20176.0,20176.0,243019.92,,,,,,,,,,,,,,,,,,0.24,,,,100.0,16.67,0.0,0.0,,0.0,100.0,0.81,0.984,99.19,0.332
2020-08-18,40198.0,484385.9,5.41,0.13,0.48,,243120.8,20176.0,20176.0,243120.8,,,,,,,,,,,,,,,,,,0.24,,,,100.0,16.69,0.0,0.0,,0.0,100.0,0.8,0.9841,99.2,0.3326
2020-08-19,40044.0,484532.4,5.71,0.13,0.48,,242266.2,20022.0,20022.0,242266.2,,,,,,,,0.0,,154.0,,,,,,,154.0,0.24,0.0,,,100.0,18.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3677
2020-08-20,63044.0,760310.64,8.35,0.2,0.76,,518845.32,43022.0,43022.0,518845.32,,,,0.28,,,,,23000.0,,,,0.28,,,23000.0,,0.52,,,,100.0,27.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031
2020-08-21,97144.0,1166213.72,12.89,0.31,1.18,,925849.61,77122.0,77122.0,925849.61,,,21300.0,0.26,,12800.0,,,21300.0,,,,0.26,21300.0,0.15,12800.0,,0.93,,,,100.0,43.4,0.0,0.0,,0.0,100.0,16.54,0.7239,83.46,0.5466
2020-08-24,144144.0,1756394.64,19.32,0.47,1.73,,1512426.57,77122.0,124122.0,939731.57,,,,0.56,,,,0.15,47000.0,12800.0,,,0.56,,,,,0.93,,,,100.0,42.89,0.0,0.0,,0.0,100.0,10.29,0.8153,89.71,0.8016
2020-08-25,144144.0,1769367.6,15.23,0.47,1.76,,1523597.55,77122.0,124122.0,946672.55,,,,,,,,0.16,,12800.0,,,,,,,,0.94,,,,100.0,43.39,0.0,0.0,,0.0,100.0,10.32,0.8149,89.68,0.811
2020-08-26,144144.0,1767205.44,16.03,0.45,1.76,,1521735.72,124122.0,124122.0,1521735.72,,,,,,,,0.16,,12800.0,,,,,,47000.0,,1.52,,,,100.0,69.82,0.0,0.0,,0.0,100.0,10.35,0.8144,89.65,0.8109
2020-08-27,144144.0,1763601.84,16.43,0.45,1.77,,1518632.67,124122.0,124122.0,1518632.67,,,,,,,,0.16,,12800.0,,,,,,,,1.52,,,,100.0,69.82,0.0,0.0,,0.0,100.0,10.32,0.8149,89.68,0.8108
2020-08-28,144144.0,1763601.84,15.43,0.45,1.76,,1518632.67,102822.0,124122.0,1258027.17,,,,,,,,0.26,,21300.0,,,,,,,,1.26,,,,100.0,65.88,0.0,0.0,,0.0,100.0,10.33,0.8147,89.67,0.9235
2020-08-31,110622.0,1347375.96,11.78,0.35,1.35,,1252371.96,90600.0,102822.0,1103508.0,,,,,,,,0.15,,12222.0,,,,,,,21300.0,1.11,0.25,,,100.0,58.27,0.0,0.0,,0.0,100.0,12.45,0.7819,87.55,0.7115
2020-09-01,103822.0,1268704.84,10.14,0.33,1.26,,1173388.84,90600.0,96022.0,1107132.0,,,,,,,,0.16,,12800.0,,,,,,,6800.0,1.1,0.09,,,100.0,57.16,0.0,0.0,,0.0,100.0,13.34,0.7688,86.66,0.6551
2020-09-02,103822.0,1266109.29,10.7,0.28,1.27,,1170988.29,90600.0,96022.0,1104867.0,,,,,,,,0.16,,12800.0,,,,,,,,1.11,,,,100.0,58.98,0.0,0.0,,0.0,100.0,13.32,0.7691,86.68,0.6759
2020-09-03,121400.0,1454372.0,11.8,0.33,1.48,,797868.0,90600.0,66600.0,1085388.0,,,,,,,,0.16,,12800.0,,,,,,,29422.0,1.1,0.36,,,100.0,60.52,0.0,0.0,,0.0,100.0,11.26,0.8001,88.74,0.8109
2020-09-04,98400.0,1179816.0,9.41,0.27,1.18,,522764.0,90600.0,43600.0,1086294.0,,,,,,,,0.15,,12800.0,,,,,,,23000.0,1.09,0.29,,,100.0,57.16,0.0,0.0,,0.0,100.0,14.13,0.7574,85.87,0.6208
2020-09-07,98400.0,1173912.0,9.46,0.27,1.18,,520148.0,90600.0,43600.0,1080858.0,,,,,,,,0.15,,12800.0,,,,,,,,1.09,,,,100.0,57.16,0.0,0.0,,0.0,100.0,14.13,0.7573,85.87,0.6208
2020-09-08,98400.0,1149312.0,10.16,0.27,1.17,,509248.0,90600.0,43600.0,1058208.0,,,,,,,,,,,,,,,,,,1.08,,,,100.0,57.16,0.0,0.0,,0.0,100.0,14.13,0.7574,85.87,0.6208
2020-09-09,98400.0,1157184.0,10.03,0.25,1.15,,512736.0,90600.0,43600.0,1065456.0,,,,,,,,0.15,,12800.0,,,,,,,,1.06,,,,100.0,57.16,0.0,0.0,,0.0,100.0,14.12,0.7575,85.88,0.6208
2020-09-10,98400.0,1158168.0,9.49,0.25,1.15,,513172.0,77800.0,43600.0,915706.0,,,,,,,,0.15,,12800.0,,,,,,,,0.91,,,,100.0,49.08,0.0,0.0,,0.0,100.0,14.13,0.7574,85.87,0.6208
2020-09-11,62600.0,736176.0,6.28,0.16,0.74,,91728.0,54800.0,7800.0,644448.0,,,,,,,,0.26,,23000.0,,,,,,,35800.0,0.65,0.42,,,100.0,51.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5876
2020-09-14,123770.0,1449965.55,11.99,0.32,1.45,,690833.55,105970.0,58970.0,1241438.55,,,10000.0,0.33,,22800.0,,,28370.0,,,,0.33,10000.0,0.27,41170.0,,1.24,,,,100.0,64.91,0.0,0.0,,0.0,100.0,21.54,0.662,78.46,0.7581
2020-09-15,167600.0,1981870.0,16.15,0.43,1.96,,1215610.0,129800.0,102800.0,1534885.0,,,23830.0,0.51,,,,0.15,43830.0,12800.0,,,0.51,23830.0,,,,1.52,,,,71.32,61.54,52200.0,617265.0,,0.67,69.35,15.21,0.742,84.79,0.7946
2020-09-16,167600.0,2004160.8,15.85,0.43,1.98,,1229282.4,129800.0,102800.0,1552148.4,,,,,,,,0.15,,12800.0,,,,,,,,1.53,,,,71.32,61.54,52200.0,624207.6,,0.68,69.41,15.25,0.7414,84.75,0.7946
2020-09-17,110600.0,1337707.0,10.53,0.29,1.33,,1243366.0,107000.0,102800.0,1294165.0,,,,,,,,0.27,,22800.0,,,,,,,,1.28,,,,67.21,50.73,52200.0,631359.0,,0.69,65.04,22.12,0.6554,77.88,0.5244
2020-09-18,134800.0,1633371.6,12.53,0.35,1.62,,969360.0,107000.0,80000.0,1296519.0,,,,,,,,,,,,,,,,,22800.0,1.29,0.27,,,67.21,50.74,52200.0,632507.4,,0.69,65.11,,1.0,100.0,0.6393
2020-09-21,134800.0,1602098.0,12.51,0.35,1.64,,950800.0,107000.0,80000.0,1271695.0,,,,,,,,,,,,,,,,,,1.3,,,,67.21,50.74,52200.0,620397.0,,0.7,65.06,,1.0,100.0,0.6393
2020-09-22,106430.0,1273434.95,9.79,0.27,1.27,,617752.95,78630.0,51630.0,940807.95,,,,,,,,0.35,,28370.0,,,,,,,28370.0,0.93,0.35,,,100.0,51.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6905
2020-09-23,86430.0,1038888.6,7.35,0.22,1.03,,380192.6,54800.0,31630.0,658696.0,,,,,,,,0.28,,23830.0,,,,,,,20000.0,0.65,0.24,,,100.0,44.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7075
2020-09-24,86430.0,1036727.85,7.34,0.22,1.04,,379401.85,54800.0,31630.0,657326.0,,,,,,,,,,,,,,,,,,0.66,,,,100.0,50.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7961
2020-09-25,86430.0,1047531.6,7.3,0.22,1.04,,383355.6,78630.0,31630.0,952995.6,,,,,,,,,,,,,,,,23830.0,,0.94,,,,100.0,50.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5532
2020-09-28,86430.0,1045803.0,7.28,0.23,1.05,,382723.0,78630.0,31630.0,951423.0,,,,,,,,,,,,,,,,,,0.95,,,,100.0,47.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5225
2020-09-29,66200.0,782815.0,5.6,0.17,0.8,,92235.0,58400.0,7800.0,690580.0,,,3600.0,,,,,0.29,,23830.0,,,,3600.0,,,23830.0,0.71,0.29,,,100.0,52.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5998
2020-09-30,19200.0,228480.0,1.57,0.05,0.23,,92820.0,11400.0,7800.0,135660.0,,,,,,,,0.57,,47000.0,,,,,,,,0.13,,,,100.0,10.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1692
2020-10-01,19200.0,224064.0,1.63,0.05,0.23,,91026.0,11400.0,7800.0,133038.0,,,,,,,,,,,,,,,,,,0.14,,,,100.0,10.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1703
2020-10-02,112848.0,1327656.72,9.49,0.31,1.32,,1042661.36,92224.0,88624.0,1085015.36,,,,0.94,,,,,80824.0,,,,0.94,,,80824.0,,1.08,,,,100.0,67.91,0.0,0.0,,0.0,100.0,12.71,0.7781,87.29,0.8309
2020-10-05,112848.0,1349662.08,9.27,0.31,1.33,,1059943.04,92224.0,88624.0,1102999.04,,,,,,,,0.15,,12824.0,,,,,,,,1.09,,,,100.0,66.68,0.0,0.0,,0.0,100.0,12.81,0.7766,87.19,0.8159
2020-10-06,112848.0,1360946.88,9.72,0.31,1.34,,1068805.44,92224.0,88624.0,1112221.44,,,,,,,,0.15,,12824.0,,,,,,,,1.1,,,,100.0,67.19,0.0,0.0,,0.0,100.0,12.74,0.7777,87.26,0.8221
2020-10-07,112848.0,1357561.44,9.76,0.31,1.36,,1066146.72,92224.0,88624.0,1109454.72,,,,,,,,0.15,,12824.0,,,,,,,,1.11,,,,100.0,66.51,0.0,0.0,,0.0,100.0,12.59,0.7799,87.41,0.8138
2020-10-08,100024.0,1219292.56,8.14,0.27,1.2,,1080326.56,79400.0,88624.0,967886.0,,,,,,,,0.15,,12824.0,,,,,,,,0.96,,,,100.0,62.94,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7929
2020-10-09,87200.0,1064363.2,5.76,0.23,1.06,,925214.8,79400.0,75800.0,969156.4,,,,,,,,,,,,,,,,,12824.0,0.97,0.14,,,100.0,57.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6288
2020-10-12,112200.0,1352571.0,7.41,0.3,1.37,,1064456.5,91900.0,88300.0,1107854.5,,,,0.15,,,,,12500.0,,,,0.15,,,12500.0,,1.12,,,,100.0,66.56,0.0,0.0,,0.0,100.0,12.24,0.7851,87.76,0.8126
2020-10-13,108600.0,1321119.0,7.19,0.3,1.31,,1074169.5,88300.0,88300.0,1074169.5,,,,,,,,0.05,,3600.0,,,,,,,,1.07,,,,100.0,63.86,0.0,0.0,,0.0,100.0,12.47,0.7817,87.53,0.7854
2020-10-14,108600.0,1326006.0,5.82,0.3,1.32,,504273.0,88300.0,41300.0,1078143.0,,,,,,,,0.15,,12500.0,,,,,,,47000.0,1.07,0.56,,,100.0,63.63,0.0,0.0,,0.0,100.0,12.46,0.7818,87.54,0.7826
2020-10-15,87600.0,1071348.0,4.78,0.24,1.07,,248269.0,67300.0,20300.0,823079.0,,,,,,,,0.26,,21000.0,,,,,,,21000.0,0.82,0.26,,,100.0,57.15,0.0,0.0,,0.0,100.0,15.68,0.7356,84.32,0.7438
2020-10-16,91200.0,1119024.0,4.92,0.25,1.12,,249081.0,70900.0,20300.0,869943.0,,,3600.0,,,,,0.15,,12500.0,,,,3600.0,,,,0.87,,,,100.0,60.2,0.0,0.0,,0.0,100.0,15.74,0.7348,84.26,0.7744
2020-10-19,44200.0,541450.0,2.39,0.12,0.54,,248675.0,23900.0,20300.0,292775.0,,,,,,,,0.57,,47000.0,,,,,,,,0.29,,,,100.0,20.29,0.0,0.0,,0.0,100.0,38.0,0.5288,62.0,0.3753
2020-10-20,63600.0,772104.0,3.47,0.17,0.78,,525662.0,43300.0,43300.0,525662.0,,,,0.28,,,,0.04,23000.0,3600.0,,,0.28,,,23000.0,,0.53,,,,100.0,32.03,0.0,0.0,,0.0,100.0,22.14,0.6552,77.86,0.4705
2020-10-21,82600.0,999873.0,4.57,0.22,1.0,,754141.5,62300.0,62300.0,754141.5,,,19000.0,0.23,,,,0.15,19000.0,12500.0,,,0.23,19000.0,,,,0.75,,,,100.0,40.41,0.0,0.0,,0.0,100.0,16.63,0.7227,83.37,0.5358
2020-10-22,62300.0,761306.0,3.43,0.17,0.75,,761306.0,42000.0,62300.0,513240.0,,,,,,,,0.25,,20300.0,,,,,,,,0.51,,,,100.0,23.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3534
2020-10-23,42000.0,508830.0,2.24,0.11,0.51,,508830.0,42000.0,42000.0,508830.0,,,,,,,,,,,,,,,,,20300.0,0.51,0.24,,,100.0,23.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2383
2020-10-26,45600.0,546060.0,2.47,0.12,0.55,,502950.0,45600.0,42000.0,546060.0,,,,,,,,,,,,,,,,3600.0,,0.55,,,,100.0,25.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2593
2020-10-27,22600.0,272782.0,1.23,0.06,0.27,,229330.0,22600.0,19000.0,272782.0,,,,,,,,0.28,,23000.0,,,,,,,23000.0,0.27,0.28,,,100.0,14.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1468
2020-10-28,22600.0,267923.0,1.25,0.06,0.27,,225245.0,22600.0,19000.0,267923.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,14.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1456
2020-10-29,3600.0,42282.0,0.2,0.01,0.04,,0.0,3600.0,0.0,42282.0,,,,,,,,0.23,,19000.0,,,,,,,19000.0,0.04,0.23,,,100.0,2.64,0.0,0.0,,0.0,100.0,,0.0,,0.0264
2020-10-30,3600.0,42246.0,0.2,0.01,0.04,,0.0,3600.0,0.0,42246.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.62,0.0,0.0,,0.0,100.0,,0.0,,0.0262
