,ALCOG FP Equity_DX_SI_QTY,ALCOG FP Equity_DX_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCOG FP Equity_DX_SI_MV,ALCOG FP Equity_DX_DSS,ALCOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SUPPLY_SI_QTY,ALCOG FP Equity_DX_BROKER_SI_QTY,ALCOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_x,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCOG FP Equity_DX_BROKER_SI_MV_INC_x,ALCOG FP Equity_DX_BROKER_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_NEW,ALCOG FP Equity_DX_SUPPLY_SI_MV_DEC,ALCOG FP Equity_DX_BROKER_SI_QTY_INC,ALCOG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_y,ALCOG FP Equity_DX_BROKER_SI_MV_INC_y,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCOG FP Equity_DX_BROKER_SI_MV_ADD,ALCOG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_DEC,ALCOG FP Equity_DX_SUPPLY_SI_MV,ALCOG FP Equity_DX_BROKER_SI_MV_DEC,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCOG FP Equity_DX_BROKER_SI_CON_RATIO,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCOG FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-11-01,604.0,7163.44,0.03,0.22,0.02,0.01,0.0,3285.22,327.0,277.0,3878.22,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-02,604.0,7127.2,0.03,0.24,0.02,0.01,0.0,3268.6,327.0,277.0,3858.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-03,604.0,6933.92,0.03,0.24,0.02,0.01,0.0,3179.96,327.0,277.0,3753.96,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-06,604.0,6994.32,0.03,0.23,0.02,0.01,0.0,3207.66,327.0,277.0,3786.66,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-07,604.0,6909.76,0.03,0.23,0.02,0.01,0.0,3168.88,327.0,277.0,3740.88,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-08,604.0,6946.0,0.03,0.25,0.02,0.01,0.0,3185.5,327.0,277.0,3760.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-09,604.0,7127.2,0.03,0.25,0.02,0.01,0.0,3268.6,327.0,277.0,3858.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-10,604.0,7006.4,0.03,0.25,0.02,0.01,0.0,3213.2,327.0,277.0,3793.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-13,604.0,7127.2,0.03,0.24,0.02,0.01,0.0,3268.6,327.0,277.0,3858.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-14,604.0,7127.2,0.03,0.24,0.02,0.01,0.0,3268.6,327.0,277.0,3858.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-15,604.0,7127.2,0.03,0.24,0.02,0.01,0.0,3268.6,327.0,277.0,3858.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-16,604.0,7115.12,0.03,0.24,0.02,0.01,0.0,3263.06,327.0,277.0,3852.06,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-17,604.0,7006.4,0.03,0.25,0.02,0.01,0.0,3213.2,327.0,277.0,3793.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-20,604.0,7078.88,0.03,0.24,0.02,0.01,0.0,3246.44,327.0,277.0,3832.44,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-21,604.0,7066.8,0.03,0.23,0.02,0.01,0.0,3240.9,327.0,277.0,3825.9,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-22,604.0,7042.64,0.03,0.25,0.02,0.01,0.0,3229.82,327.0,277.0,3812.82,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-23,604.0,7127.2,0.03,0.26,0.02,0.01,0.0,3268.6,327.0,277.0,3858.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-24,604.0,7103.04,0.03,0.25,0.02,0.01,0.0,3257.52,327.0,277.0,3845.52,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-27,604.0,7127.2,0.03,0.25,0.02,0.01,0.0,3268.6,327.0,277.0,3858.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-28,604.0,7127.2,0.03,0.28,0.02,0.01,0.0,3268.6,327.0,277.0,3858.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-29,604.0,7066.8,0.03,0.28,0.02,0.01,0.0,3240.9,327.0,277.0,3825.9,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-11-30,604.0,7127.2,0.03,0.29,0.02,0.01,0.0,3268.6,327.0,277.0,3858.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-01,604.0,7115.12,0.03,0.3,0.02,0.01,0.0,3263.06,327.0,277.0,3852.06,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-04,604.0,7139.28,0.03,0.31,0.02,0.01,0.0,3274.14,327.0,277.0,3865.14,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-05,604.0,7127.2,0.03,0.3,0.02,0.01,0.0,3268.6,327.0,277.0,3858.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-06,604.0,7042.64,0.03,0.3,0.02,0.01,0.0,3229.82,327.0,277.0,3812.82,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-07,604.0,7042.64,0.03,0.28,0.02,0.01,0.0,3229.82,327.0,277.0,3812.82,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-08,604.0,7018.48,0.03,0.34,0.02,0.01,0.0,3218.74,327.0,277.0,3799.74,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-11,604.0,7018.48,0.03,0.33,0.02,0.01,0.0,3218.74,327.0,277.0,3799.74,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-12,604.0,7030.56,0.03,0.35,0.02,0.01,0.0,3224.28,327.0,277.0,3806.28,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-13,604.0,6933.92,0.03,0.36,0.02,0.01,0.0,3179.96,327.0,277.0,3753.96,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-14,604.0,6897.68,0.03,0.34,0.02,0.01,0.0,3163.34,327.0,277.0,3734.34,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-15,604.0,6873.52,0.03,0.34,0.02,0.01,0.0,3152.26,327.0,277.0,3721.26,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-18,604.0,6837.28,0.03,0.35,0.02,0.01,0.0,3135.64,327.0,277.0,3701.64,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.28,0.8481,91.72,1.8471
2023-12-19,50.0,567.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,567.0,,,,,,0.0,,277.0,,,,,,277.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-12-20,50.0,568.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,568.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-12-21,50.0,568.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,568.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-12-22,50.0,567.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,567.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-12-25,50.0,567.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,567.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-12-26,50.0,567.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,567.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-12-27,50.0,565.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,565.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-12-28,50.0,578.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,578.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-12-29,50.0,605.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,605.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-01-01,50.0,605.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,605.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-01-02,50.0,595.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,595.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-01-03,218.0,2581.12,0.01,0.09,0.01,0.0,0.0,994.56,134.0,84.0,1586.56,,84.0,,84.0,,,,,,,84.0,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.94,0.6465,77.06,1.6269
2024-01-04,218.0,2568.04,0.01,0.09,0.01,0.0,0.0,989.52,134.0,84.0,1578.52,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.94,0.6465,77.06,1.6269
2024-01-05,218.0,2598.56,0.01,0.09,0.01,0.0,0.0,1001.28,134.0,84.0,1597.28,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.94,0.6465,77.06,1.6269
2024-01-08,218.0,2681.4,0.01,0.09,0.01,0.0,0.0,1033.2,134.0,84.0,1648.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.94,0.6465,77.06,1.6269
2024-01-09,218.0,2389.28,0.01,0.08,0.01,0.0,0.0,920.64,134.0,84.0,1468.64,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.94,0.6465,77.06,1.6269
2024-01-10,218.0,2384.92,0.01,0.07,0.01,0.0,0.0,918.96,134.0,84.0,1465.96,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.94,0.6465,77.06,1.6269
2024-01-11,50.0,549.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,549.0,,,,,,0.0,,84.0,,,,,,84.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-01-12,50.0,533.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,533.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-01-15,50.0,520.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,520.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-01-16,50.0,523.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,523.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-01-17,50.0,508.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,508.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-01-18,50.0,498.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,498.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-01-19,2050.0,20705.0,0.11,0.53,0.06,0.02,0.0,10100.0,1050.0,1000.0,10605.0,,1000.0,,1000.0,,,,,,,1000.0,0.01,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,1.9524
2024-01-22,2050.0,20479.5,0.11,0.53,0.06,0.02,0.0,9990.0,1050.0,1000.0,10489.5,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,1.9524
2024-01-23,2050.0,20438.5,0.11,0.52,0.06,0.02,0.0,9970.0,1050.0,1000.0,10468.5,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,1.9524
2024-01-24,2050.0,20479.5,0.11,0.47,0.06,0.02,0.0,9990.0,1050.0,1000.0,10489.5,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,1.9524
2024-01-25,2050.0,20541.0,0.11,0.44,0.06,0.02,0.0,10020.0,1050.0,1000.0,10521.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,1.9524
2024-01-26,2050.0,20336.0,0.11,0.41,0.06,0.02,0.0,9920.0,1050.0,1000.0,10416.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,1.9524
2024-01-29,2050.0,20295.0,0.11,0.38,0.06,0.02,0.0,9900.0,1050.0,1000.0,10395.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,1.9524
2024-01-30,2050.0,20254.0,0.11,0.39,0.06,0.02,0.0,9880.0,1050.0,1000.0,10374.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,1.9524
2024-01-31,50.0,468.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,468.0,,,,,,0.01,,1000.0,,,,,,1000.0,0.0,0.01,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-01,50.0,462.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,462.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-02,50.0,458.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,458.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-05,50.0,445.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,445.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-06,50.0,425.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,425.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-07,50.0,439.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,439.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-08,50.0,434.5,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,434.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-09,50.0,435.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,435.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-12,50.0,420.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,420.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-13,50.0,463.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,463.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-14,50.0,454.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,454.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-15,50.0,475.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,475.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-16,50.0,478.5,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,478.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-19,50.0,469.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,469.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-20,272.0,2570.4,0.02,0.05,0.01,0.0,0.0,1048.95,161.0,111.0,1521.45,,111.0,,111.0,,,,,,,111.0,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.38,0.6999,81.62,1.6894
2024-02-21,272.0,2543.2,0.02,0.05,0.01,0.0,0.0,1037.85,161.0,111.0,1505.35,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.38,0.6999,81.62,1.6894
2024-02-22,272.0,2477.92,0.02,0.05,0.01,0.0,0.0,1011.21,161.0,111.0,1466.71,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.38,0.6999,81.62,1.6894
2024-02-23,272.0,2491.52,0.02,0.05,0.01,0.0,0.0,1016.76,161.0,111.0,1474.76,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.38,0.6999,81.62,1.6894
2024-02-26,272.0,2461.6,0.02,0.05,0.01,0.0,0.0,1004.55,161.0,111.0,1457.05,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.38,0.6999,81.62,1.6894
2024-02-27,272.0,2437.12,0.02,0.06,0.01,0.0,0.0,994.56,161.0,111.0,1442.56,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.38,0.6999,81.62,1.6894
2024-02-28,50.0,451.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,451.0,,,,,,0.0,,111.0,,,,,,111.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-02-29,50.0,449.5,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,449.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-01,50.0,446.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,446.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-04,50.0,424.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,424.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-05,50.0,427.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,427.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-06,50.0,429.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,429.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-07,50.0,431.5,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,431.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-08,136.0,1161.44,0.01,0.04,0.0,0.0,0.0,0.0,136.0,0.0,1161.44,,86.0,,,,,,,,,86.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,36.76,0.535,63.24,1.0
2024-03-11,222.0,1878.12,0.01,0.07,0.01,0.0,0.0,727.56,136.0,86.0,1150.56,,,,86.0,,,,,,,,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2024-03-12,222.0,1842.6,0.01,0.07,0.01,0.0,0.0,713.8,136.0,86.0,1128.8,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.44,0.6519,77.56,1.6324
2024-03-13,222.0,1753.8,0.01,0.08,0.01,0.0,0.0,679.4,136.0,86.0,1074.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2024-03-14,222.0,1676.1,0.01,0.07,0.01,0.0,0.0,649.3,136.0,86.0,1026.8,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2024-03-15,222.0,1665.0,0.01,0.08,0.01,0.0,0.0,645.0,136.0,86.0,1020.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.651,77.48,1.6324
2024-03-18,50.0,369.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,369.0,,,,,,0.0,,86.0,,,,,,86.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-19,50.0,382.5,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,382.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-20,50.0,377.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,377.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-21,50.0,377.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,377.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-22,50.0,379.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,379.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-25,50.0,379.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,379.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-26,50.0,371.5,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,371.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-27,50.0,371.5,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,371.5,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-28,50.0,371.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,371.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-03-29,50.0,371.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,371.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-01,50.0,371.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,371.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-02,50.0,364.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,364.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-03,50.0,386.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,386.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-04,50.0,385.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,385.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-05,50.0,391.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,391.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-08,50.0,351.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,351.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
