,WAGA FP Equity_DX_SI_QTY,WAGA FP Equity_DX_SHORT_INTEREST_VALUE,WAGA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WAGA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WAGA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WAGA FP Equity_DX_SI_MV,WAGA FP Equity_DX_DSS,WAGA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WAGA FP Equity_DX_SUPPLY_SI_QTY,WAGA FP Equity_DX_BROKER_SI_QTY,WAGA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WAGA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WAGA FP Equity_DX_SUPPLY_SI_QTY_INC_x,WAGA FP Equity_DX_BROKER_SI_MV_INC_x,WAGA FP Equity_DX_SUPPLY_SI_MV_NEW,WAGA FP Equity_DX_BROKER_SI_QTY_ADD,WAGA FP Equity_DX_SUPPLY_SI_MV_DEC,WAGA FP Equity_DX_BROKER_SI_QTY_INC,WAGA FP Equity_DX_SUPPLY_SI_QTY_DEC,WAGA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WAGA FP Equity_DX_BROKER_SI_MV_INC_y,WAGA FP Equity_DX_SUPPLY_SI_QTY_INC_y,WAGA FP Equity_DX_BROKER_SI_MV_ADD,WAGA FP Equity_DX_SUPPLY_SI_QTY_ADD,WAGA FP Equity_DX_BROKER_SI_QTY_DEC,WAGA FP Equity_DX_SUPPLY_SI_MV,WAGA FP Equity_DX_BROKER_SI_MV_DEC,WAGA FP Equity_DX_SUPPLY_SI_MV_RMV,WAGA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WAGA FP Equity_DX_UTILIZATION_QUANTITY,WAGA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WAGA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WAGA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WAGA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WAGA FP Equity_DX_ACTIVE_UTILIZATION_MV,WAGA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WAGA FP Equity_DX_BROKER_SI_CON_RATIO,WAGA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WAGA FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-09-06,103678.0,1656774.44,0.77,19.97,0.42,1.66,0.0,1137903.84,101830.0,71208.0,1627243.4,,300.0,,,,0.1,,11165.0,,,300.0,,,12365.0,1.62,0.18,,100.0,40.19,0.0,0.0,,0.0,100.0,17.4,0.1492,18.74,0.4092
2024-09-09,114326.0,1829216.0,0.85,20.21,0.46,1.84,0.0,1309696.0,110991.0,81856.0,1775856.0,,9161.0,0.17,,,,10648.0,,,0.17,9161.0,,,,1.77,,,100.0,43.8,0.0,0.0,,0.0,100.0,15.7,0.1313,17.0,0.4512
2024-09-10,113843.0,1828318.58,0.85,19.22,0.46,1.84,0.0,1303638.38,112218.0,81173.0,1802221.08,,,0.03,,,0.0,1630.0,100.0,,0.03,,,1327.0,2313.0,1.8,0.04,,100.0,44.06,0.0,0.0,,0.0,100.0,16.96,0.1332,17.51,0.447
2024-09-11,159435.0,2550960.0,1.19,21.0,0.64,2.57,0.0,1260224.0,115917.0,78764.0,1854672.0,,3699.0,,,,,,,,,3699.0,,,2409.0,1.86,0.04,,100.0,45.73,0.0,0.0,,0.0,100.0,14.2,0.1315,21.19,0.6289
2024-09-12,150078.0,2410252.68,1.12,19.74,0.61,2.42,0.0,1232829.84,108560.0,76764.0,1743473.6,,,,,,0.12,,7357.0,,,,,,2000.0,1.74,0.03,,100.0,42.82,0.0,0.0,,0.0,100.0,15.16,0.1342,22.48,0.592
2024-09-13,146034.0,2321940.6,1.09,19.04,0.59,2.35,0.0,1168968.0,107760.0,73520.0,1713384.0,,200.0,,,,0.01,,1000.0,,,200.0,,,3244.0,1.73,0.05,,100.0,42.51,0.0,0.0,,0.0,100.0,15.45,0.1381,23.18,0.5761
2024-09-16,92202.0,1438351.2,0.69,12.1,0.37,1.47,0.0,993564.0,72060.0,63690.0,1124136.0,,300.0,0.01,,,0.59,547.0,36000.0,,0.01,300.0,,,10377.0,1.15,0.17,,51.08,28.41,69018.0,1076680.8,,1.1,51.08,19.41,0.1536,20.61,0.3635
2024-09-17,92002.0,1462831.8,0.69,12.67,0.37,1.46,0.0,1012671.0,71860.0,63690.0,1142574.0,,,,,,0.0,,200.0,,,,,,,1.12,,,51.01,28.35,69018.0,1097386.2,,1.08,51.01,19.23,0.1548,21.18,0.3629
2024-09-18,91061.0,1447869.9,0.68,12.62,0.37,1.46,0.0,1016312.1,70390.0,63919.0,1119201.0,,400.0,0.03,,,0.01,1900.0,1870.0,,0.03,400.0,,,1671.0,1.12,0.02,,49.82,27.73,70888.0,1127119.2,,1.13,49.82,17.86,0.1513,21.18,0.3587
2024-09-19,86345.0,1372885.5,0.64,10.51,0.35,1.38,0.0,976896.0,68153.0,61440.0,1083632.7,,,0.02,,,0.04,1020.0,2237.0,,0.02,,,,3499.0,1.08,0.06,,48.24,26.85,73125.0,1162687.5,,1.16,48.24,17.71,0.1552,22.36,0.3402
2024-09-20,120958.0,1945004.64,0.9,14.63,0.49,1.94,0.0,896460.0,90454.0,55750.0,1454500.32,26000.0,,,0.41,,0.06,,3699.0,26000.0,,,,,5690.0,1.44,0.09,,100.0,32.27,0.0,0.0,,0.0,100.0,18.92,0.1786,27.89,0.4315
2024-09-23,71091.0,1134612.36,0.53,8.26,0.29,1.15,0.0,799356.6,70043.0,50085.0,1117886.28,,,,,,0.31,,20411.0,,,,,,5665.0,1.13,0.09,,46.51,25.02,80565.0,1285817.4,,1.3,46.51,21.52,0.1907,27.07,0.254
2024-09-24,84254.0,1331213.2,0.63,9.76,0.34,1.35,0.0,722944.8,67901.0,45756.0,1072835.8,,100.0,0.01,,,0.04,400.0,2242.0,,0.01,100.0,,,4729.0,1.08,0.08,,45.05,24.25,82807.0,1308350.6,,1.32,45.05,16.78,0.1694,26.79,0.3009
2024-09-25,84850.0,1291417.0,0.65,9.74,0.34,1.34,0.0,700911.44,68201.0,46052.0,1038019.22,,300.0,0.02,,,,1296.0,,,0.02,300.0,,,1000.0,1.08,0.02,,45.16,24.33,82807.0,1260322.54,,1.31,45.16,16.33,0.1637,26.14,0.3027
2024-09-26,82514.0,1255863.08,0.63,9.24,0.33,1.28,0.0,686665.52,66801.0,45116.0,1016711.22,,,,,,0.05,,1400.0,,,,,,936.0,1.02,0.02,,44.35,23.86,83807.0,1275542.54,,1.28,44.35,16.55,0.1692,27.32,0.2948
2024-09-27,97289.0,1412636.28,0.75,10.81,0.39,1.48,0.0,904566.96,81850.0,62298.0,1188462.0,,15049.0,,,18000.0,,,,,,15049.0,0.27,,818.0,1.25,0.02,,54.35,29.24,68758.0,998366.16,,1.05,54.35,18.65,0.1482,22.6,0.3475
2024-09-30,93724.0,1432102.72,0.72,9.56,0.38,1.39,0.0,915180.32,79846.0,59894.0,1220046.88,,,,,,0.08,,2004.0,,,,,,2404.0,1.16,0.04,,53.23,28.52,70145.0,1071815.6,,1.02,53.24,18.79,0.1557,24.7,0.3348
2024-10-01,85481.0,1259989.94,0.66,7.85,0.35,1.3,0.0,783165.68,71342.0,53132.0,1051581.08,,,0.02,,,0.08,1342.0,8504.0,,0.02,,,,8104.0,1.09,0.13,,47.77,25.52,78011.0,1149882.14,,1.19,47.77,19.17,0.1479,21.1,0.3058
2024-10-02,83372.0,1183882.4,0.64,7.38,0.34,1.24,0.0,746124.8,68954.0,52544.0,979146.8,,,,,,0.07,,2388.0,,,,,,588.0,1.02,0.02,,46.24,24.68,80180.0,1138556.0,,1.18,46.24,19.47,0.1504,21.48,0.2984
2024-10-03,97424.0,1354193.6,0.75,8.22,0.39,1.39,0.0,718574.4,83854.0,51696.0,1165570.6,,15000.0,,,,0.0,,100.0,,,15000.0,,,848.0,1.19,0.01,,55.28,30.03,67831.0,942850.9,,0.96,55.28,18.38,0.1641,25.52,0.3489
2024-10-04,94619.0,1296280.3,0.73,7.46,0.38,1.33,0.0,571235.2,81049.0,41696.0,1110371.3,,1796.0,,,,0.08,,4601.0,,,1796.0,,,10000.0,1.13,0.14,,52.81,29.02,72432.0,992318.4,,1.01,52.81,17.55,0.1645,26.41,0.3388
2024-10-07,72577.0,1048011.88,0.56,5.46,0.29,1.01,0.0,817535.04,68689.0,56616.0,991869.16,,2983.0,0.24,,,0.22,17434.0,15343.0,,0.24,2983.0,,,2514.0,0.94,0.04,,43.9,24.48,87775.0,1267471.0,,1.2,43.9,23.8,0.1839,25.98,0.2587
2024-10-08,70069.0,1072055.7,0.54,5.04,0.28,1.02,0.0,827852.4,55037.0,54108.0,842066.1,,,,,,0.15,,13652.0,,,,,,2508.0,0.79,0.03,,37.71,19.67,90921.0,1391091.3,,1.31,37.71,24.09,0.1949,27.17,0.2505
2024-10-09,75426.0,1230952.32,0.58,4.99,0.3,1.16,0.0,944715.84,56615.0,57887.0,923956.8,,1578.0,0.09,,,,5257.0,,,0.09,1578.0,,,1478.0,0.87,0.01,,38.74,20.24,89525.0,1461048.0,,1.37,38.74,25.4,0.194,26.89,0.2696
2024-10-10,68068.0,1146265.12,0.52,4.37,0.28,1.12,0.0,850908.36,56088.0,50529.0,944521.92,,,,,,0.01,,527.0,,,,,,7358.0,0.92,0.09,,38.52,20.02,89525.0,1507601.0,,1.46,38.52,20.04,0.186,28.05,0.243
2024-10-11,69184.0,1176128.0,0.53,4.22,0.28,1.17,0.0,864365.0,56888.0,50845.0,967096.0,,800.0,0.01,,,,316.0,,,0.01,800.0,,,,0.96,,,38.85,20.27,89525.0,1521925.0,,1.51,38.85,19.53,0.1832,27.8,0.2465
2024-10-14,78932.0,1363944.96,0.61,4.76,0.32,1.35,0.0,1050624.0,66681.0,60800.0,1152247.68,,10000.0,0.17,,,0.0,10000.0,207.0,,0.17,10000.0,,,45.0,1.13,0.0,,45.02,23.78,81423.0,1406989.44,,1.38,45.02,17.3,0.2181,36.98,0.2814
2024-10-15,72468.0,1245000.24,0.56,4.28,0.29,1.25,0.0,933492.48,60768.0,54336.0,1043994.24,,,,,,0.09,,5913.0,,,,,,6464.0,1.05,0.11,,41.03,21.67,87336.0,1500432.48,,1.51,41.03,18.8,0.2359,40.53,0.2584
2024-10-16,74561.0,1282449.2,0.57,4.36,0.3,1.28,0.0,957248.8,61535.0,55654.0,1058402.0,,1326.0,0.02,,,0.01,1326.0,559.0,,0.02,1326.0,,,8.0,1.06,0.0,,41.64,21.98,86261.0,1483689.2,,1.48,41.64,18.41,0.228,39.23,0.2664
2024-10-17,82596.0,1466904.96,0.64,4.88,0.33,1.43,0.0,1131116.64,69570.0,63689.0,1235563.2,,,0.02,,6700.0,,1335.0,,,0.02,,0.12,8035.0,,1.2,,,26.75,24.86,190457.0,3382516.32,,3.34,26.39,16.52,0.2531,43.48,0.2951
2024-10-18,82397.0,1453483.08,0.63,4.92,0.33,1.46,0.0,1119963.6,69570.0,63490.0,1227214.8,,,,,,,,,,,,,,199.0,1.23,0.0,,26.75,24.86,190457.0,3359661.48,,3.38,26.74,16.41,0.2557,43.9,0.2944
2024-10-21,77498.0,1385664.24,0.6,4.77,0.31,1.37,0.0,1051165.2,64671.0,58790.0,1156317.48,,,,,,0.09,,4899.0,,,,,,4700.0,1.14,0.08,,24.89,23.12,195157.0,3489407.16,,3.46,24.83,17.71,0.2341,40.3,0.2771
2024-10-22,85068.0,1529522.64,0.65,5.24,0.34,1.52,0.0,1193152.8,64671.0,66360.0,1162784.58,,,0.14,,,,7570.0,,,0.14,,,,,1.16,,,24.89,23.12,195157.0,3508922.86,,3.48,24.95,16.0,0.261,44.64,0.3041
2024-10-23,82732.0,1497449.2,0.64,5.66,0.33,1.49,0.0,1164916.0,70241.0,64360.0,1271362.1,,5906.0,,,,0.01,,336.0,,,5906.0,,,2000.0,1.26,0.04,,27.07,25.14,189251.0,3425443.1,,3.42,27.0,16.51,0.2531,43.44,0.2962
2024-10-24,79339.0,1439209.46,0.61,5.38,0.32,1.43,0.0,1120761.76,67711.0,61784.0,1228277.54,,,0.01,,,0.05,424.0,2530.0,,0.01,,,,3000.0,1.22,0.05,,26.18,24.31,190964.0,3464086.96,,3.46,26.16,17.24,0.2414,41.55,0.2848
2024-10-25,81840.0,1515676.8,0.63,5.56,0.33,1.49,0.0,1191410.12,70565.0,64331.0,1306863.8,,2900.0,0.05,,,0.0,2900.0,46.0,,0.05,2900.0,,,353.0,1.28,0.01,,27.28,25.34,188064.0,3482945.28,,3.41,27.31,16.71,0.2551,43.77,0.2938
2024-10-28,79541.0,1511279.0,0.61,5.39,0.32,1.47,0.0,1203802.0,68609.0,63358.0,1303571.0,,,,,,0.01,,1956.0,,,,,,973.0,1.27,0.02,,26.55,24.63,189764.0,3605516.0,,3.57,26.17,17.13,0.2656,45.29,0.2856
2024-10-29,78358.0,1520145.2,0.6,5.28,0.32,1.49,0.0,1206195.0,66809.0,62175.0,1296094.6,,18811.0,0.03,,,0.36,1247.0,20611.0,,0.03,18811.0,,,2430.0,1.27,0.04,,24.1,23.99,210375.0,4081275.0,,4.04,23.9,17.28,0.2545,43.48,0.2813
2024-10-30,44658.0,804737.16,0.34,2.92,0.18,0.85,0.0,513119.5,33109.0,28475.0,596624.18,,,,,,0.63,,33700.0,,,,,,33700.0,0.64,0.64,,12.92,11.88,223075.0,4019811.5,,4.33,12.92,19.56,0.2065,31.05,0.1602
2024-10-31,43380.0,776502.0,0.33,2.99,0.18,0.8,0.0,486826.3,33109.0,27197.0,592651.1,,,,,,,,,,,,,,1278.0,0.6,0.03,,12.92,11.89,223075.0,3993042.5,,4.17,12.62,17.13,0.2097,32.57,0.1558
2024-11-01,42102.0,745205.4,0.32,2.89,0.17,0.76,0.0,481386.9,31831.0,27197.0,563408.7,,,,,,0.02,,1278.0,,,,,,,0.58,,,12.49,11.43,223075.0,3948427.5,,3.96,12.68,16.82,0.2098,32.73,0.1512
2024-11-04,41361.0,737880.24,0.32,2.91,0.17,0.74,0.0,471975.04,31090.0,26456.0,554645.6,,,,,,0.02,,741.0,,,,,,741.0,0.55,0.01,,22.3,11.16,108303.0,1932125.52,,1.93,22.15,17.18,0.2175,33.51,0.1485
2024-11-05,41361.0,732916.92,0.32,2.9,0.17,0.74,0.0,468800.32,31090.0,26456.0,550914.8,,,,,,,,,,,,,,,0.55,,,22.3,11.16,108303.0,1919129.16,,1.93,22.29,17.28,0.2169,33.37,0.1485
2024-11-06,40761.0,724730.58,0.31,2.87,0.16,0.73,0.0,465053.68,30790.0,26156.0,547446.2,,,,,,0.01,,300.0,,,,,,300.0,0.55,0.0,,22.14,11.06,108303.0,1925627.34,,1.93,22.09,17.41,0.2192,33.88,0.1464
2024-11-07,47261.0,796820.46,0.36,3.24,0.19,0.83,0.0,550580.16,37290.0,32656.0,628709.4,,6500.0,,,6500.0,,,,,,6500.0,0.12,,,0.66,,,26.81,13.39,101803.0,1716398.58,,1.71,27.95,15.17,0.1824,29.36,0.1697
2024-11-08,81244.0,1278780.56,0.62,5.51,0.33,1.37,0.0,1048897.86,71790.0,66639.0,1129974.6,,34500.0,0.58,,,,34500.0,,,0.58,34500.0,,,517.0,1.21,0.01,,51.61,25.78,67303.0,1059349.22,,1.01,54.72,17.35,0.3139,50.95,0.2917
2024-11-11,74244.0,1158206.4,0.57,5.17,0.3,1.18,0.0,930368.4,71290.0,59639.0,1112124.0,,,,,,0.01,,500.0,,,,,,7000.0,1.13,0.16,,51.44,25.6,67303.0,1049926.8,,1.06,51.61,18.94,0.2799,46.41,0.2666
2024-11-12,74251.0,1141980.38,0.57,5.48,0.3,1.16,0.0,917355.48,65527.0,59646.0,1007805.26,,,0.0,,,0.09,280.0,5763.0,,0.0,,,,273.0,1.03,0.01,,47.37,23.61,72793.0,1119556.34,,1.14,47.36,18.48,0.2833,46.97,0.2676
2024-11-13,40751.0,636530.62,0.31,3.11,0.16,0.63,0.0,408400.52,32027.0,26146.0,500261.74,,,,,,0.53,,33500.0,,,,,,33500.0,0.5,0.52,,23.15,11.54,106293.0,1660296.66,,1.66,22.98,17.41,0.2115,33.76,0.1468
2024-11-14,46815.0,749976.3,0.36,3.68,0.19,0.73,0.0,516004.2,38727.0,32210.0,620406.54,,6700.0,0.1,,,,6700.0,,,0.1,6700.0,,,636.0,0.61,0.01,,28.0,13.97,99593.0,1595479.86,,1.6,27.46,16.67,0.1845,29.38,0.1689
2024-11-15,58078.0,911824.6,0.45,4.77,0.23,0.93,0.0,682526.1,38091.0,43473.0,598028.7,,,,,11444.0,0.01,,636.0,,,,0.18,,181.0,0.61,0.0,,27.54,13.74,100229.0,1573595.3,,1.61,27.53,20.12,0.1586,23.49,0.2095
2024-11-18,55261.0,884176.0,0.43,4.63,0.22,0.87,0.0,650496.0,35890.0,40656.0,574240.0,,2119.0,0.0,,10000.0,0.07,222.0,4320.0,,0.0,2119.0,0.16,,13039.0,0.57,0.21,,26.78,12.95,98110.0,1569760.0,,1.57,26.48,21.29,0.1772,24.92,0.1993
2024-11-19,61310.0,955209.8,0.47,5.44,0.25,0.98,0.0,727663.9,35947.0,46705.0,560054.26,,,0.09,,,,6049.0,,,0.09,,,57.0,,0.57,,,26.81,12.97,98110.0,1528553.8,,1.57,26.74,19.29,0.1585,22.51,0.2212
2024-11-20,70638.0,1106191.08,0.54,6.79,0.29,1.11,0.0,877476.78,51423.0,56033.0,805284.18,,15476.0,,,10000.0,,,,,,15476.0,0.16,,672.0,0.8,0.01,,38.36,18.55,82634.0,1294048.44,,1.29,38.29,19.66,0.1794,28.52,0.2548
2024-11-21,77482.0,1208719.2,0.6,8.01,0.31,1.22,0.0,980881.2,50795.0,62877.0,792402.0,,44.0,0.11,,,0.01,6844.0,672.0,,0.11,44.0,,,,0.8,,,37.88,18.32,83306.0,1299573.6,,1.3,38.01,20.99,0.1705,26.04,0.2795
2024-11-22,87232.0,1407924.48,0.67,9.87,0.35,1.37,0.0,1168842.66,59895.0,72419.0,966705.3,,9100.0,0.2,,1134.0,,13051.0,,,0.2,9100.0,0.02,,4643.0,0.94,0.07,,44.66,21.61,74206.0,1197684.84,,1.16,44.78,20.96,0.2016,33.5,0.3147
2024-11-25,89315.0,1429040.0,0.69,10.32,0.36,1.44,0.0,1197552.0,62036.0,74847.0,992576.0,,2562.0,0.05,,,0.0,3085.0,421.0,,0.05,2562.0,,,657.0,0.98,0.01,,45.55,22.29,74163.0,1186608.0,,1.2,44.81,21.25,0.1967,33.04,0.3209
2024-11-26,90145.0,1400853.3,0.69,9.8,0.36,1.44,0.0,1182236.58,65136.0,76077.0,1012213.44,,5000.0,,,5000.0,0.03,,1900.0,,,5000.0,0.08,,3770.0,1.04,0.06,,48.5,23.39,69163.0,1074793.02,,1.05,49.72,26.35,0.214,32.69,0.3237
2024-11-27,84751.0,1318725.56,0.65,8.82,0.34,1.32,0.0,1099827.48,64400.0,70683.0,1002064.0,,,,,,0.04,,736.0,,,,,,5394.0,0.99,0.08,,47.95,23.12,69899.0,1087628.44,,1.09,47.64,27.76,0.2356,34.74,0.3043
2024-11-28,82494.0,1300105.44,0.63,8.67,0.33,1.29,0.0,1078393.76,59006.0,68426.0,929934.56,,,,,,0.08,,5394.0,,,,,,2257.0,0.92,0.04,,43.94,22.48,75293.0,1186617.68,,1.17,43.95,28.69,0.248,35.62,0.3142
2024-11-29,89683.0,1391880.16,0.69,9.48,0.36,1.41,0.0,1173544.8,63938.0,75615.0,992317.76,,7189.0,0.13,,,0.03,7700.0,2257.0,,0.13,7189.0,,,511.0,1.0,0.01,,48.42,24.36,68104.0,1056974.08,,1.06,48.46,26.3,0.2742,41.52,0.3416
2024-12-02,90237.0,1395064.02,0.69,9.61,0.36,1.4,0.0,1145647.84,64492.0,74104.0,997046.32,,554.0,0.09,,,,6089.0,,,0.09,554.0,,,7600.0,1.01,0.12,,48.84,24.57,67550.0,1044323.0,,1.04,49.23,26.37,0.2176,32.63,0.3437
2024-12-03,90379.0,1343031.94,0.7,9.47,0.37,1.39,0.0,1104231.74,65091.0,74309.0,967252.26,,662.0,0.0,,,0.0,268.0,63.0,,0.0,662.0,,,63.0,1.0,0.0,,49.32,24.94,66888.0,993955.68,,1.04,49.23,26.2,0.2172,32.72,0.3463
2024-12-04,94179.0,1420219.32,0.72,9.51,0.38,1.41,0.0,1132643.72,67497.0,75109.0,1017854.76,,3406.0,0.0,,,0.02,800.0,1000.0,,0.0,3406.0,,,,1.03,,,51.53,25.67,63482.0,957308.56,,0.98,51.2,25.09,0.2103,31.82,0.3582
2024-12-05,101412.0,1521180.0,0.78,10.02,0.41,1.53,0.0,1266105.0,67139.0,84407.0,1007085.0,,105.0,0.15,,,0.01,10298.0,463.0,,0.15,105.0,,,1000.0,1.03,0.01,,28.22,25.56,170732.0,2560980.0,,2.55,28.66,23.3,0.1875,29.79,0.386
2024-12-06,100893.0,1513395.0,0.78,10.03,0.41,1.52,0.0,1258320.0,75211.0,83888.0,1128165.0,,8472.0,0.15,,,0.01,9776.0,400.0,,0.15,8472.0,,,10295.0,1.13,0.15,,31.67,28.63,162260.0,2433900.0,,2.43,31.71,23.03,0.2335,38.1,0.384
2024-12-09,92393.0,1411765.04,0.71,9.32,0.37,1.39,0.0,1151928.64,66711.0,75388.0,1019344.08,,,,,,0.13,,8500.0,,,,,,8500.0,1.0,0.13,,28.09,25.45,170760.0,2609212.8,,2.56,28.09,25.03,0.2097,32.37,0.3525
2024-12-10,93645.0,1421531.1,0.72,9.5,0.38,1.43,0.0,1163395.2,67793.0,76640.0,1029097.74,,1325.0,0.02,,,0.0,1252.0,243.0,,0.02,1325.0,,,,1.02,,,28.58,25.77,169435.0,2572023.3,,2.57,28.5,24.85,0.2059,32.11,0.356
2024-12-11,99991.0,1513863.74,0.77,10.6,0.4,1.52,0.0,1256408.04,67334.0,82986.0,1019436.76,,95.0,0.12,,,0.01,7494.0,599.0,,0.12,95.0,,45.0,1148.0,1.01,0.02,,28.38,25.59,169939.0,2572876.46,,2.59,28.17,23.15,0.198,29.17,0.38
2024-12-12,89858.0,1364044.44,0.69,10.09,0.36,1.36,0.0,1105908.54,67451.0,72853.0,1023906.18,,117.0,,,,,,,,,117.0,,,10133.0,1.02,0.16,,28.43,25.63,169822.0,2577897.96,,2.57,28.48,25.86,0.2155,32.45,0.3415
2024-12-13,88967.0,1334505.0,0.68,9.87,0.36,1.35,0.0,1079430.0,62785.0,71962.0,941775.0,,,0.0,,,0.07,109.0,4666.0,,0.0,,,,1000.0,0.95,0.01,,26.46,23.86,174488.0,2617320.0,,2.63,26.55,26.09,0.2128,31.73,0.3381
2024-12-16,89467.0,1349162.36,0.69,9.86,0.36,1.34,0.0,1092726.96,62785.0,72462.0,946797.8,,,0.01,,,,500.0,,,0.01,,,,,0.94,,,26.46,24.04,174488.0,2631279.04,,2.62,26.43,25.93,0.21,31.45,0.3426
2024-12-17,89750.0,1348045.0,0.69,9.85,0.36,1.35,0.0,1092629.9,63068.0,72745.0,947281.36,,283.0,0.0,,,,283.0,,,0.0,283.0,,,,0.95,,,26.58,24.12,174205.0,2616559.1,,2.62,26.57,25.94,0.2092,31.38,0.3433
2024-12-18,89795.0,1357700.4,0.69,9.33,0.36,1.36,0.0,1099904.4,63058.0,72745.0,953436.96,,,,,,0.0,,10.0,,,,,,,0.95,,,48.36,24.12,67323.0,1017923.76,,1.02,48.46,26.1,0.2085,31.15,0.3435
2024-12-19,88595.0,1343100.2,0.68,9.77,0.36,1.34,0.0,1085304.4,61913.0,71590.0,938601.08,,,,,,0.02,,1145.0,,,,,,1155.0,0.94,0.02,,47.5,24.22,68423.0,1037292.68,,1.04,47.42,26.44,0.2069,30.44,0.3466
2024-12-20,94179.0,1497446.1,0.72,10.71,0.38,1.43,0.0,1227066.6,67497.0,77174.0,1073202.3,,5584.0,0.08,,,,5584.0,,,0.08,5584.0,,,,1.02,,,51.79,26.4,62839.0,999140.1,,0.96,51.5,24.53,0.216,34.01,0.3684
2024-12-23,94855.0,1470252.5,0.73,10.87,0.38,1.49,0.0,1206675.0,69088.0,77850.0,1070864.0,,1591.0,0.01,,,,676.0,,,0.01,1591.0,,,,1.06,,,53.01,27.02,61248.0,949344.0,,0.93,53.44,24.54,0.2162,34.2,0.371
2024-12-24,90255.0,1420613.7,0.69,10.67,0.36,1.4,0.0,1152955.0,63573.0,73250.0,1000639.02,,,,,,0.09,,5515.0,,,,,,4600.0,0.97,0.08,,48.78,24.87,66763.0,1050849.62,,1.08,47.38,25.62,0.2026,30.4,0.353
2024-12-25,90255.0,1420613.7,0.69,10.84,0.36,1.41,0.0,1152955.0,63573.0,73250.0,1000639.02,,,,,,,,,,,,,,,0.97,,,48.78,24.87,66763.0,1050849.62,,1.08,47.39,25.7,0.2037,30.62,0.353
2024-12-26,90591.0,1425902.34,0.7,10.88,0.37,1.42,0.0,1158243.64,63573.0,73586.0,1000639.02,,,0.01,,,,336.0,,,0.01,,,,,1.0,,,48.78,24.87,66763.0,1050849.62,,1.05,48.7,25.62,0.2018,30.36,0.3544
2024-12-27,83315.0,1331373.7,0.64,10.01,0.34,1.31,0.0,1161522.28,55633.0,72686.0,889015.34,,,,,,0.12,,7940.0,,,,,,900.0,0.87,0.01,,44.88,21.76,68327.0,1091865.46,,1.08,44.8,27.88,0.2121,31.87,0.3259
2024-12-30,83046.0,1307144.04,0.64,10.2,0.34,1.32,0.0,1152734.64,55364.0,73236.0,871429.36,,550.0,0.01,,,0.01,550.0,819.0,,0.01,550.0,,,,0.87,,,44.96,21.52,67777.0,1066809.98,,1.07,45.08,27.82,0.211,31.79,0.3228
2024-12-31,77915.0,1246640.0,0.6,9.9,0.32,1.23,0.0,1076080.0,56552.0,67255.0,904832.0,,293.0,0.01,,,,395.0,,,0.01,293.0,,895.0,6376.0,0.89,0.1,,45.59,21.98,67484.0,1079744.0,,1.06,45.73,29.9,0.2348,33.98,0.3028
2025-01-01,77915.0,1246640.0,0.6,10.39,0.32,1.24,0.0,1076080.0,56552.0,67255.0,904832.0,,,,,,,,,,,,,,,0.89,,,45.59,21.98,67484.0,1079744.0,,1.06,45.57,29.93,0.2361,34.22,0.3028
2025-01-02,76177.0,1249302.8,0.59,10.15,0.31,1.22,0.0,1074478.8,55787.0,65517.0,914906.8,,,0.01,,,0.01,428.0,765.0,,0.01,,,,2166.0,0.89,0.03,,44.98,21.82,68249.0,1119283.6,,1.1,44.69,30.64,0.2383,33.59,0.298
2025-01-03,79789.0,1306943.82,0.61,10.59,0.32,1.3,0.0,1132333.02,59399.0,69129.0,972955.62,,3612.0,0.06,,,,3612.0,,,0.06,3612.0,,,,0.95,,,47.89,23.23,64637.0,1058754.06,,1.08,46.67,29.1,0.2459,36.31,0.3121
2025-01-06,78091.0,1307243.34,0.6,10.83,0.32,1.28,0.0,1128794.94,56754.0,67431.0,950061.96,,,0.02,,,0.03,1502.0,2645.0,,0.02,,,,3200.0,0.92,0.05,,45.77,22.17,67237.0,1125547.38,,1.11,45.49,29.62,0.2321,33.57,0.3051
2025-01-07,78227.0,1298568.2,0.6,10.49,0.32,1.31,0.0,1121612.2,56890.0,67567.0,944374.0,,136.0,0.0,,,,136.0,,,0.0,136.0,,,,0.94,,,45.88,22.25,67101.0,1113876.6,,1.14,45.26,29.9,0.233,33.53,0.306
2025-01-08,76469.0,1278561.68,0.59,10.35,0.31,1.27,0.0,1100326.48,57274.0,65809.0,957621.28,,384.0,,,,,,,,,384.0,,,1758.0,0.96,0.03,,46.19,22.4,66717.0,1115508.24,,1.1,46.63,30.63,0.2405,34.15,0.2991
