,ABVX FP Equity_DX_SI_QTY,ABVX FP Equity_DX_SHORT_INTEREST_VALUE,ABVX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ABVX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ABVX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ABVX FP Equity_DX_SI_MV,ABVX FP Equity_DX_DSS,ABVX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ABVX FP Equity_DX_SUPPLY_SI_QTY,ABVX FP Equity_DX_BROKER_SI_QTY,ABVX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ABVX FP Equity_DX_BROKER_SI_MV_NEW_x,ABVX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ABVX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ABVX FP Equity_DX_BROKER_SI_MV_INC_x,ABVX FP Equity_DX_SUPPLY_SI_MV_NEW,ABVX FP Equity_DX_BROKER_SI_QTY_ADD,ABVX FP Equity_DX_BROKER_SI_QTY_NEW,ABVX FP Equity_DX_SUPPLY_SI_MV_DEC,ABVX FP Equity_DX_BROKER_SI_QTY_INC,ABVX FP Equity_DX_SUPPLY_SI_QTY_DEC,ABVX FP Equity_DX_BROKER_SI_MV_NEW_y,ABVX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ABVX FP Equity_DX_BROKER_SI_MV_INC_y,ABVX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ABVX FP Equity_DX_BROKER_SI_MV_ADD,ABVX FP Equity_DX_SUPPLY_SI_QTY_ADD,ABVX FP Equity_DX_BROKER_SI_QTY_DEC,ABVX FP Equity_DX_SUPPLY_SI_MV,ABVX FP Equity_DX_BROKER_SI_MV_DEC,ABVX FP Equity_DX_SUPPLY_SI_MV_RMV,ABVX FP Equity_DX_BROKER_SI_MV_RMV,ABVX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ABVX FP Equity_DX_UTILIZATION_QUANTITY,ABVX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ABVX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ABVX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ABVX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ABVX FP Equity_DX_ACTIVE_UTILIZATION_MV,ABVX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ABVX FP Equity_DX_BROKER_SI_CON_RATIO,ABVX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ABVX FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-01-28,33209.0,1061027.55,0.46,0.49,0.23,1.06,0.0,698522.85,15080.0,21863.0,481806.0,,,,,,,,0.05,,1390.0,,,,,,,2185.0,0.48,0.1,,,100.0,5.23,0.0,0.0,,0.0,100.0,13.85,0.536,70.63,0.1151
2021-01-29,47781.0,1485989.1,0.67,0.69,0.33,1.52,0.0,848252.5,23440.0,27275.0,728984.0,,,9160.0,0.17,,,,0.03,5412.0,800.0,,,0.17,9160.0,,,,0.74,,,,100.0,8.01,0.0,0.0,,0.0,100.0,29.82,0.4549,59.81,0.1633
2021-02-01,39263.0,1242673.95,0.55,0.56,0.27,1.23,0.0,711238.8,19402.0,22472.0,614073.3,,,,,,,,0.13,,4343.0,,,,,,305.0,4803.0,0.61,0.17,,,100.0,6.65,0.0,0.0,,0.0,100.0,27.03,0.4443,59.85,0.1346
2021-02-02,37323.0,1201800.6,0.52,0.53,0.26,1.18,0.0,717448.2,17348.0,22281.0,558605.6,,,,,,,,0.06,,2054.0,,,,,,,191.0,0.55,0.0,,,100.0,5.95,0.0,0.0,,0.0,100.0,22.18,0.4718,63.84,0.128
2021-02-03,11178.0,354342.6,0.16,0.16,0.08,0.36,0.0,258767.1,3230.0,8163.0,102391.0,,,,,,,,0.45,,14118.0,,,,,,,14118.0,0.1,0.44,,,100.0,1.12,0.0,0.0,,0.0,100.0,40.06,0.3915,47.44,0.0388
2021-02-04,8528.0,274601.6,0.12,0.12,0.06,0.27,0.0,177518.6,3230.0,5513.0,104006.0,,,,,,,,,,,,,,,,,2650.0,0.1,0.09,,,100.0,1.12,0.0,0.0,,0.0,100.0,24.41,0.3993,57.15,0.0296
2021-02-05,14528.0,464896.0,0.2,0.2,0.1,0.47,0.0,272416.0,6230.0,8513.0,199360.0,,,3000.0,,,3000.0,,,,,,,,3000.0,0.1,,,0.2,,,,100.0,2.17,0.0,0.0,,0.0,100.0,32.86,0.2896,38.57,0.0505
2021-02-08,14528.0,465622.4,0.2,0.26,0.1,0.47,0.0,272841.65,6230.0,8513.0,199671.5,,,,,,,,,,,,,,,,,,0.2,,,,100.0,2.16,0.0,0.0,,0.0,100.0,32.97,0.2889,38.41,0.0504
2021-02-09,14528.0,469254.4,0.2,0.26,0.1,0.47,0.0,274969.9,6230.0,8513.0,201229.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,2.17,0.0,0.0,,0.0,100.0,33.11,0.2891,38.33,0.0505
2021-02-10,12093.0,384557.4,0.17,0.23,0.08,0.39,0.0,270713.4,3795.0,8513.0,120681.0,,,,,,,,0.08,,2435.0,,,,,,,,0.12,,,,100.0,1.32,0.0,0.0,,0.0,100.0,32.64,0.2892,38.68,0.042
2021-02-11,14093.0,450271.35,0.2,0.28,0.1,0.45,0.0,303940.35,4795.0,9513.0,153200.25,,,,,,1000.0,,,,,,,,,0.03,1000.0,,0.15,,,,100.0,1.65,0.0,0.0,,0.0,100.0,26.96,0.226,31.3,0.0484
2021-02-12,14093.0,456613.2,0.2,0.3,0.1,0.45,0.0,308221.2,4795.0,9513.0,155358.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,1.65,0.0,0.0,,0.0,100.0,27.15,0.2264,31.24,0.0484
2021-02-15,8093.0,262617.85,0.11,0.17,0.06,0.26,0.0,211346.85,1795.0,6513.0,58247.75,,,,,,,,0.1,,3000.0,,,,,,,3000.0,0.06,0.1,,,100.0,0.62,0.0,0.0,,0.0,100.0,25.04,0.2886,43.01,0.0278
2021-02-16,8093.0,266664.35,0.11,0.19,0.06,0.27,0.0,214603.35,1795.0,6513.0,59145.25,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.62,0.0,0.0,,0.0,100.0,25.11,0.2876,42.87,0.0278
2021-02-17,8193.0,261766.35,0.11,0.21,0.06,0.27,0.0,211285.35,1895.0,6613.0,60545.25,,,100.0,,,100.0,,,,,,,,100.0,0.0,,,0.06,,,,100.0,9.92,0.0,0.0,,0.0,100.0,24.89,0.2824,42.5,0.4288
2021-02-18,8193.0,262176.0,0.11,0.22,0.06,0.26,0.0,211616.0,1895.0,6613.0,60640.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,9.92,0.0,0.0,,0.0,100.0,24.78,0.2803,42.31,0.4288
2021-02-19,8193.0,261356.7,0.11,0.22,0.06,0.26,0.0,210954.7,1895.0,6613.0,60450.5,,,,,,,,,,,,,,,,,,0.06,,,,100.0,6.68,0.0,0.0,,0.0,100.0,24.84,0.2815,42.41,0.2887
2021-02-22,14013.0,437205.6,0.19,0.39,0.1,0.45,0.0,306165.6,4515.0,9813.0,140868.0,,,,,,3200.0,,0.02,,580.0,,,,,0.1,3200.0,,0.14,,,,100.0,16.59,0.0,0.0,,0.0,100.0,28.96,0.2452,32.39,0.5149
2021-02-23,24813.0,719577.0,0.35,0.71,0.17,0.76,0.0,441177.0,9915.0,15213.0,287535.0,,,5400.0,0.15,,,,,5400.0,,,,0.15,5400.0,,,,0.31,,,,100.0,36.43,0.0,0.0,,0.0,100.0,22.32,0.3364,50.97,0.9117
2021-02-24,32713.0,986296.95,0.46,0.92,0.23,0.96,0.0,576256.95,13815.0,19113.0,416522.25,,,3900.0,0.11,,,,,4000.0,,,,0.11,3900.0,,,100.0,0.4,0.0,,,100.0,39.45,0.0,0.0,,0.0,100.0,36.41,0.3628,46.83,0.9342
2021-02-25,32413.0,964286.75,0.45,0.93,0.23,0.97,0.0,512086.75,15415.0,17213.0,458596.25,,,1600.0,,,,,,,,,,,1600.0,,,1900.0,0.46,0.05,,,100.0,40.34,0.0,0.0,,0.0,100.0,35.61,0.362,47.27,0.8482
2021-02-26,32413.0,959424.8,0.45,1.01,0.23,0.97,0.0,509504.8,15415.0,17213.0,456284.0,,,,,,,,,,,,,,,,,,0.46,,,,100.0,40.34,0.0,0.0,,0.0,100.0,35.89,0.361,46.97,0.8482
2021-03-01,32833.0,1083489.0,0.46,1.1,0.23,1.0,0.0,565389.0,15915.0,17133.0,525195.0,,,,0.05,,,,,500.0,,,,0.05,,,500.0,580.0,0.47,0.02,,,100.0,41.64,0.0,0.0,,0.0,100.0,40.84,0.3784,45.08,0.8591
2021-03-02,32833.0,1019464.65,0.46,1.05,0.23,1.07,0.0,531979.65,15915.0,17133.0,494160.75,,,,,,,,,,,,,,,,,,0.52,,,,100.0,41.64,0.0,0.0,,0.0,100.0,36.9,0.3787,48.27,0.8591
2021-03-03,33033.0,1032281.25,0.46,1.04,0.23,1.03,0.0,541656.25,15915.0,17333.0,497343.75,,,,,,200.0,,,,,,,,,0.01,,,0.49,,,,100.0,41.64,0.0,0.0,,0.0,100.0,38.02,0.3698,46.5,0.8644
2021-03-04,34593.0,1015304.55,0.48,1.08,0.24,1.07,0.0,534551.55,16795.0,18213.0,492933.25,,,880.0,0.03,,,,,880.0,,,,0.03,880.0,,,,0.52,,,,100.0,42.01,0.0,0.0,,0.0,100.0,34.18,0.3777,50.23,0.8653
2021-03-05,31393.0,883712.95,0.44,0.93,0.22,0.91,0.0,467655.95,15195.0,16613.0,427739.25,,,,,,,,0.06,,1600.0,,,,,,,1600.0,0.45,0.06,,,100.0,41.32,0.0,0.0,,0.0,100.0,39.67,0.3494,42.54,0.8536
2021-03-08,31291.0,657111.0,0.44,0.96,0.22,0.82,0.0,346731.0,15195.0,16511.0,319095.0,,,,,,,,,,,,,,,,,102.0,0.43,0.0,,,100.0,41.37,0.0,0.0,,0.0,100.0,33.64,0.3514,47.49,0.852
2021-03-09,23391.0,460802.7,0.33,0.49,0.16,0.52,0.0,339056.7,6595.0,17211.0,129921.5,,,,0.01,,,,0.24,700.0,8600.0,,,0.01,,,,,0.18,,,,100.0,2.17,0.0,0.0,,0.0,100.0,35.02,0.3465,46.18,0.0768
2021-03-10,29941.0,631755.1,0.42,0.55,0.21,0.6,0.0,424342.1,10143.0,20111.0,214017.3,,,,0.06,,,,0.05,2900.0,102.0,,,0.06,,,3650.0,,0.2,,,,100.0,3.29,0.0,0.0,,0.0,100.0,35.3,0.2896,36.76,0.0972
2021-03-11,85093.0,1718878.6,1.18,1.51,0.59,1.71,0.0,1614848.6,72975.0,79943.0,1474095.0,,,3210.0,1.25,,,,,62832.0,,,,1.25,3210.0,,59622.0,3000.0,1.54,0.07,,,30.25,23.38,168228.0,3398205.6,,3.55,30.25,9.93,0.5662,73.97,0.2726
2021-03-12,130684.0,2587543.2,1.82,2.33,0.91,2.64,1.0,2506363.2,113566.0,126584.0,2248606.8,,,41332.0,0.84,,5141.0,,0.02,41900.0,1050.0,,,0.84,41332.0,0.1,309.0,400.0,2.29,0.01,,,44.81,36.23,139896.0,2769940.8,,2.83,44.8,37.39,0.3727,47.58,0.4169
2021-03-15,132418.0,2621876.4,1.84,2.34,0.92,2.62,1.0,2523529.8,114433.0,127451.0,2265773.4,,,867.0,0.0,,,,,867.0,,,,0.0,867.0,,,,2.27,,,,44.99,36.5,139896.0,2769940.8,,2.77,44.99,37.67,0.3715,47.22,0.4224
2021-03-16,132193.0,2625352.98,1.84,2.27,0.92,2.62,1.0,2526708.36,114433.0,127226.0,2272639.38,,,,0.01,,,,,500.0,,,,0.01,,,,725.0,2.27,0.01,,,44.99,36.5,139896.0,2778334.56,,2.77,44.99,37.7,0.3726,47.28,0.4217
2021-03-17,128645.0,2572900.0,1.79,2.17,0.9,2.56,1.0,2473560.0,114433.0,123678.0,2288660.0,,,,,,,,,,,,,,,,,3548.0,2.27,0.07,,,44.99,36.5,139896.0,2797920.0,,2.78,44.99,38.25,0.3895,48.62,0.4104
2021-03-18,128672.0,2573440.0,1.79,2.14,0.9,2.57,1.0,2474100.0,110553.0,123705.0,2211060.0,,,,0.02,,,,0.08,707.0,3880.0,,,0.02,,,,680.0,2.21,0.01,,,44.14,35.24,139896.0,2797920.0,,2.8,44.14,38.84,0.3887,48.08,0.4101
2021-03-19,129317.0,2583753.66,1.8,2.09,0.9,2.59,1.0,2484513.0,108434.0,124350.0,2166511.32,,,,0.01,,,,0.04,645.0,2119.0,,,0.01,,,,,2.17,,,,43.65,34.03,139990.0,2797000.2,,2.8,43.65,39.16,0.3888,47.84,0.4059
2021-03-22,128711.0,2553626.24,1.78,2.04,0.89,2.57,1.0,2455080.96,112434.0,123744.0,2230690.56,,,4000.0,,,,,,,,,,,4000.0,,,606.0,2.25,0.01,,,44.54,26.31,139990.0,2777401.6,,2.8,44.54,38.87,0.3893,48.13,0.3012
2021-03-23,128711.0,2496993.4,1.78,2.05,0.89,2.56,1.0,2400633.6,112779.0,123744.0,2187912.6,,,345.0,,,,,,,,,,,345.0,,,,2.24,,,,44.62,22.99,139990.0,2715806.0,,2.78,44.62,38.8,0.3909,48.37,0.2623
2021-03-24,80167.0,1500726.24,1.11,1.26,0.56,1.55,0.0,1304016.48,109143.0,69659.0,2043156.96,,,,0.0,,,,0.08,355.0,3636.0,,,0.0,,,,54440.0,2.12,1.09,,,43.81,29.48,139990.0,2620612.8,,2.72,43.81,12.34,0.4389,63.08,0.2166
2021-03-25,127759.0,2286886.1,1.76,1.98,0.89,2.39,1.0,1175886.8,107382.0,65692.0,1922137.8,,,179.0,0.0,,,,0.11,193.0,2507.0,,,0.0,179.0,,567.0,4160.0,2.01,0.09,,,43.07,28.59,141963.0,2541137.7,,2.66,43.07,38.88,0.4114,50.63,0.3401
2021-03-26,128759.0,2330537.9,1.78,1.93,0.89,2.31,1.0,1207125.2,107382.0,66692.0,1943614.2,,,,0.02,,,,,1000.0,,,,0.02,,,,,1.92,,,,43.07,28.59,141963.0,2569530.3,,2.54,43.07,38.34,0.4024,50.04,0.3428
2021-03-29,126695.0,2247569.3,1.75,1.89,0.88,2.29,1.0,1167966.12,107372.0,65838.0,1904779.28,,,,,,,,0.0,,10.0,,,,,,,854.0,1.94,0.01,,,43.06,28.58,141963.0,2518423.62,,2.57,43.06,38.41,0.4029,50.05,0.3373
2021-03-30,124956.0,2234213.28,1.72,1.86,0.87,2.22,1.0,1146090.12,104618.0,64099.0,1870569.84,,,,,,,,0.05,,2754.0,,,,,,,1739.0,1.86,0.05,,,42.43,27.95,141963.0,2538298.44,,2.52,42.43,37.43,0.4015,50.61,0.3339
2021-03-31,124303.0,2237454.0,1.72,1.87,0.86,2.23,1.0,1138248.0,103614.0,63236.0,1865052.0,,,,,,,,0.02,,1004.0,,,,,,,863.0,1.85,0.01,,,42.19,27.69,141963.0,2555334.0,,2.54,42.19,36.94,0.4106,51.87,0.3321
2021-04-01,124864.0,2464815.36,1.72,1.86,0.87,2.27,1.0,1239612.78,104530.0,62797.0,2063422.2,,,1701.0,,,,,0.01,,785.0,,,,1701.0,,,439.0,1.88,0.0,,,42.57,27.87,141037.0,2784070.38,,2.54,42.58,36.11,0.3986,51.2,0.3329
2021-04-02,124864.0,2464815.36,1.72,1.8,0.87,2.45,1.0,1239612.78,104530.0,62797.0,2063422.2,,,,,,,,,,,,,,,,,,2.05,,,,42.57,27.87,141037.0,2784070.38,,2.78,42.44,36.41,0.4056,51.75,0.3329
2021-04-05,124864.0,2464815.36,1.72,1.8,0.87,2.45,1.0,1239612.78,104530.0,62797.0,2063422.2,,,,,,,,,,,,,,,,,,2.06,,,,42.57,27.87,141037.0,2784070.38,,2.79,42.45,36.36,0.4049,51.72,0.3329
2021-04-06,114231.0,2261773.8,1.58,1.65,0.79,2.25,0.0,1042747.2,104030.0,52664.0,2059794.0,,,,,,,,0.01,,500.0,,,,,,,10133.0,2.03,0.19,,,42.45,27.74,141037.0,2792532.6,,2.76,42.47,39.63,0.472,56.06,0.3046
2021-04-07,114136.0,2230217.44,1.58,1.61,0.79,2.24,0.0,1027198.26,104030.0,52569.0,2032746.2,,,,0.04,,,,,1905.0,,,,0.04,,,,2000.0,2.02,0.04,,,42.45,27.74,141037.0,2755862.98,,2.74,42.48,41.52,0.4856,55.93,0.3044
2021-04-08,63754.0,1273804.92,0.88,0.9,0.44,1.25,0.0,1162576.26,46041.0,58187.0,919899.18,,,1500.0,0.1,,,,1.15,5618.0,59489.0,,,0.1,1500.0,,,,0.9,,,,20.08,12.18,183203.0,3660395.94,,3.58,20.08,12.65,0.7022,82.77,0.1687
2021-04-09,63754.0,1243203.0,0.88,0.9,0.44,1.27,0.0,1134646.5,46531.0,58187.0,907354.5,,,1444.0,,,,,0.01,,954.0,,,,1444.0,,,,0.93,,,,20.32,12.31,182479.0,3558340.5,,3.65,20.32,12.65,0.7027,82.8,0.1687
2021-04-12,64964.0,1273294.4,0.9,0.91,0.45,1.27,0.0,1164181.2,46492.0,59397.0,911243.2,,,720.0,0.0,,,,0.02,1210.0,759.0,,,0.0,720.0,,,,0.91,,,,20.51,12.42,180175.0,3531430.0,,3.51,20.51,12.41,0.707,83.1,0.1735
2021-04-13,67264.0,1318374.4,0.93,0.95,0.47,1.32,0.0,1209261.2,49492.0,61697.0,970043.2,,,3000.0,0.05,,,,,2300.0,,,,0.05,3000.0,,,,0.97,,,,21.77,13.22,177900.0,3486840.0,,3.49,21.76,11.99,0.7157,83.69,0.1797
2021-04-14,72333.0,1404706.86,1.0,1.02,0.5,1.42,0.0,1296595.72,53486.0,66766.0,1038698.12,,,3994.0,0.1,,,,,5069.0,,,,0.1,3994.0,,,,1.05,,,,23.52,14.29,173906.0,3377254.52,,3.41,23.52,11.14,0.7331,84.84,0.1932
2021-04-15,73833.0,1469276.7,1.02,1.08,0.51,1.44,0.0,1358493.4,54986.0,68266.0,1094221.4,,,1500.0,0.02,,,,,1500.0,,,,0.02,1500.0,,,,1.07,,,,24.14,14.69,172776.0,3438242.4,,3.36,24.14,10.91,0.7376,85.14,0.1972
2021-04-16,85198.0,1676696.64,1.18,1.26,0.59,1.69,0.0,1567138.08,55185.0,79631.0,1086040.8,,,4563.0,0.25,,,,0.07,13000.0,4364.0,,,0.25,4563.0,,,1635.0,1.1,0.0,,,23.75,14.74,177140.0,3486115.2,,3.53,23.75,15.34,0.5525,72.07,0.2276
2021-04-19,87198.0,1791918.9,1.2,1.28,0.61,1.72,0.0,1677517.05,57185.0,81631.0,1175151.75,,,2000.0,0.03,,,,,2000.0,,,,0.03,2000.0,,,,1.13,,,,24.56,15.27,175622.0,3609032.1,,3.46,24.56,15.44,0.5558,72.31,0.2329
2021-04-20,87503.0,1833187.85,1.21,1.31,0.61,1.79,0.0,1716559.2,55990.0,81936.0,1172990.5,,,,0.06,,,,0.02,305.0,1195.0,,,0.06,,,,,1.15,,,,24.17,15.55,175622.0,3679280.9,,3.61,24.17,14.7,0.5635,72.99,0.2431
2021-04-21,88503.0,1947066.0,1.22,1.33,0.61,1.85,0.0,1824592.0,55990.0,82936.0,1231780.0,,,,0.05,,,,,1000.0,,,,0.05,,,,,1.17,,,,24.24,15.55,174977.0,3849494.0,,3.67,24.24,14.82,0.5645,73.05,0.2458
2021-04-22,91803.0,2019666.0,1.27,1.78,0.64,2.01,0.0,1897192.0,56290.0,86236.0,1238380.0,,,300.0,0.14,,,,,3300.0,,,,0.14,300.0,,,,1.24,,,,21.75,15.49,202469.0,4454318.0,,4.45,21.75,13.93,0.5804,74.35,0.2526
2021-04-23,91803.0,2070157.65,1.27,2.06,0.64,2.02,0.0,1944621.8,59290.0,86236.0,1336989.5,,,,,,,,,,,,,,,,3000.0,,1.3,,,,22.07,15.94,209379.0,4721496.45,,4.61,22.07,14.53,0.5743,73.82,0.2468
2021-04-26,93865.0,2168281.5,1.29,2.21,0.65,2.11,0.0,2039683.8,68185.0,88298.0,1575073.5,,,10000.0,0.08,,,,0.02,2062.0,1105.0,,,0.08,10000.0,,,,1.54,,,,24.57,18.41,209379.0,4836654.9,,4.72,24.57,13.91,0.5846,74.65,0.2534
2021-04-27,103865.0,2404474.75,1.43,2.44,0.72,2.39,0.0,2275598.7,68490.0,98298.0,1585543.5,,,305.0,0.23,,,,,10000.0,,,,0.23,305.0,,,,1.58,,,,23.06,17.55,228559.0,5291140.85,,5.28,23.06,22.09,0.5119,67.57,0.2661
2021-04-28,104865.0,2448597.75,1.45,2.49,0.73,2.43,0.0,2318608.3,72685.0,99298.0,1697194.75,,,4500.0,0.03,,,,0.01,1000.0,305.0,,,0.03,4500.0,,,,1.68,,,,24.13,18.62,228559.0,5336852.65,,5.28,24.17,22.25,0.5122,67.55,0.2687
2021-04-29,112360.0,2528100.0,1.55,2.81,0.78,2.62,0.0,2402842.5,73085.0,106793.0,1644412.5,,,400.0,0.19,,,,,7495.0,,,,0.19,400.0,,,,1.7,,,,24.23,18.72,228559.0,5142577.5,,5.28,24.32,24.66,0.4996,65.83,0.2877
2021-04-30,114210.0,2638251.0,1.57,2.95,0.79,2.6,0.0,2509653.3,73085.0,108643.0,1688263.5,,,,0.0,,,,,1850.0,,,,0.0,,,,,1.64,,,,24.02,18.57,231183.0,5340327.3,,5.2,24.02,25.09,0.4991,65.65,0.2903
2021-05-03,113210.0,2620811.5,1.56,2.98,0.79,2.59,0.0,2491935.45,73085.0,107643.0,1691917.75,,,,,,,,,,,,,,,,,1000.0,1.69,0.0,,,24.02,18.57,231183.0,5351886.45,,5.34,24.02,24.2,0.5045,66.37,0.2877
2021-05-04,106385.0,2446855.0,1.47,2.92,0.74,2.46,0.0,2410814.0,69085.0,104818.0,1588955.0,,,,0.04,,,,0.09,1175.0,4000.0,,,0.04,,,,4000.0,1.6,0.09,,,23.01,17.97,231183.0,5317209.0,,5.35,23.01,26.17,0.5779,71.35,0.2768
2021-05-05,117839.0,2698513.1,1.62,3.37,0.82,2.72,0.0,2662628.8,69385.0,116272.0,1588916.5,,,300.0,0.25,,,,,11454.0,,,,0.25,300.0,,,,1.6,,,,22.98,17.9,232538.0,5325120.2,,5.35,22.98,33.31,0.5267,64.46,0.304
2021-05-06,119458.0,2699750.8,1.65,3.42,0.83,2.74,0.0,2664336.6,71385.0,117891.0,1613301.0,,,2000.0,0.03,,,,,1619.0,,,,0.03,2000.0,,,,1.63,,,,23.49,18.23,232538.0,5255358.8,,5.33,23.49,32.82,0.5302,64.97,0.3051
2021-05-07,119158.0,2675097.1,1.64,3.5,0.83,2.7,0.0,2639917.95,71385.0,117591.0,1602593.25,,,,,,,,,,,,,,,,,300.0,1.61,0.03,,,23.49,18.23,232538.0,5220478.1,,5.26,23.49,33.11,0.5284,64.69,0.3043
2021-05-10,124758.0,2769627.6,1.72,3.79,0.87,2.81,0.0,2697100.2,73085.0,121491.0,1622487.0,,,1700.0,0.08,,,,,3900.0,,,,0.08,1700.0,,,,1.64,,,,23.91,18.5,232538.0,5162343.6,,5.22,23.91,31.46,0.5061,63.72,0.3158
2021-05-11,124758.0,2713486.5,1.72,4.04,0.87,2.78,0.0,2642429.25,73085.0,121491.0,1589598.75,,,,,,,,,,,,,,,,,,1.62,,,,23.91,18.5,232538.0,5057701.5,,5.16,23.91,31.57,0.5056,63.62,0.3158
2021-05-12,124758.0,2713486.5,1.72,4.04,0.87,2.73,0.0,2642429.25,73085.0,121491.0,1589598.75,,,,,,,,,,,,,,,,,,1.59,,,,23.91,18.5,232538.0,5057701.5,,5.06,23.91,31.74,0.5043,63.44,0.3158
2021-05-13,132858.0,2883018.6,1.83,4.36,0.92,2.89,0.0,2812124.7,73085.0,129591.0,1585944.5,,,,0.16,,,,,8100.0,,,,0.16,,,,,1.59,,,,23.91,18.5,232538.0,5046074.6,,5.06,23.91,35.52,0.4863,59.92,0.3364
2021-05-14,131858.0,2867911.5,1.82,4.43,0.91,2.86,0.0,2796854.25,73085.0,128591.0,1589598.75,,,,,,,,,,,,,,,,,1000.0,1.59,0.02,,,23.91,18.5,232538.0,5057701.5,,5.05,23.91,35.87,0.4936,60.33,0.3338
2021-05-17,131543.0,2907100.3,1.81,4.62,0.91,2.86,0.0,2856999.6,72085.0,129276.0,1593078.5,,,,0.02,,,,0.02,685.0,1000.0,,,0.02,,,,,1.57,,,,23.66,18.25,232538.0,5139089.8,,5.06,23.66,35.83,0.5026,61.1,0.333
2021-05-18,131543.0,2867637.4,1.81,4.93,0.91,2.89,0.0,2818216.8,72085.0,129276.0,1571453.0,,,,,,,,,,,,,,,,,,1.59,,,,23.66,18.25,232538.0,5069328.4,,5.14,23.66,35.55,0.5043,61.41,0.333
2021-05-19,130377.0,2750954.7,1.8,4.97,0.9,2.86,0.0,2703121.0,66585.0,128110.0,1404943.5,,,1000.0,0.02,,,,0.15,1000.0,6500.0,,,0.02,1000.0,,,2166.0,1.45,0.07,,,100.0,16.96,0.0,0.0,,0.0,100.0,36.54,0.4913,59.71,0.3322
2021-05-20,124206.0,2633167.2,1.71,4.78,0.86,2.62,0.0,2585106.8,24131.0,121939.0,511577.2,,,,,,,,,,,,,,,,,6171.0,0.51,0.23,0.93,,100.0,27.75,0.0,0.0,42454.0,0.0,100.0,34.39,0.4988,61.57,1.4282
2021-05-21,127003.0,2775015.55,1.75,5.09,0.88,2.69,0.0,2694891.6,25531.0,123336.0,557852.35,,,1400.0,0.03,,,,,1400.0,,,,0.03,1400.0,,,3.0,0.54,0.0,,,100.0,28.44,0.0,0.0,,0.0,100.0,33.47,0.4789,60.27,1.4148
2021-05-24,127203.0,2779385.55,1.75,4.7,0.88,2.75,0.0,2697076.6,25631.0,123436.0,560037.35,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,,0.56,,,,100.0,28.49,0.0,0.0,,0.0,100.0,32.91,0.4808,60.73,1.4139
2021-05-25,125901.0,3896635.95,1.74,4.77,0.87,2.79,0.0,3776952.3,25218.0,122034.0,780497.1,,,,0.04,,,,0.01,100.0,413.0,,,0.04,,,,1502.0,0.55,0.03,,,100.0,29.69,0.0,0.0,,0.0,100.0,33.41,0.4616,58.65,1.4822
2021-05-26,135869.0,3906233.75,1.87,2.6,0.94,4.19,0.0,3507557.5,22218.0,122002.0,638767.5,,,,,,,,0.0,,3000.0,,,,,,,32.0,0.69,0.0,,,100.0,38.02,0.0,0.0,,0.0,100.0,38.91,0.46,55.27,2.3251
2021-05-27,110760.0,3145584.0,1.53,1.92,0.77,3.28,0.0,3035761.2,11518.0,106893.0,327111.2,,,,,,,,0.34,,10700.0,,,,,,,15109.0,0.33,0.6,,,100.0,27.4,0.0,0.0,,0.0,100.0,40.34,0.4431,52.49,2.6349
2021-05-28,102991.0,2883748.0,1.42,1.73,0.71,2.94,0.0,2775472.0,23518.0,99124.0,658504.0,,,,,,,,,,,,,,,,12000.0,7769.0,0.67,0.24,,,100.0,28.67,0.0,0.0,,0.0,100.0,41.82,0.4336,50.29,1.2554
2021-05-31,99491.0,2835493.5,1.37,1.67,0.69,2.82,0.0,2770884.0,21618.0,97224.0,616113.0,,,,,,1700.0,,0.1,,3600.0,,,,,0.05,1700.0,3600.0,0.61,0.12,,,100.0,29.68,0.0,0.0,,0.0,100.0,44.32,0.4706,52.32,1.366
2021-06-01,102491.0,2874872.55,1.41,1.71,0.71,2.85,0.0,2811283.2,40618.0,100224.0,1139334.9,,,,,,3000.0,,,,,,,,,0.03,19000.0,,1.16,,,,100.0,55.77,0.0,0.0,,0.0,100.0,42.78,0.4614,52.7,1.4071
