,CEC FP Equity_DX_SI_QTY,CEC FP Equity_DX_SHORT_INTEREST_VALUE,CEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CEC FP Equity_DX_SI_MV,CEC FP Equity_DX_DSS,CEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CEC FP Equity_DX_SUPPLY_SI_QTY,CEC FP Equity_DX_BROKER_SI_QTY,CEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CEC FP Equity_DX_BROKER_SI_MV_NEW_x,CEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,CEC FP Equity_DX_BROKER_SI_MV_INC_x,CEC FP Equity_DX_SUPPLY_SI_MV_NEW,CEC FP Equity_DX_BROKER_SI_QTY_ADD,CEC FP Equity_DX_BROKER_SI_QTY_NEW,CEC FP Equity_DX_SUPPLY_SI_MV_DEC,CEC FP Equity_DX_BROKER_SI_QTY_INC,CEC FP Equity_DX_SUPPLY_SI_QTY_DEC,CEC FP Equity_DX_BROKER_SI_MV_NEW_y,CEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CEC FP Equity_DX_BROKER_SI_MV_INC_y,CEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,CEC FP Equity_DX_BROKER_SI_MV_ADD,CEC FP Equity_DX_SUPPLY_SI_QTY_ADD,CEC FP Equity_DX_BROKER_SI_QTY_DEC,CEC FP Equity_DX_SUPPLY_SI_MV,CEC FP Equity_DX_BROKER_SI_MV_DEC,CEC FP Equity_DX_SUPPLY_SI_MV_RMV,CEC FP Equity_DX_BROKER_SI_MV_RMV,CEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CEC FP Equity_DX_UTILIZATION_QUANTITY,CEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CEC FP Equity_DX_ACTIVE_UTILIZATION_MV,CEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CEC FP Equity_DX_BROKER_SI_CON_RATIO,CEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-02-01,50518.0,876790.41,8.75,0.66,0.87,,590104.0,36518.0,34000.0,633806.41,,,,,,,,,,,,,,,,,,0.62,,,,15.18,11.44,204000.0,3540624.0,,3.47,15.18,31.99,0.5649,68.01,0.1583
2021-02-02,50518.0,879215.27,10.39,0.66,0.87,,591736.0,36518.0,34000.0,635559.27,,,,,,,,,,,,,,,,,,0.64,,,,15.18,11.44,204000.0,3550416.0,,3.55,15.2,32.63,0.5604,67.37,0.1583
2021-02-03,39518.0,683345.26,8.15,0.52,0.69,,397716.0,25518.0,23000.0,441257.26,,,,,,,,0.19,,11000.0,,,,,,,11000.0,0.44,0.19,,,100.0,8.59,0.0,0.0,,0.0,100.0,,1.0,100.0,0.133
2021-02-04,39518.0,679946.71,8.72,0.52,0.69,,395738.0,25518.0,23000.0,439062.71,,,,,,,,,,,,,,,,,,0.44,,,,100.0,7.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.118
2021-02-05,39518.0,686980.91,8.97,0.52,0.68,,399832.0,25518.0,23000.0,443604.91,,,,,,,,,,,,,,,,,,0.44,,,,100.0,7.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.118
2021-02-08,39518.0,684293.69,8.07,0.52,0.69,,398268.0,25518.0,23000.0,441869.69,,,,,,,,,,,,,,,,,,0.44,,,,100.0,7.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.118
2021-02-09,48518.0,840428.8,9.88,0.64,0.84,,554304.0,34518.0,32000.0,597920.8,,,,,,9000.0,,,,,,,,,0.16,9000.0,,0.6,,,,100.0,9.78,0.0,0.0,,0.0,100.0,28.03,0.5965,71.97,0.1374
2021-02-10,48518.0,826455.61,9.93,0.64,0.84,,545088.0,34518.0,32000.0,587979.61,,,,,,,,,,,,,,,,,,0.6,,,,100.0,9.78,0.0,0.0,,0.0,100.0,28.1,0.5959,71.9,0.1374
2021-02-11,48518.0,836547.36,12.01,0.64,0.83,,551744.0,34518.0,32000.0,595159.36,,,,,,,,,,,,,,,,,,0.59,,,,100.0,9.78,0.0,0.0,,0.0,100.0,27.81,0.5985,72.19,0.1374
2021-02-12,54418.0,931853.83,14.46,0.72,0.93,,648999.6,40418.0,37900.0,692117.83,,,5900.0,0.1,,,,,5900.0,,,,0.1,5900.0,,,,0.69,,,,16.95,11.45,198100.0,3392264.4,,3.42,16.91,39.56,0.5218,60.44,0.1541
2021-02-15,54418.0,947308.54,14.4,0.72,0.93,,659763.2,40418.0,37900.0,703596.54,,,,,,,,,,,,,,,,,,0.69,,,,16.95,11.45,198100.0,3448524.8,,3.39,16.95,39.31,0.5228,60.69,0.1541
2021-02-16,45418.0,799629.31,8.27,0.61,0.79,,508813.4,31418.0,28900.0,553145.31,,,,,,,,0.15,,9000.0,,,,,,,9000.0,0.55,0.15,,,13.69,9.38,198100.0,3487748.6,,3.45,13.69,20.57,0.6732,79.43,0.1356
2021-02-17,45418.0,793815.8,6.81,0.61,0.8,,505114.2,31418.0,28900.0,549123.8,,,,,,,,,,,,,,,,,,0.55,,,,13.69,9.38,198100.0,3462391.8,,3.48,13.69,20.35,0.6759,79.65,0.1356
2021-02-18,45418.0,791181.56,6.69,0.61,0.8,,503438.0,25518.0,28900.0,444523.56,,,,,,,,0.1,,5900.0,,,,,,,,0.45,,,,100.0,7.62,0.0,0.0,,0.0,100.0,20.23,0.6773,79.77,0.1356
2021-02-19,39518.0,691723.07,5.97,0.53,0.69,,402592.0,25518.0,23000.0,446667.07,,,,,,,,,,,,,,,,,5900.0,0.45,0.1,,,100.0,7.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.118
2021-02-22,39518.0,681369.36,5.95,0.53,0.69,,396566.0,25518.0,23000.0,439981.36,,,,,,,,,,,,,,,,,,0.45,,,,100.0,7.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.118
2021-02-23,39518.0,671252.75,5.94,0.53,0.69,,390678.0,25518.0,23000.0,433448.75,,,,,,,,,,,,,,,,,,0.44,,,,100.0,7.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.118
2021-02-24,39518.0,673939.97,5.05,0.53,0.68,,392242.0,25518.0,23000.0,435183.97,,,,,,,,,,,,,,,,,,0.43,,,,100.0,7.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.118
2021-02-25,39518.0,673939.97,5.18,0.53,0.67,,392242.0,25518.0,23000.0,435183.97,,,,,,,,,,,,,,,,,,0.43,,,,100.0,7.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.118
2021-02-26,39518.0,665325.05,5.18,0.53,0.67,,387228.0,25518.0,23000.0,429621.05,,,,,,,,,,,,,,,,,,0.43,,,,100.0,7.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.118
2021-03-01,39518.0,680499.96,5.16,0.53,0.67,,396060.0,25518.0,23000.0,439419.96,,,,,,,,,,,,,,,,,,0.43,,,,100.0,7.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.118
2021-03-02,27518.0,471163.2,3.58,0.37,0.47,,393806.0,13518.0,23000.0,231455.2,,,,,,,,0.2,,12000.0,,,,,,,,0.23,,,,100.0,4.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0822
2021-03-03,27518.0,468081.18,3.56,0.37,0.47,,391230.0,13518.0,23000.0,229941.18,,,,,,,,0.16,,9000.0,,,,,,9000.0,,0.23,,,,17.02,4.04,65903.0,1121010.03,,1.13,17.02,,1.0,100.0,0.0822
2021-03-04,27518.0,464779.02,3.34,0.37,0.47,,388470.0,4518.0,23000.0,76309.02,,,,,,,,0.15,,9000.0,,,,,,,,0.08,,,,100.0,1.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0822
2021-03-05,6518.0,108850.6,0.78,0.09,0.11,,33400.0,4518.0,2000.0,75450.6,,,,,,,,,,,,,,,,,21000.0,0.08,0.36,,,100.0,1.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0195
2021-03-08,6518.0,110323.67,0.83,0.09,0.11,,33852.0,4518.0,2000.0,76471.67,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0195
2021-03-09,6518.0,111927.1,0.75,0.08,0.11,,34344.0,4518.0,2000.0,77583.1,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0195
2021-03-10,6518.0,112305.14,0.75,0.08,0.11,,34460.0,4518.0,2000.0,77845.14,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0195
2021-03-11,28518.0,492619.93,3.38,0.34,0.49,,224562.0,15518.0,13000.0,268057.93,,,11000.0,,,11000.0,,,,,,,,11000.0,0.19,,,0.27,,,,100.0,4.63,0.0,0.0,,0.0,100.0,15.31,0.7407,84.69,0.0851
2021-03-12,55418.0,958509.73,6.97,0.66,0.96,,690110.4,42418.0,39900.0,733661.73,,,,0.47,,,,,26900.0,,,,0.47,,,26900.0,,0.73,,,,43.44,12.66,55226.0,955188.9,,0.95,43.45,5.0,0.9049,95.0,0.1654
2021-03-15,55418.0,957290.53,6.98,0.63,0.96,,689232.6,42418.0,39900.0,732728.53,,,,,,,,,,,,,,,,,,0.73,,,,43.44,12.66,55226.0,953973.92,,0.96,43.43,5.0,0.905,95.0,0.1654
2021-03-16,95018.0,1634309.6,12.03,1.09,1.64,,1367400.0,82018.0,79500.0,1410709.6,,,39600.0,0.68,,,,,39600.0,,,,0.68,39600.0,,,,1.42,,,,100.0,24.49,0.0,0.0,,0.0,100.0,2.52,0.9509,97.48,0.2837
2021-03-17,84018.0,1414527.05,10.65,0.96,1.45,,1338462.0,71018.0,79500.0,1195659.05,,,,,,,,0.19,,11000.0,,,,,,,,1.23,,,,100.0,21.2,0.0,0.0,,0.0,100.0,2.52,0.9508,97.48,0.2508
2021-03-18,73018.0,1246855.37,9.27,0.83,1.23,,1169706.0,44118.0,68500.0,753358.97,,,,,,,,0.48,,26900.0,,,,,,,11000.0,0.74,0.22,,,48.99,13.17,45937.0,784420.21,,0.77,49.03,2.97,0.9423,97.03,0.218
2021-03-19,46118.0,779301.96,5.74,0.52,0.79,,702956.8,44118.0,41600.0,745505.96,,,,,,,,,,,,,,,,,26900.0,0.75,0.44,,,48.99,36.17,45937.0,776243.43,,0.78,48.96,4.84,0.9079,95.16,0.3781
2021-03-22,46118.0,781331.16,5.77,0.52,0.78,,704787.2,44118.0,41600.0,747447.16,,,,,,,,,,,,,,,,,,0.75,,,,48.99,36.17,45937.0,778264.65,,0.78,49.0,4.85,0.9078,95.15,0.3781
2021-03-23,6518.0,109254.72,0.79,0.07,0.11,,33524.0,4518.0,2000.0,75730.72,,,,,,,,0.67,,39600.0,,,,,,,39600.0,0.08,0.67,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-03-24,6518.0,108681.13,0.75,0.07,0.11,,33348.0,4518.0,2000.0,75333.13,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-03-25,6518.0,107768.61,0.75,0.07,0.11,,33068.0,4518.0,2000.0,74700.61,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-03-26,6518.0,109332.93,0.76,0.07,0.11,,33548.0,4518.0,2000.0,75784.93,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-03-29,6518.0,110128.13,0.67,0.07,0.11,,33792.0,4518.0,2000.0,76336.13,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-03-30,6518.0,110232.42,0.81,0.07,0.11,,33824.0,4518.0,2000.0,76408.42,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-03-31,6518.0,110141.16,0.8,0.07,0.11,,33796.0,4518.0,2000.0,76345.16,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-01,6518.0,111131.9,0.82,0.07,0.11,,34100.0,4518.0,2000.0,77031.9,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-02,6518.0,111131.9,0.81,0.07,0.11,,34100.0,4518.0,2000.0,77031.9,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-05,6518.0,111131.9,0.81,0.07,0.11,,34100.0,4518.0,2000.0,77031.9,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-06,6518.0,113426.24,0.81,0.07,0.11,,34804.0,4518.0,2000.0,78622.24,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-07,6518.0,113374.09,0.77,0.07,0.11,,34788.0,4518.0,2000.0,78586.09,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0533
2021-04-08,6518.0,113348.02,0.77,0.07,0.11,,34780.0,4518.0,2000.0,78568.02,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0533
2021-04-09,6518.0,112800.51,0.9,0.07,0.11,,34612.0,4518.0,2000.0,78188.51,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0533
2021-04-12,6518.0,113308.91,0.9,0.07,0.11,,34768.0,4518.0,2000.0,78540.91,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0533
2021-04-13,6518.0,112187.82,0.9,0.07,0.11,,34424.0,4518.0,2000.0,77763.82,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0533
2021-04-14,6518.0,113374.09,0.9,0.07,0.11,,34788.0,4518.0,2000.0,78586.09,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-15,6518.0,113256.77,0.83,0.07,0.11,,34752.0,4518.0,2000.0,78504.77,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-16,6518.0,113543.56,0.81,0.07,0.11,,34840.0,4518.0,2000.0,78703.56,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-19,6518.0,112644.08,0.86,0.07,0.11,,34564.0,4518.0,2000.0,78080.08,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-20,6518.0,112409.43,0.85,0.07,0.11,,34492.0,4518.0,2000.0,77917.43,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-21,6518.0,112435.5,0.87,0.07,0.11,,34500.0,4518.0,2000.0,77935.5,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-22,6518.0,112670.15,0.98,0.07,0.11,,34572.0,4518.0,2000.0,78098.15,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-23,6518.0,112422.46,0.97,0.07,0.11,,34496.0,4518.0,2000.0,77926.46,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0534
2021-04-26,6518.0,113478.38,0.94,0.07,0.11,,34820.0,4518.0,2000.0,78658.38,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0144
2021-04-27,6518.0,113504.45,0.95,0.07,0.11,,34828.0,4518.0,2000.0,78676.45,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0144
2021-04-28,6518.0,114521.26,0.95,0.07,0.11,,35140.0,4518.0,2000.0,79381.26,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0144
2021-04-29,6518.0,115994.33,0.85,0.07,0.11,,35592.0,4518.0,2000.0,80402.33,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0144
2021-04-30,6518.0,115199.13,0.83,0.07,0.11,,35348.0,4518.0,2000.0,79851.13,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0112
2021-05-03,6518.0,115342.53,0.83,0.07,0.12,,35392.0,4518.0,2000.0,79950.53,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0112
2021-05-04,6518.0,113517.49,0.82,0.07,0.12,,34832.0,4518.0,2000.0,78685.49,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0112
2021-05-05,6518.0,115916.11,0.84,0.07,0.11,,35568.0,4518.0,2000.0,80348.11,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0112
2021-05-06,6518.0,116242.01,0.87,0.07,0.12,,35668.0,4518.0,2000.0,80574.01,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0112
2021-05-07,6518.0,119031.72,0.92,0.07,0.12,,36524.0,4518.0,2000.0,82507.72,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0112
2021-05-10,6518.0,119409.76,0.92,0.07,0.12,,36640.0,4518.0,2000.0,82769.76,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0111
2021-05-11,6518.0,119579.23,0.84,0.07,0.12,,36692.0,4518.0,2000.0,82887.23,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0111
2021-05-12,6518.0,118366.88,1.01,0.07,0.12,,36320.0,4518.0,2000.0,82046.88,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0112
2021-05-13,6518.0,119305.47,0.98,0.07,0.12,,36608.0,4518.0,2000.0,82697.47,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0112
2021-05-14,6518.0,120309.24,1.28,0.07,0.12,,36916.0,4518.0,2000.0,83393.24,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0112
2021-05-17,6518.0,122108.21,1.07,0.07,0.12,,37468.0,4518.0,2000.0,84640.21,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0112
2021-05-18,22818.0,430256.21,3.71,0.25,0.43,,241356.8,15318.0,12800.0,288836.21,,,5500.0,,,10800.0,,,,,,,,5500.0,0.2,5300.0,,0.29,,,,100.0,2.57,0.0,0.0,,0.0,100.0,15.39,0.7396,84.61,0.0383
2021-05-19,22818.0,427791.86,3.74,0.25,0.43,,239974.4,15318.0,12800.0,287181.86,,,,,,,,,,,,,,,,,,0.29,,,,100.0,2.57,0.0,0.0,,0.0,100.0,15.31,0.7407,84.69,0.0383
2021-05-20,22818.0,435458.71,3.45,0.26,0.43,,244275.2,15318.0,12800.0,292328.71,,,,,,,,,,,,,,,,,,0.29,,,,100.0,2.57,0.0,0.0,,0.0,100.0,15.57,0.7371,84.43,0.0383
2021-05-21,47518.0,906168.26,7.12,0.54,0.91,,715125.0,40018.0,37500.0,763143.26,,,,0.47,,,,,24700.0,,,,0.47,,,24700.0,,0.76,,,,7.22,6.73,513909.0,9800244.63,,9.82,7.22,5.23,0.9009,94.77,0.0799
2021-05-24,42018.0,806073.31,6.19,0.48,0.8,,719400.0,34518.0,37500.0,662193.31,,,,,,,,0.1,,5500.0,,,,,,,,0.66,,,,6.29,5.8,513909.0,9858830.26,,9.8,6.3,5.23,0.9009,94.77,0.0706
2021-05-25,31218.0,599323.16,4.6,0.36,0.6,,512586.6,29218.0,26700.0,560927.16,,,,,,,,0.1,,5300.0,,,,,,,10800.0,0.56,0.2,,,5.38,5.0,513909.0,9866024.98,,9.87,5.38,7.48,0.8617,92.52,0.0534
2021-05-26,29218.0,561160.91,4.28,0.33,0.56,,512800.2,27218.0,26700.0,522748.91,,,,,,,,0.04,,2000.0,,,,,,,,0.52,,,,5.03,4.66,513909.0,9870136.25,,9.86,5.03,7.46,0.8619,92.54,0.05
2021-05-27,29218.0,567588.87,4.57,0.33,0.56,,518674.2,2518.0,26700.0,48914.67,,,,,,,,0.47,,24700.0,,,,,,,,0.05,,,,100.0,0.43,0.0,0.0,,0.0,100.0,7.45,0.8621,92.55,0.0499
2021-05-28,4518.0,89456.4,0.68,0.05,0.09,,39600.0,2518.0,2000.0,49856.4,,,,,,,,,,,,,,,,,24700.0,0.05,0.48,,,100.0,0.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0077
2021-05-31,4518.0,89149.18,0.68,0.05,0.09,,39464.0,2518.0,2000.0,49685.18,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0077
2021-06-01,2518.0,50304.6,0.38,0.03,0.05,,0.0,2518.0,0.0,50304.6,,,,,,,,,,,,,,,,,2000.0,0.05,0.04,,,100.0,0.43,0.0,0.0,,0.0,100.0,,0.0,,0.0043
2021-06-02,2518.0,50523.67,0.36,0.03,0.05,,0.0,2518.0,0.0,50523.67,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.43,0.0,0.0,,0.0,100.0,,0.0,,0.0043
2021-06-03,2518.0,50548.85,0.24,0.03,0.05,,0.0,2518.0,0.0,50548.85,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.43,0.0,0.0,,0.0,100.0,,0.0,,0.0043
2021-06-04,2518.0,50813.24,0.24,0.03,0.05,,0.0,2518.0,0.0,50813.24,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.07,0.0,0.0,,0.0,100.0,,0.0,,0.0107
2021-06-07,2518.0,50825.83,0.23,0.03,0.05,,0.0,2518.0,0.0,50825.83,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.07,0.0,0.0,,0.0,100.0,,0.0,,0.0107
2021-06-08,11518.0,232548.42,1.03,0.13,0.23,,181710.0,11518.0,9000.0,232548.42,,,,,,9000.0,,,,,,,,,0.18,9000.0,,0.23,,,,6.0,4.88,180468.0,3643648.92,,3.64,6.0,,1.0,100.0,0.0488
2021-06-09,11518.0,230267.86,1.01,0.12,0.23,,179928.0,11518.0,9000.0,230267.86,,,,,,,,,,,,,,,,,,0.23,,,,6.0,4.88,180468.0,3607916.26,,3.65,6.0,,1.0,100.0,0.0488
2021-06-10,11518.0,231742.16,1.08,0.12,0.23,,181080.0,11518.0,9000.0,231742.16,,,,,,,,,,,,,,,,,,0.23,,,,6.0,4.88,180468.0,3631016.16,,3.61,6.0,,1.0,100.0,0.0488
2021-06-11,11518.0,230590.36,1.09,0.12,0.23,,180180.0,11518.0,9000.0,230590.36,,,,,,,,,,,,,,,,,,0.23,,,,6.0,4.88,180468.0,3612969.36,,3.64,5.99,,1.0,100.0,0.0488
2021-06-14,11518.0,230705.54,1.09,0.13,0.23,,180270.0,11518.0,9000.0,230705.54,,,,,,,,,,,,,,,,,,0.23,,,,6.0,4.89,180468.0,3614774.04,,3.61,6.0,,1.0,100.0,0.0489
2021-06-15,2518.0,49992.37,0.22,0.03,0.05,,0.0,2518.0,0.0,49992.37,,,,,,,,0.18,,9000.0,,,,,,,9000.0,0.05,0.18,,,100.0,1.07,0.0,0.0,,0.0,100.0,,0.0,,0.0107
2021-06-16,2518.0,49916.83,0.22,0.03,0.05,,0.0,2518.0,0.0,49916.83,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.07,0.0,0.0,,0.0,100.0,,0.0,,0.0107
2021-06-17,2518.0,49377.98,0.22,0.03,0.05,,0.0,2518.0,0.0,49377.98,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.07,0.0,0.0,,0.0,100.0,,0.0,,0.0107
2021-06-18,2518.0,49236.97,0.2,0.03,0.05,,0.0,2518.0,0.0,49236.97,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.07,0.0,0.0,,0.0,100.0,,0.0,,0.0107
2021-06-21,29118.0,574439.9,2.36,0.32,0.57,,262382.4,15818.0,13300.0,312057.5,,,13300.0,,,13300.0,,,,,,,,13300.0,0.26,,,0.31,,,,100.0,6.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1237
2021-06-22,29118.0,575662.86,2.48,0.32,0.57,,262941.0,15818.0,13300.0,312721.86,,,,,,,,,,,,,,,,,,0.31,,,,100.0,6.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1237
2021-06-23,29118.0,576594.64,2.47,0.32,0.58,,263366.6,15818.0,13300.0,313228.04,,,,,,,,,,,,,,,,,,0.31,,,,100.0,6.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1237
2021-06-24,29118.0,585417.39,2.51,0.32,0.58,,267396.5,15818.0,13300.0,318020.89,,,,,,,,,,,,,,,,,,0.31,,,,100.0,6.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1237
2021-06-25,29118.0,586145.34,2.5,0.32,0.59,,267729.0,15818.0,13300.0,318416.34,,,,,,,,,,,,,,,,,,0.32,,,,100.0,6.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1237
2021-06-28,15818.0,319286.33,1.3,0.17,0.32,,268460.5,2518.0,13300.0,50825.83,,,,,,,,0.27,,13300.0,,,,,,,,0.05,,,,100.0,1.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0672
2021-06-29,2518.0,50334.82,0.2,0.03,0.05,,0.0,2518.0,0.0,50334.82,,,,,,,,,,,,,,,,,13300.0,0.05,0.27,,,100.0,1.07,0.0,0.0,,0.0,100.0,,0.0,,0.0107
2021-06-30,2518.0,49317.55,0.21,0.03,0.05,,0.0,2518.0,0.0,49317.55,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.07,0.0,0.0,,0.0,100.0,,0.0,,0.0107
2021-07-01,2518.0,49936.98,0.21,0.03,0.05,,0.0,2518.0,0.0,49936.98,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.07,0.0,0.0,,0.0,100.0,,0.0,,0.0107
