,ALFUM FP Equity_DX_SI_QTY,ALFUM FP Equity_DX_SHORT_INTEREST_VALUE,ALFUM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALFUM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALFUM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALFUM FP Equity_DX_SI_MV,ALFUM FP Equity_DX_DSS,ALFUM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALFUM FP Equity_DX_SUPPLY_SI_QTY,ALFUM FP Equity_DX_BROKER_SI_QTY,ALFUM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALFUM FP Equity_DX_BROKER_SI_QTY_ADD,ALFUM FP Equity_DX_SUPPLY_SI_MV_DEC,ALFUM FP Equity_DX_SUPPLY_SI_QTY_DEC,ALFUM FP Equity_DX_BROKER_SI_MV_ADD,ALFUM FP Equity_DX_SUPPLY_SI_QTY_ADD,ALFUM FP Equity_DX_BROKER_SI_QTY_DEC,ALFUM FP Equity_DX_SUPPLY_SI_MV,ALFUM FP Equity_DX_BROKER_SI_MV_DEC,ALFUM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALFUM FP Equity_DX_UTILIZATION_QUANTITY,ALFUM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALFUM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALFUM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALFUM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALFUM FP Equity_DX_BROKER_SI_CON_RATIO,ALFUM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALFUM FP Equity_DX_DEMAND_SUPPLY_RATIO,ALFUM FP Equity_PX_LAST
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2024-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2024-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,1090.0,0.0,0.0,0.0,,0.0,5.45
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2024-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2024-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2024-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2024-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2024-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2024-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2024-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2024-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2024-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2024-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2024-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2024-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2024-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2024-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2024-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2024-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2024-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2024-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2024-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2025-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2025-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2025-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2025-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2025-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2025-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2025-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2025-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2025-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2025-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2025-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2025-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2025-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2025-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2025-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2025-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2025-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2025-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2025-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2025-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2025-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2025-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2025-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2025-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2025-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2025-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2025-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2025-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2025-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2025-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2025-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2025-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2025-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2025-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2025-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2025-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2025-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2025-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2025-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2025-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2025-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2025-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2025-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2025-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2025-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2025-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2025-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2025-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2025-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2025-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2025-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2025-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2025-07-25,3800.0,26980.0,0.13,1.22,0.13,0.03,0.0,13490.0,1900.0,1900.0,13490.0,1900.0,,,0.01,1900.0,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,7.1
2025-07-28,3800.0,26220.0,0.13,1.19,0.13,0.03,0.0,13110.0,1900.0,1900.0,13110.0,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,6.9
2025-07-29,3800.0,26410.0,0.13,1.09,0.13,0.03,0.0,13205.0,1900.0,1900.0,13205.0,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,6.95
2025-07-30,3800.0,25840.0,0.13,0.95,0.13,0.03,0.0,12920.0,1900.0,1900.0,12920.0,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,6.8
2025-07-31,3800.0,26220.0,0.13,0.95,0.13,0.03,0.0,13110.0,1900.0,1900.0,13110.0,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,6.9
2025-08-01,3800.0,26030.0,0.13,0.94,0.13,0.03,0.0,13015.0,1900.0,1900.0,13015.0,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,6.85
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.01,1900.0,,,1900.0,0.0,0.01,0.0,0.0,1900.0,12730.0,0.01,0.0,0.0,,0.0,6.7
2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2025-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2025-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2025-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2025-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
2025-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2025-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2025-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2025-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2025-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2025-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2025-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2025-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2025-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2025-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2025-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
