,JPN FP Equity_DX_SI_QTY,JPN FP Equity_DX_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPN FP Equity_DX_SI_MV,JPN FP Equity_DX_DSS,JPN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY,JPN FP Equity_DX_BROKER_SI_QTY,JPN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPN FP Equity_DX_BROKER_SI_MV_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_x,JPN FP Equity_DX_BROKER_SI_MV_INC_x,JPN FP Equity_DX_SUPPLY_SI_MV_NEW,JPN FP Equity_DX_BROKER_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_NEW,JPN FP Equity_DX_SUPPLY_SI_MV_DEC,JPN FP Equity_DX_BROKER_SI_QTY_INC,JPN FP Equity_DX_SUPPLY_SI_QTY_DEC,JPN FP Equity_DX_BROKER_SI_MV_NEW_y,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,JPN FP Equity_DX_BROKER_SI_MV_INC_y,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_y,JPN FP Equity_DX_BROKER_SI_MV_ADD,JPN FP Equity_DX_SUPPLY_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_DEC,JPN FP Equity_DX_SUPPLY_SI_MV,JPN FP Equity_DX_BROKER_SI_MV_DEC,JPN FP Equity_DX_SUPPLY_SI_MV_RMV,JPN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPN FP Equity_DX_UTILIZATION_QUANTITY,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPN FP Equity_DX_ACTIVE_UTILIZATION_MV,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPN FP Equity_DX_BROKER_SI_CON_RATIO,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPN FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1333.0,165478.62,,0.0,0.0,,0.0,,0.0
2020-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1333.0,163599.09,,0.0,0.0,,0.0,,0.0
2020-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1333.0,163319.16,,0.0,0.0,,0.0,,0.0
2020-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1333.0,164025.65,,0.0,0.0,,0.0,,0.0
2020-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1333.0,163625.75,,0.0,0.0,,0.0,,0.0
2020-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1333.0,163865.69,,0.0,0.0,,0.0,,0.0
2020-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1298.0,159822.74,,0.0,0.0,,0.0,,0.0
2020-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1298.0,161912.52,,0.0,0.0,,0.0,,0.0
2020-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1298.0,162950.92,,0.0,0.0,,0.0,,0.0
2020-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1298.0,163431.18,,0.0,0.0,,0.0,,0.0
2020-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1298.0,164807.06,,0.0,0.0,,0.0,,0.0
2020-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1313.0,166593.44,,0.0,0.0,,0.0,,0.0
2020-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1313.0,166278.32,,0.0,0.0,,0.0,,0.0
2020-09-21,1400.0,174720.0,0.88,0.03,0.18,,174720.0,0.0,1400.0,0.0,,,,,,1400.0,,,,,,,,,0.18,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0695
2020-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1400.0,0.0,0.18,,0.0,0.0,1023.0,128386.5,,0.0,0.0,,0.0,,0.0
2020-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1023.0,130616.64,,0.0,0.0,,0.0,,0.0
2020-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1023.0,129982.38,,0.0,0.0,,0.0,,0.0
2020-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1023.0,130156.29,,0.0,0.0,,0.0,,0.0
2020-09-28,1600.0,206752.0,0.93,0.03,0.2,,103376.0,800.0,800.0,103376.0,,,,,,800.0,,,,,,,,,0.1,800.0,,0.1,,,100.0,43.88,0.0,0.0,,0.0,100.0,49.89,0.5,50.11,0.8777
2020-09-29,1600.0,205488.0,0.89,0.03,0.21,,102744.0,800.0,800.0,102744.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,43.88,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,0.8777
2020-09-30,1600.0,203904.0,0.97,0.03,0.21,,101952.0,800.0,800.0,101952.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,43.88,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.8777
2020-10-01,2250.0,286222.5,1.36,0.05,0.29,,184454.5,800.0,1450.0,101768.0,,,,,,650.0,,,,,,,,,0.09,,,0.1,,,100.0,43.88,0.0,0.0,,0.0,100.0,34.86,0.3347,34.87,1.2342
2020-10-02,2250.0,285165.0,1.36,0.05,0.29,,101392.0,1450.0,800.0,183773.0,,,650.0,,,,,,,,,,,650.0,,,650.0,0.18,0.09,,100.0,58.63,0.0,0.0,,0.0,100.0,35.54,0.3363,35.56,0.9098
2020-10-05,2250.0,286110.0,1.36,0.05,0.28,,184382.0,1450.0,1450.0,184382.0,,,,,,650.0,,,,,,,,,0.08,,,0.18,,,100.0,58.63,0.0,0.0,,0.0,100.0,35.63,0.3365,35.66,0.9098
2020-10-06,2250.0,286695.0,1.36,0.05,0.28,,184759.0,1450.0,1450.0,184759.0,,,,,,,,,,,,,,,,,,0.18,,,100.0,58.63,0.0,0.0,,0.0,100.0,35.52,0.3364,35.64,0.9098
2020-10-07,2250.0,287415.0,1.4,0.05,0.29,,185223.0,1450.0,1450.0,185223.0,,,,,,,,,,,,,,,,,,0.18,,,100.0,58.63,0.0,0.0,,0.0,100.0,35.57,0.3364,35.64,0.9098
2020-10-08,2250.0,287820.0,1.45,0.05,0.29,,185484.0,1450.0,1450.0,185484.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,58.63,0.0,0.0,,0.0,100.0,35.54,0.3364,35.62,0.9098
2020-10-09,2250.0,286155.0,1.37,0.05,0.29,,184411.0,1450.0,1450.0,184411.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,57.93,0.0,0.0,,0.0,100.0,35.51,0.3362,35.56,0.8989
2020-10-12,2250.0,287032.5,1.54,0.05,0.29,,184976.5,1450.0,1450.0,184976.5,,,,,,,,,,,,,,,,,,0.18,,,100.0,57.93,0.0,0.0,,0.0,100.0,35.54,0.3363,35.56,0.8989
2020-10-13,2250.0,287415.0,1.82,0.05,0.29,,185223.0,1450.0,1450.0,185223.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,57.93,0.0,0.0,,0.0,100.0,35.56,0.3363,35.58,0.8989
2020-10-14,2250.0,288472.5,1.78,0.05,0.29,,185904.5,1450.0,1450.0,185904.5,,,,,,,,,,,,,,,,,,0.19,,,100.0,57.93,0.0,0.0,,0.0,100.0,35.5,0.3362,35.52,0.8989
2020-10-15,2250.0,285435.0,1.65,0.05,0.29,,183947.0,1450.0,1450.0,183947.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,57.93,0.0,0.0,,0.0,100.0,35.47,0.3363,35.6,0.8989
2020-10-16,2250.0,285502.5,1.66,0.05,0.29,,183990.5,1450.0,1450.0,183990.5,,,,,,,,,,,,,,,,,,0.18,,,100.0,57.93,0.0,0.0,,0.0,100.0,35.48,0.3361,35.51,0.8989
2020-10-19,3050.0,386038.5,2.31,0.06,0.39,,284782.5,1450.0,2250.0,183526.5,,,,0.1,,,,,800.0,,,,0.1,,,,,0.18,,,100.0,57.93,0.0,0.0,,0.0,100.0,26.27,0.3898,52.51,1.2185
2020-10-20,3050.0,383293.5,2.36,0.06,0.39,,282757.5,1450.0,2250.0,182221.5,,,,,,,,,,,,,,,,,,0.18,,,100.0,57.59,0.0,0.0,,0.0,100.0,26.21,0.3892,52.42,1.2113
2020-10-21,3050.0,385886.0,2.21,0.06,0.38,,284670.0,1450.0,2250.0,183454.0,,,,,,,,,,,,,,,,,,0.18,,,100.0,57.59,0.0,0.0,,0.0,100.0,26.17,0.3886,52.34,1.2113
2020-10-22,3050.0,385062.5,2.23,0.06,0.39,,284062.5,1450.0,2250.0,183062.5,,,,,,,,,,,,,,,,,,0.18,,,100.0,57.59,0.0,0.0,,0.0,100.0,26.21,0.3888,52.36,1.2113
2020-10-23,3050.0,385062.5,2.18,0.06,0.39,,284062.5,800.0,2250.0,101000.0,,,,,,,,0.08,,650.0,,,,,,,,0.1,,,100.0,42.83,0.0,0.0,,0.0,100.0,26.19,0.3888,52.36,1.6328
2020-10-26,3050.0,382653.0,1.93,0.06,0.39,,282285.0,800.0,2250.0,100368.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,42.83,0.0,0.0,,0.0,100.0,26.2,0.3887,52.34,1.6328
2020-10-27,2400.0,301776.0,1.51,0.05,0.3,,201184.0,800.0,1600.0,100592.0,,,,,,,,,,,,,,,,,650.0,0.1,0.08,,100.0,42.83,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,1.2848
2020-10-28,1600.0,200624.0,1.01,0.03,0.2,,100312.0,800.0,800.0,100312.0,,,,,,,,,,,,,,,,,800.0,0.1,0.1,,100.0,42.83,0.0,0.0,,0.0,100.0,49.95,0.5,50.05,0.8565
2020-10-29,1600.0,202720.0,1.0,0.03,0.2,,101360.0,800.0,800.0,101360.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,42.83,0.0,0.0,,0.0,100.0,49.92,0.5,50.08,0.8565
2020-10-30,1600.0,201664.0,0.98,0.03,0.2,,100832.0,800.0,800.0,100832.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,42.83,0.0,0.0,,0.0,100.0,49.92,0.5,50.08,0.8565
2020-11-02,1600.0,204176.0,1.02,0.03,0.2,,102088.0,800.0,800.0,102088.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,42.83,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,0.8565
2020-11-03,1600.0,207280.0,1.12,0.03,0.2,,103640.0,800.0,800.0,103640.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,42.83,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,0.8565
2020-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.1,,800.0,,,,,,,800.0,0.0,0.1,,0.0,0.0,1068.0,138039.0,,0.0,0.0,,0.0,,0.0
2020-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068.0,139523.52,,0.0,0.0,,0.0,,0.0
2020-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068.0,139309.92,,0.0,0.0,,0.0,,0.0
2020-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068.0,144649.92,,0.0,0.0,,0.0,,0.0
2020-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068.0,143934.36,,0.0,0.0,,0.0,,0.0
2020-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068.0,144874.2,,0.0,0.0,,0.0,,0.0
2020-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1068.0,142748.88,,0.0,0.0,,0.0,,0.0
2020-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1075.0,143512.5,,0.0,0.0,,0.0,,0.0
2020-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1095.0,148558.65,,0.0,0.0,,0.0,,0.0
2020-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1095.0,148284.9,,0.0,0.0,,0.0,,0.0
2020-11-18,2800.0,378896.0,0.92,0.06,0.38,,189448.0,1400.0,1400.0,189448.0,,,,,,1400.0,,,,,,,,,0.19,1400.0,,0.19,,,100.0,56.11,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,1.1222
2020-11-19,2800.0,377776.0,0.88,0.06,0.38,,188888.0,1400.0,1400.0,188888.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.11,0.0,0.0,,0.0,100.0,49.94,0.5,50.06,1.1222
2020-11-20,2800.0,381080.0,0.83,0.06,0.38,,190540.0,1400.0,1400.0,190540.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.11,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,1.1222
2020-11-23,2800.0,384020.0,0.7,0.06,0.38,,192010.0,1400.0,1400.0,192010.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.38,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,1.1277
2020-11-24,2800.0,388192.0,0.67,0.06,0.38,,194096.0,1400.0,1400.0,194096.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.38,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.1277
2020-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.19,,1400.0,,,,,,,1400.0,0.0,0.19,,0.0,0.0,1083.0,148154.4,,0.0,0.0,,0.0,,0.0
2020-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1083.0,149194.08,,0.0,0.0,,0.0,,0.0
2020-11-27,2800.0,387800.0,0.68,0.06,0.39,,193900.0,1400.0,1400.0,193900.0,,,,,,1400.0,,,,,,,,,0.19,1400.0,,0.19,,,100.0,56.36,0.0,0.0,,0.0,100.0,49.94,0.5,50.06,1.1272
2020-11-30,2800.0,379344.0,0.64,0.06,0.39,,189672.0,1400.0,1400.0,189672.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.36,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,1.1272
2020-12-01,2800.0,382648.0,0.62,0.06,0.38,,191324.0,1400.0,1400.0,191324.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.36,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.1272
2020-12-02,2800.0,380016.0,0.63,0.06,0.38,,190008.0,1400.0,1400.0,190008.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.36,0.0,0.0,,0.0,100.0,49.91,0.5,50.09,1.1272
2020-12-03,2800.0,380072.0,0.62,0.06,0.38,,190036.0,1400.0,1400.0,190036.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.1263
2020-12-04,1400.0,190246.0,0.31,0.03,0.19,,0.0,1400.0,0.0,190246.0,,,,,,,,,,,,,,,,,1400.0,0.19,0.19,,100.0,56.32,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5632
2020-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.19,,1400.0,,,,,,,,0.0,,,0.0,0.0,1086.0,145513.31,,0.0,0.0,,0.0,,0.0
2020-12-08,2800.0,375284.01,0.65,0.06,0.38,,187642.01,1400.0,1400.0,187642.01,,,,,,1400.0,,,,,,,,,0.19,1400.0,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,49.92,0.5,50.08,1.1263
2020-12-09,2800.0,378924.0,0.64,0.06,0.38,,189462.0,1400.0,1400.0,189462.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,1.1263
2020-12-10,2800.0,377972.0,0.65,0.06,0.38,,188986.0,1400.0,1400.0,188986.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.1263
2020-12-11,2800.0,379372.0,0.65,0.06,0.38,,189686.0,1400.0,1400.0,189686.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,49.94,0.5,50.06,1.1263
2020-12-14,2800.0,381024.0,0.65,0.06,0.38,,190512.0,1400.0,1400.0,190512.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,49.95,0.5,50.05,1.1263
2020-12-15,2800.0,381556.0,0.63,0.06,0.38,,190778.0,1400.0,1400.0,190778.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,1.1263
2020-12-16,2800.0,382060.0,0.68,0.06,0.38,,191030.0,1400.0,1400.0,191030.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,1.1263
2020-12-17,3800.0,518776.0,0.95,0.09,0.52,,327648.0,1400.0,2400.0,191128.0,,,,0.14,,,,,1000.0,,,,0.14,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,36.89,0.5344,63.11,1.5286
2020-12-18,3800.0,519004.0,0.95,0.09,0.52,,327792.0,1400.0,2400.0,191212.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,36.9,0.5343,63.1,1.5286
2020-12-21,3800.0,509428.0,0.85,0.09,0.52,,321744.0,1400.0,2400.0,187684.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,36.91,0.5343,63.09,1.5286
2020-12-22,3800.0,512164.0,0.87,0.09,0.51,,323472.0,1400.0,2400.0,188692.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,36.88,0.5345,63.12,1.5286
2020-12-23,3800.0,513912.0,0.9,0.09,0.51,,324576.0,1400.0,2400.0,189336.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,36.86,0.5345,63.14,1.5286
2020-12-24,3800.0,513114.0,0.92,0.09,0.51,,324072.0,1400.0,2400.0,189042.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,36.86,0.5345,63.14,1.5286
2020-12-25,3800.0,513114.0,0.95,0.09,0.51,,324072.0,1400.0,2400.0,189042.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,36.87,0.5345,63.13,1.5286
2020-12-28,3800.0,517104.0,0.95,0.09,0.51,,326592.0,1400.0,2400.0,190512.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,36.82,0.5347,63.18,1.5286
2020-12-29,3800.0,521892.0,0.97,0.09,0.52,,329616.0,1400.0,2400.0,192276.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.32,0.0,0.0,,0.0,100.0,36.89,0.5344,63.11,1.5286
2020-12-30,3800.0,522880.0,1.22,0.09,0.52,,330240.0,1400.0,2400.0,192640.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.47,0.0,0.0,,0.0,100.0,36.82,0.5347,63.18,1.5329
2020-12-31,3800.0,522842.0,1.21,0.09,0.52,,330216.0,1400.0,2400.0,192626.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.47,0.0,0.0,,0.0,100.0,36.89,0.5344,63.11,1.5329
2021-01-01,3800.0,522842.0,1.25,0.09,0.52,,330216.0,1400.0,2400.0,192626.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.54,0.0,0.0,,0.0,100.0,36.9,0.5343,63.1,1.5347
2021-01-04,3800.0,518320.0,1.25,0.09,0.52,,327360.0,1400.0,2400.0,190960.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,56.54,0.0,0.0,,0.0,100.0,36.88,0.5344,63.12,1.5347
2021-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.19,,1400.0,,,,,,,2400.0,0.0,0.33,,0.0,0.0,1076.0,146594.24,,0.0,0.0,,0.0,,0.0
2021-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2125.0,293037.5,,0.0,0.0,,0.0,,0.0
2021-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1076.0,148703.2,,0.0,0.0,,0.0,,0.0
2021-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1069.0,150237.26,,0.0,0.0,,0.0,,0.0
2021-01-11,3600.0,506952.0,1.61,0.08,0.51,,253476.0,1800.0,1800.0,253476.0,,,,,,1800.0,,,,,,,,,0.25,1800.0,,0.25,,,100.0,62.74,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,1.2548
2021-01-12,3600.0,507240.0,1.62,0.08,0.51,,253620.0,1800.0,1800.0,253620.0,,,,,,,,,,,,,,,,,,0.25,,,100.0,62.74,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,1.2548
2021-01-13,4400.0,623964.0,2.15,0.1,0.62,,368706.0,1800.0,2600.0,255258.0,,,,0.11,,,,,800.0,,,,0.11,,,,,0.25,,,100.0,62.74,0.0,0.0,,0.0,100.0,41.0,0.5162,59.0,1.5336
2021-01-14,4400.0,631576.0,2.34,0.1,0.62,,373204.0,1800.0,2600.0,258372.0,,,,,,,,,,,,,,,,,,0.26,,,100.0,62.74,0.0,0.0,,0.0,100.0,40.97,0.5163,59.03,1.5336
2021-01-15,4400.0,622732.0,2.34,0.1,0.63,,367978.0,1800.0,2600.0,254754.0,,,,,,,,,,,,,,,,,,0.26,,,100.0,62.74,0.0,0.0,,0.0,100.0,40.97,0.5163,59.03,1.5336
2021-01-18,4400.0,623788.0,2.42,0.1,0.62,,368602.0,1800.0,2600.0,255186.0,,,,,,,,,,,,,,,,,,0.25,,,100.0,62.2,0.0,0.0,,0.0,100.0,40.93,0.5164,59.07,1.5204
2021-01-19,800.0,113016.0,0.44,0.02,0.11,,113016.0,0.0,800.0,0.0,,,,,,,,0.25,,1800.0,,,,,,,1800.0,0.0,0.25,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7353
2021-01-20,800.0,113672.0,0.42,0.02,0.11,,113672.0,0.0,800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7353
2021-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,800.0,0.0,0.11,,0.0,0.0,1103.0,155655.36,,0.0,0.0,,0.0,,0.0
2021-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1103.0,155214.16,,0.0,0.0,,0.0,,0.0
2021-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1103.0,155600.21,,0.0,0.0,,0.0,,0.0
2021-01-26,5200.0,737620.0,2.38,0.12,0.73,,368810.0,2600.0,2600.0,368810.0,,,,,,2600.0,,,,,,,,,0.37,2600.0,,0.37,,,100.0,70.08,0.0,0.0,,0.0,100.0,49.95,0.5,50.06,1.4016
2021-01-27,5200.0,732784.0,2.48,0.12,0.74,,366392.0,2600.0,2600.0,366392.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.08,0.0,0.0,,0.0,100.0,49.95,0.5,50.05,1.4016
2021-01-28,5200.0,728676.0,2.61,0.12,0.73,,364338.0,2600.0,2600.0,364338.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.08,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,1.4016
2021-01-29,5200.0,716196.0,2.61,0.12,0.73,,358098.0,2600.0,2600.0,358098.0,,,,,,,,,,,,,,,,,,0.36,,,100.0,70.08,0.0,0.0,,0.0,100.0,49.89,0.5,50.11,1.4016
2021-02-01,6000.0,833520.0,3.02,0.13,0.83,,472328.0,2600.0,3400.0,361192.0,,,,0.1,,,,,800.0,,,,0.1,,,,,0.36,,,100.0,70.08,0.0,0.0,,0.0,100.0,43.36,0.5088,56.64,1.6173
2021-02-02,800.0,112688.0,0.41,0.02,0.11,,112688.0,0.0,800.0,0.0,,,,,,,,0.36,,2600.0,,,,,,,2600.0,0.0,0.36,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7313
2021-02-03,800.0,113776.0,0.54,0.02,0.11,,113776.0,0.0,800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7313
2021-02-04,800.0,114384.0,0.56,0.02,0.11,,114384.0,0.0,800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7313
2021-02-05,800.0,114952.0,0.57,0.02,0.11,,114952.0,0.0,800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7313
