,BLUE FP Equity_DX_SI_QTY,BLUE FP Equity_DX_SHORT_INTEREST_VALUE,BLUE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BLUE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BLUE FP Equity_DX_SI_MV,BLUE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BLUE FP Equity_DX_SUPPLY_SI_QTY,BLUE FP Equity_DX_BROKER_SI_QTY,BLUE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BLUE FP Equity_DX_BROKER_SI_MV_NEW_x,BLUE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BLUE FP Equity_DX_SUPPLY_SI_QTY_INC_x,BLUE FP Equity_DX_BROKER_SI_MV_INC_x,BLUE FP Equity_DX_SUPPLY_SI_MV_NEW,BLUE FP Equity_DX_BROKER_SI_QTY_ADD,BLUE FP Equity_DX_BROKER_SI_QTY_NEW,BLUE FP Equity_DX_SUPPLY_SI_MV_DEC,BLUE FP Equity_DX_BROKER_SI_QTY_INC,BLUE FP Equity_DX_SUPPLY_SI_QTY_DEC,BLUE FP Equity_DX_BROKER_SI_MV_NEW_y,BLUE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BLUE FP Equity_DX_BROKER_SI_MV_INC_y,BLUE FP Equity_DX_SUPPLY_SI_QTY_INC_y,BLUE FP Equity_DX_BROKER_SI_MV_ADD,BLUE FP Equity_DX_SUPPLY_SI_QTY_ADD,BLUE FP Equity_DX_BROKER_SI_QTY_DEC,BLUE FP Equity_DX_SUPPLY_SI_MV,BLUE FP Equity_DX_BROKER_SI_MV_DEC,BLUE FP Equity_DX_SUPPLY_SI_MV_RMV,BLUE FP Equity_DX_BROKER_SI_MV_RMV,BLUE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BLUE FP Equity_DX_UTILIZATION_QUANTITY,BLUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BLUE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BLUE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BLUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BLUE FP Equity_DX_ACTIVE_UTILIZATION_MV,BLUE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BLUE FP Equity_DX_BROKER_SI_CON_RATIO,BLUE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BLUE FP Equity_DX_DEMAND_SUPPLY_RATIO,BLUE FP Equity_PX_LAST
2021-09-21,57000.0,812546.4,14.61,0.81,0.8,99786.4,50000.0,7000.0,712760.0,,,43000.0,,,,,,,,,,,43000.0,,,,0.71,,,,11.82,11.15,373111.0,5318771.93,,5.26,11.82,12.28,0.7845,87.72,0.1271,14.2552
2021-09-22,50000.0,716615.0,12.99,0.66,0.71,0.0,50000.0,0.0,716615.0,,,,,,,,,,,,,,,,,7000.0,0.71,0.1,,,11.82,11.15,373111.0,5347538.79,,5.3,11.82,,1.0,100.0,0.1115,14.3323
2021-09-23,100000.0,1447030.0,25.96,1.29,1.43,723515.0,50000.0,50000.0,723515.0,,,,,,50000.0,,,,,,,,,0.72,,,0.72,,,,11.82,11.15,373111.0,5399028.1,,5.34,11.82,,1.0,100.0,0.223,14.4703
2021-09-24,100000.0,1432930.0,26.04,1.29,1.45,716465.0,50000.0,50000.0,716465.0,,,,,,,,,,,,,,,,,,0.72,,,,11.82,11.15,373111.0,5346419.45,,5.4,11.82,,1.0,100.0,0.223,14.3293
2021-09-27,120900.0,1715607.27,29.71,1.5,1.73,1006092.27,70900.0,70900.0,1006092.27,,,20900.0,,,20900.0,,,,,,,,20900.0,0.3,,,1.02,,,,11.12,10.72,566511.0,8038961.04,,8.12,11.12,17.29,0.714,82.71,0.1828,14.1903
2021-09-28,120900.0,1681271.67,30.88,1.5,1.72,985956.67,50000.0,70900.0,695315.0,,,,,,,,0.31,,20900.0,,,,,,,,0.71,,,,7.86,7.56,586111.0,8150635.4,,8.32,7.86,17.29,0.714,82.71,0.1828,13.9063
2021-09-29,100000.0,1389450.0,27.27,1.24,1.39,694725.0,50000.0,50000.0,694725.0,,,,,,,,,,,,,,,,,20900.0,0.7,0.3,,,7.86,7.56,586111.0,8143719.29,,8.15,7.86,,1.0,100.0,0.1512,13.8945
2021-09-30,50000.0,689590.0,13.62,0.61,0.7,0.0,50000.0,0.0,689590.0,,,,,,,,,,,,,,,,,50000.0,0.7,0.7,,,7.86,7.56,586111.0,8083525.69,,8.15,7.86,,1.0,100.0,0.0756,13.7918
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.69,,50000.0,,,,,,,,0.0,,,,0.0,0.0,661457.0,9126386.81,,9.11,0.0,,0.0,,0.0,13.7974
2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,661457.0,8997733.43,,9.12,0.0,,0.0,,0.0,13.6029
2021-10-05,7600.0,104552.44,2.18,0.09,0.1,104552.44,7600.0,7600.0,104552.44,,,,,,7600.0,,,,,,,,,0.1,7600.0,,0.1,,,,1.2,1.15,625720.0,8607967.47,,8.51,1.2,,1.0,100.0,0.0115,13.7569
2021-10-06,18500.0,252497.25,5.56,0.22,0.25,252497.25,18500.0,18500.0,252497.25,,,10900.0,0.15,,,,,10900.0,,,,0.15,10900.0,,,,0.25,,,,2.92,2.8,615279.0,8397635.43,,8.47,2.92,,1.0,100.0,0.028,13.6485
2021-10-07,25800.0,357497.7,7.75,0.31,0.35,357497.7,7300.0,25800.0,101152.45,,,,0.1,,,,0.15,7300.0,11200.0,,,0.1,,,,,0.1,,,,1.15,1.1,626007.0,8674266.0,,8.54,1.15,,1.0,100.0,0.039,13.8565
2021-10-08,7300.0,99888.82,2.21,0.09,0.1,0.0,7300.0,0.0,99888.82,,,,,,,,,,,,,,,,,25800.0,0.1,0.35,,,1.15,1.1,626007.0,8565904.18,,8.68,1.15,,1.0,100.0,0.011,13.6834
2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.1,,7300.0,,,,,,,,0.0,,,,0.0,0.0,661457.0,9037950.01,,9.04,0.0,,0.0,,0.0,13.6637
2021-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,661457.0,9088154.6,,9.03,0.0,,0.0,,0.0,13.7396
2021-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633591.0,8751158.89,,8.71,0.0,,0.0,,0.0,13.812
2021-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633591.0,8833018.85,,8.75,0.0,,0.0,,0.0,13.9412
2021-10-15,25100.0,352168.06,7.45,0.3,0.35,352168.06,25100.0,25100.0,352168.06,,,,,,25100.0,,,,,,,,,0.35,25100.0,,0.35,,,,3.97,3.96,607900.0,8529201.74,,8.47,3.97,,1.0,100.0,0.0396,14.0306
2021-10-18,36200.0,505641.6,11.33,0.44,0.51,505641.6,36200.0,36200.0,505641.6,,,11100.0,0.16,,,,,11100.0,,,,0.16,11100.0,,,,0.51,,,,5.72,5.71,596800.0,8336102.4,,8.37,5.72,,1.0,100.0,0.0571,13.968
2021-10-19,71700.0,1011787.38,21.26,0.86,1.0,1011787.38,71700.0,71700.0,1011787.38,,,35500.0,0.49,,,,,35500.0,,,,0.49,35500.0,,,,1.0,,,,11.33,11.32,561300.0,7920728.82,,7.84,11.33,,1.0,100.0,0.1132,14.1114
2021-10-20,71700.0,1018520.01,21.3,0.86,1.01,1018520.01,71700.0,71700.0,1018520.01,,,,,,,,,,,,,,,,,,1.01,,,,11.33,11.32,561300.0,7973434.89,,7.92,11.33,,1.0,100.0,0.1132,14.2053
2021-10-21,71700.0,1019021.91,21.16,0.86,1.02,1019021.91,71700.0,71700.0,1019021.91,,,,,,,,,,,,,,,,,,1.02,,,,11.33,11.32,561300.0,7977363.99,,7.97,11.33,,1.0,100.0,0.1132,14.2123
2021-10-22,71700.0,1023840.15,23.98,0.85,1.02,0.0,71700.0,0.0,1023840.15,,,,,,,,,,,,,,,,,71700.0,1.02,1.02,,,11.33,11.32,561300.0,8015083.35,,7.99,11.33,,1.0,100.0,0.1132,14.2795
2021-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.02,,71700.0,,,,,,,,0.0,,,,0.0,0.0,633621.0,9055647.97,,9.04,0.0,,0.0,,0.0,14.2919
2021-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9103106.18,,9.05,0.0,,0.0,,0.0,14.3668
2021-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9089229.88,,9.09,0.0,,0.0,,0.0,14.3449
2021-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9085935.05,,9.09,0.0,,0.0,,0.0,14.3397
2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9173501.48,,9.1,0.0,,0.0,,0.0,14.4779
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9225648.48,,9.18,0.0,,0.0,,0.0,14.5602
2021-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9213863.13,,9.21,0.0,,0.0,,0.0,14.5416
2021-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9176289.41,,9.23,0.0,,0.0,,0.0,14.4823
2021-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9250232.98,,9.17,0.0,,0.0,,0.0,14.599
2021-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9207083.39,,9.25,0.0,,0.0,,0.0,14.5309
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9263982.55,,9.2,0.0,,0.0,,0.0,14.6207
2021-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9217031.24,,9.26,0.0,,0.0,,0.0,14.5466
2021-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9227866.16,,9.18,0.0,,0.0,,0.0,14.5637
2021-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9241425.65,,9.22,0.0,,0.0,,0.0,14.5851
2021-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9283561.44,,9.23,0.0,,0.0,,0.0,14.6516
2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9332350.26,,9.27,0.0,,0.0,,0.0,14.7286
2021-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9350788.63,,9.32,0.0,,0.0,,0.0,14.7577
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9309349.82,,9.34,0.0,,0.0,,0.0,14.6923
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9282864.46,,9.3,0.0,,0.0,,0.0,14.6505
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9306751.97,,9.27,0.0,,0.0,,0.0,14.6882
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9287996.79,,9.29,0.0,,0.0,,0.0,14.6586
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9120784.21,,9.27,0.0,,0.0,,0.0,14.3947
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9188771.74,,9.12,0.0,,0.0,,0.0,14.502
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633621.0,9265439.88,,9.18,0.0,,0.0,,0.0,14.623
2021-11-26,6900.0,97918.59,1.34,0.08,0.1,97918.59,6900.0,6900.0,97918.59,,,,,,6900.0,,,,,,,,,0.1,6900.0,,0.1,,,,1.09,1.09,626100.0,8885047.71,,9.16,1.09,,1.0,100.0,0.0109,14.1911
2021-11-29,6900.0,98866.65,1.34,0.06,0.1,98866.65,6900.0,6900.0,98866.65,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,8971073.85,,8.9,1.09,,1.0,100.0,0.0109,14.3285
2021-11-30,6900.0,97710.9,1.39,0.06,0.1,97710.9,6900.0,6900.0,97710.9,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,8866202.1,,8.99,1.09,,1.0,100.0,0.0109,14.161
2021-12-01,6900.0,98228.4,1.39,0.06,0.1,98228.4,6900.0,6900.0,98228.4,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,8913159.6,,8.86,1.09,,1.0,100.0,0.0109,14.236
2021-12-02,6900.0,97403.16,1.27,0.06,0.1,97403.16,6900.0,6900.0,97403.16,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,8838278.04,,8.92,1.09,,1.0,100.0,0.0109,14.1164
2021-12-03,6900.0,97534.26,1.08,0.06,0.1,97534.26,6900.0,6900.0,97534.26,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,8850173.94,,8.84,1.09,,1.0,100.0,0.0109,14.1354
2021-12-06,6900.0,98970.15,1.08,0.06,0.1,98970.15,6900.0,6900.0,98970.15,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,8980465.35,,8.85,1.09,,1.0,100.0,0.0109,14.3435
2021-12-07,6900.0,101032.56,1.08,0.06,0.1,101032.56,6900.0,6900.0,101032.56,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9167606.64,,9.0,1.09,,1.0,100.0,0.0109,14.6424
2021-12-08,6900.0,100517.82,1.19,0.06,0.1,100517.82,6900.0,6900.0,100517.82,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9120899.58,,9.12,1.09,,1.0,100.0,0.0109,14.5678
2021-12-09,6900.0,100992.54,1.19,0.06,0.1,100992.54,6900.0,6900.0,100992.54,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9163975.26,,9.13,1.09,,1.0,100.0,0.0109,14.6366
2021-12-10,6900.0,100958.04,1.2,0.06,0.1,100958.04,6900.0,6900.0,100958.04,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9160844.76,,9.17,1.09,,1.0,100.0,0.0109,14.6316
2021-12-13,13800.0,200817.6,2.37,0.12,0.2,100408.8,6900.0,6900.0,100408.8,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9111007.2,,9.16,1.09,,1.0,100.0,0.0218,14.552
2021-12-14,13800.0,197759.52,2.46,0.12,0.2,98879.76,6900.0,6900.0,98879.76,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,8972263.44,,9.11,1.09,,1.0,100.0,0.0218,14.3304
2021-12-15,13800.0,198500.58,2.46,0.12,0.2,99250.29,6900.0,6900.0,99250.29,0.1,,,,,,6900.0,,,,0.1,,,,,,,0.1,,,0.1,1.09,1.09,626100.0,9005885.01,,9.0,1.09,,1.0,100.0,0.0218,14.3841
2021-12-16,13800.0,200287.68,2.47,0.12,0.2,100143.84,6900.0,6900.0,100143.84,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9086964.96,,9.01,1.09,,1.0,100.0,0.0218,14.5136
2021-12-17,13800.0,198657.9,2.47,0.12,0.2,99328.95,6900.0,6900.0,99328.95,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9013022.55,,9.07,1.09,,1.0,100.0,0.0218,14.3955
2021-12-20,13800.0,196517.52,2.52,0.12,0.2,98258.76,6900.0,6900.0,98258.76,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,8915914.44,,9.01,1.09,,1.0,100.0,0.0218,14.2404
2021-12-21,13800.0,199723.26,2.5,0.12,0.2,99861.63,6900.0,6900.0,99861.63,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9061357.47,,8.93,1.09,,1.0,100.0,0.0218,14.4727
2021-12-22,13800.0,200723.76,2.5,0.12,0.2,100361.88,6900.0,6900.0,100361.88,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9106749.72,,9.06,1.09,,1.0,100.0,0.0218,14.5452
2021-12-23,13800.0,202567.44,2.59,0.12,0.2,101283.72,6900.0,6900.0,101283.72,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9190396.68,,9.1,1.09,,1.0,100.0,0.0218,14.6788
2021-12-24,13800.0,202381.14,2.57,0.12,0.2,101190.57,6900.0,6900.0,101190.57,,,,,,,,,,,,,,,,,,0.1,,,,1.09,1.09,626100.0,9181944.33,,9.19,1.09,,1.0,100.0,0.0218,14.6653
2021-12-27,13800.0,203587.26,2.57,0.12,0.2,101793.63,6900.0,6900.0,101793.63,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0218,14.7527
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.1,,6900.0,,,,,,,6900.0,0.0,0.1,,,0.0,0.0,633661.0,9439774.65,,9.34,0.0,,0.0,,0.0,14.8972
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633661.0,9423172.73,,9.44,0.0,,0.0,,0.0,14.871
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633661.0,9468226.03,,9.42,0.0,,0.0,,0.0,14.9421
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633661.0,9380337.25,,9.45,0.0,,0.0,,0.0,14.8034
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633661.0,9488883.38,,9.38,0.0,,0.0,,0.0,14.9747
2022-01-04,13600.0,204367.2,2.78,0.12,0.2,102183.6,6800.0,6800.0,102183.6,,,,,,6800.0,,,,,,,,,0.1,6800.0,,0.1,,,,1.07,1.07,626200.0,9409907.4,,9.37,1.07,,1.0,100.0,0.0215,15.027
2022-01-05,6800.0,101870.12,1.58,0.06,0.1,101870.12,0.0,6800.0,0.0,,,,,,,,0.1,,6800.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0107,14.9809
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6800.0,0.0,0.1,,,0.0,0.0,633661.0,9355371.0,,9.48,0.0,,0.0,,0.0,14.764
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,633661.0,9316210.75,,9.35,0.0,,0.0,,0.0,14.7022
2022-01-10,6800.0,99309.92,2.41,0.06,0.1,99309.92,0.0,6800.0,0.0,,,,,,6800.0,,,,,,,,,0.1,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0107,14.6044
2022-01-11,62800.0,901701.24,22.2,0.56,0.92,450850.62,31400.0,31400.0,450850.62,,,,0.36,,,,,24600.0,,,,0.36,,,31400.0,,0.46,,,,4.96,4.96,601600.0,8637953.28,,8.8,4.96,,1.0,100.0,0.0991,14.3583
2022-01-12,56000.0,810460.0,19.64,0.5,0.8,454436.5,24600.0,31400.0,356023.5,,,,,,,,0.1,,6800.0,,,,,,,,0.35,,,,3.89,3.88,608400.0,8805069.0,,8.74,3.89,,1.0,100.0,0.0884,14.4725
2022-01-13,29200.0,423140.12,12.26,0.25,0.42,211570.06,14600.0,14600.0,211570.06,,,,,,,,0.14,,10000.0,,,,,,,16800.0,0.21,0.24,,,2.31,2.3,618400.0,8961296.24,,8.94,2.31,,1.0,100.0,0.0461,14.4911
2022-01-14,14600.0,209893.98,10.08,0.13,0.21,0.0,14600.0,0.0,209893.98,,,,,,,,,,,,,,,,,14600.0,0.21,0.21,,,2.31,2.3,618400.0,8890303.92,,8.97,2.31,,1.0,100.0,0.023,14.3763
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.21,,14600.0,,,,,,,,0.0,,,,0.0,0.0,620681.0,8954813.06,,8.91,0.0,,0.0,,0.0,14.4274
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,620681.0,8830490.66,,8.95,0.0,,0.0,,0.0,14.2271
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,620681.0,8804173.78,,8.82,0.0,,0.0,,0.0,14.1847
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,620681.0,8899137.97,,8.78,0.0,,0.0,,0.0,14.3377
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,620681.0,8703809.66,,8.89,0.0,,0.0,,0.0,14.023
2022-01-24,337800.0,4576818.42,151.5,2.75,4.74,2288409.21,168900.0,168900.0,2288409.21,,,,,,168900.0,,,,,,,,,2.37,168900.0,,2.37,,,,27.24,27.21,451100.0,6111908.79,,6.33,27.24,,1.0,100.0,0.5442,13.5489
2022-01-25,168900.0,2303441.31,78.02,1.37,2.29,2303441.31,0.0,168900.0,0.0,,,,,,,,2.38,,168900.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2723,13.6379
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,168900.0,0.0,2.29,,,0.0,0.0,620381.0,8589547.17,,8.42,0.0,,0.0,,0.0,13.8456
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,620381.0,8630864.55,,8.59,0.0,,0.0,,0.0,13.9122
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,620381.0,8532782.31,,8.63,0.0,,0.0,,0.0,13.7541
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,510381.0,7137014.79,,7.02,0.0,,0.0,,0.0,13.9837
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,510381.0,7184225.03,,7.15,0.0,,0.0,,0.0,14.0762
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,510381.0,7233476.8,,7.18,0.0,,0.0,,0.0,14.1727
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,510381.0,7173149.76,,7.23,0.0,,0.0,,0.0,14.0545
2022-02-04,27600.0,379483.44,10.75,0.22,0.39,189741.72,13800.0,13800.0,189741.72,,,,,,13800.0,,,,,,,,,0.19,13800.0,,0.19,,,,2.71,2.7,496200.0,6822452.28,,6.97,2.71,,1.0,100.0,0.0541,13.7494
2022-02-07,42000.0,575715.0,15.4,0.34,0.58,287857.5,21000.0,21000.0,287857.5,,,7200.0,0.09,,,,,7200.0,,,,0.09,7200.0,,,,0.29,,,,4.12,4.11,489000.0,6702967.5,,6.74,4.12,,1.0,100.0,0.0823,13.7075
2022-02-08,56600.0,781396.96,20.74,0.46,0.78,390698.48,28300.0,28300.0,390698.48,,,7300.0,0.1,,,,,7300.0,,,,0.1,7300.0,,,,0.39,,,,5.55,5.54,481700.0,6650157.52,,6.6,5.55,,1.0,100.0,0.1109,13.8056
2022-02-09,14600.0,204886.18,5.28,0.12,0.2,102443.09,7300.0,7300.0,102443.09,,,,,,,,0.29,,21000.0,,,,,,,21000.0,0.1,0.29,,,1.43,1.43,502700.0,7054539.91,,6.93,1.43,,1.0,100.0,0.0286,14.0333
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.1,,7300.0,,,,,,,7300.0,0.0,0.1,,,0.0,0.0,510381.0,7135228.46,,7.13,0.0,,0.0,,0.0,13.9802
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,510381.0,7095673.93,,7.1,0.0,,0.0,,0.0,13.9027
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,510381.0,7056731.86,,7.09,0.0,,0.0,,0.0,13.8264
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,510381.0,7115119.44,,7.05,0.0,,0.0,,0.0,13.9408
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,510381.0,7153398.02,,7.11,0.0,,0.0,,0.0,14.0158
