,LOUP FP Equity_DX_SI_QTY,LOUP FP Equity_DX_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LOUP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LOUP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LOUP FP Equity_DX_SI_MV,LOUP FP Equity_DX_DSS,LOUP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY,LOUP FP Equity_DX_BROKER_SI_QTY,LOUP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LOUP FP Equity_DX_BROKER_SI_MV_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_x,LOUP FP Equity_DX_BROKER_SI_MV_INC_x,LOUP FP Equity_DX_SUPPLY_SI_MV_NEW,LOUP FP Equity_DX_BROKER_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_NEW,LOUP FP Equity_DX_SUPPLY_SI_MV_DEC,LOUP FP Equity_DX_BROKER_SI_QTY_INC,LOUP FP Equity_DX_SUPPLY_SI_QTY_DEC,LOUP FP Equity_DX_BROKER_SI_MV_NEW_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LOUP FP Equity_DX_BROKER_SI_MV_INC_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_y,LOUP FP Equity_DX_BROKER_SI_MV_ADD,LOUP FP Equity_DX_SUPPLY_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV,LOUP FP Equity_DX_BROKER_SI_MV_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV_RMV,LOUP FP Equity_DX_BROKER_SI_MV_RMV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LOUP FP Equity_DX_UTILIZATION_QUANTITY,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LOUP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_MV,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LOUP FP Equity_DX_BROKER_SI_CON_RATIO,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LOUP FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-06-02,22924.0,2716494.0,0.74,24.4,0.13,2.65,0.0,2715783.0,2918.0,22918.0,345783.0,,,,,,,,,,,,,,,,,,0.35,,,,12.32,12.32,20766.0,2460771.0,,2.46,12.32,8.53,0.7581,86.51,0.9679
2023-06-05,22924.0,2727956.0,0.74,25.68,0.13,2.65,0.0,2727242.0,2918.0,22918.0,347242.0,,,,,,,,,,,,,,,,,,0.35,,,,12.28,12.28,20835.0,2479365.0,,2.48,12.26,8.55,0.7575,86.47,0.9651
2023-06-06,22924.0,2739418.0,0.74,26.58,0.13,2.65,0.0,2738701.0,2918.0,22918.0,348701.0,,,,,,,,,,,,,,,,,,0.35,,,,12.28,12.28,20837.0,2490021.5,,2.49,12.27,8.57,0.7569,86.44,0.965
2023-06-07,22914.0,2715309.0,0.74,28.66,0.13,2.65,0.0,2715190.5,2913.0,22913.0,345190.5,,,,,,,,0.0,,5.0,,,,,,,5.0,0.35,0.0,,,12.23,12.23,20908.0,2477598.0,,2.49,12.28,8.53,0.7579,86.49,0.9619
2023-06-08,22914.0,2669481.0,0.74,28.64,0.13,2.64,0.0,2669364.5,2913.0,22913.0,339364.5,,,,,,,,,,,,,,,,,,0.34,,,,12.32,12.32,20728.0,2414812.0,,2.43,12.37,8.38,0.7607,86.67,0.9692
2023-06-09,22914.0,2703852.0,0.74,28.25,0.13,2.64,0.0,2703734.0,2913.0,22913.0,343734.0,,,,,,,,,,,,,,,,,,0.34,,,,12.32,12.32,20728.0,2445904.0,,2.43,12.26,8.5,0.7593,86.58,0.9692
2023-06-12,22914.0,2715309.0,0.74,28.38,0.13,2.65,0.0,2715190.5,2913.0,22913.0,345190.5,,,,,,,,,,,,,,,,,,0.34,,,,12.32,12.32,20728.0,2456268.0,,2.45,12.29,8.52,0.7591,86.57,0.9692
2023-06-13,22914.0,2635110.0,0.74,27.84,0.13,2.64,0.0,2634995.0,2913.0,22913.0,334995.0,,,,,,,,,,,,,,,,,,0.34,,,,12.32,12.32,20728.0,2383720.0,,2.41,12.48,8.29,0.7621,86.76,0.9692
2023-06-14,22914.0,2703852.0,0.74,25.62,0.13,2.64,0.0,2703734.0,2913.0,22913.0,343734.0,,,,,,,,,,,,,,,,,,0.33,,,,12.32,12.32,20728.0,2445904.0,,2.42,12.12,8.51,0.7611,86.69,0.9692
2023-06-15,22914.0,2658024.0,0.74,24.47,0.13,2.64,0.0,2657908.0,2913.0,22913.0,337908.0,,,,,,,,,,,,,,,,,,0.34,,,,12.32,12.32,20728.0,2404448.0,,2.42,12.35,8.34,0.7617,86.74,0.9692
2023-06-16,22914.0,2658024.0,0.74,21.8,0.13,2.64,0.0,2657908.0,2913.0,22913.0,337908.0,,,,,,,,,,,,,,,,,,0.34,,,,12.32,12.32,20728.0,2404448.0,,2.4,12.32,8.36,0.7626,86.79,0.9692
2023-06-19,22914.0,2703852.0,0.74,17.93,0.13,2.64,0.0,2703734.0,2913.0,22913.0,343734.0,,,,,,,,,,,,,,,,,,0.34,,,,12.32,12.32,20728.0,2445904.0,,2.43,12.22,8.49,0.7607,86.67,0.9692
2023-06-20,22914.0,2669481.0,0.74,18.46,0.13,2.64,0.0,2669364.5,2913.0,22913.0,339364.5,,,,,,,,,,,,,,,,,,0.34,,,,12.39,12.39,20603.0,2400249.5,,2.41,12.48,8.38,0.762,86.75,0.9744
2023-06-21,22914.0,2669481.0,0.74,18.66,0.13,2.64,0.0,2669364.5,2913.0,22913.0,339364.5,,,,,,,,,,,,,,,,,,0.34,,,,12.39,12.39,20603.0,2400249.5,,2.4,12.33,8.37,0.7627,86.79,0.9744
2023-06-22,22914.0,2703852.0,0.74,18.52,0.13,2.64,0.0,2703734.0,2913.0,22913.0,343734.0,,,,,,,,,,,,,,,,,,0.34,,,,12.39,12.39,20603.0,2431154.0,,2.42,12.31,8.51,0.7605,86.65,0.9744
2023-06-23,22914.0,2577825.0,0.74,18.53,0.13,2.63,0.0,2577712.5,2913.0,22913.0,327712.5,,,,,,,,,,,,,,,,,,0.35,,,,12.39,12.39,20603.0,2317837.5,,2.37,12.76,8.13,0.7659,87.0,0.9744
2023-06-26,22914.0,2658024.0,0.74,16.27,0.13,2.63,0.0,2657908.0,2913.0,22913.0,337908.0,,,,,,,,,,,,,,,,,,0.33,,,,12.34,12.34,20686.0,2399576.0,,2.37,12.13,8.38,0.7647,86.92,0.971
2023-06-27,22914.0,2646567.0,0.74,16.1,0.13,2.64,0.0,2646451.5,2913.0,22913.0,336451.5,,,,,,,,,,,,,,,,,,0.34,,,,12.31,12.31,20757.0,2397433.5,,2.4,12.3,8.33,0.7631,86.82,0.9681
2023-06-28,43446.0,5039736.0,1.4,29.89,0.25,5.02,0.0,5037764.0,2929.0,43429.0,339764.0,,,,2.38,,16.0,,,20500.0,,,,2.38,,0.0,16.0,,0.34,,,,12.37,12.37,20757.0,2407812.0,,2.4,12.37,4.4,0.8672,92.98,1.8342
2023-06-29,43446.0,5061459.0,1.4,30.48,0.25,5.02,0.0,5059478.5,2929.0,43429.0,341228.5,,,,,,,,,,,,,,,,,,0.34,,,,12.37,12.37,20757.0,2418190.5,,2.42,12.37,4.42,0.8665,92.95,1.8342
2023-06-30,43446.0,5039736.0,1.4,29.87,0.25,5.02,0.0,5037764.0,2929.0,43429.0,339764.0,,,,,,,,,,,,,,,,,,0.34,,,,12.33,12.33,20828.0,2416048.0,,2.42,12.32,4.39,0.867,92.97,1.8288
2023-07-03,43446.0,5104905.0,1.4,28.99,0.25,5.02,0.0,5102907.5,2929.0,43429.0,344157.5,,,,,,,,,,,,,,,,,,0.34,,,,12.33,12.33,20828.0,2447290.0,,2.43,12.24,4.45,0.8663,92.93,1.8288
2023-07-04,43446.0,5061459.0,1.4,29.5,0.25,5.02,0.0,5059478.5,2929.0,43429.0,341228.5,,,,,,,,,,,,,,,,,,0.35,,,,12.33,12.33,20828.0,2426462.0,,2.44,12.4,4.42,0.8665,92.95,1.8288
2023-07-05,43446.0,5104905.0,1.4,29.3,0.25,5.02,0.0,5102907.5,2929.0,43429.0,344157.5,,,,,,,,,,,,,,,,,,0.34,,,,12.33,12.33,20828.0,2447290.0,,2.44,12.3,4.46,0.8659,92.91,1.8288
2023-07-06,43446.0,5083182.0,1.4,29.4,0.25,5.02,0.0,5081193.0,2929.0,43429.0,342693.0,,,,,,,,,,,,,,,,,,0.34,,,,12.29,12.29,20909.0,2446353.0,,2.45,12.29,4.41,0.8663,92.94,1.8226
2023-07-07,48446.0,5692405.0,1.56,32.93,0.27,5.61,0.0,5690407.5,2929.0,48429.0,344157.5,,,,0.59,,,,,5000.0,,,,0.59,,,,,0.34,,,,12.29,12.29,20909.0,2456807.5,,2.45,12.19,3.97,0.8794,93.66,2.0323
2023-07-10,48414.0,5737059.0,1.56,33.4,0.27,5.61,0.0,5736940.5,2913.0,48413.0,345190.5,,,,,,,,0.0,,16.0,,,,,,,16.0,0.34,0.0,,,12.23,12.23,20909.0,2477716.5,,2.47,12.14,4.01,0.8798,93.68,2.0323
2023-07-11,48424.0,5907728.0,1.56,34.34,0.27,5.62,0.0,5906996.0,2918.0,48418.0,355996.0,,,,,,5.0,,,,,,,,,0.0,5.0,,0.34,,,,12.25,12.25,20909.0,2550898.0,,2.52,12.04,4.12,0.8771,93.53,2.0323
2023-07-12,48424.0,6053000.0,1.58,34.16,0.27,5.63,0.0,6052250.0,2918.0,48418.0,364750.0,,,,,,,,,,,,,,,,,,0.35,,,,12.25,12.25,20909.0,2613625.0,,2.58,11.99,4.21,0.8733,93.32,2.0323
2023-07-13,48438.0,6054750.0,1.58,33.0,0.27,5.72,0.0,6053125.0,2925.0,48425.0,365625.0,,,7.0,0.0,,,,,7.0,,,,0.0,7.0,,,,0.36,,,,12.23,12.23,20999.0,2624875.0,,2.62,12.15,4.14,0.8747,93.4,2.0247
2023-07-14,48438.0,6200064.0,1.58,34.77,0.27,5.73,0.0,6198400.0,2925.0,48425.0,374400.0,,,,,,,,,,,,,,,,,,0.36,,,,12.23,12.23,20999.0,2687872.0,,2.66,12.06,4.25,0.8727,93.29,2.0247
2023-07-17,48438.0,6054750.0,1.58,33.36,0.27,5.73,0.0,6053125.0,2925.0,48425.0,365625.0,,,,,,,,,,,,,,,,,,0.37,,,,12.22,12.22,21002.0,2625250.0,,2.65,12.38,4.15,0.8735,93.34,2.0244
2023-07-18,48438.0,6345378.0,1.58,32.97,0.27,6.08,0.0,6343675.0,1825.0,48425.0,239075.0,,,,,,,,0.14,,1100.0,,,,,,,,0.23,,,,10.61,10.61,15377.0,2014387.0,,1.96,10.45,4.1,0.8779,93.58,2.8158
2023-07-19,46616.0,5966848.0,1.52,29.35,0.26,5.49,0.0,5965824.0,8.0,46608.0,1024.0,,,,,,,,0.23,,1817.0,,,,,,,1817.0,0.0,0.25,,,0.05,0.05,17189.0,2200192.0,,2.24,0.05,2.57,0.9493,97.4,2.7107
2023-07-20,46726.0,6074380.0,1.52,28.72,0.26,5.5,0.0,6066190.0,63.0,46663.0,8190.0,,,55.0,0.01,,,,,55.0,,,,0.01,55.0,,,,0.01,,,,0.36,0.36,17265.0,2244450.0,,2.23,0.36,2.6,0.9437,97.11,2.6966
2023-07-21,46712.0,6025848.0,1.52,28.91,0.26,5.5,0.0,6018624.0,56.0,46656.0,7224.0,,,,,,,,0.0,,7.0,,,,,,,7.0,0.01,0.0,,,0.32,0.32,17272.0,2228088.0,,2.24,0.32,2.6,0.9442,97.14,2.6958
2023-07-24,46712.0,6142628.0,1.52,27.39,0.26,5.5,0.0,6135264.0,56.0,46656.0,7364.0,,,,,,,,,,,,,,,,,,0.01,,,,0.32,0.32,17346.0,2280999.0,,2.26,0.32,2.58,0.9446,97.16,2.6843
2023-07-25,47384.0,6065152.0,1.55,27.99,0.27,5.59,0.0,5971968.0,728.0,46656.0,93184.0,,,340.0,,,,,,,,,,,340.0,,332.0,,0.1,,,,4.03,4.03,17339.0,2219392.0,,2.26,4.11,2.61,0.9286,96.32,2.6227
2023-07-26,47884.0,6129152.0,1.56,29.25,0.27,5.65,0.0,5971968.0,1228.0,46656.0,157184.0,,,500.0,,,,,,,,,,,500.0,,,,0.16,,,,6.61,6.61,17339.0,2219392.0,,2.21,6.72,2.51,0.9094,95.32,2.579
2023-07-27,47884.0,6129152.0,1.56,29.89,0.27,5.65,0.0,5971968.0,1228.0,46656.0,157184.0,,,,,,,,,,,,,,,,,,0.16,,,,6.53,6.53,17568.0,2248704.0,,2.26,6.59,2.51,0.9094,95.32,2.5476
2023-07-28,47774.0,6043411.0,1.56,31.41,0.27,5.64,0.0,5895026.5,1173.0,46601.0,148384.5,,,,,,,,0.01,,55.0,,,,,,,55.0,0.15,0.01,,,6.24,6.24,17623.0,2229309.5,,2.25,6.35,2.52,0.9139,95.56,2.5417
2023-07-31,47458.0,6027166.0,1.55,28.67,0.27,5.59,0.0,5919343.0,849.0,46609.0,107823.0,,,8.0,,,8.0,,0.04,,332.0,,,,8.0,0.0,,,0.11,,,,4.62,4.62,17545.0,2228215.0,,2.23,4.59,2.49,0.9142,95.57,2.5801
2023-08-01,47458.0,6169540.0,1.55,23.07,0.27,5.6,0.0,6059170.0,849.0,46609.0,110370.0,,,,,,,,,,,,,,,,,,0.11,,,,4.62,4.62,17545.0,2280850.0,,2.25,4.57,2.55,0.9128,95.5,2.5801
2023-08-02,47458.0,6003437.0,1.55,22.89,0.27,5.6,0.0,5896038.5,849.0,46609.0,107398.5,,,,,,,,,,,,,,,,,,0.11,,,,4.62,4.62,17545.0,2219442.5,,2.27,4.64,2.55,0.912,95.45,2.5801
2023-08-03,47458.0,6098353.0,1.55,23.13,0.27,5.6,0.0,5989256.5,849.0,46609.0,109096.5,,,,,,,,,,,,,,,,,,0.11,,,,4.62,4.62,17545.0,2254532.5,,2.23,4.59,2.53,0.9135,95.53,2.5801
2023-08-04,47458.0,6050895.0,1.55,23.01,0.27,5.6,0.0,5942647.5,849.0,46609.0,108247.5,,,,,,,,,,,,,,,,,,0.11,,,,4.6,4.6,17609.0,2245147.5,,2.25,4.62,2.53,0.9129,95.5,2.5711
2023-08-07,47458.0,6050895.0,1.55,25.12,0.27,5.6,0.0,5942647.5,849.0,46609.0,108247.5,,,,,,,,,,,,,,,,,,0.11,,,,4.6,4.6,17609.0,2245147.5,,2.25,4.59,2.51,0.9136,95.54,2.5711
2023-08-08,47442.0,6167460.0,1.55,25.25,0.27,5.59,0.0,6058130.0,841.0,46601.0,109330.0,,,,,,,,0.0,,8.0,,,,,,,8.0,0.11,0.0,,,4.56,4.56,17608.0,2289040.0,,2.27,4.52,2.51,0.9142,95.57,2.5715
2023-08-09,47442.0,6120018.0,1.55,25.55,0.27,5.6,0.0,6011529.0,841.0,46601.0,108489.0,,,,,,,,,,,,,,,,,,0.11,,,,4.56,4.56,17608.0,2271432.0,,2.29,4.56,2.55,0.9127,95.49,2.5715
2023-08-10,47442.0,6120018.0,1.55,24.87,0.27,6.12,0.0,6011529.0,841.0,46601.0,108489.0,,,,,,,,,,,,,,,,,,0.11,,,,4.56,4.56,17593.0,2269497.0,,2.27,4.55,2.32,0.9205,95.91,2.5736
2023-08-11,46952.0,6033332.0,1.53,24.98,0.27,6.06,0.0,5988871.0,346.0,46606.0,44461.0,,,,,,5.0,,0.06,,495.0,,,,,0.0,,,0.04,,,,1.88,1.88,18082.0,2323537.0,,2.34,1.87,2.33,0.9399,96.92,2.5479
2023-08-14,46952.0,6103760.0,1.53,25.53,0.27,6.06,0.0,6058780.0,346.0,46606.0,44980.0,,,,,,,,,,,,,,,,,,0.04,,,,1.92,1.92,17681.0,2298530.0,,2.29,1.91,2.33,0.9399,96.92,2.6045
2023-08-15,46952.0,6103760.0,1.53,25.29,0.27,6.06,0.0,6058780.0,346.0,46606.0,44980.0,,,,,,,,,,,,,,,,,,0.05,,,,1.92,1.92,17652.0,2294760.0,,2.3,1.92,2.36,0.9393,96.88,2.6087
2023-08-16,47016.0,6135588.0,1.53,25.64,0.27,6.07,0.0,6086259.0,378.0,46638.0,49329.0,,,32.0,0.0,,,,,32.0,,,,0.0,32.0,,,,0.05,,,,2.1,2.1,17618.0,2299149.0,,2.3,2.09,2.36,0.9367,96.75,2.6126
2023-08-17,47022.0,6230415.0,1.53,25.78,0.27,6.07,0.0,6179932.5,381.0,46641.0,50482.5,,,3.0,0.0,,,,,3.0,,,,0.0,3.0,,,,0.05,,,,2.12,2.12,17617.0,2334252.5,,2.31,2.1,2.4,0.9356,96.69,2.6126
2023-08-18,46682.0,6092001.0,1.52,26.24,0.26,6.03,0.0,6086650.5,41.0,46641.0,5350.5,,,,,,,,0.04,,340.0,,,,,,,,0.01,,,,0.23,0.23,17997.0,2348608.5,,2.38,0.23,2.42,0.9493,97.4,2.588
2023-08-21,46672.0,5997352.0,1.52,26.78,0.26,6.02,0.0,5992726.0,36.0,46636.0,4626.0,,,,,,,,0.0,,5.0,,,,,,,5.0,0.0,0.0,,,0.2,0.2,17778.0,2284473.0,,2.31,0.2,2.38,0.9504,97.46,2.62
2023-08-22,45640.0,5887560.0,1.49,26.12,0.26,5.89,0.0,5882916.0,36.0,45604.0,4644.0,,,,,,,,,,,,,,,,,1032.0,0.0,0.13,,,0.2,0.2,17778.0,2293362.0,,2.29,0.2,0.15,0.9939,99.69,2.562
2023-08-23,45640.0,5910380.0,1.49,26.65,0.26,5.89,0.0,5905718.0,36.0,45604.0,4662.0,,,,,,,,,,,,,,,,,,0.0,,,,0.2,0.2,17778.0,2302251.0,,2.29,0.2,0.15,0.9939,99.69,2.562
2023-08-24,140.0,18130.0,0.0,0.08,0.0,0.02,0.0,13468.0,104.0,104.0,13468.0,,,,,,,,,,,,,,,,68.0,45500.0,0.01,5.87,,,0.42,0.42,24509.0,3173915.5,,3.18,0.42,48.57,0.4861,50.0,0.0057
2023-08-25,470.0,59596.03,0.02,0.28,0.0,0.06,0.0,59469.23,269.0,469.0,34109.21,,,,,,400.0,,0.0,,35.0,,,,,0.05,200.0,35.0,0.03,0.0,,,1.09,1.09,24344.0,3086820.53,,3.15,1.09,34.91,0.3852,48.82,0.0191
2023-08-28,470.0,60630.0,0.02,0.29,0.0,0.06,0.0,60501.0,269.0,469.0,34701.0,,,,,,,,,,,,,,,,,,0.03,,,,1.09,1.09,24309.0,3135861.0,,3.14,1.1,41.7,0.385,43.7,0.0191
2023-08-29,470.0,59925.0,0.02,0.3,0.0,0.06,0.0,59797.5,269.0,469.0,34297.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,1.09,0.0,0.0,,0.0,100.0,41.77,0.3849,43.62,0.0191
2023-08-30,512.0,66304.0,0.02,0.34,0.0,0.07,0.0,63455.0,290.0,490.0,37555.0,,,,,,21.0,,,,,,,,,0.0,21.0,,0.04,,,,1.18,1.18,24322.0,3149699.0,,3.11,1.17,38.37,0.3319,40.14,0.0208
2023-08-31,512.0,66304.0,0.02,0.35,0.0,0.07,0.0,63455.0,290.0,490.0,37555.0,,,,,,,,,,,,,,,,,,0.04,,,,1.18,1.18,24355.0,3153972.5,,3.16,1.18,38.21,0.3325,40.39,0.0208
2023-09-01,512.0,66048.0,0.02,0.34,0.0,0.07,0.0,63210.0,290.0,490.0,37410.0,,,,,,,,,,,,,,,,,,0.04,,,,1.18,1.18,24355.0,3141795.0,,3.15,1.18,38.27,0.3325,40.35,0.0208
2023-09-04,1412.0,181442.0,0.05,1.02,0.01,0.18,0.0,178615.0,290.0,1390.0,37265.0,,,,0.12,,,,,900.0,,,,0.12,,,,,0.04,,,,1.17,1.17,24415.0,3137327.5,,3.15,1.17,14.75,0.506,68.09,0.0572
2023-09-05,1344.0,170688.0,0.04,0.93,0.01,0.17,0.0,167894.0,1080.0,1322.0,137160.0,,,,,,,,0.01,,68.0,,,,,,858.0,68.0,0.14,0.01,,,4.37,4.37,23650.0,3003550.0,,3.03,4.41,15.6,0.488,66.4,0.0543
2023-09-06,46348.0,5700804.0,1.51,31.96,0.26,5.95,0.0,5697852.0,1082.0,46324.0,133086.0,,,2.0,0.0,,45000.0,,,2.0,,,,0.0,2.0,5.78,,,0.14,,,,4.46,4.46,23155.0,2848065.0,,2.9,4.52,1.92,0.9433,97.1,1.9123
2023-09-07,46306.0,5857709.0,1.51,31.25,0.26,5.94,0.0,5857329.5,1061.0,46303.0,134216.5,,,,,,,,0.0,,21.0,,,,,,,21.0,0.13,0.0,,,4.37,4.37,23191.0,2933661.5,,2.89,4.33,1.86,0.9466,97.28,1.9094
2023-09-08,46360.0,5795000.0,1.51,31.63,0.26,5.96,0.0,5791250.0,1088.0,46330.0,136000.0,,,27.0,0.0,,,,,27.0,,,,0.0,27.0,,,,0.14,,,,4.42,4.42,23545.0,2943125.0,,2.96,4.43,1.91,0.9431,97.09,1.882
2023-09-11,46540.0,5794230.0,1.52,41.86,0.26,5.98,0.0,5779290.0,1178.0,46420.0,146661.0,,,90.0,0.01,,,,,90.0,,,,0.01,90.0,,,,0.15,,,,4.75,4.75,23626.0,2941437.0,,2.94,4.74,1.88,0.9367,96.76,1.8763
2023-09-12,46539.0,5607949.5,1.52,64.3,0.26,5.98,0.0,5593610.0,1177.0,46420.0,141828.5,,,,,,,,0.0,,1.0,,,,,,,,0.15,,,,4.75,4.75,23626.0,2846933.0,,2.9,4.82,1.88,0.9369,96.77,1.8763
2023-09-13,46538.0,5607829.0,1.52,61.42,0.26,5.97,0.0,5593489.5,1177.0,46419.0,141828.5,,,,,,,,,,,,,,,,,1.0,0.14,0.0,,,4.75,4.75,23609.0,2844884.5,,2.84,4.75,1.82,0.9389,96.88,1.8776
2023-09-14,46534.0,5700415.0,1.52,62.02,0.26,5.97,0.0,5686082.5,1175.0,46417.0,143937.5,,,,,,,,0.0,,2.0,,,,,,,2.0,0.14,0.0,,,4.74,4.74,23607.0,2891857.5,,2.88,4.72,1.82,0.939,96.88,1.8777
2023-09-15,46534.0,5700415.0,1.52,63.61,0.26,5.97,0.0,5686082.5,1175.0,46417.0,143937.5,,,,,,,,,,,,,,,,,,0.14,,,,4.62,4.62,24270.0,2973075.0,,2.97,4.6,1.85,0.9381,96.83,1.8288
2023-09-18,47076.0,5649120.0,1.54,58.61,0.27,6.04,0.0,5638320.0,1148.0,46986.0,137760.0,,,,0.07,,,,0.0,596.0,27.0,,,0.07,,,,27.0,0.14,0.0,,,4.52,4.52,24267.0,2912040.0,,2.94,4.55,1.83,0.9178,95.77,1.8523
2023-09-19,46896.0,5580624.0,1.53,57.37,0.27,6.01,0.0,5580624.0,1058.0,46896.0,125902.0,,,,,,,,0.01,,90.0,,,,,,,90.0,0.13,0.01,,,4.18,4.18,24267.0,2887773.0,,2.91,4.18,1.8,0.9259,96.19,1.8518
2023-09-20,46896.0,5604072.0,1.53,56.01,0.27,6.01,0.0,5604072.0,1058.0,46896.0,126431.0,,,,,,,,,,,,,,,,,,0.13,,,,4.04,4.04,25142.0,3004469.0,,3.01,4.02,1.78,0.9265,96.23,1.7899
2023-09-21,46896.0,5533728.0,1.53,59.55,0.27,6.01,0.0,5533728.0,1058.0,46896.0,124844.0,,,,,,,,,,,,,,,,,,0.13,,,,4.04,4.04,25142.0,2966756.0,,3.0,4.06,1.79,0.9262,96.21,1.7899
2023-09-22,46896.0,5299248.0,1.53,58.99,0.27,6.01,0.0,5299248.0,1058.0,46896.0,119554.0,,,,,,,,,,,,,,,,,,0.12,,,,4.04,4.04,25142.0,2841046.0,,2.92,4.1,1.77,0.9271,96.26,1.7899
2023-09-25,46898.0,5369821.0,1.53,53.16,0.27,5.53,0.0,5369706.5,1059.0,46897.0,121255.5,,,,,,1.0,,,,,,,,,0.0,1.0,,0.12,,,,4.01,4.01,25370.0,2904865.0,,2.89,4.0,1.84,0.9241,96.1,1.7745
2023-09-26,46994.0,5380813.0,1.53,42.38,0.27,5.54,0.0,5375202.5,1107.0,46945.0,126751.5,,,48.0,0.01,,,,,48.0,,,,0.01,48.0,,,,0.13,,,,4.18,4.18,25370.0,2904865.0,,2.91,4.18,1.86,0.9195,95.86,1.7749
2023-09-27,47054.0,5528845.0,1.53,42.39,0.27,5.55,0.0,5519562.5,1137.0,46975.0,133597.5,,,30.0,0.0,,,,,30.0,,,,0.0,30.0,,,,0.13,,,,4.29,4.29,25370.0,2980975.0,,2.95,4.25,1.86,0.9172,95.74,1.7752
2023-09-28,47054.0,5481791.0,1.53,41.96,0.27,5.55,0.0,5472587.5,1137.0,46975.0,132460.5,,,,,,,,,,,,,,,,,,0.13,,,,4.29,4.29,25370.0,2955605.0,,2.97,4.29,1.9,0.9153,95.63,1.7752
2023-09-29,47054.0,5458264.0,1.53,44.9,0.27,5.55,0.0,5449100.0,1137.0,46975.0,131892.0,,,,,,,,,,,,,,,,,,0.13,,,,4.29,4.29,25370.0,2942920.0,,2.95,4.29,1.89,0.9159,95.67,1.7752
2023-10-02,47054.0,5528845.0,1.53,44.86,0.27,5.55,0.0,5519562.5,1137.0,46975.0,133597.5,,,,,,,,,,,,,,,,,,0.13,,,,4.29,4.29,25370.0,2980975.0,,2.97,4.29,1.88,0.9162,95.68,1.7752
2023-10-03,47052.0,5387454.0,1.53,44.91,0.27,5.55,0.0,5378523.0,1136.0,46974.0,130072.0,,,,,,,,0.0,,1.0,,,,,,,1.0,0.13,0.0,,,4.29,4.29,25370.0,2904865.0,,2.95,4.34,1.9,0.9153,95.64,1.7751
2023-10-04,46956.0,5446896.0,1.53,44.24,0.27,5.54,0.0,5443416.0,1088.0,46926.0,126208.0,,,,,,,,0.01,,48.0,,,,,,,48.0,0.12,0.01,,,4.11,4.11,25370.0,2942920.0,,2.92,4.08,1.86,0.921,95.93,1.7747
2023-10-05,48896.0,5574144.0,1.6,48.01,0.28,5.77,0.0,5574144.0,2058.0,48896.0,234612.0,,,71.0,0.24,,,,0.0,2000.0,30.0,,,0.24,71.0,,929.0,30.0,0.24,0.0,,,7.79,7.79,24367.0,2777838.0,,2.8,7.82,3.61,0.8502,92.09,1.8504
2023-10-06,48896.0,5891968.0,1.6,47.62,0.28,5.76,0.0,5891968.0,2058.0,48896.0,247989.0,,,,,,,,,,,,,,,,,,0.23,,,,7.76,7.76,24469.0,2948514.5,,2.87,7.52,3.55,0.852,92.18,1.8433
2023-10-09,48896.0,6014208.0,1.6,42.84,0.28,5.63,0.0,6014208.0,2058.0,48896.0,253134.0,,,,,,,,,,,,,,,,,,0.25,,,,7.76,7.76,24469.0,3009687.0,,2.93,7.81,3.84,0.8403,91.53,1.8433
2023-10-10,48896.0,5916416.0,1.6,42.29,0.28,5.64,0.0,5916416.0,2058.0,48896.0,249018.0,,,,,,,,,,,,,,,,,,0.25,,,,7.73,7.73,24563.0,2972123.0,,3.0,7.76,3.92,0.8377,91.38,1.8367
2023-10-11,49098.0,6014505.0,1.6,42.83,0.28,5.66,0.0,6002132.5,2159.0,48997.0,264477.5,,,,,,101.0,,,,,,,,,0.01,101.0,,0.26,,,,8.08,8.08,24563.0,3008967.5,,2.99,8.02,3.84,0.8323,91.09,1.8374
