,VAC FP Equity_DX_SI_QTY,VAC FP Equity_DX_SHORT_INTEREST_VALUE,VAC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VAC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VAC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VAC FP Equity_DX_SI_MV,VAC FP Equity_DX_DSS,VAC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VAC FP Equity_DX_SUPPLY_SI_QTY,VAC FP Equity_DX_BROKER_SI_QTY,VAC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VAC FP Equity_DX_BROKER_SI_MV_NEW_x,VAC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VAC FP Equity_DX_SUPPLY_SI_QTY_INC_x,VAC FP Equity_DX_BROKER_SI_MV_INC_x,VAC FP Equity_DX_SUPPLY_SI_MV_NEW,VAC FP Equity_DX_BROKER_SI_QTY_ADD,VAC FP Equity_DX_BROKER_SI_QTY_NEW,VAC FP Equity_DX_SUPPLY_SI_MV_DEC,VAC FP Equity_DX_BROKER_SI_QTY_INC,VAC FP Equity_DX_SUPPLY_SI_QTY_DEC,VAC FP Equity_DX_BROKER_SI_MV_NEW_y,VAC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VAC FP Equity_DX_BROKER_SI_MV_INC_y,VAC FP Equity_DX_SUPPLY_SI_QTY_INC_y,VAC FP Equity_DX_BROKER_SI_MV_ADD,VAC FP Equity_DX_SUPPLY_SI_QTY_ADD,VAC FP Equity_DX_BROKER_SI_QTY_DEC,VAC FP Equity_DX_SUPPLY_SI_MV,VAC FP Equity_DX_BROKER_SI_MV_DEC,VAC FP Equity_DX_SUPPLY_SI_MV_RMV,VAC FP Equity_DX_BROKER_SI_MV_RMV,VAC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VAC FP Equity_DX_UTILIZATION_QUANTITY,VAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VAC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VAC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VAC FP Equity_DX_ACTIVE_UTILIZATION_MV,VAC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VAC FP Equity_DX_BROKER_SI_CON_RATIO,VAC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VAC FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-02-07,1433697.0,1777784.28,0.48,5.84,0.32,1.88,0.0,1610756.28,1267510.0,1298997.0,1571712.4,,,,0.03,,25000.0,,,25000.0,,,,0.03,,0.03,25000.0,,1.62,,,,100.0,8.27,0.0,0.0,,0.0,100.0,23.06,0.3193,49.83,0.0936
2024-02-08,1528744.0,1883412.61,0.51,6.22,0.34,1.97,0.0,1738406.21,1331557.0,1411044.0,1640478.22,,,9375.0,0.13,,,,0.01,112047.0,6328.0,,,0.13,9375.0,,61000.0,,1.65,,,,48.98,8.69,1387000.0,1708784.0,,1.72,48.99,21.81,0.2874,46.94,0.0998
2024-02-09,1616144.0,1952301.95,0.54,6.57,0.36,2.07,0.0,1778953.95,1364857.0,1472644.0,1648747.26,,,33300.0,0.07,,,,,61600.0,,,,0.07,33300.0,,,,1.68,,,,49.98,8.91,1366200.0,1650369.6,,1.68,49.97,20.78,0.2642,44.63,0.1055
2024-02-12,1258079.0,1537372.54,0.42,5.06,0.28,1.56,0.0,1333909.54,1006792.0,1091579.0,1230299.82,,,10564.0,,,167800.0,,0.69,,559429.0,,,,10564.0,0.21,190800.0,548865.0,1.22,0.74,,,34.03,6.58,1951442.0,2384662.12,,2.36,34.03,23.29,0.175,27.42,0.0822
2024-02-13,1211213.0,1489791.99,0.4,4.83,0.27,1.52,0.0,1313286.99,936926.0,1067713.0,1152418.98,,,,0.06,,,,0.08,46000.0,69866.0,,,0.06,,,,69866.0,1.15,0.09,,,32.44,6.13,1951442.0,2400273.66,,2.38,32.48,24.33,0.1818,28.31,0.0792
2024-02-14,1223213.0,1489873.43,0.41,4.8,0.27,1.53,0.0,1315090.43,957626.0,1079713.0,1166388.47,,,2629.0,0.02,,,,,12000.0,,,,0.02,2629.0,,18071.0,,1.18,,,,32.92,6.26,1951442.0,2376856.36,,2.4,32.88,24.12,0.1798,27.83,0.08
2024-02-15,1288700.0,1561904.4,0.43,5.19,0.28,1.6,0.0,1360348.8,1008413.0,1122400.0,1222196.56,,,,0.05,,,,0.02,42687.0,14700.0,,,0.05,,,65487.0,,1.23,,,,34.07,6.59,1951442.0,2365147.7,,2.39,33.89,26.12,0.1786,26.51,0.0843
2024-02-16,1313736.0,1602757.92,0.44,5.31,0.29,1.63,0.0,1384255.92,1010649.0,1134636.0,1232991.78,,,10000.0,,,22800.0,,0.01,,7764.0,,,,10000.0,0.03,,10564.0,1.23,0.01,,,34.12,6.61,1951442.0,2380759.24,,2.37,34.12,25.45,0.172,26.17,0.0859
2024-02-19,1396736.0,1731952.64,0.47,5.78,0.31,1.74,0.0,1506768.64,1090149.0,1215136.0,1351784.76,,,79500.0,0.01,,77000.0,,,3500.0,,,,0.01,79500.0,0.09,,,1.33,,,,35.84,7.12,1951442.0,2419788.08,,2.38,35.88,23.94,0.1557,24.53,0.0913
2024-02-20,1475148.0,1843935.0,0.49,6.16,0.32,1.87,0.0,1585545.0,1139261.0,1268436.0,1424076.25,,,32478.0,0.07,,,,,53300.0,,,,0.07,32478.0,,16634.0,,1.41,,,,36.86,7.45,1951442.0,2439302.5,,2.42,36.88,22.73,0.1487,23.37,0.0964
2024-02-21,1530591.0,1943850.57,0.51,6.33,0.34,1.96,0.0,1681326.33,1149087.0,1323879.0,1459340.49,,,,0.06,,9826.0,,,45617.0,,,,0.06,,0.01,9826.0,,1.44,,,,37.06,7.51,1951442.0,2478331.34,,2.44,37.05,21.91,0.1417,22.65,0.1
2024-02-22,1686391.0,2124852.66,0.56,6.86,0.37,2.17,0.0,1864395.54,1304887.0,1479679.0,1644157.62,,,91000.0,0.09,,91000.0,,,64800.0,,,,0.09,91000.0,0.11,64800.0,,1.66,,,,41.22,8.49,1860442.0,2344156.92,,2.36,41.24,20.26,0.1414,24.04,0.1097
2024-02-23,1814748.0,2282952.98,0.61,7.72,0.4,2.33,0.0,1977621.29,1353844.0,1572036.0,1703135.75,,,48957.0,0.16,,,,,122957.0,,,,0.16,48957.0,,,30600.0,1.71,0.04,,,42.1,8.78,1862212.0,2342662.7,,2.36,41.94,18.83,0.1518,27.98,0.1177
2024-02-26,1953950.0,2438529.6,0.65,8.23,0.43,2.49,0.0,2135625.02,1430644.0,1711238.0,1785443.71,,,,0.17,,,,0.04,139202.0,28300.0,,,0.17,,,105100.0,,1.8,,,,43.45,9.27,1862212.0,2324040.58,,2.34,43.4,17.47,0.1521,27.71,0.1266
2024-02-27,2016397.0,2500332.28,0.67,8.46,0.44,2.57,0.0,2199369.4,1419291.0,1773685.0,1759920.84,,,63171.0,0.2,,,,0.12,153447.0,91000.0,,,0.2,63171.0,,16476.0,91000.0,1.78,0.12,,,42.08,9.18,1953212.0,2421982.88,,2.44,42.14,16.87,0.1473,26.88,0.1304
2024-02-28,2009578.0,2443646.85,0.67,8.43,0.44,2.54,0.0,2148509.06,1412472.0,1766866.0,1717565.95,,,,,,,,0.01,,6819.0,,,,,,,6819.0,1.75,0.01,,,41.97,9.14,1953212.0,2375105.79,,2.42,41.98,16.74,0.1465,26.73,0.1301
2024-02-29,2119701.0,2552120.0,0.71,8.61,0.47,2.63,0.0,2177435.2,1530107.0,1808501.0,1842248.83,,,118176.0,0.08,,,,0.03,70919.0,23884.0,,,0.08,118176.0,,23343.0,29284.0,1.86,0.04,,,44.54,9.89,1905012.0,2293634.45,,2.32,44.57,16.0,0.1291,23.28,0.137
2024-03-01,2353772.0,2899847.1,0.79,9.43,0.52,2.91,0.0,2598992.7,1762178.0,2109572.0,2171003.3,,,225071.0,0.28,,76000.0,,,225071.0,,,,0.28,225071.0,0.09,7000.0,,2.12,,,,48.05,11.34,1905012.0,2346974.78,,2.29,48.03,14.79,0.137,26.96,0.1515
2024-03-04,2470195.0,2924710.88,0.83,9.84,0.54,3.08,0.0,2558941.31,1888784.0,2161268.0,2236320.26,,,128963.0,0.11,,,,0.02,88296.0,26417.0,,,0.11,128963.0,,24060.0,36600.0,2.33,0.05,,,49.79,12.22,1905012.0,2255534.21,,2.35,49.79,13.47,0.1268,25.17,0.1599
2024-03-05,2401442.0,2800081.37,0.8,9.36,0.53,2.91,0.0,2525139.74,1913743.0,2165643.0,2231424.34,,,102358.0,0.12,,,,0.13,102358.0,97399.0,,,0.12,102358.0,,20000.0,97983.0,2.27,0.15,,,49.77,12.38,1931712.0,2252376.19,,2.29,49.8,14.05,0.132,25.68,0.1554
2024-03-06,2563736.0,2999571.12,0.86,9.75,0.56,3.07,0.0,2635224.93,1990274.0,2252329.0,2328620.58,,,86925.0,0.0,,136257.0,,0.17,4567.0,136496.0,,,0.0,86925.0,0.17,126102.0,54138.0,2.32,0.07,,,50.07,12.87,1984632.0,2322019.44,,2.31,50.05,13.35,0.1178,23.92,0.1658
2024-03-07,2619636.0,3169759.56,0.88,10.88,0.58,3.16,0.0,2749760.09,2105902.0,2272529.0,2548141.42,,,71727.0,0.03,,,,,20200.0,,,,0.03,71727.0,,43901.0,,2.47,,,,51.61,13.66,1974632.0,2389304.72,,2.31,51.64,13.41,0.1148,23.19,0.17
2024-03-08,2744623.0,3249633.63,0.92,11.44,0.6,3.35,0.0,2751161.34,2079989.0,2323616.0,2462706.98,,,13886.0,0.2,,,,0.19,150900.0,169283.0,,,0.2,13886.0,,129484.0,99813.0,2.52,0.12,,,51.43,13.5,1964632.0,2326124.29,,2.38,51.41,12.46,0.1086,22.02,0.1781
2024-03-11,2939289.0,3580054.0,0.98,12.42,0.65,3.6,0.0,3067267.48,2157558.0,2518282.0,2627905.64,,,17892.0,0.25,,,,0.04,194666.0,31862.0,,,0.25,17892.0,,91539.0,,2.56,,,,52.34,13.99,1964632.0,2392921.78,,2.33,52.43,11.85,0.1177,25.01,0.1906
2024-03-12,2813750.0,3421520.0,0.94,12.22,0.62,3.48,0.0,2997201.66,2014119.0,2464804.0,2449168.7,,,96500.0,0.2,,,,0.37,147140.0,312285.0,,,0.2,96500.0,,72346.0,200618.0,2.45,0.25,,,51.88,13.09,1868132.0,2271648.51,,2.28,51.86,12.71,0.1074,20.33,0.1828
2024-03-13,2815024.0,3434329.28,0.94,12.22,0.62,3.48,0.0,3008615.16,2015393.0,2466078.0,2458779.46,,,3224.0,0.0,,,,0.0,3224.0,1950.0,,,0.0,3224.0,,,1950.0,2.45,0.0,,,51.9,13.07,1868132.0,2279121.04,,2.27,51.86,12.68,0.1074,20.34,0.1825
2024-03-14,2776584.0,3431857.82,0.93,12.57,0.61,3.48,0.0,2942411.71,2083625.0,2380592.0,2575360.5,,,39383.0,0.03,,,,0.04,22252.0,32671.0,,,0.03,39383.0,,61520.0,107738.0,2.55,0.12,,,52.86,13.42,1858332.0,2296898.35,,2.27,52.94,12.75,0.1086,20.05,0.1788
2024-03-15,2772839.0,3277495.7,0.93,12.77,0.61,3.46,0.0,2789386.43,2096139.0,2359887.0,2477636.3,,,179374.0,0.06,,,,0.2,49752.0,166860.0,,,0.06,179374.0,,,70457.0,2.59,0.08,,,53.01,13.5,1858332.0,2196548.42,,2.3,53.01,12.99,0.1061,19.97,0.1786
2024-03-18,3047341.0,3620241.11,1.02,13.93,0.67,3.69,0.0,3052906.96,2366141.0,2569787.0,2810975.51,,,270002.0,0.24,,,,,209900.0,,,,0.24,270002.0,,,,2.82,,,,56.95,15.23,1788450.0,2124678.6,,2.11,57.18,14.07,0.1019,18.07,0.1961
2024-03-19,2936479.0,3470918.18,0.98,13.78,0.65,3.56,0.0,2830038.96,2257994.0,2394280.0,2668948.91,,,5607.0,0.04,,,,0.22,30193.0,184025.0,,,0.04,5607.0,,70271.0,205700.0,2.68,0.24,,,63.6,14.51,1292398.0,1527614.44,,1.54,63.6,12.14,0.1016,20.0,0.1887
2024-03-20,2595626.0,3109559.95,0.87,12.36,0.57,3.12,0.0,2460006.74,2071473.0,2053428.0,2481624.65,,,50000.0,,,,,0.28,,236521.0,,,,50000.0,,,340852.0,2.44,0.41,,,61.58,13.31,1292398.0,1548292.8,,1.53,61.54,13.09,0.1083,22.45,0.1668
2024-03-21,2743623.0,3231987.89,0.92,13.92,0.6,3.34,0.0,2561040.32,2065188.0,2174058.0,2432791.46,,,89109.0,0.19,,,,0.14,150112.0,122761.0,,,0.19,89109.0,,27367.0,29482.0,2.47,0.02,,,61.51,13.29,1292398.0,1522444.84,,1.55,61.45,12.66,0.1057,21.26,0.1766
2024-03-22,2658448.0,3211405.18,0.89,13.81,0.58,3.21,0.0,2625569.88,2039778.0,2173485.0,2464051.82,,,5628.0,,,,,0.13,,109886.0,,,,5628.0,,78848.0,573.0,2.4,0.0,,,59.7,13.13,1377000.0,1663416.0,,1.62,59.72,12.98,0.1101,21.79,0.1711
2024-03-25,2671946.0,3259774.12,0.89,13.9,0.59,3.29,0.0,2699845.36,2042276.0,2212988.0,2491576.72,,,26834.0,0.08,,,,0.07,53178.0,63675.0,,,0.08,26834.0,,39339.0,13675.0,2.45,0.01,,,59.73,13.15,1377000.0,1679940.0,,1.66,59.58,12.99,0.113,22.39,0.172
2024-03-26,2727114.0,3359804.45,0.91,14.43,0.6,3.38,0.0,2751015.34,2068222.0,2232967.0,2548049.5,,,60273.0,0.05,,,,0.05,36000.0,46766.0,,,0.05,60273.0,,12439.0,16021.0,2.52,0.02,,,51.56,13.31,1943352.0,2394209.66,,2.37,51.57,14.04,0.1126,21.93,0.1756
2024-03-27,2657757.0,3380666.9,0.89,14.71,0.58,3.34,0.0,2698259.26,1965964.0,2121273.0,2500706.21,,,29967.0,0.07,,,,0.22,52822.0,186083.0,,,0.07,29967.0,,53858.0,164516.0,2.43,0.2,,,50.29,12.66,1943352.0,2471943.74,,2.39,50.32,12.66,0.1071,21.43,0.1711
2024-03-28,2707799.0,3465982.72,0.9,14.77,0.6,3.45,0.0,2848194.56,2020518.0,2225152.0,2586263.04,,,90800.0,0.05,,90800.0,,0.04,42329.0,36246.0,,,0.05,90800.0,0.12,,29250.0,2.57,0.02,,,50.97,13.01,1943352.0,2487490.56,,2.47,51.01,14.13,0.1079,20.48,0.1743
2024-03-29,2707799.0,3465982.72,0.9,14.48,0.6,3.45,0.0,2848194.56,2020518.0,2225152.0,2586263.04,,,,,,,,,,,,,,,,,,2.59,,,,50.97,13.01,1943352.0,2487490.56,,2.49,50.97,14.2,0.108,20.44,0.1743
2024-04-01,2707799.0,3465982.72,0.9,14.48,0.6,3.47,0.0,2848194.56,1985518.0,2225152.0,2541463.04,,,,,,,,0.04,,35000.0,,,,,,,,2.55,,,,50.54,12.78,1943352.0,2487490.56,,2.49,50.58,14.12,0.108,20.49,0.1743
2024-04-02,2631173.0,3325802.67,0.88,14.07,0.58,3.39,0.0,2715736.86,2039103.0,2148526.0,2577426.19,,,7429.0,0.01,,,,0.03,7429.0,26644.0,,,0.01,7429.0,,72800.0,84055.0,2.61,0.08,,,51.2,13.01,1943352.0,2456396.93,,2.49,51.19,14.47,0.111,21.18,0.1679
2024-04-03,2737909.0,3504523.52,0.91,14.39,0.6,3.49,0.0,2860727.04,2070462.0,2234943.0,2650191.36,,,100472.0,0.14,,,,0.17,108417.0,130764.0,,,0.14,100472.0,,61651.0,22000.0,2.61,0.04,,,51.58,13.27,1943352.0,2487490.56,,2.46,51.54,13.86,0.1103,21.92,0.1754
2024-04-04,2723875.0,3628201.5,0.91,14.6,0.6,3.54,0.0,2954254.79,2038797.0,2217909.0,2715677.6,,,29599.0,0.04,,,,0.07,29599.0,61264.0,,,0.04,29599.0,,,46633.0,2.61,0.05,,,59.69,12.97,1377000.0,1834164.0,,1.76,59.68,12.86,0.1092,21.66,0.1732
2024-04-05,2696290.0,3580673.12,0.9,14.15,0.59,3.61,0.0,2875550.27,1986212.0,2165324.0,2637689.54,,,28266.0,0.05,,,,0.1,28266.0,80851.0,,,0.05,28266.0,,,80851.0,2.65,0.1,,,59.06,12.63,1377000.0,1828656.0,,1.83,59.05,13.12,0.119,24.12,0.1714
2024-04-08,2673276.0,3635655.36,0.89,14.14,0.59,3.58,0.0,2962262.24,2005817.0,2178134.0,2727911.12,,,101533.0,0.19,,,,0.17,146229.0,126624.0,,,0.19,101533.0,,44696.0,133419.0,2.66,0.18,,,100.0,12.75,0.0,0.0,,0.0,100.0,13.2,0.1106,22.69,0.17
2024-04-09,2688533.0,3672536.08,0.9,14.49,0.59,3.66,0.0,3030136.33,2021074.0,2218255.0,2760787.08,,,,0.07,,,,0.02,40121.0,18895.0,,,0.07,,,34152.0,,2.75,,,,100.0,12.88,0.0,0.0,,0.0,100.0,13.2,0.1124,22.92,0.1713
2024-04-10,2732477.0,3666984.13,0.91,15.06,0.6,3.76,0.0,3035871.06,2076218.0,2262199.0,2786284.56,,,99840.0,0.08,,,,0.06,43944.0,44696.0,,,0.08,99840.0,,,,2.84,,,,77.56,13.2,600798.0,806270.92,,0.82,77.61,12.92,0.1134,22.84,0.1738
2024-04-11,2686888.0,3584308.59,0.9,14.54,0.59,3.63,0.0,2991641.74,2060342.0,2242610.0,2748496.23,,,17932.0,0.01,,,,0.05,13000.0,33808.0,,,0.01,17932.0,,,32589.0,2.77,0.06,,,100.0,13.12,0.0,0.0,,0.0,100.0,12.65,0.1139,23.05,0.1711
2024-04-12,2477533.0,3295118.89,0.83,13.18,0.55,3.33,0.0,2704229.15,1850947.0,2033255.0,2461759.51,,,6779.0,0.03,,,,0.3,25000.0,221130.0,,,0.03,6779.0,,4956.0,234355.0,2.47,0.33,,,100.0,11.79,0.0,0.0,,0.0,100.0,11.67,0.1165,24.8,0.1579
2024-04-15,3037779.0,3900508.24,1.01,17.14,0.67,4.04,0.0,3045007.28,2391293.0,2371501.0,3070420.21,,,540072.0,0.45,,,,0.01,340338.0,9023.0,,,0.45,540072.0,,9297.0,2092.0,3.18,0.0,,,100.0,15.21,0.0,0.0,,0.0,100.0,17.27,0.1164,20.59,0.1932
2024-04-16,2676899.0,3351477.55,0.89,14.99,0.59,3.48,0.0,2517297.49,2038393.0,2010621.0,2552068.04,,,99871.0,0.1,,,,0.64,88400.0,464360.0,,,0.1,99871.0,,11589.0,449280.0,2.62,0.58,,,79.54,17.71,524336.0,656468.67,,0.67,79.53,12.72,0.1174,23.14,0.2326
2024-04-17,2469859.0,3161419.52,0.83,13.81,0.54,3.14,0.0,2362672.64,1855650.0,1845838.0,2375232.0,,,17943.0,0.01,,,,0.29,14677.0,200686.0,,,0.01,17943.0,,,179460.0,2.32,0.25,,,100.0,9.32,0.0,0.0,,0.0,100.0,11.81,0.1243,26.12,0.1241
2024-04-18,2438926.0,3170603.8,0.81,13.86,0.54,3.18,0.0,2345617.3,1827133.0,1804321.0,2375272.9,,,14877.0,0.04,,,,0.06,19483.0,53901.0,,,0.04,14877.0,,10507.0,61000.0,2.34,0.07,,,100.0,11.64,0.0,0.0,,0.0,100.0,10.55,0.1333,28.43,0.1553
2024-04-19,2504090.0,3245300.64,0.84,14.91,0.55,3.3,0.0,2379978.29,1847215.0,1836403.0,2393990.64,,,33082.0,0.07,,,,0.02,45082.0,13000.0,,,0.07,33082.0,,,13000.0,2.4,0.01,,,100.0,11.74,0.0,0.0,,0.0,100.0,10.24,0.142,30.48,0.1592
2024-04-22,2504165.0,3220356.19,0.84,15.25,0.55,3.28,0.0,2361710.71,1847290.0,1836478.0,2375614.94,,,75.0,0.0,,,,,75.0,,,,0.0,75.0,,,,2.39,,,,100.0,11.74,0.0,0.0,,0.0,100.0,10.26,0.1419,30.44,0.1591
2024-04-23,2494365.0,3232697.04,0.83,14.99,0.55,3.25,0.0,2347934.69,1862290.0,1811678.0,2413527.84,,,15000.0,0.02,,,,,15000.0,,,,0.02,15000.0,,,39800.0,2.39,0.05,,,100.0,11.82,0.0,0.0,,0.0,100.0,10.51,0.1444,30.44,0.1584
2024-04-24,2315493.0,3288000.06,0.77,13.97,0.51,3.09,0.0,2362750.78,1739521.0,1663909.0,2470119.82,,,,,,,,0.15,,122769.0,,,,,,,147769.0,2.26,0.17,,,100.0,11.07,0.0,0.0,,0.0,100.0,10.92,0.1437,30.65,0.1474
2024-04-25,2220439.0,3153023.38,0.74,11.29,0.49,3.15,0.0,2322914.1,1723467.0,1635855.0,2447323.14,,,55000.0,0.08,,,,0.09,55000.0,71054.0,,,0.08,55000.0,,,83054.0,2.45,0.07,,,100.0,10.97,0.0,0.0,,0.0,100.0,11.52,0.1544,32.48,0.1414
2024-04-26,1724420.0,2431432.2,0.58,8.47,0.38,2.45,0.0,1801032.48,1453189.0,1277328.0,2048996.49,,,7903.0,,,,,0.42,,294365.0,,,,7903.0,,16184.0,358527.0,2.07,0.51,,,100.0,7.3,0.0,0.0,,0.0,100.0,14.57,0.1015,18.66,0.0866
2024-04-29,1543705.0,2253809.3,0.52,7.49,0.34,2.21,0.0,1677564.82,1331555.0,1149017.0,1944070.3,,,,0.01,,,,0.17,8623.0,121634.0,,,0.01,,,,136934.0,1.88,0.19,,,100.0,6.69,0.0,0.0,,0.0,100.0,16.17,0.1062,18.47,0.0775
2024-04-30,1531273.0,2205033.12,0.51,7.37,0.34,2.24,0.0,1638624.96,1306506.0,1137934.0,1881368.64,,,,0.01,,,,0.08,3917.0,60846.0,,,0.01,,,35797.0,15000.0,1.91,0.02,,,100.0,8.32,0.0,0.0,,0.0,100.0,16.29,0.1084,19.22,0.0975
2024-05-01,1546273.0,2226633.12,0.52,7.51,0.34,2.25,0.0,1660224.96,1306506.0,1152934.0,1881368.64,,,,0.02,,,,,15000.0,,,,0.02,,,,,1.88,,,,100.0,8.32,0.0,0.0,,0.0,100.0,16.04,0.1054,18.7,0.0984
2024-05-02,1488498.0,2069012.22,0.5,7.23,0.33,2.14,0.0,1522271.01,1306431.0,1095159.0,1815939.09,,,,,,,,0.0,,75.0,,,,,,,57775.0,1.88,0.09,,,100.0,8.32,0.0,0.0,,0.0,100.0,16.85,0.1127,19.62,0.0947
2024-05-03,1345265.0,1875299.41,0.45,6.08,0.3,1.9,0.0,1336742.84,1168698.0,958926.0,1629165.01,,,,,,,,0.21,,137733.0,,,,,,,136233.0,1.62,0.2,,,100.0,7.44,0.0,0.0,,0.0,100.0,18.44,0.1253,20.85,0.0856
2024-05-06,1313791.0,1831424.65,0.44,5.87,0.29,1.86,0.0,1274513.29,1203846.0,914285.0,1678161.32,,,,,,,,0.09,,62709.0,,,,,,97857.0,44641.0,1.68,0.07,,,100.0,7.66,0.0,0.0,,0.0,100.0,17.81,0.1208,18.92,0.0836
2024-05-07,1310755.0,1853407.57,0.44,5.86,0.29,1.86,0.0,1295215.52,1134188.0,915994.0,1603741.83,,,1709.0,0.0,,,,0.1,1709.0,71367.0,,,0.0,1709.0,,,,1.58,,,,100.0,7.22,0.0,0.0,,0.0,100.0,17.73,0.1203,18.91,0.0834
2024-05-08,1311780.0,1886339.64,0.44,5.93,0.29,1.88,0.0,1318673.32,1135213.0,917019.0,1632436.29,,,1025.0,0.0,,,,,1025.0,,,,0.0,1025.0,,,,1.61,,,,100.0,7.22,0.0,0.0,,0.0,100.0,17.89,0.1205,18.81,0.0835
2024-05-09,1488782.0,2182554.41,0.5,6.79,0.33,2.16,0.0,1603834.79,1304215.0,1094021.0,1911979.19,,,169002.0,0.26,,,,,177002.0,,,,0.26,169002.0,,,,1.87,,,,100.0,8.3,0.0,0.0,,0.0,100.0,15.74,0.1076,16.55,0.0948
2024-05-10,1477986.0,2222890.94,0.49,6.62,0.33,2.19,0.0,1629170.4,1300298.0,1083225.0,1955648.19,,,,,,,,0.01,,3917.0,,,,,,,10796.0,1.9,0.01,,,100.0,8.28,0.0,0.0,,0.0,100.0,14.99,0.1066,16.57,0.0941
2024-05-13,1262294.0,1923736.06,0.42,5.44,0.28,1.9,0.0,1322120.29,1077727.0,867533.0,1642455.95,,,,,,,,0.31,,222571.0,,,,,,,215692.0,1.62,0.32,,,100.0,6.85,0.0,0.0,,0.0,100.0,15.25,0.1137,19.41,0.0802
2024-05-14,1215995.0,1855608.37,0.41,5.21,0.27,1.85,0.0,1253203.08,1092164.0,821234.0,1666642.26,,,,,,,,0.07,,46299.0,,,,,,60736.0,46299.0,1.66,0.07,,,100.0,6.93,0.0,0.0,,0.0,100.0,15.84,0.1136,20.14,0.0772
2024-05-15,1264251.0,1888790.99,0.42,5.44,0.28,1.91,0.0,1337124.02,1079684.0,894996.0,1613047.9,,,,0.01,,76100.0,,0.13,5229.0,88580.0,,,0.01,,0.12,76100.0,7567.0,1.64,0.01,,,100.0,6.85,0.0,0.0,,0.0,100.0,13.13,0.1022,19.47,0.0802
2024-05-16,1218291.0,1839619.41,0.41,5.11,0.27,1.83,0.0,1290695.15,1041724.0,854765.0,1573003.24,,,,,,,,0.07,,37960.0,,,,,,,40231.0,1.56,0.07,,,100.0,6.61,0.0,0.0,,0.0,100.0,13.19,0.1047,20.09,0.0774
2024-05-17,1200562.0,1815249.74,0.4,5.01,0.26,1.81,0.0,1292404.68,1023995.0,854765.0,1548280.44,,,,,,,,0.03,,17729.0,,,,,,,,1.55,,,,100.0,6.5,0.0,0.0,,0.0,100.0,11.94,0.1042,20.44,0.0762
2024-05-20,1166665.0,1784997.45,0.39,4.89,0.26,1.77,0.0,1307790.45,990098.0,854765.0,1514849.94,,,,,,,,0.05,,33897.0,,,,,,,,1.5,,,,100.0,6.28,0.0,0.0,,0.0,100.0,11.56,0.104,20.99,0.074
2024-05-21,1240192.0,1919817.22,0.41,5.12,0.27,1.9,0.0,1413466.42,1108580.0,913092.0,1716081.84,,,44653.0,0.02,,76100.0,,0.05,15200.0,32973.0,,,0.02,44653.0,0.12,106802.0,32973.0,1.7,0.05,,,100.0,7.03,0.0,0.0,,0.0,100.0,12.29,0.1033,19.71,0.0786
2024-05-22,1254268.0,1944115.4,0.42,4.98,0.28,1.94,0.0,1445545.5,1062501.0,932610.0,1646876.55,,,895.0,0.03,,,,0.1,19518.0,65151.0,,,0.03,895.0,,18177.0,,1.65,,,,100.0,6.72,0.0,0.0,,0.0,100.0,12.17,0.1016,19.46,0.0794
2024-05-23,1272761.0,1926960.15,0.43,4.99,0.28,1.95,0.0,1358925.52,1080994.0,897573.0,1636624.92,,,89300.0,,,,,0.11,,70807.0,,,,89300.0,,,35037.0,1.68,0.06,,,45.64,6.84,1287700.0,1949577.8,,2.0,45.68,12.08,0.1003,19.32,0.0805
2024-05-24,1308558.0,1968071.23,0.44,5.02,0.29,1.98,0.0,1403788.48,1026393.0,933370.0,1543695.07,,,,0.05,,,,,35797.0,,,,0.05,,,35797.0,,1.56,,0.14,,44.35,6.54,1287700.0,1936700.8,90398.0,1.95,44.42,11.65,0.0972,18.79,0.0834
2024-05-27,1297176.0,1979490.58,0.43,5.04,0.29,1.96,0.0,1406953.69,996011.0,921988.0,1519912.79,,,,0.03,,,,0.05,19000.0,30382.0,,,0.03,,,,30382.0,1.5,0.05,,,43.61,6.35,1287700.0,1965030.2,,1.94,43.62,11.69,0.0989,18.9,0.0827
2024-05-28,1243157.0,1857276.56,0.42,4.84,0.27,1.88,0.0,1320861.83,957192.0,884111.0,1430044.85,,,,0.05,,,,0.1,32700.0,71519.0,,,0.05,,,32700.0,70577.0,1.46,0.11,,,42.64,6.11,1287700.0,1923823.8,,1.94,42.94,12.33,0.1046,19.83,0.0793
