,BOI FP Equity_DX_SI_QTY,BOI FP Equity_DX_SHORT_INTEREST_VALUE,BOI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BOI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BOI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BOI FP Equity_DX_SI_MV,BOI FP Equity_DX_DSS,BOI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BOI FP Equity_DX_SUPPLY_SI_QTY,BOI FP Equity_DX_BROKER_SI_QTY,BOI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BOI FP Equity_DX_BROKER_SI_MV_NEW_x,BOI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BOI FP Equity_DX_SUPPLY_SI_QTY_INC_x,BOI FP Equity_DX_BROKER_SI_MV_INC_x,BOI FP Equity_DX_SUPPLY_SI_MV_NEW,BOI FP Equity_DX_BROKER_SI_QTY_ADD,BOI FP Equity_DX_BROKER_SI_QTY_NEW,BOI FP Equity_DX_SUPPLY_SI_MV_DEC,BOI FP Equity_DX_BROKER_SI_QTY_INC,BOI FP Equity_DX_SUPPLY_SI_QTY_DEC,BOI FP Equity_DX_BROKER_SI_MV_NEW_y,BOI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BOI FP Equity_DX_BROKER_SI_MV_INC_y,BOI FP Equity_DX_SUPPLY_SI_QTY_INC_y,BOI FP Equity_DX_BROKER_SI_MV_ADD,BOI FP Equity_DX_SUPPLY_SI_QTY_ADD,BOI FP Equity_DX_BROKER_SI_QTY_DEC,BOI FP Equity_DX_SUPPLY_SI_MV,BOI FP Equity_DX_BROKER_SI_MV_DEC,BOI FP Equity_DX_SUPPLY_SI_MV_RMV,BOI FP Equity_DX_BROKER_SI_MV_RMV,BOI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BOI FP Equity_DX_UTILIZATION_QUANTITY,BOI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BOI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BOI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BOI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BOI FP Equity_DX_ACTIVE_UTILIZATION_MV,BOI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BOI FP Equity_DX_BROKER_SI_CON_RATIO,BOI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BOI FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-10-03,19583.0,860672.85,0.37,6.17,0.11,0.86,0.0,525334.35,14297.0,11953.0,628353.15,,,,0.09,,,,0.05,2028.0,1097.0,,,0.09,,,4402.0,,0.63,,,,2.28,2.28,611594.0,26879556.3,,27.01,2.29,21.19,0.3762,55.05,0.0313
2022-10-04,16382.0,737190.0,0.31,5.2,0.09,0.73,0.0,446850.0,11096.0,9930.0,499320.0,,,,,,,,0.14,,3201.0,,,,,,,2023.0,0.48,0.09,,,1.77,1.77,615056.0,27677520.0,,27.04,1.76,24.87,0.5091,66.49,0.0262
2022-10-05,16382.0,732275.4,0.31,5.35,0.09,0.74,0.0,443871.0,11096.0,9930.0,495991.2,,,,,,,,,,,,,,,,,,0.5,,,,1.77,1.77,615922.0,27531713.4,,27.74,1.77,25.39,0.5013,65.68,0.0261
2022-10-06,17516.0,792599.0,0.33,5.77,0.1,0.79,0.0,449332.5,12230.0,9930.0,553407.5,,,1067.0,,,,,,,,,,,1067.0,,67.0,,0.55,,,,1.95,1.95,614788.0,27819157.0,,27.62,1.95,23.56,0.4537,61.7,0.0279
2022-10-07,17516.0,819748.8,0.33,5.75,0.1,0.81,0.0,464724.0,12230.0,9930.0,572364.0,,,,,,,,,,,,,,,,,,0.56,,,,1.95,1.95,614517.0,28759395.6,,28.12,1.94,23.37,0.456,61.98,0.0279
2022-10-10,19833.0,943059.15,0.37,6.23,0.11,0.94,0.0,472171.5,12230.0,9930.0,581536.5,,,,,,,,,,,,,,,,,,0.58,,,,1.95,1.95,614490.0,29218999.5,,28.95,1.95,20.79,0.4949,66.19,0.0316
2022-10-11,19473.0,952229.7,0.37,5.84,0.11,0.93,0.0,581274.3,14187.0,11887.0,693744.3,,,58.0,0.05,,1000.0,,,957.0,,,,0.05,58.0,0.05,1899.0,,0.68,,,,100.0,2.26,0.0,0.0,,0.0,100.0,20.89,0.4306,60.86,0.0311
2022-10-12,18958.0,917567.2,0.36,5.41,0.11,0.92,0.0,575330.8,13672.0,11887.0,661724.8,,,,,,,,0.02,,515.0,,,,,,,,0.67,,,,100.0,2.18,0.0,0.0,,0.0,100.0,21.99,0.4434,61.9,0.0302
2022-10-13,18958.0,917567.2,0.36,5.42,0.11,0.91,0.0,575330.8,13672.0,11887.0,661724.8,,,,,,,,,,,,,,,,,,0.66,,,,100.0,2.17,0.0,0.0,,0.0,100.0,21.86,0.4456,62.14,0.03
2022-10-14,18339.0,887607.6,0.35,5.25,0.1,0.89,0.0,575330.8,13053.0,11887.0,631765.2,,,,,,,,0.03,,619.0,,,,,,,,0.63,,,,2.08,2.08,615236.0,29777422.4,,29.77,2.08,22.64,0.4695,64.11,0.0292
2022-10-17,21017.0,1038239.8,0.4,5.82,0.12,1.02,0.0,744705.0,15731.0,15075.0,777111.4,,,,0.16,,,,0.02,3188.0,510.0,,,0.16,,,3188.0,,0.76,,,,2.5,2.5,612674.0,30266095.6,,29.73,2.49,19.52,0.5527,71.51,0.0334
2022-10-18,20145.0,968974.5,0.38,5.4,0.11,0.98,0.0,712409.1,14859.0,14811.0,714717.9,,,,,,,,0.04,,872.0,,,,,,,264.0,0.73,0.01,,,2.37,2.37,610845.0,29381644.5,,29.94,2.38,20.93,0.5931,73.96,0.0322
2022-10-19,16909.0,805713.85,0.32,4.5,0.1,0.81,0.0,553835.95,14811.0,11623.0,705744.15,,,,,,,,0.0,,48.0,,,,,,,3188.0,0.71,0.16,,,2.37,2.37,610806.0,29104905.9,,29.39,2.37,24.74,0.5453,69.34,0.027
2022-10-20,16909.0,786268.5,0.32,4.57,0.1,0.8,0.0,540469.5,11623.0,11623.0,540469.5,,,,,,,,0.15,,3188.0,,,,,,,,0.55,,,,1.86,1.86,613994.0,28550721.0,,29.08,1.86,24.83,0.5435,69.16,0.027
2022-10-21,16909.0,771050.4,0.32,4.64,0.1,0.78,0.0,530008.8,11623.0,11623.0,530008.8,,,,,,,,,,,,,,,,,,0.54,,,,1.86,1.86,613941.0,27995709.6,,28.39,1.86,24.72,0.5434,69.19,0.027
2022-10-24,21010.0,940197.5,0.4,5.4,0.12,0.95,0.0,611419.25,13663.0,13663.0,611419.25,,,,0.09,,,,0.0,2040.0,21.0,,,0.09,,,2061.0,,0.62,,,,2.18,2.18,611902.0,27382614.5,,27.71,2.19,19.81,0.3894,55.57,0.0336
2022-10-25,22010.0,983847.0,0.41,5.6,0.13,0.98,0.0,610736.1,13663.0,13663.0,610736.1,,,,,,,,,,,,,,,,,,0.61,,,,2.2,2.2,608530.0,27201291.0,,27.16,2.2,18.79,0.3637,53.41,0.0354
2022-10-26,14025.0,629722.5,0.26,3.43,0.08,0.63,0.0,391572.9,10620.0,8721.0,476838.0,,,,,,,,0.14,,3043.0,,,,,,,4942.0,0.47,0.22,,,1.71,1.71,611573.0,27459627.7,,27.26,1.71,29.38,0.5815,70.37,0.0225
2022-10-27,15025.0,670115.0,0.28,3.59,0.09,0.67,0.0,433556.6,9721.0,9721.0,433556.6,,,1000.0,,,1000.0,,0.09,,1899.0,,,,1000.0,0.04,,,0.44,,,,1.56,1.56,612472.0,27316251.2,,27.53,1.57,27.73,0.509,65.4,0.0241
2022-10-28,20001.0,899044.95,0.38,4.73,0.11,0.9,0.0,436958.95,13322.0,9721.0,598823.9,,,,,,,,,,,,,,,,3601.0,,0.6,,,,2.14,2.14,608969.0,27373156.55,,27.24,2.14,20.69,0.3933,56.2,0.0321
2022-10-31,13790.0,637098.0,0.26,3.2,0.08,0.63,0.0,392053.2,8486.0,8486.0,392053.2,,,,,,140.0,,0.21,,4836.0,,,,,0.01,,1375.0,0.38,0.06,,,1.36,1.36,613516.0,28344439.2,,27.82,1.36,29.74,0.4745,61.71,0.0222
2022-11-01,13650.0,624487.5,0.26,3.1,0.08,0.62,0.0,381829.5,8346.0,8346.0,381829.5,,,,,,,,0.01,,140.0,,,,,,,140.0,0.39,0.01,,,1.34,1.34,613726.0,28077964.5,,28.26,1.35,30.23,0.4846,62.29,0.0219
2022-11-02,14650.0,658517.5,0.28,3.33,0.08,0.67,0.0,375152.7,8346.0,8346.0,375152.7,,,,,,,,,,,,,,,,,,0.38,,,,1.34,1.34,613688.0,27585275.6,,27.99,1.35,28.64,0.4305,57.42,0.0236
2022-11-03,13650.0,612885.0,0.26,3.07,0.08,0.62,0.0,329835.4,8346.0,7346.0,374735.4,,,,,,,,,,,,,,,,,1000.0,0.38,0.05,,,1.33,1.33,616938.0,27700516.2,,27.84,1.33,30.62,0.4805,61.75,0.0218
2022-11-04,12650.0,563557.5,0.24,2.94,0.07,0.57,0.0,327264.3,7346.0,7346.0,327264.3,,,,,,,,0.05,,1000.0,,,,,,,,0.33,,,,1.17,1.17,617938.0,27529137.9,,27.67,1.17,32.6,0.5567,67.11,0.0202
2022-11-07,12650.0,565455.0,0.24,3.0,0.07,0.56,0.0,328366.2,7346.0,7346.0,328366.2,,,,,,,,,,,,,,,,,,0.33,,,,1.17,1.17,618593.0,27651107.1,,27.48,1.17,32.55,0.5571,67.17,0.0202
2022-11-08,12650.0,557232.5,0.24,3.01,0.07,0.56,0.0,323591.3,7346.0,7346.0,323591.3,,,,,,,,,,,,,,,,,,0.33,,,,1.18,1.18,617457.0,27198980.85,,27.4,1.18,32.79,0.5554,66.92,0.0202
2022-11-09,12650.0,553437.5,0.24,2.99,0.07,0.56,0.0,321387.5,7346.0,7346.0,321387.5,,,,,,,,,,,,,,,,,,0.32,,,,1.18,1.18,617605.0,27020218.75,,27.21,1.17,32.91,0.5546,66.8,0.0202
2022-11-10,12650.0,562925.0,0.24,2.94,0.07,0.56,0.0,326897.0,7346.0,7346.0,326897.0,,,,,,,,,,,,,,,,,,0.32,,,,1.18,1.18,616099.0,27416405.5,,26.93,1.17,32.33,0.5587,67.39,0.0203
2022-11-11,12650.0,552172.5,0.24,2.86,0.07,0.56,0.0,320652.9,7346.0,7346.0,320652.9,,,,,,,,,,,,,,,,,,0.33,,,,1.18,1.18,616583.0,26913847.95,,27.16,1.18,32.81,0.5553,66.91,0.0203
2022-11-14,12650.0,549010.0,0.24,2.85,0.07,0.55,0.0,318816.4,7346.0,7346.0,318816.4,,,,,,,,,,,,,,,,,,0.32,,,,1.18,1.18,616583.0,26759702.2,,26.89,1.18,32.81,0.5553,66.91,0.0203
2022-11-15,16472.0,727238.8,0.31,3.63,0.09,0.72,0.0,459469.05,10407.0,10407.0,459469.05,,,2700.0,0.03,,2300.0,,,761.0,,,,0.03,2700.0,0.1,361.0,,0.45,,,,1.67,1.67,613566.0,27088938.9,,26.74,1.66,25.0,0.3575,51.64,0.0264
2022-11-16,18698.0,812428.1,0.35,4.1,0.11,0.82,0.0,548903.85,12633.0,12633.0,548903.85,,,,0.1,,,,,2226.0,,,,0.1,,,2226.0,,0.56,,,,2.02,2.02,611227.0,26557813.15,,26.84,2.03,22.28,0.3103,45.22,0.03
2022-11-17,14950.0,665275.0,0.28,3.26,0.09,0.66,0.0,429247.0,9646.0,9646.0,429247.0,,,,,,,,0.13,,2987.0,,,,,,,2987.0,0.42,0.13,,,1.55,1.55,614272.0,27335104.0,,26.88,1.54,27.49,0.4241,57.04,0.024
2022-11-18,14950.0,665275.0,0.28,3.2,0.09,0.66,0.0,429247.0,9646.0,9646.0,429247.0,,,,,,,,,,,,,,,,,,0.43,,,,1.55,1.55,613637.0,27306846.5,,27.31,1.55,27.81,0.423,56.82,0.024
2022-11-21,17250.0,763312.5,0.32,3.77,0.1,0.77,0.0,426835.5,9646.0,9646.0,426835.5,,,,,,,,,,,,,,,,,,0.43,,,,1.55,1.55,613619.0,27152640.75,,27.36,1.56,26.66,0.3693,48.99,0.0277
2022-11-22,12650.0,566087.5,0.24,2.87,0.07,0.56,0.0,328733.5,7346.0,7346.0,328733.5,,,,,,,,0.11,,2300.0,,,,,,,2300.0,0.33,0.1,,,1.18,1.18,616141.0,27572309.75,,27.29,1.18,32.56,0.557,67.16,0.0203
2022-11-23,9436.0,425563.6,0.18,2.2,0.05,0.42,0.0,331304.6,7346.0,7346.0,331304.6,,,,,,,,,,,,,,,,,,0.33,,,,1.18,1.18,616178.0,27789627.8,,27.53,1.18,43.67,0.5038,55.95,0.0151
2022-11-24,12798.0,584868.6,0.24,3.08,0.07,0.58,0.0,242392.8,7494.0,5304.0,342475.8,,,,,,,,0.09,,2042.0,,,,,,2190.0,2042.0,0.34,0.09,,,1.2,1.2,616268.0,28163447.6,,27.86,1.2,32.23,0.3874,50.45,0.0205
2022-11-25,10709.0,490472.2,0.2,2.43,0.06,0.49,0.0,242923.2,5405.0,5304.0,247549.0,,,,,,,,0.09,,2089.0,,,,,,,,0.25,,,,0.87,0.87,618488.0,28326750.4,,28.28,0.87,38.68,0.5102,60.05,0.0172
2022-11-28,10608.0,482664.0,0.2,2.41,0.06,0.49,0.0,241332.0,5304.0,5304.0,241332.0,,,,,,,,0.0,,101.0,,,,,,,,0.24,,,,0.85,0.85,618760.0,28153580.0,,28.35,0.85,39.23,0.5191,60.43,0.017
2022-11-29,10608.0,487968.0,0.2,2.48,0.06,0.48,0.0,243984.0,5304.0,5304.0,243984.0,,,,,,,,,,,,,,,,,,0.24,,,,0.85,0.85,619286.0,28487156.0,,28.31,0.85,39.03,0.52,60.63,0.017
2022-11-30,10608.0,479481.6,0.2,2.39,0.06,0.49,0.0,239740.8,5304.0,5304.0,239740.8,,,,,,,,,,,,,,,,,,0.24,,,,0.85,0.85,622104.0,28119100.8,,28.43,0.85,39.2,0.5192,60.46,0.0169
2022-12-01,10592.0,482995.2,0.2,2.35,0.06,0.48,0.0,241497.6,5296.0,5296.0,241497.6,,,,,,,,0.0,,8.0,,,,,,,8.0,0.24,0.0,,,0.84,0.84,623506.0,28431873.6,,28.2,0.85,38.54,0.524,61.27,0.0168
2022-12-02,12697.0,571365.0,0.24,2.85,0.07,0.58,0.0,333495.0,7411.0,7411.0,333495.0,,,,0.1,,,,0.0,2115.0,10.0,,,0.1,,,2125.0,,0.34,,,,1.18,1.18,621443.0,27964935.0,,28.2,1.18,32.72,0.3905,50.54,0.0202
2022-12-05,12697.0,571365.0,0.24,3.07,0.07,0.57,0.0,333495.0,7411.0,7411.0,333495.0,,,,,,,,,,,,,,,,,,0.33,,,,1.18,1.18,622098.0,27994410.0,,27.99,1.18,32.62,0.391,50.66,0.0202
2022-12-06,10621.0,478476.05,0.2,2.61,0.06,0.48,0.0,240341.75,5335.0,5335.0,240341.75,,,,,,,,0.09,,2076.0,,,,,,,2076.0,0.24,0.09,,,0.85,0.85,624015.0,28111875.75,,28.14,0.85,39.12,0.5181,60.42,0.0169
2022-12-07,10621.0,479007.1,0.2,2.73,0.06,0.48,0.0,240608.5,5335.0,5335.0,240608.5,,,,,,,,,,,,,,,,,,0.24,,,,0.85,0.85,623962.0,28140686.2,,28.11,0.85,39.0,0.5186,60.54,0.0169
2022-12-08,12694.0,574403.5,0.24,3.35,0.07,0.57,0.0,335212.0,7408.0,7408.0,335212.0,,,1219.0,0.09,,,,,2073.0,,,,0.09,1219.0,,854.0,,0.33,,,,1.18,1.18,621948.0,28143147.0,,28.02,1.17,32.59,0.3916,50.77,0.0202
2022-12-09,12694.0,580750.5,0.24,3.4,0.07,0.58,0.0,338916.0,7408.0,7408.0,338916.0,,,,,,,,,,,,,,,,,,0.34,,,,1.18,1.18,621948.0,28454121.0,,28.22,1.17,32.58,0.3913,50.73,0.0202
2022-12-12,10621.0,485379.7,0.2,2.84,0.06,0.49,0.0,243809.5,5335.0,5335.0,243809.5,,,,,,,,0.09,,2073.0,,,,,,,2073.0,0.24,0.09,,,0.85,0.85,624079.0,28520410.3,,28.53,0.85,39.04,0.5185,60.5,0.0169
2022-12-13,10621.0,481662.35,0.2,2.89,0.06,0.48,0.0,241942.25,5335.0,5335.0,241942.25,,,,,,,,,,,,,,,,,,0.24,,,,0.85,0.85,623636.0,28281892.6,,28.34,0.85,39.02,0.5186,60.52,0.0169
2022-12-14,12652.0,574400.8,0.24,3.35,0.07,0.57,0.0,334416.4,7366.0,7366.0,334416.4,,,1219.0,0.09,,,,,2031.0,,,,0.09,1219.0,,812.0,,0.33,,,,1.17,1.17,621001.0,28193445.4,,28.13,1.17,32.74,0.3928,50.86,0.0201
2022-12-15,10629.0,478836.45,0.2,2.86,0.06,0.48,0.0,240702.15,5343.0,5343.0,240702.15,,,,,,,,0.09,,2023.0,,,,,,,2023.0,0.24,0.09,,,0.85,0.85,623024.0,28067231.2,,28.22,0.85,39.12,0.5172,60.35,0.0169
2022-12-16,11629.0,530863.85,0.22,3.21,0.07,0.53,0.0,289557.95,6343.0,6343.0,289557.95,,,1000.0,,,1000.0,,,,,,,,1000.0,0.05,,,0.29,,,,1.01,1.01,622024.0,28395395.6,,28.17,1.01,35.51,0.4399,55.34,0.0185
2022-12-19,11629.0,539585.6,0.22,3.0,0.07,0.53,0.0,294315.2,6343.0,6343.0,294315.2,,,,,,,,,,,,,,,,,,0.29,,,,1.01,1.01,623095.0,28911608.0,,28.55,1.0,35.5,0.441,55.46,0.0185
2022-12-20,11600.0,537660.0,0.22,3.01,0.07,0.54,0.0,292653.9,6314.0,6314.0,292653.9,,,,,,,,0.0,,29.0,,,,,,,29.0,0.29,0.0,,,1.0,1.0,623156.0,28883280.6,,28.84,1.0,35.7,0.4437,55.6,0.0184
2022-12-21,11488.0,531320.0,0.22,2.92,0.07,0.53,0.0,435490.0,9416.0,9416.0,435490.0,,,3102.0,0.14,,,,,3102.0,,,,0.14,3102.0,,,,0.44,,,,1.49,1.49,623899.0,28855328.75,,28.9,1.49,36.21,0.4406,54.97,0.0181
2022-12-22,9615.0,452385.75,0.18,2.49,0.05,0.45,0.0,307848.15,9075.0,6543.0,426978.75,,,,,,,,0.02,,341.0,,,,,,,2873.0,0.42,0.13,,,1.43,1.43,624327.0,29374585.35,,28.98,1.43,36.25,0.3577,42.9,0.0152
2022-12-23,9274.0,440515.0,0.17,2.46,0.05,0.43,0.0,294595.0,6202.0,6202.0,294595.0,,,,,,,,0.13,,2873.0,,,,,,,341.0,0.29,0.02,,,0.98,0.98,627200.0,29792000.0,,29.45,0.96,33.94,0.3589,44.6,0.0146
2022-12-26,9274.0,440515.0,0.17,2.48,0.05,0.43,0.0,294595.0,6202.0,6202.0,294595.0,,,,,,,,,,,,,,,,,,0.29,,,,0.98,0.98,627200.0,29792000.0,,29.57,0.96,33.94,0.3589,44.6,0.0146
2022-12-27,11034.0,539562.6,0.21,2.95,0.06,0.53,0.0,346309.8,7082.0,7082.0,346309.8,,,108.0,0.09,,,,,1880.0,,,,0.09,108.0,,772.0,1000.0,0.34,0.05,,,1.12,1.12,626296.0,30625874.4,,29.88,1.11,28.68,0.5873,71.07,0.0174
2022-12-28,11034.0,541217.7,0.21,2.91,0.06,0.53,0.0,347372.1,7082.0,7082.0,347372.1,,,,,,,,,,,,,,,,,,0.34,,,,1.12,1.12,626296.0,30719818.8,,30.47,1.09,28.49,0.5889,71.26,0.0174
2022-12-29,10275.0,505530.0,0.19,2.69,0.06,0.5,0.0,216480.0,9005.0,4400.0,443046.0,,,,,,,,,,,,,,,,1923.0,2682.0,0.44,0.13,,,1.4,1.4,632935.0,31140402.0,,31.01,1.4,18.68,0.6285,76.94,0.016
2022-12-30,10744.0,544720.8,0.2,2.77,0.06,0.53,0.0,414472.5,6792.0,8175.0,344354.4,,,,0.15,,900.0,,0.11,2875.0,2213.0,,,0.15,,0.04,,,0.33,,,,1.05,1.05,637408.0,32316585.6,,31.56,1.04,31.31,0.4673,60.21,0.0167
2023-01-02,8819.0,460351.8,0.17,2.17,0.05,0.44,0.0,326250.0,6792.0,6250.0,354542.4,,,,,,,,,,,,,,,,,1925.0,0.34,0.1,,,1.05,1.05,637405.0,33272541.0,,32.21,1.06,16.21,0.5766,73.51,0.0137
2023-01-03,10215.0,533223.0,0.19,2.46,0.06,0.53,0.0,399121.2,7646.0,7646.0,399121.2,,,2078.0,0.15,,,,0.06,2779.0,1224.0,,,0.15,2078.0,,,1383.0,0.4,0.06,,,1.19,1.19,636979.0,33250303.8,,33.35,1.2,40.7,0.4294,50.67,0.0158
2023-01-04,12613.0,643263.0,0.24,2.83,0.07,0.65,0.0,509745.0,9995.0,9995.0,509745.0,,,,0.0,,2300.0,,,49.0,,,,0.0,,0.12,2349.0,,0.52,,,,1.56,1.56,632447.0,32254797.0,,32.79,1.56,33.34,0.3194,41.17,0.0196
2023-01-05,13093.0,638283.75,0.25,2.86,0.07,0.66,0.0,466781.25,9575.0,9575.0,466781.25,,,,,,,,0.03,,420.0,,,,,,,420.0,0.49,0.03,,,1.49,1.49,632890.0,30853387.5,,32.05,1.51,28.31,0.29,39.9,0.0204
2023-01-06,11425.0,566680.0,0.21,2.41,0.07,0.56,0.0,433553.6,8741.0,8741.0,433553.6,,,66.0,0.01,,,,0.06,66.0,900.0,,,0.01,66.0,,,900.0,0.42,0.04,,,1.35,1.35,637619.0,31625902.4,,31.09,1.34,35.04,0.3623,44.62,0.0177
2023-01-09,11603.0,587111.8,0.22,2.61,0.07,0.58,0.0,446798.0,8830.0,8830.0,446798.0,,,89.0,0.01,,,,,89.0,,,,0.01,89.0,,,,0.43,,,,1.33,1.33,656537.0,33220772.2,,32.58,1.31,36.2,0.3621,43.82,0.0174
2023-01-10,11637.0,594650.7,0.22,2.54,0.07,0.59,0.0,452081.7,8847.0,8847.0,452081.7,,,17.0,0.0,,,,,17.0,,,,0.0,17.0,,,,0.45,,,,1.33,1.33,655843.0,33513577.3,,33.27,1.33,36.04,0.3625,44.02,0.0175
2023-01-11,15467.0,751696.2,0.29,3.3,0.09,0.78,0.0,522352.8,10748.0,10748.0,522352.8,,,106.0,0.09,,,,0.0,1901.0,28.0,,,0.09,106.0,,1823.0,,0.55,,,,1.63,1.63,647984.0,31492022.4,,32.7,1.65,27.42,0.268,33.63,0.0235
2023-01-12,15700.0,767730.0,0.3,3.28,0.09,0.76,0.0,536970.9,11185.0,10981.0,546946.5,,,437.0,0.01,,,,,233.0,,,,0.01,437.0,,,,0.54,,,,1.7,1.7,647547.0,31665048.3,,31.43,1.69,29.55,0.2689,32.63,0.0238
2023-01-13,11850.0,588352.5,0.22,2.52,0.07,0.58,0.0,454694.7,9158.0,9158.0,454694.7,,,,,,,,0.1,,2027.0,,,,,,,1823.0,0.45,0.09,,,1.39,1.39,649574.0,32251349.1,,31.85,1.38,37.59,0.3643,43.09,0.018
2023-01-16,11727.0,570518.55,0.22,2.48,0.07,0.58,0.0,439552.75,9158.0,9035.0,445536.7,,,,,,,,,,,,,,,,,123.0,0.46,0.01,,,1.39,1.39,649450.0,31595742.5,,32.07,1.4,36.25,0.3637,43.93,0.0178
2023-01-17,11604.0,554671.2,0.22,2.38,0.07,0.56,0.0,431873.0,9035.0,9035.0,431873.0,,,,,,,,0.01,,123.0,,,,,,,,0.44,,,,1.37,1.37,649279.0,31035536.2,,31.49,1.38,35.48,0.3644,44.59,0.0176
2023-01-18,11604.0,560473.2,0.22,2.3,0.07,0.56,0.0,436390.5,9035.0,9035.0,436390.5,,,,,,,,,,,,,,,,,,0.43,,,,1.37,1.37,650315.0,31410214.5,,31.16,1.37,36.19,0.3642,44.08,0.0176
2023-01-19,12991.0,629413.95,0.24,2.43,0.07,0.63,0.0,437745.75,9035.0,9035.0,437745.75,,,,,,,,,,,,,,,,,,0.44,,,,1.37,1.37,650373.0,31510571.85,,31.43,1.37,39.54,0.3705,42.75,0.0197
2023-01-20,10217.0,451591.4,0.19,1.8,0.06,0.48,0.0,338041.6,7648.0,7648.0,338041.6,,,,,,,,0.07,,1387.0,,,,,,,1387.0,0.37,0.08,,,1.18,1.18,641484.0,28353592.8,,30.37,1.2,25.42,0.3829,51.47,0.0157
2023-01-23,10217.0,433200.8,0.19,1.44,0.06,0.45,0.0,324275.2,7648.0,7648.0,324275.2,,,,,,,,,,,,,,,,,,0.34,,,,1.18,1.18,641502.0,27199684.8,,28.13,1.18,26.4,0.3798,50.81,0.0157
2023-01-24,14483.0,620596.55,0.27,1.85,0.08,0.62,0.0,510514.9,11914.0,11914.0,510514.9,,,,0.07,,2700.0,,,1566.0,,,,0.07,,0.11,4266.0,,0.51,,,,1.85,1.85,633035.0,27125549.75,,26.89,1.84,34.44,0.3348,35.35,0.0225
2023-01-25,27603.0,1192449.6,0.52,3.38,0.16,1.19,0.0,1014076.8,13474.0,23474.0,582076.8,,,,0.07,,10000.0,,,1560.0,,,,0.07,,0.43,1560.0,,0.58,,,,2.08,2.08,633039.0,27347284.8,,27.15,2.08,18.53,0.2064,27.12,0.0427
2023-01-26,27603.0,1199350.35,0.52,3.37,0.16,1.2,0.0,1019945.3,18474.0,23474.0,802695.3,,,,,,,,,,,,,,,,5000.0,,0.8,,,,2.86,2.86,628335.0,27301155.75,,27.19,2.86,18.58,0.2062,27.05,0.0427
2023-01-27,29210.0,1269174.5,0.55,3.53,0.17,1.27,0.0,1089769.45,18474.0,25081.0,802695.3,,,,0.07,,,,,1607.0,,,,0.07,,,,,0.8,,,,2.91,2.91,616293.0,26777930.85,,26.76,2.91,17.58,0.2152,31.01,0.046
2023-01-30,31772.0,1332835.4,0.6,3.74,0.18,1.36,0.0,1159623.85,21036.0,27643.0,882460.2,,,,0.0,,2326.0,,0.06,236.0,1356.0,,,0.0,,0.1,3918.0,,0.91,,,,3.33,3.33,611530.0,25653683.5,,26.34,3.35,16.39,0.1905,28.88,0.0502
2023-01-31,34472.0,1446100.4,0.65,4.07,0.2,1.45,0.0,1272888.85,23736.0,30343.0,995725.2,,,2700.0,0.11,,,,,2700.0,,,,0.11,2700.0,,,,1.0,,,,3.75,3.75,608530.0,25527833.5,,25.54,3.75,22.34,0.1917,27.01,0.0545
2023-02-01,33891.0,1421727.45,0.64,3.85,0.19,1.42,0.0,1248515.9,23155.0,29762.0,971352.25,,,400.0,,,,,0.04,,981.0,,,,400.0,,,581.0,0.96,0.02,,,3.67,3.67,606966.0,25462223.7,,25.36,3.66,22.79,0.1963,27.44,0.0538
2023-02-02,33862.0,1388342.0,0.64,3.88,0.19,1.41,0.0,1235453.0,23126.0,30133.0,948166.0,,,295.0,0.02,,,,0.01,371.0,324.0,,,0.02,295.0,,,,0.97,,,,3.67,3.67,606395.0,24862195.0,,25.32,3.68,22.95,0.194,27.24,0.0538
2023-02-03,38172.0,1603224.0,0.72,4.32,0.22,1.6,0.0,1446606.0,27836.0,34443.0,1169112.0,,,2389.0,0.22,,,,0.09,4710.0,2116.0,,,0.22,2389.0,,4437.0,400.0,1.15,0.02,,,4.43,4.43,599895.0,25195590.0,,24.87,4.41,24.38,0.1958,25.38,0.0608
2023-02-06,41585.0,1756966.25,0.78,4.54,0.24,1.77,0.0,1495988.0,31976.0,35408.0,1350986.0,,,1207.0,0.04,,1000.0,,,902.0,,,,0.04,1207.0,0.04,2933.0,937.0,1.35,0.04,,,5.09,5.09,595798.0,25172465.5,,25.17,5.1,20.49,0.1637,23.08,0.0662
2023-02-07,43330.0,1837192.0,0.82,4.62,0.25,1.85,0.0,1670517.6,32994.0,39399.0,1398945.6,,,695.0,0.18,,,,0.09,3991.0,2029.0,,,0.18,695.0,,2352.0,,1.39,,,,5.28,5.28,592456.0,25120134.4,,25.06,5.27,22.05,0.1733,22.85,0.0693
