,ASY FP Equity_DX_SI_QTY,ASY FP Equity_DX_SHORT_INTEREST_VALUE,ASY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ASY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ASY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ASY FP Equity_DX_SI_MV,ASY FP Equity_DX_DSS,ASY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ASY FP Equity_DX_SUPPLY_SI_QTY,ASY FP Equity_DX_BROKER_SI_QTY,ASY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ASY FP Equity_DX_BROKER_SI_MV_NEW_x,ASY FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ASY FP Equity_DX_SUPPLY_SI_QTY_INC_x,ASY FP Equity_DX_BROKER_SI_MV_INC_x,ASY FP Equity_DX_SUPPLY_SI_MV_NEW,ASY FP Equity_DX_BROKER_SI_QTY_ADD,ASY FP Equity_DX_BROKER_SI_QTY_NEW,ASY FP Equity_DX_SUPPLY_SI_MV_DEC,ASY FP Equity_DX_BROKER_SI_QTY_INC,ASY FP Equity_DX_SUPPLY_SI_QTY_DEC,ASY FP Equity_DX_BROKER_SI_MV_NEW_y,ASY FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ASY FP Equity_DX_BROKER_SI_MV_INC_y,ASY FP Equity_DX_SUPPLY_SI_QTY_INC_y,ASY FP Equity_DX_BROKER_SI_MV_ADD,ASY FP Equity_DX_SUPPLY_SI_QTY_ADD,ASY FP Equity_DX_BROKER_SI_QTY_DEC,ASY FP Equity_DX_SUPPLY_SI_MV,ASY FP Equity_DX_BROKER_SI_MV_DEC,ASY FP Equity_DX_SUPPLY_SI_MV_RMV,ASY FP Equity_DX_BROKER_SI_MV_RMV,ASY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ASY FP Equity_DX_UTILIZATION_QUANTITY,ASY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ASY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ASY FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ASY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ASY FP Equity_DX_ACTIVE_UTILIZATION_MV,ASY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ASY FP Equity_DX_BROKER_SI_CON_RATIO,ASY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ASY FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-01-25,6095.0,307188.0,0.1,0.57,0.04,0.3,0.0,228412.8,4719.0,4532.0,237837.6,,,,,,,,,,,,,,,,,1000.0,0.23,0.05,,,7.4,1.63,59060.0,2976624.0,,2.89,7.44,16.71,0.249,40.83,0.0211
2024-01-26,4439.0,230828.0,0.08,0.4,0.03,0.22,0.0,192608.0,3891.0,3704.0,202332.0,,,172.0,0.01,,,,0.05,172.0,1000.0,,,0.01,172.0,,,1000.0,0.2,0.05,,,6.18,1.34,59060.0,3071120.0,,2.98,6.18,24.69,0.4018,56.33,0.0153
2024-01-29,5846.0,303992.0,0.1,0.49,0.04,0.3,0.0,231660.0,4642.0,4455.0,241384.0,,,751.0,0.04,,,,,751.0,,,,0.04,751.0,,,,0.24,,,,7.29,1.62,59060.0,3071120.0,,3.07,7.29,31.39,0.3342,42.89,0.0204
2024-01-30,2142.0,111812.4,0.04,0.18,0.01,0.11,0.0,102051.0,2142.0,1955.0,111812.4,,,,,,,,0.13,,2500.0,,,,,,,2500.0,0.11,0.13,,,100.0,0.75,0.0,0.0,,0.0,100.0,30.72,0.4688,60.56,0.0075
2024-01-31,1831.0,95578.2,0.03,0.15,0.01,0.1,0.0,85816.8,1831.0,1644.0,95578.2,,,,,,,,0.02,,311.0,,,,,,,311.0,0.1,0.02,,,100.0,0.64,0.0,0.0,,0.0,100.0,35.79,0.4301,53.99,0.0064
2024-02-01,1411.0,73654.2,0.02,0.12,0.01,0.07,0.0,49068.0,1127.0,940.0,58829.4,,,,,,,,0.04,,704.0,,,,,,,704.0,0.06,0.04,,,100.0,0.4,0.0,0.0,,0.0,100.0,40.24,0.3958,46.51,0.005
2024-02-02,1411.0,74218.6,0.02,0.11,0.01,0.07,0.0,49444.0,1127.0,940.0,59280.2,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.4,0.0,0.0,,0.0,100.0,40.29,0.3956,46.44,0.005
2024-02-05,937.0,48536.6,0.02,0.08,0.01,0.05,0.0,36415.4,890.0,703.0,46102.0,,,,,,,,0.01,,237.0,,,,,,,237.0,0.05,0.01,,,100.0,0.32,0.0,0.0,,0.0,100.0,20.04,0.5388,69.89,0.0033
2024-02-06,937.0,48536.6,0.02,0.08,0.01,0.05,0.0,36415.4,890.0,703.0,46102.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.32,0.0,0.0,,0.0,100.0,19.92,0.5407,70.07,0.0033
2024-02-07,937.0,48349.2,0.02,0.08,0.01,0.05,0.0,36274.8,890.0,703.0,45924.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.29,0.0,0.0,,0.0,100.0,19.92,0.5407,70.07,0.0031
2024-02-08,937.0,48724.0,0.02,0.08,0.01,0.05,0.0,36556.0,890.0,703.0,46280.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.29,0.0,0.0,,0.0,100.0,19.93,0.5405,70.06,0.0031
2024-02-09,937.0,51160.2,0.02,0.08,0.01,0.05,0.0,38383.8,890.0,703.0,48594.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.29,0.0,0.0,,0.0,100.0,19.93,0.5404,70.05,0.0031
2024-02-12,2893.0,156800.6,0.05,0.22,0.02,0.15,0.0,108562.6,2190.0,2003.0,118698.0,,,1300.0,0.07,,,,,1300.0,,,,0.07,1300.0,,,,0.12,,,,100.0,0.72,0.0,0.0,,0.0,100.0,46.35,0.4404,47.03,0.0095
2024-02-13,1581.0,84741.6,0.03,0.12,0.01,0.09,0.0,72199.2,1534.0,1347.0,82222.4,,,,,,,,0.04,,656.0,,,,,,,656.0,0.08,0.04,,,100.0,0.51,0.0,0.0,,0.0,100.0,11.83,0.7914,88.17,0.0052
2024-02-14,1581.0,83476.8,0.03,0.13,0.01,0.08,0.0,71121.6,1534.0,1347.0,80995.2,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.51,0.0,0.0,,0.0,100.0,11.83,0.7914,88.17,0.0052
2024-02-15,2527.0,135952.6,0.04,0.21,0.02,0.13,0.0,125892.0,1027.0,2340.0,55252.6,,,,,,1500.0,,0.03,,507.0,,,,,0.08,,507.0,0.05,0.03,,,100.0,0.34,0.0,0.0,,0.0,100.0,33.45,0.4678,59.21,0.0083
2024-02-16,2527.0,133931.0,0.04,0.21,0.02,0.14,0.0,124020.0,1027.0,2340.0,54431.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.34,0.0,0.0,,0.0,100.0,33.21,0.4685,59.39,0.0083
2024-02-19,2527.0,135952.6,0.04,0.22,0.02,0.13,0.0,125892.0,1027.0,2340.0,55252.6,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.34,0.0,0.0,,0.0,100.0,33.22,0.4685,59.39,0.0083
2024-02-20,2480.0,134912.0,0.04,0.21,0.02,0.13,0.0,124739.2,980.0,2293.0,53312.0,,,,,,,,0.0,,47.0,,,,,,,47.0,0.05,0.0,,,100.0,0.32,0.0,0.0,,0.0,100.0,31.91,0.4743,60.57,0.0082
2024-02-21,502.0,27409.2,0.01,0.04,0.0,0.03,0.0,24843.0,455.0,455.0,24843.0,,,,,,,,0.03,,525.0,,,,,,,1838.0,0.02,0.1,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0017
2024-02-22,455.0,24570.0,0.01,0.04,0.0,0.02,0.0,24570.0,455.0,455.0,24570.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2024-02-23,455.0,24570.0,0.01,0.04,0.0,0.02,0.0,24570.0,455.0,455.0,24570.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2024-02-26,2002.0,106906.8,0.03,0.18,0.01,0.11,0.0,24297.0,1955.0,455.0,104397.0,,,,,,,,,,,,,,,,1500.0,,0.11,,,,0.65,0.65,299131.0,15973595.4,,15.54,0.67,,1.0,100.0,0.0066
2024-02-27,3700.0,199800.0,0.06,0.33,0.02,0.2,0.0,199800.0,3700.0,3700.0,199800.0,,,,,,3700.0,,0.02,,455.0,,,,,0.2,2200.0,455.0,0.2,0.02,,,100.0,1.22,0.0,0.0,,0.0,100.0,41.74,0.5136,58.26,0.0122
2024-02-28,3700.0,198320.0,0.06,0.34,0.02,0.2,0.0,198320.0,3700.0,3700.0,198320.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.22,0.0,0.0,,0.0,100.0,41.74,0.5136,58.26,0.0122
2024-02-29,1500.0,80400.0,0.03,0.14,0.01,0.08,0.0,80400.0,745.0,1500.0,39932.0,,,,,,,,0.16,,2955.0,,,,,,,2200.0,0.04,0.12,,,100.0,0.25,0.0,0.0,,0.0,100.0,41.78,1.0,100.0,0.005
2024-03-01,4466.0,236698.0,0.08,0.43,0.03,0.25,0.0,236698.0,4466.0,4466.0,236698.0,,,,,,3721.0,,,,,,,,,0.21,3721.0,755.0,0.24,0.04,,,100.0,1.48,0.0,0.0,,0.0,100.0,16.83,0.72,83.17,0.0148
2024-03-04,4466.0,236698.0,0.08,0.44,0.03,0.25,0.0,236698.0,4466.0,4466.0,236698.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,1.48,0.0,0.0,,0.0,100.0,16.65,0.7224,83.35,0.0148
2024-03-05,6666.0,350631.6,0.11,0.66,0.04,0.36,0.0,350631.6,6666.0,6666.0,350631.6,,,,,,2200.0,,,,,,,,,0.12,2200.0,,0.35,,,,18.36,2.22,29643.0,1559221.8,,1.57,18.36,32.05,0.4355,56.54,0.0222
2024-03-06,6666.0,349298.4,0.11,0.65,0.04,0.36,0.0,349298.4,6666.0,6666.0,349298.4,,,,,,,,,,,,,,,,,,0.35,,,,18.36,2.22,29643.0,1553293.2,,1.56,18.32,32.03,0.436,56.61,0.0222
2024-03-07,4466.0,240270.8,0.08,0.48,0.03,0.25,0.0,240270.8,4131.0,4466.0,222247.8,,,,,,,,0.13,,2535.0,,,,,,,2200.0,0.22,0.12,,,100.0,1.38,0.0,0.0,,0.0,100.0,16.32,0.7269,83.68,0.0149
2024-03-08,4466.0,241164.0,0.08,0.5,0.03,0.25,0.0,241164.0,4131.0,4466.0,223074.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.38,0.0,0.0,,0.0,100.0,16.27,0.7276,83.73,0.0149
2024-03-11,3768.0,201964.8,0.06,0.47,0.02,0.21,0.0,201964.8,3768.0,3768.0,201964.8,,,,,,,,0.02,,363.0,,,,,,,698.0,0.2,0.04,,,100.0,1.26,0.0,0.0,,0.0,100.0,1.26,0.9751,98.74,0.0126
2024-03-12,4168.0,225905.6,0.07,0.55,0.03,0.24,0.0,215065.6,3968.0,3968.0,215065.6,,,,,,200.0,,,,,,,,,0.01,200.0,,0.21,,,,100.0,1.34,0.0,0.0,,0.0,100.0,10.23,0.8164,89.77,0.014
2024-03-13,8136.0,449107.2,0.14,1.16,0.05,0.46,0.0,389270.4,7052.0,7052.0,389270.4,,,884.0,0.05,,2200.0,,,884.0,,,,0.05,884.0,0.12,2200.0,,0.38,,,,100.0,2.37,0.0,0.0,,0.0,100.0,26.41,0.363,47.38,0.0273
2024-03-14,6022.0,338436.4,0.1,0.84,0.04,0.35,0.0,275099.0,4848.0,4895.0,272457.6,,,43.0,0.0,,,,0.12,43.0,2247.0,,,0.0,43.0,,,2200.0,0.27,0.12,,,100.0,1.63,0.0,0.0,,0.0,100.0,36.67,0.5355,63.33,0.0202
2024-03-15,5975.0,332210.0,0.1,0.67,0.04,0.34,0.0,269548.8,4848.0,4848.0,269548.8,,,,,,,,,,,,,,,,,47.0,0.27,0.0,,,100.0,1.62,0.0,0.0,,0.0,100.0,36.86,0.5345,63.14,0.02
2024-03-18,5975.0,346550.0,0.1,0.63,0.04,0.35,0.0,281184.0,4848.0,4848.0,281184.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,1.62,0.0,0.0,,0.0,100.0,35.58,0.5416,64.42,0.02
2024-03-19,12775.0,738395.0,0.22,1.16,0.08,0.75,0.0,586554.4,8348.0,10148.0,482514.4,,,1269.0,,,5500.0,,,,,,,,1269.0,0.31,2231.0,200.0,0.48,0.01,,,100.0,2.79,0.0,0.0,,0.0,100.0,27.21,0.2269,30.24,0.0427
2024-03-20,20275.0,1180005.0,0.35,1.85,0.13,1.2,0.0,1027113.6,15848.0,17648.0,922353.6,,,2716.0,0.16,,4900.0,,,2600.0,,,,0.16,2716.0,0.29,4784.0,,0.91,,,,51.2,5.29,15107.0,879227.4,,0.87,51.14,18.86,0.1623,22.74,0.0677
2024-03-21,25675.0,1509690.0,0.44,2.34,0.16,1.53,0.0,1366982.4,15648.0,23248.0,920102.4,,,,0.33,,,,0.01,5600.0,200.0,,,0.33,,,,,0.91,,,,50.88,5.23,15107.0,888291.6,,0.88,50.97,18.1,0.204,34.72,0.0858
2024-03-22,22189.0,1309151.0,0.38,1.97,0.14,1.33,0.0,1256995.0,12205.0,21305.0,720095.0,,,,,,,,0.2,,3443.0,,,,,,,1943.0,0.72,0.11,,,44.69,4.13,15107.0,891313.0,,0.89,44.73,20.91,0.2598,40.1,0.0751
2024-03-25,23029.0,1372528.4,0.39,2.16,0.15,1.39,0.0,1276691.6,12929.0,21421.0,770568.4,,,,0.06,,,,0.05,1000.0,884.0,,,0.06,,,1608.0,884.0,0.76,0.05,,,46.12,4.33,15107.0,900377.2,,0.89,46.09,20.06,0.2755,42.96,0.0772
2024-03-26,23029.0,1367922.6,0.39,2.14,0.15,1.4,0.0,1272407.4,12929.0,21421.0,767982.6,,,,,,,,,,,,,,,,,,0.77,,,,46.12,4.33,15107.0,897355.8,,0.9,46.12,20.15,0.2757,42.99,0.0771
2024-03-27,23029.0,1335682.0,0.39,2.11,0.15,1.39,0.0,1242418.0,12929.0,21421.0,749882.0,,,,,,,,,,,,,,,,,,0.77,,,,46.12,4.32,15107.0,876206.0,,0.9,46.12,20.22,0.2765,43.16,0.077
2024-03-28,21029.0,1236505.2,0.36,1.87,0.13,1.25,0.0,1141954.8,10929.0,19421.0,642625.2,,,,,,,,0.12,,2000.0,,,,,,,2000.0,0.64,0.12,,,38.98,3.65,17107.0,1005891.6,,0.99,39.04,22.06,0.3115,46.97,0.0703
2024-03-29,21029.0,1236505.2,0.36,1.81,0.13,1.26,0.0,1141954.8,10929.0,19421.0,642625.2,,,,,,,,,,,,,,,,,,0.64,,,,38.98,3.65,17107.0,1005891.6,,1.01,38.95,21.96,0.3132,47.27,0.0702
2024-04-01,21029.0,1236505.2,0.36,1.81,0.13,1.26,0.0,1141954.8,10929.0,19421.0,642625.2,,,,,,,,,,,,,,,,,,0.64,,,,38.98,3.71,17107.0,1005891.6,,1.01,39.06,22.15,0.3124,47.08,0.0714
2024-04-02,21029.0,1114536.58,0.36,1.81,0.13,1.26,0.0,1029312.61,10929.0,19421.0,579236.78,,,,,,,,,,,,,,,,,,0.64,,,,38.98,3.73,17107.0,906670.66,,1.01,38.93,21.98,0.3124,47.07,0.0718
2024-04-03,17308.0,925978.0,0.3,1.37,0.11,1.05,0.0,839950.0,7208.0,15700.0,385628.0,,,,,,,,0.22,,3721.0,,,,,,,3721.0,0.43,0.23,,,29.64,2.46,17107.0,915224.5,,1.03,29.56,26.95,0.4199,57.91,0.0591
2024-04-04,16350.0,858375.0,0.28,1.25,0.1,0.88,0.0,824250.0,6250.0,15700.0,328125.0,,,,,,,,0.1,,1608.0,,,,,,650.0,,0.33,,,,26.76,2.13,17107.0,898117.5,,0.92,26.75,28.6,0.461,61.12,0.0558
2024-04-05,24258.0,1251712.8,0.41,1.77,0.15,1.29,0.0,1161309.6,7352.0,22506.0,379363.2,,,,0.38,,1102.0,,,7204.0,,,,0.38,,0.06,1102.0,1500.0,0.39,0.09,,,30.06,2.5,17107.0,882721.2,,0.9,30.07,34.01,0.2845,35.05,0.0823
2024-04-08,36408.0,1885934.4,0.62,2.59,0.23,1.89,0.0,1740790.8,16906.0,33606.0,875730.8,,,2750.0,0.42,,2800.0,,,8300.0,,,,0.42,2750.0,0.14,6804.0,,0.87,,,,18.22,5.69,75867.0,3929910.6,,3.91,18.2,22.84,0.3138,48.5,0.1226
2024-04-09,35786.0,1864450.6,0.61,2.54,0.23,1.87,0.0,1750872.6,16284.0,33606.0,848396.4,,,,,,,,0.03,,622.0,,,,,,,,0.84,,,,17.67,5.47,75867.0,3952670.7,,3.93,17.67,23.11,0.3244,49.39,0.1203
2024-04-10,32686.0,1709477.8,0.56,2.29,0.21,1.72,0.0,1595463.8,15784.0,30506.0,825503.2,,,,,,,,0.14,,2800.0,,,,,,2300.0,3100.0,0.83,0.16,,,25.28,5.3,46650.0,2439795.0,,2.43,25.39,25.49,0.3692,53.92,0.1098
2024-04-11,22802.0,1190264.4,0.39,1.57,0.15,1.19,0.0,1065193.2,11684.0,20406.0,609904.8,,,,,,,,0.22,,4100.0,,,,,,,10100.0,0.61,0.54,,,28.34,3.92,29543.0,1542144.6,,1.55,28.36,22.83,0.358,53.41,0.0766
2024-04-12,23986.0,1254467.8,0.41,1.64,0.15,1.26,0.0,1140453.8,13368.0,21806.0,699146.4,,,,0.15,,,,0.01,2900.0,216.0,,,0.15,,,1900.0,1500.0,0.7,0.08,,,13.03,4.49,89203.0,4665316.9,,4.66,13.06,25.97,0.3046,44.47,0.0806
2024-04-15,24486.0,1305103.8,0.42,1.66,0.16,1.28,0.0,1188909.8,12584.0,22306.0,670727.2,,,269.0,0.05,,,,0.09,1000.0,1784.0,,,0.05,269.0,,731.0,500.0,0.66,0.03,,,12.36,4.23,89203.0,4754519.9,,4.67,12.37,25.47,0.3298,47.7,0.0822
2024-04-16,26675.0,1384432.5,0.46,1.76,0.17,1.42,0.0,1141436.7,12771.0,21993.0,662814.9,,,2313.0,0.04,,3585.0,,0.22,802.0,4200.0,,,0.04,2313.0,0.19,2074.0,4700.0,0.68,0.24,,,19.82,4.27,51673.0,2681828.7,,2.75,19.82,23.28,0.273,41.99,0.0892
2024-04-17,23107.0,1208496.1,0.4,1.52,0.15,1.2,0.0,957560.7,10987.0,18309.0,574620.1,,,116.0,0.0,,,,0.1,116.0,1900.0,,,0.0,116.0,,,3800.0,0.57,0.22,,,17.53,3.69,51673.0,2702497.9,,2.68,17.5,18.52,0.2566,40.21,0.0775
2024-04-18,23107.0,1213117.5,0.4,1.51,0.15,1.21,0.0,961222.5,10987.0,18309.0,576817.5,,,,,,,,,,,,,,,,,,0.57,,,,17.53,3.74,51673.0,2712832.5,,2.7,17.54,18.62,0.2565,40.18,0.0787
2024-04-19,30418.0,1572610.6,0.52,1.96,0.19,1.6,0.0,967255.3,16387.0,18709.0,847207.9,,,3400.0,0.02,,,,,400.0,,,,0.02,3400.0,,2000.0,,0.86,,,,19.46,5.59,67827.0,3506655.9,,3.56,19.46,22.01,0.2245,33.18,0.1037
2024-04-22,36022.0,1876746.2,0.62,2.32,0.23,1.87,0.0,1345430.4,19502.0,25824.0,1016054.2,,,,0.16,,6000.0,,0.15,3115.0,2885.0,,,0.16,,0.31,6000.0,2000.0,1.01,0.11,,,13.65,6.65,123387.0,6428462.7,,6.38,13.65,18.72,0.1818,25.23,0.1228
2024-04-23,32076.0,1693612.8,0.55,2.04,0.2,1.67,0.0,1243492.8,17229.0,23551.0,909691.2,,,,,,,,0.11,,2273.0,,,,,,,2273.0,0.9,0.12,,,12.06,5.87,125660.0,6634848.0,,6.55,12.05,16.86,0.1846,28.42,0.1094
2024-04-24,31622.0,1675966.0,0.54,2.0,0.2,1.66,0.0,1183172.0,17002.0,22324.0,901106.0,,,800.0,0.04,,,,0.05,800.0,1027.0,,,0.04,800.0,,,2027.0,0.9,0.1,,,11.92,5.78,125687.0,6661411.0,,6.64,11.92,17.87,0.1821,25.71,0.1075
2024-04-25,33922.0,1787689.4,0.58,2.13,0.22,1.79,0.0,1297684.8,19302.0,24624.0,1017215.4,,,,0.12,,,,,2300.0,,,,0.12,,,2300.0,,1.02,,,,11.06,6.56,155230.0,8180621.0,,8.23,11.05,22.79,0.1846,23.97,0.1154
2024-04-26,35690.0,1937967.0,0.61,2.22,0.23,1.88,0.0,1439384.4,20186.0,26508.0,1096099.8,,,1000.0,0.05,,1000.0,,0.01,1000.0,116.0,,,0.05,1000.0,0.06,,116.0,1.06,0.01,,,11.51,6.87,155230.0,8428989.0,,8.33,11.33,21.6,0.1785,25.52,0.1214
2024-04-29,28010.0,1532147.0,0.48,1.63,0.18,1.52,0.0,1267289.6,16346.0,23168.0,894126.2,,,500.0,0.07,,,,0.23,1000.0,4340.0,,,0.07,500.0,,,4340.0,0.89,0.22,,,13.34,5.56,106197.0,5808975.9,,5.77,13.33,27.47,0.241,34.25,0.0953
2024-04-30,28200.0,1517160.0,0.48,1.86,0.18,1.55,0.0,1256660.4,16346.0,23358.0,879414.8,,,,0.01,,,,,190.0,,,,0.01,,,,,0.89,,,,13.34,5.55,106197.0,5713398.6,,5.81,13.34,27.25,0.2376,33.97,0.0958
2024-05-01,28200.0,1517160.0,0.48,1.96,0.18,1.52,0.0,1256660.4,16346.0,23358.0,879414.8,,,,,,,,,,,,,,,,,,0.88,,,,13.34,5.56,106197.0,5713398.6,,5.71,13.38,27.19,0.2377,33.97,0.0959
2024-05-02,26596.0,1417566.8,0.45,1.85,0.17,1.43,0.0,1202234.8,15734.0,22556.0,838622.2,,,,,,,,0.05,,802.0,,,,,,190.0,802.0,0.85,0.04,,,12.9,5.37,106197.0,5660300.1,,5.71,12.9,28.91,0.2464,36.04,0.0908
2024-05-03,25055.0,1360486.5,0.43,1.9,0.16,1.34,0.0,1184554.5,14934.0,21815.0,810916.2,,,,0.0,,,,0.04,59.0,800.0,,,0.0,,,,800.0,0.79,0.04,,,12.33,5.1,106197.0,5766497.1,,5.66,12.31,30.69,0.2625,38.26,0.0856
2024-05-06,24515.0,1367937.0,0.42,1.91,0.16,1.33,0.0,1187145.0,15453.0,21275.0,862277.4,,,,0.02,,,,0.01,460.0,131.0,,,0.02,,,650.0,1000.0,0.84,0.05,,,12.7,5.29,106197.0,5925792.6,,5.77,12.71,31.4,0.2461,35.07,0.0839
2024-05-07,23856.0,1328779.2,0.41,1.87,0.15,1.33,0.0,1137171.2,15594.0,20416.0,868585.8,,,200.0,0.01,,,,0.0,200.0,59.0,,,0.01,200.0,,,1059.0,0.87,0.06,,,12.8,5.34,106197.0,5915172.9,,5.93,12.81,32.41,0.261,36.19,0.0817
2024-05-08,23052.0,1311658.8,0.39,1.84,0.15,1.28,0.0,1138796.6,14192.0,20014.0,807524.8,,,,,,,,0.08,,1402.0,,,,,,,402.0,0.79,0.02,,,11.79,4.87,106197.0,6042609.3,,5.92,11.8,33.47,0.2722,37.38,0.079
2024-05-09,25852.0,1465808.4,0.44,2.12,0.16,1.47,0.0,1293553.8,15992.0,22814.0,906746.4,,,805.0,0.17,,,,,2800.0,,,,0.17,805.0,,995.0,,0.91,,,,13.09,5.47,106197.0,6021369.9,,6.04,13.07,29.88,0.2511,37.25,0.0884
2024-05-10,25652.0,1462164.0,0.44,2.14,0.16,1.45,0.0,1288998.0,15792.0,22614.0,900144.0,,,,,,,,0.01,,200.0,,,,,,,200.0,0.9,0.01,,,12.95,5.4,106197.0,6053229.0,,6.02,12.95,30.04,0.253,37.45,0.0877
2024-05-13,25864.0,1487180.0,0.44,2.2,0.17,1.47,0.0,1305480.0,16004.0,22704.0,920230.0,,,122.0,0.01,,,,,90.0,,,,0.01,122.0,,90.0,,0.91,,,,13.1,5.46,106197.0,6106327.5,,6.05,13.09,29.82,0.2497,37.17,0.0883
2024-05-14,29060.0,1676762.0,0.5,2.5,0.19,1.67,0.0,1453924.6,17411.0,25198.0,1004614.7,,,186.0,0.04,,1789.0,,0.01,705.0,90.0,,,0.04,186.0,0.11,1311.0,,1.0,,,,14.09,5.95,106197.0,6127566.9,,6.11,14.08,26.47,0.2058,33.01,0.0993
2024-05-15,28360.0,1630700.0,0.48,2.5,0.18,1.64,0.0,1437385.0,16911.0,24998.0,972382.5,,,,,,,,0.03,,500.0,,,,,,,200.0,0.97,0.01,,,13.74,5.78,106197.0,6106327.5,,6.13,13.71,27.16,0.2142,33.87,0.0969
2024-05-16,30360.0,1733556.0,0.52,2.95,0.19,1.75,0.0,1484485.8,17911.0,25998.0,1022718.1,,,1000.0,0.06,,,,,1000.0,,,,0.06,1000.0,,,,1.03,,,,14.43,6.08,106197.0,6063848.7,,6.11,14.43,25.33,0.2323,38.16,0.1031
2024-05-17,27177.0,1562677.5,0.46,2.75,0.17,1.55,0.0,1345385.0,16528.0,23398.0,950360.0,,,,0.06,,,,0.14,1000.0,2383.0,,,0.06,,,1000.0,3600.0,0.94,0.21,,,16.17,5.61,85703.0,4927922.5,,4.89,16.17,28.28,0.2365,35.99,0.0923
2024-05-20,28138.0,1598238.4,0.48,3.05,0.18,1.62,0.0,1300606.4,16489.0,22898.0,936575.2,,,,0.06,,,,0.01,1000.0,199.0,,,0.06,,,160.0,1500.0,0.95,0.09,,,16.14,5.59,85703.0,4867930.4,,4.93,16.13,27.34,0.23,34.8,0.0954
2024-05-21,18934.0,1067877.6,0.32,2.06,0.12,1.08,0.0,896421.6,13185.0,15894.0,743634.0,,,,,,,,0.19,,3304.0,,,,,,,7004.0,0.75,0.4,,,13.33,4.48,85703.0,4833649.2,,4.87,13.33,20.72,0.2539,40.58,0.0644
2024-05-22,17938.0,1027847.4,0.31,1.96,0.11,1.02,0.0,888035.4,12789.0,15498.0,732809.7,,,3.0,0.06,,1504.0,,0.17,1000.0,2900.0,,,0.06,3.0,0.09,2501.0,2900.0,0.72,0.17,,,30.21,4.35,29543.0,1692813.9,,1.67,30.24,27.44,0.2035,29.76,0.061
2024-05-23,15938.0,924404.0,0.27,1.76,0.1,0.92,0.0,840884.0,11789.0,14498.0,683762.0,,,,,,,,0.06,,1000.0,,,,,,,1000.0,0.68,0.06,,,28.52,4.02,29543.0,1713494.0,,1.69,28.54,30.89,0.2423,33.53,0.0543
2024-05-24,10538.0,614365.4,0.18,1.18,0.07,0.62,0.0,530413.4,6389.0,9098.0,372478.7,,,,,,,,0.31,,5400.0,,,,,,,5400.0,0.37,0.31,,,100.0,2.18,0.0,0.0,,0.0,100.0,18.49,0.2929,46.37,0.0359
2024-05-27,9218.0,536487.6,0.16,1.02,0.06,0.54,0.0,491091.6,5729.0,8438.0,333427.8,,,,,,,,0.04,,660.0,,,,,,,660.0,0.33,0.03,,,100.0,1.94,0.0,0.0,,0.0,100.0,16.9,0.349,52.56,0.0313
2024-05-28,9218.0,530035.0,0.16,1.01,0.06,0.55,0.0,485185.0,5729.0,8438.0,329417.5,,,,,,,,,,,,,,,,,,0.33,,,,100.0,1.94,0.0,0.0,,0.0,100.0,16.65,0.3521,52.98,0.0313
2024-05-29,11518.0,646159.8,0.2,1.3,0.07,0.67,0.0,602401.8,8029.0,10738.0,450426.9,,,,,,2300.0,,,,,,,,,0.13,2300.0,,0.46,,,,33.68,2.73,15807.0,886772.7,,0.91,33.69,19.27,0.267,42.85,0.0391
