,RS2K FP Equity_DX_SI_QTY,RS2K FP Equity_DX_SHORT_INTEREST_VALUE,RS2K FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RS2K FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RS2K FP Equity_DX_SI_MV,RS2K FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RS2K FP Equity_DX_SUPPLY_SI_QTY,RS2K FP Equity_DX_BROKER_SI_QTY,RS2K FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RS2K FP Equity_DX_SUPPLY_SI_QTY_INC_x,RS2K FP Equity_DX_BROKER_SI_MV_INC_x,RS2K FP Equity_DX_BROKER_SI_QTY_ADD,RS2K FP Equity_DX_SUPPLY_SI_MV_DEC,RS2K FP Equity_DX_BROKER_SI_QTY_INC,RS2K FP Equity_DX_SUPPLY_SI_QTY_DEC,RS2K FP Equity_DX_BROKER_SI_MV_INC_y,RS2K FP Equity_DX_SUPPLY_SI_QTY_INC_y,RS2K FP Equity_DX_BROKER_SI_MV_ADD,RS2K FP Equity_DX_SUPPLY_SI_QTY_ADD,RS2K FP Equity_DX_BROKER_SI_QTY_DEC,RS2K FP Equity_DX_SUPPLY_SI_MV,RS2K FP Equity_DX_BROKER_SI_MV_DEC,RS2K FP Equity_DX_BROKER_SI_MV_RMV,RS2K FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RS2K FP Equity_DX_UTILIZATION_QUANTITY,RS2K FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RS2K FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RS2K FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RS2K FP Equity_DX_ACTIVE_UTILIZATION_MV,RS2K FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RS2K FP Equity_DX_BROKER_SI_CON_RATIO,RS2K FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RS2K FP Equity_DX_DEMAND_SUPPLY_RATIO,RS2K FP Equity_PX_LAST
2024-03-26,732.0,206989.25,0.21,0.07,0.21,107736.21,381.0,381.0,107736.21,,,,,,,,,,,,0.11,,,100.0,13.53,0.0,0.0,0.0,100.0,7.88,0.8548,92.12,0.26,282.7722
2024-03-27,1532.0,438066.67,0.45,0.17,0.43,223322.5,781.0,781.0,223322.5,,,400.0,,,,,,0.11,400.0,,0.22,,,100.0,24.29,0.0,0.0,0.0,100.0,29.94,0.5463,67.53,0.4765,285.9443
2024-03-28,3532.0,1025253.42,1.06,0.4,1.01,516980.84,1781.0,1781.0,516980.84,1000.0,0.29,,,1000.0,,0.29,1000.0,,,,0.51,,,100.0,42.25,0.0,0.0,0.0,100.0,11.19,0.7846,87.86,0.838,290.2756
2024-03-29,3532.0,1025253.42,1.12,0.4,1.02,516980.84,1781.0,1781.0,516980.84,,,,,,,,,,,,0.51,,,100.0,44.26,0.0,0.0,0.0,100.0,11.1,0.7859,87.95,0.8777,
2024-04-01,3532.0,1025253.42,1.12,0.4,1.02,516980.84,1781.0,1781.0,516980.84,,,,,,,,,,,,0.51,,,100.0,44.26,0.0,0.0,0.0,100.0,11.1,0.7859,87.95,0.8777,
2024-04-02,7132.0,2012583.36,2.27,0.8,2.06,1010524.54,3581.0,3581.0,1010524.54,1800.0,0.52,,,1800.0,,0.52,1800.0,,,,1.04,,,100.0,84.96,0.0,0.0,0.0,100.0,6.86,0.861,92.54,1.6921,282.1906
2024-04-03,8197.0,2318450.96,2.5,0.91,2.31,1314081.14,3846.0,4646.0,1087808.02,265.0,0.28,,,1065.0,,0.28,265.0,,,,1.08,,,100.0,85.85,0.0,0.0,0.0,100.0,10.2,0.8079,89.3,1.8297,282.8414
2024-04-04,8997.0,2557993.75,2.71,1.0,2.54,1434660.05,4246.0,5046.0,1207207.01,400.0,0.12,,,400.0,,0.12,400.0,,,,1.2,,,100.0,92.0,0.0,0.0,0.0,100.0,9.05,0.8274,90.51,1.9495,284.3163
2024-04-05,9026.0,2532562.92,2.72,1.0,2.57,1423970.4,4275.0,5075.0,1199502.16,29.0,,29.0,,,,,29.0,0.01,,,1.22,,,100.0,92.05,0.0,0.0,0.0,100.0,8.84,0.8232,90.3,1.9436,280.5853
2024-04-08,9026.0,2539121.21,2.28,1.01,2.54,1427657.89,4275.0,5075.0,1202608.37,,,,,,,,,,,,1.2,,,100.0,92.05,0.0,0.0,0.0,100.0,8.98,0.821,90.16,1.9436,281.3119
2024-04-09,1826.0,512479.13,0.46,0.2,0.51,413968.63,675.0,1475.0,189443.27,,,,1.01,,3600.0,,,,,3600.0,0.19,1.01,,100.0,23.78,0.0,0.0,0.0,100.0,41.68,0.4696,54.32,0.6434,280.6567
2024-04-10,1026.0,285884.95,0.26,0.11,0.29,188082.2,675.0,675.0,188082.2,,,,,,,,,,,800.0,0.19,0.23,,100.0,23.78,0.0,0.0,0.0,100.0,4.47,0.8357,91.2,0.3615,278.6403
2024-04-11,1026.0,285691.96,0.25,0.11,0.29,187955.24,675.0,675.0,187955.24,,,,,,,,,,,,0.19,,,100.0,23.78,0.0,0.0,0.0,100.0,4.45,0.8364,91.25,0.3615,278.4522
2024-04-12,1026.0,286515.12,0.25,0.11,0.29,188496.79,675.0,675.0,188496.79,,,,,,,,,,,,0.19,,,100.0,23.78,0.0,0.0,0.0,100.0,4.44,0.8369,91.28,0.3615,279.2545
2024-04-15,1026.0,283086.12,0.25,0.11,0.28,186240.87,675.0,675.0,186240.87,,,,,,,,,,,,0.19,,,100.0,23.96,0.0,0.0,0.0,100.0,4.49,0.835,91.16,0.3642,275.9124
2024-04-16,1026.0,279562.12,0.26,0.11,0.28,183922.45,675.0,675.0,183922.45,,,,,,,,,,,,0.19,,,100.0,35.14,0.0,0.0,0.0,100.0,4.49,0.835,91.16,0.5341,272.4777
2024-04-17,1026.0,277651.71,0.26,0.11,0.28,182665.6,675.0,675.0,182665.6,,,,,,,,,,,,0.18,,,100.0,35.14,0.0,0.0,0.0,100.0,4.48,0.8354,91.19,0.5341,270.6157
2024-04-18,1026.0,278908.76,0.27,0.11,0.28,183492.61,675.0,675.0,183492.61,,,,,,,,,,,,0.18,,,100.0,35.14,0.0,0.0,0.0,100.0,4.42,0.8373,91.3,0.5341,271.8409
2024-04-19,1026.0,275669.07,0.27,0.11,0.28,181361.23,675.0,675.0,181361.23,,,,,,,,,,,,0.18,,,100.0,35.14,0.0,0.0,0.0,100.0,4.49,0.8351,91.17,0.5341,268.6833
2024-04-22,1026.0,276890.62,0.16,0.13,0.28,182164.88,675.0,675.0,182164.88,,,,,,,,,,,,0.18,,,100.0,35.14,0.0,0.0,0.0,100.0,4.43,0.8372,91.29,0.5341,269.8739
2024-04-23,1026.0,282658.49,0.17,0.13,0.28,185959.53,675.0,675.0,185959.53,,,,,,,,,,,,0.18,,,100.0,35.14,0.0,0.0,0.0,100.0,4.36,0.8395,91.42,0.5341,275.4956
2024-04-24,1026.0,281498.8,0.17,0.13,0.28,185196.58,675.0,675.0,185196.58,,,,,,,,,,,,0.19,,,100.0,35.14,0.0,0.0,0.0,100.0,4.46,0.836,91.22,0.5341,274.3653
2024-04-25,1026.0,276867.33,0.17,0.14,0.28,182149.56,675.0,675.0,182149.56,,,,,,,,,,,,0.18,,,100.0,35.14,0.0,0.0,0.0,100.0,4.52,0.8342,91.12,0.5341,269.8512
2024-04-26,1026.0,281966.76,0.17,0.14,0.28,185504.45,675.0,675.0,185504.45,,,,,,,,,,,,0.18,,,100.0,35.14,0.0,0.0,0.0,100.0,4.37,0.8391,91.4,0.5341,274.8214
2024-04-29,1026.0,283903.95,0.17,0.14,0.28,186778.91,675.0,675.0,186778.91,,,,,,,,,,,,0.19,,,100.0,35.14,0.0,0.0,0.0,100.0,4.42,0.8375,91.31,0.5341,276.7095
2024-04-30,1026.0,281470.99,0.17,0.14,0.28,185178.29,675.0,675.0,185178.29,,,,,,,,,,,,0.19,,,100.0,35.14,0.0,0.0,0.0,100.0,4.47,0.8356,91.2,0.5341,274.3382
2024-05-01,1026.0,281470.99,0.18,0.14,0.28,185178.29,675.0,675.0,185178.29,,,,,,,,,,,,0.18,,,100.0,68.39,0.0,0.0,0.0,100.0,4.45,0.8366,91.26,1.0395,
2024-05-02,1026.0,282510.43,0.18,0.14,0.28,185862.13,675.0,675.0,185862.13,,,,,,,,,,,,0.18,,,100.0,66.11,0.0,0.0,0.0,100.0,4.44,0.8369,91.27,1.0049,275.3513
2024-05-03,1026.0,285157.82,0.18,0.14,0.28,187603.83,675.0,675.0,187603.83,,,,,,,,,,,,0.18,,,100.0,66.11,0.0,0.0,0.0,100.0,4.41,0.838,91.33,1.0049,277.9316
2024-05-06,1026.0,288815.41,0.17,0.14,0.29,190010.14,675.0,675.0,190010.14,,,,,,,,,,,,0.19,,,100.0,61.81,0.0,0.0,0.0,100.0,4.39,0.8384,91.36,0.9396,281.4965
2024-05-07,1026.0,291166.28,0.17,0.14,0.29,191556.77,675.0,675.0,191556.77,,,,,,,,,,,,0.19,,,100.0,66.11,0.0,0.0,0.0,100.0,4.41,0.8379,91.33,1.0049,283.7878
2024-05-08,1026.0,288946.12,0.18,0.14,0.29,190096.13,675.0,675.0,190096.13,,,,,,,,,,,,0.19,,,100.0,66.11,0.0,0.0,0.0,100.0,4.48,0.8361,91.23,1.0049,281.6239
2024-05-09,1026.0,289872.8,0.18,0.14,0.29,190705.79,675.0,675.0,190705.79,,,,,,,,,,,,0.19,,,100.0,66.11,0.0,0.0,0.0,100.0,4.43,0.8369,91.28,1.0049,282.5271
2024-05-10,1026.0,289216.16,0.18,0.14,0.29,190273.79,675.0,675.0,190273.79,,,,,,,,,,,,0.19,,,100.0,66.11,0.0,0.0,0.0,100.0,4.46,0.8363,91.24,1.0049,281.8871
2024-05-13,1026.0,290221.03,0.19,0.14,0.29,190934.89,675.0,675.0,190934.89,,,,,,,,,,,,0.19,,,100.0,66.11,0.0,0.0,0.0,100.0,4.43,0.8372,91.29,1.0049,282.8665
2024-05-14,1026.0,291021.51,0.19,0.14,0.29,191461.52,675.0,675.0,191461.52,,,,,,,,,,,,0.19,,,100.0,66.11,0.0,0.0,0.0,100.0,4.43,0.8371,91.28,1.0049,283.6467
2024-05-15,1026.0,292892.73,0.19,0.14,0.29,192692.59,675.0,675.0,192692.59,,,,,,,,,,,,0.19,,,100.0,66.11,0.0,0.0,0.0,100.0,4.42,0.8373,91.3,1.0049,285.4705
2024-05-16,997.0,284380.69,0.19,0.13,0.28,184262.71,646.0,646.0,184262.71,,,,0.01,,29.0,,,,,29.0,0.18,0.01,,100.0,65.12,0.0,0.0,0.0,100.0,4.65,0.9114,95.35,1.005,285.2364
2024-05-17,997.0,283090.57,0.19,0.13,0.28,183426.79,646.0,646.0,183426.79,,,,,,,,,,,,0.18,,,100.0,65.12,0.0,0.0,0.0,100.0,4.66,0.9111,95.34,1.005,283.9424
2024-05-20,997.0,285251.07,0.19,0.13,0.28,184826.67,646.0,646.0,184826.67,,,,,,,,,,,,0.18,,,100.0,66.12,0.0,0.0,0.0,100.0,4.64,0.9116,95.36,1.0205,286.1094
2024-05-21,1167.0,332695.01,0.26,0.16,0.33,204121.36,716.0,716.0,204121.36,,0.02,,0.01,70.0,30.0,0.02,,,100.0,,0.21,,,100.0,66.48,0.0,0.0,0.0,100.0,24.57,0.6293,75.43,1.0836,285.0857
2024-05-22,1167.0,331720.22,0.26,0.16,0.33,203523.29,716.0,716.0,203523.29,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.55,0.6295,75.45,1.0836,284.2504
2024-05-23,1167.0,328689.4,0.26,0.16,0.33,201663.76,716.0,716.0,201663.76,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.67,0.6283,75.33,1.0836,281.6533
2024-05-24,1167.0,327979.4,0.27,0.16,0.33,201228.15,716.0,716.0,201228.15,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.55,0.6295,75.45,1.0836,281.0449
2024-05-27,1167.0,329677.5,0.27,0.16,0.33,202270.0,716.0,716.0,202270.0,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.49,0.6301,75.51,1.0836,282.5
2024-05-28,1167.0,327913.0,0.27,0.16,0.33,201187.41,716.0,716.0,201187.41,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.59,0.6291,75.41,1.0836,280.988
2024-05-29,1167.0,324278.96,0.27,0.16,0.33,198957.78,716.0,716.0,198957.78,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.7,0.628,75.3,1.0836,277.874
2024-05-30,1167.0,327149.89,0.28,0.16,0.32,200719.22,716.0,716.0,200719.22,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.34,0.6317,75.66,1.0836,280.3341
2024-05-31,1167.0,325900.39,0.28,0.16,0.32,199952.59,716.0,716.0,199952.59,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.49,0.6302,75.51,1.0836,279.2634
2024-06-03,1167.0,326457.86,0.28,0.16,0.33,200294.63,716.0,716.0,200294.63,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.51,0.6299,75.49,1.0836,279.7411
2024-06-04,1167.0,322041.59,1.03,0.15,0.32,197585.07,716.0,716.0,197585.07,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.76,0.6274,75.24,1.0836,275.9568
2024-06-05,1167.0,325863.16,0.98,0.15,0.32,199929.75,716.0,716.0,199929.75,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.3,0.6321,75.7,1.0836,279.2315
2024-06-06,1167.0,325080.57,0.98,0.15,0.33,199449.6,716.0,716.0,199449.6,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.54,0.6296,75.46,1.0836,278.5609
2024-06-07,1167.0,323445.49,0.97,0.15,0.33,198446.42,716.0,716.0,198446.42,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.6,0.6291,75.4,1.0836,277.1598
2024-06-10,1167.0,324350.85,0.98,0.15,0.32,199001.89,716.0,716.0,199001.89,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.49,0.6302,75.51,1.0836,277.9356
2024-06-11,1167.0,323417.01,1.0,0.15,0.32,198428.95,716.0,716.0,198428.95,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.58,0.6292,75.42,1.0836,277.1354
2024-06-12,1167.0,329830.96,1.02,0.15,0.33,202364.15,716.0,716.0,202364.15,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.11,0.634,75.89,1.0836,282.6315
2024-06-13,1167.0,324648.31,1.0,0.15,0.33,199184.4,716.0,716.0,199184.4,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.77,0.6273,75.23,1.0836,278.1905
2024-06-14,1167.0,322784.5,0.92,0.15,0.32,198040.87,716.0,716.0,198040.87,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.64,0.6286,75.36,1.0836,276.5934
2024-06-17,1167.0,320840.16,1.01,0.16,0.32,196847.95,716.0,716.0,196847.95,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.69,0.6281,75.31,1.0836,274.9273
2024-06-18,1167.0,325121.42,1.05,0.16,0.32,199474.66,716.0,716.0,199474.66,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.27,0.6324,75.73,1.0836,278.5959
2024-06-19,1172.0,325191.09,0.96,0.16,0.33,200053.56,721.0,721.0,200053.56,5.0,,5.0,,,,,5.0,0.0,,,0.2,,,100.0,66.64,0.0,0.0,0.0,100.0,24.44,0.6215,74.95,1.0832,277.4668
2024-06-20,1167.0,326123.52,0.95,0.16,0.33,200089.49,716.0,716.0,200089.49,,,,0.0,,5.0,,,,,5.0,0.2,0.0,,100.0,66.48,0.0,0.0,0.0,100.0,24.36,0.6315,75.64,1.0836,279.4546
2024-06-21,1167.0,325077.54,0.84,0.16,0.32,199447.74,716.0,716.0,199447.74,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.58,0.6292,75.42,1.0836,278.5583
2024-06-24,1167.0,328052.22,0.82,0.16,0.33,201272.83,716.0,716.0,201272.83,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.34,0.6316,75.66,1.0836,281.1073
2024-06-25,1167.0,325021.87,0.78,0.16,0.33,199413.59,716.0,716.0,199413.59,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.69,0.6281,75.31,1.0836,278.5106
2024-06-26,1167.0,324916.14,0.77,0.16,0.33,199348.72,716.0,716.0,199348.72,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.52,0.6299,75.48,1.0836,278.42
2024-06-27,1167.0,325275.69,0.71,0.16,0.32,199569.32,716.0,716.0,199569.32,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.48,0.6302,75.52,1.0836,278.7281
2024-06-28,1167.0,328790.0,0.73,0.16,0.33,201725.48,716.0,716.0,201725.48,,,,,,,,,,,,0.2,,,100.0,66.48,0.0,0.0,0.0,100.0,24.31,0.632,75.69,1.0836,281.7395
2024-07-01,1162.0,324294.45,0.72,0.16,0.33,198428.01,711.0,711.0,198428.01,,,,0.0,,5.0,,,,,5.0,0.2,0.0,,100.0,68.23,0.0,0.0,0.0,100.0,24.85,0.6265,75.15,1.1152,279.083
2024-07-02,1162.0,324749.37,0.69,0.16,0.32,198706.37,711.0,711.0,198706.37,,,,,,,,,,,,0.2,,,100.0,68.23,0.0,0.0,0.0,100.0,24.64,0.6286,75.36,1.1152,279.4745
2024-07-03,1112.0,309381.86,0.67,0.15,0.31,183904.15,661.0,661.0,183904.15,,,,0.01,,50.0,,,,,50.0,0.18,0.01,,100.0,63.44,0.0,0.0,0.0,100.0,26.35,0.6119,73.65,1.0672,278.2211
2024-07-04,1112.0,309457.59,0.67,0.15,0.31,183949.16,661.0,661.0,183949.16,,,,,,,,,,,,0.18,,,100.0,63.44,0.0,0.0,0.0,100.0,26.29,0.6125,73.71,1.0672,278.2892
2024-07-05,1112.0,306866.07,0.67,0.15,0.31,182408.7,661.0,661.0,182408.7,,,,,,,,,,,,0.18,,,100.0,63.44,0.0,0.0,0.0,100.0,26.46,0.6108,73.54,1.0672,275.9587
2024-07-08,1112.0,309215.73,0.66,0.15,0.31,183805.39,661.0,661.0,183805.39,,,,,,,,,,,,0.18,,,100.0,63.44,0.0,0.0,0.0,100.0,26.12,0.614,73.88,1.0672,278.0717
2024-07-09,1112.0,307513.37,0.59,0.15,0.31,182793.47,661.0,661.0,182793.47,,,,,,,,,,,,0.18,,,100.0,63.44,0.0,0.0,0.0,100.0,26.38,0.6115,73.62,1.0672,276.5408
2024-07-10,1112.0,308842.43,0.59,0.15,0.31,183583.5,661.0,661.0,183583.5,,,,,,,,,,,,0.18,,,100.0,63.44,0.0,0.0,0.0,100.0,26.21,0.6132,73.79,1.0672,277.736
2024-07-11,1112.0,320471.06,0.59,0.15,0.31,190495.84,661.0,661.0,190495.84,,,,,,,,,,,,0.18,,,100.0,63.44,0.0,0.0,0.0,100.0,25.56,0.6195,74.44,1.0672,288.1934
2024-07-12,1112.0,324567.0,0.58,0.15,0.32,192930.56,661.0,661.0,192930.56,,,,,,,,,,,,0.19,,,100.0,63.44,0.0,0.0,0.0,100.0,26.03,0.6149,73.97,1.0672,291.8768
2024-07-15,1112.0,329907.05,0.5,0.15,0.33,196104.82,661.0,661.0,196104.82,,,,,,,,,,,,0.19,,,100.0,58.65,0.0,0.0,0.0,100.0,25.94,0.6158,74.06,0.9867,296.679
2024-07-16,1112.0,337902.66,0.46,0.14,0.33,200857.61,661.0,661.0,200857.61,,,,,,,,,,,,0.2,,,100.0,28.13,0.0,0.0,0.0,100.0,25.84,0.6168,74.16,0.4732,303.8693
2024-07-17,5912.0,1796896.83,2.17,0.71,1.8,1173514.66,2261.0,3861.0,687209.7,1600.0,,3200.0,,,,,1600.0,0.98,,,0.69,,,100.0,56.95,0.0,0.0,0.0,100.0,10.09,0.7565,86.32,1.4892,303.9406
2024-07-18,5912.0,1786319.08,1.87,0.65,1.8,1166606.56,2261.0,3861.0,683164.32,,,,,,,,,,,,0.69,,,100.0,56.78,0.0,0.0,0.0,100.0,10.07,0.7567,86.33,1.4847,302.1514
2024-07-19,2761.0,817496.21,0.79,0.28,0.83,683960.97,710.0,2310.0,210221.77,49.0,0.01,,0.49,49.0,1600.0,0.01,49.0,,,1600.0,0.21,0.49,,100.0,17.31,0.0,0.0,0.0,100.0,24.95,0.5142,66.7,0.6731,296.087
2024-07-22,3561.0,1059754.31,0.98,0.37,1.06,806496.54,1110.0,2710.0,330336.22,400.0,,400.0,,,,,400.0,0.12,,,0.33,,,32.51,25.39,2304.0,685670.86,0.69,32.5,21.81,0.3959,56.84,0.8145,297.6002
2024-07-23,10863.0,3318825.74,2.85,1.1,3.24,1943390.46,4761.0,6361.0,1454564.06,3651.0,1.09,,,3651.0,,1.09,3651.0,,,,1.42,,,100.0,75.8,0.0,0.0,0.0,100.0,25.68,0.4877,64.47,1.7295,305.5165
2024-07-24,7063.0,2152505.75,1.78,0.69,2.16,1359525.44,2861.0,4461.0,871912.64,,,,0.56,,1900.0,,,,,1900.0,0.87,0.55,,100.0,65.3,0.0,0.0,0.0,100.0,35.08,0.3652,47.16,1.6122,304.758
2024-07-25,5788.0,1764293.53,1.43,0.55,1.76,971153.97,3187.0,3186.0,971458.79,326.0,0.1,,,325.0,,0.1,326.0,,,1600.0,0.97,0.49,,100.0,70.95,0.0,0.0,0.0,100.0,28.46,0.5131,65.45,1.2885,304.8192
2024-07-26,7588.0,2316071.58,1.78,0.72,2.32,1247162.43,4087.0,4086.0,1247467.65,900.0,,900.0,,,,,900.0,0.28,,,1.25,,,100.0,77.04,0.0,0.0,0.0,100.0,35.38,0.3394,42.28,1.4303,305.2282
2024-07-29,8188.0,2498056.45,1.82,0.76,2.5,1338113.77,4386.0,4386.0,1338113.77,299.0,0.09,,,300.0,,0.09,299.0,,,,1.34,,,100.0,78.27,0.0,0.0,0.0,100.0,37.83,0.3496,42.21,1.4611,305.0875
2024-07-30,10788.0,3305155.16,2.3,0.99,3.29,1742038.58,5686.0,5686.0,1742038.58,1300.0,0.4,,,1300.0,,0.4,1300.0,,,,1.73,,,100.0,74.56,0.0,0.0,0.0,100.0,25.95,0.4445,60.32,1.4146,306.3733
2024-07-31,9888.0,3048189.58,2.1,0.89,3.04,1752832.32,4786.0,5686.0,1475387.88,,,,0.27,,900.0,,,,,,1.47,,,100.0,71.1,0.0,0.0,0.0,100.0,29.1,0.4093,55.47,1.469,308.2716
2024-08-01,8988.0,2692434.49,1.88,0.79,2.73,1433688.42,4786.0,4786.0,1433688.42,1000.0,0.31,,0.3,1000.0,1000.0,0.31,1000.0,,,1900.0,1.46,0.58,,100.0,83.0,0.0,0.0,0.0,100.0,21.98,0.4105,57.72,1.5588,299.5588
2024-08-02,6286.0,1787419.07,1.32,0.55,1.86,976739.5,3435.0,3435.0,976739.5,,,,0.43,,1351.0,,,,,1351.0,1.02,0.42,,100.0,65.58,0.0,0.0,0.0,100.0,25.45,0.5416,68.81,1.2001,284.3492
2024-08-05,11286.0,3096667.35,2.27,1.0,3.21,1628453.02,5935.0,5935.0,1628453.02,2500.0,,2500.0,,,,,2500.0,0.71,,,1.69,,,100.0,77.7,0.0,0.0,0.0,100.0,28.23,0.4373,58.8,1.4776,274.3813
2024-08-06,8535.0,2366490.06,1.63,0.76,2.07,1645590.92,3197.0,5935.0,886428.67,13.0,,,0.78,,2751.0,,13.0,,,,0.6,,,100.0,72.53,0.0,0.0,0.0,100.0,31.81,0.3986,53.02,1.9363,277.2689
2024-08-07,1990.0,558988.21,0.37,0.18,0.56,404213.09,1452.0,1439.0,407864.77,,0.09,,0.41,304.0,2500.0,0.09,,,755.0,4800.0,0.4,1.32,,100.0,76.22,0.0,0.0,0.0,100.0,12.86,0.6722,80.72,1.0446,280.8986
2024-08-08,1790.0,501967.55,0.33,0.16,0.5,375494.16,1339.0,1339.0,375494.16,,,,0.03,,113.0,,,,,100.0,0.38,0.03,,100.0,66.88,0.0,0.0,0.0,100.0,13.93,0.7602,86.07,0.8941,280.4288
2024-08-09,1790.0,502449.06,0.33,0.16,0.5,375854.35,1339.0,1339.0,375854.35,,,,,,,,,,,,0.37,,,100.0,66.88,0.0,0.0,0.0,100.0,13.9,0.7607,86.1,0.8941,280.6978
2024-08-12,1790.0,497973.7,0.32,0.17,0.5,372506.59,1339.0,1339.0,372506.59,,,,,,,,,,,,0.37,,,100.0,67.05,0.0,0.0,0.0,100.0,14.01,0.7591,85.99,0.8963,278.1976
2024-08-13,540.0,151260.86,0.1,0.05,0.15,121849.02,435.0,435.0,121849.02,,,,0.25,,904.0,,,,,904.0,0.12,0.25,,100.0,21.78,0.0,0.0,0.0,100.0,37.3,0.5322,62.7,0.2704,280.1127
2024-08-14,540.0,151148.59,0.1,0.05,0.15,121758.59,435.0,435.0,121758.59,,,,,,,,,,,,0.12,,,100.0,21.78,0.0,0.0,0.0,100.0,37.37,0.5319,62.63,0.2704,279.9048
2024-08-15,540.0,155118.94,0.1,0.05,0.15,124956.93,435.0,435.0,124956.93,,,,,,,,,,,,0.12,,,100.0,21.78,0.0,0.0,0.0,100.0,36.74,0.5352,63.26,0.2704,287.2573
2024-08-16,540.0,154876.7,0.1,0.05,0.15,124761.78,435.0,435.0,124761.78,,,,,,,,,,,,0.12,,,100.0,21.88,0.0,0.0,0.0,100.0,37.52,0.5312,62.48,0.2716,286.8087
2024-08-19,540.0,155660.45,0.1,0.05,0.15,125393.14,435.0,435.0,125393.14,,,,,,,,,,,,0.12,,,100.0,19.06,0.0,0.0,0.0,100.0,37.3,0.5323,62.7,0.2366,288.2601
2024-08-20,540.0,153880.61,0.1,0.05,0.15,123959.38,435.0,435.0,123959.38,,,,,,,,,,,,0.12,,,100.0,19.19,0.0,0.0,0.0,100.0,37.69,0.5303,62.31,0.2382,284.9641
2024-08-21,540.0,154646.39,0.1,0.05,0.15,124576.26,435.0,435.0,124576.26,,,,,,,,,,,,0.12,,,100.0,19.19,0.0,0.0,0.0,100.0,37.33,0.5321,62.67,0.2382,286.3822
2024-08-22,540.0,155330.24,0.1,0.05,0.15,125127.14,435.0,435.0,125127.14,,,,,,,,,,,,0.12,,,100.0,19.19,0.0,0.0,0.0,100.0,37.23,0.5326,62.77,0.2382,287.6486
2024-08-23,540.0,158674.84,0.1,0.05,0.16,127821.4,435.0,435.0,127821.4,,,,,,,,,,,,0.13,,,100.0,19.19,0.0,0.0,0.0,100.0,37.51,0.5312,62.49,0.2382,293.8423
2024-08-26,540.0,158882.09,0.11,0.05,0.16,127988.35,435.0,435.0,127988.35,,,,,,,,,,,,0.13,,,100.0,17.72,0.0,0.0,0.0,100.0,37.34,0.5321,62.66,0.22,294.2261
2024-08-27,540.0,157365.13,0.11,0.05,0.16,126766.35,435.0,435.0,126766.35,,,,,,,,,,,,0.13,,,100.0,17.98,0.0,0.0,0.0,100.0,37.65,0.5305,62.35,0.2231,291.4169
2024-08-28,540.0,157188.06,0.12,0.05,0.16,126623.72,435.0,435.0,126623.72,,,,,,,,,,,,0.13,,,100.0,18.24,0.0,0.0,0.0,100.0,37.39,0.5318,62.61,0.2264,291.089
