,MDM FP Equity_DX_SI_QTY,MDM FP Equity_DX_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MDM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MDM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MDM FP Equity_DX_SI_MV,MDM FP Equity_DX_DSS,MDM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY,MDM FP Equity_DX_BROKER_SI_QTY,MDM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MDM FP Equity_DX_BROKER_SI_MV_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_x,MDM FP Equity_DX_BROKER_SI_MV_INC_x,MDM FP Equity_DX_SUPPLY_SI_MV_NEW,MDM FP Equity_DX_BROKER_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_NEW,MDM FP Equity_DX_SUPPLY_SI_MV_DEC,MDM FP Equity_DX_BROKER_SI_QTY_INC,MDM FP Equity_DX_SUPPLY_SI_QTY_DEC,MDM FP Equity_DX_BROKER_SI_MV_NEW_y,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MDM FP Equity_DX_BROKER_SI_MV_INC_y,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_y,MDM FP Equity_DX_BROKER_SI_MV_ADD,MDM FP Equity_DX_SUPPLY_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_DEC,MDM FP Equity_DX_SUPPLY_SI_MV,MDM FP Equity_DX_BROKER_SI_MV_DEC,MDM FP Equity_DX_SUPPLY_SI_MV_RMV,MDM FP Equity_DX_BROKER_SI_MV_RMV,MDM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MDM FP Equity_DX_UTILIZATION_QUANTITY,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MDM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MDM FP Equity_DX_ACTIVE_UTILIZATION_MV,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MDM FP Equity_DX_BROKER_SI_CON_RATIO,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MDM FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-09-22,59833.0,1446615.99,0.13,1.43,0.13,1.48,0.0,1446615.99,41900.0,59833.0,1013039.79,,,,,,16108.0,,0.8,,33041.0,,,,,0.39,,43838.0,1.02,1.07,,,1.25,1.25,3318881.0,80242446.69,,79.58,1.27,26.37,0.2549,36.51,0.0178
2016-09-23,70732.0,1717133.07,0.16,1.67,0.16,1.74,0.0,1717133.07,61919.0,70732.0,1503183.32,,,20019.0,0.49,,,,,20098.0,,,,0.49,20019.0,,,9199.0,1.51,0.22,,,1.82,1.82,3345443.0,81216009.73,,80.25,1.85,21.43,0.2113,30.96,0.0208
2016-09-26,62402.0,1514290.84,0.14,1.51,0.14,1.54,0.0,1514290.84,59727.0,62402.0,1449377.41,,,,,,,,0.05,,2192.0,,,,,,,8330.0,1.46,0.2,,,1.75,1.75,3347635.0,81236066.47,,80.37,1.79,23.96,0.2328,34.72,0.0183
2016-09-27,65206.0,1592668.29,0.14,1.55,0.14,1.62,0.0,1592668.29,56518.0,65206.0,1380462.33,,,,0.05,,1850.0,,0.08,1805.0,3209.0,,,0.05,,0.05,,851.0,1.39,0.02,,,1.64,1.64,3390544.0,82814647.78,,81.78,1.67,23.03,0.2138,33.17,0.0189
2016-09-28,59175.0,1458840.68,0.13,1.42,0.13,1.47,0.0,1458840.68,50487.0,59175.0,1244655.5,,,,,,,,0.15,,6031.0,,,,,,,6031.0,1.25,0.15,,,1.46,1.46,3411575.0,84105524.2,,82.41,1.49,25.26,0.241,36.56,0.0171
2016-09-29,76509.0,1857379.03,0.17,1.84,0.17,1.9,0.0,1857379.03,68715.0,76509.0,1668167.15,,,7972.0,0.47,,,,0.04,19078.0,1744.0,,,0.47,7972.0,,12000.0,1744.0,1.7,0.04,,,1.98,1.98,3393347.0,82378956.38,,82.32,2.03,19.66,0.2712,43.6,0.0221
2016-09-30,77519.0,1930270.34,0.17,1.89,0.17,1.93,0.0,1930270.34,68831.0,77519.0,1713933.84,,,575.0,0.02,,,,0.01,1010.0,459.0,,,0.02,575.0,,,,1.69,,,,1.99,1.99,3393596.0,84502608.38,,81.79,2.03,19.16,0.2707,43.73,0.0224
2016-10-03,65843.0,1698877.4,0.15,1.56,0.15,1.69,0.0,1698877.4,57155.0,65843.0,1474710.11,,,2241.0,0.08,,,,0.34,2703.0,13917.0,,,0.08,2241.0,,,14379.0,1.45,0.35,,,1.65,1.65,3405272.0,87862637.74,,84.37,1.69,19.18,0.3347,51.25,0.019
2016-10-04,67504.0,1718333.01,0.15,1.57,0.15,1.75,0.0,1718333.01,58816.0,67504.0,1497177.57,,,1716.0,0.05,,,,0.0,1716.0,55.0,,,0.05,1716.0,,,55.0,1.53,0.0,,,1.7,1.7,3403611.0,86639860.43,,86.4,1.74,21.66,0.322,49.02,0.0195
2016-10-05,85350.0,2154855.06,0.19,1.92,0.19,2.19,0.0,2154855.06,74470.0,85350.0,1880164.69,,,,0.54,,,,0.02,21097.0,346.0,,,0.54,,,16000.0,3251.0,1.9,0.09,,,2.14,2.14,3403826.0,85937336.43,,85.13,2.19,20.42,0.2415,38.9,0.0245
2016-10-06,102384.0,2485536.28,0.23,2.29,0.23,2.57,0.0,2485536.28,91504.0,102384.0,2221406.78,,,20000.0,0.47,,,,0.08,20000.0,2966.0,,,0.47,20000.0,,,2966.0,2.31,0.08,,,2.61,2.61,3413139.0,82859439.01,,84.74,2.65,15.87,0.3202,51.46,0.0292
2016-10-07,100980.0,2429447.86,0.22,2.24,0.22,2.48,0.0,2429447.86,86820.0,100980.0,2088776.62,,,,0.04,,,,0.15,1834.0,4684.0,,,0.04,,,,3238.0,2.12,0.09,,,2.49,2.49,3405547.0,81933044.96,,81.51,2.53,15.8,0.3302,52.83,0.0289
2016-10-10,108302.0,2627059.83,0.24,2.41,0.24,2.67,0.0,2627059.83,86235.0,108302.0,2091785.05,,,,0.21,,,,0.02,7907.0,585.0,,,0.21,,,,585.0,2.1,0.01,,,2.45,2.45,3434747.0,83315967.16,,82.1,2.5,14.57,0.3106,50.82,0.0308
2016-10-11,103825.0,2510235.24,0.43,2.32,0.23,2.56,0.0,2510235.24,81758.0,103825.0,1976709.0,,,,,,,,0.1,,4477.0,,,,,,,4477.0,2.0,0.11,,,2.29,2.29,3488858.0,84352075.92,,84.09,2.33,15.3,0.3312,52.88,0.0291
2016-10-12,102887.0,2532395.89,0.43,2.55,0.23,2.55,0.0,2532395.89,80820.0,102887.0,1989252.63,,,,,,,,0.03,,938.0,,,,,,,938.0,1.99,0.03,,,2.25,2.25,3505682.0,86286651.13,,84.31,2.3,15.31,0.341,53.87,0.0287
2016-10-13,98870.0,2430586.12,0.41,2.45,0.22,2.46,0.0,2430586.12,76803.0,98870.0,1888098.57,,,10000.0,0.25,,,,0.35,10000.0,14017.0,,,0.25,10000.0,,,14017.0,1.91,0.34,,,2.13,2.13,3532783.0,86848723.81,,85.71,2.17,17.51,0.4136,60.73,0.0274
2016-10-14,117932.0,2920225.4,0.49,2.93,0.26,2.95,0.0,2920225.4,96424.0,117932.0,2387645.54,,,,0.59,,,,0.01,23723.0,379.0,,,0.59,,,20000.0,4661.0,2.4,0.12,,,2.69,2.69,3483331.0,86254041.93,,84.97,2.75,19.01,0.3215,51.03,0.0329
2016-10-17,113273.0,2857590.87,0.47,2.81,0.25,2.87,0.0,2857590.87,91765.0,113273.0,2314998.51,,,,,,,,0.11,,4659.0,,,,,,,4659.0,2.3,0.11,,,2.59,2.59,3455992.0,87185924.2,,84.74,2.64,17.42,0.3396,53.28,0.0319
2016-10-18,112929.0,2856742.38,0.47,2.85,0.25,2.89,0.0,2856742.38,91421.0,112929.0,2312658.79,,,,,,,,0.01,,344.0,,,,,,,344.0,2.33,0.01,,,2.58,2.58,3456210.0,87431054.71,,86.07,2.64,17.65,0.3386,53.11,0.0318
2016-10-19,114929.0,2902782.6,0.48,2.91,0.25,2.94,0.0,2902782.6,91421.0,114929.0,2309036.78,,,,0.05,,,,,2000.0,,,,0.05,,,,,2.33,,,,2.55,2.55,3499170.0,88379171.26,,87.32,2.6,17.38,0.3301,52.12,0.032
2016-10-20,115816.0,2953864.01,0.48,2.86,0.26,2.98,0.0,2953864.01,91308.0,115816.0,2328792.35,,,,,,1000.0,,0.0,,113.0,,,,,0.03,,113.0,2.33,0.0,,,2.54,2.54,3500183.0,89271470.09,,87.52,2.6,17.14,0.3264,51.91,0.0322
2016-10-21,111504.0,2819590.02,0.47,3.06,0.25,2.86,0.0,2819590.02,88819.0,111504.0,2245956.79,,,,,,,,0.06,,2489.0,,,,,,,4312.0,2.29,0.11,,,2.47,2.47,3500292.0,88511518.66,,88.06,2.53,18.01,0.3477,53.67,0.0311
2016-10-24,82854.0,2062294.44,0.35,2.45,0.18,2.1,0.0,2062294.44,68825.0,82854.0,1713102.74,,,,,,,,0.51,,19994.0,,,,,,,28650.0,1.75,0.73,,,1.93,1.93,3506155.0,87270668.39,,87.2,1.97,13.73,0.5502,72.32,0.0232
2016-10-25,35848.0,908259.97,0.15,1.07,0.08,0.92,0.0,607668.69,21023.0,23984.0,532647.55,,,,,,,,1.2,,47802.0,,,,,,,58870.0,0.53,1.46,,,0.59,0.59,3535761.0,89583524.18,,87.0,0.61,31.82,0.278,36.7,0.0101
2016-10-26,13159.0,349303.05,0.06,0.39,0.03,0.35,0.0,349303.05,9159.0,13159.0,243123.84,,,,0.03,,,,0.3,1000.0,11864.0,,,0.03,,,,11825.0,0.23,0.3,,,0.26,0.26,3582670.0,95101267.07,,90.0,0.26,38.22,0.3749,46.61,0.0037
2016-10-27,13159.0,334965.99,0.06,0.39,0.03,0.36,0.0,334965.99,9159.0,13159.0,233144.88,,,,,,,,,,,,,,,,,,0.25,,,,100.0,0.26,0.0,0.0,,0.0,100.0,37.22,0.3773,47.68,0.0037
2016-10-28,13159.0,332359.25,0.06,0.28,0.03,0.34,0.0,307102.07,10159.0,12159.0,256587.71,,,,,,,,,,,,,,,,1000.0,1000.0,0.26,0.03,,,8.5,0.26,109305.0,2760736.21,,2.81,8.49,38.09,0.3771,47.01,0.0034
2016-10-31,81636.0,2078066.98,0.26,1.69,0.18,2.09,0.0,2052611.71,6015.0,80636.0,153113.49,,,,,,72621.0,,0.11,,4144.0,,,,,1.85,,4144.0,0.15,0.11,,,4.64,0.15,123605.0,3146399.5,,3.15,4.64,7.71,0.7917,88.62,0.0204
2016-11-01,83621.0,2153443.13,0.27,1.73,0.18,2.16,0.0,2153443.13,1000.0,83621.0,25752.42,,,,,,9000.0,,0.13,,5015.0,,,,,0.23,,6015.0,0.03,0.16,,,0.8,0.02,123605.0,3183127.9,,3.13,0.8,10.86,0.7648,86.76,0.0188
2016-11-02,83621.0,2119484.99,0.27,1.73,0.18,2.17,0.0,2119484.99,1000.0,83621.0,25346.32,,,,,,,,,,,,,,,,,,0.03,,,,0.8,0.02,123605.0,3132932.42,,3.21,0.8,10.61,0.7685,87.01,0.0182
2016-11-03,88621.0,2281327.46,0.29,1.88,0.2,2.3,0.0,2281327.46,1000.0,88621.0,25742.52,,,,,,5000.0,,,,,,,,,0.13,,,0.03,,,,0.8,0.02,123605.0,3181903.62,,3.16,0.8,10.16,0.686,81.99,0.0193
2016-11-04,14000.0,349717.87,0.05,0.3,0.03,0.36,0.0,349717.87,1000.0,14000.0,24979.85,,,,,,,,,,,,,,,,,74621.0,0.03,1.94,,,0.8,0.02,123605.0,3087634.06,,3.21,0.8,36.35,0.5373,63.65,0.003
2016-11-07,5000.0,125790.67,0.02,0.11,0.01,0.13,0.0,125790.67,0.0,5000.0,0.0,,,,,,,,0.03,,1000.0,,,,,,,9000.0,0.0,0.23,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0011
2016-11-08,5000.0,126781.15,0.02,0.1,0.01,0.13,0.0,126781.15,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0011
2016-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.13,,,0.0,0.0,4644136.0,117251786.03,,114.15,0.0,,0.0,,0.0
2016-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4649908.0,115094698.22,,113.11,0.0,,0.0,,0.0
2016-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4665944.0,112764928.95,,111.35,0.0,,0.0,,0.0
2016-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4664991.0,111725371.87,,109.72,0.0,,0.0,,0.0
2016-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4675438.0,117115892.87,,109.65,0.0,,0.0,,0.0
2016-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4675438.0,118829332.19,,113.61,0.0,,0.0,,0.0
2016-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4675438.0,116976965.36,,114.55,0.0,,0.0,,0.0
2016-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4679067.0,117716592.62,,113.66,0.0,,0.0,,0.0
2016-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4685289.0,118337193.95,,113.7,0.0,,0.0,,0.0
2016-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4676396.0,117880988.54,,113.91,0.0,,0.0,,0.0
2016-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4680420.0,115896290.92,,113.72,0.0,,0.0,,0.0
2016-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4680420.0,116869819.76,,112.05,0.0,,0.0,,0.0
2016-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4681812.0,114771451.94,,112.44,0.0,,0.0,,0.0
2016-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4685141.0,112068743.52,,110.26,0.0,,0.0,,0.0
2016-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4682272.0,112742146.69,,108.52,0.0,,0.0,,0.0
2016-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4655244.0,113197972.33,,109.0,0.0,,0.0,,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4667656.0,110309771.02,,109.13,0.0,,0.0,,0.0
2016-12-02,5550.0,129732.77,0.02,0.09,0.01,0.14,0.0,129732.77,4900.0,5550.0,114538.84,,,,,,5550.0,,,,,,,,,0.14,4900.0,,0.12,,,,100.0,0.1,0.0,0.0,,0.0,100.0,11.15,0.8019,88.85,0.0012
2016-12-05,9922.0,240577.68,0.03,0.15,0.02,0.24,0.0,134570.26,9272.0,5550.0,224817.2,,,,,,,,,,,,,,,,4372.0,,0.22,,,,0.19,0.19,4881437.0,118359685.98,,111.59,0.19,42.84,0.4429,50.48,0.002
2016-12-06,13277.0,321136.98,0.04,0.19,0.03,0.33,0.0,134240.43,12627.0,5550.0,305415.13,,,,,,,,0.04,,1645.0,,,,,,5000.0,,0.31,,,,0.26,0.26,4867484.0,117732101.0,,114.64,0.27,38.12,0.4733,57.07,0.0027
2016-12-07,16865.0,415438.59,0.05,0.24,0.04,0.42,0.0,185980.51,14215.0,7550.0,350160.66,,,,,,2000.0,,,,,,,,,0.05,1588.0,,0.35,,,,2.21,0.29,628354.0,15478357.44,,15.36,2.22,29.71,0.4,54.36,0.0035
2016-12-08,21215.0,517129.55,0.07,0.32,0.05,0.54,0.0,168192.03,19215.0,6900.0,468378.23,,,,,,,,0.12,,5000.0,,,,,,10000.0,650.0,0.48,0.02,,,0.4,0.4,4837059.0,117906487.19,,116.18,0.41,24.1,0.5059,66.21,0.0044
2016-12-09,24016.0,592304.08,0.08,0.5,0.05,0.6,0.0,239254.74,22016.0,9701.0,542978.29,,,,,,2801.0,,,,,,,,,0.07,2801.0,,0.54,,,,3.68,0.45,576679.0,14222573.47,,14.25,3.67,21.19,0.4099,58.68,0.0049
2016-12-12,24767.0,591936.92,0.08,0.51,0.05,0.66,0.0,249805.17,24267.0,10452.0,579986.81,,,,0.06,,,,,2251.0,,,,0.06,,,2251.0,1500.0,0.6,0.0,,,3.82,0.5,610369.0,14587957.59,,15.07,3.84,19.23,0.3698,53.92,0.0051
2016-12-13,24767.0,594880.66,0.08,0.52,0.05,0.6,0.0,251047.47,22767.0,10452.0,546842.49,,,,,,,,0.04,,1500.0,,,,,,,,0.55,,,,3.55,0.46,617936.0,14842256.83,,14.89,3.56,20.21,0.3949,57.16,0.005
2016-12-14,27040.0,640102.16,0.09,0.57,0.06,0.67,0.0,247424.1,25040.0,10452.0,592757.32,,,2273.0,,,,,,,,,,,2273.0,,,,0.61,,,,0.51,0.51,4867790.0,115232354.89,,114.08,0.53,18.56,0.4253,60.64,0.0055
2016-12-15,24040.0,583371.56,0.08,0.51,0.05,0.59,0.0,253635.59,22040.0,10452.0,534838.15,,,,,,,,0.24,,10000.0,,,,,,7000.0,,0.53,,,,3.82,0.45,555180.0,13472388.53,,13.57,3.79,21.01,0.3829,55.63,0.0049
2016-12-16,28240.0,679977.2,0.09,0.59,0.06,0.7,0.0,251668.62,26240.0,10452.0,631820.18,,,,,,,,,,,,,,,,4200.0,,0.64,,,,0.53,0.53,4900012.0,117985002.09,,115.33,0.55,17.7,0.3018,47.74,0.0057
2016-12-19,18988.0,451372.57,0.06,0.4,0.04,0.47,0.0,128365.91,16988.0,5400.0,403829.64,,,,,,,,0.23,,9252.0,,,,,,,5052.0,0.41,0.12,,,3.12,0.35,527281.0,12534241.73,,12.83,3.12,18.56,0.5439,70.54,0.0039
2016-12-20,18988.0,456074.37,0.06,0.4,0.04,0.46,0.0,129703.05,16988.0,5400.0,408036.2,,,,,,,,,,,,,,,,,,0.41,,,,3.12,0.34,527281.0,12664806.75,,12.72,3.11,18.62,0.5436,70.51,0.0038
2016-12-21,16027.0,387335.02,0.05,0.34,0.04,0.39,0.0,130505.34,14027.0,5400.0,338999.71,,,,,,,,0.07,,2961.0,,,,,,,,0.34,,,,2.59,0.28,527281.0,12743145.76,,12.73,2.6,21.88,0.4898,65.21,0.0032
2016-12-22,14171.0,338970.84,0.05,0.31,0.03,0.35,0.0,129168.2,12171.0,5400.0,291130.76,,,,,,,,0.04,,1856.0,,,,,,,,0.3,,,,2.26,0.25,527325.0,12613633.22,,12.86,2.26,24.73,0.4511,60.73,0.0029
2016-12-23,13748.0,340427.19,0.04,0.3,0.03,0.34,0.0,142529.74,11392.0,5756.0,282088.05,,,,,,356.0,,0.02,,779.0,,,,,0.01,,,0.28,,,,0.23,0.23,4916074.0,121731541.71,,115.37,0.24,25.43,0.4115,56.87,0.0028
2016-12-26,13748.0,340427.19,0.04,0.29,0.03,0.35,0.0,142529.74,11392.0,5756.0,282088.05,,,,,,,,,,,,,,,,,,0.28,,,,0.23,0.23,4916074.0,121731541.71,,118.3,0.24,24.94,0.4178,57.72,0.0028
2016-12-27,13748.0,339201.65,0.04,0.29,0.03,0.35,0.0,142016.63,11392.0,5756.0,281072.53,,,,,,,,,,,,,,,,,,0.28,,,,0.23,0.23,4911227.0,121173719.1,,118.08,0.24,25.5,0.4129,57.0,0.0028
2016-12-28,13748.0,340291.01,0.04,0.29,0.03,0.35,0.0,142472.73,11392.0,5756.0,281975.21,,,,,,,,,,,,,,,,,,0.28,,,,0.23,0.23,4904979.0,121408225.24,,117.89,0.24,25.55,0.4129,56.98,0.0028
2016-12-29,23748.0,592045.33,0.08,0.51,0.05,0.6,0.0,392802.18,11392.0,15756.0,284006.25,,,,0.25,,,,,10000.0,,,,0.25,,,,,0.28,,,,0.23,0.23,4903497.0,122245767.52,,117.58,0.24,33.29,0.3869,50.39,0.0048
2016-12-30,23748.0,589105.09,0.08,0.51,0.05,0.6,0.0,390851.43,11392.0,15756.0,282595.81,,,,,,,,,,,,,,,,,,0.29,,,,0.23,0.23,4902061.0,121603044.81,,118.27,0.24,33.42,0.386,50.19,0.0048
2017-01-02,23748.0,602630.17,0.08,0.51,0.05,0.6,0.0,399824.87,11392.0,15756.0,289083.83,,,,,,,,,,,,,,,,,,0.29,,,,0.23,0.23,4902479.0,124405496.7,,119.05,0.24,33.37,0.3854,50.14,0.0048
2017-01-03,25606.0,650920.14,0.08,0.54,0.06,0.67,0.0,447758.63,13250.0,17614.0,336823.08,,,,,,1858.0,,,,,,,,,0.05,1858.0,,0.34,,,,2.45,0.27,528409.0,13432479.2,,13.71,2.43,30.79,0.3387,46.85,0.0052
2017-01-04,34804.0,920073.32,0.11,0.71,0.08,0.9,0.0,650692.01,15448.0,24614.0,408381.01,,,,,,7000.0,,0.02,,802.0,,,,,0.18,3000.0,,0.39,,,,2.84,0.32,529211.0,13990142.52,,13.45,2.85,32.89,0.3043,37.71,0.0071
2017-01-05,40610.0,1072554.28,0.13,0.77,0.09,1.08,0.0,650082.52,21254.0,24614.0,561341.26,,,4000.0,,,,,,,,,,,4000.0,,1806.0,,0.56,,,,3.86,0.43,529211.0,13977038.22,,13.95,3.89,27.55,0.2358,32.02,0.0082
2017-01-06,38610.0,1047075.38,0.12,0.71,0.09,1.05,0.0,721752.5,21254.0,26614.0,576393.16,,,,,,4000.0,,,,,,,,,0.12,,2000.0,0.57,0.05,,,3.86,0.43,529211.0,14351820.98,,14.2,3.86,27.84,0.2261,28.95,0.0078
2017-01-09,37530.0,1031168.7,0.12,0.68,0.08,1.03,0.0,731242.31,20174.0,26614.0,554297.83,,,,,,,,0.02,,1080.0,,,,,,,,0.55,,,,3.67,0.41,529229.0,14541017.36,,14.49,3.67,28.8,0.2285,29.69,0.0076
2017-01-10,37598.0,1031733.66,0.12,0.63,0.08,1.05,0.0,734216.34,20242.0,26756.0,555464.46,,,,0.06,,,,0.05,2000.0,1932.0,,,0.06,,,2000.0,1858.0,0.56,0.05,,,1.82,0.41,1094631.0,30037971.43,,30.37,1.82,28.64,0.2549,35.26,0.0076
2017-01-11,43421.0,1182277.06,0.14,0.72,0.1,1.21,0.0,934309.55,26065.0,34314.0,709703.87,,,,,,7558.0,,0.05,,1735.0,,,,,0.21,7558.0,,0.72,,,,0.53,0.53,4903778.0,133521204.93,,129.23,0.56,24.63,0.2013,30.25,0.0088
2017-01-12,87464.0,2374559.59,0.28,1.48,0.19,2.41,0.0,2127313.7,70108.0,78357.0,1903361.65,,,44043.0,1.21,,,,,44043.0,,,,1.21,44043.0,,,,1.92,,,,1.42,1.42,4858530.0,131904200.64,,126.45,1.5,11.67,0.4451,64.62,0.0177
2017-01-13,90392.0,2417344.03,0.29,1.98,0.2,2.48,0.0,2229207.74,73036.0,83357.0,1953194.29,,,5000.0,0.13,,,,0.06,5000.0,2072.0,,,0.13,5000.0,,,,2.0,,,,1.48,1.48,4855378.0,129846878.12,,126.64,1.56,11.33,0.4227,62.46,0.0183
2017-01-16,89788.0,2414531.27,0.29,1.96,0.2,2.44,0.0,2241592.23,72432.0,83357.0,1947802.92,,,,,,,,0.02,,604.0,,,,,,,,1.96,,,,1.47,1.47,4852800.0,130498923.46,,125.31,1.54,11.5,0.4273,62.82,0.0182
2017-01-17,82417.0,2191824.59,0.27,1.84,0.18,2.23,0.0,2020796.47,65061.0,75986.0,1730253.46,,,,,,,,0.19,,7371.0,,,,,,,7371.0,1.76,0.2,,,1.32,1.32,4862294.0,129309432.94,,125.24,1.39,12.52,0.4928,68.41,0.0167
2017-01-18,77859.0,2077162.64,0.25,1.79,0.17,2.11,0.0,1985628.65,59503.0,74428.0,1587451.79,,,,0.03,,,,0.15,1000.0,5558.0,,,0.03,,,,2558.0,1.6,0.07,,,1.21,1.21,4865733.0,129810539.83,,125.3,1.26,12.8,0.5131,69.99,0.0158
2017-01-19,30488.0,804768.28,0.1,0.72,0.07,0.84,0.0,714202.81,17175.0,27057.0,453355.26,,,,,,,,1.14,,42328.0,,,,,,,47371.0,0.46,1.28,,,0.35,0.35,4908689.0,129570887.3,,126.21,0.37,24.22,0.2075,32.33,0.0062
2017-01-20,37545.0,1000343.35,0.12,0.92,0.08,1.01,0.0,908928.3,24232.0,34114.0,645633.78,,,,,,10000.0,,0.08,,2943.0,,,,,0.27,10000.0,2943.0,0.65,0.09,,,0.49,0.49,4901843.0,130603970.25,,124.63,0.52,26.23,0.189,26.5,0.0076
2017-01-23,48345.0,1268943.08,0.16,1.2,0.11,1.3,0.0,1178887.36,28232.0,44914.0,741023.91,,,,0.29,,,,,10800.0,,,,0.29,,,4000.0,,0.75,,,,0.63,0.63,4471448.0,117365042.56,,113.77,0.66,27.93,0.2126,28.41,0.0107
2017-01-24,48431.0,1282952.98,0.16,1.25,0.11,1.3,0.0,1192064.67,30275.0,45000.0,801994.62,,,4000.0,0.11,,,,0.05,4000.0,1957.0,,,0.11,4000.0,,,3914.0,0.81,0.11,,,0.61,0.61,4900492.0,129815631.06,,124.59,0.64,23.79,0.2456,37.07,0.0098
2017-01-25,47171.0,1250276.0,0.15,1.23,0.1,1.27,0.0,1159336.72,29015.0,43740.0,769047.89,,,,,,,,0.03,,1260.0,,,,,,,1260.0,0.78,0.03,,,0.59,0.59,4903890.0,129978503.1,,125.47,0.62,21.72,0.2461,37.93,0.0096
2017-01-26,50071.0,1308543.2,0.16,1.3,0.11,1.34,0.0,1218878.29,31915.0,46640.0,834058.76,,,4000.0,0.1,,,,0.03,4000.0,1100.0,,,0.1,4000.0,,,1100.0,0.85,0.03,,,0.65,0.65,4898903.0,128026726.43,,125.36,0.67,20.06,0.2715,43.35,0.0102
2017-01-27,50071.0,1297384.51,0.16,1.29,0.11,1.32,0.0,1208484.22,31915.0,46640.0,826946.27,,,,,,,,,,,,,,,,,,0.84,,,,0.65,0.65,4866565.0,126097062.67,,122.59,0.68,19.9,0.2719,43.45,0.0102
