,LAT FP Equity_DX_SI_QTY,LAT FP Equity_DX_SHORT_INTEREST_VALUE,LAT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LAT FP Equity_DX_SI_MV,LAT FP Equity_DX_DSS,LAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LAT FP Equity_DX_SUPPLY_SI_QTY,LAT FP Equity_DX_BROKER_SI_QTY,LAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LAT FP Equity_DX_BROKER_SI_MV_NEW_x,LAT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,LAT FP Equity_DX_BROKER_SI_MV_INC_x,LAT FP Equity_DX_SUPPLY_SI_MV_NEW,LAT FP Equity_DX_BROKER_SI_QTY_ADD,LAT FP Equity_DX_BROKER_SI_QTY_NEW,LAT FP Equity_DX_SUPPLY_SI_MV_DEC,LAT FP Equity_DX_BROKER_SI_QTY_INC,LAT FP Equity_DX_SUPPLY_SI_QTY_DEC,LAT FP Equity_DX_BROKER_SI_MV_NEW_y,LAT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LAT FP Equity_DX_BROKER_SI_MV_INC_y,LAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,LAT FP Equity_DX_BROKER_SI_MV_ADD,LAT FP Equity_DX_SUPPLY_SI_QTY_ADD,LAT FP Equity_DX_BROKER_SI_QTY_DEC,LAT FP Equity_DX_SUPPLY_SI_MV,LAT FP Equity_DX_BROKER_SI_MV_DEC,LAT FP Equity_DX_SUPPLY_SI_MV_RMV,LAT FP Equity_DX_BROKER_SI_MV_RMV,LAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LAT FP Equity_DX_UTILIZATION_QUANTITY,LAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LAT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LAT FP Equity_DX_ACTIVE_UTILIZATION_MV,LAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LAT FP Equity_DX_BROKER_SI_CON_RATIO,LAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LAT FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-12-07,173591.0,85753.95,0.04,0.97,0.03,0.09,0.0,68068.75,38000.0,137791.0,18772.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,95.24,0.0,0.0,,0.0,100.0,30.02,0.3252,45.43,4.3508
2021-12-08,173591.0,85927.55,0.04,0.97,0.03,0.09,0.0,68206.55,38000.0,137791.0,18810.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.27,0.0,0.0,,0.0,100.0,30.1,0.3256,45.43,2.2962
2021-12-09,173591.0,90440.91,0.04,0.96,0.03,0.09,0.0,71789.11,38000.0,137791.0,19798.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,86.96,0.0,0.0,,0.0,100.0,30.06,0.3253,45.42,3.9724
2021-12-10,173591.0,88705.0,0.04,0.88,0.03,0.09,0.0,70411.2,38000.0,137791.0,19418.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,92.24,0.0,0.0,,0.0,100.0,30.13,0.3253,45.34,4.2135
2021-12-13,173591.0,88531.41,0.04,0.86,0.03,0.09,0.0,70273.41,38000.0,137791.0,19380.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.27,0.0,0.0,,0.0,100.0,30.05,0.3255,45.43,2.2962
2021-12-14,180391.0,90375.89,0.04,0.83,0.03,0.09,0.0,72440.09,44800.0,144591.0,22444.8,,,6800.0,0.0,,,,,6800.0,,,,0.0,6800.0,,,,0.02,,,,100.0,50.22,0.0,0.0,,0.0,100.0,28.96,0.3358,47.48,2.0223
2021-12-15,180391.0,93983.71,0.04,0.79,0.03,0.09,0.0,75331.91,44800.0,144591.0,23340.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.22,0.0,0.0,,0.0,100.0,28.95,0.3354,47.42,2.0223
2021-12-16,180391.0,93983.71,0.04,0.76,0.03,0.1,0.0,75331.91,44800.0,144591.0,23340.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.22,0.0,0.0,,0.0,100.0,29.02,0.3355,47.39,2.0223
2021-12-17,180391.0,95246.45,0.04,0.77,0.03,0.1,0.0,76344.05,44800.0,144591.0,23654.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.22,0.0,0.0,,0.0,100.0,28.96,0.3355,47.42,2.0223
2021-12-20,180391.0,93081.76,0.04,0.79,0.03,0.1,0.0,74608.96,44800.0,144591.0,23116.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.22,0.0,0.0,,0.0,100.0,29.01,0.3357,47.43,2.0223
2021-12-21,180391.0,93622.93,0.04,0.77,0.03,0.09,0.0,75042.73,44800.0,144591.0,23251.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.22,0.0,0.0,,0.0,100.0,28.97,0.3354,47.41,2.0223
2021-12-22,182391.0,95937.67,0.04,0.76,0.03,0.1,0.0,77106.87,45800.0,146591.0,24090.8,,,1000.0,,,2000.0,,,,,,,,1000.0,0.0,,,0.02,,,,100.0,50.22,0.0,0.0,,0.0,100.0,28.68,0.3286,46.93,1.9999
2021-12-23,182391.0,95937.67,0.04,0.71,0.03,0.1,0.0,77106.87,45800.0,146591.0,24090.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.22,0.0,0.0,,0.0,100.0,28.56,0.3285,46.97,1.9999
2021-12-24,195391.0,101603.32,0.04,0.74,0.04,0.1,0.0,82987.32,45800.0,159591.0,23816.0,,,,0.01,,,,,15000.0,,,,0.01,,,,2000.0,0.02,0.0,,,100.0,50.22,0.0,0.0,,0.0,100.0,26.67,0.2847,42.91,2.1425
2021-12-27,198150.0,103434.3,0.04,0.76,0.04,0.1,0.0,84746.7,45800.0,162350.0,23907.6,,,,0.0,,,,,2759.0,,,,0.0,,,,,0.02,,,,100.0,50.22,0.0,0.0,,0.0,100.0,26.42,0.2887,43.64,2.1727
2021-12-28,195350.0,103535.5,0.04,0.74,0.04,0.1,0.0,84561.5,43000.0,159550.0,22790.0,,,,,,,,0.0,,2800.0,,,,,,,2800.0,0.02,0.0,,,100.0,50.23,0.0,0.0,,0.0,100.0,26.79,0.2844,42.81,2.2822
2021-12-29,195350.0,102363.4,0.04,0.75,0.04,0.1,0.0,83604.2,43000.0,159550.0,22532.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.23,0.0,0.0,,0.0,100.0,26.83,0.2845,42.8,2.2822
2021-12-30,194350.0,102033.75,0.04,0.77,0.04,0.1,0.0,83238.75,43000.0,158550.0,22575.0,,,,,,,,,,,,,,,,,1000.0,0.02,0.0,,,100.0,50.23,0.0,0.0,,0.0,100.0,26.92,0.2868,43.08,2.2705
2021-12-31,194350.0,103005.5,0.04,0.77,0.04,0.1,0.0,83501.5,43000.0,157550.0,22790.0,,,,,,,,,,,,,,,,,1000.0,0.02,0.0,,,100.0,50.23,0.0,0.0,,0.0,100.0,26.96,0.2869,43.07,2.2705
2022-01-03,194350.0,103782.9,0.04,0.77,0.04,0.1,0.0,84665.7,42000.0,158550.0,22428.0,,,,,,1000.0,,0.0,,1000.0,,,,,0.0,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,26.93,0.2865,43.03,2.3248
2022-01-04,179350.0,97925.1,0.04,0.71,0.03,0.1,0.0,78378.3,42000.0,143550.0,22932.0,,,,,,,,,,,,,,,,,15000.0,0.02,0.01,,,100.0,50.24,0.0,0.0,,0.0,100.0,29.16,0.3289,46.57,2.1454
2022-01-05,185481.0,101272.63,0.04,0.64,0.03,0.1,0.0,81725.83,42000.0,149681.0,22932.0,,,,0.0,,4000.0,,,3131.0,,,,0.0,,0.0,,1000.0,0.02,0.0,,,100.0,50.24,0.0,0.0,,0.0,100.0,28.26,0.3234,46.66,2.2187
2022-01-06,197481.0,106047.3,0.04,0.67,0.04,0.11,0.0,86822.7,42000.0,161681.0,22554.0,,,,0.01,,,,,12000.0,,,,0.01,,,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,26.52,0.2921,43.93,2.3622
2022-01-07,197481.0,106639.74,0.04,0.66,0.04,0.11,0.0,87307.74,42000.0,161681.0,22680.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,26.54,0.2922,43.94,2.3622
2022-01-10,197481.0,106047.3,0.04,0.7,0.04,0.11,0.0,86822.7,42000.0,161681.0,22554.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,26.54,0.2921,43.94,2.3622
2022-01-11,196434.0,103520.72,0.04,0.7,0.04,0.11,0.0,84654.12,42000.0,160634.0,22134.0,,,,,,,,,,,,,,,,,1047.0,0.02,0.0,,,100.0,50.24,0.0,0.0,,0.0,100.0,26.67,0.2907,43.65,2.3497
2022-01-12,196434.0,104306.45,0.04,0.7,0.04,0.1,0.0,85296.65,42000.0,160634.0,22302.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,26.66,0.2908,43.68,2.3497
2022-01-13,185434.0,99207.19,0.04,0.67,0.03,0.1,0.0,80054.19,42000.0,149634.0,22470.0,,,,,,,,,,,,,,,,,11000.0,0.02,0.01,,,100.0,50.24,0.0,0.0,,0.0,100.0,28.23,0.3189,46.17,2.2181
2022-01-14,185434.0,98280.02,0.04,0.67,0.03,0.1,0.0,79306.02,42000.0,149634.0,22260.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,28.1,0.3193,46.3,2.2181
2022-01-17,186742.0,100467.2,0.04,0.68,0.04,0.1,0.0,81206.8,42000.0,150942.0,22596.0,,,,0.0,,,,,1308.0,,,,0.0,,,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,28.01,0.321,46.58,2.2338
2022-01-18,186742.0,98973.26,0.04,0.7,0.04,0.1,0.0,79999.26,42000.0,150942.0,22260.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,28.02,0.3208,46.55,2.2338
2022-01-19,207240.0,109215.48,0.04,0.77,0.04,0.11,0.0,90348.88,42000.0,171440.0,22134.0,,,,0.01,,,,,20498.0,,,,0.01,,,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,25.23,0.3538,51.91,2.4789
2022-01-20,208397.0,108783.23,0.04,0.77,0.04,0.11,0.0,90095.63,42000.0,172597.0,21924.0,,,,0.0,,,,,6157.0,,,,0.0,,,,5000.0,0.02,0.0,,,100.0,50.24,0.0,0.0,,0.0,100.0,25.12,0.3794,54.42,2.4928
2022-01-21,208397.0,107532.85,0.04,0.81,0.04,0.11,0.0,89060.05,42000.0,172597.0,21672.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,25.14,0.3791,54.39,2.4928
2022-01-24,208630.0,104315.0,0.04,0.81,0.04,0.11,0.0,86415.0,42233.0,172830.0,21116.5,,,233.0,0.0,,,,,233.0,,,,0.0,233.0,,,,0.02,,,,100.0,50.24,0.0,0.0,,0.0,100.0,25.09,0.3796,54.46,2.4817
2022-01-25,223737.0,113658.4,0.05,0.91,0.04,0.11,0.0,92017.6,50540.0,181137.0,25674.32,,,8307.0,0.0,,6800.0,,,1507.0,,,,0.0,8307.0,0.0,,,0.03,,,,100.0,50.2,0.0,0.0,,0.0,100.0,23.39,0.3412,51.53,2.2223
2022-01-26,229537.0,118670.63,0.05,0.98,0.04,0.12,0.0,95147.13,53440.0,184037.0,27628.48,,,2900.0,0.0,,,,,2900.0,,,,0.0,2900.0,,,,0.03,,,,100.0,96.74,0.0,0.0,,0.0,100.0,22.82,0.3273,50.17,4.1553
2022-01-27,234337.0,121855.24,0.05,1.02,0.04,0.12,0.0,96947.24,55840.0,186437.0,29036.8,,,2400.0,0.0,,,,,2400.0,,,,0.0,2400.0,,,,0.03,,,,100.0,96.88,0.0,0.0,,0.0,100.0,22.35,0.3181,49.18,4.0655
2022-01-28,236272.0,120971.26,0.05,1.04,0.04,0.12,0.0,96446.46,57775.0,188372.0,29580.8,,,1935.0,0.0,,,,,1935.0,,,,0.0,1935.0,,,,0.03,,,,100.0,96.98,0.0,0.0,,0.0,100.0,22.23,0.3215,49.63,3.966
2022-01-31,236272.0,121916.35,0.05,1.06,0.04,0.12,0.0,97199.95,57775.0,188372.0,29811.9,,,,,,,,,,,,,,,,,,0.03,,,,100.0,91.42,0.0,0.0,,0.0,100.0,22.21,0.3208,49.54,3.7387
2022-02-01,238072.0,124273.58,0.05,1.11,0.04,0.12,0.0,98121.38,57375.0,187972.0,29949.75,,,,,,,,0.0,,400.0,,,,,,,400.0,0.03,0.0,,,100.0,91.37,0.0,0.0,,0.0,100.0,22.04,0.3146,49.0,3.7911
2022-02-02,232990.0,117892.94,0.05,1.11,0.04,0.12,0.0,93655.54,54942.0,185090.0,27800.65,,,,,,,,0.0,,2433.0,,,,,,,2882.0,0.03,0.0,,,100.0,87.82,0.0,0.0,,0.0,100.0,22.6,0.3264,49.89,3.724
2022-02-03,232990.0,122552.74,0.05,1.23,0.04,0.12,0.0,97357.34,54942.0,185090.0,28899.49,,,,,,,,,,,,,,,,,,0.03,,,,100.0,87.82,0.0,0.0,,0.0,100.0,22.5,0.325,49.75,3.724
2022-02-04,232990.0,117892.94,0.05,1.3,0.04,0.12,0.0,93655.54,54942.0,185090.0,27800.65,,,,,,,,,,,,,,,,,,0.03,,,,100.0,87.82,0.0,0.0,,0.0,100.0,22.37,0.3293,50.34,3.724
2022-02-07,237790.0,121272.9,0.05,1.35,0.04,0.12,0.0,95619.9,57442.0,187490.0,29295.42,,,2500.0,0.0,,,,,2400.0,,,,0.0,2500.0,,,,0.03,,,,100.0,88.29,0.0,0.0,,0.0,100.0,22.04,0.3177,48.9,3.6547
2022-02-08,242303.0,121878.41,0.05,1.41,0.05,0.13,0.0,96577.51,57442.0,192003.0,28893.33,,,,0.0,,2300.0,,,2213.0,,,,0.0,,0.0,,,0.03,,,,100.0,93.49,0.0,0.0,,0.0,100.0,21.68,0.3084,48.01,3.9437
2022-02-09,242303.0,123816.83,0.05,1.52,0.05,0.12,0.0,98113.53,57442.0,192003.0,29352.86,,,,,,,,,,,,,,,,,,0.03,,,,100.0,90.54,0.0,0.0,,0.0,100.0,21.64,0.3078,47.93,3.8193
2022-02-10,242303.0,123089.92,0.05,1.55,0.05,0.13,0.0,97537.52,57442.0,192003.0,29180.54,,,,,,,,,,,,,,,,,,0.03,,,,100.0,90.54,0.0,0.0,,0.0,100.0,21.69,0.3079,47.94,3.8193
2022-02-11,247303.0,125629.92,0.05,1.62,0.05,0.13,0.0,100077.52,57442.0,197003.0,29180.54,,,,0.0,,,,,5000.0,,,,0.0,,,,,0.03,,,,100.0,90.54,0.0,0.0,,0.0,100.0,21.25,0.3008,46.93,3.8982
2022-02-14,247303.0,123898.8,0.05,1.62,0.05,0.13,0.0,98698.5,57442.0,197003.0,28778.44,,,,,,,,,,,,,,,,,,0.03,,,,100.0,78.3,0.0,0.0,,0.0,100.0,21.24,0.3016,47.06,3.371
2022-02-15,245090.0,122299.91,0.05,1.59,0.05,0.12,0.0,97200.21,57442.0,194790.0,28663.56,,,,,,,,,,,,,,,,,2213.0,0.03,0.0,,,100.0,78.3,0.0,0.0,,0.0,100.0,21.44,0.3041,47.41,3.3409
2022-02-16,242790.0,123822.9,0.05,2.08,0.05,0.12,0.0,98169.9,57442.0,192490.0,29295.42,,,,,,,,,,,,,,,,,2300.0,0.03,0.0,,,100.0,78.3,0.0,0.0,,0.0,100.0,21.6,0.3095,47.82,3.3095
2022-02-17,242790.0,123337.32,0.05,2.2,0.05,0.13,0.0,97784.92,57442.0,192490.0,29180.54,,,,,,,,,,,,,,,,,,0.03,,,,100.0,78.3,0.0,0.0,,0.0,100.0,21.64,0.3102,47.92,3.3095
2022-02-18,242790.0,121395.0,0.05,2.44,0.05,0.13,0.0,96245.0,57442.0,192490.0,28721.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,78.3,0.0,0.0,,0.0,100.0,21.71,0.3101,47.89,3.3095
2022-02-21,242790.0,119452.68,0.05,2.39,0.05,0.12,0.0,94705.08,57442.0,192490.0,28261.46,,,,,,,,,,,,,,,,,,0.03,,,,100.0,78.3,0.0,0.0,,0.0,100.0,21.84,0.3097,47.79,3.3095
2022-02-22,242790.0,121395.0,0.05,2.34,0.05,0.12,0.0,96245.0,57442.0,192490.0,28721.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,78.3,0.0,0.0,,0.0,100.0,21.59,0.3096,47.84,3.3095
2022-02-23,246879.0,123192.62,0.05,2.35,0.05,0.13,0.0,98092.92,61642.0,196579.0,30759.36,,,4200.0,0.0,,,,,4089.0,,,,0.0,4200.0,,,,0.03,,,,100.0,79.48,0.0,0.0,,0.0,100.0,21.27,0.3159,48.78,3.183
2022-02-24,256758.0,119392.47,0.05,2.54,0.05,0.13,0.0,96002.97,71521.0,206458.0,33257.27,,,9879.0,0.01,,,,,9879.0,,,,0.01,9879.0,,,,0.04,,,,100.0,81.79,0.0,0.0,,0.0,100.0,20.53,0.3316,51.01,2.9364
2022-02-25,256758.0,127351.97,0.05,2.39,0.05,0.12,0.0,102403.17,71521.0,206458.0,35474.42,,,,,,,,,,,,,,,,,,0.04,,,,100.0,80.38,0.0,0.0,,0.0,100.0,20.68,0.3239,49.91,2.8857
2022-02-28,256758.0,124399.25,0.05,2.39,0.05,0.13,0.0,100028.9,77578.0,206458.0,37586.54,,,6057.0,,,,,,,,,,,6057.0,,,,0.04,,,,100.0,81.63,0.0,0.0,,0.0,100.0,20.52,0.3293,50.71,2.7018
2022-03-01,256758.0,121960.05,0.05,2.45,0.05,0.13,0.0,98067.55,77578.0,206458.0,36849.55,,,,,,,,,,,,,,,,,,0.04,,,,100.0,86.17,0.0,0.0,,0.0,100.0,20.45,0.3303,50.85,2.8519
2022-03-02,255292.0,118583.13,0.05,2.49,0.05,0.12,0.0,95218.78,77578.0,204992.0,36034.98,,,,,,,,,,,,,,,,,1466.0,0.04,0.0,,,100.0,67.29,0.0,0.0,,0.0,100.0,20.6,0.3282,50.55,2.2143
2022-03-03,267892.0,127114.75,0.06,2.64,0.05,0.13,0.0,103247.4,95278.0,217592.0,45209.41,,,17700.0,0.01,,,,,17700.0,,,,0.01,17700.0,,,5100.0,0.04,0.0,,,100.0,75.95,0.0,0.0,,0.0,100.0,17.6,0.358,54.67,2.1356
2022-03-04,263453.0,120661.47,0.06,2.7,0.05,0.13,0.0,97624.07,95278.0,213153.0,43637.32,,,,,,,,,,,,,,,,,4439.0,0.04,0.0,,,100.0,75.95,0.0,0.0,,0.0,100.0,17.86,0.3545,54.27,2.1002
2022-03-07,271053.0,115062.0,0.06,2.79,0.05,0.13,0.0,93709.65,102878.0,220753.0,43671.71,,,7600.0,0.0,,,,,7600.0,,,,0.0,7600.0,,,,0.05,,,,100.0,77.33,0.0,0.0,,0.0,100.0,17.5,0.3655,55.55,2.0373
2022-03-08,271053.0,118721.21,0.06,2.56,0.05,0.12,0.0,96689.81,102878.0,220753.0,45060.56,,,,,,,,,,,,,,,,,,0.04,,,,100.0,81.82,0.0,0.0,,0.0,100.0,17.44,0.361,55.02,2.1556
2022-03-09,276794.0,119021.42,0.06,2.61,0.05,0.12,0.0,97392.42,102878.0,226494.0,44237.54,,,,0.0,,,,,5741.0,,,,0.0,,,,,0.05,,,,100.0,77.33,0.0,0.0,,0.0,100.0,17.17,0.3705,56.12,2.0805
2022-03-10,276794.0,118191.04,0.06,2.61,0.05,0.12,0.0,96712.94,102878.0,226494.0,43928.91,,,,,,,,,,,,,,,,,,0.04,,,,100.0,83.9,0.0,0.0,,0.0,100.0,17.08,0.3708,56.17,2.2572
2022-03-11,276794.0,121235.77,0.06,2.64,0.05,0.12,0.0,99204.37,102878.0,226494.0,45060.56,,,,,,,,,,,,,,,,,,0.04,,,,100.0,83.9,0.0,0.0,,0.0,100.0,17.09,0.3684,55.9,2.2572
2022-03-14,264294.0,124218.18,0.06,2.48,0.05,0.12,0.0,100577.18,102878.0,213994.0,48352.66,,,,,,,,,,,,,,,,,12500.0,0.05,0.01,,,100.0,83.9,0.0,0.0,,0.0,100.0,13.26,0.3887,58.47,2.1553
2022-03-15,255094.0,115430.04,0.05,2.23,0.05,0.12,0.0,98325.54,90378.0,217294.0,40896.05,,,,0.0,,,,0.0,3300.0,12500.0,,,0.0,,,,,0.04,,,,100.0,82.07,0.0,0.0,,0.0,100.0,13.02,0.413,61.03,2.3164
2022-03-16,222294.0,110924.71,0.05,1.91,0.04,0.1,0.0,103689.21,67078.0,207794.0,33471.92,,,,0.0,,,,0.01,3000.0,23300.0,,,0.0,,,,12500.0,0.03,0.01,,,100.0,68.71,0.0,0.0,,0.0,100.0,15.92,0.5195,69.54,2.277
2022-03-17,245794.0,118964.3,0.05,2.05,0.05,0.12,0.0,111946.3,67078.0,231294.0,32465.75,,,,0.01,,12500.0,,,11000.0,,,,0.01,,0.01,,,0.03,,,,100.0,68.71,0.0,0.0,,0.0,100.0,13.57,0.4366,63.06,2.5177
2022-03-18,233294.0,114314.06,0.05,1.81,0.04,0.11,0.0,107209.06,62778.0,218794.0,30761.22,,,,,,,,0.0,,4300.0,,,,,,,12500.0,0.03,0.01,,,100.0,76.07,0.0,0.0,,0.0,100.0,14.54,0.4852,66.69,2.8269
2022-03-21,228994.0,112092.56,0.05,1.77,0.04,0.11,0.0,104994.81,62778.0,214494.0,30729.83,,,,,,,,,,,,,,,,,4300.0,0.03,0.0,,,100.0,67.27,0.0,0.0,,0.0,100.0,14.73,0.4792,66.14,2.4537
2022-03-22,238594.0,115956.68,0.05,1.85,0.04,0.12,0.0,106576.88,46836.0,219294.0,22762.3,,,,0.0,,,,0.01,4800.0,20742.0,,,0.0,,,4800.0,,0.02,,,,100.0,50.29,0.0,0.0,,0.0,100.0,14.07,0.4953,67.61,2.562
2022-03-23,217852.0,103479.7,0.05,1.72,0.04,0.11,0.0,94312.2,46836.0,198552.0,22247.1,,,,,,,,,,,,,,,,,20742.0,0.02,0.01,,,100.0,53.03,0.0,0.0,,0.0,100.0,15.29,0.4636,64.67,2.4664
2022-03-24,220161.0,103035.35,0.05,1.74,0.04,0.11,0.0,94002.95,49145.0,200861.0,22999.86,,,2309.0,0.0,,,,,2309.0,,,,0.0,2309.0,,,,0.02,,,,100.0,54.22,0.0,0.0,,0.0,100.0,16.35,0.4561,63.87,2.4291
2022-03-25,210566.0,100861.11,0.04,1.67,0.04,0.1,0.0,91616.41,49145.0,191266.0,23540.46,,,,,,,,,,,,,,,,,9595.0,0.02,0.01,,,100.0,55.64,0.0,0.0,,0.0,100.0,17.5,0.4713,64.87,2.3839
2022-03-28,221366.0,103820.65,0.05,1.75,0.04,0.11,0.0,89703.75,59945.0,191266.0,28114.21,,,10800.0,,,,,,,,,,,10800.0,,,,0.03,,,,100.0,88.7,0.0,0.0,,0.0,100.0,17.79,0.4449,62.11,3.2754
2022-03-29,195766.0,89269.3,0.04,1.61,0.04,0.09,0.0,80468.5,45145.0,176466.0,20586.12,,,,,,,,0.01,,14800.0,,,,,,,14800.0,0.02,0.01,,,100.0,85.53,0.0,0.0,,0.0,100.0,18.19,0.5114,68.44,3.7087
2022-03-30,200766.0,92854.28,0.04,1.5,0.04,0.09,0.0,83928.03,45145.0,181466.0,20879.56,,,,,,5000.0,,,,,,,,,0.0,,,0.02,,,,100.0,85.53,0.0,0.0,,0.0,100.0,18.02,0.4839,66.45,3.8035
2022-03-31,200766.0,91448.91,0.04,1.48,0.04,0.09,0.0,82657.76,45145.0,181466.0,20563.55,,,,,,,,,,,,,,,,,,0.02,,,,100.0,85.53,0.0,0.0,,0.0,100.0,17.71,0.4851,66.61,3.8035
2022-04-01,195025.0,88736.38,0.04,1.43,0.04,0.09,0.0,79954.88,45145.0,175725.0,20540.97,,,,,,,,,,,,,,,,,5741.0,0.02,0.0,,,100.0,46.38,0.0,0.0,,0.0,100.0,18.48,0.4733,65.46,2.0038
2022-04-04,197525.0,88589.96,0.04,1.44,0.04,0.09,0.0,79933.91,45145.0,178225.0,20247.53,,,,0.0,,,,,2500.0,,,,0.0,,,,,0.02,,,,100.0,46.38,0.0,0.0,,0.0,100.0,18.15,0.4621,64.64,2.0295
2022-04-05,197525.0,88688.73,0.04,1.46,0.04,0.09,0.0,80023.02,45145.0,178225.0,20270.11,,,,,,,,,,,,,,,,,,0.02,,,,100.0,46.38,0.0,0.0,,0.0,100.0,18.16,0.4616,64.6,2.0295
2022-04-06,197525.0,86911.0,0.04,1.49,0.04,0.09,0.0,78419.0,45145.0,178225.0,19863.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,46.38,0.0,0.0,,0.0,100.0,18.02,0.4628,64.73,2.0295
2022-04-07,195400.0,84315.1,0.04,1.46,0.04,0.09,0.0,75987.15,45145.0,176100.0,19480.07,,,,,,,,,,,,,,,,,2125.0,0.02,0.0,,,100.0,46.38,0.0,0.0,,0.0,100.0,17.14,0.4691,65.43,2.0076
2022-04-08,193091.0,84863.49,0.04,1.56,0.04,0.08,0.0,76381.14,42836.0,173791.0,18826.42,,,,,,,,0.0,,2309.0,,,,,,,2309.0,0.02,0.0,,,100.0,44.01,0.0,0.0,,0.0,100.0,16.55,0.4736,65.92,1.9839
2022-04-11,278691.0,120951.89,0.06,2.3,0.05,0.12,0.0,95215.69,83436.0,219391.0,36211.22,,,40600.0,0.02,,5000.0,,,40600.0,,,,0.02,40600.0,0.0,,,0.04,,,,100.0,85.2,0.0,0.0,,0.0,100.0,11.25,0.5781,74.8,2.8459
2022-04-12,245050.0,110272.5,0.05,1.98,0.05,0.11,0.0,85747.5,72757.0,190550.0,32740.65,,,,0.0,,,,0.01,7500.0,10679.0,,,0.0,,,,36341.0,0.03,0.02,,,100.0,79.04,0.0,0.0,,0.0,100.0,13.08,0.49,68.05,2.6622
2022-04-13,245050.0,109292.3,0.05,1.91,0.05,0.11,0.0,84985.3,72757.0,190550.0,32449.62,,,,,,,,,,,,,,,,,,0.03,,,,100.0,79.04,0.0,0.0,,0.0,100.0,12.91,0.4903,68.09,2.6622
2022-04-14,260050.0,115982.3,0.06,2.07,0.05,0.12,0.0,91675.3,72757.0,205550.0,32449.62,,,,0.01,,,,,15000.0,,,,0.01,,,,,0.03,,,,100.0,79.04,0.0,0.0,,0.0,100.0,12.23,0.4436,64.11,2.8251
2022-04-15,260050.0,115982.3,0.06,2.09,0.05,0.12,0.0,91675.3,72757.0,205550.0,32449.62,,,,,,,,,,,,,,,,,,0.03,,,,100.0,79.04,0.0,0.0,,0.0,100.0,12.25,0.4432,64.07,2.8251
2022-04-18,260050.0,115982.3,0.06,2.09,0.05,0.12,0.0,91675.3,72757.0,205550.0,32449.62,,,,,,,,,,,,,,,,,,0.03,,,,100.0,79.04,0.0,0.0,,0.0,100.0,12.19,0.4441,64.16,2.8251
2022-04-19,276050.0,121185.95,0.06,2.22,0.05,0.12,0.0,93309.45,79757.0,212550.0,35013.32,,,9000.0,0.0,,,,0.0,7000.0,2000.0,,,0.0,9000.0,,,,0.04,,,,100.0,88.57,0.0,0.0,,0.0,100.0,11.4,0.4684,66.32,3.0656
