,AGEB FP Equity_PX_LAST
2025-06-18,141.542
2025-06-19,141.0377
2025-06-20,141.3258
2025-06-23,141.832
2025-06-24,142.4149
2025-06-25,142.0278
2025-06-26,142.7988
2025-06-27,142.6898
2025-06-30,143.2304
2025-07-01,143.9141
2025-07-02,143.4927
2025-07-03,143.8262
2025-07-04,143.8097
2025-07-07,143.1768
2025-07-08,142.673
2025-07-09,142.9927
2025-07-10,143.3428
2025-07-11,142.3761
2025-07-14,142.2899
2025-07-15,142.0989
2025-07-16,142.3338
2025-07-17,142.2498
2025-07-18,142.6546
2025-07-21,143.2214
2025-07-22,143.3789
2025-07-23,143.3232
2025-07-24,143.4275
2025-07-25,143.5661
2025-07-28,143.7059
2025-07-29,144.0607
2025-07-30,143.814
2025-07-31,144.1078
2025-08-01,144.2664
2025-08-04,144.7327
2025-08-05,145.022
2025-08-06,144.874
2025-08-07,145.3978
2025-08-08,145.2711
2025-08-11,145.4911
2025-08-12,145.7007
2025-08-13,146.5755
2025-08-14,146.3679
2025-08-15,146.0799
2025-08-18,146.0464
2025-08-19,146.1541
2025-08-20,145.955
2025-08-21,145.6817
2025-08-22,146.5723
2025-08-25,146.1126
2025-08-26,145.7566
2025-08-27,145.7984
2025-08-28,146.4737
2025-08-29,146.557
