,MMB FP Equity_DX_SI_QTY,MMB FP Equity_DX_SHORT_INTEREST_VALUE,MMB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MMB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MMB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MMB FP Equity_DX_SI_MV,MMB FP Equity_DX_DSS,MMB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MMB FP Equity_DX_SUPPLY_SI_QTY,MMB FP Equity_DX_BROKER_SI_QTY,MMB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MMB FP Equity_DX_BROKER_SI_MV_NEW_x,MMB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MMB FP Equity_DX_SUPPLY_SI_QTY_INC_x,MMB FP Equity_DX_BROKER_SI_MV_INC_x,MMB FP Equity_DX_SUPPLY_SI_MV_NEW,MMB FP Equity_DX_BROKER_SI_QTY_ADD,MMB FP Equity_DX_BROKER_SI_QTY_NEW,MMB FP Equity_DX_SUPPLY_SI_MV_DEC,MMB FP Equity_DX_BROKER_SI_QTY_INC,MMB FP Equity_DX_SUPPLY_SI_QTY_DEC,MMB FP Equity_DX_BROKER_SI_MV_NEW_y,MMB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MMB FP Equity_DX_BROKER_SI_MV_INC_y,MMB FP Equity_DX_SUPPLY_SI_QTY_INC_y,MMB FP Equity_DX_BROKER_SI_MV_ADD,MMB FP Equity_DX_SUPPLY_SI_QTY_ADD,MMB FP Equity_DX_BROKER_SI_QTY_DEC,MMB FP Equity_DX_SUPPLY_SI_MV,MMB FP Equity_DX_BROKER_SI_MV_DEC,MMB FP Equity_DX_SUPPLY_SI_MV_RMV,MMB FP Equity_DX_BROKER_SI_MV_RMV,MMB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MMB FP Equity_DX_UTILIZATION_QUANTITY,MMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MMB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MMB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MMB FP Equity_DX_ACTIVE_UTILIZATION_MV,MMB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MMB FP Equity_DX_BROKER_SI_CON_RATIO,MMB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MMB FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-08-10,219365.0,3882760.5,1.86,8.94,0.16,3.85,0.0,2395518.0,158840.0,135340.0,2811468.0,,,,,,,,,,,,,,,,,,2.78,,,,10.06,10.06,1420230.0,25138071.0,,24.77,10.07,22.6,0.1893,24.97,0.1389
2022-08-11,215575.0,3893284.5,1.83,9.38,0.15,3.84,0.0,2411913.0,156840.0,133550.0,2832530.4,,,,,,,,0.03,,2000.0,,,,,,,1790.0,2.78,0.02,,,9.95,9.95,1420012.0,25645416.72,,25.23,9.93,23.13,0.1915,25.34,0.1367
2022-08-12,215375.0,3924132.5,1.83,9.6,0.15,3.91,0.0,2433281.0,155640.0,133550.0,2835760.8,,,,,,,,0.01,,1200.0,,,,,,,,2.83,,,,9.87,9.87,1420972.0,25890109.84,,25.88,9.84,23.31,0.1915,25.17,0.1366
2022-08-15,214375.0,3950931.25,1.82,10.25,0.15,3.92,0.0,2461326.5,154640.0,133550.0,2850015.2,,,,,,,,0.01,,1000.0,,,,,,,,2.83,,,,9.81,9.81,1421972.0,26206943.96,,26.11,9.79,23.41,0.1923,25.33,0.136
2022-08-16,214375.0,3833025.0,1.82,10.74,0.15,3.93,0.0,2387874.0,154640.0,133550.0,2764963.2,,,65.0,,,,,0.0,,65.0,,,,65.0,,,,2.85,,,,9.85,9.85,1415961.0,25317382.68,,26.12,9.84,23.48,0.1919,25.03,0.1365
2022-08-17,196293.0,3515607.63,1.67,10.15,0.14,3.52,0.0,2308599.0,149990.0,128900.0,2686320.9,,,7987.0,0.0,,,,0.25,795.0,13432.0,,,0.0,7987.0,,795.0,5445.0,2.68,0.1,,,9.63,9.63,1407536.0,25208969.76,,25.18,9.63,25.43,0.1871,25.49,0.126
2022-08-18,207573.0,3624224.58,1.76,11.05,0.15,3.73,0.0,2340338.4,156130.0,134040.0,2726029.8,,,6140.0,,,6140.0,,,,,,,,6140.0,0.11,,1000.0,2.8,0.01,,,10.03,10.03,1401036.0,24462088.56,,25.23,10.0,24.11,0.1697,24.19,0.1333
2022-08-19,213810.0,3722432.1,1.81,11.37,0.15,3.75,0.0,2442222.57,162367.0,140277.0,2826809.47,,,6237.0,0.1,,,,,6237.0,,,,0.1,6237.0,,,,2.84,,,,10.43,10.43,1394829.0,24283972.89,,24.54,10.38,23.34,0.1672,23.47,0.1373
2022-08-22,213810.0,3527865.0,1.81,11.45,0.15,3.73,0.0,2314570.5,162367.0,140277.0,2679055.5,,,,,,,,,,,,,,,,,,2.84,,,,10.43,10.43,1394829.0,23014678.5,,24.47,10.39,23.44,0.1672,23.58,0.1373
2022-08-23,196934.0,3186392.12,1.67,10.18,0.14,3.25,0.0,2092138.72,156227.0,129304.0,2527752.86,,,,0.0,,,,0.12,200.0,6140.0,,,0.0,,,,11173.0,2.58,0.2,,,10.03,10.03,1400969.0,22667678.42,,23.1,10.05,25.37,0.185,25.54,0.1265
2022-08-24,229914.0,3674025.72,1.95,11.98,0.16,3.72,0.0,2593298.32,184409.0,162284.0,2946855.82,,,33215.0,0.51,,,,0.08,32980.0,5033.0,,,0.51,33215.0,,,,2.99,,,,11.78,11.78,1380520.0,22060709.6,,22.37,11.79,21.77,0.1957,28.87,0.1469
2022-08-25,248462.0,3880976.44,2.11,12.17,0.18,3.97,0.0,2777735.84,202186.0,177832.0,3158145.32,,,13101.0,0.24,,,,0.0,15554.0,235.0,,,0.24,13101.0,,4911.0,6.0,3.23,0.01,,,12.83,12.83,1373614.0,21455850.68,,21.97,12.83,20.15,0.1921,30.43,0.1577
2022-08-26,253462.0,3969214.92,2.15,12.0,0.18,3.97,0.0,2863149.12,209722.0,182832.0,3284246.52,,,7542.0,0.07,,,,0.0,5000.0,6.0,,,0.07,7542.0,,,,3.27,,,,13.23,13.23,1375072.0,21533627.52,,21.5,13.21,19.67,0.1896,29.7,0.1599
2022-08-29,280276.0,4361094.56,2.38,13.3,0.2,4.39,0.0,2939081.72,229773.0,188887.0,3575267.88,,,12062.0,0.11,,,,0.01,7000.0,708.0,,,0.11,12062.0,,8697.0,945.0,3.59,0.02,,,14.38,14.38,1367709.0,21281552.04,,21.48,14.33,17.86,0.1667,26.89,0.1754
2022-08-30,290276.0,4528305.6,2.46,13.3,0.21,4.52,0.0,2946637.2,239773.0,188887.0,3740458.8,,,10000.0,,,,,,,,,,,10000.0,,,,3.72,,,,15.01,15.01,1357709.0,21180260.4,,21.1,14.97,17.15,0.1615,25.94,0.1817
2022-08-31,307269.0,4916304.0,2.61,13.64,0.22,4.81,0.0,3253088.0,243366.0,203318.0,3893856.0,,,4562.0,0.27,,,,0.02,17031.0,969.0,,,0.27,4562.0,,,2600.0,3.78,0.04,,,15.33,15.33,1344068.0,21505088.0,,20.89,15.33,16.1,0.1739,29.99,0.1936
2022-09-01,340269.0,5308196.4,2.89,14.15,0.24,5.46,0.0,3296560.8,266266.0,211318.0,4153749.6,,,22900.0,,,8000.0,,,,,,,,22900.0,0.13,,,4.27,,,,16.88,16.88,1311439.0,20458448.4,,21.21,16.77,17.2,0.1624,27.22,0.2157
2022-09-02,340269.0,5315001.78,2.89,13.73,0.24,5.35,0.0,3300787.16,274266.0,211318.0,4284034.92,,,,,,,,,,,,,,,,8000.0,,4.27,,,,17.52,17.52,1291093.0,20166872.66,,20.15,17.5,17.05,0.1639,27.66,0.2174
2022-09-05,358669.0,5645450.06,3.04,14.29,0.25,5.68,0.0,3313553.32,293466.0,210518.0,4619154.84,,,20000.0,,,,,0.01,,800.0,,,,20000.0,,,800.0,4.61,0.01,,,18.76,18.76,1271093.0,20007003.82,,20.04,18.69,21.78,0.1674,26.18,0.2292
2022-09-06,387111.0,6100869.36,3.29,15.38,0.27,6.12,0.0,3612475.68,309208.0,229218.0,4873118.08,,,,0.29,,,,0.08,19100.0,5258.0,,,0.29,,,21000.0,400.0,4.88,0.01,,,19.83,19.83,1250351.0,19705531.76,,19.73,19.82,22.73,0.1694,26.88,0.2482
2022-09-07,394822.0,5993397.96,3.35,15.39,0.28,6.21,0.0,3602654.22,315519.0,237329.0,4789578.42,,,8100.0,0.15,,,,0.03,8111.0,1789.0,,,0.15,8100.0,,,,4.94,,,,20.26,20.26,1241963.0,18852998.34,,19.42,20.27,22.16,0.164,26.35,0.2535
2022-09-08,428722.0,6447978.88,3.64,16.92,0.3,6.52,0.0,3793524.16,357619.0,252229.0,5378589.76,,,23100.0,0.18,,,,,15000.0,,,,0.18,23100.0,,19000.0,100.0,5.4,0.01,,,22.97,22.97,1199575.0,18041608.0,,18.16,22.93,24.88,0.1782,27.89,0.2753
2022-09-09,488622.0,7622503.2,4.15,20.3,0.35,7.38,0.0,4090772.4,417519.0,262229.0,6513296.4,,,60000.0,0.15,,,,0.0,10000.0,100.0,,,0.15,60000.0,,,,6.25,,,,26.81,26.81,1139675.0,17778930.0,,17.04,26.83,24.4,0.1939,31.92,0.3138
2022-09-12,488622.0,7710455.16,4.15,20.17,0.35,7.64,0.0,4137973.62,417519.0,262229.0,6588449.82,,,,,,,,,,,,,,,,,,6.48,,,,26.81,26.81,1139767.0,17985523.26,,17.68,26.83,24.44,0.1943,31.98,0.3138
2022-09-13,474622.0,7418341.86,4.03,19.85,0.34,7.58,0.0,4114269.27,388819.0,263229.0,6077240.97,,,,0.06,,,,0.44,1000.0,28700.0,,,0.06,,,,,6.19,,,,26.46,26.46,1080576.0,16889402.88,,17.33,26.33,25.41,0.1882,29.95,0.323
2022-09-14,499622.0,7569273.3,4.24,22.03,0.35,7.85,0.0,4366669.35,413819.0,288229.0,6269357.85,,,25000.0,0.39,,,,,25000.0,,,,0.39,25000.0,,,,6.48,,,,28.43,28.43,1041854.0,15784088.1,,16.36,28.38,24.23,0.1811,28.38,0.3432
2022-09-15,550922.0,8649475.4,4.68,24.24,0.39,8.44,0.0,4529905.3,457819.0,288529.0,7187758.3,,,44100.0,0.01,,,,0.01,400.0,100.0,,,0.01,44100.0,,,100.0,6.94,0.0,,,31.46,31.46,997496.0,15660687.2,,15.13,31.43,21.87,0.1806,30.96,0.3786
2022-09-16,550292.0,7863672.68,4.67,23.95,0.39,8.65,0.0,4321281.71,457304.0,302399.0,6534874.16,,,,,,13870.0,,0.0,,515.0,,,,,0.23,,,7.15,,,,31.62,31.62,988752.0,14129266.08,,15.5,31.56,21.99,0.1808,31.11,0.3805
2022-09-19,585263.0,8837471.3,4.97,12.02,0.41,8.49,0.0,4431638.6,491188.0,293486.0,7416938.8,,,45000.0,,,,,0.21,,11116.0,,,,45000.0,,,8913.0,7.02,0.15,,,59.01,59.01,341142.0,5151244.2,,4.91,58.86,20.69,0.2081,36.47,0.7032
2022-09-20,621284.0,9325472.84,5.27,12.44,0.44,9.47,0.0,4945795.0,482174.0,329500.0,7237431.74,,,35807.0,1.31,,,,0.49,78207.0,44821.0,,,1.31,35807.0,,,42193.0,7.29,0.59,,,57.75,57.75,352802.0,5295558.02,,5.37,57.62,27.92,0.2229,34.57,0.7441
2022-09-21,517093.0,7756395.0,4.39,10.32,0.37,7.92,0.0,5324025.0,345513.0,354935.0,5182695.0,,,6000.0,0.51,,,,2.15,32535.0,142661.0,,,0.51,6000.0,,,7100.0,5.24,0.1,,,53.09,41.32,305237.0,4578555.0,,4.65,52.94,27.07,0.2152,33.41,0.6185
2022-09-22,473893.0,7345341.5,4.02,9.4,0.34,7.23,0.0,5611542.5,293383.0,362035.0,4547436.5,,,19100.0,0.12,,,,1.11,7100.0,71230.0,,,0.12,19100.0,,,,4.41,,,,34.6,34.6,554554.0,8595587.0,,8.35,34.57,18.1,0.2067,36.31,0.5589
2022-09-23,473920.0,7175148.8,4.02,9.37,0.34,7.47,0.0,5678029.9,292410.0,375035.0,4427087.4,,,1000.0,0.04,,12000.0,,0.01,1000.0,1973.0,,,0.04,1000.0,0.19,,,4.54,,,,34.44,34.44,556527.0,8425818.78,,8.74,34.17,18.16,0.2085,36.47,0.5583
2022-09-26,482427.0,7188162.3,4.09,9.49,0.34,7.45,0.0,5833975.8,294410.0,391542.0,4386709.0,,,10000.0,0.23,,,,0.13,16507.0,8000.0,,,0.23,10000.0,,,,4.45,,,,34.28,34.28,564527.0,8411452.3,,8.66,33.97,17.75,0.208,35.69,0.5617
2022-09-27,460743.0,6726847.8,3.91,9.08,0.33,6.95,0.0,5399926.8,270726.0,369858.0,3952599.6,,,,0.0,,,,0.36,2000.0,23684.0,,,0.0,,,,23684.0,4.03,0.4,,,31.52,31.52,588211.0,8587880.6,,8.83,31.35,18.66,0.2234,38.0,0.5364
2022-09-28,414858.0,6032035.32,3.52,8.14,0.29,6.1,0.0,5246875.32,241341.0,360858.0,3509098.14,,,7500.0,,,,,0.58,,36885.0,,,,7500.0,,,9000.0,3.51,0.16,,,27.85,27.85,625096.0,9088895.84,,9.04,27.99,14.46,0.2396,42.08,0.4788
2022-09-29,409758.0,6072613.56,3.48,7.97,0.29,6.0,0.0,5242693.56,234241.0,353758.0,3471451.62,,,2000.0,0.03,,,,0.14,2000.0,9100.0,,,0.03,2000.0,,,9100.0,3.4,0.14,,,26.97,26.97,634196.0,9398784.72,,9.07,27.27,15.64,0.245,42.51,0.4718
2022-09-30,418358.0,6342307.28,3.55,8.11,0.3,6.28,0.0,5493347.28,230841.0,362358.0,3499549.56,,,,0.2,,,,0.05,8600.0,3400.0,,,0.2,,,,,3.43,,,,26.58,26.58,637596.0,9665955.36,,9.41,26.72,15.22,0.2533,43.8,0.4817
2022-10-03,418358.0,6451080.36,3.55,8.04,0.3,6.42,0.0,5587560.36,230841.0,362358.0,3559568.22,,,,,,,,,,,,,,,,,,3.52,,,,22.19,22.19,809550.0,12483261.0,,12.23,22.34,15.24,0.2533,43.8,0.4021
2022-10-04,418358.0,6572404.18,3.55,8.35,0.3,6.49,0.0,5692644.18,230841.0,362358.0,3626512.11,,,,,,,,,,,,,,,,,,3.56,,,,22.15,22.15,811550.0,12749450.5,,12.36,22.34,15.31,0.2526,43.69,0.4013
2022-10-05,377138.0,5679698.28,3.2,7.61,0.27,6.0,0.0,5589338.28,189621.0,371138.0,2855692.26,,,10096.0,0.11,,,,0.78,8780.0,51316.0,,,0.11,10096.0,,,,2.98,,,,18.18,18.18,853448.0,12852926.88,,13.48,18.11,16.87,0.3007,48.87,0.3616
2022-10-06,377577.0,6033680.46,3.2,7.81,0.27,5.81,0.0,5934460.64,199762.0,371368.0,3192196.76,,,8932.0,0.19,,1209.0,,,9932.0,,,,0.19,8932.0,0.02,1209.0,10911.0,3.01,0.24,,,19.15,19.15,843307.0,13476045.86,,12.78,19.04,15.13,0.2931,48.26,0.362
2022-10-07,409050.0,6401632.5,3.47,8.52,0.29,6.62,0.0,6194911.65,219324.0,395841.0,3432420.6,,,9562.0,0.67,,,,,24473.0,,,,0.67,9562.0,,10000.0,,3.49,,,,20.89,20.89,830745.0,13001159.25,,13.38,20.69,17.47,0.2955,48.13,0.3895
2022-10-10,397318.0,6261731.68,3.37,8.26,0.28,6.33,0.0,6053557.84,212592.0,384109.0,3350449.92,,,,,,,,0.15,,6732.0,,,,,,,11732.0,3.33,0.2,,,20.25,20.25,837477.0,13198637.52,,13.22,20.12,16.66,0.3036,49.37,0.3784
2022-10-11,393318.0,6155426.7,3.34,8.32,0.28,6.27,0.0,5980005.85,210592.0,382109.0,3295764.8,,,,,,,,0.03,,2000.0,,,,,,,2000.0,3.31,0.03,,,20.09,20.09,837477.0,13106515.05,,13.23,20.02,15.94,0.3069,49.9,0.3753
2022-10-12,393318.0,6245889.84,3.34,8.49,0.28,6.25,0.0,6067890.92,210592.0,382109.0,3344200.96,,,,,,,,,,,,,,,,,,3.3,,,,20.09,20.09,837477.0,13299134.76,,13.13,20.08,15.89,0.3058,49.77,0.3753
2022-10-13,390900.0,6152766.0,3.32,8.7,0.28,6.27,0.0,5995366.0,209383.0,380900.0,3295688.42,,,,,,,,0.02,,1209.0,,,,,,,1209.0,3.33,0.02,,,17.43,17.43,992075.0,15615260.5,,15.66,17.53,16.09,0.3098,50.11,0.3254
2022-10-14,390100.0,6167481.0,3.31,8.84,0.28,6.23,0.0,6009381.0,209383.0,380100.0,3310345.23,,,,,,,,,,,,,,,,,800.0,3.3,0.01,,,17.43,17.43,992075.0,15684705.75,,15.64,17.43,16.01,0.311,50.27,0.3247
2022-10-17,390100.0,6311818.0,3.31,8.84,0.28,6.24,0.0,6150018.0,208583.0,380100.0,3374872.94,,,,,,,,0.01,,800.0,,,,,,,,3.29,,,,17.37,17.37,992075.0,16051773.5,,15.68,17.36,16.08,0.3094,50.07,0.3249
2022-10-18,394501.0,6465871.39,3.35,8.94,0.28,6.46,0.0,6301971.39,214884.0,384501.0,3521948.76,,,6301.0,0.19,,,,,6301.0,,,,0.19,6301.0,,,1900.0,3.47,0.01,,,17.84,17.84,989781.0,16222510.59,,16.03,17.81,15.86,0.318,51.18,0.3275
2022-10-19,395001.0,6612316.74,3.35,9.21,0.28,6.59,0.0,6336106.74,213484.0,378501.0,3573722.16,,,,,,,,0.12,,7900.0,,,,,,6500.0,6000.0,3.49,0.09,,,17.75,17.75,989281.0,16560563.94,,16.38,17.58,14.28,0.3134,51.18,0.3284
2022-10-20,417477.0,6992739.75,3.54,9.94,0.3,7.09,0.0,6825239.75,227460.0,407477.0,3809955.0,,,18887.0,0.05,,31887.0,,0.08,2000.0,4911.0,,,0.05,18887.0,0.56,,4911.0,3.8,0.07,,,43.89,18.99,290816.0,4871168.0,,4.87,43.82,14.04,0.2822,48.36,0.3485
2022-10-21,406677.0,6718304.04,3.45,9.8,0.29,6.88,0.0,6553104.04,227460.0,396677.0,3757639.2,,,,,,,,,,,,,,,,,10800.0,3.8,0.19,,,43.86,19.01,291119.0,4809285.88,,4.84,43.97,14.47,0.2934,49.77,0.3399
2022-10-24,424077.0,7192345.92,3.6,10.25,0.3,7.13,0.0,7022745.92,227460.0,414077.0,3857721.6,,,17400.0,0.3,,,,0.29,17400.0,17400.0,,,0.3,17400.0,,,,3.75,,,,45.26,19.24,275079.0,4665339.84,,4.62,44.83,13.77,0.2749,47.34,0.3587
2022-10-25,424077.0,7412865.96,3.6,10.28,0.3,7.31,0.0,7238065.96,227460.0,414077.0,3976000.8,,,,,,,,,,,,,,,,,,3.86,,,,45.26,19.24,275079.0,4808380.92,,4.75,44.78,13.78,0.2748,47.33,0.3587
2022-10-26,424077.0,7340772.87,3.6,10.3,0.3,7.48,0.0,7167672.87,227460.0,414077.0,3937332.6,,,,,,,,,,,,,,,,,,3.97,,,,45.26,19.24,275079.0,4761617.49,,4.79,45.3,13.89,0.277,47.6,0.3587
2022-10-27,424077.0,7315328.25,3.6,10.41,0.3,7.49,0.0,7142828.25,227460.0,414077.0,3923685.0,,,,,,,,,,,,,,,,,,3.96,,,,45.09,19.21,276969.0,4777715.25,,4.78,45.3,13.74,0.2779,47.72,0.3582
2022-10-28,422077.0,7263945.17,3.58,10.45,0.3,7.4,0.0,7091845.17,227460.0,412077.0,3914586.6,,,,,,,,,,,,,,,,,2000.0,3.93,0.04,,,45.09,19.21,276969.0,4766636.49,,4.77,45.19,13.38,0.279,47.91,0.3565
2022-10-31,428077.0,7572682.13,3.63,28.54,0.3,7.52,0.0,7395782.13,233460.0,418077.0,4129907.4,,,6000.0,0.1,,,,,6000.0,,,,0.1,6000.0,,,,4.03,,,,46.28,19.72,270969.0,4793441.61,,4.74,45.97,13.13,0.2827,48.39,0.3616
2022-11-01,428077.0,7581243.67,3.63,30.89,0.3,7.69,0.0,7404143.67,233460.0,418077.0,4134576.6,,,,,,,,,,,,,,,,,,4.13,,,,46.28,19.72,270969.0,4798860.99,,4.8,46.27,13.21,0.2842,48.56,0.3616
2022-11-02,428077.0,7320116.7,3.63,30.51,0.3,7.67,0.0,7149116.7,233460.0,418077.0,3992166.0,,,,,,,,,,,,,,,,,,4.14,,,,46.28,19.72,270969.0,4633569.9,,4.7,46.86,13.25,0.2865,48.86,0.3616
2022-11-03,407438.0,6999784.84,3.46,29.68,0.29,7.11,0.0,6948244.84,226321.0,404438.0,3888194.78,,,,,,,,0.13,,7139.0,,,,,,,13639.0,3.88,0.27,,,45.51,19.23,270969.0,4655247.42,,4.58,45.9,12.73,0.3042,50.94,0.3462
2022-11-04,410238.0,7306338.78,3.48,30.48,0.29,7.14,0.0,7252908.78,226321.0,407238.0,4030777.01,,,,,,2800.0,,,,,,,,,0.05,,,3.88,,,,45.51,19.23,270969.0,4825957.89,,4.59,45.85,12.4,0.2965,50.17,0.3485
2022-11-07,410238.0,7261212.6,3.48,30.93,0.29,7.4,0.0,7208112.6,226321.0,407238.0,4005881.7,,,,,,,,,,,,,,,,,,4.02,,,,45.51,19.23,270969.0,4796151.3,,4.81,45.49,12.54,0.3009,50.68,0.3485
2022-11-08,410238.0,7376079.24,3.48,30.97,0.29,7.37,0.0,7322139.24,226321.0,407238.0,4069251.58,,,,,,,,,,,,,,,,,,4.0,,,,45.27,19.14,273615.0,4919597.7,,4.89,44.97,12.54,0.2989,50.45,0.3469
2022-11-09,410238.0,7376079.24,3.48,31.0,0.29,7.51,0.0,7322139.24,226321.0,407238.0,4069251.58,,,,,,,,,,,,,,,,,,4.06,,,,45.27,19.14,273615.0,4919597.7,,4.92,45.25,12.61,0.3006,50.65,0.3469
2022-11-10,419129.0,7963451.0,3.56,32.85,0.3,7.68,0.0,7906451.0,237901.0,416129.0,4520119.0,,,14969.0,0.34,,,,0.06,15669.0,3389.0,,,0.34,14969.0,,,6778.0,4.26,0.15,,,20.12,20.12,944719.0,17949661.0,,16.98,20.06,13.85,0.2887,48.94,0.3544
2022-11-11,419129.0,7833521.01,3.56,32.53,0.3,7.97,0.0,7777451.01,237901.0,416129.0,4446369.69,,,,,,,,,,,,,,,,,,4.5,,,,20.12,20.12,944719.0,17656798.11,,17.71,20.26,13.13,0.2934,49.57,0.3544
2022-11-14,407129.0,7739522.29,3.45,32.24,0.29,7.75,0.0,7682492.29,237901.0,404129.0,4522498.01,,,,,,,,,,,,,,,,,12000.0,4.46,0.24,,,47.87,20.11,259024.0,4924046.24,,4.89,47.67,13.75,0.3037,50.88,0.3442
2022-11-15,386265.0,7315859.1,3.28,30.12,0.27,7.43,0.0,7259039.1,231155.0,383265.0,4378075.7,,,17518.0,,,,,0.45,,24264.0,,,,17518.0,,,20864.0,4.39,0.4,,,19.54,19.54,951843.0,18027906.42,,18.07,19.55,14.26,0.3367,53.96,0.3265
2022-11-16,386265.0,7350622.95,3.28,30.15,0.27,7.42,0.0,7293532.95,231155.0,383265.0,4398879.65,,,,,,,,,,,,,,,,,,4.38,,,,19.54,19.54,951843.0,18113572.29,,18.02,19.56,14.36,0.3352,53.78,0.3265
2022-11-17,382765.0,7276362.65,3.25,29.15,0.27,7.39,0.0,7219332.65,225463.0,379765.0,4286051.63,,,,,,,,0.11,,5692.0,,,,,,,3500.0,4.29,0.07,,,19.06,19.06,957535.0,18202740.35,,18.26,19.03,14.41,0.3423,54.4,0.3236
2022-11-18,364904.0,6955070.24,3.1,28.5,0.26,7.04,0.0,6897890.24,213294.0,361904.0,4065383.64,,,5360.0,,,,,0.33,,17529.0,,,,5360.0,,,17861.0,4.06,0.35,,,18.21,18.21,957833.0,18256296.98,,18.22,18.22,15.15,0.3408,54.04,0.3116
2022-11-21,360626.0,6877137.82,3.06,29.21,0.26,7.0,0.0,6819927.82,209016.0,357626.0,3985935.12,,,12884.0,,,,,0.33,,17162.0,,,,12884.0,,,4278.0,3.99,0.08,,,18.22,18.22,938387.0,17895040.09,,18.02,18.13,14.09,0.3469,54.84,0.3143
2022-11-22,353526.0,6815981.28,3.0,28.88,0.25,6.84,0.0,6758141.28,209016.0,350526.0,4029828.48,,,,,,,,,,,,,,,,,7100.0,3.98,0.13,,,18.22,18.22,938387.0,18092101.36,,17.86,18.23,12.57,0.3524,55.59,0.3081
2022-11-23,353526.0,6787699.2,3.0,26.63,0.25,6.87,0.0,6730099.2,201916.0,350526.0,3876787.2,,,,,,,,0.14,,7100.0,,,,,,,,3.89,,,,17.78,17.78,933599.0,17925100.8,,17.86,17.88,12.46,0.3524,55.6,0.3113
2022-11-24,353526.0,6773558.16,3.0,26.23,0.25,6.88,0.0,6716078.16,201916.0,350526.0,3868710.56,,,,,,,,,,,,,,,,,,3.88,,,,17.78,17.78,933635.0,17888446.6,,17.88,17.81,12.42,0.3538,55.75,0.3113
2022-11-25,353526.0,6773558.16,3.0,26.23,0.25,6.87,0.0,6716078.16,201916.0,350526.0,3868710.56,,,,,,,,,,,,,,,,,,3.87,,,,17.72,17.72,937380.0,17960200.8,,17.96,17.72,12.43,0.3541,55.78,0.3103
2022-11-28,352621.0,6713903.84,2.99,26.45,0.25,6.86,0.0,6656783.84,201011.0,349621.0,3827249.44,,,,,,,,0.02,,905.0,,,,,,,905.0,3.86,0.02,,,17.64,17.64,938303.0,17865289.12,,18.03,17.61,12.12,0.3563,56.03,0.3095
2022-11-29,362792.0,7299375.04,3.08,27.45,0.26,7.09,0.0,7239015.04,208182.0,359792.0,4188621.84,,,7171.0,0.21,,,,,11000.0,,,,0.21,7171.0,,,829.0,3.97,0.0,,,18.27,18.27,931132.0,18734375.84,,18.0,18.05,13.41,0.3377,53.84,0.3184
2022-11-30,362792.0,6969234.32,3.08,25.61,0.26,7.33,0.0,6911604.32,208182.0,359792.0,3999176.22,,,,,,,,,,,,,,,,,,4.18,,,,18.28,18.28,930463.0,17874194.23,,18.5,18.45,13.69,0.345,54.64,0.3186
2022-12-01,377372.0,7453097.0,3.2,26.32,0.27,7.33,0.0,6900097.0,217762.0,349372.0,4300799.5,,,,,,,,0.45,,15420.0,,,,,,25000.0,10420.0,4.16,0.18,,,19.18,19.18,917642.0,18123429.5,,17.47,19.25,13.08,0.3119,51.85,0.3324
2022-12-02,372372.0,7428821.4,3.16,25.84,0.26,7.45,0.0,6870221.4,217762.0,344372.0,4344351.9,,,,,,,,,,,,,,,,,5000.0,4.3,0.08,,,19.19,19.19,916798.0,18290120.1,,18.08,19.2,11.83,0.3198,52.88,0.3282
2022-12-05,365119.0,7229356.2,3.1,24.31,0.26,7.38,0.0,6674956.2,210509.0,337119.0,4168078.2,,,,,,,,0.11,,7253.0,,,,,,,7253.0,4.2,0.15,,,18.55,18.55,924033.0,18295853.4,,18.39,18.6,12.06,0.3308,54.06,0.3218
2022-12-06,357493.0,7103385.91,3.03,24.16,0.25,7.2,0.0,6547025.91,205883.0,329493.0,4090895.21,,,,,,,,0.11,,4626.0,,,,,,,7626.0,4.08,0.16,,,18.15,18.15,928659.0,18452454.33,,18.47,18.1,11.42,0.3404,55.19,0.3151
2022-12-07,355948.0,7154554.8,3.02,24.59,0.25,7.18,0.0,6591754.8,204338.0,327948.0,4107193.8,,,,,,,,0.02,,1545.0,,,,,,,1545.0,4.06,0.03,,,18.01,18.01,930204.0,18697100.4,,18.52,17.97,11.48,0.3418,55.32,0.3137
2022-12-08,355948.0,7126078.96,3.02,24.11,0.25,7.24,0.0,6565518.96,204338.0,327948.0,4090846.76,,,,,,,,,,,,,,,,,,4.1,,,,18.0,18.0,930815.0,18634916.3,,18.63,18.04,11.53,0.3423,55.37,0.3136
