,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_y,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity
2020-12-11,6391313.0,418183609.59,5.05,33.12,3.35,424.57,1.0,310548446.1,5831104.0,4746270.0,381529134.72,,,177029.0,49.86,,,,18.07,712932.0,300167.0,,,49.86,177029.0,,465296.0,250116.0,382.46,13.8,,,17.92,17.92,26712516.0,1747799921.88,,1746.17,17.97,19.54,0.1499,25.31,0.1964
2020-12-14,6719694.0,447733211.22,5.31,33.23,3.52,444.96,1.0,276119650.62,5993408.0,4144074.0,399340775.04,,,322669.0,5.29,,,,21.69,75643.0,331021.0,,,5.29,322669.0,,170656.0,677839.0,394.25,46.33,,,18.43,18.43,26534012.0,1767961219.56,,1740.76,18.47,18.62,0.1379,21.47,0.2066
2020-12-15,6421015.0,425713294.5,5.07,30.38,3.37,433.38,1.0,261575644.2,5730832.0,3945334.0,379954161.6,,,84101.0,29.54,,,,23.39,421871.0,364804.0,,,29.54,84101.0,,18127.0,620611.0,382.8,37.35,,,17.62,17.62,26787276.0,1775996398.8,,1780.93,17.69,19.45,0.156,23.3,0.1975
2020-12-16,5576397.0,381537082.74,4.4,24.78,2.92,374.97,1.0,257672388.38,5112160.0,3766039.0,349773987.2,,,106489.0,4.5,,,,48.49,73071.0,726511.0,,,4.5,106489.0,,1350.0,252366.0,339.7,17.12,,,15.71,15.71,27422476.0,1876245807.92,,1827.18,15.68,17.86,0.1458,21.91,0.1714
2020-12-17,5493538.0,381581149.48,4.34,22.82,2.88,378.02,1.0,256007124.42,5000750.0,3685677.0,347352095.0,,,15541.0,4.4,,,,8.22,32880.0,128451.0,,,4.4,15541.0,,1500.0,113242.0,341.35,5.0,,,15.34,15.34,27605460.0,1917475251.6,,1888.81,15.31,18.18,0.1451,22.48,0.1685
2020-12-18,5704157.0,399290990.0,4.51,22.5,2.99,399.13,1.0,264477430.0,5116158.0,3778249.0,358131060.0,,,309881.0,9.91,,,,19.8,104332.0,291572.0,,,9.91,309881.0,,97099.0,11760.0,355.15,0.63,,,15.69,15.69,27501180.0,1925082600.0,,1911.21,15.67,19.86,0.1464,21.94,0.1749
2020-12-21,5651783.0,391838115.39,4.46,21.12,2.96,398.31,1.0,268325125.8,5120878.0,3870260.0,355030471.74,,,210653.0,11.69,,,,16.08,149931.0,238781.0,,,11.69,210653.0,,32848.0,57920.0,357.47,3.19,,,15.7,15.7,27504034.0,1906854677.22,,1920.53,15.69,21.25,0.1542,21.69,0.1732
2020-12-22,5615374.0,389370033.16,4.44,20.68,2.94,394.69,1.0,267900013.14,5153504.0,3863571.0,357343967.36,,,79559.0,2.62,,,,6.17,38416.0,87944.0,,,2.62,79559.0,,42609.0,45105.0,358.23,3.66,0.11,,15.79,15.79,27480124.0,1905471798.16,1598.0,1908.22,15.81,21.46,0.1556,21.59,0.1721
2020-12-23,5781930.0,405833666.7,4.57,20.94,3.03,406.82,1.0,287711056.08,5092561.0,4099032.0,357446856.59,,,17938.0,16.91,,,,5.5,238748.0,78881.0,,,16.91,17938.0,,,3287.0,353.69,0.2,,,15.61,15.61,27538700.0,1932941353.0,,1913.21,15.6,20.72,0.1522,20.94,0.1772
2020-12-24,5802824.0,405385284.64,4.58,20.68,3.04,411.1,1.0,293217439.9,5220916.0,4197215.0,364733191.76,,,180592.0,9.04,,,,4.92,105852.0,82032.0,,,9.04,180592.0,,46556.0,7669.0,365.99,0.57,1.09,,16.02,16.02,27373820.0,1912335065.2,16761.0,1918.63,16.02,20.58,0.157,22.42,0.178
2020-12-25,5802824.0,405385284.64,4.58,20.57,3.04,410.64,1.0,293217439.9,5220916.0,4197215.0,364733191.76,,,,,,,,,,,,,,,,,,364.94,,,,16.02,16.02,27362266.0,1911527902.76,,1911.37,16.03,20.61,0.157,22.38,0.1781
2020-12-28,5843935.0,408315738.45,4.62,20.72,3.06,411.91,1.0,298061507.28,5222388.0,4265944.0,364888249.56,,,13560.0,4.01,,,,2.04,70040.0,28860.0,,,4.01,13560.0,,16772.0,1311.0,364.2,0.22,,,16.03,16.03,27349064.0,1910879101.68,,1908.6,16.02,20.48,0.1558,22.33,0.1794
2020-12-29,5831237.0,411102208.5,4.61,20.33,3.06,411.81,1.0,300236446.5,5377044.0,4258673.0,379081602.0,,,159586.0,1.19,,,,0.74,14892.0,10373.0,,,1.19,159586.0,,5443.0,22163.0,375.46,1.23,,,16.47,16.47,27270040.0,1922537820.0,,1906.6,16.45,20.51,0.1553,22.08,0.1786
2020-12-30,5891016.0,414315155.28,4.65,20.32,3.09,419.71,1.0,307133079.24,5309168.0,4367028.0,373393785.44,,16761.0,14565.0,9.2,1.18,,,6.16,112325.0,99202.0,,16761.0,9.2,14565.0,,,3970.0,373.43,0.0,,,16.27,16.27,27329872.0,1922109897.76,,1922.02,16.27,20.26,0.1588,22.06,0.1805
2020-12-31,5833568.0,400357771.84,4.61,19.71,3.06,416.71,1.0,297305160.0,5239109.0,4332000.0,359560050.67,,,5900.0,1.15,,,,5.3,28140.0,75959.0,,,1.15,5900.0,,,63168.0,369.49,4.16,,,16.05,16.05,27393672.0,1880027709.36,,1927.76,16.08,20.62,0.1581,21.21,0.1788
2021-01-01,5837125.0,400601888.75,4.61,19.44,3.06,412.93,1.0,297305160.0,5245553.0,4332000.0,360002302.39,,,6278.0,,,,,0.17,,1496.0,,,,6278.0,,1662.0,,361.46,,,,16.07,16.07,27404280.0,1880755736.4,,1899.41,15.99,20.82,0.1586,21.06,0.1788
2021-01-04,5781889.0,417625842.47,4.57,19.25,3.03,405.5,1.0,308642112.58,5217935.0,4273046.0,376891445.05,,,21853.0,0.0,,,,4.0,12519.0,60597.0,,,0.0,21853.0,,11126.0,71473.0,360.52,7.59,,,15.81,15.81,27778944.0,2006473125.12,,1909.93,15.88,20.35,0.1571,20.81,0.1752
2021-01-05,5735139.0,422909149.86,4.53,18.67,3.01,419.57,1.0,312233816.22,5152803.0,4234253.0,379967693.22,,,38965.0,6.2,,,,6.12,29814.0,107338.0,,,6.2,38965.0,,3241.0,68607.0,372.87,0.0,,,15.88,15.88,27295524.0,2012771939.76,,1979.5,15.85,19.98,0.1554,20.38,0.1767
2021-01-06,5483980.0,397259511.2,4.33,17.68,2.87,406.55,1.0,291774194.2,5004320.0,4027805.0,362512940.8,,,27605.0,0.96,,,,11.61,73.0,176088.0,,,0.96,27605.0,,,206521.0,367.18,12.15,,,15.42,15.42,27439706.0,1987732302.64,,2012.38,15.43,20.75,0.1644,21.17,0.169
2021-01-07,5410711.0,388759585.35,4.27,17.38,2.84,396.6,1.0,288997872.15,4963793.0,4022239.0,356648527.05,,,29520.0,0.46,,,,7.35,29744.0,84489.0,,,0.46,29520.0,,14442.0,35310.0,359.44,3.89,,,15.36,15.36,27346648.0,1964856658.8,,1978.46,15.37,20.57,0.1641,21.37,0.1675
2021-01-08,5721169.0,413240036.87,4.52,18.48,3.0,417.9,1.0,314149939.0,4998510.0,4349300.0,361042377.3,,,69683.0,17.78,,111459.0,,5.89,254986.0,77864.0,,,17.78,69683.0,8.29,48417.0,39384.0,360.33,2.79,0.4,,15.46,15.46,27337254.0,1974569856.42,5519.0,1969.66,15.46,19.34,0.1489,20.17,0.1769
2021-01-11,5498771.0,405589348.96,4.34,18.03,2.88,404.94,1.0,303974917.6,4792222.0,4121135.0,353474294.72,,,99190.0,8.26,,,,21.64,103062.0,309381.0,,,8.26,99190.0,,3903.0,331227.0,348.64,23.33,,,14.81,14.81,27574264.0,2033877712.64,,2007.71,14.8,19.74,0.1442,20.96,0.1699
2021-01-12,5365619.0,394319340.31,4.24,17.51,2.81,399.63,1.0,300436012.29,4865308.0,4088121.0,357551484.92,,,26230.0,17.9,,38250.0,,4.21,219311.0,64817.0,,,17.9,26230.0,2.82,111673.0,290575.0,357.61,19.37,,,15.02,15.02,27528192.0,2023046830.08,,2023.97,15.02,20.2,0.1472,20.29,0.1656
2021-01-13,5346814.0,397214812.06,4.22,17.54,2.8,398.8,1.0,302329246.78,4884905.0,4069582.0,362899592.45,,,63225.0,2.06,,,,3.2,31431.0,43702.0,,,2.06,63225.0,,74.0,49970.0,359.98,3.75,,,15.07,15.07,27524396.0,2044787378.84,,2027.02,15.08,19.28,0.1461,20.35,0.165
2021-01-14,5340988.0,403671873.04,4.22,17.97,2.8,402.85,1.0,306384541.24,4906756.0,4053778.0,370852618.48,,,100592.0,9.76,,,,6.02,109318.0,83461.0,,,9.76,100592.0,,4720.0,125122.0,365.58,7.9,,,15.36,15.36,27044184.0,2043999426.72,,2016.26,15.35,18.23,0.1433,20.86,0.1672
2021-01-15,5345133.0,399548691.75,4.22,18.14,2.8,407.75,1.0,304914593.75,4921492.0,4079125.0,367881527.0,,,76783.0,8.76,,,,8.41,92788.0,122420.0,,,8.76,76783.0,,60373.0,67441.0,372.56,3.99,,,15.43,15.43,26972150.0,2016168212.5,,2037.9,15.46,17.94,0.1406,21.14,0.1676
2021-01-18,5713133.0,438768614.4,4.51,19.68,2.99,431.87,1.0,342021273.6,4837842.0,4453402.0,371546265.6,,,98014.0,35.6,,,,15.96,502475.0,197326.0,,,35.6,98014.0,,15662.0,128198.0,363.34,10.32,,,15.15,15.15,27094190.0,2080833792.0,,2037.85,15.13,16.76,0.1334,19.75,0.1789
2021-01-19,5564776.0,430769310.16,4.39,19.57,2.92,428.42,1.0,335651230.79,4718258.0,4336019.0,365240351.78,,,53101.0,9.43,,,,11.85,87644.0,179599.0,,,9.43,53101.0,,6914.0,205027.0,361.74,12.34,,,14.81,14.81,27150732.0,2101738164.12,,2084.33,14.79,15.08,0.1312,20.28,0.1746
2021-01-20,5546077.0,432427623.69,4.38,19.9,2.91,432.3,1.0,337838863.98,4682800.0,4332934.0,365117916.0,,,97473.0,10.87,,3000.0,,10.85,113440.0,153104.0,,,10.87,97473.0,0.23,20173.0,119525.0,363.27,7.15,,,14.68,14.68,27207804.0,2121392477.88,,2110.03,14.69,15.11,0.1335,21.12,0.1739
2021-01-21,5602691.0,438578651.48,4.42,20.3,2.94,437.32,1.0,344105807.24,4731967.0,4395833.0,370418376.76,,,51062.0,5.26,,,,0.63,67142.0,8225.0,,,5.26,51062.0,,6330.0,4243.0,367.93,0.15,,,14.84,14.84,27152536.0,2125500518.08,,2112.34,14.83,14.96,0.1318,20.89,0.1757
2021-01-22,5515088.0,430176864.0,4.35,20.14,2.89,431.7,1.0,334227582.0,4690226.0,4284969.0,365837628.0,,,62870.0,3.92,,,,12.88,41790.0,171169.0,,,3.92,62870.0,,66558.0,152654.0,365.06,11.66,,,14.7,14.7,27214726.0,2122748628.0,,2122.88,14.67,15.17,0.1347,21.52,0.1729
2021-01-25,5412757.0,423169342.26,4.27,19.82,2.84,424.54,1.0,326998638.84,4603404.0,4182638.0,359894124.72,,,14699.0,0.45,,,,7.92,3280.0,101521.0,,,0.45,14699.0,,,105611.0,358.65,7.99,,,14.61,14.61,26902676.0,2103251209.68,,2098.69,14.6,15.46,0.1373,21.97,0.1718
2021-01-26,5269525.0,420929657.0,4.16,19.54,2.76,413.98,1.0,323444504.4,4566041.0,4049130.0,364735355.08,,,14747.0,0.67,,5000.0,,4.2,9169.0,52110.0,,,0.67,14747.0,0.39,,147677.0,357.29,11.79,,,14.18,14.18,27634876.0,2207473894.88,,2160.06,14.19,15.99,0.1376,22.35,0.1636
2021-01-27,5156459.0,417466920.64,4.07,19.06,2.7,413.89,1.0,318119042.56,4616072.0,3929336.0,373717189.12,,,181172.0,1.02,,,,19.43,2633.0,276499.0,,,1.02,181172.0,,145358.0,122427.0,369.76,5.87,,,14.39,14.39,27451684.0,2222488336.64,,2203.11,14.37,16.38,0.1371,21.56,0.1608
2021-01-28,4985756.0,411324870.0,3.94,18.11,2.61,403.86,1.0,309595522.5,4511542.0,3752673.0,372202215.0,,,42099.0,2.53,,,,11.71,25241.0,146629.0,,,2.53,42099.0,,,201904.0,365.97,15.12,,,14.07,14.07,27544592.0,2272428840.0,,2235.86,14.07,17.01,0.1329,19.93,0.1555
2021-01-29,5245887.0,415369332.66,4.14,19.19,2.75,431.39,1.0,318081500.1,4408644.0,4017195.0,349076431.92,,,41283.0,31.43,,56700.0,,10.69,334954.0,145801.0,,,31.43,41283.0,4.81,1620.0,127132.0,358.65,9.08,,,13.79,13.79,27564284.0,2182540007.12,,2255.6,13.72,15.81,0.1262,19.83,0.1641
2021-02-01,5270684.0,426082094.56,4.16,19.39,2.76,424.94,1.0,322438343.16,4411763.0,3988599.0,356646920.92,,,76125.0,1.57,,,,9.13,51195.0,103073.0,,,1.57,76125.0,,30067.0,79791.0,352.24,11.37,,,13.83,13.83,27489744.0,2222270904.96,,2195.7,13.82,16.07,0.1253,19.79,0.1652
2021-02-02,4722283.0,390296689.95,3.73,17.73,2.48,386.9,1.0,322702213.95,3903141.0,3904443.0,322594603.65,,,101862.0,12.27,,,,48.84,129246.0,614184.0,,,12.27,101862.0,,3700.0,213402.0,316.46,16.07,,,12.27,12.27,27907740.0,2306574711.0,,2263.95,12.26,17.4,0.1335,22.16,0.1484
2021-02-03,4372987.0,354824165.18,3.45,16.67,2.29,363.76,1.0,298410525.36,3548290.0,3677724.0,287908250.6,,,83173.0,5.92,,,,35.03,59375.0,442682.0,,,5.92,83173.0,,4658.0,286094.0,292.46,21.25,,,11.16,11.16,28250550.0,2292249627.0,,2325.37,11.17,17.13,0.1399,22.89,0.1375
2021-02-04,4000178.0,325454482.08,3.16,15.27,2.1,329.0,1.0,260829745.92,3432132.0,3205872.0,279238259.52,,,132131.0,4.18,,,,27.0,60843.0,322518.0,,,4.18,132131.0,,74229.0,532695.0,279.43,45.89,,,10.78,10.78,28417092.0,2312014605.12,,2311.44,10.79,18.23,0.146,22.97,0.1256
2021-02-05,3941750.0,317468545.0,3.11,14.99,2.06,322.35,1.0,254766302.58,3363733.0,3163227.0,270915055.82,,,15295.0,0.0,,,,7.3,2836.0,83694.0,,,0.0,15295.0,,,45481.0,272.35,4.19,,,10.6,10.6,28375796.0,2285386609.84,,2297.57,10.6,18.08,0.1472,23.23,0.1242
2021-02-08,4020116.0,322091693.92,3.17,14.99,2.11,326.51,1.0,254202813.12,3400119.0,3172776.0,272417534.28,,,90376.0,4.9,,,,4.84,70470.0,53990.0,,,4.9,90376.0,,,60921.0,273.35,5.84,,,10.72,10.72,28313600.0,2268485632.0,,2275.52,10.72,17.97,0.1429,23.09,0.1268
2021-02-09,3885608.0,310965208.24,3.06,14.26,2.03,314.4,1.0,241544145.1,3311245.0,3018170.0,264998937.35,,,29483.0,4.69,,,,9.82,48014.0,121464.0,,,4.69,29483.0,,3107.0,202620.0,264.35,17.6,,,10.42,10.42,28474456.0,2278810713.68,,2275.05,10.41,18.13,0.1454,23.93,0.1222
2021-02-10,3926780.0,312846562.6,3.1,14.28,2.06,318.18,1.0,236962959.02,3366195.0,2974306.0,268184755.65,,,95149.0,3.48,,,,9.97,42669.0,126747.0,,,3.48,95149.0,,86548.0,86533.0,269.22,6.68,,,10.61,10.61,28365788.0,2259902329.96,,2266.72,10.62,18.9,0.1439,23.5,0.1237
2021-02-11,3826434.0,313002301.2,3.02,13.79,2.0,309.08,1.0,230220864.8,3325509.0,2814436.0,272026636.2,,,114267.0,,,,,15.42,,189762.0,,,,114267.0,,34809.0,159870.0,265.41,13.42,,,10.47,10.47,28434044.0,2325904799.2,,2277.74,10.44,19.02,0.1489,23.8,0.1205
2021-02-12,3791204.0,308793565.8,2.99,13.62,1.99,312.18,1.0,226366328.7,3296060.0,2779206.0,268464087.0,,,160201.0,,,,,14.98,,210151.0,,,,160201.0,,20501.0,35230.0,269.69,0.15,,,10.39,10.39,28432406.0,2315819468.7,,2323.43,10.4,18.91,0.1495,23.8,0.1195
2021-02-15,3477873.0,281812049.19,2.74,12.49,1.82,286.88,1.0,202243263.18,3011964.0,2495906.0,244059442.92,,,,,,,,23.6,,284096.0,,,,,,,283300.0,245.17,22.58,,,9.49,9.49,28733464.0,2328272587.92,,2337.11,9.49,17.97,0.153,26.06,0.1096
2021-02-16,3475315.0,283794222.9,2.74,12.66,1.82,285.73,1.0,203434168.44,2964425.0,2491234.0,242074945.5,,,115563.0,4.87,,,,25.99,61074.0,318358.0,,,4.87,115563.0,,155256.0,65746.0,240.59,5.79,,,9.33,9.33,28797948.0,2351640433.68,,2339.69,9.32,17.76,0.1468,24.86,0.1094
2021-02-17,3302953.0,269421876.21,2.6,12.13,1.73,274.8,1.0,190614244.26,2689473.0,2336818.0,219380312.61,,,84100.0,9.22,,,,28.71,97898.0,359052.0,,,9.22,84100.0,,,252314.0,220.35,19.92,,,8.48,8.48,29008872.0,2366253689.04,,2375.84,8.49,17.4,0.1668,29.38,0.1042
2021-02-18,3108482.0,252626332.14,2.45,11.58,1.63,257.25,1.0,173571183.45,2539874.0,2135735.0,206415559.98,,,994.0,,,3000.0,,13.15,,156225.0,,,,994.0,0.24,5632.0,204083.0,206.8,17.51,,,8.03,8.03,29109618.0,2365738654.86,,2367.55,8.03,16.85,0.1722,29.99,0.0982
2021-02-19,3124399.0,253420002.89,2.46,11.7,1.64,257.59,1.0,176417088.85,2523767.0,2175035.0,204702741.37,,,26081.0,2.72,,4988.0,,5.59,37113.0,68620.0,,,2.72,26081.0,0.42,26432.0,2801.0,204.76,0.48,,,8.41,8.41,27502312.0,2230712526.32,,2230.01,8.41,16.21,0.1692,29.8,0.1041
2021-02-22,3066400.0,237492680.0,2.42,11.43,1.61,251.73,1.0,165354510.8,2615781.0,2134984.0,202592238.45,,,219643.0,7.0,,,,12.31,91419.0,150908.0,,,7.0,219643.0,,23279.0,131470.0,211.59,11.1,,,8.31,8.31,28850400.0,2234463480.0,,2316.0,8.37,16.92,0.1506,25.54,0.0975
2021-02-23,3644807.0,276786643.58,2.87,13.58,1.91,288.43,1.0,195948133.88,3147012.0,2580302.0,238984091.28,,,714267.0,56.75,,,,33.93,738798.0,403239.0,,,56.75,714267.0,,220203.0,293480.0,244.57,25.53,,,9.98,9.98,28381946.0,2155324979.24,,2188.55,10.05,21.16,0.1981,34.48,0.1156
2021-02-24,3643622.0,273235213.78,2.87,13.34,1.91,282.42,1.0,194190129.53,3108471.0,2589547.0,233104240.29,,,99244.0,9.82,,,,16.47,149627.0,191348.0,,,9.82,99244.0,,53563.0,140382.0,237.16,11.96,,,9.85,9.85,28455796.0,2133900142.04,,2155.28,9.91,20.69,0.1955,34.35,0.1154
2021-02-25,3286277.0,246010696.22,2.59,12.18,1.72,250.66,1.0,182581967.94,2839587.0,2438979.0,212571482.82,,,22364.0,0.51,,,,24.61,15630.0,291248.0,,,0.51,22364.0,,,166198.0,212.58,14.32,,,9.01,9.01,28685988.0,2147433061.68,,2149.13,9.0,23.07,0.2093,35.17,0.1042
2021-02-26,3319880.0,244475963.2,2.62,12.36,1.74,254.23,1.0,183201150.16,2817354.0,2487794.0,207469948.56,,,56840.0,10.9,,,,5.88,146970.0,79073.0,,,10.9,56840.0,,,98155.0,212.28,6.64,,,8.97,8.97,28592642.0,2105562156.88,,2143.94,9.01,23.67,0.1981,33.25,0.1057
2021-03-01,3233125.0,242484375.0,2.55,11.74,1.69,244.43,1.0,182816025.0,2825435.0,2437547.0,211907625.0,,,73111.0,0.89,,,,8.16,25195.0,87342.0,,,0.89,73111.0,,22312.0,75442.0,208.95,7.08,,,8.96,8.96,28706552.0,2152991400.0,,2133.44,8.92,24.83,0.192,31.04,0.1025
2021-03-02,3123579.0,234580782.9,2.46,11.14,1.64,238.56,1.0,166064048.9,2633902.0,2211239.0,197806040.2,,,118770.0,4.69,,,,24.58,50881.0,338027.0,,,4.69,118770.0,,27724.0,277189.0,197.14,19.99,,,8.35,8.35,28926954.0,2172414245.4,,2168.36,8.33,26.11,0.1736,26.46,0.099
2021-03-03,3215842.0,237747199.06,2.53,11.27,1.68,246.12,1.0,176750217.54,2751111.0,2390778.0,203389636.23,,,181522.0,7.33,,136581.0,,5.02,92286.0,68303.0,,,7.33,181522.0,10.26,3990.0,49328.0,206.53,3.78,,,8.68,8.68,28933188.0,2139030588.84,,2166.74,8.7,25.16,0.1717,26.51,0.1015
2021-03-04,3360446.0,251798218.78,2.65,11.53,1.76,255.29,1.0,188305009.47,2966980.0,2513079.0,222315811.4,,,209093.0,16.31,,,,7.7,219509.0,100458.0,,,16.31,209093.0,,107234.0,97208.0,220.61,8.12,,,9.3,9.3,28931952.0,2167871163.36,,2157.8,9.28,21.45,0.1474,23.56,0.1053
2021-03-05,3506701.0,259530941.01,2.76,11.92,1.84,268.21,1.0,194219558.34,3078818.0,2624234.0,227863320.18,,500.0,132010.0,14.2,0.04,,,6.23,185863.0,86982.0,,500.0,14.2,132010.0,,66310.0,74708.0,231.65,4.78,,,9.64,9.64,28854602.0,2135529094.02,,2164.79,9.67,19.99,0.1435,22.74,0.1098
2021-03-08,3745962.0,279823361.4,2.95,12.58,1.96,283.73,1.0,208547982.9,3288324.0,2791807.0,245637802.8,,,188301.0,10.81,,331.0,,0.43,167242.0,4594.0,,,10.81,188301.0,0.03,25799.0,,244.24,,,,10.29,10.29,28679472.0,2142356558.4,,2137.82,10.25,19.62,0.1436,22.13,0.1172
2021-03-09,3895625.0,293145781.25,3.07,13.19,2.04,295.54,1.0,220110689.75,3398353.0,2925059.0,255726063.25,,,118251.0,10.2,,,,0.98,133252.0,13779.0,,,10.2,118251.0,,5557.0,,253.36,,,,10.66,10.66,28466396.0,2142096299.0,,2132.88,10.62,19.41,0.1439,22.24,0.1223
2021-03-10,4044488.0,303902828.32,3.19,13.62,2.12,308.24,1.0,226704443.16,3513398.0,3017094.0,263996725.72,,,39974.0,9.55,,,,5.27,121762.0,79961.0,,,9.55,39974.0,,155032.0,29727.0,263.84,1.8,,,11.01,11.01,28387466.0,2133034195.24,,2139.96,10.98,18.41,0.1403,21.87,0.1268
2021-03-11,3968532.0,304941998.88,3.13,13.67,2.08,302.29,1.0,227626051.92,3601335.0,2962338.0,276726581.4,,,168697.0,0.49,,,,7.15,7417.0,90720.0,,,0.49,168697.0,,9960.0,62173.0,269.91,4.5,,,11.28,11.28,28316976.0,2175876435.84,,2139.9,11.2,17.96,0.1418,22.49,0.1243
2021-03-12,4115447.0,312527045.18,3.24,14.24,2.15,320.83,1.0,236359680.82,3559543.0,3112453.0,270311695.42,,,1195.0,15.73,,9000.0,,0.61,161847.0,42987.0,,,15.73,1195.0,0.68,,20732.0,273.36,0.84,,,11.12,11.12,28446984.0,2160263964.96,,2175.46,11.16,17.09,0.15,25.85,0.1286
2021-03-15,4123921.0,317583156.21,3.25,14.64,2.16,319.22,1.0,237200734.29,3555460.0,3080129.0,273805974.6,,,89805.0,0.95,,15516.0,,8.69,18235.0,110736.0,,,0.95,89805.0,1.24,16848.0,66075.0,270.34,5.87,,,11.13,11.13,28402466.0,2187273906.66,,2168.12,11.09,17.17,0.1475,25.8,0.129
2021-03-16,4185520.0,331074632.0,3.3,14.91,2.19,328.62,1.0,253472627.8,3559468.0,3204458.0,281553918.8,,,99058.0,13.27,,,,8.38,127779.0,127185.0,,,13.27,99058.0,,32135.0,3450.0,274.78,0.23,,,11.13,11.13,28433288.0,2249073080.8,,2211.24,11.05,18.39,0.1547,26.45,0.1308
2021-03-17,4204967.0,334168727.49,3.31,14.92,2.2,335.36,1.0,258735167.73,3567064.0,3255759.0,283474576.08,,,55274.0,7.89,,,,3.26,71273.0,47678.0,,,7.89,55274.0,,,19972.0,281.08,0.51,,,11.15,11.15,28428964.0,2259249769.08,,2244.34,11.13,18.77,0.156,25.9,0.1314
2021-03-18,4320657.0,342152827.83,3.4,15.03,2.26,348.2,1.0,263951039.84,3599711.0,3333136.0,285061114.09,,,69285.0,9.32,,,,5.32,101633.0,70638.0,,,9.32,69285.0,,34000.0,24256.0,286.15,0.71,,,11.24,11.24,28432596.0,2251577277.24,,2255.49,11.26,19.49,0.1573,25.31,0.1349
2021-03-19,4017384.0,318056291.28,3.17,13.79,2.1,322.81,1.0,241192513.38,3341426.0,3046514.0,264540696.42,,,538.0,0.42,,,,21.05,9960.0,260072.0,,,0.42,538.0,,1249.0,296582.0,264.68,24.11,,,10.41,10.41,28756102.0,2276620595.34,,2278.36,10.41,21.12,0.1593,26.58,0.1252
2021-03-22,4018668.0,329088722.52,3.17,13.27,2.1,323.1,1.0,250203184.73,3350856.0,3055357.0,274401597.84,,,35175.0,4.39,,,,2.25,47883.0,25745.0,,,4.39,35175.0,,,39040.0,265.49,3.31,,,10.39,10.39,28911130.0,2367532435.7,,2318.43,10.27,20.02,0.1563,26.51,0.1246
2021-03-23,3990545.0,327264595.45,3.14,12.72,2.09,330.46,1.0,248951524.24,3345675.0,3035624.0,274378806.75,,,63654.0,6.04,,,,5.86,55839.0,80495.0,,,6.04,63654.0,,11660.0,75572.0,274.83,4.59,,,10.62,10.62,28167672.0,2310030780.72,,2312.06,10.62,20.37,0.1584,25.78,0.1266
2021-03-24,3809233.0,310490581.83,3.0,11.92,1.99,315.91,1.0,235232643.36,3139756.0,2885936.0,255921511.56,,,11480.0,1.06,,,,17.93,10534.0,217399.0,,,1.06,11480.0,,,160222.0,257.92,13.18,,,9.68,9.68,29295984.0,2387915655.84,,2400.6,9.7,17.67,0.1572,26.48,0.1174
2021-03-25,3856350.0,315989319.0,3.04,11.72,2.02,320.28,1.0,239164915.14,3147831.0,2918781.0,257933272.14,,2492.0,38835.0,4.34,0.2,5452.0,,2.82,52830.0,33252.0,,2492.0,4.34,38835.0,0.45,,25437.0,257.39,0.95,,,9.73,9.73,29211620.0,2393600142.8,,2389.68,9.72,17.9,0.1568,26.0,0.1192
2021-03-26,3791904.0,304944919.68,2.99,11.32,1.98,314.78,1.0,230568241.42,3094479.0,2867051.0,248858001.18,,,3212.0,2.58,,,,4.91,29926.0,58464.0,,,2.58,3212.0,,1900.0,81656.0,252.81,7.06,,,9.94,9.94,28036028.0,2254657371.76,,2279.79,9.98,16.87,0.158,26.39,0.1218
2021-03-29,3680187.0,295187799.27,2.9,10.74,1.93,303.63,1.0,224178207.11,2856273.0,2794891.0,229101657.33,,,25898.0,2.18,,,,22.47,24831.0,264154.0,,,2.18,25898.0,,50.0,96991.0,231.64,8.96,,,9.2,9.2,28197368.0,2261710887.28,,2277.38,9.23,17.24,0.1558,26.46,0.1185
2021-03-30,3049015.0,247427567.25,2.4,8.76,1.6,250.55,1.0,188632688.1,2533709.0,2324494.0,205610485.35,,,134277.0,19.92,,,,30.3,249106.0,376654.0,,,19.92,134277.0,,49576.0,518995.0,203.79,42.47,,,8.12,8.12,28678572.0,2327266117.8,,2313.36,8.1,20.91,0.1617,29.39,0.0977
2021-03-31,2812508.0,229247527.08,2.22,7.98,1.47,232.91,1.0,174565483.95,2382121.0,2141645.0,194166682.71,,,770.0,0.42,,,,12.36,3046.0,157404.0,,,0.42,770.0,,5046.0,185895.0,193.4,14.51,,,7.46,7.46,29564304.0,2409786419.04,,2403.51,7.45,22.75,0.1733,30.7,0.088
