,EC FP Equity_DX_SI_QTY,EC FP Equity_DX_SHORT_INTEREST_VALUE,EC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EC FP Equity_DX_SI_MV,EC FP Equity_DX_DSS,EC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY,EC FP Equity_DX_BROKER_SI_QTY,EC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EC FP Equity_DX_BROKER_SI_MV_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_INC_x,EC FP Equity_DX_BROKER_SI_MV_INC_x,EC FP Equity_DX_SUPPLY_SI_MV_NEW,EC FP Equity_DX_BROKER_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_NEW,EC FP Equity_DX_SUPPLY_SI_MV_DEC,EC FP Equity_DX_BROKER_SI_QTY_INC,EC FP Equity_DX_SUPPLY_SI_QTY_DEC,EC FP Equity_DX_BROKER_SI_MV_NEW_y,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EC FP Equity_DX_BROKER_SI_MV_INC_y,EC FP Equity_DX_SUPPLY_SI_QTY_INC_y,EC FP Equity_DX_BROKER_SI_MV_ADD,EC FP Equity_DX_SUPPLY_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_DEC,EC FP Equity_DX_SUPPLY_SI_MV,EC FP Equity_DX_BROKER_SI_MV_DEC,EC FP Equity_DX_SUPPLY_SI_MV_RMV,EC FP Equity_DX_BROKER_SI_MV_RMV,EC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EC FP Equity_DX_UTILIZATION_QUANTITY,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EC FP Equity_DX_ACTIVE_UTILIZATION_MV,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EC FP Equity_DX_BROKER_SI_CON_RATIO,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EC FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-02-10,184.0,25208.0,0.02,0.33,0.0,0.03,0.0,12604.0,92.0,92.0,12604.0,,,,,,,,,,,,,,,,,,0.01,,,,0.48,0.48,19183.0,2628071.0,,2.62,0.48,,1.0,100.0,0.0095
2021-02-11,184.0,24932.0,0.02,0.33,0.0,0.03,0.0,12466.0,92.0,92.0,12466.0,,,,,,,,,,,,,,,,,,0.01,,,,0.48,0.48,19183.0,2599296.5,,2.62,0.48,,1.0,100.0,0.0095
2021-02-12,188.0,25474.0,0.02,0.31,0.0,0.03,0.0,12737.0,94.0,94.0,12737.0,,,2.0,0.0,,,,,2.0,,,,0.0,2.0,,,,0.01,,,,0.49,0.49,19185.0,2599567.5,,2.59,0.49,,1.0,100.0,0.0098
2021-02-15,132.0,18018.0,0.02,0.21,0.0,0.02,0.0,9009.0,66.0,66.0,9009.0,,,,,,,,0.0,,28.0,,,,,,,28.0,0.01,0.0,,,0.34,0.34,19157.0,2614930.5,,2.59,0.34,,1.0,100.0,0.0069
2021-02-16,132.0,18084.0,0.02,0.21,0.0,0.02,0.0,9042.0,66.0,66.0,9042.0,,,,,,,,,,,,,,,,,,0.01,,,,0.34,0.34,19157.0,2624509.0,,2.61,0.34,,1.0,100.0,0.0069
2021-02-17,132.0,17952.0,0.02,0.21,0.0,0.02,0.0,8976.0,66.0,66.0,8976.0,,,,,,,,,,,,,,,,,,0.01,,,,0.34,0.34,19320.0,2627520.0,,2.64,0.34,,1.0,100.0,0.0068
2021-02-18,132.0,17886.0,0.02,0.22,0.0,0.02,0.0,8943.0,66.0,66.0,8943.0,,,,,,,,,,,,,,,,,,0.01,,,,0.34,0.34,19320.0,2617860.0,,2.62,0.34,,1.0,100.0,0.0068
2021-02-19,4.0,530.0,0.0,0.01,0.0,0.0,0.0,265.0,2.0,2.0,265.0,,,,,,,,0.01,,64.0,,,,,,,64.0,0.0,0.01,,,0.01,0.01,19296.0,2556720.0,,2.6,0.01,,1.0,100.0,0.0002
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,2.0,,,,,,,2.0,0.0,0.0,,,0.0,0.0,19254.0,2608917.0,,2.55,0.0,,0.0,100.0,0.0
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19928.0,2730136.0,,2.69,0.0,,0.0,,0.0
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19928.0,2730136.0,,2.72,0.0,,0.0,,0.0
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2681064.0,,2.65,0.0,,0.0,,0.0
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2651922.0,,2.67,0.0,,0.0,,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2676928.0,,2.63,0.0,,0.0,,0.0
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2661636.0,,2.68,0.0,,0.0,,0.0
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2638272.0,,2.64,0.0,,0.0,,0.0
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2661636.0,,2.64,0.0,,0.0,,0.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2671350.0,,2.65,0.0,,0.0,,0.0
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2681064.0,,2.66,0.0,,0.0,,0.0
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2671350.0,,2.67,0.0,,0.0,,0.0
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2700492.0,,2.66,0.0,,0.0,,0.0
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2696256.0,,2.67,0.0,,0.0,,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2686592.0,,2.68,0.0,,0.0,,0.0
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2690778.0,,2.69,0.0,,0.0,,0.0
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2807346.0,,2.69,0.0,,0.0,,0.0
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2821888.0,,2.78,0.0,,0.0,,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2744576.0,,2.8,0.0,,0.0,,0.0
2021-03-19,84.0,11928.0,0.01,0.12,0.0,0.01,0.0,5964.0,42.0,42.0,5964.0,,,,,,42.0,,,,,,,,,0.01,42.0,,0.01,,,,0.22,0.22,19370.0,2750540.0,,2.74,0.22,,1.0,100.0,0.0043
2021-03-22,84.0,12012.0,0.01,0.13,0.0,0.01,0.0,6006.0,42.0,42.0,6006.0,,,,,,,,,,,,,,,,,,0.01,,,,0.22,0.22,19428.0,2778204.0,,2.75,0.22,,1.0,100.0,0.0043
2021-03-23,84.0,12012.0,0.01,0.13,0.0,0.01,0.0,6006.0,42.0,42.0,6006.0,,,,,,,,,,,,,,,,,,0.01,,,,0.22,0.22,19370.0,2769910.0,,2.76,0.22,,1.0,100.0,0.0043
2021-03-24,84.0,12012.0,0.01,0.13,0.0,0.01,0.0,6006.0,42.0,42.0,6006.0,,,,,,,,,,,,,,,,,,0.01,,,,0.22,0.22,19370.0,2769910.0,,2.76,0.22,,1.0,100.0,0.0043
2021-03-25,84.0,11676.0,0.01,0.13,0.0,0.01,0.0,5838.0,42.0,42.0,5838.0,,,,,,,,,,,,,,,,,,0.01,,,,0.22,0.22,19370.0,2692430.0,,2.75,0.22,,1.0,100.0,0.0043
2021-03-26,84.0,11928.0,0.01,0.14,0.0,0.01,0.0,5964.0,42.0,42.0,5964.0,,,,,,,,,,,,,,,,,,0.01,,,,0.22,0.22,19370.0,2750540.0,,2.69,0.22,,1.0,100.0,0.0043
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,42.0,,,,,,,42.0,0.0,0.01,,,0.0,0.0,19104.0,2693664.0,,2.7,0.0,,0.0,,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2719920.0,,2.73,0.0,,0.0,,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2734912.0,,2.7,0.0,,0.0,,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2700492.0,,2.73,0.0,,0.0,,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2700492.0,,2.69,0.0,,0.0,,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2700492.0,,2.69,0.0,,0.0,,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2700492.0,,2.69,0.0,,0.0,,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2676928.0,,2.67,0.0,,0.0,,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2638272.0,,2.66,0.0,,0.0,,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2696256.0,,2.63,0.0,,0.0,,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2647936.0,,2.68,0.0,,0.0,,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2632494.0,,2.65,0.0,,0.0,,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19328.0,2599616.0,,2.61,0.0,,0.0,,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19928.0,2750064.0,,2.68,0.0,,0.0,,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19828.0,2716436.0,,2.72,0.0,,0.0,,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19728.0,2683008.0,,2.69,0.0,,0.0,,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19428.0,2642208.0,,2.63,0.0,,0.0,,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19628.0,2649780.0,,2.66,0.0,,0.0,,0.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19628.0,2649780.0,,2.64,0.0,,0.0,,0.0
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19728.0,2683008.0,,2.65,0.0,,0.0,,0.0
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20014.0,2701890.0,,2.71,0.0,,0.0,,0.0
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20014.0,2721904.0,,2.69,0.0,,0.0,,0.0
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20014.0,2731911.0,,2.71,0.0,,0.0,,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20014.0,2711897.0,,2.72,0.0,,0.0,,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20124.0,2716740.0,,2.72,0.0,,0.0,,0.0
2021-05-03,200.0,27000.0,0.03,0.31,0.0,0.03,0.0,13500.0,100.0,100.0,13500.0,,,,,,100.0,,,,,,,,,0.01,100.0,,0.01,,,,0.5,0.5,20024.0,2703240.0,,2.69,0.5,,1.0,100.0,0.0099
2021-05-04,200.0,27000.0,0.03,0.31,0.0,0.03,0.0,13500.0,100.0,100.0,13500.0,,,,,,,,,,,,,,,,,,0.01,,,,0.49,0.49,20124.0,2716740.0,,2.71,0.5,,1.0,100.0,0.0099
2021-05-05,200.0,27500.0,0.03,0.31,0.0,0.03,0.0,13750.0,100.0,100.0,13750.0,,,,,,,,,,,,,,,,,,0.01,,,,0.49,0.49,20124.0,2767050.0,,2.71,0.5,,1.0,100.0,0.0099
2021-05-06,200.0,28000.0,0.03,0.31,0.0,0.03,0.0,14000.0,100.0,100.0,14000.0,,,,,,,,,,,,,,,,,,0.01,,,,0.49,0.49,20124.0,2817360.0,,2.76,0.5,,1.0,100.0,0.0099
2021-05-07,200.0,28000.0,0.03,0.31,0.0,0.03,0.0,14000.0,100.0,100.0,14000.0,,,,,,,,,,,,,,,,,,0.01,,,,0.49,0.49,20124.0,2817360.0,,2.8,0.5,,1.0,100.0,0.0099
2021-05-10,200.0,28000.0,0.03,0.31,0.0,0.03,0.0,14000.0,100.0,100.0,14000.0,,,,,,,,,,,,,,,,,,0.01,,,,0.49,0.49,20124.0,2817360.0,,2.8,0.5,,1.0,100.0,0.0099
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,100.0,,,,,,,100.0,0.0,0.01,,,0.0,0.0,19824.0,2755536.0,,2.76,0.0,,0.0,,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19624.0,2708112.0,,2.72,0.0,,0.0,,0.0
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19624.0,2747360.0,,2.7,0.0,,0.0,,0.0
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19524.0,2694312.0,,2.72,0.0,,0.0,,0.0
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19624.0,2727736.0,,2.7,0.0,,0.0,,0.0
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19724.0,2761360.0,,2.73,0.0,,0.0,,0.0
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19700.0,2767850.0,,2.75,0.0,,0.0,,0.0
2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19700.0,2777700.0,,2.76,0.0,,0.0,,0.0
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19700.0,2777700.0,,2.77,0.0,,0.0,,0.0
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19700.0,2748150.0,,2.76,0.0,,0.0,,0.0
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19700.0,2777700.0,,2.74,0.0,,0.0,,0.0
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19665.0,2812095.0,,2.76,0.0,,0.0,,0.0
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19765.0,2806630.0,,2.81,0.0,,0.0,,0.0
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19765.0,2826395.0,,2.8,0.0,,0.0,,0.0
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19865.0,2850627.5,,2.83,0.0,,0.0,,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19665.0,2831760.0,,2.81,0.0,,0.0,,0.0
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19665.0,2841592.5,,2.82,0.0,,0.0,,0.0
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19665.0,2831760.0,,2.83,0.0,,0.0,,0.0
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19665.0,2841592.5,,2.82,0.0,,0.0,,0.0
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19665.0,2828023.5,,2.83,0.0,,0.0,,0.0
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19665.0,2802262.5,,2.87,0.0,,0.0,,0.0
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19665.0,2792430.0,,2.79,0.0,,0.0,,0.0
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19665.0,2792430.0,,2.78,0.0,,0.0,,0.0
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19665.0,2802262.5,,2.78,0.0,,0.0,,0.0
2021-06-14,500.0,71000.0,0.07,0.94,0.01,0.07,0.0,35500.0,250.0,250.0,35500.0,,,,,,250.0,,,,,,,,,0.04,250.0,,0.04,,,,1.27,1.27,19415.0,2756930.0,,2.75,1.28,,1.0,100.0,0.0254
2021-06-15,110.0,15620.0,0.01,0.2,0.0,0.02,0.0,7810.0,55.0,55.0,7810.0,,,,,,,,0.03,,195.0,,,,,,,195.0,0.01,0.03,,,0.28,0.28,19610.0,2784620.0,,2.77,0.28,,1.0,100.0,0.0056
2021-06-16,110.0,15620.0,0.01,0.2,0.0,0.02,0.0,7810.0,55.0,55.0,7810.0,,,,,,,,,,,,,,,,,,0.01,,,,0.28,0.28,19610.0,2784620.0,,2.77,0.28,,1.0,100.0,0.0056
2021-06-17,110.0,15620.0,0.01,0.19,0.0,0.02,0.0,7810.0,55.0,55.0,7810.0,,,,,,,,,,,,,,,,,,0.01,,,,0.27,0.27,20110.0,2855620.0,,2.85,0.28,,1.0,100.0,0.0055
2021-06-18,130.0,18460.0,0.02,0.24,0.0,0.02,0.0,10650.0,55.0,75.0,7810.0,,,,0.0,,,,,20.0,,,,0.0,,,,,0.01,,,,0.27,0.27,20110.0,2855620.0,,2.84,0.28,,1.0,100.0,0.0064
2021-06-21,145.0,20445.0,0.02,0.26,0.0,0.02,0.0,12690.0,55.0,90.0,7755.0,,,,0.0,,,,,15.0,,,,0.0,,,,,0.01,,,,0.27,0.27,20110.0,2835510.0,,2.84,0.27,,1.0,100.0,0.0072
2021-06-22,145.0,20445.0,0.02,0.26,0.0,0.02,0.0,12690.0,90.0,90.0,12690.0,,,,,,,,,,,,,,,,35.0,,0.01,,,,0.45,0.45,20010.0,2821410.0,,2.81,0.45,,1.0,100.0,0.0072
2021-06-23,70.0,9940.0,0.01,0.12,0.0,0.01,0.0,4970.0,35.0,35.0,4970.0,,,,,,,,0.01,,55.0,,,,,,,55.0,0.0,0.01,,,0.17,0.17,20165.0,2863430.0,,2.83,0.17,,1.0,100.0,0.0035
2021-06-24,70.0,9870.0,0.01,0.13,0.0,0.01,0.0,4935.0,35.0,35.0,4935.0,,,,,,,,,,,,,,,,,,0.01,,,,0.17,0.17,20165.0,2843265.0,,2.85,0.17,,1.0,100.0,0.0035
2021-06-25,70.0,10010.0,0.01,0.13,0.0,0.01,0.0,5005.0,35.0,35.0,5005.0,,,,,,,,,,,,,,,,,,0.0,,,,0.17,0.17,20065.0,2869295.0,,2.82,0.17,,1.0,100.0,0.0035
2021-06-28,102.0,14484.0,0.01,0.18,0.0,0.01,0.0,7242.0,51.0,51.0,7242.0,,,16.0,0.0,,,,,16.0,,,,0.0,16.0,,,,0.01,,,,0.25,0.25,20065.0,2849230.0,,2.85,0.25,,1.0,100.0,0.0051
2021-06-29,72.0,10260.0,0.01,0.13,0.0,0.01,0.0,5130.0,36.0,36.0,5130.0,,,,,,,,0.0,,15.0,,,,,,,15.0,0.01,0.0,,,0.18,0.18,20065.0,2859262.5,,2.84,0.18,,1.0,100.0,0.0036
2021-06-30,32.0,4560.0,0.0,0.06,0.0,0.0,0.0,2280.0,16.0,16.0,2280.0,,,,,,,,0.0,,20.0,,,,,,,20.0,0.0,0.0,,,0.08,0.08,20065.0,2859262.5,,2.85,0.08,,1.0,100.0,0.0016
2021-07-01,88.0,12408.0,0.01,0.15,0.0,0.01,0.0,6204.0,44.0,44.0,6204.0,,,28.0,0.0,,,,,28.0,,,,0.0,28.0,,,,0.01,,,,0.22,0.22,20065.0,2829165.0,,2.84,0.22,,1.0,100.0,0.0044
2021-07-02,88.0,12452.0,0.01,0.16,0.0,0.01,0.0,6226.0,44.0,44.0,6226.0,,,,,,,,,,,,,,,,,,0.01,,,,0.22,0.22,20065.0,2839197.5,,2.82,0.22,,1.0,100.0,0.0044
2021-07-05,88.0,12452.0,0.01,0.16,0.0,0.01,0.0,6226.0,44.0,44.0,6226.0,,,,,,,,,,,,,,,,,,0.01,,,,0.22,0.22,20065.0,2839197.5,,2.83,0.22,,1.0,100.0,0.0044
2021-07-06,88.0,12496.0,0.01,0.16,0.0,0.01,0.0,6248.0,44.0,44.0,6248.0,,,,,,,,,,,,,,,,,,0.01,,,,0.22,0.22,19865.0,2820830.0,,2.8,0.22,,1.0,100.0,0.0044
2021-07-07,88.0,12408.0,0.01,0.16,0.0,0.01,0.0,6204.0,44.0,44.0,6204.0,,,,,,,,,,,,,,,,,,0.01,,,,0.22,0.22,20065.0,2829165.0,,2.83,0.22,,1.0,100.0,0.0044
2021-07-08,88.0,12276.0,0.01,0.17,0.0,0.01,0.0,6138.0,44.0,44.0,6138.0,,,,,,,,,,,,,,,,,,0.01,,,,0.22,0.22,20065.0,2799067.5,,2.81,0.22,,1.0,100.0,0.0044
2021-07-09,56.0,7812.0,0.01,0.11,0.0,0.01,0.0,3906.0,28.0,28.0,3906.0,,,,,,,,0.0,,16.0,,,,,,,16.0,0.0,0.0,,,0.14,0.14,19765.0,2757217.5,,2.74,0.14,,1.0,100.0,0.0028
2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,28.0,,,,,,,28.0,0.0,0.0,,,0.0,0.0,20165.0,2772687.5,,2.8,0.0,,0.0,100.0,0.0
2021-07-13,6.0,816.0,0.0,0.01,0.0,0.0,0.0,408.0,3.0,3.0,408.0,,,,,,3.0,,,,,,,,,0.0,3.0,,0.0,,,,0.01,0.01,20135.0,2738360.0,,2.76,0.01,,1.0,100.0,0.0003
