,ALSEN FP Equity_DX_SI_QTY,ALSEN FP Equity_DX_SHORT_INTEREST_VALUE,ALSEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSEN FP Equity_DX_SI_MV,ALSEN FP Equity_DX_DSS,ALSEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSEN FP Equity_DX_SUPPLY_SI_QTY,ALSEN FP Equity_DX_BROKER_SI_QTY,ALSEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSEN FP Equity_DX_BROKER_SI_MV_NEW_x,ALSEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSEN FP Equity_DX_BROKER_SI_MV_INC_x,ALSEN FP Equity_DX_BROKER_SI_QTY_ADD,ALSEN FP Equity_DX_BROKER_SI_QTY_NEW,ALSEN FP Equity_DX_SUPPLY_SI_MV_DEC,ALSEN FP Equity_DX_BROKER_SI_QTY_INC,ALSEN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSEN FP Equity_DX_BROKER_SI_MV_NEW_y,ALSEN FP Equity_DX_BROKER_SI_MV_INC_y,ALSEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSEN FP Equity_DX_BROKER_SI_MV_ADD,ALSEN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSEN FP Equity_DX_BROKER_SI_QTY_DEC,ALSEN FP Equity_DX_SUPPLY_SI_MV,ALSEN FP Equity_DX_BROKER_SI_MV_DEC,ALSEN FP Equity_DX_SUPPLY_SI_MV_RMV,ALSEN FP Equity_DX_BROKER_SI_MV_RMV,ALSEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSEN FP Equity_DX_UTILIZATION_QUANTITY,ALSEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALSEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSEN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSEN FP Equity_DX_BROKER_SI_CON_RATIO,ALSEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSEN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSEN FP Equity_PX_LAST
2023-12-18,168064.0,75628.8,0.13,3.39,0.09,0.08,0.0,51862.5,92258.0,115250.0,41516.1,,,,,,,,,,,,,,,0.04,,,,100.0,43.26,0.0,0.0,,0.0,100.0,20.25,0.3093,46.98,0.788,0.45
2023-12-19,168064.0,75124.61,0.13,3.26,0.09,0.08,0.0,51516.75,92258.0,115250.0,41239.33,,,,,,,,,,,,,,,0.04,,,,100.0,43.26,0.0,0.0,,0.0,100.0,20.22,0.31,47.12,0.788,0.447
2023-12-20,168064.0,75292.67,0.13,3.19,0.09,0.08,0.0,51632.0,92258.0,115250.0,41331.58,,,,,,,,,,,,,,,0.04,,,,100.0,43.26,0.0,0.0,,0.0,100.0,20.29,0.3087,46.91,0.788,0.448
2023-12-21,168064.0,70586.88,0.13,3.31,0.09,0.08,0.0,48405.0,92258.0,115250.0,38748.36,,,,,,,,,,,,,,,0.04,,,,100.0,42.85,0.0,0.0,,0.0,100.0,20.41,0.3127,47.58,0.7807,0.42
2023-12-22,159864.0,68341.86,0.13,2.97,0.09,0.07,0.0,45763.88,84058.0,107050.0,35934.8,,,,,,0.0,,8200.0,,,,,,8200.0,0.03,0.01,,,100.0,37.73,0.0,0.0,,0.0,100.0,21.6,0.2858,42.84,0.7176,0.4275
2023-12-25,159864.0,68341.86,0.13,2.89,0.09,0.07,0.0,45763.88,84058.0,107050.0,35934.8,,,,,,,,,,,,,,,0.04,,,,100.0,37.73,0.0,0.0,,0.0,100.0,21.69,0.2876,43.14,0.7176,
2023-12-26,159864.0,68341.86,0.13,2.89,0.09,0.07,0.0,45763.88,84058.0,107050.0,35934.8,,,,,,,,,,,,,,,0.03,,,,100.0,37.73,0.0,0.0,,0.0,100.0,21.66,0.2884,43.25,0.7176,
2023-12-27,159864.0,67462.61,0.13,2.89,0.09,0.07,0.0,45175.1,84058.0,107050.0,35472.48,,,,,,,,,,,,,,,0.04,,,,100.0,37.73,0.0,0.0,,0.0,100.0,21.61,0.288,43.22,0.7176,0.422
2023-12-28,159864.0,67062.95,0.13,2.87,0.09,0.07,0.0,44907.48,84058.0,107050.0,35262.33,,,,,,,,,,,,,,,0.04,,,,100.0,37.73,0.0,0.0,,0.0,100.0,21.75,0.2874,43.06,0.7176,0.4195
2023-12-29,159864.0,68741.52,0.13,2.85,0.09,0.07,0.0,46031.5,84058.0,107050.0,36144.94,,,,,,,,,,,,,,,0.03,,,,100.0,37.73,0.0,0.0,,0.0,100.0,21.62,0.286,42.79,0.7176,0.43
2024-01-01,159864.0,68741.52,0.13,2.86,0.09,0.07,0.0,46031.5,84058.0,107050.0,36144.94,,,,,,,,,,,,,,,0.04,,,,100.0,37.73,0.0,0.0,,0.0,100.0,21.7,0.2886,43.23,0.7176,
2024-01-02,159864.0,70260.23,0.13,2.86,0.09,0.07,0.0,47048.48,84058.0,107050.0,36943.49,,,,,,,,,,,,,,,0.04,,,,100.0,37.51,0.0,0.0,,0.0,100.0,21.69,0.2857,42.73,0.7133,0.4395
2024-01-03,159864.0,66023.83,0.13,2.88,0.09,0.07,0.0,44211.65,84058.0,107050.0,34715.95,,,,,,,,,,,,,,,0.04,,,,100.0,37.51,0.0,0.0,,0.0,100.0,22.16,0.2887,43.32,0.7133,0.413
2024-01-04,159864.0,71938.8,0.13,3.01,0.09,0.07,0.0,48172.5,84058.0,107050.0,37826.1,,,,,,,,,,,,,,,0.03,,,,100.0,37.45,0.0,0.0,,0.0,100.0,21.42,0.2843,42.33,0.7121,0.45
2024-01-05,154236.0,82516.26,0.12,2.86,0.08,0.07,0.0,55766.26,81244.0,104236.0,43465.54,,,,,,0.0,,2814.0,,,,,,2814.0,0.04,0.0,,,100.0,35.36,0.0,0.0,,0.0,100.0,21.9,0.2954,42.59,0.6714,0.535
2024-01-08,154236.0,83287.44,0.12,2.24,0.08,0.08,0.0,56287.44,81244.0,104236.0,43871.76,,,,,,,,,,,,,,,0.04,,,,100.0,35.36,0.0,0.0,,0.0,100.0,22.33,0.3016,44.05,0.6714,0.54
2024-01-09,163936.0,84918.85,0.13,2.14,0.09,0.09,0.0,59018.85,90944.0,113936.0,47108.99,,,0.01,,,,9700.0,,,0.01,,,9700.0,,0.05,,,,100.0,39.59,0.0,0.0,,0.0,100.0,20.46,0.3339,49.69,0.7136,0.518
2024-01-10,163936.0,81968.0,0.13,2.3,0.09,0.09,0.0,56968.0,90944.0,113936.0,45472.0,,,,,,,,,,,,,,,0.05,,,,100.0,42.24,0.0,0.0,,0.0,100.0,20.29,0.3294,49.07,0.7615,0.5
2024-01-11,163936.0,79017.15,0.13,2.33,0.09,0.08,0.0,54917.15,90944.0,113936.0,43835.01,,,,,,,,,,,,,,,0.05,,,,100.0,42.17,0.0,0.0,,0.0,100.0,20.36,0.327,48.73,0.7601,0.482
2024-01-12,163936.0,81722.1,0.13,2.34,0.09,0.08,0.0,56797.1,90944.0,113936.0,45335.58,,,,,,,,,,,,,,,0.04,,,,100.0,42.17,0.0,0.0,,0.0,100.0,20.46,0.3272,48.61,0.7601,0.4985
2024-01-15,163936.0,81230.29,0.13,2.32,0.09,0.08,0.0,56455.29,81244.0,113936.0,40256.4,,,,,,0.0,,9700.0,,,,,,,0.04,,,,100.0,37.67,0.0,0.0,,0.0,100.0,20.9,0.3257,48.32,0.7601,0.4955
2024-01-16,155236.0,76065.64,0.12,2.2,0.08,0.08,0.0,51565.64,82244.0,105236.0,40299.56,,1000.0,,,,,,,,,1000.0,,,8700.0,0.04,0.0,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.33,0.3049,44.68,0.7164,0.49
2024-01-17,155236.0,73271.39,0.12,2.3,0.08,0.08,0.0,49671.39,82244.0,105236.0,38819.17,,,,,,,,,,,,,,,0.04,,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.39,0.3065,44.98,0.7164,0.472
2024-01-18,155236.0,74280.43,0.12,2.31,0.08,0.07,0.0,50355.43,82244.0,105236.0,39353.75,,,,,,,,,,,,,,,0.04,,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.01,0.3045,44.64,0.7164,0.4785
2024-01-19,155236.0,81964.61,0.12,2.31,0.08,0.08,0.0,55564.61,82244.0,105236.0,43424.83,,,,,,,,,,,,,,,0.04,,,,100.0,37.96,0.0,0.0,,0.0,100.0,21.54,0.3011,43.93,0.7164,0.528
2024-01-22,175448.0,87022.21,0.14,2.38,0.09,0.09,0.0,75161.86,102456.0,151536.0,50818.18,,46300.0,0.03,,,0.01,46300.0,26088.0,,0.03,46300.0,,,,0.05,,,,100.0,38.96,0.0,0.0,,0.0,100.0,15.61,0.434,61.99,0.6672,0.496
2024-01-23,141162.0,70581.0,0.11,1.85,0.08,0.07,0.0,56613.5,90235.0,113227.0,45117.5,,,,4023.0,,0.01,,12221.0,,,,0.0,,42332.0,0.04,0.02,,,100.0,35.98,0.0,0.0,,0.0,100.0,19.89,0.2773,43.3,0.5629,0.5
2024-01-24,141162.0,73404.24,0.11,1.87,0.08,0.07,0.0,58878.04,90235.0,113227.0,46922.2,,,,,,,,,,,,,,,0.05,,,,100.0,35.98,0.0,0.0,,0.0,100.0,19.7,0.2769,43.19,0.5629,0.52
2024-01-25,141162.0,74815.86,0.11,1.85,0.08,0.07,0.0,60010.31,90235.0,113227.0,47824.55,,,,,,,,,,,,,,,0.05,,,,100.0,35.98,0.0,0.0,,0.0,100.0,19.71,0.277,43.27,0.5629,0.53
2024-01-26,142966.0,77201.64,0.11,1.81,0.08,0.08,0.0,62116.74,92039.0,115031.0,49701.06,,1804.0,0.0,,,,1804.0,,,0.0,1804.0,,,,0.05,,,,100.0,36.44,0.0,0.0,,0.0,100.0,19.54,0.2817,44.07,0.5661,0.54
2024-01-29,142966.0,74628.25,0.11,1.77,0.08,0.08,0.0,60046.18,92039.0,115031.0,48044.36,,,,,,,,,,,,,,,0.05,,,,100.0,36.44,0.0,0.0,,0.0,100.0,19.71,0.2837,44.46,0.5661,0.522
2024-01-30,139054.0,75089.16,0.11,1.71,0.07,0.07,0.0,62116.74,88127.0,115031.0,47588.58,,,,,,0.0,,3912.0,,,,,,,0.05,,,,100.0,34.89,0.0,0.0,,0.0,100.0,19.2,0.2804,43.9,0.5506,0.54
2024-01-31,182246.0,95132.41,0.14,2.26,0.1,0.1,0.0,57482.12,87127.0,110119.0,45480.29,,,,,,0.0,,1000.0,,,,,,4912.0,0.05,0.0,,,100.0,34.63,0.0,0.0,,0.0,100.0,14.48,0.3971,59.22,0.7245,0.522
2024-02-01,186232.0,98702.96,0.15,2.3,0.1,0.1,0.0,59419.36,89120.0,112112.0,47233.6,,1993.0,0.0,,,,1993.0,,,0.0,1993.0,,,,0.05,,,,100.0,35.15,0.0,0.0,,0.0,100.0,13.88,0.4045,59.98,0.7345,0.53
2024-02-02,186232.0,98702.96,0.15,2.36,0.1,0.1,0.0,59419.36,89120.0,112112.0,47233.6,,,,,,,,,,,,,,,0.05,,,,100.0,35.15,0.0,0.0,,0.0,100.0,14.16,0.4042,59.94,0.7345,0.53
2024-02-05,186232.0,105034.85,0.15,2.38,0.1,0.1,0.0,63231.17,89120.0,112112.0,50263.68,,,,,,,,,,,,,,,0.05,,,,100.0,35.15,0.0,0.0,,0.0,100.0,14.05,0.3997,59.46,0.7345,0.564
2024-02-06,186232.0,111366.74,0.15,2.33,0.1,0.11,0.0,67042.98,89120.0,112112.0,53293.76,,,,,,,,,,,,,,,0.05,,,,100.0,34.94,0.0,0.0,,0.0,100.0,13.85,0.4013,59.64,0.7302,0.598
2024-02-07,186098.0,108122.94,0.15,2.04,0.1,0.11,0.0,65059.22,89120.0,111978.0,51778.72,,,,,,,,,,,,,,134.0,0.05,0.0,,,100.0,34.94,0.0,0.0,,0.0,100.0,13.95,0.4076,60.31,0.7297,0.581
2024-02-08,181976.0,108093.74,0.14,2.01,0.1,0.11,0.0,65138.04,87316.0,109660.0,51865.7,,,,,,0.0,,1804.0,,,,,,2318.0,0.05,0.0,,,100.0,34.48,0.0,0.0,,0.0,100.0,13.95,0.397,59.23,0.7186,0.594
2024-02-09,181296.0,126907.2,0.14,1.98,0.1,0.11,0.0,76286.0,87316.0,108980.0,61121.2,,,,,,,,,,,,,,680.0,0.05,0.0,,,100.0,34.48,0.0,0.0,,0.0,100.0,13.55,0.4014,59.71,0.7159,0.7
2024-02-12,180570.0,126399.0,0.14,1.62,0.1,0.13,0.0,75777.8,87316.0,108254.0,61121.2,,,,,,,,,,,,,,726.0,0.06,0.0,,,100.0,34.48,0.0,0.0,,0.0,100.0,13.09,0.4036,59.96,0.713,0.7
2024-02-13,162244.0,111948.36,0.07,1.4,0.06,0.11,0.0,61901.97,87531.0,89713.0,60396.39,,215.0,0.0,,,,1459.0,,,0.0,215.0,,,20000.0,0.06,0.01,,,100.0,34.56,0.0,0.0,,0.0,100.0,15.81,0.4984,67.72,0.6407,0.69
2024-02-14,154574.0,121340.59,0.07,1.23,0.06,0.11,0.0,67147.33,84036.0,85538.0,65968.26,,,,,,0.0,,3495.0,,,,,,4175.0,0.06,0.0,,,100.0,33.45,0.0,0.0,,0.0,100.0,14.85,0.5008,68.04,0.6152,0.785
2024-02-15,152098.0,121070.01,0.07,1.09,0.06,0.12,0.0,66892.66,83062.0,84036.0,66117.35,,,,,,0.0,,974.0,,,,,,1502.0,0.07,0.0,,,100.0,0.7,0.0,0.0,,0.0,100.0,13.9,0.5089,68.8,0.0128,0.796
2024-02-16,150043.0,120034.4,0.07,1.05,0.05,0.12,0.0,66449.6,81981.0,83062.0,65584.8,,,,,,0.0,,1081.0,,,,,,974.0,0.06,0.0,,,100.0,0.69,0.0,0.0,,0.0,100.0,13.29,0.515,69.35,0.0126,0.8
2024-02-19,147775.0,118811.1,0.07,1.11,0.05,0.12,0.0,65912.72,80794.0,81981.0,64958.38,,,,,,0.0,,1187.0,,,,,,1081.0,0.06,0.0,,,100.0,0.68,0.0,0.0,,0.0,100.0,12.59,0.5221,69.98,0.0124,0.804
2024-02-20,147240.0,123681.6,0.07,1.15,0.05,0.12,0.0,68691.0,80465.0,81775.0,67590.6,,981.0,0.0,,,0.0,981.0,1310.0,,0.0,981.0,,,1187.0,0.06,0.0,,,100.0,0.68,0.0,0.0,,0.0,100.0,11.61,0.5336,70.97,0.0124,0.84
2024-02-21,144536.0,119820.34,0.07,1.08,0.05,0.12,0.0,66705.49,79071.0,80465.0,65549.86,,,,,,0.0,,1394.0,,,,,,1310.0,0.07,0.0,,,100.0,0.66,0.0,0.0,,0.0,100.0,11.42,0.5412,71.61,0.0121,0.829
2024-02-22,141613.0,113715.24,0.07,1.03,0.05,0.12,0.0,63494.01,77542.0,79071.0,62266.23,,,,,,0.0,,1529.0,,,,,,1394.0,0.06,0.0,,,100.0,0.65,0.0,0.0,,0.0,100.0,11.47,0.5513,72.43,0.0119,0.803
2024-02-23,138480.0,119369.76,0.06,0.98,0.05,0.11,0.0,66841.2,75938.0,77542.0,65458.56,,,,,,0.0,,1604.0,,,,,,1529.0,0.06,0.0,,,100.0,0.64,0.0,0.0,,0.0,100.0,11.7,0.5614,73.21,0.0116,0.862
2024-02-26,135086.0,133059.71,0.06,0.92,0.05,0.12,0.0,74798.93,74148.0,75938.0,73035.78,,,,,,0.0,,1790.0,,,,,,1604.0,0.06,0.0,,,100.0,0.63,0.0,0.0,,0.0,100.0,11.75,0.5746,74.22,0.0114,0.985
2024-02-27,131467.0,130152.33,0.06,0.8,0.05,0.13,0.0,73406.52,72319.0,74148.0,71595.81,,,,,,0.0,,1829.0,,,,,,1790.0,0.07,0.0,,,100.0,0.61,0.0,0.0,,0.0,100.0,12.02,0.588,75.19,0.0111,0.99
2024-02-28,127808.0,112471.04,0.06,0.74,0.05,0.13,0.0,63640.72,70489.0,72319.0,62030.32,,,,,,0.0,,1830.0,,,,,,1829.0,0.07,0.0,,,100.0,0.6,0.0,0.0,,0.0,100.0,12.14,0.6043,76.34,0.0108,0.88
2024-02-29,122016.0,111034.56,0.06,0.65,0.04,0.11,0.0,63252.28,67508.0,69508.0,61432.28,,,,,,0.01,,2981.0,,,,,,2811.0,0.06,0.01,,,100.0,0.57,0.0,0.0,,0.0,100.0,12.62,0.6153,77.03,0.0103,0.91
2024-03-01,117831.0,104516.1,0.05,0.61,0.04,0.11,0.0,59879.6,65323.0,67508.0,57941.5,,,,,,0.0,,2185.0,,,,,,2000.0,0.06,0.0,,,100.0,0.55,0.0,0.0,,0.0,100.0,12.74,0.6364,78.42,0.01,0.887
2024-03-04,115646.0,103965.75,0.05,0.62,0.04,0.1,0.0,58725.38,65323.0,65323.0,58725.38,,,,,,,,,,,,,,2185.0,0.06,0.0,,,100.0,0.56,0.0,0.0,,0.0,100.0,12.93,0.661,79.95,0.0099,0.899
2024-03-05,115646.0,103965.75,0.05,0.62,0.04,0.1,0.0,58725.38,65323.0,65323.0,58725.38,,,,,,,,,,,,,,,0.06,,,,100.0,0.56,0.0,0.0,,0.0,100.0,13.0,0.6601,79.88,0.0099,0.899
2024-03-06,115646.0,99455.56,0.05,0.6,0.04,0.1,0.0,56177.78,65323.0,65323.0,56177.78,,,,,,,,,,,,,,,0.06,,,,100.0,0.56,0.0,0.0,,0.0,100.0,12.96,0.6606,79.92,0.0099,0.86
2024-03-07,115646.0,100727.67,0.05,0.6,0.04,0.1,0.0,56896.33,65323.0,65323.0,56896.33,,,,,,,,,,,,,,,0.06,,,,100.0,0.56,0.0,0.0,,0.0,100.0,13.42,0.6551,79.5,0.0099,0.871
2024-03-08,108846.0,95240.25,0.05,0.57,0.04,0.09,0.0,51207.63,58523.0,58523.0,51207.63,,,,,,0.01,,6800.0,,,,,,6800.0,0.05,0.01,,,100.0,0.5,0.0,0.0,,0.0,100.0,7.75,0.7288,84.68,0.0093,0.875
2024-03-11,112646.0,102733.15,0.05,0.6,0.04,0.1,0.0,55926.58,61323.0,61323.0,55926.58,,,0.0,,,0.01,2800.0,7200.0,,0.0,,,10000.0,,0.05,,,,100.0,0.52,0.0,0.0,,0.0,100.0,10.88,0.6868,81.83,0.0096,0.912
2024-03-12,106224.0,97726.08,0.05,0.55,0.04,0.1,0.0,50508.92,54901.0,54901.0,50508.92,,,,,,0.01,,6422.0,,,,,,6422.0,0.05,0.01,,,100.0,0.47,0.0,0.0,,0.0,100.0,7.89,0.7629,86.83,0.0091,0.92
2024-03-13,116113.0,107172.3,0.05,0.61,0.04,0.11,0.0,60724.17,65790.0,65790.0,60724.17,,11889.0,0.01,,,0.0,10889.0,1000.0,,0.01,11889.0,,,,0.06,,,,100.0,0.56,0.0,0.0,,0.0,100.0,13.53,0.6537,79.4,0.0099,0.923
2024-03-14,108524.0,97454.55,0.05,0.57,0.04,0.1,0.0,52264.5,58201.0,58201.0,52264.5,,,,,,0.01,,7589.0,,,,,,7589.0,0.05,0.01,,,100.0,0.5,0.0,0.0,,0.0,100.0,7.58,0.7359,85.14,0.0093,0.898
2024-03-15,108524.0,97128.98,0.05,0.56,0.04,0.1,0.0,52089.9,58201.0,58201.0,52089.9,,,,,,,,,,,,,,,0.05,,,,100.0,0.5,0.0,0.0,,0.0,100.0,7.57,0.7333,84.97,0.0093,0.895
2024-03-18,106524.0,93741.12,0.05,0.55,0.04,0.1,0.0,49456.88,58201.0,56201.0,51216.88,,,,,,,,,,,,,,2000.0,0.05,0.0,,,100.0,0.5,0.0,0.0,,0.0,100.0,7.7,0.7289,84.69,0.0091,0.88
2024-03-19,104524.0,90935.88,0.05,0.54,0.04,0.09,0.0,48894.87,56201.0,56201.0,48894.87,,,,,,0.0,,2000.0,,,,,,,0.05,,,,100.0,0.48,0.0,0.0,,0.0,100.0,7.89,0.7224,84.26,0.0089,0.87
2024-03-20,104524.0,83619.2,0.05,0.58,0.04,0.09,0.0,44960.8,56201.0,56201.0,44960.8,,,,,,,,,,,,,,,0.05,,,,100.0,0.48,0.0,0.0,,0.0,100.0,7.94,0.7218,84.22,0.0089,0.8
2024-03-21,104524.0,82051.34,0.05,0.57,0.04,0.08,0.0,44117.79,56201.0,56201.0,44117.79,,,,,,,,,,,,,,,0.05,,,,100.0,0.48,0.0,0.0,,0.0,100.0,8.62,0.7124,83.6,0.0089,0.785
2024-03-22,104524.0,87800.16,0.05,0.57,0.04,0.08,0.0,47208.84,56201.0,56201.0,47208.84,,,,,,,,,,,,,,,0.04,,,,100.0,0.48,0.0,0.0,,0.0,100.0,8.77,0.7104,83.46,0.0089,0.84
2024-03-25,104524.0,87800.16,0.05,0.63,0.04,0.09,0.0,47208.84,56201.0,56201.0,47208.84,,,,,,,,,,,,,,,0.05,,,,100.0,0.48,0.0,0.0,,0.0,100.0,8.24,0.7176,83.95,0.0089,0.84
2024-03-26,104524.0,84559.92,0.05,0.65,0.04,0.09,0.0,45466.61,56201.0,56201.0,45466.61,,,,,,,,,,,,,,,0.05,,,,100.0,0.48,0.0,0.0,,0.0,100.0,8.24,0.7176,83.95,0.0089,0.809
2024-03-27,104524.0,78602.05,0.05,0.68,0.04,0.09,0.0,42263.15,56201.0,56201.0,42263.15,,,,,,,,,,,,,,,0.05,,,,100.0,4.7,0.0,0.0,,0.0,100.0,8.53,0.7136,83.68,0.0874,0.752
2024-03-28,104524.0,80378.96,0.05,0.72,0.04,0.08,0.0,43218.57,56201.0,56201.0,43218.57,,,,,,,,,,,,,,,0.04,,,,100.0,4.7,0.0,0.0,,0.0,100.0,9.09,0.7017,82.89,0.0874,0.769
2024-03-29,104524.0,80378.96,0.05,0.73,0.04,0.08,0.0,43218.57,56201.0,56201.0,43218.57,,,,,,,,,,,,,,,0.04,,,,100.0,4.7,0.0,0.0,,0.0,100.0,9.0,0.7042,83.05,0.0874,
2024-04-01,104524.0,80378.96,0.05,0.73,0.04,0.08,0.0,43218.57,56201.0,56201.0,43218.57,,,,,,,,,,,,,,,0.04,,,,100.0,4.7,0.0,0.0,,0.0,100.0,9.02,0.7068,83.23,0.0874,
2024-04-02,105524.0,79143.0,0.05,0.74,0.04,0.08,0.0,42525.75,56701.0,56701.0,42525.75,,500.0,0.0,,,,500.0,,,0.0,500.0,,,,0.04,,,,100.0,0.48,0.0,0.0,,0.0,100.0,8.85,0.6962,82.52,0.009,0.75
2024-04-03,16924.0,12185.28,0.01,0.12,0.01,0.01,0.0,8928.72,12401.0,12401.0,8928.72,,,,,,0.03,,44300.0,,,,,,44300.0,0.01,0.03,,,100.0,0.11,0.0,0.0,,0.0,100.0,48.77,0.5003,51.23,0.0014,0.72
2024-04-04,16546.0,11582.2,0.01,0.12,0.01,0.01,0.0,8416.1,12023.0,12023.0,8416.1,,,,,,0.0,,378.0,,,,,,378.0,0.01,0.0,,,100.0,0.1,0.0,0.0,,0.0,100.0,48.94,0.5002,51.06,0.0014,0.7
2024-04-05,22946.0,16062.2,0.01,0.17,0.01,0.02,0.0,12896.1,18423.0,18423.0,12896.1,,6400.0,,6400.0,,,,,,,6400.0,0.01,,,0.01,,,,100.0,0.16,0.0,0.0,,0.0,100.0,34.94,0.3387,37.5,0.002,0.7
2024-04-08,22946.0,17301.28,0.01,0.18,0.01,0.02,0.0,13890.94,18423.0,18423.0,13890.94,,,,,,,,,,,,,,,0.01,,,,100.0,0.16,0.0,0.0,,0.0,100.0,36.19,0.3442,38.83,0.002,0.754
2024-04-09,22946.0,17438.96,0.01,0.18,0.01,0.02,0.0,14001.48,18423.0,18423.0,14001.48,,,,,,,,,,,,,,,0.01,,,,100.0,0.16,0.0,0.0,,0.0,100.0,37.01,0.3417,37.15,0.002,0.76
2024-04-10,38046.0,28838.87,0.02,0.31,0.01,0.03,0.0,25410.43,33523.0,33523.0,25410.43,,15100.0,0.01,,,,15100.0,,,0.01,15100.0,,,,0.03,,,,100.0,0.29,0.0,0.0,,0.0,100.0,23.22,0.3964,53.84,0.0032,0.758
2024-04-11,31646.0,23924.38,0.01,0.3,0.01,0.03,0.0,20504.99,27123.0,27123.0,20504.99,,,,,,0.01,,6400.0,,,,,,6400.0,0.02,0.0,,,100.0,0.23,0.0,0.0,,0.0,100.0,27.6,0.354,45.06,0.0027,0.756
2024-04-12,31646.0,23987.67,0.01,0.32,0.01,0.03,0.0,20559.23,27123.0,27123.0,20559.23,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,27.54,0.3541,45.09,0.0027,0.758
2024-04-15,31646.0,23418.04,0.01,0.39,0.01,0.03,0.0,20071.02,27123.0,27123.0,20071.02,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,27.6,0.354,45.06,0.0027,0.74
2024-04-16,31646.0,22595.24,0.01,0.41,0.01,0.03,0.0,19365.82,27123.0,27123.0,19365.82,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,27.86,0.3527,44.7,0.0027,0.714
2024-04-17,31646.0,22215.49,0.01,0.43,0.01,0.02,0.0,19040.35,27123.0,27123.0,19040.35,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,28.48,0.352,44.45,0.0027,0.702
2024-04-18,31646.0,23164.87,0.01,0.45,0.01,0.02,0.0,19854.04,27123.0,27123.0,19854.04,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,28.79,0.3516,44.31,0.0027,0.732
2024-04-19,31646.0,22595.24,0.01,0.48,0.01,0.02,0.0,19365.82,27123.0,27123.0,19365.82,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,27.94,0.3532,44.83,0.0027,0.714
2024-04-22,31646.0,23038.29,0.01,0.5,0.01,0.02,0.0,19745.54,27123.0,27123.0,19745.54,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,28.48,0.352,44.45,0.0027,0.728
2024-04-23,31646.0,22848.41,0.01,0.52,0.01,0.02,0.0,19582.81,27123.0,27123.0,19582.81,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,28.15,0.3523,44.56,0.0027,0.722
2024-04-24,31646.0,21835.74,0.01,0.53,0.01,0.02,0.0,18714.87,27123.0,27123.0,18714.87,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,28.22,0.3526,44.66,0.0027,0.69
2024-04-25,31646.0,22468.66,0.01,0.56,0.01,0.02,0.0,19257.33,27123.0,27123.0,19257.33,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,29.29,0.3501,43.81,0.0027,0.71
2024-04-26,31646.0,22342.08,0.01,0.58,0.01,0.02,0.0,19148.84,27123.0,27123.0,19148.84,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,28.7,0.3511,44.18,0.0027,0.706
2024-04-29,31646.0,22468.66,0.01,0.59,0.01,0.02,0.0,19257.33,27123.0,27123.0,19257.33,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,28.74,0.3513,44.24,0.0027,0.71
2024-04-30,31646.0,22088.91,0.01,0.61,0.01,0.02,0.0,18931.85,27123.0,27123.0,18931.85,,,,,,,,,,,,,,,0.02,,,,100.0,0.23,0.0,0.0,,0.0,100.0,28.7,0.3511,44.18,0.0027,0.698
