,ALVER FP Equity_DX_SI_QTY,ALVER FP Equity_DX_SHORT_INTEREST_VALUE,ALVER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVER FP Equity_DX_SI_MV,ALVER FP Equity_DX_DSS,ALVER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVER FP Equity_DX_SUPPLY_SI_QTY,ALVER FP Equity_DX_BROKER_SI_QTY,ALVER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVER FP Equity_DX_BROKER_SI_MV_NEW_x,ALVER FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALVER FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVER FP Equity_DX_BROKER_SI_MV_INC_x,ALVER FP Equity_DX_SUPPLY_SI_MV_NEW,ALVER FP Equity_DX_BROKER_SI_QTY_ADD,ALVER FP Equity_DX_BROKER_SI_QTY_NEW,ALVER FP Equity_DX_SUPPLY_SI_MV_DEC,ALVER FP Equity_DX_BROKER_SI_QTY_INC,ALVER FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVER FP Equity_DX_BROKER_SI_MV_NEW_y,ALVER FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALVER FP Equity_DX_BROKER_SI_MV_INC_y,ALVER FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVER FP Equity_DX_BROKER_SI_MV_ADD,ALVER FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVER FP Equity_DX_BROKER_SI_QTY_DEC,ALVER FP Equity_DX_SUPPLY_SI_MV,ALVER FP Equity_DX_BROKER_SI_MV_DEC,ALVER FP Equity_DX_BROKER_SI_MV_RMV,ALVER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVER FP Equity_DX_UTILIZATION_QUANTITY,ALVER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVER FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVER FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVER FP Equity_DX_BROKER_SI_CON_RATIO,ALVER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVER FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2146.0,0.0,0.0,,0.0,,0.0
2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2146.0,0.0,0.0,,0.0,,0.0
2014-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2117.0,0.0,0.0,,0.0,,0.0
2014-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2117.0,0.0,0.0,,0.0,,0.0
2014-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2117.0,0.0,0.0,,0.0,,0.0
2014-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2088.0,0.0,0.0,,0.0,,0.0
2014-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2088.0,0.0,0.0,,0.0,,0.0
2014-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2088.0,0.0,0.0,,0.0,,0.0
2014-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2088.0,0.0,0.0,,0.0,,0.0
2014-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2088.0,0.0,0.0,,0.0,,0.0
2014-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2001.0,0.0,0.0,,0.0,,0.0
2014-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1972.0,0.0,0.0,,0.0,,0.0
2014-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1972.0,0.0,0.0,,0.0,,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1914.0,0.0,0.0,,0.0,,0.0
2014-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1943.0,0.0,0.0,,0.0,,0.0
2014-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1943.0,0.0,0.0,,0.0,,0.0
2014-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1885.0,0.0,0.0,,0.0,,0.0
2014-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1885.0,0.0,0.0,,0.0,,0.0
2014-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1943.0,0.0,0.0,,0.0,,0.0
2014-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1856.0,0.0,0.0,,0.0,,0.0
2014-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1798.0,0.0,0.0,,0.0,,0.0
2014-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1682.0,0.0,0.0,,0.0,,0.0
2014-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1624.0,0.0,0.0,,0.0,,0.0
2014-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1595.0,0.0,0.0,,0.0,,0.0
2014-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1595.0,0.0,0.0,,0.0,,0.0
2014-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1682.0,0.0,0.0,,0.0,,0.0
2014-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2014-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2014-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1653.0,0.0,0.0,,0.0,,0.0
2014-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2014-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1711.0,0.0,0.0,,0.0,,0.0
2014-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1711.0,0.0,0.0,,0.0,,0.0
2014-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1711.0,0.0,0.0,,0.0,,0.0
2014-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1682.0,0.0,0.0,,0.0,,0.0
2014-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1682.0,0.0,0.0,,0.0,,0.0
2014-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1682.0,0.0,0.0,,0.0,,0.0
2014-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1885.0,0.0,0.0,,0.0,,0.0
2014-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2030.0,0.0,0.0,,0.0,,0.0
2014-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2059.0,0.0,0.0,,0.0,,0.0
2014-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1914.0,0.0,0.0,,0.0,,0.0
2014-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2001.0,0.0,0.0,,0.0,,0.0
2014-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1943.0,0.0,0.0,,0.0,,0.0
2014-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1943.0,0.0,0.0,,0.0,,0.0
2014-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1943.0,0.0,0.0,,0.0,,0.0
2014-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2262.0,0.0,0.0,,0.0,,0.0
2014-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2175.0,0.0,0.0,,0.0,,0.0
2014-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2117.0,0.0,0.0,,0.0,,0.0
2014-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2117.0,0.0,0.0,,0.0,,0.0
2014-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2088.0,0.0,0.0,,0.0,,0.0
2014-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2001.0,0.0,0.0,,0.0,,0.0
2014-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1943.0,0.0,0.0,,0.0,,0.0
2014-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1943.0,0.0,0.0,,0.0,,0.0
2014-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2030.0,0.0,0.0,,0.0,,0.0
2014-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2030.0,0.0,0.0,,0.0,,0.0
2014-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2030.0,0.0,0.0,,0.0,,0.0
2014-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2030.0,0.0,0.0,,0.0,,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,2001.0,0.0,0.0,,0.0,,0.0
2014-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1972.0,0.0,0.0,,0.0,,0.0
2014-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1914.0,0.0,0.0,,0.0,,0.0
2014-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1914.0,0.0,0.0,,0.0,,0.0
2014-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1827.0,0.0,0.0,,0.0,,0.0
2014-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1769.0,0.0,0.0,,0.0,,0.0
2014-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1711.0,0.0,0.0,,0.0,,0.0
2014-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1769.0,0.0,0.0,,0.0,,0.0
2014-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1682.0,0.0,0.0,,0.0,,0.0
2014-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1653.0,0.0,0.0,,0.0,,0.0
2014-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1624.0,0.0,0.0,,0.0,,0.0
2014-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1595.0,0.0,0.0,,0.0,,0.0
2014-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1566.0,0.0,0.0,,0.0,,0.0
2014-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1711.0,0.0,0.0,,0.0,,0.0
2014-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1682.0,0.0,0.0,,0.0,,0.0
2014-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1595.0,0.0,0.0,,0.0,,0.0
2014-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1537.0,0.0,0.0,,0.0,,0.0
2014-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1479.0,0.0,0.0,,0.0,,0.0
2014-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1479.0,0.0,0.0,,0.0,,0.0
2014-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1479.0,0.0,0.0,,0.0,,0.0
2014-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1479.0,0.0,0.0,,0.0,,0.0
2014-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1479.0,0.0,0.0,,0.0,,0.0
2014-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1508.0,0.0,0.0,,0.0,,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1508.0,0.0,0.0,,0.0,,0.0
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1566.0,0.0,0.0,,0.0,,0.0
2015-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1537.0,0.0,0.0,,0.0,,0.0
2015-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1566.0,0.0,0.0,,0.0,,0.0
2015-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1624.0,0.0,0.0,,0.0,,0.0
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1624.0,0.0,0.0,,0.0,,0.0
2015-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1653.0,0.0,0.0,,0.0,,0.0
2015-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1682.0,0.0,0.0,,0.0,,0.0
2015-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1653.0,0.0,0.0,,0.0,,0.0
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1711.0,0.0,0.0,,0.0,,0.0
2015-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2015-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2015-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1711.0,0.0,0.0,,0.0,,0.0
2015-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2015-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1711.0,0.0,0.0,,0.0,,0.0
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1653.0,0.0,0.0,,0.0,,0.0
2015-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2015-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1682.0,0.0,0.0,,0.0,,0.0
2015-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1682.0,0.0,0.0,,0.0,,0.0
2015-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2015-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2015-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1711.0,0.0,0.0,,0.0,,0.0
2015-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2015-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1740.0,0.0,0.0,,0.0,,0.0
2015-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1885.0,0.0,0.0,,0.0,,0.0
2015-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1827.0,0.0,0.0,,0.0,,0.0
2015-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1827.0,0.0,0.0,,0.0,,0.0
2015-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1798.0,0.0,0.0,,0.0,,0.0
2015-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1798.0,0.0,0.0,,0.0,,0.0
2015-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1798.0,0.0,0.0,,0.0,,0.0
2015-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1798.0,0.0,0.0,,0.0,,0.0
2015-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1798.0,0.0,0.0,,0.0,,0.0
2015-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1798.0,0.0,0.0,,0.0,,0.0
2015-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1798.0,0.0,0.0,,0.0,,0.0
2015-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1827.0,0.0,0.0,,0.0,,0.0
2015-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1856.0,0.0,0.0,,0.0,,0.0
2015-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1885.0,0.0,0.0,,0.0,,0.0
2015-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1827.0,0.0,0.0,,0.0,,0.0
2015-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1856.0,0.0,0.0,,0.0,,0.0
2015-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2900.0,1856.0,0.0,0.0,,0.0,,0.0
