,GTT FP Equity_DX_SI_QTY,GTT FP Equity_DX_SHORT_INTEREST_VALUE,GTT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GTT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GTT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GTT FP Equity_DX_SI_MV,GTT FP Equity_DX_DSS,GTT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GTT FP Equity_DX_SUPPLY_SI_QTY,GTT FP Equity_DX_BROKER_SI_QTY,GTT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GTT FP Equity_DX_BROKER_SI_MV_NEW_x,GTT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GTT FP Equity_DX_SUPPLY_SI_QTY_INC_x,GTT FP Equity_DX_BROKER_SI_MV_INC_x,GTT FP Equity_DX_SUPPLY_SI_MV_NEW,GTT FP Equity_DX_BROKER_SI_QTY_ADD,GTT FP Equity_DX_BROKER_SI_QTY_NEW,GTT FP Equity_DX_SUPPLY_SI_MV_DEC,GTT FP Equity_DX_BROKER_SI_QTY_INC,GTT FP Equity_DX_SUPPLY_SI_QTY_DEC,GTT FP Equity_DX_BROKER_SI_MV_NEW_y,GTT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GTT FP Equity_DX_BROKER_SI_MV_INC_y,GTT FP Equity_DX_SUPPLY_SI_QTY_INC_y,GTT FP Equity_DX_BROKER_SI_MV_ADD,GTT FP Equity_DX_SUPPLY_SI_QTY_ADD,GTT FP Equity_DX_BROKER_SI_QTY_DEC,GTT FP Equity_DX_SUPPLY_SI_MV,GTT FP Equity_DX_BROKER_SI_MV_DEC,GTT FP Equity_DX_SUPPLY_SI_MV_RMV,GTT FP Equity_DX_BROKER_SI_MV_RMV,GTT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GTT FP Equity_DX_UTILIZATION_QUANTITY,GTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GTT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GTT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GTT FP Equity_DX_ACTIVE_UTILIZATION_MV,GTT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GTT FP Equity_DX_BROKER_SI_CON_RATIO,GTT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GTT FP Equity_DX_DEMAND_SUPPLY_RATIO,GTT FP Equity_PX_LAST
2024-03-18,1959614.0,267879233.8,6.13,14.19,5.29,271.86,2.0,138031594.7,1657764.0,1009741.0,226616338.8,,,107936.0,123.1,,1000.0,,0.29,874736.0,2100.0,,,123.1,107936.0,0.14,499350.0,,225.9,,,,16.25,16.25,8543738.0,1167928984.6,,1163.08,16.26,42.24,0.4157,48.18,0.1921,136.7
2024-03-19,1978143.0,272192476.8,6.19,14.16,5.34,271.64,2.0,140151241.6,1967493.0,1018541.0,270727036.8,,,200344.0,1.2,,,,0.23,8800.0,1780.0,,,1.2,200344.0,,111165.0,,269.36,,,,19.28,19.28,8237378.0,1133463212.8,,1127.37,19.29,42.73,0.4089,47.02,0.1938,137.6
2024-03-20,1835018.0,252865480.4,5.74,12.96,4.95,252.87,1.0,140354949.8,1824368.0,1018541.0,251397910.4,,,6566.0,,,,,21.09,,153419.0,,,,6566.0,,3728.0,,250.22,,,,17.87,17.87,8385430.0,1155512254.0,,1150.95,17.86,38.06,0.4079,50.68,0.1797,137.8
2024-03-21,1838705.0,255396124.5,5.75,12.85,4.96,254.47,1.0,142674190.8,1819424.0,1027172.0,252717993.6,,,372.0,1.09,,4516.0,,0.68,4115.0,5316.0,,,1.09,372.0,0.62,,,250.9,,,,17.79,17.79,8406639.0,1167682157.1,,1158.83,17.8,37.92,0.4081,50.81,0.1798,138.9
2024-03-22,1708802.0,241111962.2,5.35,11.8,4.61,237.51,1.0,126715842.7,1693636.0,898057.0,238972039.6,,,,,,,,17.24,,125788.0,,,,,,,129115.0,235.68,17.86,,,16.59,16.59,8517938.0,1201881051.8,,1188.11,16.55,41.2,0.4715,54.9,0.1673,141.1
2024-03-25,1704922.0,240223509.8,5.33,11.64,4.6,240.34,1.0,126536231.3,1689756.0,898057.0,238086620.4,,,,,,,,0.54,,3880.0,,,,,,,,237.63,,,,16.52,16.52,8536281.0,1202761992.9,,1202.62,16.5,41.31,0.4738,55.02,0.1667,140.9
2024-03-26,1681265.0,237898997.5,5.26,11.48,4.53,236.95,1.0,124576600.0,1676615.0,880400.0,237241022.5,,,,,,,,1.87,,13141.0,,,,,,,17657.0,236.34,2.48,,,16.39,16.39,8552786.0,1210219219.0,,1205.25,16.39,41.79,0.4843,55.62,0.1644,141.5
2024-03-27,1681115.0,233506873.5,5.26,11.46,4.53,237.68,1.0,122266725.0,1676615.0,880250.0,232881823.5,,,2972.0,,,,,0.93,,6864.0,,,,2972.0,,3892.0,150.0,236.92,0.0,,,16.4,16.4,8548596.0,1187399984.4,,1202.51,16.46,41.72,0.4845,55.7,0.1644,138.9
2024-03-28,1681624.0,232904924.0,5.26,11.54,4.54,234.45,1.0,121985121.5,1677124.0,880759.0,232281674.0,,,509.0,,,509.0,,,,,,,,509.0,0.07,,,234.32,,,,16.5,16.5,8486411.0,1175367923.5,,1178.66,16.58,41.92,0.4837,55.47,0.1655,138.5
2024-03-29,1681624.0,232904924.0,5.26,11.28,4.54,233.92,1.0,121985121.5,1677124.0,880759.0,232281674.0,,,,,,,,,,,,,,,,,,233.22,,,,16.53,16.53,8469340.0,1173003590.0,,1172.56,16.59,41.87,0.4839,55.52,0.1657,
2024-04-01,1681624.0,232904924.0,5.26,11.28,4.54,234.08,1.0,121985121.5,1677124.0,880759.0,232281674.0,,,,,,,,,,,,,,,,,,233.61,,,,16.4,16.4,8547512.0,1183830412.0,,1185.53,16.46,41.91,0.4838,55.49,0.1645,
2024-04-02,1670318.0,233844520.0,5.23,11.2,4.5,231.59,1.0,124523420.0,1657251.0,889453.0,232015140.0,,,184.0,1.21,,,,2.8,8694.0,20184.0,,,1.21,184.0,,127.0,,229.71,,,,16.6,16.6,8328696.0,1166017440.0,,1154.98,16.59,42.15,0.4907,55.94,0.1673,140.0
2024-04-03,1725985.0,242673491.0,5.4,11.41,4.65,241.25,1.0,127381631.6,1704825.0,905986.0,239698395.0,,,47986.0,2.31,,,,0.05,16533.0,412.0,,,2.31,47986.0,,,,237.98,,,,16.9,16.9,8382983.0,1178647409.8,,1171.32,16.89,42.1,0.4706,54.1,0.1711,140.6
2024-04-04,1613112.0,222125522.4,5.05,10.51,4.35,226.54,1.0,123192203.4,1593079.0,894642.0,219366978.3,,,,,,,,16.34,,115757.0,,,,,,4011.0,11344.0,223.5,1.56,,,15.9,15.9,8427728.0,1160498145.6,,1176.65,15.96,38.4,0.4874,58.27,0.161,137.7
2024-04-05,1599231.0,226611032.7,5.0,10.34,4.31,220.64,1.0,124803833.7,1579198.0,880761.0,223772356.6,,,,,,,,2.47,,13881.0,,,,,,,13881.0,218.19,4.4,,,15.98,15.98,8301737.0,1176356132.9,,1153.26,15.91,38.93,0.485,57.7,0.1619,141.7
2024-04-08,1542373.0,217166118.4,4.83,9.79,4.16,218.1,1.0,124236428.8,1520740.0,882361.0,214120192.0,,,,,,1600.0,,7.92,,58458.0,,,,,0.23,,,214.76,,,,15.39,15.39,8360501.0,1177158540.8,,1177.91,15.42,36.2,0.4937,60.18,0.1561,140.8
2024-04-09,1536542.0,215269534.2,4.81,9.69,4.14,216.48,1.0,123194133.0,1518614.0,879330.0,212757821.4,,,3369.0,,,,,0.92,,5495.0,,,,3369.0,,,3031.0,213.91,1.08,,,15.37,15.37,8362598.0,1171599979.8,,1174.21,15.41,36.47,0.4971,60.3,0.1555,140.1
2024-04-10,1533919.0,214135092.4,4.8,9.63,4.14,215.57,1.0,122555817.2,1517886.0,877907.0,211896885.6,,,,,,,,0.15,,1423.0,,,,,,695.0,1423.0,213.82,0.44,,,15.34,15.34,8378230.0,1169600908.0,,1174.99,15.4,36.5,0.498,60.36,0.155,139.6
2024-04-11,1564220.0,218521534.0,4.89,10.02,4.22,218.48,1.0,121125208.6,1507017.0,867038.0,210530274.9,,,13.0,0.0,,,,1.6,3531.0,10882.0,,,0.0,13.0,,,14400.0,210.73,2.02,,,15.21,15.21,8397995.0,1173199901.5,,1172.06,15.24,35.79,0.5256,63.04,0.1579,139.7
2024-04-12,1570040.0,219805600.0,4.91,10.51,4.23,219.78,1.0,122200120.0,1512837.0,872858.0,211797180.0,,,13115.0,0.92,,1780.0,,1.6,4040.0,12175.0,,,0.92,13115.0,0.26,4880.0,,212.15,,,,15.35,15.35,8342962.0,1168014680.0,,1166.86,15.38,35.59,0.5251,63.12,0.1593,140.0
2024-04-15,1487232.0,207468864.0,4.65,10.08,4.01,208.42,1.0,121919512.5,1485599.0,873975.0,207241060.5,,,,0.55,,,,4.48,4002.0,31240.0,,,0.55,,,4002.0,2885.0,208.23,0.31,,,15.1,15.1,8350434.0,1164885543.0,,1166.66,15.15,35.71,0.5214,62.75,0.1512,139.5
2024-04-16,1487269.0,203012218.5,4.65,10.42,4.01,207.29,1.0,119302638.0,1485636.0,874012.0,202789314.0,,,7389.0,0.32,,,,1.05,6142.0,7352.0,,,0.32,7389.0,,,6105.0,207.03,0.86,,,15.12,15.12,8340242.0,1138443033.0,,1155.65,15.19,35.63,0.5274,63.27,0.1514,136.5
2024-04-17,1515992.0,209510094.4,4.74,10.72,4.09,206.75,1.0,124757977.0,1514359.0,902735.0,209284413.8,,,4710.0,0.76,,4231.0,,0.42,26092.0,2200.0,,,0.76,4710.0,0.62,26213.0,1600.0,206.47,0.22,,,15.38,15.38,8333228.0,1151652109.6,,1139.05,15.34,34.98,0.5287,63.74,0.1539,138.2
2024-04-18,1256448.0,172635955.2,3.93,9.08,3.39,173.6,1.0,88374443.4,1254815.0,643191.0,172411581.0,,,9412.0,1.31,,,,36.48,9412.0,268956.0,,,1.31,9412.0,,,268956.0,173.23,35.41,,,12.71,12.71,8615558.0,1183777669.2,,1187.16,12.73,42.8,0.4838,54.81,0.1273,137.4
2024-04-19,1226342.0,170584172.2,3.84,9.0,3.31,168.23,1.0,82092925.2,1171685.0,590172.0,162981383.5,,,5203.0,0.17,,,,12.45,1545.0,89878.0,,,0.17,5203.0,,1545.0,54564.0,160.83,8.17,,,11.88,11.88,8687696.0,1208458513.6,,1196.58,11.85,41.21,0.487,56.3,0.1244,139.1
2024-04-22,1176456.0,158939205.6,3.68,8.69,3.17,162.93,1.0,80056071.9,1174082.0,592569.0,158618478.2,,,,1.33,,,,0.62,2397.0,4620.0,,,1.33,,,7017.0,,162.59,,,,11.9,11.9,8689321.0,1173927267.1,,1198.72,11.94,42.98,0.4775,54.07,0.1193,135.1
2024-04-23,1159223.0,155335882.0,3.63,8.64,3.13,156.48,1.0,77095024.0,1156849.0,575336.0,155017766.0,,,328.0,,,,,2.6,,17561.0,,,,328.0,,,17233.0,155.88,4.49,,,11.72,11.72,8710745.0,1167239830.0,,1170.9,11.75,43.77,0.4863,54.27,0.1175,134.0
2024-04-24,1144847.0,148830110.0,3.58,8.37,3.09,153.36,1.0,74442420.0,1144147.0,572634.0,148739110.0,,,6095.0,0.0,,,,2.59,3572.0,19176.0,,,0.0,6095.0,,379.0,6274.0,153.26,0.86,,,11.69,11.69,8643980.0,1123717400.0,,1147.77,11.78,43.49,0.495,55.3,0.117,130.0
2024-04-25,1137151.0,147033624.3,3.56,8.31,3.07,148.03,1.0,73162853.4,1123664.0,565838.0,145289755.2,,,,,,,,2.82,,20483.0,,,,,,,6796.0,146.09,3.07,,,11.52,11.52,8631803.0,1116092127.9,,1117.94,11.56,43.81,0.4949,55.03,0.1166,129.3
2024-04-26,1181281.0,153566530.0,3.7,8.55,3.19,153.01,1.0,73272160.0,1126245.0,563632.0,146411850.0,,,2523.0,,,,,1.27,,9929.0,,,,2523.0,,9987.0,2206.0,146.03,0.73,,,11.68,11.68,8514615.0,1106899950.0,,1103.25,11.69,41.34,0.5025,57.58,0.1225,130.0
2024-04-29,1115254.0,144759969.2,3.49,8.06,3.01,145.22,1.0,71641941.8,1102367.0,551941.0,143087236.6,,,,,,1800.0,,3.09,,23878.0,,,,,0.23,,13491.0,143.44,1.33,,,11.44,11.44,8532228.0,1107483194.4,,1106.51,11.48,44.03,0.4925,54.64,0.1158,129.8
2024-04-30,1109600.0,145357600.0,3.47,11.37,2.99,144.28,1.0,72284097.0,1098503.0,551787.0,143903893.0,,,5736.0,,,10.0,,1.45,,11400.0,,,,5736.0,0.0,1800.0,164.0,143.18,0.23,,,11.43,11.43,8513695.0,1115294045.0,,1108.95,11.44,43.81,0.4928,54.84,0.1154,131.0
2024-05-01,1109600.0,145357600.0,3.47,11.97,2.99,145.22,1.0,72284097.0,1108490.0,551787.0,145212190.0,,,,,,,,,,,,,,,,9987.0,,145.11,,,,11.52,11.52,8509885.0,1114794935.0,,1112.8,11.54,43.68,0.4931,54.97,0.1154,
2024-05-02,1199689.0,158238979.1,3.75,12.94,3.24,157.02,1.0,78200212.5,1097401.0,592875.0,144747191.9,,,6660.0,,,55463.0,,10.14,,77371.0,,,,6660.0,7.27,59622.0,14375.0,143.65,1.88,,,11.43,11.43,8500230.0,1121180337.0,,1113.04,11.43,38.74,0.406,49.42,0.125,131.9
2024-05-03,1329987.0,175957280.1,4.16,14.58,3.59,174.94,1.0,102849358.5,1273614.0,777395.0,168499132.2,,,111676.0,24.62,,,,7.76,184520.0,60222.0,,,24.62,111676.0,,124759.0,,167.48,,,,13.26,13.26,8328928.0,1101917174.4,,1095.3,13.26,34.1,0.4679,58.99,0.1385,132.3
2024-05-06,1322044.0,176228465.2,4.14,14.65,3.57,174.53,1.0,103278707.2,1272566.0,774784.0,169633047.8,,,,,,84.0,,0.24,,1800.0,,,,,0.01,752.0,2695.0,168.37,0.0,,,13.25,13.25,8329570.0,1110331681.0,,1101.32,13.26,34.35,0.4728,59.32,0.1377,133.3
2024-05-07,1281538.0,171469784.4,4.01,14.56,3.46,170.32,1.0,99530073.6,1254272.0,743872.0,167821593.6,,,1982.0,2.51,,668.0,,2.61,13119.0,20276.0,,,2.51,1982.0,0.09,,44699.0,167.05,5.89,,,13.07,13.07,8341540.0,1116098052.0,,1111.14,13.07,35.46,0.5173,62.56,0.1336,133.8
2024-05-08,1279662.0,171602674.2,4.0,14.8,3.45,170.75,1.0,99251433.0,1244393.0,740130.0,166873101.3,,,3795.0,0.26,,2000.0,,1.77,1932.0,13674.0,,,0.26,3795.0,0.27,,7674.0,166.36,0.61,,,12.96,12.96,8356742.0,1120639102.2,,1116.92,12.96,35.56,0.5127,62.13,0.1333,134.1
2024-05-09,1265791.0,172274155.1,3.96,14.85,3.41,169.3,1.0,98399211.2,1239501.0,722992.0,168696086.1,,,,0.24,,243.0,,1.1,1795.0,8402.0,,,0.24,,0.03,3510.0,19176.0,166.07,2.35,,,12.89,12.89,8374525.0,1139772852.5,,1121.42,12.9,36.0,0.5158,62.14,0.1317,136.1
2024-05-10,1280069.0,173833370.2,4.0,15.06,3.45,173.88,1.0,98397556.6,1250512.0,724577.0,169819529.6,,,10318.0,0.5,,,,0.23,3267.0,2497.0,,,0.5,10318.0,,3190.0,1682.0,169.72,0.0,,,13.01,13.01,8360762.0,1135391479.6,,1132.91,13.03,35.52,0.5017,61.24,0.1332,135.8
2024-05-13,1333977.0,179419906.5,4.17,15.59,3.6,180.91,1.0,104614503.5,1244591.0,777803.0,167397489.5,,,1855.0,7.17,,,,1.16,53226.0,8458.0,,,7.17,1855.0,,682.0,,168.38,,,,13.5,13.5,7972694.0,1072327343.0,,1076.88,13.52,33.9,0.5,61.98,0.1447,134.5
2024-05-14,1323803.0,177654362.6,4.14,15.44,3.57,178.0,1.0,103015811.8,1233352.0,767629.0,165515838.4,,,1416.0,,,,,1.77,,12655.0,,,,1416.0,,,10174.0,165.68,2.38,,,13.39,13.39,7976487.0,1070444555.4,,1069.25,13.42,34.26,0.4983,61.64,0.1437,134.2
2024-05-15,1241159.0,168177044.5,3.88,14.87,3.35,166.48,1.0,99552256.5,1161235.0,734703.0,157347342.5,,,9424.0,,,5646.0,,11.66,,86531.0,,,,9424.0,0.76,4990.0,38572.0,155.75,5.53,,,12.6,12.6,8055297.0,1091492743.5,,1079.39,12.61,33.33,0.5184,63.81,0.1347,135.5
2024-05-16,1401186.0,187478686.8,4.38,17.01,3.78,189.47,1.0,120496533.6,1160771.0,900572.0,155311159.8,,,7624.0,23.75,,3200.0,,1.07,168511.0,8088.0,,,23.75,7624.0,0.44,,5842.0,156.76,0.86,,,12.62,12.62,8036243.0,1075249313.4,,1081.71,12.66,29.13,0.5595,68.88,0.1524,133.8
2024-05-17,1404919.0,191911935.4,4.4,17.36,3.79,188.06,1.0,123433262.6,1163824.0,903611.0,158978358.4,,,8840.0,1.17,,,,0.97,8399.0,7163.0,,,1.17,8840.0,,1376.0,5360.0,156.3,2.18,,,12.7,12.7,8003676.0,1093302141.6,,1074.77,12.7,29.17,0.5493,68.11,0.1533,136.6
2024-05-20,1427198.0,196239725.0,4.46,17.45,3.85,194.83,1.0,127174300.0,1185103.0,924904.0,162951662.5,,,19516.0,5.29,,791.0,,0.0,20502.0,28.0,,,5.29,19516.0,0.11,1791.0,,162.06,,,,12.62,12.62,8209010.0,1128738875.0,,1120.53,12.64,28.63,0.5515,68.51,0.1519,137.5
2024-05-21,1392151.0,184738437.7,4.36,17.97,3.75,190.91,1.0,121955148.3,1136968.0,919029.0,150875653.6,,,,0.56,,,,7.92,3897.0,59530.0,,,0.56,,,11395.0,9772.0,155.3,0.6,,,12.1,12.1,8260847.0,1096214396.9,,1121.86,12.16,26.59,0.5643,70.24,0.1481,132.7
2024-05-22,1402949.0,184347498.6,4.39,17.63,3.78,186.09,1.0,119690683.2,1162644.0,910888.0,152771421.6,,,27321.0,0.17,,,,1.59,1300.0,8522.0,,,0.17,27321.0,,6877.0,9441.0,154.32,5.59,,,12.41,12.41,8207271.0,1078435409.4,,1085.45,12.45,27.0,0.5487,68.95,0.1497,131.4
2024-05-23,1425265.0,187992453.5,4.24,18.02,3.84,187.66,1.0,125681310.7,1182760.0,952853.0,156006044.0,,,774.0,2.07,,19647.0,,5.76,24141.0,40658.0,,,2.07,774.0,2.84,60000.0,1823.0,155.81,0.24,,,12.67,12.67,8153729.0,1075476855.1,,1071.63,12.69,26.54,0.5513,69.32,0.1527,131.9
2024-05-24,1429216.0,189371120.0,4.26,18.06,3.85,189.7,1.0,121979632.5,1386177.0,920601.0,183668452.5,,,46095.0,0.2,,,,9.07,1532.0,68930.0,,,0.2,46095.0,,226252.0,33784.0,182.83,3.06,,,14.92,14.92,7901989.0,1047013542.5,,1041.34,14.93,26.92,0.5419,68.48,0.1539,132.5
2024-05-27,1441872.0,196382966.4,4.29,18.26,3.89,194.29,1.0,127109603.4,1412230.0,933257.0,192345726.0,,,284434.0,4.11,,,,49.09,12656.0,374071.0,,,4.11,284434.0,,115690.0,,187.97,,,,15.36,15.36,7783656.0,1060133947.2,,1036.66,15.35,26.43,0.5473,69.07,0.1568,136.2
2024-05-28,1421869.0,190672632.9,4.23,18.51,3.83,197.39,1.0,123310448.1,1399848.0,919541.0,187719616.8,,,248.0,4.5,,,,1.79,548.0,13643.0,,,4.5,248.0,,1013.0,14264.0,189.98,2.02,,,15.31,15.31,7740768.0,1038036988.8,,1047.55,15.35,26.55,0.5685,70.56,0.1556,134.1
2024-05-29,1429496.0,189408220.0,4.26,18.61,3.86,196.0,1.0,122849760.0,1405178.0,927168.0,186186085.0,,,8146.0,0.23,,,,0.43,12087.0,3160.0,,,0.23,8146.0,,344.0,4460.0,188.45,0.66,,,15.48,15.48,7670599.0,1016354367.5,,1026.34,15.51,26.36,0.5717,70.86,0.1575,132.5
2024-05-30,1391846.0,184141225.8,4.14,18.44,3.75,188.09,1.0,118744277.4,1366596.0,897538.0,180800650.8,,,3289.0,0.08,,,,5.89,653.0,43641.0,,,0.08,3289.0,,1770.0,30283.0,180.85,6.26,,,15.07,15.07,7700735.0,1018807240.5,,1017.63,15.09,26.78,0.5676,70.41,0.1535,132.3
2024-05-31,1445472.0,193548700.8,4.3,19.14,3.9,195.11,1.0,122922208.5,1445261.0,918015.0,193520447.9,,,17147.0,2.67,,,,0.71,21267.0,6077.0,,,2.67,17147.0,,67595.0,790.0,191.53,0.12,,,16.4,16.4,7366831.0,986418670.9,,976.67,16.4,28.25,0.5536,68.82,0.164,133.9
2024-06-03,1602430.0,210879788.0,4.77,21.12,4.32,217.55,1.0,118621081.6,1590136.0,901376.0,209261897.6,,,146870.0,,,,,0.28,,2196.0,,,,146870.0,,201.0,16639.0,211.6,1.27,,,17.84,17.84,7325653.0,964055934.8,,975.12,17.83,36.64,0.5086,61.17,0.1797,131.6
2024-06-04,1612060.0,209406594.0,4.8,21.4,4.35,216.28,1.0,118209779.4,1595276.0,910006.0,207226352.4,,,1985.0,0.0,,1900.0,,0.57,6780.0,4215.0,,,0.0,1985.0,0.25,7370.0,50.0,209.8,0.01,,,17.91,17.91,7311756.0,949797104.4,,958.69,17.95,36.37,0.507,61.21,0.181,129.9
2024-06-05,1698760.0,223386940.0,5.06,23.07,4.58,225.06,1.0,123916526.5,1681730.0,942331.0,221147495.0,,,86155.0,2.99,,,,4.73,34252.0,34686.0,,,2.99,86155.0,,34985.0,1927.0,219.03,0.25,,,18.92,18.92,7209078.0,947993757.0,,939.76,18.9,35.5,0.4749,59.02,0.1911,131.5
2024-06-06,1677238.0,219215006.6,4.99,23.93,4.52,224.23,1.0,120096439.7,1667804.0,918871.0,217981982.8,,,6707.0,,,,,2.64,,20633.0,,,,6707.0,,,23460.0,218.91,1.99,,,18.84,18.84,7183608.0,938897565.6,,942.04,18.86,36.38,0.4782,58.77,0.1895,130.7
2024-06-07,1700195.0,223745662.0,5.06,24.84,4.59,227.16,1.0,117729096.8,1692548.0,894598.0,222739316.8,,,51272.0,,,,,3.51,,26728.0,,,,51272.0,,200.0,24273.0,222.33,3.0,,,19.1,19.1,7168118.0,943324328.8,,939.73,19.13,38.66,0.4781,57.29,0.1919,131.6
2024-06-10,1690318.0,220586499.0,5.03,25.66,4.56,227.11,1.0,116053519.5,1682671.0,889299.0,219588565.5,,,30235.0,,,,,30.34,,231043.0,,,,30235.0,,190931.0,5299.0,221.9,0.28,,,19.1,19.1,7125899.0,929929819.5,,936.72,19.15,44.32,0.4762,52.87,0.1919,130.5
2024-06-11,1666267.0,215281696.4,4.96,25.96,4.49,221.67,1.0,114019775.2,1658620.0,882506.0,214293704.0,,,,,,,,3.26,,24051.0,,,,,,,6793.0,216.52,2.13,,,17.99,17.99,7559265.0,976657038.0,,983.38,18.04,44.03,0.4772,53.2,0.1808,129.2
2024-06-12,1251650.0,161838345.0,3.73,19.59,3.38,161.79,1.0,47826647.7,1245562.0,369889.0,161051166.6,,,101062.0,,,,,67.7,,516492.0,,,,101062.0,,2372.0,512617.0,160.46,70.99,,,13.5,13.5,7979620.0,1031764866.0,,1027.99,13.5,29.02,0.5388,67.39,0.1357,129.3
2024-06-13,1264405.0,154636731.5,3.76,19.71,3.41,163.87,1.0,28155906.0,1258317.0,230220.0,153892169.1,,,2418.0,,,,,0.69,,6099.0,,,,2418.0,,16436.0,139669.0,162.22,17.62,,,13.65,13.65,7958094.0,973274896.2,,1017.92,13.75,28.35,0.5265,66.74,0.1372,122.3
2024-06-14,1275414.0,152284431.6,3.8,19.37,3.44,156.61,1.0,28802742.6,1271629.0,241229.0,151832502.6,,,10939.0,0.0,,,,0.24,12662.0,849.0,,,0.0,10939.0,,3222.0,1653.0,155.36,0.23,,,13.81,13.81,7936171.0,947578817.4,,966.18,13.85,29.36,0.5212,65.91,0.1385,119.4
2024-06-17,1416137.0,165249034.46,4.22,20.92,3.82,169.3,1.0,26733446.9,1413320.0,229098.0,164920318.71,,,56967.0,,,,,2.39,,18542.0,,,,56967.0,,103266.0,12131.0,168.32,2.32,,,15.39,15.39,7768634.0,906521944.96,,925.54,15.39,26.07,0.5519,69.52,0.1542,119.2
2024-06-18,1279259.0,151080487.9,3.81,18.06,3.45,152.71,1.0,27160283.7,1272359.0,229977.0,150265597.9,,,167.0,,,4083.0,,16.87,,141128.0,,,,167.0,0.49,,3204.0,151.22,0.35,,,14.03,14.03,7793887.0,920458054.7,,925.78,14.04,28.56,0.5233,66.4,0.1411,118.1
2024-06-19,1277159.0,150321614.3,3.8,17.65,3.44,151.41,1.0,26950592.9,1271259.0,228977.0,149627184.3,,,105.0,,,,,1.22,,10105.0,,,,105.0,,8900.0,1000.0,149.85,0.12,,,14.0,14.0,7807784.0,918976176.8,,920.61,14.0,28.88,0.5225,66.2,0.1407,117.7
2024-06-20,1417836.0,173259559.2,4.22,19.43,3.82,167.95,1.0,21225895.6,1270266.0,173698.0,155226505.2,,,2983.0,,,,,0.47,,4476.0,,,,2983.0,,500.0,55279.0,150.68,7.32,,,14.01,14.01,7799569.0,953107331.8,,928.26,13.97,35.8,0.4844,59.62,0.1563,122.2
2024-06-21,1742713.0,209996916.5,5.18,22.9,4.7,213.3,1.0,83690985.5,1596663.0,694531.0,192397891.5,,,23026.0,64.84,,,,0.32,520833.0,3201.0,,,64.84,23026.0,,306572.0,,194.99,,,,17.6,17.6,7476432.0,900910056.0,,909.86,17.65,47.75,0.4652,48.65,0.1921,120.5
2024-06-24,1775807.0,219312164.5,5.28,22.36,4.78,214.62,1.0,89032385.0,1629757.0,720910.0,201274989.5,,,4586.0,2.12,,,,0.06,26379.0,694.0,,,2.12,4586.0,,29202.0,,196.47,,,,17.95,17.95,7448931.0,919942978.5,,898.96,17.94,47.45,0.4623,48.64,0.1956,123.5
2024-06-25,1762608.0,221912347.2,5.24,21.79,4.75,218.34,1.0,89206570.9,1615658.0,708551.0,203411342.2,,,45109.0,,,840.0,,7.02,,59208.0,,,,45109.0,0.1,,13199.0,200.06,0.0,,,17.79,17.79,7467409.0,940146793.1,,924.99,17.78,48.01,0.4619,48.05,0.1941,125.9
2024-06-26,1922061.0,239296594.5,5.72,23.53,5.18,242.02,2.0,108990661.5,1775111.0,875427.0,221001319.5,,,49724.0,22.56,,,,0.41,166876.0,10994.0,,,22.56,49724.0,,120723.0,,223.46,,,,19.56,19.56,7299346.0,908768577.0,,917.51,19.59,43.75,0.4688,52.62,0.2118,124.5
2024-06-27,1967423.0,244944163.5,5.85,24.16,5.3,245.21,2.0,114296229.0,1820243.0,918042.0,226620253.5,,,25531.0,1.47,,22581.0,,0.69,20034.0,5400.0,,,1.47,25531.0,2.98,25001.0,,226.3,,,,20.04,20.04,7260823.0,903972463.5,,903.11,20.04,42.71,0.459,52.53,0.2167,124.5
2024-06-28,1988412.0,242387422.8,5.91,24.32,5.36,247.47,2.0,114113515.6,1843835.0,936124.0,224763486.5,,,12053.0,1.55,,4700.0,,0.06,13382.0,547.0,,,1.55,12053.0,0.61,12086.0,,229.01,,,,20.47,20.47,7164424.0,873343285.6,,888.8,20.49,42.36,0.4557,52.5,0.2207,121.9
2024-07-01,1960857.0,240989325.3,5.83,24.07,5.28,239.37,2.0,113698845.7,1812569.0,925133.0,222764730.1,,817.0,8893.0,0.0,0.1,1925.0,,7.43,17129.0,55725.0,,817.0,0.0,8893.0,0.23,14749.0,30045.0,221.07,3.77,,,20.0,20.0,7248998.0,890901854.2,,883.77,20.01,42.34,0.4741,54.26,0.2164,122.9
