,AASI FP Equity_DX_SI_QTY,AASI FP Equity_DX_SHORT_INTEREST_VALUE,AASI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AASI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AASI FP Equity_DX_SI_MV,AASI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AASI FP Equity_DX_SUPPLY_SI_QTY,AASI FP Equity_DX_BROKER_SI_QTY,AASI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AASI FP Equity_DX_BROKER_SI_MV_NEW_x,AASI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AASI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AASI FP Equity_DX_BROKER_SI_MV_INC_x,AASI FP Equity_DX_SUPPLY_SI_MV_NEW,AASI FP Equity_DX_BROKER_SI_QTY_ADD,AASI FP Equity_DX_BROKER_SI_QTY_NEW,AASI FP Equity_DX_SUPPLY_SI_MV_DEC,AASI FP Equity_DX_BROKER_SI_QTY_INC,AASI FP Equity_DX_SUPPLY_SI_QTY_DEC,AASI FP Equity_DX_BROKER_SI_MV_NEW_y,AASI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AASI FP Equity_DX_BROKER_SI_MV_INC_y,AASI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AASI FP Equity_DX_BROKER_SI_MV_ADD,AASI FP Equity_DX_SUPPLY_SI_QTY_ADD,AASI FP Equity_DX_BROKER_SI_QTY_DEC,AASI FP Equity_DX_SUPPLY_SI_MV,AASI FP Equity_DX_BROKER_SI_MV_DEC,AASI FP Equity_DX_SUPPLY_SI_MV_RMV,AASI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AASI FP Equity_DX_UTILIZATION_QUANTITY,AASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AASI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AASI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AASI FP Equity_DX_ACTIVE_UTILIZATION_MV,AASI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AASI FP Equity_DX_BROKER_SI_CON_RATIO,AASI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AASI FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-10-28,859500.0,28687961.25,5.74,2.31,30.37,28684623.5,100.0,859400.0,3337.75,,,,,,100.0,,,,,,,,,0.0,100.0,,0.0,,,100.0,1.02,0.0,0.0,,0.0,100.0,19.21,0.6892,80.76,87.5255
2020-10-29,789500.0,26732470.0,5.4,2.12,28.18,26729084.0,100.0,789400.0,3386.0,,,,,,,,,,,,,,,,,70000.0,0.0,2.43,,100.0,1.03,0.0,0.0,,0.0,100.0,12.25,0.7846,87.73,81.2243
2020-10-30,786200.0,26346033.72,5.34,2.12,28.14,26342682.66,100.0,786100.0,3351.06,,,,,,,,,,,,,,,,,3300.0,0.0,0.07,,100.0,1.01,0.0,0.0,,0.0,100.0,12.03,0.7879,87.95,79.254
2020-11-02,786200.0,26612005.18,5.24,2.12,28.14,26608620.29,100.0,786100.0,3384.89,,,,,,,,,,,,,,,,,,0.0,,,100.0,1.03,0.0,0.0,,0.0,100.0,11.91,0.7897,88.06,80.8848
2020-11-03,686200.0,23199598.56,4.43,1.78,24.62,23196217.68,100.0,686100.0,3380.88,,,,,,,,,,,,,,,,,100000.0,0.0,3.33,,100.0,1.03,0.0,0.0,,0.0,100.0,0.03,0.9994,99.97,70.5967
2020-11-04,686200.0,23905835.6,4.35,1.77,24.61,23902351.8,100.0,686100.0,3483.8,,,,,,,,,,,,,,,,,,0.0,,,100.0,1.04,0.0,0.0,,0.0,100.0,0.03,0.9995,99.97,71.3306
2020-11-05,1061200.0,37087772.68,5.1,2.74,36.89,37084277.79,100.0,1061100.0,3494.89,,,,,,375000.0,,,,,,,,,11.99,,,0.0,,,100.0,1.03,0.0,0.0,,0.0,100.0,32.51,0.5609,67.47,109.177
2020-11-06,1061200.0,36978893.56,4.77,2.7,38.13,36975408.93,100.0,1061100.0,3484.63,,,,,,,,,,,,,,,,,,0.0,,,100.0,1.04,0.0,0.0,,0.0,100.0,34.25,0.5493,65.73,110.3119
2020-11-09,1061000.0,37786454.0,4.75,2.7,38.57,37786454.0,0.0,1061000.0,0.0,,,,,,,,0.0,,100.0,,,,,,,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,34.61,0.5474,65.39,112.6327
2020-11-10,1061000.0,36800785.0,4.34,2.72,39.01,36800785.0,0.0,1061000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.22,0.5498,65.78,113.27
2020-11-11,1061000.0,37077599.9,4.43,2.71,38.88,37077599.9,0.0,1061000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.72,0.553,66.28,98.3591
2020-11-12,1111500.0,39048884.55,4.46,2.84,40.03,39048884.55,0.0,1111500.0,0.0,,,,,,50500.0,,,,,,,,,1.77,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.93,0.503,62.66,24.1699
2020-11-13,1123900.0,39486877.82,4.51,2.88,40.67,39486877.82,0.0,1123900.0,0.0,,,,0.45,,,,,12400.0,,,,0.45,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.42,0.4942,62.14,24.5731
2020-11-16,1147100.0,40902947.67,4.62,2.94,41.67,40902947.67,0.0,1147100.0,0.0,,,,0.82,,,,,23200.0,,,,0.82,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.11,0.476,60.63,25.0639
2020-11-17,772100.0,27273969.24,3.08,1.97,28.69,27273969.24,0.0,772100.0,0.0,,,,,,,,,,,,,,,,,375000.0,0.0,13.36,,0.0,0.0,0.0,0.0,,0.0,0.0,10.68,0.8092,89.32,16.8335
2020-11-18,1102176.0,39005898.42,4.37,2.83,40.16,39005898.42,0.0,1102176.0,0.0,,,,,,330076.0,,,,,,,,,11.66,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.04,0.4919,63.39,24.0298
2020-11-19,1102176.0,39003363.42,4.01,2.84,40.33,39003363.42,0.0,1102176.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.04,0.4919,63.39,24.0823
2020-11-20,1089776.0,38720831.06,3.58,2.82,39.82,38720831.06,0.0,1089776.0,0.0,,,,,,,,,,,,,,,,,12400.0,0.0,0.44,,0.0,0.0,0.0,0.0,,0.0,0.0,29.49,0.5002,63.95,23.8114
2020-11-23,1039276.0,37326221.11,3.35,2.53,38.31,37326221.11,0.0,1039276.0,0.0,,,,,,,,,,,,,,,,,50500.0,0.0,1.79,,0.0,0.0,0.0,0.0,,0.0,0.0,30.95,0.5437,66.89,22.708
2020-11-24,1039276.0,37398970.43,3.34,2.53,38.47,37398970.43,0.0,1039276.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.89,0.544,66.94,22.708
2020-11-25,1039276.0,37070974.92,2.69,2.56,38.33,37070974.92,0.0,1039276.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.74,0.545,67.08,22.708
2020-11-26,1044276.0,37538693.8,2.68,2.57,38.45,37538693.8,5000.0,1044276.0,179735.5,,,,0.17,,,,,5000.0,,,,0.17,,,5000.0,,0.18,,,100.0,9.44,0.0,0.0,,0.0,100.0,30.63,0.5401,66.75,19.7156
2020-11-27,414200.0,14912856.8,0.99,1.01,15.52,14912856.8,5000.0,414200.0,180020.0,,,,,,,,,,,,,,,,,630076.0,0.18,22.8,,100.0,9.7,0.0,0.0,,0.0,100.0,6.54,0.8777,93.46,8.0323
2020-11-30,414200.0,14559047.16,0.99,1.01,15.6,14559047.16,5000.0,414200.0,175749.0,,,,,,,,,,,,,,,,,,0.18,,,100.0,9.37,0.0,0.0,,0.0,100.0,6.49,0.8786,93.51,7.7614
2020-12-01,1046276.0,37020383.71,2.42,2.51,37.88,37020383.71,5000.0,1046276.0,176915.0,,,,,,632076.0,,,,,,,,,22.41,,,0.18,,,100.0,9.37,0.0,0.0,,0.0,100.0,38.23,0.4967,59.16,19.6053
2020-12-02,1200276.0,42327012.97,2.78,2.85,43.06,42327012.97,5000.0,1200276.0,176322.0,,,,5.47,,,,,154000.0,,,,5.47,,,,,0.18,,,100.0,9.37,0.0,0.0,,0.0,100.0,33.14,0.4013,51.86,22.4826
2020-12-03,1200276.0,42651447.58,2.64,2.85,43.09,42651447.58,5000.0,1200276.0,177673.5,,,,,,,,,,,,,,,,,,0.18,,,100.0,9.37,0.0,0.0,,0.0,100.0,32.99,0.4026,52.11,22.4826
2020-12-04,568200.0,20336446.2,1.28,1.33,20.88,20336446.2,5000.0,568200.0,178955.0,,,,,,,,,,,,,,,,,632076.0,0.18,22.46,,100.0,9.37,0.0,0.0,,0.0,100.0,30.92,0.5728,69.08,10.643
2020-12-07,815349.0,29235072.21,1.88,1.96,29.83,29235072.21,5000.0,815349.0,179279.5,,,,,,267149.0,,,,,,,,,9.56,,20000.0,0.18,0.67,,100.0,9.37,0.0,0.0,,0.0,100.0,32.05,0.3632,46.14,15.2724
2020-12-08,548200.0,19700334.48,1.22,1.32,20.33,19700334.48,371000.0,548200.0,13332404.4,,366000.0,,,13.08,,,,,,,366000.0,,,,,267149.0,13.26,9.58,,100.0,9.53,0.0,0.0,,0.0,100.0,32.11,0.564,67.89,0.1408
2020-12-09,432149.0,15502092.14,0.89,1.04,15.51,15502092.14,11000.0,432149.0,394593.1,,,,,,267149.0,,12.91,,360000.0,,,,,9.59,,383200.0,0.4,14.48,,0.28,0.28,3882886.0,139287274.88,,139.63,0.28,36.75,0.517,61.79,0.111
2020-12-10,1330149.0,47785602.83,2.78,3.22,49.29,47785602.83,915000.0,1330149.0,32871375.0,,,904000.0,33.77,,,,,898000.0,,,,33.77,904000.0,,,,32.77,,,23.45,23.45,2986886.0,107303879.55,,107.41,23.38,19.5,0.5231,68.63,0.3409
2020-12-11,1330149.0,47625718.92,2.79,3.22,49.4,47625718.92,909000.0,1330149.0,32546563.2,,,,,,,,0.09,,6000.0,,,,,,,,32.69,,,21.05,21.05,3409295.0,122069125.62,,122.3,21.09,19.36,0.5249,68.81,0.308
2020-12-14,430149.0,15302980.82,0.9,1.02,15.31,15302980.82,9000.0,430149.0,320184.0,,,,,,,,32.26,,900000.0,,,,,,,900000.0,0.32,33.87,,0.21,0.21,4309295.0,153307478.92,,153.93,0.21,38.02,0.5287,61.98,0.0996
2020-12-15,430149.0,15300959.12,0.91,1.02,15.3,15300959.12,9000.0,430149.0,320141.7,,,,,,,,,,,,,,,,,,0.32,,,0.21,0.21,4309295.0,153287225.23,,154.17,0.21,37.91,0.5292,62.09,0.0996
2020-12-16,430149.0,15430304.93,0.92,1.02,15.42,15430304.93,9000.0,430149.0,322848.0,,,,,,,,,,,,,,,,,,0.32,,,0.21,0.21,4309295.0,154583030.24,,153.69,0.21,37.68,0.5304,62.32,0.0996
2020-12-17,430149.0,15377826.75,1.03,1.02,15.4,15377826.75,9000.0,430149.0,321750.0,,,,,,,,,,,,,,,,,,0.32,,,0.21,0.21,4309295.0,154057296.25,,152.84,0.21,37.94,0.5291,62.06,0.0996
2020-12-18,267149.0,9570612.93,0.66,0.63,9.6,9570612.93,0.0,267149.0,0.0,,,,,,,,0.32,,9000.0,,,,,,,163000.0,0.0,5.86,,0.0,0.0,4300295.0,154058068.38,,153.99,0.0,,1.0,100.0,0.0621
2020-12-21,267149.0,9472248.66,0.66,0.63,9.48,9472248.66,0.0,267149.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,4300745.0,152490655.32,,153.69,0.0,,1.0,100.0,0.0621
2020-12-22,267149.0,9450128.73,0.67,0.64,9.44,9450128.73,0.0,267149.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,4300245.0,152116866.63,,153.04,0.0,,1.0,100.0,0.0621
2020-12-23,267149.0,9502489.93,0.67,0.64,9.5,9502489.93,0.0,267149.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,4300245.0,152959714.65,,152.76,0.0,,1.0,100.0,0.0621
2020-12-24,308149.0,10964557.72,0.78,0.74,10.97,9505695.72,41000.0,267149.0,1458862.0,,,,,,,,,,,,,,,,41000.0,,1.46,,,100.0,0.95,0.0,0.0,,0.0,100.0,9.74,0.7624,86.69,0.0713
2020-12-25,328149.0,11676197.72,0.83,0.78,11.67,10608737.72,41000.0,298149.0,1458862.0,,,,,,31000.0,,,,,,,,,1.1,,,1.46,,,100.0,0.95,0.0,0.0,,0.0,100.0,9.45,0.68,81.41,0.076
2020-12-28,358149.0,12717262.14,0.9,0.85,12.73,11652013.14,41000.0,328149.0,1455840.3,,,,,,30000.0,,,,,,,,,1.07,,,1.46,,,100.0,0.95,0.0,0.0,,0.0,100.0,16.78,0.5915,74.55,0.0829
2020-12-29,367149.0,13162365.08,0.93,0.87,13.05,11764207.28,50000.0,328149.0,1792510.0,,,9000.0,,,,,,,,,,,9000.0,,,,1.78,,,71.43,1.15,20000.0,717004.0,,0.78,69.44,16.34,0.5639,72.77,0.0846
2020-12-30,367149.0,13369069.97,0.94,0.87,13.08,11948955.17,50000.0,328149.0,1820660.0,,,,,,,,,,,,,,,,,,1.79,,,100.0,1.15,0.0,0.0,,0.0,100.0,16.46,0.5617,72.58,0.0847
2020-12-31,351549.0,12881985.78,0.9,0.83,12.55,10888579.38,54400.0,297149.0,1993406.4,,,,,,,,0.39,,11000.0,,,,,,15400.0,31000.0,1.98,1.12,,11.78,1.26,407572.0,14934864.58,,14.84,11.78,17.36,0.6062,75.57,0.0815
2021-01-01,351549.0,12881985.78,0.96,0.83,12.86,10888579.38,54400.0,297149.0,1993406.4,,,,,,,,,,,,,,,,,,1.99,,,11.78,1.26,407572.0,14934864.58,,14.84,11.81,16.99,0.6127,76.1,0.0815
2021-01-04,351549.0,12973599.45,0.96,0.83,12.95,10966016.41,54400.0,297149.0,2007583.04,,,,,,,,,,,,,,,,,,2.0,,,11.78,1.26,407572.0,15041077.85,,15.04,11.72,16.97,0.6127,76.1,0.0814
2021-01-05,282549.0,10589936.52,0.84,0.67,10.43,10012744.52,15400.0,267149.0,577192.0,,,,,,,,1.42,,39000.0,,,,,,,30000.0,0.58,1.09,,3.75,0.36,394773.0,14796092.04,,14.79,3.75,5.53,0.8955,94.47,0.0659
2021-01-06,291549.0,10947373.4,0.88,0.68,10.8,10369118.8,24400.0,276149.0,916195.6,,,,,,9000.0,,,,,,,,,0.34,9000.0,,0.92,,,5.82,0.57,394773.0,14823331.38,,14.86,5.82,5.37,0.8411,91.5,0.0677
2021-01-07,280149.0,10492980.8,0.84,0.64,10.35,10492980.8,13000.0,280149.0,486915.0,,,4000.0,0.15,,,,0.58,4000.0,15400.0,,,0.15,4000.0,,,,0.49,,,0.3,0.3,4297846.0,160975821.93,,160.86,0.3,4.71,0.9102,95.29,0.065
2021-01-08,280149.0,10821987.78,1.03,0.64,10.79,10821987.78,13000.0,280149.0,502182.2,,,,,,,,,,,,,,,,,,0.49,,,0.3,0.3,4289446.0,165698725.31,,160.04,0.3,4.51,0.9138,95.49,0.0651
2021-01-11,280149.0,10853532.56,0.96,0.64,10.84,10853532.56,13000.0,280149.0,503646.0,,,,,,,,,,,,,,,,,,0.5,,,0.3,0.3,4297846.0,166507149.73,,161.38,0.31,4.62,0.9118,95.38,0.065
2021-01-12,280149.0,10933767.23,1.24,0.64,10.95,10933767.23,13000.0,280149.0,507369.2,,,,,,,,,,,,,,,,,,0.5,,,0.3,0.3,4316789.0,168477367.81,,166.62,0.3,4.61,0.9121,95.39,0.0647
2021-01-13,280149.0,10914605.04,1.23,0.64,10.91,10914605.04,13000.0,280149.0,506480.0,,,,,,,,,,,,,,,,,,0.51,,,0.26,0.26,4967846.0,193547280.16,,192.37,0.26,4.64,0.9115,95.36,0.0562
2021-01-14,280149.0,11153207.94,1.26,0.64,11.1,11153207.94,13000.0,280149.0,517552.1,,,,,,,,,,,,,,,,,,0.51,,,0.26,0.26,4967846.0,197778394.6,,192.88,0.26,4.56,0.913,95.44,0.0562
2021-01-15,280149.0,10983829.86,1.24,0.64,10.98,10983829.86,13000.0,280149.0,509692.3,,,,,,,,,,,,,,,,,,0.52,,,0.26,0.26,4967846.0,194774834.91,,194.08,0.27,4.7,0.9104,95.3,0.0562
2021-01-18,280149.0,11031623.28,1.35,0.64,11.05,11031623.28,13000.0,280149.0,511910.1,,,,,,,,,,,,,,,,,,0.51,,,0.26,0.26,4967546.0,195610536.12,,195.37,0.26,4.62,0.9119,95.38,0.0562
2021-01-19,280149.0,11166458.99,1.46,0.64,11.16,11166458.99,13000.0,280149.0,518167.0,,,,,,,,,,,,,,,,,,0.51,,,0.26,0.26,4967946.0,198017359.61,,194.96,0.26,4.59,0.9125,95.41,0.0562
2021-01-20,293149.0,11913282.21,1.61,0.66,11.89,11384975.21,13000.0,280149.0,528307.0,,,,,,13000.0,,0.51,,13000.0,,,,,0.52,13000.0,13000.0,0.52,0.51,,36.7,0.26,22425.0,911329.58,,0.89,36.7,8.72,0.8408,91.28,0.0591
2021-01-21,293149.0,11968101.07,1.62,0.66,11.96,11437363.07,13000.0,280149.0,530738.0,,,,,,,,,,,,,,,,,,0.53,,,36.7,0.26,22425.0,915523.05,,0.91,36.7,8.85,0.8386,91.15,0.0591
2021-01-22,312149.0,12586877.77,1.97,0.7,12.66,12062674.87,13000.0,299149.0,524202.9,,,,0.81,,,,,19000.0,,,,0.81,,,,,0.53,,,36.7,0.26,22425.0,904250.0,,0.92,36.7,14.78,0.7481,85.22,0.0629
2021-01-25,422149.0,17218613.41,2.54,0.95,17.45,16688369.41,123000.0,409149.0,5016924.0,,,,4.69,,,,,110000.0,,,,4.69,,,110000.0,,4.97,,,2.77,2.54,4312924.0,175915544.11,,173.84,2.78,37.57,0.5309,62.43,0.0871
2021-01-26,422149.0,17002684.2,2.54,0.95,17.35,16479089.7,123000.0,409149.0,4954009.5,,,,,,,,,,,,,,,,,,5.04,,,2.71,2.48,4422924.0,178139898.49,,180.42,2.72,37.88,0.5294,62.12,0.0851
2021-01-27,422149.0,16788063.65,2.46,0.95,17.18,16271078.35,123000.0,409149.0,4891476.3,,,,,,,,,,,,,,,,,,4.96,,,2.71,2.48,4422924.0,175891283.92,,178.03,2.71,38.23,0.5277,61.77,0.0851
2021-01-28,422149.0,16668679.91,2.46,0.95,17.01,16155371.01,123000.0,409149.0,4856691.9,,,,,,,,,,,,,,,,,,4.9,,,2.71,2.56,4422924.0,174640481.02,,175.81,2.71,38.52,0.5263,61.48,0.0877
2021-01-29,422149.0,16348268.82,2.45,0.95,16.88,15844826.92,123000.0,409149.0,4763334.9,,,,,,,,,,,,,,,,,,4.85,,,2.71,2.56,4422924.0,171283481.7,,174.66,2.7,38.76,0.5253,61.24,0.0878
2021-02-01,155000.0,6146990.0,0.87,0.35,6.55,5631436.0,123000.0,142000.0,4877934.0,,,,,,,,,,,,,,,,,267149.0,4.79,10.39,,2.71,2.56,4422924.0,175404319.99,,171.12,2.72,,1.0,100.0,0.0322
2021-02-02,206000.0,8378020.0,1.15,0.46,8.64,7849310.0,123000.0,193000.0,5002410.0,,,,,,70000.0,,,,,,,,,2.85,,19000.0,4.9,0.8,,2.56,2.56,4687414.0,190637127.38,,186.48,2.56,33.03,0.5576,66.97,0.0428
2021-02-03,206000.0,8432053.8,1.12,0.46,8.68,7899933.9,123000.0,193000.0,5034672.9,,,,,,,,,,,,,,,,,,5.0,,,2.56,2.56,4687414.0,191866636.07,,190.81,2.56,33.06,0.5574,66.94,0.0428
2021-02-04,206000.0,8422001.0,1.23,0.46,8.71,7890515.5,153000.0,193000.0,6255175.5,,,,,,,,,,,,,,,,30000.0,,6.28,,,3.18,3.18,4657414.0,190411385.27,,190.62,3.19,32.92,0.5584,67.08,0.0428
2021-02-05,209800.0,8609352.8,1.21,0.47,8.84,7919948.0,156800.0,193000.0,6434444.8,,,,,,,,,,,,,,,,3800.0,,6.39,,,3.26,3.25,4655615.0,191047817.14,,190.52,3.25,32.51,0.538,65.73,0.0435
2021-02-08,561800.0,23120317.2,3.46,1.26,23.35,22428930.0,306800.0,545000.0,12626047.2,,,150000.0,12.72,,43500.0,,,308500.0,,,,12.72,150000.0,1.79,,,12.61,,,6.38,6.37,4505615.0,185424079.71,,185.09,6.38,24.89,0.5139,66.79,0.1166
2021-02-09,1833800.0,75806541.3,10.26,4.1,77.45,75112054.5,1313800.0,1817000.0,54310521.3,,,1007000.0,54.07,,,,,1272000.0,,,,54.07,1007000.0,,,,53.89,,,34.29,34.29,2517789.0,104081620.58,,104.01,34.13,20.22,0.4634,62.8,0.4786
2021-02-10,1833800.0,76362182.7,10.27,4.1,77.99,75662605.5,1313800.0,1817000.0,54708602.7,,,,,,,,,,,,,,,,,,54.2,,,27.19,27.19,3517789.0,146486010.64,,145.26,27.17,20.15,0.4649,62.96,0.3795
2021-02-11,1903800.0,80367013.2,10.0,4.26,81.75,79657818.0,1313800.0,1887000.0,55460753.2,,,,3.0,,,,,70000.0,,,,3.0,,,,,54.83,,,27.19,27.19,3517789.0,148499944.85,,146.59,27.22,19.6,0.445,60.71,0.394
2021-02-12,1903800.0,80415940.86,9.99,4.27,82.12,79706313.9,1313800.0,1887000.0,55494517.86,,,,,,,,,,,,,,,,,,55.5,,,27.19,27.19,3518439.0,148617807.83,,148.43,27.21,19.8,0.4441,60.6,0.394
2021-02-15,1946500.0,82826494.75,10.2,4.37,84.22,82273325.25,1310000.0,1933500.0,55742465.0,,,,1.99,,,,0.16,46500.0,3800.0,,,1.99,,,,,55.34,,,27.15,27.15,3514639.0,149553161.41,,148.45,27.16,21.66,0.4348,59.29,0.4034
2021-02-16,1946500.0,82399627.3,10.01,4.38,85.17,81849308.7,1310000.0,1933500.0,55455182.0,,,,,,,,,,,,,,,,,,55.79,,,27.15,27.15,3514609.0,148781131.11,,149.35,27.2,21.58,0.4376,59.65,0.4035
2021-02-17,1946500.0,82493837.9,10.03,4.38,85.32,81942890.1,1310000.0,1933500.0,55518586.0,,,,,,,,,,,,,,,,,,55.74,,,27.15,27.15,3514609.0,148951238.19,,148.26,27.33,21.41,0.4391,59.84,0.4035
2021-02-18,1946500.0,80855663.5,10.19,4.28,84.91,80315656.5,1310000.0,1933500.0,54416090.0,,,,,,,,,,,,,,,,,,55.18,,,27.15,27.15,3514609.0,145993343.25,,149.08,27.01,21.56,0.4401,59.95,0.4035
2021-02-19,1721000.0,72287163.0,10.22,3.76,75.04,65440674.0,1313000.0,1558000.0,55149939.0,,,3000.0,0.0,,,,,3000.0,,,,0.0,3000.0,,,378500.0,54.41,15.64,,27.18,27.18,3517609.0,147750130.83,,146.22,27.12,24.05,0.5213,67.56,0.3563
2021-02-22,1721000.0,70131782.6,9.6,3.77,74.93,63489434.8,1313000.0,1558000.0,53505537.8,,,,,,,,,,,,,,,,,,54.26,,,27.18,27.18,3517609.0,143344677.32,,142.76,27.54,24.38,0.5213,67.47,0.3563
2021-02-23,1332500.0,53791559.25,7.2,2.91,58.59,50440940.55,1233000.0,1249500.0,49774853.7,,,,,,70000.0,,3.3,,80000.0,,,,,2.82,,308500.0,50.24,13.13,,25.52,25.52,3597609.0,145231517.96,,146.79,25.5,8.81,0.756,86.37,0.2758
2021-02-24,1364100.0,54610925.04,7.28,2.98,59.8,51288069.84,1233000.0,1281100.0,49362415.2,,,,1.22,,,,,31600.0,,,,1.22,,,,,49.82,,,25.71,25.52,3563615.0,142667188.36,,144.17,25.68,10.67,0.7298,84.63,0.2824
2021-02-25,1170600.0,46679313.84,6.34,2.56,51.69,46160920.64,1156000.0,1157600.0,46097118.4,,,,,,,,3.08,,77000.0,,,,,,,123500.0,45.94,4.96,,24.0,24.0,3661009.0,145987859.29,,146.18,23.91,2.67,0.948,97.33,0.243
2021-02-26,1197600.0,46852387.44,6.58,2.62,50.29,40866736.74,1153000.0,1044600.0,45107550.7,,,,,,,,0.12,,3000.0,,,,,,,113000.0,46.48,7.58,,23.97,23.97,3657659.0,143094569.63,,145.2,24.25,2.51,0.9511,97.49,0.2489
2021-03-01,1069200.0,43104477.24,6.13,2.31,45.22,42580386.14,1052000.0,1056200.0,42411064.4,,,,0.42,,,,5.5,11600.0,110000.0,,,0.42,,,9000.0,,41.51,,,21.79,21.79,3776659.0,152254874.59,,147.82,21.92,3.73,0.9281,96.27,0.2214
2021-03-02,855322.0,33982798.38,4.86,1.85,35.93,32428442.2,1048122.0,816200.0,41642935.18,,,,,,,,0.14,,3878.0,,,,,,,240000.0,42.14,10.26,,21.71,21.71,3780537.0,150204515.55,,152.47,21.66,4.85,0.9078,95.15,0.1771
2021-03-03,871800.0,34885077.0,4.56,1.89,36.13,34885077.0,802000.0,871800.0,32092030.0,,,3000.0,2.18,,,,10.44,55600.0,249122.0,,,2.18,3000.0,,,,31.85,,,16.76,16.59,3983615.0,159404354.23,,158.26,16.75,10.86,0.8064,89.14,0.1803
2021-03-04,888800.0,35037384.8,5.05,1.93,37.28,33854754.8,802000.0,858800.0,31615642.0,,,,,,,,,,,,,,,,,13000.0,32.28,0.26,,16.76,16.59,3983615.0,157038086.92,,158.7,16.9,10.59,0.8106,89.41,0.1838
2021-03-05,858800.0,33391861.6,5.16,1.87,36.28,33391861.6,772000.0,858800.0,30016904.0,,,,,,,,1.19,,30000.0,,,,,,,,30.76,,,17.07,15.97,3750499.0,145826902.12,,147.71,17.23,10.76,0.808,89.24,0.1776
2021-03-08,858800.0,33276954.16,5.25,1.85,36.35,33276954.16,772000.0,858800.0,29913610.4,,,,,,,,,,,,,,,,,,30.16,,,17.07,15.97,3750499.0,145325085.35,,145.62,17.16,10.54,0.8114,89.46,0.1776
2021-03-09,708800.0,27824794.56,4.22,1.53,28.6,27824794.56,772000.0,708800.0,30305786.4,,,,,,,,,,,,,,,,,150000.0,29.86,7.68,,17.07,15.97,3750499.0,147230338.84,,145.67,17.01,13.41,0.7678,86.59,0.1466
2021-03-10,294200.0,11447322.0,1.63,0.63,11.95,11447322.0,610000.0,294200.0,23735100.0,,,,,,,,5.9,,162000.0,,,,,,,414600.0,23.9,16.59,,13.52,12.67,3900499.0,151768416.09,,153.47,13.47,27.71,0.5994,72.29,0.0611
2021-03-11,294200.0,11742051.56,1.63,0.63,11.87,11742051.56,210000.0,294200.0,8381478.0,,,,,,,,15.65,,400000.0,,,,,,,,8.12,,,100.0,4.37,0.0,0.0,,0.0,100.0,27.61,0.6002,72.39,0.0612
2021-03-12,304200.0,11913536.7,1.69,0.65,12.57,11913536.7,220000.0,304200.0,8615970.0,,,,0.48,,,,,10000.0,,,,0.48,,,10000.0,,8.79,,,4.55,4.55,4610659.0,180569543.75,,183.96,4.56,29.92,0.5807,70.08,0.063
2021-03-15,304200.0,11931575.76,1.68,0.65,11.92,3694787.76,220000.0,94200.0,8629016.0,,,,,,,,,,,,,,,,,210000.0,8.62,8.83,,100.0,4.55,0.0,0.0,,0.0,100.0,30.94,0.5726,69.06,0.063
2021-03-16,294200.0,11685506.32,1.62,0.63,11.63,11685506.32,10000.0,294200.0,397196.0,,,,,,200000.0,,8.25,,210000.0,,,,,7.94,,,0.39,,,100.0,0.21,0.0,0.0,,0.0,100.0,31.71,0.5669,68.29,0.0609
