,ELIS FP Equity_DX_SI_QTY,ELIS FP Equity_DX_SHORT_INTEREST_VALUE,ELIS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ELIS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ELIS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ELIS FP Equity_DX_SI_MV,ELIS FP Equity_DX_DSS,ELIS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ELIS FP Equity_DX_SUPPLY_SI_QTY,ELIS FP Equity_DX_BROKER_SI_QTY,ELIS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ELIS FP Equity_DX_BROKER_SI_MV_NEW_x,ELIS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ELIS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ELIS FP Equity_DX_BROKER_SI_MV_INC_x,ELIS FP Equity_DX_SUPPLY_SI_MV_NEW,ELIS FP Equity_DX_BROKER_SI_QTY_ADD,ELIS FP Equity_DX_BROKER_SI_QTY_NEW,ELIS FP Equity_DX_SUPPLY_SI_MV_DEC,ELIS FP Equity_DX_BROKER_SI_QTY_INC,ELIS FP Equity_DX_SUPPLY_SI_QTY_DEC,ELIS FP Equity_DX_BROKER_SI_MV_NEW_y,ELIS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ELIS FP Equity_DX_BROKER_SI_MV_INC_y,ELIS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ELIS FP Equity_DX_BROKER_SI_MV_ADD,ELIS FP Equity_DX_SUPPLY_SI_QTY_ADD,ELIS FP Equity_DX_BROKER_SI_QTY_DEC,ELIS FP Equity_DX_SUPPLY_SI_MV,ELIS FP Equity_DX_BROKER_SI_MV_DEC,ELIS FP Equity_DX_SUPPLY_SI_MV_RMV,ELIS FP Equity_DX_BROKER_SI_MV_RMV,ELIS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ELIS FP Equity_DX_UTILIZATION_QUANTITY,ELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ELIS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ELIS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ELIS FP Equity_DX_ACTIVE_UTILIZATION_MV,ELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ELIS FP Equity_DX_BROKER_SI_CON_RATIO,ELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ELIS FP Equity_DX_DEMAND_SUPPLY_RATIO,ELIS FP Equity_PX_LAST
2024-04-23,4222763.0,90873859.76,2.36,13.1,1.79,93.03,1.0,64090648.8,3699596.0,2978190.0,79615305.92,,,646868.0,7.29,,,,14.24,325200.0,684177.0,,,7.29,646868.0,,534968.0,181450.0,79.27,3.83,,,7.15,7.15,48024300.0,1033482936.0,,1027.65,7.16,9.57,0.2929,51.36,0.0816,21.52
2024-04-24,4228037.0,90818234.76,2.37,13.65,1.79,93.23,1.0,62942457.36,3650829.0,2930282.0,78419806.92,,,25647.0,2.19,,,,3.12,101657.0,149638.0,,,2.19,25647.0,,75224.0,149565.0,78.54,3.28,,,7.05,7.05,48140348.0,1034054675.04,,1033.71,7.06,9.6,0.2759,49.44,0.0816,21.48
2024-04-25,4051057.0,86854662.08,2.27,13.47,1.72,89.17,1.0,59763313.92,3647379.0,2787468.0,78199805.76,,,40438.0,0.01,,,,1.58,1000.0,69684.0,,,0.01,40438.0,,25796.0,143814.0,78.17,3.13,,,7.04,7.04,48193340.0,1033265209.6,,1031.81,7.04,10.03,0.2971,51.62,0.0781,21.44
2024-04-26,4046577.0,86758610.88,2.26,13.49,1.72,89.17,1.0,57933795.84,3675268.0,2702136.0,78797745.92,,,107396.0,0.35,,,,1.67,13131.0,79507.0,,,0.35,107396.0,,,98463.0,78.9,2.1,,,7.09,7.09,48147508.0,1032282571.52,,1030.71,7.11,12.42,0.3045,51.9,0.0781,21.44
2024-04-29,4068826.0,86747370.32,2.28,13.75,1.73,89.27,1.0,56116734.44,3697517.0,2632117.0,78831062.44,,,158122.0,0.05,,,,3.55,3121.0,164371.0,,,0.05,158122.0,,28498.0,73140.0,79.09,1.54,,,7.13,7.13,48132396.0,1026182682.72,,1028.17,7.14,13.9,0.3031,51.49,0.0785,21.32
2024-04-30,3932012.0,83044093.44,2.2,13.49,1.67,85.92,1.0,55125671.04,3549744.0,2610117.0,74970593.28,,,,0.65,,,,3.25,31318.0,152132.0,,,0.65,,,4359.0,53318.0,75.51,1.14,,,6.89,6.89,47945156.0,1012601694.72,,1020.97,6.89,13.8,0.3193,53.31,0.0764,21.12
2024-05-01,3932012.0,83044093.44,2.2,14.67,1.67,85.38,1.0,55125671.04,3549744.0,2610117.0,74970593.28,,,,,,,,4.06,,187265.0,,,,,,,,74.95,,,,6.89,6.89,47939168.0,1012475228.16,,1010.4,6.91,13.78,0.3197,53.34,0.0764,
2024-05-02,4001815.0,84518332.8,2.24,14.93,1.7,86.86,1.0,55789557.12,3613274.0,2641551.0,76312346.88,,,75073.0,0.96,,,,0.42,45204.0,20043.0,,,0.96,75073.0,,8500.0,13770.0,76.32,0.29,,,7.05,7.05,47622488.0,1005786946.56,,1003.2,7.07,13.76,0.3109,52.42,0.0781,21.12
2024-05-03,4071031.0,87608587.12,2.28,15.42,1.73,89.41,1.0,58699200.16,3751527.0,2727658.0,80732861.04,,,123680.0,3.79,,,,0.28,129261.0,12814.0,,,3.79,123680.0,,27387.0,43154.0,79.61,0.91,,,7.31,7.31,47541348.0,1023089808.96,,1003.1,7.35,14.03,0.3109,52.2,0.0794,21.52
2024-05-06,4284876.0,92896111.68,2.4,16.36,1.82,94.97,1.0,58422526.88,3892880.0,2694766.0,84397638.4,,,242017.0,0.17,,,,2.08,6000.0,100664.0,,,0.17,242017.0,,,38892.0,83.97,0.72,,,7.62,7.62,47186816.0,1023010170.88,,1014.16,7.65,17.83,0.2934,49.41,0.0839,21.68
2024-05-07,4204377.0,94598482.5,2.35,16.8,1.78,95.7,1.0,60444382.5,3888960.0,2686417.0,87501600.0,,,116222.0,0.34,,,,2.53,14121.0,120142.0,,,0.34,116222.0,,,22470.0,85.21,0.43,,,7.62,7.62,47154432.0,1060974720.0,,1025.77,7.67,17.68,0.3075,51.01,0.0824,22.5
2024-05-08,4711280.0,105249995.2,2.64,18.1,2.0,108.31,1.0,72844417.78,4298252.0,3260717.0,96022949.68,,,103362.0,15.27,,,,5.25,672003.0,232895.0,,,15.27,103362.0,,538825.0,97703.0,96.33,2.12,,,8.37,8.37,47072284.0,1051594824.56,,1055.46,8.36,16.12,0.3641,57.2,0.0917,22.34
2024-05-09,4247570.0,94126151.2,2.38,16.22,1.8,96.56,1.0,61164192.72,3897589.0,2760117.0,86370572.24,,,34780.0,1.5,,,,10.36,69939.0,460898.0,,,1.5,34780.0,,25455.0,570539.0,86.62,13.79,,,7.59,7.59,47426100.0,1050962376.0,,1054.39,7.59,18.0,0.2972,49.92,0.0828,22.16
2024-05-10,4537167.0,101088080.76,2.54,17.79,1.93,103.25,1.0,66633107.92,4045661.0,2990714.0,90137327.08,,,71697.0,5.14,,,,0.15,230597.0,8018.0,,,5.14,71697.0,,84393.0,,89.78,,,,7.86,7.86,47419260.0,1056501112.8,,1049.32,7.88,18.12,0.2726,46.84,0.0882,22.28
2024-05-13,4453197.0,99840676.74,2.49,17.69,1.89,101.89,1.0,65201933.68,4049335.0,2908204.0,90786090.7,,,14467.0,0.47,,,,0.25,19389.0,11790.0,,,0.47,14467.0,,997.0,101899.0,90.11,2.24,,,7.84,7.84,47600212.0,1067196753.04,,1057.48,7.85,18.34,0.2822,47.87,0.0862,22.42
2024-05-14,4369843.0,98059276.92,2.45,16.72,1.86,100.21,1.0,64110945.36,4051210.0,2856994.0,90909152.4,,,45039.0,0.61,,,,1.36,25904.0,61296.0,,,0.61,45039.0,,18132.0,77114.0,90.58,1.74,,,7.85,7.85,47587544.0,1067864487.36,,1062.98,7.85,18.01,0.2845,48.29,0.0846,22.44
2024-05-15,5031465.0,113006703.9,2.82,18.98,2.14,115.29,1.0,75690806.42,4618020.0,3370027.0,103720729.2,,,207338.0,12.84,,,,2.85,559747.0,126144.0,,,12.84,207338.0,,485616.0,46714.0,103.11,1.08,,,8.87,8.87,47443284.0,1065576158.64,,1059.63,8.87,18.44,0.2935,49.35,0.0966,22.46
2024-05-16,4989120.0,111856070.4,2.79,18.99,2.12,114.55,1.0,74283558.24,4709940.0,3313272.0,105596854.8,,,36494.0,1.46,,,,0.22,65121.0,9695.0,,,1.46,36494.0,,65121.0,121876.0,105.62,2.69,,,8.98,8.98,47751460.0,1070587733.2,,1068.29,9.0,18.89,0.2974,49.73,0.0951,22.42
2024-05-17,5094762.0,116262468.84,2.85,19.16,2.16,118.19,1.0,77124320.42,4615180.0,3379681.0,105318407.6,,,,2.5,,,,2.12,106360.0,94760.0,,,2.5,,,,39951.0,103.66,0.91,,,8.78,8.78,47946052.0,1094128906.64,,1074.11,8.8,17.71,0.2875,49.02,0.0969,22.82
2024-05-20,4856103.0,111399002.82,2.72,18.45,2.06,114.01,1.0,72760977.3,4435865.0,3171795.0,101758743.1,,,1000.0,0.02,,,,7.0,1000.0,320315.0,,,0.02,1000.0,,140000.0,208886.0,101.19,4.46,,,8.42,8.42,48246476.0,1106774159.44,,1098.73,8.43,18.17,0.3109,51.22,0.0922,22.94
2024-05-21,5001589.0,116036864.8,2.8,19.64,2.12,118.21,1.0,70580919.2,4663134.0,3042281.0,108184708.8,,,36702.0,0.2,,,,1.23,6000.0,53731.0,,,0.2,36702.0,,244298.0,135514.0,106.94,3.1,,,8.85,8.85,48000160.0,1113603712.0,,1100.1,8.86,17.63,0.2989,49.88,0.095,23.2
2024-05-22,6245035.0,144010507.1,3.5,24.16,2.65,147.75,1.0,86251318.0,6089878.0,3740300.0,140432586.68,,,1365557.0,8.44,,370315.0,,7.37,349000.0,322158.0,,,8.44,1365557.0,8.78,383345.0,21296.0,141.09,0.79,,,11.58,11.58,46504128.0,1072385191.68,,1074.03,11.61,22.06,0.2211,39.28,0.1187,23.06
2024-05-23,7337966.0,170681089.16,4.11,28.07,3.12,173.7,1.0,104224803.6,6772449.0,4480860.0,157527163.74,,,244635.0,17.67,,,,0.67,741340.0,27736.0,,,17.67,244635.0,,465672.0,780.0,156.14,0.02,,,12.81,12.81,46095868.0,1072189889.68,,1060.25,12.84,18.61,0.1819,33.66,0.1388,23.26
2024-05-24,7761553.0,176730648.74,4.34,29.89,3.29,184.04,1.0,110305175.12,6489087.0,4844318.0,147756583.67,,,137583.0,14.22,,,,6.71,582032.0,293657.0,,,14.22,137583.0,,8762.0,218574.0,150.21,5.32,3.14,,12.32,12.32,46202264.0,1052026068.75,136050.0,1068.33,12.33,17.95,0.1714,31.63,0.1473,23.2
2024-05-27,7637041.0,173360830.7,4.27,29.08,3.24,179.4,1.0,108514989.2,6451510.0,4780396.0,146449277.0,,,12000.0,0.0,,,,2.32,7735.0,98077.0,,,0.0,12000.0,,48500.0,71657.0,148.67,1.63,,,12.24,12.24,46269504.0,1050317740.8,,1065.86,12.24,17.68,0.1731,31.82,0.1449,22.7
2024-05-28,11294749.0,258197962.14,6.32,43.57,4.79,260.99,1.0,131811925.86,7953981.0,5766051.0,181828005.66,,,407363.0,0.1,,1082519.0,,2.82,12000.0,120157.0,,,0.1,407363.0,24.57,1215265.0,108864.0,180.53,2.87,,,15.07,15.07,44834852.0,1024924716.72,,1015.12,15.1,18.96,0.159,28.51,0.214,22.86
2024-05-29,11351057.0,257214951.62,6.35,42.97,4.82,263.44,1.0,132028490.0,7966872.0,5826500.0,180529319.52,,,298.0,1.46,,,,0.1,60449.0,4439.0,,,1.46,298.0,,17032.0,,182.39,,,,15.12,15.12,44713224.0,1013201655.84,,1019.02,15.18,18.88,0.1574,28.16,0.2155,22.66
2024-05-30,9191379.0,211769372.16,5.15,34.36,3.9,213.73,1.0,118421429.76,7025505.0,5139819.0,161867635.2,,,103353.0,10.24,,,,29.75,438758.0,1272620.0,,,10.24,103353.0,,227900.0,1125439.0,159.16,25.92,,,13.27,13.27,45907160.0,1057700966.4,,1038.46,13.29,15.13,0.1827,35.42,0.1736,23.04
2024-05-31,8936063.0,207852825.38,5.0,33.23,3.79,211.02,1.0,120050349.36,6875228.0,5161236.0,159917803.28,,,65426.0,1.22,,,,9.29,39443.0,437204.0,,,1.22,65426.0,,221501.0,18026.0,158.49,0.07,,,12.87,12.87,46540576.0,1082533797.76,,1069.86,12.9,16.62,0.1917,36.31,0.1673,23.26
2024-06-03,8528424.0,197688868.32,4.77,30.99,3.62,201.75,1.0,114947649.7,6629150.0,4958915.0,153663697.0,,,,2.54,,,,5.91,116300.0,263188.0,,,2.54,,,17110.0,318621.0,153.59,7.2,,,12.62,12.62,45914432.0,1064296533.76,,1063.09,12.62,16.63,0.2016,37.89,0.1623,23.18
2024-06-04,8074576.0,186199722.56,4.52,29.57,3.43,190.98,1.0,108495339.9,6270970.0,4704915.0,144608568.2,,,12634.0,0.05,,,,8.65,2160.0,375002.0,,,0.05,12634.0,,4188.0,256160.0,145.34,5.94,,,11.95,11.95,46196456.0,1065290275.36,,1066.44,11.99,17.6,0.2182,39.96,0.1539,23.06
2024-06-05,8449576.0,196537137.76,4.73,31.84,3.59,200.02,1.0,115369925.64,6431475.0,4960014.0,149596108.5,,,168995.0,7.63,,5000.0,,1.98,330382.0,85570.0,,,7.63,168995.0,0.12,77080.0,80283.0,148.7,1.87,,,12.27,12.27,45971068.0,1069287041.68,,1058.73,12.32,16.75,0.2043,38.36,0.1612,23.26
2024-06-06,8506203.0,198875026.14,4.76,31.72,3.61,202.47,1.0,117902955.24,6670616.0,5042898.0,155959002.08,,,99932.0,3.43,,,,2.4,132946.0,105832.0,,,3.43,99932.0,,245041.0,50062.0,155.18,1.13,,,12.71,12.71,45804364.0,1070906030.32,,1062.31,12.75,16.65,0.2036,38.1,0.1621,23.38
2024-06-07,7583267.0,173201818.28,4.25,28.51,3.22,180.21,1.0,112256041.92,5852001.0,4914888.0,133659702.84,,,72423.0,0.23,,,,21.26,10000.0,922019.0,,,0.23,72423.0,,30981.0,138010.0,136.77,2.93,,,11.15,11.15,46633096.0,1065099912.64,,1085.16,11.19,12.77,0.2282,42.38,0.1445,22.84
2024-06-10,7075427.0,158206547.72,3.96,26.65,3.0,163.95,1.0,100448387.0,5654280.0,4492325.0,126429700.8,,,32269.0,0.7,,,,11.98,37912.0,510828.0,,,0.7,32269.0,,280838.0,460475.0,129.0,12.17,,,10.83,10.83,46536220.0,1040549879.2,,1057.64,10.87,14.7,0.2492,45.52,0.1356,22.36
2024-06-11,7229148.0,157450843.44,4.05,27.1,3.07,163.52,1.0,97076378.52,5832593.0,4457134.0,127033875.54,,,316476.0,1.28,,111925.0,,7.28,56782.0,290095.0,,,1.28,316476.0,2.52,151932.0,203898.0,129.9,5.1,,,11.2,11.2,46227728.0,1006839915.84,,1026.67,11.23,16.11,0.2384,44.04,0.1389,21.78
2024-06-12,7242660.0,161656171.2,4.05,26.64,3.07,162.86,1.0,103396172.4,5809978.0,4632445.0,129678708.96,,,34750.0,5.92,,,,1.74,270993.0,57365.0,,,5.92,34750.0,,,95682.0,126.57,2.7,,,11.14,11.14,46329976.0,1034085064.32,,1008.34,11.15,15.79,0.2463,44.85,0.1389,22.32
2024-06-13,7512188.0,165418379.76,4.21,26.81,3.19,171.18,1.0,105378801.9,5953633.0,4785595.0,131098998.66,,,93121.0,2.95,,101478.0,,1.56,121331.0,98921.0,,,2.95,93121.0,2.37,149455.0,69659.0,133.39,2.3,,,11.42,11.42,46169496.0,1016652301.92,,1028.24,11.48,15.36,0.2239,42.36,0.1441,22.02
2024-06-14,7955616.0,164681251.2,4.45,27.59,3.38,174.94,1.0,96539004.0,6320702.0,4663720.0,130838531.4,,,124830.0,2.1,,,,4.35,97437.0,178698.0,,,2.1,124830.0,,420937.0,219312.0,138.39,5.49,,,12.15,12.15,45708600.0,946168020.0,,996.67,12.19,16.92,0.203,39.12,0.1529,20.7
2024-06-17,7887590.0,162957609.4,4.42,25.06,3.35,167.23,1.0,94949496.58,6252213.0,4595813.0,129170720.58,,,32944.0,,,,,2.38,,101433.0,,,,32944.0,,,67907.0,129.78,2.5,,,12.02,12.02,45749840.0,945191694.4,,943.41,12.09,16.97,0.2102,40.07,0.1517,20.66
2024-06-18,7535200.0,158239200.0,4.2,23.11,3.2,160.96,1.0,94009146.0,5904769.0,4476626.0,124000149.0,,,36004.0,0.42,,,,8.73,16430.0,419098.0,,,0.42,36004.0,,35650.0,135617.0,122.85,2.93,,,11.35,11.35,46142132.0,968984772.0,,952.43,11.43,17.99,0.2285,42.31,0.1448,21.0
2024-06-19,7342801.0,153611396.92,4.1,23.0,3.12,157.43,1.0,93078602.88,5737356.0,4449264.0,120025487.52,,,98712.0,0.39,,38552.0,,6.26,19038.0,304677.0,,,0.39,98712.0,0.79,38552.0,84952.0,120.61,1.77,,,11.03,11.03,46255988.0,967675268.96,,967.79,11.08,17.47,0.2343,43.25,0.1412,20.92
2024-06-20,7082313.0,150428328.12,3.95,22.11,3.01,153.47,1.0,85678336.8,5875313.0,4033820.0,124791648.12,,,193408.0,1.08,,,,1.08,46750.0,55451.0,,,1.08,193408.0,,,462194.0,123.93,9.33,,,11.32,11.32,46024456.0,977559445.44,,963.37,11.4,19.99,0.2581,45.07,0.1365,21.24
2024-06-21,6775470.0,141200794.8,3.78,20.6,2.88,146.39,1.0,85788422.68,5481473.0,4116527.0,114233897.32,,,5343.0,1.99,,,,8.57,92340.0,399183.0,,,1.99,5343.0,,,9633.0,116.27,0.07,,,10.54,10.54,46542448.0,969944616.32,,984.04,10.57,20.88,0.2763,46.67,0.1302,20.84
2024-06-24,6959121.0,149064371.82,3.88,20.41,2.95,150.18,1.0,87465828.24,5647616.0,4083372.0,120971934.72,,,11086.0,1.1,,,,3.54,46160.0,164474.0,,,1.1,11086.0,,319531.0,79315.0,118.01,2.0,,,10.87,10.87,46301440.0,991776844.8,,965.63,10.89,20.04,0.2665,46.16,0.134,21.42
2024-06-25,7110967.0,148903648.98,3.97,21.18,3.02,154.35,1.0,86278767.9,5746809.0,4120285.0,120338180.46,,,141634.0,2.49,,,,1.72,104853.0,102441.0,,,2.49,141634.0,,60000.0,67940.0,122.98,1.4,,,11.05,11.05,46267792.0,968847564.48,,985.46,11.1,22.04,0.266,45.16,0.1367,20.94
2024-06-26,7132108.0,144496508.08,3.98,21.81,3.03,150.96,1.0,83352861.34,5936868.0,4114159.0,120280945.68,,,252614.0,1.86,,,,1.55,90505.0,62555.0,,,1.86,252614.0,,,96631.0,124.18,2.19,,,11.46,11.46,45871828.0,929363235.28,,954.17,11.52,23.06,0.2673,44.85,0.1377,20.26
2024-06-27,6924123.0,141113626.74,3.86,20.82,2.94,143.98,1.0,80586799.8,5686391.0,3954210.0,115888648.58,,,40362.0,1.88,,,,6.51,113528.0,294164.0,,,1.88,40362.0,,3325.0,273477.0,115.43,5.74,,,10.98,10.98,46120112.0,939927882.56,,933.27,11.01,23.4,0.2787,45.94,0.1337,20.38
2024-06-28,7141048.0,144391990.56,3.98,21.47,3.03,148.28,1.0,84751260.54,6225094.0,4191457.0,125871400.68,,,454250.0,5.7,,28710.0,,0.96,304123.0,47340.0,,,5.7,454250.0,0.58,131793.0,95586.0,126.86,1.94,,,12.09,12.09,45255816.0,915072599.52,,919.16,12.13,22.63,0.264,44.48,0.1387,20.22
2024-07-01,7391517.0,151969589.52,4.12,21.71,3.14,153.82,1.0,91229633.84,6196740.0,4437239.0,127404974.4,,,154005.0,8.45,,,,4.26,371952.0,202547.0,,,8.45,154005.0,,20188.0,126170.0,126.15,2.63,,,12.0,12.0,45460476.0,934667386.56,,918.49,12.08,20.61,0.2482,43.54,0.1431,20.56
2024-07-02,7357759.0,149068197.34,4.11,20.87,3.12,153.43,1.0,89024283.66,6113965.0,4394091.0,123868930.9,,,44510.0,0.0,,,,2.48,1000.0,127749.0,,,0.0,44510.0,,464.0,44148.0,125.53,0.86,,,11.84,11.84,45534452.0,922527997.52,,931.9,11.87,20.81,0.2492,43.54,0.1425,20.26
2024-07-03,7252409.0,147949143.6,4.05,20.57,3.08,150.49,1.0,90552458.4,6016108.0,4438846.0,122728603.2,,,42089.0,1.62,,,,3.91,54596.0,163453.0,,,1.62,42089.0,,23507.0,9841.0,121.8,0.27,,,11.62,11.62,45748896.0,933277478.4,,925.32,11.63,20.21,0.259,44.87,0.1401,20.4
2024-07-04,7330933.0,153216499.7,4.09,20.64,3.11,153.97,1.0,92037936.1,6085221.0,4403729.0,127181118.9,,,232483.0,,,,,3.16,,163370.0,,,,232483.0,,,35117.0,124.45,0.74,,,11.71,11.71,45868220.0,958645798.0,,936.79,11.73,18.82,0.2515,44.4,0.1411,20.9
2024-07-05,7440972.0,153879300.96,4.15,20.91,3.16,157.52,1.0,94099376.8,5932828.0,4550260.0,122690883.04,,,32000.0,5.66,,,,3.54,269193.0,184393.0,,,5.66,32000.0,,,122662.0,123.61,2.41,,,11.43,11.43,45983640.0,950941675.2,,956.33,11.45,18.34,0.2445,43.24,0.1433,20.68
2024-07-08,7278393.0,150080463.66,4.06,20.48,3.09,153.4,1.0,91876162.84,5504615.0,4455682.0,113505161.3,,,12000.0,0.43,,,,9.4,21289.0,449502.0,,,0.43,12000.0,,9289.0,115867.0,113.84,2.42,,,10.64,10.64,46223216.0,953122713.92,,955.23,10.65,18.39,0.2539,44.33,0.1407,20.62
2024-07-09,7113672.0,145403455.68,3.97,19.76,3.02,149.2,1.0,87560912.88,5506678.0,4283802.0,112556498.32,,,135989.0,,,,,2.82,,133926.0,,,,135989.0,,,171880.0,113.49,3.6,,,10.63,10.63,46273160.0,945823390.4,,953.43,10.64,18.57,0.2602,45.24,0.1374,20.44
2024-07-10,7089928.0,144918128.32,3.96,19.89,3.01,147.9,1.0,87384372.6,5447795.0,4275165.0,111352929.8,,,155000.0,,,20836.0,,4.69,,213883.0,,,,155000.0,0.45,,29473.0,111.24,0.62,,,10.53,10.53,46304112.0,946456049.28,,943.85,10.54,18.72,0.2697,46.45,0.137,20.44
2024-07-11,6960294.0,144634909.32,3.88,19.49,2.95,146.15,1.0,88320485.92,5254646.0,4250264.0,109191543.88,,,70516.0,0.75,,,,5.4,36842.0,263665.0,,,0.75,70516.0,,,61743.0,107.52,1.41,,,10.12,10.12,46669992.0,969802433.76,,954.58,10.12,18.67,0.278,47.62,0.134,20.78
2024-07-12,5900633.0,123441242.36,3.29,16.53,2.5,125.87,1.0,85216281.12,5120645.0,4073436.0,107123893.4,,,77818.0,0.38,,21870.0,,4.85,15935.0,247208.0,,,0.38,77818.0,0.46,35389.0,214633.0,106.49,4.07,,,9.83,9.83,46974836.0,982713569.12,,974.83,9.85,21.23,0.2391,41.88,0.1133,20.92
2024-07-15,5835141.0,120670715.88,3.26,16.89,2.48,124.29,1.0,84502595.32,5071476.0,4086199.0,104878123.68,,,29086.0,0.78,,,,1.52,40360.0,78255.0,,,0.78,29086.0,,,27597.0,106.08,0.55,,,9.72,9.72,47083324.0,973683140.32,,980.58,9.76,21.63,0.2423,42.03,0.1119,20.68
2024-07-16,5802764.0,119885104.24,3.24,17.08,2.46,122.73,1.0,83940340.4,5066244.0,4062940.0,104668601.04,,,9617.0,0.06,,1350.0,,0.57,2868.0,25862.0,,,0.06,9617.0,0.03,11013.0,27477.0,104.8,0.59,,,9.91,9.91,46033132.0,951044507.12,,950.05,9.94,21.73,0.2457,42.37,0.1136,20.66
2024-07-17,5713072.0,117117976.0,3.19,16.59,2.43,120.25,1.0,81142116.0,5100102.0,3958152.0,104552091.0,,,44027.0,0.05,,,,0.33,18248.0,10169.0,,,0.05,44027.0,,,123036.0,104.95,2.63,,,9.98,9.98,46017544.0,943359652.0,,946.27,9.98,22.71,0.256,43.14,0.1118,20.5
2024-07-18,5644175.0,116721539.0,3.15,16.53,2.4,119.28,1.0,81123462.64,5128777.0,3922798.0,106063108.36,,,,0.1,,,,1.29,4660.0,61389.0,,,0.1,,,90064.0,40014.0,105.49,0.82,,,10.05,10.05,45882916.0,948858702.88,,940.58,10.08,22.35,0.261,43.93,0.1106,20.68
2024-07-19,5745787.0,117903549.24,3.21,16.87,2.44,121.17,1.0,82919144.88,5133745.0,4040894.0,105344447.4,,,19038.0,2.42,,,,0.28,118496.0,17837.0,,,2.42,19038.0,,3767.0,400.0,105.96,0.01,,,10.05,10.05,45958424.0,943066860.48,,947.49,10.06,21.8,0.25,42.88,0.1125,20.52
2024-07-22,5708752.0,117486116.16,3.19,16.98,2.42,120.2,1.0,83541958.08,5096710.0,4059376.0,104890291.8,,,115501.0,2.96,,,,3.39,139863.0,161645.0,,,2.96,115501.0,,9109.0,121381.0,104.57,2.51,,,9.97,9.97,46011856.0,946923996.48,,942.24,9.99,21.09,0.2504,43.19,0.1117,20.58
2024-07-23,5729025.0,116070046.5,3.2,17.13,2.43,120.04,1.0,82639142.06,5116983.0,4078931.0,103670075.58,,,40248.0,0.73,,,,0.48,35330.0,24450.0,,,0.73,40248.0,,4475.0,15775.0,105.23,0.35,,,10.03,10.03,45895348.0,929839750.48,,941.25,10.06,21.23,0.2469,42.71,0.1123,20.26
2024-07-24,5564323.0,112733183.98,3.1,16.81,2.36,115.86,1.0,78842580.14,5001657.0,3891539.0,101333570.82,,,63780.0,0.2,,,,4.02,10000.0,179106.0,,,0.2,63780.0,,,197392.0,101.41,4.1,,,9.81,9.81,45958664.0,931122532.64,,929.15,9.84,21.24,0.2613,44.28,0.1092,20.26
2024-07-25,5658420.0,117242462.4,3.16,17.38,2.4,119.05,1.0,82635193.2,5088345.0,3988185.0,105430508.4,,,79386.0,2.97,,,,0.57,141032.0,30258.0,,,2.97,79386.0,,37560.0,44386.0,103.42,0.93,,,10.01,10.01,45719288.0,947303647.36,,928.96,10.02,20.61,0.256,43.98,0.1114,20.72
2024-07-26,5431644.0,116237181.6,3.03,16.19,2.31,117.46,1.0,86866666.0,4845128.0,4059190.0,103685739.2,,,47155.0,1.87,,,,5.85,71365.0,297781.0,,,1.87,47155.0,,7409.0,360.0,100.74,0.01,,,9.51,9.51,46084852.0,986215832.8,,959.3,9.5,20.1,0.2735,46.03,0.1066,21.4
2024-07-29,5832630.0,124351671.6,3.25,18.52,2.48,127.21,1.0,93302588.08,5188163.0,4376294.0,110611635.16,,,386938.0,6.02,,34451.0,,0.97,282653.0,52000.0,,,6.02,386938.0,0.74,8097.0,,111.19,,,,10.2,10.2,45684388.0,973991152.16,,974.61,10.24,20.33,0.2453,42.28,0.1147,21.32
2024-07-30,5890178.0,127463451.92,3.29,19.01,2.5,129.35,1.0,95385874.0,5264873.0,4407850.0,113931851.72,,,63643.0,2.71,,,,0.65,113817.0,28416.0,,,2.71,63643.0,,41483.0,82261.0,112.5,1.73,,,10.28,10.28,45950796.0,994375225.44,,979.28,10.3,20.92,0.2492,42.19,0.115,21.64
2024-07-31,6021881.0,128747815.78,3.36,19.43,2.56,132.06,1.0,95905228.1,5374376.0,4485745.0,114904158.88,,,110255.0,1.57,,,,0.0,79395.0,752.0,,,1.57,110255.0,,,1500.0,116.04,0.03,,,10.48,10.48,45887948.0,981084328.24,,986.28,10.53,21.36,0.2414,40.94,0.1175,21.38
2024-08-01,6075607.0,126008089.18,3.39,19.64,2.58,130.33,1.0,93402444.82,5414232.0,4503493.0,112291171.68,,,78216.0,0.0,,11656.0,,0.89,6092.0,40928.0,,,0.0,78216.0,0.26,2568.0,,115.41,,,,10.47,10.47,46290452.0,960063974.48,,981.11,10.52,21.45,0.2365,40.31,0.1175,20.74
