,CDA FP Equity_DX_SI_QTY,CDA FP Equity_DX_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CDA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CDA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CDA FP Equity_DX_SI_MV,CDA FP Equity_DX_DSS,CDA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY,CDA FP Equity_DX_BROKER_SI_QTY,CDA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CDA FP Equity_DX_BROKER_SI_MV_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CDA FP Equity_DX_BROKER_SI_MV_INC_x,CDA FP Equity_DX_SUPPLY_SI_MV_NEW,CDA FP Equity_DX_BROKER_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_NEW,CDA FP Equity_DX_SUPPLY_SI_MV_DEC,CDA FP Equity_DX_BROKER_SI_QTY_INC,CDA FP Equity_DX_SUPPLY_SI_QTY_DEC,CDA FP Equity_DX_BROKER_SI_MV_NEW_y,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CDA FP Equity_DX_BROKER_SI_MV_INC_y,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CDA FP Equity_DX_BROKER_SI_MV_ADD,CDA FP Equity_DX_SUPPLY_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_DEC,CDA FP Equity_DX_SUPPLY_SI_MV,CDA FP Equity_DX_BROKER_SI_MV_DEC,CDA FP Equity_DX_SUPPLY_SI_MV_RMV,CDA FP Equity_DX_BROKER_SI_MV_RMV,CDA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CDA FP Equity_DX_UTILIZATION_QUANTITY,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CDA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CDA FP Equity_DX_ACTIVE_UTILIZATION_MV,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CDA FP Equity_DX_BROKER_SI_CON_RATIO,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CDA FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-07-25,64296.0,913003.2,0.23,2.24,0.13,0.93,0.0,870403.2,49469.0,61296.0,702459.8,,,,,,6896.0,,0.1,,6896.0,,,,,0.1,,,0.71,,,,2.41,2.41,1999148.0,28387901.6,,28.65,2.43,21.77,0.348,51.9,0.0314
2023-07-26,57400.0,782936.0,0.2,1.97,0.11,0.8,0.0,742016.0,49469.0,54400.0,674757.16,,,,,,,,,,,,,,,,,6896.0,0.7,0.1,,,2.41,2.41,1999148.0,27268378.72,,27.96,2.44,24.24,0.4196,57.86,0.028
2023-07-27,57400.0,765716.0,0.2,1.88,0.11,0.78,0.0,725696.0,49469.0,54400.0,659916.46,,,,,,,,,,,,,,,,,,0.68,,,,2.42,2.42,1993747.0,26596584.98,,27.01,2.45,24.24,0.4219,58.13,0.0281
2023-07-28,60788.0,820638.0,0.21,1.92,0.12,0.83,0.0,734400.0,52857.0,54400.0,713569.5,,,3388.0,,,,,,,,,,,3388.0,,,,0.7,,,,2.59,2.59,1990218.0,26867943.0,,26.66,2.57,23.09,0.3821,55.3,0.0298
2023-07-31,116910.0,1564255.8,0.41,3.72,0.23,1.59,0.0,995472.0,88979.0,74400.0,1190539.02,,,,0.27,,,,,20000.0,,,,0.27,,,36122.0,,1.21,,,,4.4,4.4,1934232.0,25880024.16,,26.04,4.43,28.62,0.2588,31.83,0.0578
2023-08-01,116910.0,1545550.2,0.41,3.62,0.23,1.57,0.0,983568.0,88979.0,74400.0,1176302.38,,,,,,,,,,,,,,,,,,1.19,,,,4.4,4.4,1931932.0,25540141.04,,25.75,4.42,28.61,0.2586,31.69,0.0579
2023-08-02,116910.0,1540873.8,0.41,3.57,0.23,1.55,0.0,980592.0,88979.0,74400.0,1172743.22,,,,,,,,,,,,,,,,,,1.18,,,,4.4,4.4,1931758.0,25460570.44,,25.52,4.41,28.75,0.2584,31.59,0.0579
2023-08-03,116910.0,1515153.6,0.41,3.5,0.23,1.54,0.0,964224.0,88979.0,74400.0,1153167.84,,,,,,,,,,,,,,,,,,1.17,,,,4.43,4.43,1918177.0,24859573.92,,25.12,4.46,28.48,0.2588,31.81,0.0582
2023-08-04,115212.0,1506972.96,0.41,3.4,0.23,1.51,0.0,973152.0,87281.0,74400.0,1141635.48,,,,,,,,0.03,,1698.0,,,,,,,,1.13,,,,4.36,4.36,1914338.0,25039541.04,,24.87,4.34,29.43,0.2569,30.44,0.0576
2023-08-07,115212.0,1504668.72,0.41,3.39,0.23,1.52,0.0,971664.0,87281.0,74400.0,1139889.86,,,,,,,,,,,,,,,,,,1.15,,,,4.38,4.38,1905525.0,24886156.5,,24.93,4.39,29.25,0.2572,30.68,0.0578
2023-08-08,120612.0,1567956.0,0.43,3.52,0.24,1.58,0.0,1037400.0,87281.0,79800.0,1134653.0,,,,0.07,,,,,5400.0,,,,0.07,,,,,1.14,,,,4.4,4.4,1896256.0,24651328.0,,24.73,4.42,28.36,0.2579,29.38,0.0608
2023-08-09,120612.0,1563131.52,0.43,3.49,0.24,1.57,0.0,1034208.0,87281.0,79800.0,1131161.76,,,,,,,,,,,,,,,,,,1.13,,,,4.4,4.4,1896545.0,24579223.2,,24.62,4.4,28.4,0.2579,29.18,0.0608
2023-08-10,120612.0,1551070.32,0.43,3.54,0.24,1.57,0.0,1026228.0,87281.0,79800.0,1122433.66,,,,,,,,,,,,,,,,,,1.13,,,,4.43,4.43,1883159.0,24217424.74,,24.34,4.43,28.46,0.258,29.21,0.0612
2023-08-11,127712.0,1660256.0,0.45,3.69,0.25,1.66,0.0,1129700.0,87281.0,86900.0,1134653.0,,,,0.09,,,,,7100.0,,,,0.09,,,,,1.13,,,,4.43,4.43,1881488.0,24459344.0,,24.31,4.43,27.52,0.2623,32.18,0.0649
2023-08-14,127712.0,1614279.68,0.45,3.67,0.25,1.65,0.0,1098416.0,87281.0,86900.0,1103231.84,,,,,,,,,,,,,,,,,,1.14,,,,4.45,4.45,1873513.0,23681204.32,,24.13,4.5,27.84,0.2636,32.65,0.0651
2023-08-15,150512.0,1923543.36,0.53,4.5,0.3,1.92,0.0,1256274.0,98681.0,98300.0,1261143.18,,,6650.0,0.13,,,,,11400.0,,,,0.13,6650.0,,4750.0,,1.25,,,,5.02,5.02,1867785.0,23870292.3,,23.71,5.02,23.49,0.2939,42.26,0.0765
2023-08-16,164512.0,2109043.84,0.58,5.15,0.33,2.12,0.0,1349946.0,105681.0,105300.0,1354830.42,,,7000.0,0.1,,,,,7000.0,,,,0.1,7000.0,,,,1.36,,,,5.37,5.37,1863741.0,23893159.62,,23.86,5.39,21.61,0.3192,47.19,0.0835
2023-08-17,154512.0,2002475.52,0.55,4.88,0.31,2.0,0.0,1235088.0,105681.0,95300.0,1369625.76,,,,,,,,,,,,,,,,,10000.0,1.36,0.13,,,5.37,5.37,1864018.0,24157673.28,,23.99,5.37,22.87,0.3009,43.77,0.0784
2023-08-18,154512.0,1980843.84,0.55,4.92,0.31,2.01,0.0,1221746.0,105681.0,95300.0,1354830.42,,,,,,,,,,,,,,,,,,1.37,,,,5.38,5.38,1858323.0,23823700.86,,24.0,5.41,23.01,0.3025,44.07,0.0787
2023-08-21,154512.0,2002475.52,0.55,4.93,0.31,2.0,0.0,1235088.0,105681.0,95300.0,1369625.76,,,,,,,,,,,,,,,,,,1.36,,,,5.37,5.37,1863600.0,24152256.0,,23.98,5.35,22.81,0.3011,43.83,0.0785
2023-08-22,154512.0,1983934.08,0.55,4.91,0.31,2.01,0.0,1223652.0,105681.0,95300.0,1356944.04,,,,,,,,,,,,,,,,,,1.37,,,,5.37,5.37,1863767.0,23930768.28,,24.09,5.4,23.03,0.3022,44.02,0.0785
2023-08-23,154512.0,2014836.48,0.55,4.96,0.31,2.0,0.0,1242712.0,105681.0,95300.0,1378080.24,,,,,,,,,,,,,,,,,,1.36,,,,5.39,5.39,1856493.0,24208668.72,,23.96,5.37,22.78,0.3009,43.79,0.0787
2023-08-24,201512.0,2563232.64,0.71,6.71,0.4,2.62,0.0,1810056.0,105681.0,142300.0,1344262.32,,,,0.62,,,,,47000.0,,,,0.62,,,,,1.37,,,,5.4,5.4,1851749.0,23554247.28,,23.95,5.43,17.49,0.3921,57.38,0.1029
2023-08-25,170412.0,2191498.32,0.6,5.59,0.34,2.18,0.0,1520052.0,98681.0,118200.0,1269037.66,,,,,,,,0.09,,7000.0,,,,,,,24100.0,1.26,0.34,,,5.06,5.06,1851481.0,23810045.66,,23.65,5.05,20.64,0.3306,49.12,0.0874
2023-08-28,170412.0,2188090.08,0.6,5.43,0.34,2.2,0.0,1517688.0,98681.0,118200.0,1267064.04,,,,,,,,,,,,,,,,,,1.26,,,,5.07,5.07,1847687.0,23724301.08,,23.73,5.06,20.66,0.3319,49.32,0.0876
2023-08-29,157112.0,2023602.56,0.56,5.0,0.31,2.02,0.0,1436764.0,92031.0,111550.0,1185359.28,,,,,,,,0.09,,6650.0,,,,,,,6650.0,1.18,0.09,,,4.74,4.74,1847987.0,23802072.56,,23.73,4.72,22.34,0.307,45.0,0.081
2023-08-30,157112.0,2042456.0,0.56,5.06,0.31,2.04,0.0,1450150.0,92031.0,111550.0,1196403.0,,,,,,,,,,,,,,,,,,1.18,,,,4.75,4.75,1847404.0,24016252.0,,23.84,4.72,22.34,0.3061,44.82,0.081
2023-08-31,157112.0,2045598.24,0.56,5.09,0.31,2.05,0.0,1452381.0,92031.0,111550.0,1198243.62,,,,,,,,,,,,,,,,,,1.2,,,,4.74,4.74,1847704.0,24057106.08,,24.05,4.75,22.44,0.3063,44.88,0.081
2023-09-01,154724.0,1995939.6,0.55,4.96,0.31,2.02,0.0,1438995.0,89643.0,111550.0,1156394.7,,,,,,,,0.03,,2388.0,,,,,,,,1.17,,,,4.63,4.63,1846422.0,23818843.8,,23.98,4.64,22.81,0.3167,45.75,0.0799
2023-09-04,154724.0,1995939.6,0.55,4.99,0.31,2.01,0.0,1438995.0,89643.0,111550.0,1156394.7,,,,,,,,,,,,,,,,,,1.16,,,,4.63,4.63,1847270.0,23829783.0,,23.84,4.64,22.88,0.3155,45.51,0.0799
2023-09-05,154724.0,1999034.08,0.55,4.95,0.31,2.01,0.0,1441226.0,89643.0,111550.0,1158187.56,,,,,,,,,,,,,,,,,,1.16,,,,4.63,4.63,1846724.0,23859674.08,,23.85,4.64,22.83,0.3157,45.57,0.0799
2023-09-06,154724.0,1971183.76,0.55,5.08,0.31,2.0,0.0,1421147.0,89643.0,111550.0,1142051.82,,,,,,,,,,,,,,,,,,1.16,,,,4.65,4.65,1838896.0,23427535.04,,23.65,4.66,22.92,0.3171,45.81,0.0802
2023-09-07,162573.0,2041916.88,0.57,5.65,0.32,2.07,0.0,1401068.0,97492.0,111550.0,1224499.52,,,7849.0,,,,,,,,,,,7849.0,,,,1.24,,,,5.07,5.07,1826293.0,22938240.08,,23.16,5.09,21.81,0.2893,43.56,0.0845
2023-09-08,170422.0,2167767.84,0.6,6.08,0.34,2.16,0.0,1518755.28,97492.0,119399.0,1240098.24,,,,,,7849.0,,,,,,,,,0.1,,,1.22,,,,5.07,5.07,1826464.0,23232622.08,,23.04,5.04,20.54,0.2683,41.31,0.0886
2023-09-11,170422.0,2208669.12,0.6,6.07,0.34,2.19,0.0,1547411.04,97492.0,119399.0,1263496.32,,,,,,,,,,,,,,,,,,1.24,,,,5.07,5.07,1824096.0,23640284.16,,23.34,5.03,20.53,0.2684,41.3,0.0887
2023-09-12,162573.0,2126454.84,0.57,5.86,0.32,2.12,0.0,1561738.92,89643.0,119399.0,1172530.44,,,,,,,,0.09,,7849.0,,,,,,,,1.16,,,,4.67,4.67,1831727.0,23958989.16,,23.82,4.65,21.57,0.2883,43.39,0.0846
2023-09-13,154724.0,2008317.52,0.55,5.54,0.31,2.03,0.0,1447919.0,89643.0,111550.0,1163566.14,,,,,,,,,,,,,,,,,7849.0,1.17,0.1,,,4.66,4.66,1832856.0,23790470.88,,23.91,4.66,22.77,0.3166,45.74,0.0805
2023-09-14,154724.0,2029978.88,0.55,5.57,0.31,2.03,0.0,1463536.0,89643.0,111550.0,1176116.16,,,,,,,,,,,,,,,,,,1.17,,,,4.67,4.67,1828145.0,23985262.4,,23.84,4.68,22.79,0.3147,45.4,0.0807
2023-09-15,154724.0,2054734.72,0.55,5.69,0.31,2.05,0.0,1481384.0,89643.0,111550.0,1190459.04,,,,,,,,,,,,,,,,,,1.18,,,,4.64,4.64,1843811.0,24485810.08,,24.29,4.62,22.7,0.315,45.47,0.08
2023-09-18,154724.0,1999034.08,0.55,5.52,0.31,2.04,0.0,1441226.0,89643.0,111550.0,1158187.56,,,,,,,,,,,,,,,,,,1.18,,,,4.63,4.63,1847752.0,23872955.84,,24.28,4.65,22.87,0.3185,46.06,0.0799
2023-09-19,140724.0,1815339.6,0.5,5.0,0.28,1.83,0.0,1258395.0,89643.0,97550.0,1156394.7,,,,,,,,,,,,,,,,,14000.0,1.16,0.2,,,4.59,4.59,1865450.0,24064305.0,,24.12,4.58,25.04,0.2921,40.24,0.072
2023-09-20,147724.0,1929275.44,0.52,5.34,0.29,1.92,0.0,1365423.0,89643.0,104550.0,1170737.58,,,,0.09,,,,,7000.0,,,,0.09,,,,,1.16,,,,4.57,4.57,1872562.0,24455659.72,,24.29,4.54,23.65,0.3027,42.88,0.0753
2023-09-21,147724.0,1899730.64,0.52,5.31,0.29,1.92,0.0,1344513.0,89643.0,104550.0,1152808.98,,,,,,,,,,,,,,,,,,1.17,,,,4.57,4.57,1873601.0,24094508.86,,24.34,4.58,23.84,0.3048,43.32,0.0752
2023-09-22,147724.0,1893821.68,0.52,5.37,0.29,1.9,0.0,1340331.0,89643.0,104550.0,1149223.26,,,,,,,,,,,,,,,,,,1.15,,,,4.56,4.56,1874514.0,24031269.48,,24.1,4.55,23.77,0.3041,43.17,0.0752
2023-09-25,149724.0,1889516.88,0.53,5.5,0.3,1.92,0.0,1344661.0,89643.0,106550.0,1131294.66,,,,0.02,,,,,2000.0,,,,0.02,,,,,1.15,,,,4.56,4.56,1875935.0,23674299.7,,23.94,4.59,23.7,0.3081,44.0,0.0762
2023-09-26,149724.0,1874544.48,0.53,5.56,0.3,1.89,0.0,1334006.0,89643.0,106550.0,1122330.36,,,,,,,,,,,,,,,,,,1.13,,,,4.56,4.56,1876715.0,23496471.8,,23.63,4.57,23.64,0.3074,43.87,0.0761
2023-09-27,157724.0,1977858.96,0.56,5.89,0.31,1.99,0.0,1436457.0,89643.0,114550.0,1124123.22,,,,0.09,,,,,8000.0,,,,0.09,,,,,1.13,,,,4.58,4.58,1867474.0,23418123.96,,23.41,4.6,22.45,0.3209,46.55,0.0806
2023-09-28,157724.0,2031485.12,0.56,5.86,0.31,2.01,0.0,1475404.0,89643.0,114550.0,1154601.84,,,,,,,,,,,,,,,,,,1.13,,,,4.58,4.58,1867402.0,24052137.76,,23.62,4.55,22.28,0.319,46.24,0.0806
2023-09-29,157724.0,2050412.0,0.56,5.87,0.31,2.05,0.0,1489150.0,89643.0,114550.0,1165359.0,,,,,,,,,,,,,,,,,,1.15,,,,4.58,4.58,1867390.0,24276070.0,,24.12,4.57,22.26,0.3205,46.51,0.0806
2023-10-02,173108.0,2236555.36,0.61,6.44,0.34,2.26,0.0,1579366.64,97335.0,122242.0,1257568.2,,,7692.0,,,7692.0,,,,,,,,7692.0,0.1,,,1.27,,,,4.97,4.97,1861432.0,24049701.44,,24.2,4.99,20.33,0.2749,42.53,0.0884
2023-10-03,173108.0,2198471.6,0.61,6.52,0.34,2.24,0.0,1552473.4,97335.0,122242.0,1236154.5,,,,,,,,,,,,,,,,,,1.26,,,,4.95,4.95,1867222.0,23713719.4,,24.0,4.99,20.55,0.2755,42.63,0.0881
2023-10-04,165108.0,2103475.92,0.59,6.24,0.33,2.11,0.0,1455443.08,97335.0,114242.0,1240047.9,,,,,,,,,,,,,,,,,8000.0,1.24,0.12,,,4.95,4.95,1867422.0,23790956.28,,23.73,4.95,21.38,0.2609,39.66,0.084
2023-10-05,173108.0,2208858.08,0.61,6.33,0.34,2.22,0.0,1559807.92,101335.0,122242.0,1293034.6,,,,0.11,,,,,8000.0,,,,0.11,,,4000.0,,1.29,,,,5.16,5.16,1861228.0,23749269.28,,23.71,5.16,20.48,0.256,40.12,0.0882
2023-10-06,173108.0,2195009.44,0.61,6.58,0.34,2.22,0.0,1550028.56,101335.0,122242.0,1284927.8,,,,,,,,,,,,,,,,,,1.29,,,,5.17,5.17,1858365.0,23564068.2,,23.64,5.17,20.41,0.2565,40.21,0.0883
2023-10-09,169188.0,2138536.32,0.6,6.5,0.33,2.16,0.0,1585864.96,94193.0,125464.0,1190599.52,,,550.0,0.04,,,,0.1,3222.0,7692.0,,,0.04,550.0,,,,1.2,,,,4.81,4.81,1864337.0,23565219.68,,23.69,4.8,22.03,0.2712,41.1,0.0864
2023-10-10,161496.0,2076838.56,0.57,6.23,0.32,2.07,0.0,1514547.92,94193.0,117772.0,1211321.98,,,,,,,,,,,,,,,,,7692.0,1.19,0.1,,,4.8,4.8,1866659.0,24005234.74,,23.72,4.78,23.42,0.2942,42.82,0.0824
2023-10-11,162198.0,2092354.2,0.57,6.25,0.32,2.1,0.0,1528314.6,94193.0,118474.0,1215089.7,,,,0.01,,,,,702.0,,,,0.01,,,,,1.21,,,,4.81,4.81,1866099.0,24072677.1,,24.02,4.81,23.55,0.2944,42.76,0.0827
2023-10-12,163828.0,2123210.88,0.58,6.41,0.32,2.13,0.0,1556547.84,97051.0,120104.0,1257780.96,,,,0.08,,,,,5630.0,,,,0.08,,,2858.0,4000.0,1.26,0.05,,,4.95,4.95,1862347.0,24136017.12,,24.09,4.96,26.85,0.3054,42.37,0.0836
2023-10-13,159828.0,2033012.16,0.57,6.36,0.32,2.06,0.0,1476842.88,93051.0,116104.0,1183608.72,,,,,,,,0.05,,4000.0,,,,,,,4000.0,1.21,0.05,,,4.76,4.76,1863185.0,23699713.2,,24.01,4.78,27.11,0.3011,41.32,0.0817
2023-10-16,159828.0,2007439.68,0.57,6.29,0.32,2.03,0.0,1458266.24,93051.0,116104.0,1168720.56,,,,,,,,,,,,,,,,,,1.18,,,,4.78,4.78,1852362.0,23265666.72,,23.45,4.79,27.18,0.3007,41.22,0.0822
2023-10-17,165423.0,2084329.8,0.59,6.56,0.33,2.09,0.0,1533407.4,98646.0,121699.0,1242939.6,,,5595.0,0.07,,,,,5595.0,,,,0.07,5595.0,,,,1.24,,,,5.07,5.07,1845815.0,23257269.0,,23.21,5.06,29.91,0.2991,39.62,0.0851
2023-10-18,165423.0,2094255.18,0.59,6.57,0.33,2.1,0.0,1540709.34,98646.0,121699.0,1248858.36,,,,,,,,,,,,,,,,,,1.24,,,,5.07,5.07,1845605.0,23365359.3,,23.3,5.07,29.94,0.2991,39.61,0.0851
2023-10-19,132423.0,1636748.28,0.47,5.22,0.26,1.66,0.0,1096319.64,98646.0,88699.0,1219264.56,,,,,,,,,,,,,,,,,33000.0,1.24,0.41,,,5.09,5.09,1838304.0,22721437.44,,23.08,5.11,26.81,0.2814,36.87,0.0684
2023-10-20,132423.0,1602318.3,0.47,4.9,0.26,1.62,0.0,1073257.9,98646.0,88699.0,1193616.6,,,,,,,,,,,,,,,,,,1.21,,,,5.09,5.09,1838020.0,22240042.0,,22.55,5.1,26.73,0.2814,36.93,0.0684
2023-10-23,144408.0,1732896.0,0.51,5.4,0.29,1.75,0.0,1208208.0,108899.0,100684.0,1306788.0,,,5600.0,0.13,,,,,11985.0,,,,0.13,5600.0,,4653.0,,1.31,,,,5.64,5.64,1821674.0,21860088.0,,21.96,5.64,25.49,0.2669,36.17,0.0748
2023-10-24,157706.0,1952400.28,0.56,5.83,0.31,1.93,0.0,1349073.36,113909.0,108972.0,1410193.42,,,,0.07,,5010.0,,,3931.0,,,,0.07,,0.06,5010.0,653.0,1.37,0.01,,,5.9,5.9,1816488.0,22488121.44,,22.04,5.87,22.99,0.2471,36.41,0.0817
2023-10-25,157448.0,1977546.88,0.56,5.79,0.31,1.97,0.0,1365447.84,113256.0,108714.0,1422495.36,,,,,,,,0.01,,653.0,,,,,,,258.0,1.41,0.0,,,5.87,5.87,1817712.0,22830462.72,,22.62,5.85,23.17,0.246,36.05,0.0815
2023-10-26,156117.0,2004542.28,0.56,5.59,0.31,1.99,0.0,1378797.72,113256.0,107383.0,1454207.04,,,,0.09,,,,,5669.0,,,,0.09,,,,7000.0,1.43,0.08,,,5.86,5.86,1818635.0,23351273.4,,23.02,5.83,22.3,0.2592,40.04,0.0808
2023-10-27,156117.0,2004542.28,0.56,5.49,0.31,2.02,0.0,1378797.72,113256.0,107383.0,1454207.04,,,,,,,,,,,,,,,,,,1.45,,,,5.87,5.87,1816825.0,23328033.0,,23.32,5.86,22.56,0.2578,39.66,0.0809
2023-10-30,155971.0,2040100.68,0.55,5.71,0.31,2.03,0.0,1402659.96,113256.0,107237.0,1481388.48,,,,,,,,,,,,,,,,,146.0,1.45,0.0,,,5.85,5.85,1821325.0,23822931.0,,23.52,5.81,22.28,0.259,40.0,0.0806
2023-10-31,153497.0,2035370.22,0.55,5.49,0.3,2.03,0.0,1389157.38,118782.0,104763.0,1575049.32,,,4371.0,0.08,,,,,5526.0,,,,0.08,4371.0,,1155.0,8000.0,1.56,0.1,,,6.1,6.1,1827494.0,24232570.44,,24.02,6.08,22.75,0.2874,44.14,0.0789
2023-11-01,153497.0,2032300.28,0.55,5.3,0.3,2.04,0.0,1387062.12,114782.0,104763.0,1519713.68,,,929.0,,,,,0.06,,4929.0,,,,929.0,,,,1.52,,,,5.85,5.85,1847096.0,24455551.04,,24.48,5.86,23.08,0.2858,43.77,0.0782
2023-11-02,153497.0,2109048.78,0.55,5.27,0.3,2.09,0.0,1439443.62,114782.0,104763.0,1577104.68,,,,,,,,,,,,,,,,,,1.52,,,,5.83,5.83,1853445.0,25466334.3,,24.85,5.76,22.54,0.2895,44.54,0.078
2023-11-03,148487.0,2060999.56,0.53,4.93,0.29,2.06,0.0,1454110.44,109772.0,104763.0,1523635.36,,,,,,,,0.07,,5010.0,,,,,,,,1.5,,,,5.59,5.59,1852841.0,25717433.08,,25.52,5.55,23.58,0.304,45.63,0.0757
2023-11-06,148487.0,2060999.56,0.53,4.89,0.29,2.07,0.0,1454110.44,109772.0,104763.0,1523635.36,,,,,,,,,,,,,,,,,,1.53,,,,5.56,5.56,1865864.0,25898192.32,,25.9,5.56,23.76,0.3027,45.39,0.0752
2023-11-07,143477.0,1948417.66,0.51,4.69,0.28,1.97,0.0,1354645.74,109772.0,99753.0,1490703.76,,,,,,,,,,,,,,,,,5010.0,1.52,0.07,,,5.55,5.55,1868882.0,25379417.56,,25.75,5.59,24.87,0.3206,46.5,0.0725
2023-11-08,145411.0,2018304.68,0.52,4.71,0.29,2.01,0.0,1397993.6,110739.0,100720.0,1537057.32,,,967.0,0.03,,,,,967.0,,,,0.03,967.0,,,,1.5,,,,5.59,5.59,1871009.0,25969604.92,,25.61,5.55,23.92,0.3283,48.02,0.0734
2023-11-09,145411.0,2009580.02,0.52,4.41,0.29,2.03,0.0,1391950.4,110739.0,100720.0,1530412.98,,,,,,,,,,,,,,,,,,1.54,,,,5.59,5.59,1871289.0,25861213.98,,25.95,5.6,24.24,0.3265,47.63,0.0734
2023-11-10,161529.0,2229100.2,0.57,4.94,0.32,2.23,0.0,1594714.2,125578.0,115559.0,1732976.4,,,8664.0,0.01,,13560.0,,,1279.0,,,,0.01,8664.0,0.19,6175.0,,1.73,,,,6.33,6.33,1857729.0,25636660.2,,25.67,6.32,21.7,0.2855,44.5,0.0814
2023-11-13,152863.0,2130910.22,0.54,4.67,0.3,2.12,0.0,1490088.42,116912.0,106893.0,1629753.28,,,,,,,,0.13,,9402.0,,,,,,736.0,8666.0,1.61,0.12,,,5.91,5.91,1862940.0,25969383.6,,25.76,5.89,23.04,0.3117,46.97,0.0772
2023-11-14,157959.0,2268291.24,0.56,4.77,0.31,2.25,0.0,1608162.04,122008.0,111989.0,1752034.88,,,170.0,0.11,,,,,5096.0,,,,0.11,170.0,,4926.0,,1.69,,,,6.16,6.16,1858860.0,26693229.6,,26.15,6.07,22.01,0.3251,49.14,0.0797
2023-11-15,157959.0,2268291.24,0.56,4.58,0.31,2.28,0.0,1608162.04,122008.0,111989.0,1752034.88,,,,,,,,,,,,,,,,,,1.75,,,,5.86,5.86,1958488.0,28123887.68,,28.12,5.86,22.23,0.3228,48.76,0.0759
2023-11-16,157959.0,2243017.8,0.56,4.57,0.31,2.26,0.0,1590243.8,122008.0,111989.0,1732513.6,,,,,,,,,,,,,,,,,,1.75,,,,5.86,5.86,1959437.0,27824005.4,,28.02,5.88,22.38,0.3217,48.56,0.0759
2023-11-17,153065.0,2188829.5,0.54,4.41,0.3,2.19,0.0,1531458.5,117114.0,107095.0,1674730.2,,,,,,,,0.07,,4894.0,,,,,,,4894.0,1.66,0.07,,,5.63,5.63,1962641.0,28065766.3,,27.94,5.6,22.86,0.3429,50.36,0.0736
2023-11-20,153065.0,2182706.9,0.54,4.48,0.3,2.2,0.0,1527174.7,117114.0,107095.0,1670045.64,,,,,,,,,,,,,,,,,,1.67,,,,5.63,5.63,1964525.0,28014126.5,,28.05,5.62,23.06,0.3419,50.18,0.0735
2023-11-21,179573.0,2528387.84,0.64,5.25,0.36,2.56,0.0,1694513.92,130368.0,120349.0,1835581.44,,,,,,13254.0,,,,,,,,,0.19,13254.0,,1.86,,,,6.26,6.26,1951271.0,27473895.68,,27.69,6.3,19.82,0.2695,42.6,0.0863
2023-11-22,179573.0,2557119.52,0.64,5.22,0.36,2.55,0.0,1713769.76,130368.0,120349.0,1856440.32,,,,,,,,,,,,,,,,,,1.84,,,,6.28,6.28,1944380.0,27687971.2,,27.51,6.28,19.57,0.2713,42.99,0.0866
2023-11-23,179573.0,2557119.52,0.64,5.16,0.36,2.57,0.0,1713769.76,130368.0,120349.0,1856440.32,,,,,,,,,,,,,,,,,,1.85,,,,6.28,6.28,1945939.0,27710171.36,,27.61,6.29,19.69,0.2708,42.87,0.0865
2023-11-24,179573.0,2603808.5,0.71,5.17,0.36,2.59,0.0,1745060.5,130368.0,120349.0,1890336.0,,,,,,,,,,,,,,,,,,1.86,,,,6.34,6.34,1925739.0,27923215.5,,27.61,6.31,19.47,0.2722,43.16,0.0873
2023-11-27,179573.0,2567893.9,0.71,5.14,0.36,2.59,0.0,1720990.7,130368.0,120349.0,1864262.4,,,,,,,,,,,,,,,,,,1.89,,,,6.34,6.34,1927006.0,27556185.8,,27.79,6.36,19.8,0.2694,42.58,0.0873
2023-11-28,166319.0,2371708.94,0.66,4.81,0.33,2.39,0.0,1716176.74,117114.0,120349.0,1670045.64,,,,,,,,0.19,,13254.0,,,,,,,,1.67,,,,5.69,5.69,1940260.0,27668107.6,,27.7,5.69,21.3,0.2959,46.15,0.0808
2023-11-29,153065.0,2176584.3,0.61,4.41,0.3,2.19,0.0,1522890.9,117114.0,107095.0,1665361.08,,,,,,,,,,,,,,,,,13254.0,1.67,0.19,,,5.69,5.69,1940990.0,27600877.8,,27.65,5.71,23.14,0.3417,50.13,0.0744
