,SAMS FP Equity_DX_SI_QTY,SAMS FP Equity_DX_SHORT_INTEREST_VALUE,SAMS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SAMS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SAMS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SAMS FP Equity_DX_SI_MV,SAMS FP Equity_DX_DSS,SAMS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SAMS FP Equity_DX_SUPPLY_SI_QTY,SAMS FP Equity_DX_BROKER_SI_QTY,SAMS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SAMS FP Equity_DX_BROKER_SI_MV_NEW_x,SAMS FP Equity_DX_SUPPLY_SI_QTY_INC_x,SAMS FP Equity_DX_BROKER_SI_MV_INC_x,SAMS FP Equity_DX_BROKER_SI_QTY_ADD,SAMS FP Equity_DX_BROKER_SI_QTY_NEW,SAMS FP Equity_DX_SUPPLY_SI_MV_DEC,SAMS FP Equity_DX_BROKER_SI_QTY_INC,SAMS FP Equity_DX_SUPPLY_SI_QTY_DEC,SAMS FP Equity_DX_BROKER_SI_MV_NEW_y,SAMS FP Equity_DX_BROKER_SI_MV_INC_y,SAMS FP Equity_DX_SUPPLY_SI_QTY_INC_y,SAMS FP Equity_DX_BROKER_SI_MV_ADD,SAMS FP Equity_DX_SUPPLY_SI_QTY_ADD,SAMS FP Equity_DX_BROKER_SI_QTY_DEC,SAMS FP Equity_DX_SUPPLY_SI_MV,SAMS FP Equity_DX_BROKER_SI_MV_DEC,SAMS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SAMS FP Equity_DX_UTILIZATION_QUANTITY,SAMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SAMS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SAMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SAMS FP Equity_DX_ACTIVE_UTILIZATION_MV,SAMS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SAMS FP Equity_DX_BROKER_SI_CON_RATIO,SAMS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SAMS FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1215648.0,1.23,0.0,,0.0,,0.0
2016-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1216140.12,1.23,0.0,,0.0,,0.0
2016-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1218207.05,1.23,0.0,,0.0,,0.0
2016-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1218305.47,1.24,0.0,,0.0,,0.0
2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1240155.84,1.24,0.0,,0.0,,0.0
2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1249014.09,1.26,0.0,,0.0,,0.0
2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1254919.6,1.27,0.0,,0.0,,0.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1264762.1,1.27,0.0,,0.0,,0.0
2016-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1264860.53,1.28,0.0,,0.0,,0.0
2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1264762.1,1.28,0.0,,0.0,,0.0
2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1264860.53,1.28,0.0,,0.0,,0.0
2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1264860.53,1.28,0.0,,0.0,,0.0
2016-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1264860.53,1.28,0.0,,0.0,,0.0
2016-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1265746.35,1.28,0.0,,0.0,,0.0
2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1269683.36,1.28,0.0,,0.0,,0.0
2016-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1269683.36,1.29,0.0,,0.0,,0.0
2016-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1267616.43,1.29,0.0,,0.0,,0.0
2016-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1268699.11,1.29,0.0,,0.0,,0.0
2016-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1268206.98,1.29,0.0,,0.0,,0.0
2016-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1268403.83,1.29,0.0,,0.0,,0.0
2016-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1274604.61,1.29,0.0,,0.0,,0.0
2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1274703.04,1.29,0.0,,0.0,,0.0
2016-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1275588.86,1.29,0.0,,0.0,,0.0
2016-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1282183.34,1.3,0.0,,0.0,,0.0
2016-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1282183.34,1.3,0.0,,0.0,,0.0
2016-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1291632.15,1.3,0.0,,0.0,,0.0
2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1301573.08,1.31,0.0,,0.0,,0.0
2016-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9990.0,1301573.08,1.32,0.0,,0.0,,0.0
2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9988.0,1301410.91,1.32,0.0,,0.0,,0.0
2016-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9988.0,1301410.91,1.32,0.0,,0.0,,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9988.0,1301509.31,1.32,0.0,,0.0,,0.0
2016-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9988.0,1318730.25,1.32,0.0,,0.0,,0.0
2016-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9988.0,1325323.41,1.34,0.0,,0.0,,0.0
2016-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1307830.33,1.33,0.0,,0.0,,0.0
2016-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1326922.74,1.33,0.0,,0.0,,0.0
2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1326922.74,1.35,0.0,,0.0,,0.0
2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1329650.23,1.35,0.0,,0.0,,0.0
2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1329747.64,1.35,0.0,,0.0,,0.0
2016-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1329845.05,1.35,0.0,,0.0,,0.0
2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1329845.05,1.35,0.0,,0.0,,0.0
2016-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1344261.77,1.35,0.0,,0.0,,0.0
2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1354002.8,1.37,0.0,,0.0,,0.0
2016-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1392966.91,1.37,0.0,,0.0,,0.0
2016-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1393064.32,1.41,0.0,,0.0,,0.0
2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1461154.1,1.42,0.0,,0.0,,0.0
2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1441672.05,1.48,0.0,,0.0,,0.0
2016-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1427060.51,1.46,0.0,,0.0,,0.0
2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1402707.94,1.45,0.0,,0.0,,0.0
2016-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1402707.94,1.42,0.0,,0.0,,0.0
2016-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1400759.73,1.42,0.0,,0.0,,0.0
2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1400759.73,1.42,0.0,,0.0,,0.0
2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1396278.86,1.42,0.0,,0.0,,0.0
2016-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1388096.4,1.42,0.0,,0.0,,0.0
2016-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1387609.35,1.41,0.0,,0.0,,0.0
2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1383225.88,1.41,0.0,,0.0,,0.0
2016-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1405532.84,1.41,0.0,,0.0,,0.0
2016-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1412448.96,1.43,0.0,,0.0,,0.0
2016-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1411474.86,1.43,0.0,,0.0,,0.0
2016-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1411474.86,1.43,0.0,,0.0,,0.0
2016-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1387122.29,1.43,0.0,,0.0,,0.0
2016-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1387122.29,1.41,0.0,,0.0,,0.0
2016-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1391992.81,1.41,0.0,,0.0,,0.0
2016-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1391992.81,1.41,0.0,,0.0,,0.0
2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3947.0,555737.85,0.56,0.0,,0.0,,0.0
2016-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3947.0,555698.96,0.56,0.0,,0.0,,0.0
2016-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3947.0,555776.73,0.56,0.0,,0.0,,0.0
2016-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3947.0,552199.11,0.56,0.0,,0.0,,0.0
2016-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1388583.45,1.4,0.0,,0.0,,0.0
2016-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1387122.29,1.41,0.0,,0.0,,0.0
2016-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1387024.88,1.41,0.0,,0.0,,0.0
2016-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1387122.29,1.41,0.0,,0.0,,0.0
2016-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1384297.4,1.41,0.0,,0.0,,0.0
2016-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1384297.4,1.4,0.0,,0.0,,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1384297.4,1.4,0.0,,0.0,,0.0
2016-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1382154.37,1.4,0.0,,0.0,,0.0
2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1382251.78,1.4,0.0,,0.0,,0.0
2016-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1382349.19,1.4,0.0,,0.0,,0.0
2016-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9887.0,1382349.19,1.4,0.0,,0.0,,0.0
2016-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1383747.34,1.4,0.0,,0.0,,0.0
2016-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1383747.34,1.41,0.0,,0.0,,0.0
2016-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1372826.35,1.4,0.0,,0.0,,0.0
2016-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1365123.16,1.39,0.0,,0.0,,0.0
2016-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1365123.16,1.39,0.0,,0.0,,0.0
2016-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1355372.28,1.39,0.0,,0.0,,0.0
2016-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1345621.4,1.38,0.0,,0.0,,0.0
2016-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1344061.26,1.37,0.0,,0.0,,0.0
2016-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1335870.52,1.36,0.0,,0.0,,0.0
2016-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1335870.52,1.36,0.0,,0.0,,0.0
2016-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1335968.03,1.36,0.0,,0.0,,0.0
2016-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1335870.52,1.36,0.0,,0.0,,0.0
2016-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1335870.52,1.36,0.0,,0.0,,0.0
2016-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1337333.15,1.36,0.0,,0.0,,0.0
2016-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1340258.42,1.36,0.0,,0.0,,0.0
2016-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1339770.87,1.36,0.0,,0.0,,0.0
2016-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1341721.05,1.36,0.0,,0.0,,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1341818.56,1.36,0.0,,0.0,,0.0
2016-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1345621.4,1.36,0.0,,0.0,,0.0
2016-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1345133.85,1.37,0.0,,0.0,,0.0
2016-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1345231.36,1.37,0.0,,0.0,,0.0
2016-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1355274.77,1.37,0.0,,0.0,,0.0
2016-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1351471.93,1.38,0.0,,0.0,,0.0
2016-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1355372.28,1.37,0.0,,0.0,,0.0
2016-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1356347.37,1.38,0.0,,0.0,,0.0
2016-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1356444.88,1.38,0.0,,0.0,,0.0
2016-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1358200.03,1.38,0.0,,0.0,,0.0
2016-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1360247.72,1.38,0.0,,0.0,,0.0
2016-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1360247.72,1.38,0.0,,0.0,,0.0
2016-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1360247.72,1.38,0.0,,0.0,,0.0
2016-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1360345.23,1.38,0.0,,0.0,,0.0
2016-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1365123.16,1.38,0.0,,0.0,,0.0
2016-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1374874.04,1.39,0.0,,0.0,,0.0
2016-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1374874.04,1.4,0.0,,0.0,,0.0
2016-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1374874.04,1.4,0.0,,0.0,,0.0
2016-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1365318.18,1.4,0.0,,0.0,,0.0
2016-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1370973.69,1.39,0.0,,0.0,,0.0
2016-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1389305.34,1.39,0.0,,0.0,,0.0
2016-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1423628.44,1.41,0.0,,0.0,,0.0
2017-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1428503.88,1.44,0.0,,0.0,,0.0
2017-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1428503.88,1.45,0.0,,0.0,,0.0
2017-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1430941.6,1.45,0.0,,0.0,,0.0
2017-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1430941.6,1.45,0.0,,0.0,,0.0
2017-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9897.0,1426066.16,1.45,0.0,,0.0,,0.0
2017-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,9626.0,1387017.56,1.41,0.0,,0.0,,0.0
