,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_y,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity
2023-07-26,686236.0,19447928.24,0.5,3.36,0.42,19.88,0.0,18558278.96,643335.0,654844.0,18232113.9,,,,,,,,,,,,,,,,,,18.5,,,,1.77,1.77,35673400.0,1010984156.0,,1020.99,1.78,30.51,0.2784,40.58,0.0189
2023-07-27,691292.0,19245569.28,0.5,3.41,0.42,19.74,0.0,18371616.0,648391.0,659900.0,18051205.44,,,,0.14,,,,,5056.0,,,,0.14,,,5056.0,,18.45,,,,1.94,1.94,32773812.0,912422926.08,,926.94,1.95,30.15,0.2755,40.29,0.0207
2023-07-28,671832.0,18569436.48,0.49,3.21,0.41,19.04,0.0,17701761.6,628931.0,640440.0,17383652.84,,,,,,,,0.64,,19460.0,,,,,,,19460.0,17.51,0.6,,,1.88,1.88,32765892.0,905649254.88,,909.25,1.89,28.12,0.275,41.49,0.0201
2023-07-31,671560.0,18320156.8,0.49,3.25,0.41,18.85,0.0,17494773.12,627795.0,641304.0,17126247.6,,,5403.0,0.05,,,,0.18,2000.0,6539.0,,,0.05,5403.0,,,1136.0,17.39,0.03,,,1.74,1.74,35555940.0,969966043.2,,980.76,1.74,28.09,0.2746,41.39,0.0186
2023-08-01,548989.0,15239934.64,0.4,2.62,0.33,15.44,0.0,14400028.08,505224.0,518733.0,14025018.24,,,,0.13,,,,3.52,4000.0,126571.0,,,0.13,,,4000.0,126571.0,13.87,3.63,,,1.39,1.39,35735944.0,992029805.44,,980.21,1.39,15.36,0.312,51.27,0.0151
2023-08-02,806127.0,22265227.74,0.59,3.76,0.49,22.55,0.0,13778817.02,485362.0,498871.0,13405698.44,,,,,,,,0.52,,19862.0,,,,,,,19862.0,13.53,0.58,,,1.34,1.34,35733488.0,986958938.56,,991.83,1.35,10.47,0.4979,69.14,0.0223
2023-08-03,229577.0,6299592.88,0.17,1.05,0.14,6.49,0.0,5469368.24,181812.0,199321.0,4988921.28,,,,0.11,,,,8.46,4000.0,303550.0,,,0.11,,,,303550.0,5.04,8.43,,,0.5,0.5,36057164.0,989408580.16,,992.65,0.51,20.71,0.1756,26.57,0.0063
2023-08-04,287422.0,7852369.04,0.21,1.31,0.17,8.11,0.0,7025775.12,239657.0,257166.0,6547429.24,,,57845.0,1.48,,6171.0,,,51674.0,,,,1.48,57845.0,0.17,,,6.6,,,,0.66,0.66,36097508.0,986183918.56,,986.09,0.66,16.5,0.2226,39.45,0.0079
2023-08-07,315146.0,8666515.0,0.23,1.42,0.19,8.92,0.0,7725437.5,257716.0,280925.0,7087190.0,,,14094.0,0.8,,,,,27759.0,,,,0.8,14094.0,,3965.0,4000.0,7.08,0.1,,,0.71,0.71,35884028.0,986810770.0,,982.01,0.72,15.22,0.2275,40.72,0.0087
2023-08-08,325797.0,9037608.78,0.24,1.48,0.2,9.3,0.0,8024516.24,262067.0,289276.0,7269738.58,,,14522.0,0.46,,,,0.28,14522.0,10171.0,,,0.46,14522.0,,,6171.0,7.25,0.17,,,0.72,0.72,35954540.0,997378939.6,,991.77,0.73,15.37,0.2461,43.22,0.009
2023-08-09,329029.0,9166747.94,0.24,1.51,0.2,9.45,0.0,8211902.16,269264.0,294756.0,7501695.04,,,11162.0,0.29,,,,0.11,9445.0,3965.0,,,0.29,11162.0,,,3965.0,7.51,0.11,,,0.75,0.75,35859984.0,999059154.24,,994.42,0.75,15.27,0.2704,46.13,0.0091
2023-08-10,358418.0,9964020.4,0.26,1.64,0.22,10.26,0.0,9058963.6,278653.0,325862.0,7746553.4,,,11106.0,0.85,,,,0.05,31106.0,1717.0,,,0.85,11106.0,,,,7.8,,,,0.77,0.77,35853468.0,996726410.4,,997.85,0.78,14.67,0.2638,44.95,0.0099
2023-08-11,371615.0,10204547.9,0.27,1.7,0.23,10.59,0.0,9327118.52,292453.0,339662.0,8030759.38,,,13800.0,0.35,,,,,13800.0,,,,0.35,13800.0,,,,8.16,,,,0.81,0.81,35856580.0,984621686.8,,996.32,0.81,14.91,0.2712,45.63,0.0103
2023-08-14,1387755.0,38218772.7,1.01,6.47,0.84,38.57,0.0,9739851.48,1304593.0,353662.0,35928491.22,,,10000.0,0.42,,,,,14000.0,,,,0.42,10000.0,,1002140.0,,35.95,,,,3.57,3.57,35247656.0,970720446.24,,970.82,3.57,13.33,0.5303,71.26,0.038
2023-08-15,1375572.0,37388046.96,1.0,6.42,0.84,39.61,0.0,36519564.42,1303410.0,1343619.0,35426683.8,,,,,,996957.0,,0.05,,1183.0,,,,,28.91,,7000.0,35.91,0.19,,,3.66,3.66,34350976.0,933659527.68,,942.55,3.67,12.79,0.5532,72.99,0.0386
2023-08-16,1368572.0,37006186.88,1.0,6.34,0.83,39.03,0.0,36331457.76,1296410.0,1343619.0,35054926.4,,,,,,,,0.21,,7000.0,,,,,,,,35.31,,,,3.64,3.64,34282144.0,926989173.76,,932.71,3.65,12.92,0.5572,73.25,0.0385
2023-08-17,1352572.0,36140723.84,0.99,6.39,0.82,38.3,0.0,35687739.68,1289046.0,1335619.0,34443309.12,,,,,,,,0.23,,8000.0,,,,,,636.0,8000.0,34.87,0.22,,,3.63,3.63,34195488.0,913703439.36,,922.9,3.64,13.01,0.5701,74.13,0.0381
2023-08-18,1335817.0,35078554.42,0.98,6.33,0.81,37.35,0.0,34759416.64,1280455.0,1323664.0,33624748.3,,,,,,,,0.39,,8591.0,,,,,,,11955.0,34.18,0.57,,,3.61,3.61,34236360.0,899046813.6,,911.09,3.62,13.1,0.5806,74.84,0.0376
2023-08-21,1335817.0,35399150.5,0.98,6.23,0.81,36.88,0.0,33884596.0,1280455.0,1278664.0,33932057.5,,,,,,,,,,,,,,,,,45000.0,33.63,1.18,,,3.61,3.61,34224708.0,906954762.0,,899.88,3.6,13.4,0.5752,74.42,0.0376
2023-08-22,1251269.0,33458933.06,0.91,5.86,0.76,34.73,0.0,33133961.84,1205607.0,1239116.0,32237931.18,,,15245.0,1.07,,32000.0,,2.77,40352.0,115200.0,,,1.07,15245.0,0.86,25107.0,111900.0,32.05,2.9,,,3.32,3.32,35111792.0,938889318.08,,933.87,3.32,11.69,0.5674,73.97,0.0345
2023-08-23,3676425.0,97939962.0,2.68,16.95,2.23,99.74,1.0,40913578.8,2701213.0,1535795.0,71960314.32,,,482121.0,7.86,,,,0.03,296679.0,1122.0,,,7.86,482121.0,,1014607.0,,72.17,,,,7.43,7.43,33663004.0,896782426.56,,898.45,7.43,18.35,0.5875,74.28,0.1011
2023-08-24,2734585.0,73286878.0,2.0,12.38,1.66,75.44,1.0,72964447.2,2678923.0,2722554.0,71795136.4,,,1000.0,40.75,,,,12.61,1477080.0,473290.0,,,40.75,1000.0,,450000.0,290321.0,71.53,8.23,,,7.35,7.35,33744404.0,904350027.2,,901.57,7.35,29.34,0.4704,61.74,0.0751
2023-08-25,3579514.0,96217336.32,2.61,15.92,2.17,98.53,1.0,95405587.2,2984348.0,3549315.0,80219274.24,,,363843.0,22.51,,18168.0,,1.75,822907.0,67418.0,,,22.51,363843.0,0.49,9000.0,14314.0,79.87,0.4,,,8.17,8.17,33551532.0,901865180.16,,900.47,8.15,30.17,0.472,61.58,0.098
2023-08-28,6655988.0,179578556.24,4.86,29.85,4.04,181.37,1.0,101236730.24,4336354.0,3752288.0,116994830.92,,,440316.0,5.49,,,,,202973.0,,,,5.49,440316.0,,911690.0,,116.42,,,,11.84,11.84,32301318.0,871489559.64,,866.67,11.84,21.16,0.5794,73.07,0.1817
2023-08-29,4930098.0,134788879.32,3.6,22.82,3.0,136.81,1.0,133538593.78,4333555.0,4884367.0,118479393.7,,,12534.0,32.36,,,,1.55,1141505.0,57933.0,,,32.36,12534.0,,42600.0,9426.0,116.47,0.26,,,11.8,11.8,32401264.0,885850557.76,,874.05,11.76,24.87,0.5276,68.15,0.1342
2023-08-30,4952784.0,136597782.72,3.62,23.19,3.01,138.89,1.0,135359054.6,4362671.0,4907870.0,120322466.18,,,52200.0,0.7,,,,0.3,24885.0,23084.0,,,0.7,52200.0,,,1382.0,118.95,0.0,,,11.84,11.84,32498536.0,896309622.88,,886.49,11.83,24.52,0.5245,68.05,0.1344
2023-08-31,4960784.0,137215285.44,3.62,24.25,3.01,140.86,1.0,135862324.2,4367964.0,4911870.0,120817884.24,,,11893.0,0.12,,,,0.18,4000.0,6600.0,,,0.12,11893.0,,,,121.24,,,,11.84,11.84,32508216.0,899177254.56,,899.54,11.88,24.27,0.5251,68.19,0.1345
2023-09-01,4953022.0,137594951.16,3.62,24.43,3.01,140.95,1.0,136236120.24,4381204.0,4904108.0,121709847.12,,,23998.0,1.45,,,,1.01,40618.0,37028.0,,,1.45,23998.0,,26270.0,48380.0,121.8,1.37,,,11.89,11.89,32478236.0,902245396.08,,900.83,11.91,24.76,0.5302,68.41,0.1344
2023-09-04,4991286.0,138158796.48,3.64,24.23,3.03,142.41,1.0,136804856.96,4380662.0,4942372.0,121256724.16,,,7857.0,1.34,,5414.0,,0.41,48095.0,15245.0,,,1.34,7857.0,0.15,6846.0,15245.0,121.87,0.32,,,11.85,11.85,32598010.0,902312916.8,,904.99,11.87,24.29,0.5213,67.9,0.135
2023-09-05,5036150.0,138393402.0,3.68,24.18,3.06,143.47,1.0,136869361.2,4432125.0,4980690.0,121794795.0,,,53463.0,1.03,,546.0,,0.22,45772.0,8000.0,,,1.03,53463.0,0.02,6000.0,8000.0,123.4,0.13,,,12.03,12.03,32420900.0,890926332.0,,897.9,12.08,24.02,0.5148,67.49,0.1367
2023-09-06,5015942.0,137838086.16,3.66,23.97,3.05,141.52,1.0,137122809.24,4420205.0,4989913.0,121467233.4,,,43195.0,0.0,,,,4.49,33623.0,159345.0,,,0.0,43195.0,,104230.0,24400.0,121.4,0.82,,,12.18,12.18,31864876.0,875646792.48,,874.41,12.19,23.93,0.5162,67.61,0.1382
2023-09-07,5223502.0,142915014.72,3.81,25.14,3.17,147.58,1.0,142202861.28,4652365.0,5197473.0,127288706.4,,,392013.0,6.07,,,,6.66,207560.0,242971.0,,,6.07,392013.0,,83118.0,,128.07,,,,12.89,12.89,31433312.0,860015416.32,,863.41,12.92,25.17,0.4884,65.04,0.1448
2023-09-08,5965176.0,165473982.24,4.36,30.04,3.62,164.68,1.0,97562911.52,4815743.0,3517048.0,133588710.82,,,842024.0,5.32,,,,51.46,194831.0,1868150.0,,,5.32,842024.0,,1189504.0,1875256.0,131.66,54.45,,,13.27,13.27,31464704.0,872830888.96,,861.65,13.25,30.37,0.4487,59.49,0.1644
2023-09-11,5218821.0,145083223.8,3.81,26.51,3.17,147.69,1.0,144566838.8,4817818.0,5200246.0,133935340.4,,,119251.0,51.85,,,,6.28,1773423.0,234387.0,,,51.85,119251.0,,117211.0,90225.0,133.41,2.46,,,13.34,13.34,31299930.0,870138054.0,,866.81,13.34,29.02,0.4802,62.74,0.1445
2023-09-12,5305986.0,146232974.16,3.87,27.34,3.22,150.45,1.0,145721047.16,4698536.0,5287411.0,129491652.16,,,12000.0,2.79,,,,4.16,87165.0,149520.0,,,2.79,12000.0,,18238.0,,130.6,,,,13.04,13.04,31331800.0,863504408.0,,869.38,13.06,28.47,0.4858,63.44,0.1473
2023-09-13,6620693.0,183790437.68,4.83,35.09,4.02,185.36,1.0,134848752.64,6087664.0,4857664.0,168993552.64,,,339273.0,,,,,9.19,,320163.0,,,,339273.0,,1370018.0,429747.0,167.57,13.16,,,16.86,16.86,30017496.0,833285688.96,,827.68,16.84,23.15,0.5057,67.05,0.1834
2023-09-14,7432454.0,210041150.04,5.43,40.16,4.52,207.42,1.0,75316941.18,6991531.0,2665143.0,197580666.06,,,312131.0,,,519000.0,,10.53,,400111.0,,,,312131.0,15.26,991847.0,2711521.0,195.2,78.09,,,19.34,19.34,29154476.0,823905491.76,,814.03,19.34,22.97,0.4573,63.14,0.2056
2023-09-15,9036840.0,254658151.2,6.6,48.6,5.49,257.38,2.0,146039778.38,6071800.0,5182391.0,171103324.0,,,131640.0,73.05,,93101.0,,50.62,2470251.0,1812579.0,,,73.05,131640.0,2.63,761208.0,46104.0,171.51,1.33,,,16.8,16.8,30066716.0,847280056.88,,848.99,16.81,21.06,0.4788,65.58,0.2501
2023-09-18,6478775.0,180239520.5,4.73,32.92,3.94,185.08,1.0,157650125.62,6404487.0,5666791.0,178172828.34,,,100282.0,14.19,,,,4.97,496714.0,173964.0,,,14.19,100282.0,,406369.0,12314.0,179.88,0.37,,,17.83,17.83,29510960.0,820994907.2,,829.57,17.82,25.13,0.3753,54.92,0.1804
2023-09-19,7494977.0,208660231.63,5.47,37.87,4.55,212.43,1.0,161610420.53,6520977.0,5804970.0,181544062.28,,,283232.0,7.73,,,,4.59,271232.0,165498.0,,,7.73,283232.0,,,133053.0,181.82,4.13,0.04,,18.03,18.03,29640576.0,825193920.39,1244.0,828.31,18.0,25.24,0.3985,57.17,0.2073
2023-09-20,7518576.0,211422357.12,5.49,37.82,4.57,214.45,1.0,167704474.32,6342025.0,5963886.0,178337743.0,,,21083.0,6.49,,,,5.36,219018.0,200855.0,,,6.49,21083.0,,820.0,60102.0,178.12,0.81,,,17.68,17.68,29536888.0,830577290.56,,830.09,17.67,24.69,0.4247,59.8,0.2096
2023-09-21,8240605.0,225462952.8,6.02,41.02,5.01,234.26,2.0,160364921.76,6356649.0,5861291.0,173917916.64,,,8624.0,,,,,,,,,,,8624.0,,6000.0,102595.0,178.03,2.85,,,17.66,17.66,29641452.0,810990126.72,,830.79,17.65,22.54,0.47,64.41,0.2289
2023-09-22,7412426.0,201914484.24,5.41,36.01,4.5,207.21,1.0,160755171.12,6396796.0,5901438.0,174248723.04,,,40147.0,0.77,,6474.0,,,33673.0,,,,0.77,40147.0,0.18,,,175.13,,,,17.76,17.76,29614968.0,806711728.32,,813.56,17.71,25.85,0.4257,59.45,0.2058
2023-09-25,6351832.0,170610207.52,4.64,30.71,3.86,178.18,1.0,158274859.96,6192164.0,5892586.0,166321525.04,,,79470.0,2.35,,2000.0,,8.53,79148.0,301102.0,,,2.35,79470.0,0.05,17000.0,90000.0,168.56,2.55,,,17.27,17.27,29657564.0,796602169.04,,808.09,17.26,31.38,0.4086,55.36,0.1772
2023-09-26,6264585.0,168517336.5,4.57,30.18,3.81,174.01,1.0,156337769.7,6024729.0,5811813.0,162065210.1,,,876.0,,,,,4.85,,168311.0,,,,876.0,,,80773.0,161.82,2.5,,,16.8,16.8,29839896.0,802693202.4,,801.62,16.8,31.93,0.4062,54.82,0.1747
2023-09-27,9436055.0,256660696.0,6.89,44.48,5.73,259.8,2.0,141519859.2,6014626.0,5202936.0,163597827.2,,,30727.0,0.43,,,,2.01,16000.0,77021.0,,,0.43,30727.0,,36191.0,624877.0,162.51,17.18,,,16.77,16.77,29855318.0,812064649.6,,806.71,16.77,27.92,0.4713,62.55,0.2631
2023-09-28,8120246.0,222819550.24,5.93,37.59,4.93,223.75,1.0,132918783.76,5670277.0,4843979.0,155592400.88,,,56991.0,2.12,,,,10.97,95670.0,407340.0,,,2.12,56991.0,,6000.0,454627.0,154.33,13.04,,,15.79,15.79,30228968.0,829482881.92,,821.03,15.82,27.91,0.447,60.52,0.2262
2023-09-29,5156116.0,141896312.32,3.77,23.95,3.13,143.83,1.0,128218762.24,4812337.0,4659112.0,132435514.24,,,12307.0,2.75,,400.0,,25.17,73660.0,923229.0,,,2.75,12307.0,0.01,52982.0,258927.0,132.11,7.19,,,13.37,13.37,31173736.0,857901214.72,,855.16,13.38,34.82,0.3544,47.72,0.1433
2023-10-02,4977881.0,136294381.78,3.64,23.04,3.02,139.55,1.0,121320451.44,4521623.0,4430988.0,123802037.74,,,39067.0,0.85,,41267.0,,10.1,27948.0,370890.0,,,0.85,39067.0,1.16,41109.0,297339.0,124.62,7.69,,,12.58,12.58,31433796.0,860657334.48,,868.05,12.55,35.91,0.3265,43.66,0.1384
2023-10-03,4688193.0,126581211.0,3.42,21.54,2.85,130.48,1.0,113449707.0,4337025.0,4201841.0,117099675.0,,,52736.0,,,,,6.74,,237334.0,,,,52736.0,,,229147.0,118.59,6.43,,,12.05,12.05,31651824.0,854599248.0,,864.27,12.07,34.28,0.34,46.47,0.1303
2023-10-04,4737402.0,127625609.88,3.46,21.68,2.88,130.5,1.0,115418557.08,4381316.0,4284282.0,118032653.04,,,101881.0,3.15,,,,3.24,117139.0,106264.0,,,3.15,101881.0,,48674.0,34698.0,118.22,1.23,,,12.17,12.17,31627668.0,852049375.92,,852.3,12.18,34.52,0.3332,45.5,0.1316
2023-10-05,4818322.0,130094694.0,3.52,22.89,2.93,132.35,1.0,118429209.0,4477399.0,4386267.0,120889773.0,,,173734.0,4.72,,,,2.09,174701.0,77651.0,,,4.72,173734.0,,,72716.0,120.55,2.26,,,12.49,12.49,31360704.0,846739008.0,,843.04,12.51,37.18,0.3391,44.05,0.1344
2023-10-06,4741179.0,128011833.0,3.46,23.12,2.88,130.19,1.0,114524847.0,4473099.0,4241661.0,120773673.0,,,68585.0,,,,,2.16,,79839.0,,,,68585.0,,6954.0,144606.0,120.54,4.04,,,12.47,12.47,31405208.0,847940616.0,,844.82,12.49,38.1,0.3471,44.18,0.1321
2023-10-09,4838388.0,128991424.08,3.53,23.27,2.94,133.17,1.0,115826769.4,4508227.0,4344590.0,120189331.82,,,80275.0,3.99,,3333.0,,1.51,142449.0,55771.0,,,3.99,80275.0,0.09,10624.0,42853.0,121.64,1.01,,,12.55,12.55,31408724.0,837356581.84,,845.58,12.58,36.52,0.3505,45.85,0.1347
2023-10-10,4899791.0,132784336.1,3.58,23.54,2.98,133.9,1.0,119402410.3,4492949.0,4405993.0,121758917.9,,,28106.0,2.31,,,,1.36,95364.0,43384.0,,,2.31,28106.0,,,33961.0,119.9,0.92,,,12.49,12.49,31487864.0,853321114.4,,840.77,12.48,36.3,0.3567,46.7,0.1362
2023-10-11,4923052.0,133513170.24,3.6,23.07,2.99,136.06,1.0,119924043.36,4087250.0,4421978.0,110846220.0,,,58561.0,0.57,,,,12.38,15985.0,464260.0,,,0.57,58561.0,,,,110.83,,,,11.36,11.36,31886550.0,864763236.0,,863.24,11.38,35.81,0.3556,46.94,0.1369
2023-10-12,3432986.0,92759281.72,2.51,16.23,2.09,94.45,1.0,82787334.56,3303775.0,3063928.0,89268000.5,,,2000.0,0.05,,,,21.27,2000.0,785475.0,,,0.05,2000.0,,,1360050.0,89.74,38.16,,,9.2,9.2,32613644.0,881220660.88,,886.8,9.19,32.63,0.3313,46.05,0.0956
2023-10-13,2522177.0,67493456.52,1.84,12.24,1.53,68.21,1.0,59077088.64,2458511.0,2207664.0,65789754.36,,,,0.05,,,,23.15,2212.0,845264.0,,,0.05,,,,858476.0,66.32,24.66,,,6.84,6.84,33470456.0,895669402.56,,903.81,6.84,12.45,0.4295,63.18,0.0702
2023-10-16,2481228.0,66745033.2,1.81,12.21,1.51,66.74,1.0,58284633.5,2406562.0,2166715.0,64736517.8,,,101506.0,2.77,,,,4.15,101506.0,153455.0,,,2.77,101506.0,,,142455.0,64.34,4.09,,,6.7,6.7,33521518.0,901728834.2,,896.08,6.7,12.51,0.4647,66.19,0.0691
2023-10-17,2519863.0,67481931.14,1.84,12.55,1.53,67.56,1.0,59059273.0,2445197.0,2205350.0,65482375.66,,,80556.0,1.79,,,,1.12,74453.0,41921.0,,,1.79,80556.0,,,35818.0,65.55,1.0,,,6.76,6.76,33716084.0,902916729.52,,904.88,6.75,12.44,0.489,68.08,0.0697
2023-10-18,2449362.0,63928348.2,1.79,12.28,1.49,65.39,1.0,56126875.5,2381894.0,2150455.0,62167433.4,,,17014.0,0.49,,,,2.21,17014.0,80317.0,,,0.49,17014.0,,,71909.0,63.53,2.06,,,6.58,6.58,33811968.0,882492364.8,,901.02,6.59,12.84,0.5278,70.94,0.0677
2023-10-19,2434554.0,62860184.28,1.78,12.21,1.48,64.36,1.0,55348965.54,2375086.0,2143647.0,61324720.52,,,3430.0,0.09,,,,0.32,3430.0,10238.0,,,0.09,3430.0,,,10238.0,61.78,0.29,,,6.56,6.56,33810672.0,872991551.04,,878.63,6.57,12.58,0.5363,71.58,0.0673
2023-10-20,2461929.0,62188326.54,1.8,12.37,1.5,64.85,1.0,54777219.36,2432834.0,2168536.0,61453386.84,,,,1.5,,,,0.01,57967.0,219.0,,,1.5,,,57967.0,33078.0,62.44,0.86,,,6.72,6.72,33743560.0,852362325.6,,865.81,6.73,12.38,0.5299,71.11,0.0681
2023-10-23,2457103.0,62066421.78,1.79,12.45,1.49,64.46,1.0,55379670.36,2404158.0,2192386.0,60729031.08,,,,0.69,,,,0.82,27183.0,31000.0,,,0.69,,,2324.0,3333.0,60.68,0.08,,,6.65,6.65,33748072.0,852476298.72,,850.14,6.66,12.08,0.5333,71.39,0.068
2023-10-24,2417476.0,59614958.16,1.77,12.11,1.47,63.39,1.0,53093843.1,2364807.0,2153035.0,58316140.62,,,31677.0,0.26,,,,1.78,10333.0,71028.0,,,0.26,31677.0,,,49684.0,59.64,1.26,,,6.55,6.55,33757484.0,832459555.44,,849.31,6.56,12.4,0.5432,72.12,0.0669
2023-10-25,2435851.0,60214236.72,1.78,11.95,1.48,63.56,1.0,53479495.2,2375182.0,2163410.0,58714499.04,,,27778.0,0.18,,,,0.43,10375.0,17403.0,,,0.18,27778.0,,,,58.7,,,,6.58,6.58,33715296.0,833442117.12,,833.72,6.58,12.04,0.5394,71.91,0.0675
2023-10-26,2408151.0,57940113.06,1.76,11.78,1.46,62.76,1.0,51036577.26,2347482.0,2121221.0,56480416.92,,,31312.0,0.17,,,,1.51,8630.0,59012.0,,,0.17,31312.0,,,50819.0,57.86,1.19,,,6.51,6.51,33711864.0,811107447.84,,829.16,6.52,10.46,0.5519,73.01,0.0668
2023-10-27,2453346.0,59959776.24,1.79,11.96,1.49,63.7,1.0,52387311.08,2378677.0,2143507.0,58134865.88,,,45568.0,0.58,,,,0.3,25800.0,14373.0,,,0.58,45568.0,,,3514.0,57.5,0.09,,,6.6,6.6,33685864.0,823282516.16,,813.55,6.6,9.99,0.535,71.89,0.068
2023-10-30,2457534.0,60553637.76,1.79,12.5,1.49,63.99,1.0,52840356.8,2381877.0,2144495.0,58689449.28,,,3200.0,0.1,,,,,3200.0,,,,0.1,3200.0,,,2212.0,58.29,0.08,,,6.66,6.66,33398200.0,822931648.0,,817.42,6.66,10.09,0.529,71.44,0.0687
2023-10-31,2376109.0,59022547.56,1.74,12.01,1.44,62.17,1.0,51224178.6,2318943.0,2062165.0,57602544.12,,,10577.0,,,,,1.74,,73511.0,,,,10577.0,,,82330.0,57.28,1.92,,,6.48,6.48,33474236.0,831500022.24,,828.31,6.47,9.26,0.559,73.66,0.0664
2023-11-01,2342501.0,58749925.08,1.71,11.83,1.42,61.41,1.0,50750809.56,2269657.0,2023557.0,56922997.56,,,,0.13,,,,1.15,5000.0,54286.0,,,0.13,,,5000.0,43608.0,56.63,1.1,,,6.33,6.33,33609120.0,842916729.6,,836.34,6.34,8.82,0.558,73.61,0.0653
2023-11-02,2222710.0,57701551.6,1.62,11.35,1.35,58.51,1.0,49421765.36,2136841.0,1903766.0,55472392.36,,,,0.09,,,,3.15,3000.0,132816.0,,,0.09,,,,122791.0,53.89,3.23,,,5.94,5.94,33814412.0,877822135.52,,852.33,5.95,9.31,0.5488,72.84,0.0618
2023-11-03,2180578.0,57872540.12,1.59,10.99,1.32,57.99,1.0,50106219.54,2111519.0,1887951.0,56039714.26,,,,,,,,0.56,,37322.0,,,,,,12000.0,15815.0,55.04,0.28,,,5.86,5.86,33916512.0,900144228.48,,881.31,5.88,9.69,0.5593,73.47,0.0605
2023-11-06,2281543.0,58955071.12,1.67,11.04,1.39,60.63,1.0,51921526.48,2231484.0,2009347.0,57661546.56,,,92899.0,0.36,,124498.0,,0.53,15898.0,20431.0,,,0.36,92899.0,3.24,47497.0,19000.0,59.23,0.47,,,6.19,6.19,33804684.0,873513034.56,,891.62,6.23,9.56,0.5203,70.85,0.0633
2023-11-07,2199829.0,56315622.4,1.61,10.48,1.34,58.14,1.0,52867097.6,2139770.0,2065121.0,54778112.0,,,59774.0,1.68,,,,3.97,66574.0,151488.0,,,1.68,59774.0,,,10800.0,55.33,0.37,,,5.93,5.93,33932472.0,868671283.2,,876.0,5.94,9.72,0.5571,73.66,0.061
2023-11-08,2177017.0,56254119.28,1.59,10.5,1.32,57.41,1.0,52830267.6,2131958.0,2044515.0,55089794.72,,,15860.0,0.2,,,,0.71,8066.0,23672.0,,,0.2,15860.0,,,28672.0,54.45,0.81,,,5.9,5.9,33994248.0,878411368.32,,871.47,5.88,9.73,0.5627,74.04,0.0603
2023-11-09,2154660.0,56538278.4,1.57,10.6,1.31,56.92,1.0,53435450.88,2107807.0,2036412.0,55308855.68,,,208632.0,6.71,,11794.0,,6.14,262145.0,242564.0,,,6.71,208632.0,0.3,9781.0,282042.0,54.46,7.19,,,5.83,5.83,34034648.0,893069163.52,,884.2,5.8,4.95,0.7121,84.1,0.0596
2023-11-10,2021516.0,52438125.04,1.48,9.94,1.23,53.36,1.0,45882153.2,1944457.0,1768780.0,50439214.58,,,2000.0,0.04,,57000.0,,7.6,2000.0,297838.0,,,0.04,2000.0,1.48,132488.0,326632.0,50.88,8.58,,,5.38,5.38,34230560.0,887940726.4,,896.42,5.37,9.06,0.6413,79.42,0.0559
2023-11-13,1980002.0,51559252.08,1.45,9.91,1.2,52.35,1.0,45498806.64,1847334.0,1747266.0,48104577.36,,,,,,,,2.59,,97123.0,,,,,,,21514.0,47.96,0.48,,,5.1,5.1,34357640.0,894672945.6,,890.9,5.11,8.25,0.6497,80.03,0.0547
2023-11-14,2045826.0,53927973.36,1.49,10.43,1.24,54.03,1.0,47793052.4,1864138.0,1813090.0,49138677.68,,,16804.0,3.07,,,,,121433.0,,,,3.07,16804.0,,,55609.0,48.59,1.45,,,5.15,5.15,34313392.0,904501013.12,,889.44,5.18,8.09,0.7018,83.29,0.0566
2023-11-15,2053077.0,54488663.58,1.5,10.54,1.25,54.24,1.0,48311850.14,1871389.0,1820341.0,49666664.06,,,7251.0,0.1,,,,,7251.0,,,,0.1,7251.0,,,,49.32,,,,5.16,5.16,34391236.0,912743403.44,,907.72,5.15,8.12,0.7,83.18,0.0566
2023-11-16,1731933.0,45723031.2,1.26,8.85,1.05,45.76,1.0,43743981.6,1545245.0,1656969.0,40794468.0,,,5000.0,0.13,,,,8.65,5000.0,331144.0,,,0.13,5000.0,,,168372.0,40.99,4.44,,,4.26,4.26,34710452.0,916355932.8,,920.39,4.26,4.27,0.7954,89.04,0.0478
2023-11-17,1821356.0,48958049.28,1.33,9.24,1.11,48.01,1.0,46454741.76,1616503.0,1728227.0,43451600.64,,,63952.0,1.29,,18165.0,,,53093.0,,,,1.29,63952.0,0.48,7306.0,,42.58,,,,4.46,4.46,34635548.0,931003530.24,,916.78,4.44,4.05,0.7688,87.52,0.0502
