,CRLA FP Equity_DX_SI_QTY,CRLA FP Equity_DX_SHORT_INTEREST_VALUE,CRLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CRLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRLA FP Equity_DX_SI_MV,CRLA FP Equity_DX_DSS,CRLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRLA FP Equity_DX_SUPPLY_SI_QTY,CRLA FP Equity_DX_BROKER_SI_QTY,CRLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRLA FP Equity_DX_BROKER_SI_MV_INC_x,CRLA FP Equity_DX_BROKER_SI_QTY_ADD,CRLA FP Equity_DX_SUPPLY_SI_MV_DEC,CRLA FP Equity_DX_BROKER_SI_QTY_INC,CRLA FP Equity_DX_SUPPLY_SI_QTY_DEC,CRLA FP Equity_DX_BROKER_SI_MV_INC_y,CRLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRLA FP Equity_DX_BROKER_SI_MV_ADD,CRLA FP Equity_DX_SUPPLY_SI_QTY_ADD,CRLA FP Equity_DX_BROKER_SI_QTY_DEC,CRLA FP Equity_DX_SUPPLY_SI_MV,CRLA FP Equity_DX_BROKER_SI_MV_DEC,CRLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRLA FP Equity_DX_UTILIZATION_QUANTITY,CRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRLA FP Equity_DX_ACTIVE_UTILIZATION_MV,CRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRLA FP Equity_DX_BROKER_SI_CON_RATIO,CRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRLA FP Equity_DX_DEMAND_SUPPLY_RATIO,CRLA FP Equity_PX_LAST
2021-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,381076.78,0.38,0.0,,0.0,,0.0,58.79
2021-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,382502.82,0.38,0.0,,0.0,,0.0,59.01
2021-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,377317.22,0.38,0.0,,0.0,,0.0,58.21
2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,382502.82,0.38,0.0,,0.0,,0.0,59.01
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,392161.0,0.38,0.0,,0.0,,0.0,60.5
2021-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,393457.4,0.39,0.0,,0.0,,0.0,60.7
2021-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,393392.58,0.39,0.0,,0.0,,0.0,60.69
2021-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,391188.7,0.39,0.0,,0.0,,0.0,60.35
2021-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,390540.5,0.39,0.0,,0.0,,0.0,60.25
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,395402.0,0.39,0.0,,0.0,,0.0,61.0
2021-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,389179.28,0.39,0.0,,0.0,,0.0,60.04
2021-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,383799.22,0.39,0.0,,0.0,,0.0,59.21
2021-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,386327.2,0.38,0.0,,0.0,,0.0,59.6
2021-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,387105.04,0.39,0.0,,0.0,,0.0,59.72
2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,401884.0,0.39,0.0,,0.0,,0.0,62.0
2021-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,386392.02,0.4,0.0,,0.0,,0.0,59.61
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,382762.1,0.39,0.0,,0.0,,0.0,59.05
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,382438.0,0.38,0.0,,0.0,,0.0,59.0
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,377900.6,0.38,0.0,,0.0,,0.0,58.3
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,375826.36,0.38,0.0,,0.0,,0.0,57.98
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,373039.1,0.38,0.0,,0.0,,0.0,57.55
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,374659.6,0.37,0.0,,0.0,,0.0,57.8
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,376020.82,0.37,0.0,,0.0,,0.0,58.01
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,351129.94,0.37,0.0,,0.0,,0.0,54.17
2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,356445.18,0.35,0.0,,0.0,,0.0,54.99
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,347305.56,0.36,0.0,,0.0,,0.0,53.58
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,362992.0,0.35,0.0,,0.0,,0.0,56.0
2021-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,356834.1,0.36,0.0,,0.0,,0.0,55.05
2021-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,362992.0,0.36,0.0,,0.0,,0.0,56.0
2021-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,356510.0,0.36,0.0,,0.0,,0.0,55.0
2021-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,362992.0,0.36,0.0,,0.0,,0.0,56.0
2021-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,369474.0,0.36,0.0,,0.0,,0.0,57.0
2021-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,366233.0,0.37,0.0,,0.0,,0.0,56.5
2021-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,369474.0,0.37,0.0,,0.0,,0.0,57.0
2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,363056.82,0.37,0.0,,0.0,,0.0,56.01
2021-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,363121.64,0.36,0.0,,0.0,,0.0,56.02
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,363056.82,0.36,0.0,,0.0,,0.0,56.01
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,369474.0,0.36,0.0,,0.0,,0.0,57.0
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,372650.18,0.37,0.0,,0.0,,0.0,57.49
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,356510.0,0.37,0.0,,0.0,,0.0,55.0
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,362992.0,0.36,0.0,,0.0,,0.0,56.0
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,363316.1,0.36,0.0,,0.0,,0.0,56.05
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,363640.2,0.36,0.0,,0.0,,0.0,56.1
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,369474.0,0.36,0.0,,0.0,,0.0,57.0
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,368177.6,0.37,0.0,,0.0,,0.0,56.8
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,363056.82,0.37,0.0,,0.0,,0.0,56.01
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,363056.82,0.36,0.0,,0.0,,0.0,56.01
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,362214.16,0.36,0.0,,0.0,,0.0,55.88
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,362797.54,0.36,0.0,,0.0,,0.0,55.97
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,372715.0,0.36,0.0,,0.0,,0.0,57.5
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,380817.5,0.37,0.0,,0.0,,0.0,58.75
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,410245.78,0.38,0.0,,0.0,,0.0,63.29
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,401948.82,0.41,0.0,,0.0,,0.0,62.01
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,405060.18,0.4,0.0,,0.0,,0.0,62.49
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,401819.18,0.4,0.0,,0.0,,0.0,61.99
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,402532.2,0.4,0.0,,0.0,,0.0,62.1
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,401884.0,0.4,0.0,,0.0,,0.0,62.0
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,401884.0,0.4,0.0,,0.0,,0.0,62.0
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,403763.78,0.4,0.0,,0.0,,0.0,62.29
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,398643.0,0.4,0.0,,0.0,,0.0,61.5
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,398643.0,0.4,0.0,,0.0,,0.0,61.5
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,403828.6,0.4,0.0,,0.0,,0.0,62.3
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,395337.18,0.4,0.0,,0.0,,0.0,60.99
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,387040.22,0.39,0.0,,0.0,,0.0,59.71
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,384641.88,0.39,0.0,,0.0,,0.0,59.34
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,379845.2,0.38,0.0,,0.0,,0.0,58.6
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,376604.2,0.38,0.0,,0.0,,0.0,58.1
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,370251.84,0.38,0.0,,0.0,,0.0,57.12
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,379132.18,0.37,0.0,,0.0,,0.0,58.49
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,388920.0,0.38,0.0,,0.0,,0.0,60.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,397346.6,0.39,0.0,,0.0,,0.0,61.3
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,395402.0,0.4,0.0,,0.0,,0.0,61.0
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,395402.0,0.4,0.0,,0.0,,0.0,61.0
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,388920.0,0.39,0.0,,0.0,,0.0,60.0
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,382438.0,0.39,0.0,,0.0,,0.0,59.0
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,379197.0,0.38,0.0,,0.0,,0.0,58.5
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,388790.36,0.38,0.0,,0.0,,0.0,59.98
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,388725.54,0.39,0.0,,0.0,,0.0,59.97
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,388920.0,0.39,0.0,,0.0,,0.0,60.0
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,386975.4,0.39,0.0,,0.0,,0.0,59.7
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,395402.0,0.39,0.0,,0.0,,0.0,61.0
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,401235.8,0.4,0.0,,0.0,,0.0,61.9
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,408366.0,0.4,0.0,,0.0,,0.0,63.0
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,401754.36,0.41,0.0,,0.0,,0.0,61.98
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,385743.82,0.4,0.0,,0.0,,0.0,59.51
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,392096.18,0.39,0.0,,0.0,,0.0,60.49
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,385679.0,0.39,0.0,,0.0,,0.0,59.5
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,372715.0,0.38,0.0,,0.0,,0.0,57.5
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,382438.0,0.37,0.0,,0.0,,0.0,59.0
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,372715.0,0.38,0.0,,0.0,,0.0,57.5
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,362992.0,0.37,0.0,,0.0,,0.0,56.0
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,362992.0,0.36,0.0,,0.0,,0.0,56.0
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,360204.74,0.36,0.0,,0.0,,0.0,55.57
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,340369.82,0.36,0.0,,0.0,,0.0,52.51
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,317650.41,0.34,0.0,,0.0,,0.0,49.005
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,317618.0,0.32,0.0,,0.0,,0.0,49.0
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,324164.82,0.32,0.0,,0.0,,0.0,50.01
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,324164.82,0.32,0.0,,0.0,,0.0,50.01
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,337712.2,0.33,0.0,,0.0,,0.0,52.1
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,347435.2,0.34,0.0,,0.0,,0.0,53.6
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,355213.6,0.35,0.0,,0.0,,0.0,54.8
2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,346787.0,0.35,0.0,,0.0,,0.0,53.5
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,348731.6,0.35,0.0,,0.0,,0.0,53.8
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,359751.0,0.35,0.0,,0.0,,0.0,55.5
2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,366881.2,0.36,0.0,,0.0,,0.0,56.6
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,356510.0,0.37,0.0,,0.0,,0.0,55.0
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,356510.0,0.36,0.0,,0.0,,0.0,55.0
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,353269.0,0.36,0.0,,0.0,,0.0,54.5
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,350481.74,0.35,0.0,,0.0,,0.0,54.07
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,349444.62,0.35,0.0,,0.0,,0.0,53.91
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,356510.0,0.35,0.0,,0.0,,0.0,55.0
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,362992.0,0.36,0.0,,0.0,,0.0,56.0
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6482.0,366168.18,0.36,0.0,,0.0,,0.0,56.49
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,366781.12,0.37,0.0,,0.0,,0.0,56.48
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,369833.3,0.37,0.0,,0.0,,0.0,56.95
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,368989.08,0.37,0.0,,0.0,,0.0,56.82
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,363664.0,0.37,0.0,,0.0,,0.0,56.0
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,350676.0,0.36,0.0,,0.0,,0.0,54.0
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,347558.88,0.35,0.0,,0.0,,0.0,53.52
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,347429.0,0.35,0.0,,0.0,,0.0,53.5
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,335804.74,0.35,0.0,,0.0,,0.0,51.71
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,336584.02,0.34,0.0,,0.0,,0.0,51.83
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,337038.6,0.34,0.0,,0.0,,0.0,51.9
2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6494.0,319569.89,0.34,0.0,,0.0,,0.0,
