,ALHGR FP Equity_DX_SI_QTY,ALHGR FP Equity_DX_SHORT_INTEREST_VALUE,ALHGR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHGR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHGR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHGR FP Equity_DX_SI_MV,ALHGR FP Equity_DX_DSS,ALHGR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHGR FP Equity_DX_SUPPLY_SI_QTY,ALHGR FP Equity_DX_BROKER_SI_QTY,ALHGR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHGR FP Equity_DX_BROKER_SI_MV_NEW_x,ALHGR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHGR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHGR FP Equity_DX_BROKER_SI_MV_INC_x,ALHGR FP Equity_DX_SUPPLY_SI_MV_NEW,ALHGR FP Equity_DX_BROKER_SI_QTY_ADD,ALHGR FP Equity_DX_BROKER_SI_QTY_NEW,ALHGR FP Equity_DX_SUPPLY_SI_MV_DEC,ALHGR FP Equity_DX_BROKER_SI_QTY_INC,ALHGR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHGR FP Equity_DX_BROKER_SI_MV_NEW_y,ALHGR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHGR FP Equity_DX_BROKER_SI_MV_INC_y,ALHGR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHGR FP Equity_DX_BROKER_SI_MV_ADD,ALHGR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHGR FP Equity_DX_BROKER_SI_QTY_DEC,ALHGR FP Equity_DX_SUPPLY_SI_MV,ALHGR FP Equity_DX_BROKER_SI_MV_DEC,ALHGR FP Equity_DX_SUPPLY_SI_MV_RMV,ALHGR FP Equity_DX_BROKER_SI_MV_RMV,ALHGR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHGR FP Equity_DX_UTILIZATION_QUANTITY,ALHGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHGR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHGR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHGR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHGR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHGR FP Equity_DX_BROKER_SI_CON_RATIO,ALHGR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHGR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHGR FP Equity_PX_LAST
2024-04-23,36416.0,353235.2,0.63,1.81,0.25,0.36,0.0,210732.5,19616.0,21725.0,190275.2,,,1000.0,0.01,,,,0.0,1000.0,210.0,,,0.01,1000.0,,,210.0,0.19,0.0,,,100.0,50.11,0.0,0.0,,0.0,100.0,31.66,0.2728,32.98,0.9303,9.7
2024-04-24,36362.0,372710.5,0.63,1.79,0.25,0.36,0.0,222127.75,19562.0,21671.0,200510.5,,,,,,,,0.0,,54.0,,,,,,,54.0,0.19,0.0,,,100.0,49.98,0.0,0.0,,0.0,100.0,31.51,0.2725,32.78,0.929,10.25
2024-04-25,37318.0,399302.6,0.64,1.82,0.25,0.39,0.0,242108.9,19518.0,22627.0,208842.6,,,,0.01,,,,0.0,1000.0,44.0,,,0.01,,,,44.0,0.2,0.0,,,100.0,49.92,0.0,0.0,,0.0,100.0,32.0,0.2767,33.74,0.9544,10.7
2024-04-26,39956.0,459494.0,0.69,1.9,0.27,0.43,0.0,284797.5,20571.0,24765.0,236566.5,,,2638.0,0.03,,,,0.02,2638.0,1585.0,,,0.03,2638.0,,,500.0,0.22,0.0,,,100.0,51.23,0.0,0.0,,0.0,100.0,29.66,0.2602,31.33,0.9951,11.5
2024-04-29,39456.0,459662.4,0.68,1.85,0.27,0.45,0.0,288512.25,20071.0,24765.0,233827.15,,,,,,,,0.0,,500.0,,,,,,,,0.23,,,,100.0,54.23,0.0,0.0,,0.0,100.0,30.32,0.2598,30.54,1.066,11.65
2024-04-30,39456.0,447825.6,0.68,1.79,0.27,0.46,0.0,281082.75,20071.0,24765.0,227805.85,,,,,,,,,,,,,,,,,,0.23,,,,100.0,54.23,0.0,0.0,,0.0,100.0,30.44,0.2606,30.74,1.066,11.35
2024-05-01,37871.0,429835.85,0.65,1.7,0.26,0.43,0.0,263093.0,20071.0,23180.0,227805.85,,,,,,,,,,,,,,,,,1585.0,0.23,0.02,,,100.0,54.08,0.0,0.0,,0.0,100.0,31.94,0.2688,32.06,1.0204,
2024-05-02,42710.0,467674.5,0.73,1.92,0.29,0.48,0.0,295376.25,22639.0,26975.0,247897.05,,,2568.0,0.04,,,,,3795.0,,,,0.04,2568.0,,,,0.26,,,,100.0,57.19,0.0,0.0,,0.0,100.0,27.88,0.2556,28.08,1.0789,10.95
2024-05-03,39029.0,429319.0,0.67,1.77,0.27,0.43,0.0,267718.0,21229.0,24338.0,233519.0,,,,,,,,0.02,,1410.0,,,,,,,2637.0,0.23,0.03,,,100.0,55.08,0.0,0.0,,0.0,100.0,30.67,0.2613,30.87,1.0126,11.0
2024-05-06,39047.0,425612.3,0.67,1.83,0.27,0.43,0.0,265480.4,21247.0,24356.0,231592.3,,,2290.0,0.0,,,,0.02,18.0,2272.0,,,0.0,2290.0,,,,0.23,,,,100.0,52.03,0.0,0.0,,0.0,100.0,30.69,0.2616,30.96,0.9563,10.9
2024-05-07,37738.0,424552.5,0.65,1.78,0.26,0.41,0.0,248028.75,20138.0,22047.0,226552.5,,,1000.0,,,,,0.02,,2109.0,,,,1000.0,,,2309.0,0.22,0.03,,,100.0,50.69,0.0,0.0,,0.0,100.0,31.38,0.2587,31.72,0.95,11.25
2024-05-08,37589.0,445429.65,0.65,1.74,0.26,0.43,0.0,245223.9,19385.0,20694.0,229712.25,,,,,,1000.0,,0.0,,753.0,,,,,0.01,,2353.0,0.22,0.02,,,100.0,49.28,0.0,0.0,,0.0,100.0,25.36,0.2361,31.81,0.9556,11.85
2024-05-09,36496.0,423353.6,0.63,1.68,0.25,0.43,0.0,264538.0,18096.0,22805.0,209913.6,,,2638.0,0.03,,,,0.04,2111.0,3927.0,,,0.03,2638.0,,,,0.21,,,,100.0,51.1,0.0,0.0,,0.0,100.0,25.96,0.2397,33.47,1.0307,11.6
2024-05-10,36432.0,424432.8,0.63,1.75,0.25,0.42,0.0,264932.65,18032.0,22741.0,210072.8,,,17.0,0.0,,,,0.0,285.0,81.0,,,0.0,17.0,,,349.0,0.21,0.0,,,100.0,50.52,0.0,0.0,,0.0,100.0,25.84,0.241,33.22,1.0206,11.65
2024-05-13,38657.0,454219.75,0.66,1.92,0.26,0.45,0.0,293350.5,18257.0,24966.0,214519.75,,,225.0,0.03,,,,,2257.0,,,,0.03,225.0,,,32.0,0.21,0.0,,,100.0,51.68,0.0,0.0,,0.0,100.0,30.18,0.2427,30.98,1.0942,11.75
2024-05-14,36692.0,427461.8,0.63,1.87,0.25,0.43,0.0,267961.65,17801.0,23001.0,207381.65,,,,,,,,0.01,,456.0,,,,,,,1965.0,0.21,0.02,,,100.0,50.39,0.0,0.0,,0.0,100.0,27.43,0.2424,32.95,1.0386,11.65
2024-05-15,31792.0,362428.8,0.55,1.64,0.22,0.37,0.0,266771.4,18201.0,23401.0,207491.4,,,400.0,0.0,,,,,400.0,,,,0.0,400.0,,,,0.21,,,,100.0,51.52,0.0,0.0,,0.0,100.0,24.08,0.2296,32.36,0.8999,11.4
2024-05-16,36732.0,418744.8,0.63,1.94,0.25,0.42,0.0,262667.4,17841.0,23041.0,203387.4,,,1587.0,0.0,,,,0.02,40.0,1947.0,,,0.0,1587.0,,,400.0,0.2,0.01,,,100.0,48.33,0.0,0.0,,0.0,100.0,27.32,0.2414,32.78,0.995,11.4
2024-05-17,36384.0,429331.2,0.63,1.96,0.25,0.42,0.0,267777.4,17793.0,22693.0,209957.4,,,,,,,,0.0,,48.0,,,,,,,348.0,0.2,0.0,,,100.0,48.2,0.0,0.0,,0.0,100.0,26.56,0.2412,33.03,0.9856,11.8
2024-05-20,35759.0,418380.3,0.62,1.98,0.24,0.42,0.0,261705.6,17493.0,22368.0,204668.1,,,,,,,,0.0,,300.0,,,,,,,325.0,0.21,0.0,,,100.0,47.77,0.0,0.0,,0.0,100.0,25.24,0.2411,33.92,0.9766,11.7
2024-05-21,34616.0,405007.2,0.6,1.96,0.24,0.41,0.0,248332.5,17150.0,21225.0,200655.0,,,,,,,,0.0,,343.0,,,,,,,1143.0,0.2,0.01,,,100.0,46.84,0.0,0.0,,0.0,100.0,25.97,0.2454,34.92,0.9454,11.7
2024-05-22,33557.0,385905.5,0.58,1.96,0.23,0.4,0.0,241109.0,16091.0,20966.0,185046.5,,,,,,,,0.01,,1059.0,,,,,,,259.0,0.19,0.0,,,100.0,45.16,0.0,0.0,,0.0,100.0,27.02,0.2514,36.27,0.9417,11.5
2024-05-23,33516.0,385434.0,0.58,2.0,0.23,0.39,0.0,240637.5,16050.0,20925.0,184575.0,,,,,,,,0.0,,41.0,,,,,,,41.0,0.18,0.0,,,100.0,45.09,0.0,0.0,,0.0,100.0,26.95,0.2513,36.21,0.9416,11.5
2024-05-24,34252.0,405886.2,0.59,2.26,0.23,0.4,0.0,244832.85,15786.0,20661.0,187064.1,,,,,,,,0.0,,264.0,,,,,,,264.0,0.18,0.0,,,100.0,44.68,0.0,0.0,,0.0,100.0,26.17,0.2437,35.15,0.9695,11.85
2024-05-27,35485.0,418723.0,0.61,2.47,0.24,0.42,0.0,270149.2,18019.0,22894.0,212624.2,,,3950.0,0.03,,,,0.02,2363.0,1717.0,,,0.03,3950.0,,,130.0,0.21,0.0,,,100.0,47.8,0.0,0.0,,0.0,100.0,24.84,0.2376,34.18,0.9414,11.8
2024-05-28,32946.0,382173.6,0.57,2.45,0.22,0.39,0.0,236118.0,15480.0,20355.0,179568.0,,,,,,,,0.03,,2539.0,,,,,,,2539.0,0.18,0.03,,,100.0,43.85,0.0,0.0,,0.0,100.0,27.55,0.2597,37.05,0.9332,11.6
2024-05-29,32819.0,380700.4,0.56,2.69,0.22,0.39,0.0,234644.8,15353.0,20228.0,178094.8,,,,,,,,0.0,,127.0,,,,,,,127.0,0.18,0.0,,,100.0,43.49,0.0,0.0,,0.0,100.0,27.67,0.2614,37.06,0.9296,11.6
2024-05-30,34895.0,401292.5,0.6,3.22,0.24,0.41,0.0,229827.5,15110.0,19985.0,173765.0,,,,,,,,0.0,,243.0,,,,,,,243.0,0.18,0.0,,,100.0,43.1,0.0,0.0,,0.0,100.0,25.73,0.2433,34.65,0.9952,11.5
2024-05-31,32949.0,378913.5,0.57,3.12,0.22,0.38,0.0,234117.0,15795.0,20358.0,181642.5,,,3004.0,0.01,,,,0.03,685.0,2319.0,,,0.01,3004.0,,,312.0,0.18,0.0,,,100.0,44.19,0.0,0.0,,0.0,100.0,26.25,0.2562,37.02,0.9217,11.5
2024-06-03,32949.0,377266.05,0.57,3.37,0.22,0.38,0.0,233099.1,15795.0,20358.0,180852.75,,,,,,,,,,,,,,,,,,0.18,,,,100.0,48.24,0.0,0.0,,0.0,100.0,26.31,0.2563,37.04,1.0063,11.45
2024-06-04,32676.0,369238.8,0.56,3.53,0.22,0.38,0.0,226960.5,15522.0,20085.0,175398.6,,,,,,,,0.0,,273.0,,,,,,,273.0,0.18,0.0,,,100.0,47.41,0.0,0.0,,0.0,100.0,26.65,0.2595,37.4,0.998,11.3
2024-06-05,32346.0,370361.7,0.56,3.63,0.22,0.37,0.0,226194.75,15192.0,19755.0,173948.4,,,,,,,,0.0,,330.0,,,,,,,330.0,0.17,0.0,,,100.0,46.4,0.0,0.0,,0.0,100.0,26.84,0.2627,37.66,0.9879,11.45
2024-06-06,32137.0,379216.6,0.55,3.64,0.22,0.37,0.0,230642.8,14983.0,19546.0,176799.4,,,,,,,,0.0,,209.0,,,,,,,209.0,0.17,0.0,,,100.0,45.76,0.0,0.0,,0.0,100.0,27.09,0.2659,38.06,0.9815,11.8
2024-06-07,32208.0,402600.0,0.55,3.81,0.22,0.39,0.0,245212.5,15054.0,19617.0,188175.0,,,71.0,0.0,,,,,71.0,,,,0.0,71.0,,,,0.18,,,,100.0,45.14,0.0,0.0,,0.0,100.0,26.86,0.2638,37.53,0.9659,12.5
2024-06-10,32362.0,386725.9,0.56,4.02,0.22,0.41,0.0,236263.45,15208.0,19771.0,181735.6,,,154.0,0.0,,,,,154.0,,,,0.0,154.0,,,,0.19,,,,100.0,46.45,0.0,0.0,,0.0,100.0,27.19,0.2646,38.05,0.9884,11.95
2024-06-11,35895.0,418176.75,0.62,4.67,0.25,0.43,0.0,271491.6,18741.0,23304.0,218332.65,,,,0.04,,,,0.03,3533.0,2417.0,,,0.04,,,5950.0,,0.22,,,,100.0,48.44,0.0,0.0,,0.0,100.0,23.98,0.2377,33.67,0.9277,11.65
2024-06-12,31534.0,364217.7,0.54,4.44,0.22,0.37,0.0,218791.65,15180.0,18943.0,175329.0,,,,,,,,0.04,,3561.0,,,,,,,4361.0,0.18,0.06,,,100.0,43.21,0.0,0.0,,0.0,100.0,24.57,0.2638,39.03,0.8976,11.55
2024-06-13,30367.0,329481.95,0.52,4.51,0.21,0.35,0.0,201549.6,14013.0,18576.0,152041.05,,,,,,,,0.01,,1167.0,,,,,,,367.0,0.16,0.0,,,100.0,41.26,0.0,0.0,,0.0,100.0,23.09,0.2719,41.05,0.8941,10.85
2024-06-14,30330.0,292381.2,0.52,4.46,0.21,0.32,0.0,178715.96,13976.0,18539.0,134728.64,,,,,,,,0.0,,37.0,,,,,,,37.0,0.15,0.0,,,100.0,41.19,0.0,0.0,,0.0,100.0,23.28,0.2741,41.57,0.894,9.64
2024-06-17,30319.0,290456.02,0.52,3.99,0.21,0.3,0.0,177498.24,13965.0,18528.0,133784.7,,,,,,,,0.0,,11.0,,,,,,,11.0,0.14,0.0,,,100.0,41.17,0.0,0.0,,0.0,100.0,22.15,0.2755,41.89,0.8939,9.58
2024-06-18,31867.0,305285.86,0.55,3.82,0.22,0.31,0.0,175457.7,13752.0,18315.0,131744.16,,,,,,,,0.0,,213.0,,,,,,,213.0,0.13,0.0,,,100.0,40.8,0.0,0.0,,0.0,100.0,21.47,0.2521,38.4,0.9455,9.58
2024-06-19,31349.0,309728.12,0.54,3.94,0.21,0.31,0.0,193233.04,14995.0,19558.0,148150.6,,,3004.0,0.01,,,,0.02,1243.0,1761.0,,,0.01,3004.0,,,,0.14,,,,100.0,42.91,0.0,0.0,,0.0,100.0,21.74,0.2565,38.91,0.897,9.88
2024-06-20,30761.0,332218.8,0.53,3.88,0.21,0.32,0.0,204876.0,14407.0,18970.0,155595.6,,,,,,,,0.0,,588.0,,,,,,,588.0,0.15,0.01,,,100.0,45.1,0.0,0.0,,0.0,100.0,22.0,0.2624,39.31,0.963,10.8
2024-06-21,30468.0,319914.0,0.52,3.72,0.21,0.33,0.0,196108.5,14114.0,18677.0,148197.0,,,,,,,,0.0,,293.0,,,,,,,293.0,0.15,0.0,,,100.0,44.18,0.0,0.0,,0.0,100.0,22.74,0.2695,40.71,0.9538,10.5
2024-06-24,33049.0,351971.85,0.57,3.94,0.23,0.35,0.0,221072.7,15695.0,20758.0,167151.75,,,1081.0,0.0,,2000.0,,,81.0,,,,0.0,1081.0,0.02,500.0,,0.17,,,,100.0,46.93,0.0,0.0,,0.0,100.0,20.41,0.2249,36.73,0.9882,10.65
2024-06-25,32513.0,333258.25,0.56,3.68,0.22,0.35,0.0,207275.5,15159.0,20222.0,155379.75,,,,,,,,0.01,,536.0,,,,,,,536.0,0.16,0.01,,,100.0,45.33,0.0,0.0,,0.0,100.0,21.09,0.2321,37.78,0.9722,10.25
2024-06-26,32846.0,331744.6,0.56,3.78,0.22,0.34,0.0,207605.5,15492.0,20555.0,156469.2,,,333.0,0.0,,,,,333.0,,,,0.0,333.0,,,,0.16,,,,100.0,45.24,0.0,0.0,,0.0,100.0,20.74,0.2274,37.13,0.9592,10.1
2024-06-27,32798.0,332899.7,0.56,3.86,0.22,0.33,0.0,208146.05,15444.0,20507.0,156756.6,,,,,,,,0.0,,48.0,,,,,,,48.0,0.16,0.0,,,100.0,46.18,0.0,0.0,,0.0,100.0,20.66,0.2279,37.12,0.9807,10.15
2024-06-28,33109.0,315859.86,0.57,3.89,0.23,0.34,0.0,198603.72,15755.0,20818.0,150302.7,,,311.0,0.01,,,,,600.0,,,,0.01,311.0,,,289.0,0.16,0.0,,,100.0,46.28,0.0,0.0,,0.0,100.0,20.7,0.2235,37.13,0.9726,9.54
2024-07-01,32742.0,337242.6,0.56,3.85,0.22,0.32,0.0,210645.3,15888.0,20451.0,163646.4,,,133.0,0.0,,,,,133.0,,,,0.0,133.0,,,500.0,0.15,0.01,,,100.0,47.3,0.0,0.0,,0.0,100.0,20.42,0.2264,36.67,0.9747,10.3
2024-07-02,31944.0,319440.0,0.55,3.71,0.22,0.33,0.0,201530.0,15590.0,20153.0,155900.0,,,202.0,0.0,,,,0.0,339.0,500.0,,,0.0,202.0,,,637.0,0.16,0.01,,,100.0,46.63,0.0,0.0,,0.0,100.0,21.49,0.2424,38.6,0.9555,10.0
2024-07-03,32006.0,320060.0,0.55,3.79,0.22,0.32,0.0,202150.0,15652.0,20215.0,156520.0,,,62.0,0.0,,,,,205.0,,,,0.0,62.0,,,143.0,0.16,0.0,,,100.0,47.01,0.0,0.0,,0.0,100.0,21.76,0.24,38.01,0.9612,10.0
2024-07-04,31824.0,321422.4,0.55,3.76,0.22,0.32,0.0,202333.3,15470.0,20033.0,156247.0,,,,,,,,0.0,,182.0,,,,,,,182.0,0.15,0.0,,,100.0,46.75,0.0,0.0,,0.0,100.0,21.86,0.2424,38.23,0.9617,10.1
2024-07-05,31494.0,314940.0,0.54,3.78,0.22,0.32,0.0,197030.0,15140.0,19703.0,151400.0,,,,,,,,0.0,,330.0,,,,,,,330.0,0.15,0.0,,,100.0,45.75,0.0,0.0,,0.0,100.0,21.75,0.2481,39.08,0.9517,10.0
2024-07-08,31207.0,308325.16,0.54,3.75,0.21,0.31,0.0,191830.08,14853.0,19416.0,146747.64,,,,,,,,0.0,,287.0,,,,,,,287.0,0.15,0.0,,,100.0,44.88,0.0,0.0,,0.0,100.0,22.0,0.2525,39.46,0.943,9.88
2024-07-09,31019.0,295921.26,0.53,3.76,1.04,0.31,0.0,183435.12,14665.0,19228.0,139904.1,,,,0.0,,,,0.0,70.0,188.0,,,0.0,,,,258.0,0.14,0.0,,,100.0,43.9,0.0,0.0,,0.0,100.0,22.27,0.2563,39.87,0.9286,9.54
2024-07-10,30829.0,296574.98,0.51,3.69,0.21,0.3,0.0,183145.56,14475.0,19038.0,139249.5,,,,0.0,,,,0.0,73.0,190.0,,,0.0,,,,263.0,0.14,0.0,,,100.0,43.33,0.0,0.0,,0.0,100.0,22.16,0.2584,39.8,0.9229,9.62
2024-07-11,30632.0,296517.76,0.51,3.2,0.21,0.3,0.0,182380.88,14278.0,18841.0,138211.04,,,,,,,,0.0,,197.0,,,,,,,197.0,0.14,0.0,,,100.0,43.33,0.0,0.0,,0.0,100.0,22.31,0.2624,40.13,0.9296,9.68
2024-07-12,30970.0,297312.0,0.51,3.03,0.21,0.3,0.0,184118.4,14616.0,19179.0,140313.6,,,338.0,0.0,,,,,338.0,,,,0.0,338.0,,,,0.14,,,,100.0,43.17,0.0,0.0,,0.0,100.0,22.13,0.2581,39.76,0.9148,9.6
2024-07-15,30897.0,299700.9,0.51,3.02,0.21,0.3,0.0,185328.2,15130.0,19106.0,146761.0,,,514.0,0.01,,,,,514.0,,,,0.01,514.0,,,587.0,0.15,0.01,,,100.0,45.91,0.0,0.0,,0.0,100.0,20.05,0.2526,39.71,0.9376,9.7
2024-07-16,30697.0,295919.08,0.51,2.98,0.21,0.3,0.0,183217.84,15030.0,19006.0,144889.2,,,,,,,,0.0,,100.0,,,,,,,100.0,0.15,0.0,,,100.0,45.61,0.0,0.0,,0.0,100.0,19.84,0.2537,40.04,0.9315,9.64
2024-07-17,29978.0,291985.72,0.5,2.91,0.2,0.29,0.0,178115.38,15030.0,18287.0,146392.2,,,,,,,,,,,,,,,,,719.0,0.14,0.01,,,100.0,45.61,0.0,0.0,,0.0,100.0,20.7,0.2575,41.1,0.9097,9.74
2024-07-18,29978.0,293184.84,0.5,2.97,0.2,0.29,0.0,178846.86,15030.0,18287.0,146993.4,,,,,,,,,,,,,,,,,,0.15,,,,100.0,45.61,0.0,0.0,,0.0,100.0,20.52,0.2579,41.18,0.9097,9.78
2024-07-19,28168.0,276046.4,0.47,2.89,0.19,0.28,0.0,161474.6,14030.0,16477.0,137494.0,,,,,,,,0.01,,1000.0,,,,,,,1810.0,0.14,0.02,,,100.0,42.58,0.0,0.0,,0.0,100.0,22.2,0.2857,44.35,0.8548,9.8
2024-07-22,25848.0,255378.24,0.43,2.7,0.17,0.26,0.0,149751.16,12810.0,15157.0,126562.8,,,,,,,,0.01,,1220.0,,,,,,,1320.0,0.13,0.01,,,100.0,41.39,0.0,0.0,,0.0,100.0,24.74,0.3395,49.23,0.8351,9.88
2024-07-23,25023.0,247227.24,0.42,2.32,0.17,0.25,0.0,141600.16,12540.0,14332.0,123895.2,,,30.0,,,30.0,,0.0,,300.0,,,,30.0,0.0,,855.0,0.12,0.01,,,100.0,40.98,0.0,0.0,,0.0,100.0,25.63,0.3572,51.38,0.8177,9.88
2024-07-24,24431.0,239423.8,0.41,2.24,0.16,0.24,0.0,134652.0,12335.0,13740.0,120883.0,,,,,,,,0.0,,205.0,,,,,,,592.0,0.12,0.01,,,100.0,40.31,0.0,0.0,,0.0,100.0,26.44,0.3722,52.95,0.7983,9.8
2024-07-25,23986.0,235062.8,0.4,2.18,0.16,0.24,0.0,130291.0,12105.0,13295.0,118629.0,,,,,,,,0.0,,230.0,,,,,,,445.0,0.12,0.0,,,100.0,39.59,0.0,0.0,,0.0,100.0,27.05,0.3851,54.16,0.7845,9.8
2024-07-26,23986.0,235062.8,0.4,2.17,0.16,0.24,0.0,130291.0,12105.0,13295.0,118629.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,39.59,0.0,0.0,,0.0,100.0,27.04,0.3855,54.2,0.7845,9.8
2024-07-29,22214.0,217697.2,0.37,2.15,0.15,0.22,0.0,112925.4,11333.0,11523.0,111063.4,,,,,,,,0.01,,772.0,,,,,,,1772.0,0.11,0.02,,,100.0,37.07,0.0,0.0,,0.0,100.0,29.79,0.4515,59.72,0.7266,9.8
2024-07-30,21566.0,211346.8,0.36,2.3,0.15,0.21,0.0,106575.0,11333.0,10875.0,111063.4,,,,,,,,,,,,,,,,,648.0,0.11,0.01,,,100.0,37.07,0.0,0.0,,0.0,100.0,30.98,0.4842,62.11,0.7054,9.8
2024-07-31,18524.0,180053.28,0.31,2.02,0.12,0.18,0.0,93146.76,9583.0,9583.0,93146.76,,,,0.04,,,,0.02,4050.0,1750.0,,,0.04,,,,5342.0,0.09,0.05,,,100.0,33.25,0.0,0.0,,0.0,100.0,4.55,0.9131,95.45,0.6427,9.72
2024-08-01,17921.0,174908.96,0.3,1.97,0.12,0.17,0.0,87644.8,8980.0,8980.0,87644.8,,,,,,,,0.01,,603.0,,,,,,,603.0,0.09,0.01,,,100.0,31.16,0.0,0.0,,0.0,100.0,0.29,0.9942,99.71,0.6218,9.76
2024-08-02,17921.0,173833.7,0.3,2.05,0.12,0.17,0.0,87106.0,8980.0,8980.0,87106.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,31.16,0.0,0.0,,0.0,100.0,0.29,0.9942,99.71,0.6218,9.7
2024-08-05,17921.0,164514.78,0.3,2.11,0.12,0.17,0.0,82436.4,8980.0,8980.0,82436.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,31.16,0.0,0.0,,0.0,100.0,0.3,0.994,99.7,0.6218,9.18
2024-08-06,17921.0,155912.7,0.3,2.08,0.12,0.16,0.0,78126.0,8980.0,8980.0,78126.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,31.16,0.0,0.0,,0.0,100.0,0.32,0.9937,99.68,0.6218,8.7
2024-08-07,17921.0,154837.44,0.3,2.01,0.12,0.16,0.0,77587.2,8980.0,8980.0,77587.2,,,,,,,,,,,,,,,,,,0.08,,,,100.0,31.16,0.0,0.0,,0.0,100.0,0.32,0.9935,99.68,0.6218,8.64
2024-08-08,9380.0,81981.2,0.16,1.02,0.06,0.08,0.0,3836.86,8980.0,439.0,78485.2,,,,,,,,,,,,,,,,,8541.0,0.08,0.07,,,100.0,31.16,0.0,0.0,,0.0,100.0,0.89,0.9823,99.11,0.3254,8.74
2024-08-09,839.0,7383.2,0.01,0.09,0.01,0.01,0.0,3863.2,439.0,439.0,3863.2,,,,,,,,0.07,,8541.0,,,,,,,,0.0,,,,100.0,1.6,0.0,0.0,,0.0,100.0,5.11,0.903,94.89,0.0305,8.8
2024-08-12,839.0,7534.22,0.01,0.09,0.01,0.01,0.0,3942.22,439.0,439.0,3942.22,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,5.05,0.9042,94.95,0.0339,8.98
2024-08-13,839.0,7265.74,0.01,0.09,0.01,0.01,0.0,3801.74,439.0,439.0,3801.74,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,5.08,0.9035,94.92,0.0339,8.66
2024-08-14,839.0,7433.54,0.01,0.09,0.01,0.01,0.0,3889.54,439.0,439.0,3889.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,5.12,0.9029,94.88,0.0339,8.86
2024-08-15,839.0,7416.76,0.01,0.09,0.01,0.01,0.0,3880.76,439.0,439.0,3880.76,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.77,0.0,0.0,,0.0,100.0,5.07,0.9038,94.93,0.0339,8.84
2024-08-16,861.0,7817.88,0.01,0.1,0.01,0.01,0.0,4185.88,461.0,461.0,4185.88,,,,,,22.0,,,,,,,,,0.0,22.0,,0.0,,,,100.0,1.86,0.0,0.0,,0.0,100.0,4.88,0.8606,92.6,0.0347,9.08
2024-08-19,861.0,7955.64,0.01,0.1,0.01,0.01,0.0,4259.64,461.0,461.0,4259.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.86,0.0,0.0,,0.0,100.0,4.78,0.8621,92.69,0.0347,9.24
2024-08-20,3061.0,28528.52,0.05,0.34,0.02,0.03,0.0,24800.52,2661.0,2661.0,24800.52,,,2200.0,0.02,,,,,2200.0,,,,0.02,2200.0,,,,0.02,,,,100.0,9.86,0.0,0.0,,0.0,100.0,25.59,0.6002,73.11,0.1134,9.32
2024-08-21,1144.0,10524.8,0.02,0.13,0.01,0.01,0.0,6283.6,683.0,683.0,6283.6,,,,,,,,0.02,,1978.0,,,,,,,1978.0,0.01,0.02,,,100.0,2.75,0.0,0.0,,0.0,100.0,23.34,0.5451,69.69,0.0461,9.2
2024-08-22,1022.0,9402.4,0.02,0.13,0.01,0.01,0.0,5722.4,622.0,622.0,5722.4,,,,,,,,0.0,,61.0,,,,,,,61.0,0.01,0.0,,,100.0,2.52,0.0,0.0,,0.0,100.0,21.74,0.6597,78.26,0.0414,9.2
2024-08-23,800.0,7264.0,0.01,0.12,0.01,0.01,0.0,3632.0,400.0,400.0,3632.0,,,,,,,,0.0,,222.0,,,,,,,222.0,0.0,0.0,,,100.0,1.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0324,9.08
