,DEC FP Equity_DX_SI_QTY,DEC FP Equity_DX_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DEC FP Equity_DX_SI_MV,DEC FP Equity_DX_DSS,DEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY,DEC FP Equity_DX_BROKER_SI_QTY,DEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DEC FP Equity_DX_BROKER_SI_MV_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,DEC FP Equity_DX_BROKER_SI_MV_INC_x,DEC FP Equity_DX_SUPPLY_SI_MV_NEW,DEC FP Equity_DX_BROKER_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_NEW,DEC FP Equity_DX_SUPPLY_SI_MV_DEC,DEC FP Equity_DX_BROKER_SI_QTY_INC,DEC FP Equity_DX_SUPPLY_SI_QTY_DEC,DEC FP Equity_DX_BROKER_SI_MV_NEW_y,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DEC FP Equity_DX_BROKER_SI_MV_INC_y,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,DEC FP Equity_DX_BROKER_SI_MV_ADD,DEC FP Equity_DX_SUPPLY_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_DEC,DEC FP Equity_DX_SUPPLY_SI_MV,DEC FP Equity_DX_BROKER_SI_MV_DEC,DEC FP Equity_DX_SUPPLY_SI_MV_RMV,DEC FP Equity_DX_BROKER_SI_MV_RMV,DEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DEC FP Equity_DX_UTILIZATION_QUANTITY,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DEC FP Equity_DX_ACTIVE_UTILIZATION_MV,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DEC FP Equity_DX_BROKER_SI_CON_RATIO,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-12-24,2740377.0,60123871.38,3.75,27.27,1.29,60.26,1.0,40261523.56,2381284.0,1835074.0,52245370.96,,,14177.0,,,,,0.58,,28248.0,,,,14177.0,,,25896.0,52.19,0.51,,,9.4,9.4,22939948.0,503302459.12,,501.9,9.42,19.78,0.1494,24.97,0.1082
2021-12-27,2729268.0,60098481.36,3.73,27.41,1.28,60.24,1.0,39750922.38,2375987.0,1805219.0,52319233.74,,,14449.0,0.21,,,,0.52,9129.0,24307.0,,,0.21,14449.0,,4561.0,38984.0,52.15,0.71,,,9.38,9.38,22941040.0,505161700.8,,502.98,9.4,19.84,0.1499,24.96,0.1078
2021-12-28,2701507.0,59433154.0,3.69,27.28,1.27,59.8,1.0,39454492.0,2365119.0,1793386.0,52032618.0,,,4393.0,0.01,,,,0.45,469.0,20611.0,,,0.01,4393.0,,5350.0,12302.0,52.07,0.22,,,9.34,9.34,22945372.0,504798184.0,,505.16,9.35,20.0,0.1519,25.24,0.1067
2021-12-29,2680911.0,59140896.66,3.67,27.32,1.26,59.29,1.0,39111277.0,2342713.0,1772950.0,51680248.78,,,7929.0,0.1,,,,0.77,4375.0,34556.0,,,0.1,7929.0,,4221.0,24811.0,51.51,0.58,,,9.26,9.26,22956468.0,506419684.08,,503.46,9.28,20.27,0.1528,25.36,0.106
2021-12-30,2643263.0,58310381.78,3.61,27.57,1.24,58.75,1.0,38061485.72,2303451.0,1725362.0,50814129.06,,,4472.0,,,,,0.93,,43734.0,,,,4472.0,,,47588.0,50.87,0.94,,,9.1,9.1,22997532.0,507325555.92,,508.03,9.1,20.38,0.1551,25.77,0.1045
2021-12-31,2638119.0,58038618.0,3.61,30.21,1.24,58.44,1.0,37845522.0,2309391.0,1720251.0,50806602.0,,,13931.0,0.16,,,,0.18,9744.0,7991.0,,,0.16,13931.0,,,14855.0,50.85,0.34,,,9.13,9.13,22995044.0,505890968.0,,505.81,9.13,20.41,0.1558,25.84,0.1043
2022-01-03,2642690.0,58931987.0,3.61,32.15,1.24,58.76,1.0,38450552.0,2315956.0,1724240.0,51645818.8,,,19320.0,0.23,,,,0.29,8517.0,13747.0,,,0.23,19320.0,,992.0,4528.0,51.2,0.1,,,9.12,9.12,23080328.0,514691314.4,,509.91,9.12,20.3,0.156,25.78,0.1041
2022-01-04,2587088.0,58364705.28,3.54,31.92,1.22,58.26,1.0,38898854.4,2280303.0,1724240.0,51443635.68,,,2027.0,,,,,0.86,,39063.0,,,,2027.0,,1383.0,,50.98,,,,9.0,9.0,23069356.0,520444671.36,,514.84,9.01,20.71,0.1614,26.43,0.1021
2022-01-05,2577241.0,59998170.48,3.52,32.11,1.21,58.85,1.0,39233644.32,2272711.0,1685294.0,52908712.08,,,11343.0,,,,,1.08,,52937.0,,,,11343.0,,34002.0,38946.0,51.77,0.75,,,8.97,8.97,23058512.0,536802159.36,,521.39,9.03,18.98,0.1559,26.31,0.1017
2022-01-06,2579690.0,61035465.4,3.53,32.21,1.21,60.69,1.0,39564110.04,2275238.0,1672194.0,53832131.08,,,3990.0,0.28,,,,0.19,11662.0,13125.0,,,0.28,3990.0,,11662.0,24762.0,53.25,0.0,,,8.98,8.98,23049834.0,545359072.44,,538.28,9.0,18.51,0.1545,26.38,0.1019
2022-01-07,2353552.0,55402614.08,3.22,29.37,1.11,55.9,1.0,36225376.44,2127233.0,1538886.0,50075064.82,,,14206.0,0.47,,7000.0,,3.8,18981.0,162211.0,,,0.47,14206.0,0.17,,159289.0,50.17,3.39,,,8.4,8.4,23183568.0,545741190.72,,545.99,8.42,17.1,0.1599,27.45,0.093
2022-01-10,2398846.0,53014496.6,3.28,31.63,1.13,56.3,1.0,34837843.3,2159790.0,1576373.0,47731359.0,,,23791.0,0.88,,,,0.11,37487.0,3230.0,,,0.88,23791.0,,11996.0,,50.04,,,,8.53,8.53,23149074.0,511594535.4,,542.14,8.45,17.16,0.1582,27.22,0.0948
2022-01-11,2455292.0,53820000.64,3.36,31.86,1.15,54.48,1.0,35641591.2,2171508.0,1625985.0,47599455.36,,,14020.0,0.0,,,,0.23,55914.0,6302.0,,,0.0,14020.0,,4000.0,6302.0,47.81,0.21,,,8.56,8.56,23199308.0,508528831.36,,510.68,8.56,16.85,0.1627,28.15,0.0968
2022-01-12,2517945.0,56502685.8,3.44,33.89,1.18,55.62,1.0,37487904.96,2258798.0,1670584.0,50687427.12,,,124999.0,1.79,,,,3.41,84803.0,156708.0,,,1.79,124999.0,,118999.0,40204.0,49.59,1.11,,,8.89,8.89,23141188.0,519288258.72,,505.35,8.94,17.42,0.1513,25.31,0.0991
2022-01-13,2509485.0,56413222.8,3.43,34.36,1.18,56.65,1.0,37375652.64,2273904.0,1662618.0,51117361.92,,,35302.0,0.8,,,,0.59,33209.0,32601.0,,,0.8,35302.0,,12405.0,41175.0,51.02,0.76,,,8.95,8.95,23134086.0,520054253.28,,518.13,8.96,17.38,0.1463,25.5,0.0988
2022-01-14,2621989.0,58313035.36,3.59,35.61,1.23,59.25,1.0,38578415.84,2386408.0,1734641.0,53073713.92,,,94679.0,2.22,,,,0.13,96209.0,6637.0,,,2.22,94679.0,,24462.0,24186.0,53.63,0.54,,,9.39,9.39,23030858.0,512206281.92,,518.33,9.38,16.73,0.1411,24.6,0.1032
2022-01-17,2650363.0,59474145.72,3.62,36.68,1.24,59.54,1.0,38673096.0,2433555.0,1723400.0,54608974.2,,,57385.0,0.07,,,,0.35,3771.0,15012.0,,,0.07,57385.0,,4774.0,15012.0,54.25,0.37,,,9.53,9.53,23111116.0,518613443.04,,514.95,9.53,16.91,0.1396,24.63,0.1038
2022-01-18,2703225.0,60065659.5,3.7,39.33,1.27,61.09,1.0,38294525.72,2491304.0,1723426.0,55356774.88,,,61869.0,0.15,,,,0.06,4913.0,4120.0,,,0.15,61869.0,,,4887.0,55.96,0.07,,,9.75,9.75,23052256.0,512221128.32,,519.02,9.73,16.77,0.1389,24.57,0.1058
2022-01-19,2689353.0,59273340.12,3.68,40.2,1.26,60.06,1.0,37958412.04,2490259.0,1722251.0,54885308.36,,,5751.0,0.27,,4299.0,,0.4,14145.0,14678.0,,,0.27,5751.0,0.1,7882.0,19619.0,55.27,0.52,,,9.74,9.74,23085476.0,508803891.04,,512.65,9.73,16.86,0.1372,24.67,0.1052
2022-01-20,2723975.0,60145368.0,3.73,42.76,1.28,60.56,1.0,38850223.68,2520981.0,1759521.0,55663260.48,,,46261.0,0.21,,35400.0,,0.35,10861.0,15539.0,,,0.21,46261.0,0.82,,8991.0,55.68,0.23,,,9.85,9.85,23060420.0,509174073.6,,509.4,9.85,16.54,0.1346,24.24,0.1065
2022-01-21,2676939.0,59053274.34,3.66,40.09,1.26,59.39,1.0,37909646.74,2477069.0,1718479.0,54644142.14,,,11457.0,0.28,,,,1.26,13641.0,55369.0,,,0.28,11457.0,,,54683.0,54.65,1.25,,,9.68,9.68,23099724.0,509579911.44,,509.96,9.68,17.11,0.1364,24.74,0.1047
2022-01-24,2713942.0,58566868.36,3.71,40.02,1.27,60.02,1.0,37689470.0,2602051.0,1746500.0,56152260.58,,,102988.0,0.85,,5000.0,,0.09,37418.0,1915.0,,,0.85,102988.0,0.11,23909.0,14397.0,57.19,0.31,,,10.15,10.15,23029652.0,496979890.16,,507.64,10.13,17.65,0.135,24.41,0.1059
2022-01-25,2876677.0,62423890.9,3.93,41.15,1.35,62.6,1.0,41000283.8,2647004.0,1889414.0,57439986.8,,,57381.0,2.97,,,,0.31,147294.0,12428.0,,,2.97,57381.0,,,4380.0,57.2,0.17,,,10.31,10.31,23019680.0,499527056.0,,497.34,10.31,16.84,0.1233,22.77,0.1121
2022-01-26,3021322.0,65743966.72,4.13,43.43,1.42,66.18,1.0,42466903.04,2782366.0,1951604.0,60544284.16,,,91296.0,1.68,,,,0.24,73511.0,11322.0,,,1.68,91296.0,,55388.0,11321.0,60.52,0.22,,,10.81,10.81,22966344.0,499747645.44,,499.41,10.81,15.93,0.1146,21.57,0.1173
2022-01-27,3052483.0,65262086.54,4.17,44.07,1.43,66.92,1.0,41801662.88,2815710.0,1955176.0,60199879.8,,,22805.0,0.47,,,,0.13,22437.0,7728.0,,,0.47,22805.0,,18267.0,18865.0,61.31,0.4,,,10.85,10.85,23131018.0,494541164.84,,506.61,10.8,15.93,0.1146,21.51,0.1176
2022-01-28,3077448.0,74597339.52,4.21,43.6,1.45,68.12,1.0,47611408.08,2837861.0,1964167.0,68789750.64,,,22014.0,0.12,,,,0.0,10759.0,3106.0,,,0.12,22014.0,,3243.0,1768.0,62.36,0.0,,,10.91,10.91,23178896.0,561856439.04,,501.83,11.05,15.23,0.1098,20.59,0.1183
2022-01-31,3115532.0,75582806.32,4.26,38.76,1.46,75.59,1.0,48279462.1,2859553.0,1990085.0,69372755.78,,,7358.0,1.04,,,,0.12,30459.0,13926.0,,,1.04,7358.0,,28260.0,4541.0,69.13,0.0,,,10.95,10.95,23255956.0,564189492.56,,561.37,10.96,15.51,0.1119,21.02,0.1193
2022-02-01,2938204.0,72691166.96,4.02,34.21,1.38,71.81,1.0,46609566.24,2649202.0,1883976.0,65541257.48,,,270.0,0.85,,,,4.98,31344.0,210621.0,,,0.85,270.0,,,137453.0,64.38,3.1,,,10.2,10.2,23323054.0,577012355.96,,564.79,10.23,13.44,0.1139,22.28,0.1131
2022-02-02,3041434.0,75853363.96,4.16,33.84,1.43,75.58,1.0,49588900.32,2485069.0,1988328.0,61977620.86,,,27250.0,7.64,,3800.0,,4.6,297964.0,195891.0,,,7.64,27250.0,0.1,4508.0,197412.0,61.44,4.66,,,9.5,9.5,23676276.0,590486323.44,,583.84,9.52,13.09,0.1607,32.87,0.1163
2022-02-03,2462644.0,60088513.6,3.37,26.29,1.16,61.07,1.0,37936192.8,2273127.0,1554762.0,55464298.8,,,358684.0,,,,,14.11,,570626.0,,,,358684.0,,,433566.0,56.17,10.72,,,8.68,8.68,23923300.0,583728520.0,,589.44,8.7,14.97,0.1441,27.34,0.094
2022-02-04,2314270.0,56653329.6,3.16,23.8,1.09,56.63,1.0,34307618.4,2092580.0,1401455.0,51226358.4,,,7643.0,,,,,4.7,,188190.0,,,,7643.0,,,153307.0,51.0,3.95,,,8.15,8.15,23598226.0,577684572.48,,574.71,8.15,11.27,0.1483,29.36,0.0901
2022-02-07,2275575.0,55205449.5,3.11,22.79,1.07,55.82,1.0,33247990.36,2067594.0,1370486.0,50159830.44,,,17659.0,0.07,,13000.0,,1.02,3000.0,42645.0,,,0.07,17659.0,0.32,,46969.0,50.49,1.15,,,7.8,7.8,24437032.0,592842396.32,,597.2,7.8,11.07,0.1515,30.15,0.0859
2022-02-08,2313184.0,57228172.16,3.16,22.73,1.09,56.66,1.0,34444166.04,2073369.0,1392246.0,51295149.06,,,23793.0,0.24,,13849.0,,0.54,10148.0,21568.0,,,0.24,23793.0,0.34,3550.0,2237.0,50.53,0.0,,,7.83,7.83,24420312.0,604158518.88,,595.29,7.82,11.05,0.1448,29.28,0.0873
2022-02-09,2285001.0,57079324.98,3.12,21.84,1.07,56.87,1.0,35093877.42,2077824.0,1404879.0,51904043.52,,,38830.0,1.61,,,,1.24,61986.0,54075.0,,,1.61,38830.0,,19700.0,49353.0,51.47,1.2,,,7.82,7.82,24485546.0,611648939.08,,606.21,7.83,11.55,0.15,29.95,0.086
2022-02-10,2368240.0,60011201.6,3.24,21.9,1.11,59.56,1.0,36753389.4,2098906.0,1450410.0,53186278.04,,,30622.0,0.31,,43092.0,,0.48,11665.0,19720.0,,,0.31,30622.0,1.1,10180.0,9226.0,52.51,0.15,,,7.88,7.88,24536470.0,621754149.8,,614.14,7.88,10.76,0.1383,28.61,0.0889
2022-02-11,2458985.0,62015601.7,3.36,22.29,1.15,62.7,1.0,37461132.28,2148410.0,1485374.0,54182900.2,,,71121.0,1.19,,,,0.49,42781.0,21617.0,,,1.19,71121.0,,,7817.0,54.56,0.18,,,8.02,8.02,24623248.0,620998314.56,,626.95,8.01,10.49,0.1338,27.95,0.0919
2022-02-14,2463641.0,61393933.72,3.37,22.14,1.16,62.33,1.0,37355329.2,2179348.0,1499010.0,54309352.16,,,25289.0,0.52,,,,0.31,23375.0,11395.0,,,0.52,25289.0,,17044.0,9739.0,54.97,0.25,,,8.15,8.15,24574380.0,612393549.6,,621.58,8.12,10.36,0.1342,28.04,0.0921
2022-02-15,2459392.0,63255562.24,3.36,21.44,1.16,62.11,1.0,38170254.68,2191773.0,1484069.0,56372401.56,,,18170.0,0.71,,,,0.22,36766.0,8816.0,,,0.71,18170.0,,3071.0,51707.0,54.93,1.17,,,8.18,8.18,24594660.0,632574655.2,,616.15,8.18,10.65,0.1378,28.86,0.0918
2022-02-16,2490526.0,63757465.6,3.41,21.55,1.17,64.33,1.0,39196057.6,2207746.0,1531096.0,56518297.6,,,30007.0,2.08,,,,1.2,72234.0,53967.0,,,2.08,30007.0,,39933.0,25207.0,56.69,0.11,,,8.23,8.23,24626914.0,630448998.4,,622.61,8.35,11.41,0.1366,28.12,0.0928
2022-02-17,2488479.0,63207366.6,3.4,22.01,1.17,64.0,1.0,38965606.6,2244655.0,1534079.0,57014237.0,,,40601.0,0.16,,,,0.41,6891.0,17044.0,,,0.16,40601.0,,13352.0,3908.0,57.5,0.1,,,8.33,8.33,24697748.0,627322799.2,,631.54,8.34,11.47,0.1381,28.26,0.0924
2022-02-18,2498753.0,63118500.78,3.42,22.23,1.17,63.89,1.0,38960847.18,2248288.0,1542393.0,56791754.88,,,10734.0,0.24,,,,0.2,10995.0,7101.0,,,0.24,10734.0,,,2681.0,57.22,0.07,,,8.33,8.33,24730504.0,624692531.04,,629.1,8.34,11.84,0.1378,28.07,0.0926
2022-02-21,2500083.0,62402071.68,3.42,22.19,1.17,63.51,1.0,38496382.08,2235814.0,1542323.0,55805917.44,,,6556.0,0.07,,,,0.52,4761.0,19030.0,,,0.07,6556.0,,,4831.0,56.47,0.13,,,8.29,8.29,24724952.0,617134801.92,,624.41,8.29,12.09,0.1382,28.07,0.0927
2022-02-22,2491262.0,62580501.44,3.41,22.69,1.17,62.69,1.0,38493536.32,2250797.0,1532386.0,56540020.64,,,17383.0,0.0,,,,0.07,1147.0,2400.0,,,0.0,17383.0,,,11084.0,56.35,0.27,,,8.34,8.34,24728204.0,621172484.48,,618.25,8.35,12.25,0.1387,28.08,0.0923
2022-02-23,2417153.0,60477168.06,3.31,22.22,1.14,61.06,1.0,37055645.82,2201197.0,1481041.0,55073948.94,,,3973.0,,,,,1.26,,53573.0,,,,3973.0,,,51345.0,55.39,1.32,,,8.16,8.16,24781696.0,620038033.92,,623.34,8.16,11.84,0.1452,29.11,0.0896
2022-02-24,2388286.0,59181727.08,3.27,21.96,1.12,60.08,1.0,35806629.18,2152612.0,1444981.0,53341725.36,,,,0.15,,,,1.25,5412.0,48585.0,,,0.15,,,,41472.0,53.98,1.07,,,7.98,7.98,24817740.0,614983597.2,,624.65,7.95,10.78,0.1461,29.63,0.0886
2022-02-25,2370276.0,59209494.48,3.24,21.44,1.11,59.1,1.0,35845700.48,2142690.0,1434976.0,53524396.2,,,2000.0,,,,,0.33,,11922.0,,,,2000.0,,,10005.0,53.09,0.26,,,7.94,7.94,24832030.0,620304109.4,,611.16,7.99,10.98,0.1477,29.7,0.0879
2022-02-28,2305451.0,58143474.22,3.15,20.5,1.08,58.1,1.0,36214104.16,2073959.0,1435928.0,52305245.98,,,15816.0,0.93,,,,2.09,32012.0,92374.0,,,0.93,15816.0,,7827.0,31060.0,52.02,0.77,,,7.7,7.7,24859824.0,626964761.28,,622.77,7.71,11.55,0.1542,30.32,0.0856
2022-03-01,2402738.0,59491792.88,3.29,21.04,1.13,60.84,1.0,37596871.52,2131701.0,1518452.0,52780916.76,,,163829.0,4.37,,,,2.53,168902.0,106087.0,,,4.37,163829.0,,,86378.0,53.76,2.02,,,7.85,7.85,25007452.0,619184511.52,,633.17,7.83,11.54,0.1306,25.91,0.0885
2022-03-02,2389417.0,59018599.9,3.27,20.29,1.12,59.49,1.0,38273983.8,2152614.0,1549554.0,53169565.8,,,61779.0,1.17,,,,1.83,57369.0,64745.0,,,1.17,61779.0,,23879.0,26267.0,53.37,0.94,,,7.94,7.94,24973350.0,616841745.0,,618.82,7.94,12.62,0.1275,24.26,0.0881
2022-03-03,2452664.0,57147071.2,3.35,20.33,1.15,60.15,1.0,37007133.7,2183930.0,1588289.0,50885569.0,,,59688.0,1.49,,4100.0,,1.18,70035.0,41753.0,,,1.49,59688.0,0.1,13381.0,35400.0,53.38,0.88,,,8.04,8.04,24964590.0,581674947.0,,611.95,8.02,12.73,0.1294,23.97,0.0903
2022-03-04,2481083.0,52251607.98,3.39,20.59,1.17,56.99,1.0,34089990.48,2214349.0,1618708.0,46634189.94,,,35293.0,0.0,,,,0.53,34419.0,8510.0,,,0.0,35293.0,,3636.0,4000.0,50.89,0.1,,,8.22,8.22,24732364.0,520863585.84,,573.89,8.15,13.58,0.1301,23.88,0.0921
2022-03-07,2529671.0,49986298.96,3.46,20.52,1.19,53.16,1.0,32617338.0,2260937.0,1650675.0,44676115.12,,,42908.0,0.0,,,,0.39,35603.0,10941.0,,,0.0,42908.0,,14621.0,3636.0,47.11,0.52,,,8.38,8.38,24712588.0,488320738.88,,518.28,8.33,13.65,0.127,22.95,0.0938
2022-03-08,2691153.0,54253644.48,3.68,20.66,1.26,54.25,1.0,35043563.52,2344721.0,1738272.0,47269575.36,,,46705.0,0.0,,161587.0,,1.85,2613.0,78805.0,,,0.0,46705.0,3.45,115884.0,76603.0,46.51,1.73,,,8.65,8.65,24755396.0,499068783.36,,490.32,8.66,13.18,0.1148,20.75,0.0993
2022-03-09,2641247.0,55466187.0,3.61,19.76,1.24,53.89,1.0,35933037.0,2303441.0,1711097.0,48372261.0,,,23495.0,0.35,,,,1.28,17654.0,66766.0,,,0.35,23495.0,,1991.0,44829.0,46.64,1.15,,,8.54,8.54,24663172.0,517926612.0,,495.17,8.61,13.79,0.117,21.28,0.0979
2022-03-10,2331657.0,47565802.8,3.19,16.77,1.1,48.99,1.0,30844371.6,2174271.0,1511979.0,44355128.4,,,3471.0,,,,,2.8,,132641.0,,,,3471.0,,,199118.0,45.54,4.0,,,8.02,8.02,24945136.0,508880774.4,,524.09,7.99,14.92,0.1316,25.18,0.086
2022-03-11,2132963.0,45645408.2,2.92,14.58,1.0,44.63,1.0,28829908.8,1925551.0,1347192.0,41206791.4,,,11854.0,0.14,,,,5.29,6667.0,260574.0,,,0.14,11854.0,,,171454.0,39.88,3.51,,,7.13,7.13,25097208.0,537080251.2,,519.61,7.13,16.12,0.1466,27.17,0.0789
2022-03-14,1995883.0,41873625.34,2.73,14.28,0.94,42.79,0.0,26289597.42,1804687.0,1253079.0,37862333.26,,,6132.0,0.74,,,,2.31,12000.0,126996.0,,,0.74,6132.0,,,106113.0,38.49,2.19,,,6.67,6.67,25261432.0,529984843.36,,540.25,6.65,17.34,0.1633,29.93,0.0737
2022-03-15,1931153.0,41867397.04,2.64,14.25,0.91,41.26,0.0,26558650.4,1769730.0,1225030.0,38367746.4,,,21036.0,0.12,,,,1.31,6127.0,55993.0,,,0.12,21036.0,,,34176.0,37.45,0.75,,,6.54,6.54,25293422.0,548361388.96,,534.15,6.55,17.57,0.1702,30.3,0.0714
2022-03-16,1968299.0,43656871.82,2.69,14.76,0.92,43.1,0.0,27646394.08,1785300.0,1246456.0,39597954.0,,,23658.0,0.65,,,,0.17,29479.0,8088.0,,,0.65,23658.0,,,8053.0,38.84,0.0,,,6.6,6.6,25275850.0,560618353.0,,547.9,6.62,17.25,0.1616,29.36,0.0727
2022-03-17,1912522.0,42190235.32,2.62,14.56,0.9,42.58,0.0,26142004.46,1724523.0,1185041.0,38042977.38,,,15803.0,0.12,,,,1.69,5882.0,77139.0,,,0.12,15803.0,,559.0,67297.0,38.13,1.45,,,6.37,6.37,25337044.0,558935190.64,,558.18,6.39,18.06,0.1742,30.78,0.0707
2022-03-18,1934780.0,42913420.4,2.65,15.07,0.91,43.17,0.0,26666991.82,1741781.0,1202299.0,38632702.58,,,10953.0,0.41,,,,,17258.0,,,,0.41,10953.0,,6305.0,,38.54,,,,6.46,6.46,25226588.0,559525721.84,,558.53,6.45,17.81,0.1693,30.22,0.0717
2022-03-21,1538294.0,34396253.84,2.1,11.71,0.72,34.6,0.0,17973303.4,1359472.0,803815.0,30397793.92,,,7500.0,0.17,,,,8.67,7500.0,393931.0,,,0.17,7500.0,,4122.0,405984.0,30.26,8.95,,,5.04,5.04,25614040.0,572729934.4,,569.65,5.04,17.07,0.1409,23.37,0.057
2022-03-22,1542984.0,35210894.88,2.11,11.59,0.72,35.08,0.0,18450084.1,1359970.0,808505.0,31034515.4,,,4082.0,0.0,,21100.0,,0.51,120.0,24684.0,,,0.0,4082.0,0.47,21100.0,16530.0,30.59,0.36,,,5.04,5.04,25603322.0,584267808.04,,574.71,5.05,17.16,0.1401,23.19,0.0572
2022-03-23,1558251.0,35746277.94,2.13,11.79,0.73,35.94,0.0,18798894.14,1370230.0,819481.0,31433076.2,,,6612.0,0.26,,,,0.01,11113.0,1352.0,,,0.26,6612.0,,5000.0,137.0,31.37,0.0,,,5.09,5.09,25570286.0,586582360.84,,584.35,5.1,16.89,0.1373,23.05,0.0578
2022-03-24,1566598.0,35655770.48,2.14,11.72,0.74,36.21,0.0,18771924.52,1372824.0,824777.0,31245474.24,,,12346.0,0.3,,6676.0,,0.45,12903.0,18302.0,,,0.3,12346.0,0.16,8550.0,14283.0,31.48,0.33,,,5.1,5.1,25563940.0,581835274.4,,585.75,5.1,16.66,0.1362,22.98,0.0582
2022-03-25,1437857.0,33617096.66,1.97,10.58,0.68,33.52,0.0,21008356.18,1225024.0,898561.0,28641061.12,,,88415.0,1.43,,13546.0,,5.32,60473.0,236215.0,,,1.43,88415.0,0.32,,235.0,28.14,0.01,,,4.54,4.54,25733500.0,601649230.0,,588.76,4.56,15.7,0.1207,21.13,0.0533
2022-03-28,1555917.0,33732280.56,2.13,11.3,0.73,35.85,0.0,22027790.56,1263338.0,1016042.0,27389167.84,,,43896.0,2.9,,,,0.51,120622.0,10848.0,,,2.9,43896.0,,5266.0,3141.0,29.02,0.07,,,4.67,4.67,25806414.0,559483055.52,,596.93,4.64,13.98,0.115,20.22,0.0575
2022-03-29,1540565.0,34447033.4,2.11,11.16,0.72,34.22,0.0,22603165.0,1337917.0,1010875.0,29915824.12,,,49018.0,0.23,,,,0.49,9711.0,14878.0,,,0.23,49018.0,,40439.0,14878.0,29.07,0.47,,,4.92,4.92,25832928.0,577624270.08,,559.08,4.94,14.58,0.1161,19.53,0.0567
2022-03-30,1992995.0,42968972.2,2.73,14.39,0.94,44.35,0.0,28012649.28,1804474.0,1299288.0,38904459.44,,,381503.0,6.64,,,,0.5,302540.0,22848.0,,,6.64,381503.0,,107902.0,14127.0,39.88,0.31,,,6.65,6.65,25322194.0,545946502.64,,561.46,6.63,12.71,0.1072,16.93,0.0735
2022-03-31,1959913.0,41981336.46,2.68,13.93,0.92,42.7,0.0,27085547.16,1771392.0,1264498.0,37943216.64,,,9774.0,0.09,,,,1.01,5700.0,42856.0,,,0.09,9774.0,,,40490.0,38.32,0.96,,,6.44,6.44,25743138.0,551418015.96,,557.76,6.43,13.14,0.1109,17.11,0.0712
2022-04-01,2008529.0,42379961.9,2.75,14.07,0.94,43.29,0.0,27684930.2,1813058.0,1312082.0,38255523.8,,,25695.0,1.18,,5000.0,,0.39,57154.0,16281.0,,,1.18,25695.0,0.11,32252.0,14570.0,38.82,0.36,,,6.58,6.58,25732742.0,542960856.2,,553.32,6.56,13.77,0.1079,16.68,0.0729
2022-04-04,2014917.0,42152063.64,2.76,13.81,0.95,43.01,0.0,27903681.76,1828889.0,1333828.0,38260357.88,,,21779.0,0.59,,,,0.13,27779.0,5948.0,,,0.59,21779.0,,,6033.0,38.68,0.17,,,6.64,6.64,25726216.0,538192438.72,,544.49,6.63,13.15,0.1066,16.51,0.0731
2022-04-05,2024758.0,42114966.4,2.77,13.81,0.95,42.89,0.0,27961502.4,1840317.0,1344303.0,38278593.6,,,17705.0,0.6,,,,0.17,30400.0,6277.0,,,0.6,17705.0,,,19925.0,38.65,0.46,,,6.65,6.65,25848492.0,537648633.6,,543.57,6.64,12.74,0.108,16.45,0.0731
2022-04-06,1836487.0,37060307.66,2.51,12.31,0.86,38.31,0.0,27022493.14,1667905.0,1339073.0,33658322.9,,,27587.0,0.43,,,,4.44,21200.0,210305.0,,,0.43,27587.0,,10306.0,26430.0,34.51,0.73,,,6.02,6.02,26034976.0,525385815.68,,540.49,6.0,12.38,0.1089,16.64,0.0663
2022-04-07,1835266.0,35879450.3,2.51,12.11,0.86,37.08,0.0,26068791.1,1662274.0,1333442.0,32497456.7,,,4790.0,0.21,,,,0.61,15846.0,24596.0,,,0.21,4790.0,,14175.0,21477.0,33.39,0.56,,,6.0,6.0,26035746.0,508998834.3,,524.6,5.98,12.64,0.1093,16.7,0.0663
