DATE,BNP FP Equity_DX_SI_QTY,BNP FP Equity_DX_SHORT_INTEREST_VALUE,BNP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BNP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BNP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BNP FP Equity_DX_SI_MV,BNP FP Equity_DX_DSS,BNP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BNP FP Equity_DX_SUPPLY_SI_QTY,BNP FP Equity_DX_BROKER_SI_QTY,BNP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BNP FP Equity_DX_BROKER_SI_MV_NEW_x,BNP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BNP FP Equity_DX_SUPPLY_SI_QTY_INC_x,BNP FP Equity_DX_BROKER_SI_MV_INC_x,BNP FP Equity_DX_SUPPLY_SI_MV_NEW,BNP FP Equity_DX_BROKER_SI_QTY_ADD,BNP FP Equity_DX_BROKER_SI_QTY_NEW,BNP FP Equity_DX_SUPPLY_SI_MV_DEC,BNP FP Equity_DX_BROKER_SI_QTY_INC,BNP FP Equity_DX_SUPPLY_SI_QTY_DEC,BNP FP Equity_DX_BROKER_SI_MV_NEW_y,BNP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BNP FP Equity_DX_BROKER_SI_MV_INC_y,BNP FP Equity_DX_SUPPLY_SI_QTY_INC_y,BNP FP Equity_DX_BROKER_SI_MV_ADD,BNP FP Equity_DX_SUPPLY_SI_QTY_ADD,BNP FP Equity_DX_BROKER_SI_QTY_DEC,BNP FP Equity_DX_SUPPLY_SI_MV,BNP FP Equity_DX_BROKER_SI_MV_DEC,BNP FP Equity_DX_SUPPLY_SI_MV_RMV,BNP FP Equity_DX_BROKER_SI_MV_RMV,BNP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BNP FP Equity_DX_UTILIZATION_QUANTITY,BNP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BNP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BNP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BNP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BNP FP Equity_DX_ACTIVE_UTILIZATION_MV,BNP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BNP FP Equity_DX_BROKER_SI_CON_RATIO,BNP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BNP FP Equity_DX_DEMAND_SUPPLY_RATIO,BNP FP Equity_PX_LAST
2017-12-07,8292675.0,523599499.5,0.73,2.49,0.66,525.86,0.0,469725862.76,2796163.0,7439434.0,176549731.82,0.0,0.0,211904.0,58.09,0.0,0.0,0.0,23.52,928178.0,369518.0,0.0,0.0,58.09,211904.0,0.0,96331.0,1130065.0,176.29,69.38,0.0,0.0,1.0,1.0,276303744.0,17445818396.16,0.0,17393.17,1.0,28.24,0.241,37.63,0.0297,63.14
2017-12-08,8296452.0,539601238.08,0.73,2.49,0.66,531.87,0.0,483860787.36,2799940.0,7439434.0,182108097.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,6958.0,0.0,0.0,0.0,0.0,0.0,10735.0,0.0,178.51,0.0,0.0,0.0,1.0,1.0,276199168.0,17963993886.72,0.0,17556.18,1.01,28.78,0.2387,36.85,0.0297,65.04
2017-12-11,8311191.0,535739371.86,0.73,2.43,0.67,532.64,0.0,481011607.12,2791941.0,7462172.0,179968516.86,0.0,0.0,20274.0,3.93,0.0,6738.0,0.0,2.9,66000.0,43948.0,0.0,0.0,3.93,20274.0,0.43,15675.0,50000.0,180.85,4.57,0.0,0.0,0.99,0.99,277812192.0,17907773896.32,0.0,18022.52,0.99,27.84,0.2346,36.92,0.0296,64.46
2017-12-12,8693819.0,563620285.77,0.76,2.53,0.7,564.66,0.0,508578384.0,3268081.0,7844800.0,211869691.23,0.0,0.0,288648.0,24.67,0.0,0.0,0.0,0.92,384000.0,13636.0,0.0,0.0,24.67,288648.0,0.0,201128.0,1372.0,211.49,0.09,0.0,0.0,1.16,1.16,277426048.0,17985530691.84,0.0,17927.45,1.17,26.4,0.2211,35.86,0.031,64.83
2017-12-13,8024323.0,516445428.28,0.7,2.36,0.64,517.87,0.0,485191118.16,2896484.0,7538706.0,186417710.24,0.0,0.0,11601.0,0.0,0.0,132000.0,0.0,25.47,0.0,391747.0,0.0,0.0,0.0,11601.0,8.56,8549.0,438094.0,186.88,29.12,0.0,0.0,1.03,1.03,277915040.0,17886611974.4,0.0,17941.21,1.03,28.52,0.2497,38.88,0.0286,64.36
2017-12-14,9090870.0,577179336.3,0.8,2.69,0.73,585.41,0.0,498909435.71,3641484.0,7858079.0,231197819.16,0.0,0.0,0.0,20.47,0.0,0.0,0.0,0.34,322111.0,5000.0,0.0,0.0,20.47,0.0,0.0,1060000.0,2738.0,233.62,0.18,0.0,0.0,1.3,1.3,276277216.0,17540840443.84,0.0,17718.0,1.3,23.38,0.1933,31.68,0.0325,63.49
2017-12-15,8379563.0,527242103.96,0.74,2.46,0.67,534.11,0.0,449903671.36,2781313.0,7150408.0,175000213.96,0.0,0.0,8558.0,1.32,0.0,0.0,0.0,57.07,21000.0,887308.0,0.0,0.0,1.32,8558.0,0.0,18579.0,728671.0,176.22,49.18,0.0,0.0,0.99,0.99,276860000.0,17420031200.0,0.0,17553.85,0.99,17.37,0.193,34.46,0.03,62.92
2017-12-18,8831919.0,559590387.84,0.78,2.5,0.71,562.92,0.0,481920975.36,2594001.0,7606076.0,164355903.36,0.0,0.0,3267.0,31.78,0.0,500.0,0.0,11.96,493196.0,190579.0,0.0,0.0,31.78,3267.0,0.03,0.0,38028.0,163.35,2.46,0.0,0.0,0.93,0.93,276850272.0,17541233233.92,0.0,17441.82,0.93,20.25,0.1927,33.37,0.0316,63.36
2017-12-19,9336203.0,588740961.18,0.82,2.65,0.75,591.64,0.0,487933875.78,2756306.0,7737613.0,173812656.36,0.0,0.0,96002.0,8.31,0.0,0.0,0.0,2.3,133117.0,39055.0,0.0,0.0,8.31,96002.0,0.0,105358.0,1580.0,174.12,0.03,0.0,0.0,0.99,0.99,276540512.0,17438644686.72,0.0,17493.01,0.99,19.35,0.1943,34.53,0.0334,63.06
2017-12-20,8682913.0,545547423.79,0.76,2.47,0.7,546.97,0.0,448059579.0,2709329.0,7131300.0,170227141.07,0.0,0.0,2134.0,0.0,0.0,0.0,0.0,22.77,3687.0,359111.0,0.0,0.0,0.0,2134.0,0.0,0.0,610000.0,170.23,38.73,0.0,0.0,0.98,0.98,274096128.0,17221459722.24,0.0,17244.07,0.98,20.83,0.2169,36.91,0.0314,62.83
2017-12-21,9054645.0,573068482.05,0.79,2.6,0.73,573.88,0.0,460483356.72,3186593.0,7275768.0,201679470.97,0.0,0.0,37392.0,16.87,0.0,0.0,0.0,1.17,250000.0,18732.0,0.0,0.0,16.87,37392.0,0.0,458604.0,105532.0,200.45,6.94,0.0,0.0,1.15,1.15,274285408.0,17359523472.32,0.0,17260.45,1.15,20.01,0.2033,35.56,0.0326,63.29
2017-12-22,9469027.0,596075249.65,0.83,2.75,0.76,598.51,0.0,474826688.1,3333825.0,7542918.0,209864283.75,0.0,0.0,182390.0,15.94,0.0,0.0,0.0,2.21,267150.0,35158.0,0.0,0.0,15.94,182390.0,0.0,0.0,0.0,210.39,0.0,0.0,0.0,1.2,1.2,274165568.0,17258722505.6,0.0,17318.43,1.2,19.95,0.222,38.2,0.0341,62.95
2017-12-25,9469027.0,596075249.65,0.83,2.79,0.76,597.88,0.0,474826688.1,3333825.0,7542918.0,209864283.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.66,0.0,0.0,0.0,1.2,1.2,274129056.0,17256424075.2,0.0,17268.36,1.2,19.14,0.2056,36.63,0.0341,0.0
2017-12-26,7623119.0,479875341.05,0.67,2.25,0.61,481.09,0.0,377447759.35,3333825.0,5995993.0,209864283.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546925.0,209.78,97.98,0.0,0.0,1.2,1.2,274217536.0,17261993891.2,0.0,17260.1,1.2,22.99,0.1793,28.4,0.0275,0.0
2017-12-27,6188511.0,388143409.92,0.54,1.82,0.5,390.14,0.0,251594067.2,3696261.0,4011385.0,231829489.92,0.0,0.0,0.0,0.0,0.0,37800.0,0.0,11.83,0.0,187564.0,0.0,0.0,0.0,0.0,2.38,550000.0,2022408.0,232.18,127.03,0.0,0.0,1.33,1.33,274065888.0,17189412495.36,0.0,17232.05,1.33,27.76,0.1886,29.98,0.0223,62.72
2017-12-28,6922477.0,433347060.2,0.61,2.07,0.55,434.88,0.0,297079881.0,3385927.0,4745685.0,211959030.2,0.0,0.0,5885.0,65.38,0.0,0.0,0.0,19.9,1044300.0,316219.0,0.0,0.0,65.38,5885.0,0.0,0.0,310000.0,211.8,19.45,0.0,0.0,1.22,1.22,274092544.0,17158193254.4,0.0,17166.12,1.22,28.92,0.201,31.12,0.0249,62.6
2017-12-29,6803577.0,423522668.25,0.6,2.06,0.54,425.32,0.0,288017366.25,3385927.0,4626785.0,210773955.75,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,26100.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,145000.0,211.44,9.7,0.0,0.0,1.22,1.22,274064064.0,17060487984.0,0.0,17109.55,1.22,29.43,0.2055,31.72,0.0245,62.25
2018-01-01,6803577.0,423522668.25,0.6,2.09,0.54,425.37,0.0,288017366.25,3040927.0,4626785.0,189297705.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.64,0.0,345000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.65,0.0,0.0,0.0,1.1,1.1,274427456.0,17083109136.0,0.0,17106.22,1.1,29.45,0.2058,31.77,0.0245,0.0
2018-01-02,6668609.0,414053932.81,0.59,2.05,0.53,415.7,0.0,280045582.53,2963976.0,4510317.0,184033269.84,0.0,0.0,0.0,8.82,0.0,0.0,0.0,7.63,141983.0,122451.0,0.0,0.0,8.82,0.0,0.0,45500.0,258451.0,184.28,16.59,0.0,0.0,1.04,1.04,281330368.0,17467802549.12,0.0,17485.31,1.04,29.15,0.2087,32.39,0.0235,62.09
2018-01-03,6560563.0,410953666.32,0.58,2.01,0.53,411.19,0.0,275758255.44,3108079.0,4402271.0,194690068.56,0.0,0.0,144103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144103.0,0.0,0.0,108046.0,193.45,5.78,0.0,0.0,1.09,1.09,282276960.0,17681828774.4,0.0,17575.54,1.09,29.38,0.2136,32.92,0.023,62.64
2018-01-04,6464522.0,412242567.94,0.57,1.97,0.52,410.97,0.0,275497304.67,3094138.0,4320171.0,197313180.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13941.0,0.0,0.0,0.0,0.0,0.0,0.0,82100.0,194.9,5.16,0.0,0.0,1.08,1.08,282439712.0,18011180434.24,0.0,17748.74,1.09,30.01,0.2187,33.13,0.0226,63.77
2018-01-05,9814522.0,627049810.58,0.86,2.94,0.79,621.44,0.0,490047225.19,3094138.0,7670171.0,197684476.82,0.0,0.0,0.0,207.94,0.0,0.0,0.0,0.0,3350000.0,0.0,0.0,0.0,207.94,0.0,0.0,0.0,0.0,197.62,0.0,0.0,0.0,1.08,1.08,282384608.0,18041552605.12,0.0,17972.79,1.09,21.93,0.2409,38.54,0.0344,63.89
2018-01-08,9941422.0,641221719.0,0.87,2.98,0.8,639.02,0.0,502911079.5,3094138.0,7797071.0,199571901.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,153000.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,26100.0,198.76,1.62,0.0,0.0,1.1,1.1,278952928.0,17992463856.0,0.0,17889.9,1.1,21.41,0.2375,38.48,0.0352,64.5
2018-01-09,9591461.0,627569293.23,0.84,2.87,0.77,621.36,0.0,473522667.84,3048638.0,7237088.0,199472384.34,0.0,0.0,72.0,0.0,0.0,0.0,0.0,2.73,0.0,45572.0,0.0,0.0,0.0,72.0,0.0,0.0,559983.0,197.51,35.47,0.0,0.0,1.07,1.07,282616896.0,18491623505.28,0.0,18304.35,1.07,21.09,0.2495,40.29,0.0336,65.43
2018-01-10,9040340.0,600549786.2,0.79,2.66,0.72,592.2,0.0,453779609.92,2983661.0,6830944.0,198204600.23,0.0,0.0,0.0,9.87,0.0,1024.0,0.0,9.28,147832.0,145385.0,0.0,0.0,9.87,0.0,0.07,80408.0,555000.0,195.45,35.92,0.0,0.0,1.04,1.04,282561824.0,18770581968.32,0.0,18545.66,1.04,21.15,0.2399,38.94,0.0317,66.43
2018-01-11,10090147.0,676039849.0,0.89,2.91,0.81,665.91,0.0,468588888.0,4002880.0,6993864.0,268192960.0,0.0,0.0,56832.0,4.16,0.0,101420.0,0.0,1.51,62000.0,25600.0,0.0,0.0,4.16,56832.0,6.91,987987.0,500.0,265.82,0.03,0.0,0.0,1.4,1.4,281773376.0,18878816192.0,0.0,18719.21,1.4,19.17,0.2003,34.75,0.0353,67.0
2018-01-12,7352747.0,496016312.62,0.65,2.08,0.59,502.49,0.0,318168411.46,4475430.0,4716401.0,301912507.8,0.0,0.0,201365.0,37.1,0.0,910654.0,0.0,0.0,550000.0,27450.0,0.0,0.0,37.1,201365.0,67.27,298635.0,3738117.0,301.09,241.15,0.0,0.0,1.56,1.56,281629504.0,18998726339.84,0.0,18843.26,1.57,23.61,0.1585,26.14,0.0257,67.46
2018-01-15,7332879.0,495189318.87,0.64,2.04,0.59,500.53,0.0,314750644.53,4691009.0,4660901.0,316783837.77,0.0,0.0,44946.0,0.0,0.0,0.0,0.0,29.32,0.0,411610.0,0.0,0.0,0.0,44946.0,0.0,582243.0,55500.0,315.13,3.9,0.0,0.0,1.63,1.63,282380288.0,19069140848.64,0.0,18983.16,1.63,23.72,0.1658,26.46,0.0255,67.53
2018-01-16,7690270.0,515324992.7,0.67,2.17,0.62,524.5,0.0,336216376.06,4743502.0,5017406.0,317862069.02,0.0,0.0,29000.0,45.69,0.0,0.0,0.0,1.1,678208.0,21000.0,0.0,0.0,45.69,29000.0,0.0,44493.0,321703.0,319.93,21.34,0.0,0.0,1.65,1.65,282424064.0,18925236528.64,0.0,19040.82,1.65,23.35,0.165,26.55,0.0268,67.01
2018-01-17,10643629.0,706524093.02,0.93,3.04,0.85,718.29,0.0,548647759.66,5304940.0,8265257.0,352141917.2,0.0,0.0,351004.0,68.17,0.0,2500000.0,0.0,47.62,1045058.0,699624.0,0.0,0.0,68.17,351004.0,168.82,910058.0,297207.0,355.83,21.59,0.0,0.0,1.85,1.85,282109216.0,18726409758.08,0.0,18880.21,1.85,23.25,0.1696,24.94,0.037,66.38
2018-01-18,10756070.0,716676944.1,0.94,3.07,0.86,723.25,0.0,558405907.74,5337697.0,8380698.0,355650751.11,0.0,0.0,50000.0,9.94,0.0,0.0,0.0,3.05,155000.0,34278.0,0.0,0.0,9.94,50000.0,0.0,17035.0,39559.0,354.56,3.49,0.0,0.0,1.86,1.86,281159040.0,18733626835.2,0.0,18683.94,1.86,23.11,0.1666,24.79,0.0375,66.63
2018-01-19,10885405.0,728777864.75,0.96,3.14,0.87,732.53,0.0,561094292.2,5441538.0,8380796.0,364310969.1,0.0,0.0,129237.0,3.72,0.0,0.0,0.0,1.52,55000.0,25396.0,0.0,0.0,3.72,129237.0,0.0,0.0,54902.0,363.13,3.22,0.0,0.0,1.9,1.9,281301856.0,18833159259.2,0.0,18781.02,1.9,22.64,0.1618,24.44,0.038,66.95
2018-01-22,11139876.0,752498623.8,0.98,3.22,0.89,753.14,0.0,583312285.85,5419990.0,8635267.0,366120324.5,0.0,0.0,0.0,21.68,0.0,0.0,0.0,1.43,284000.0,21548.0,0.0,0.0,21.68,0.0,0.0,0.0,29529.0,363.18,1.91,0.0,0.0,1.88,1.88,282291200.0,19068770560.0,0.0,18916.85,1.88,21.83,0.1669,26.64,0.0387,67.55
2018-01-23,11917551.0,805388096.58,1.05,3.44,0.95,807.57,0.0,636126620.36,5320716.0,9412942.0,359573987.28,0.0,0.0,0.0,60.56,0.0,0.0,0.0,6.23,886465.0,99274.0,0.0,0.0,60.56,0.0,0.0,0.0,108790.0,358.78,7.13,0.0,0.0,1.85,1.85,282641472.0,19100910677.76,0.0,19069.29,1.85,21.03,0.1551,24.86,0.0414,67.58
2018-01-24,11830620.0,794781051.6,1.04,3.43,0.95,800.53,0.0,626521418.98,5325191.0,9326011.0,357746331.38,0.0,0.0,12635.0,24.28,0.0,0.0,0.0,0.68,362000.0,10360.0,0.0,0.0,24.28,12635.0,0.0,2200.0,448931.0,358.62,31.19,0.0,0.0,1.85,1.85,282589760.0,18984380076.8,0.0,19018.03,1.85,20.73,0.1508,23.68,0.0411,67.18
2018-01-25,15083042.0,1025646856.0,1.32,4.53,1.21,1024.97,1.0,727898656.0,8272012.0,10704392.0,562496816.0,0.0,0.0,401422.0,51.28,0.0,777389.0,0.0,14.04,768291.0,206648.0,0.0,0.0,51.28,401422.0,52.95,2752047.0,167299.0,556.64,9.43,0.0,0.0,2.86,2.86,281123968.0,19116429824.0,0.0,18932.39,2.86,16.35,0.1114,18.19,0.0521,68.0
2018-01-26,13962743.0,953376092.04,1.23,4.14,1.12,954.03,1.0,651635096.16,7160259.0,9543572.0,488902484.52,0.0,0.0,40059.0,0.0,0.0,0.0,0.0,79.26,0.0,1177052.0,0.0,0.0,0.0,40059.0,0.0,25240.0,1160820.0,487.65,78.88,0.0,0.0,2.57,2.57,271828960.0,18560481388.8,0.0,18524.6,2.56,17.56,0.125,19.44,0.05,68.28
2018-01-29,13960586.0,954206053.1,1.22,4.18,1.12,956.61,1.0,652155715.25,7179478.0,9541415.0,490717321.3,0.0,0.0,49916.0,3.9,0.0,0.0,0.0,7.74,54675.0,113526.0,0.0,0.0,3.9,49916.0,0.0,82829.0,56832.0,490.68,3.81,0.0,0.0,2.5,2.5,280392160.0,19164804136.0,0.0,19172.17,2.5,17.62,0.125,19.39,0.0485,68.35
2018-01-30,14410042.0,968787123.66,1.26,4.33,1.15,984.46,1.0,673700535.36,7548983.0,10020832.0,507518127.09,0.0,0.0,235497.0,33.4,0.0,1500.0,0.0,9.34,477917.0,134468.0,0.0,0.0,33.4,235497.0,0.1,268476.0,0.0,514.69,0.0,0.0,0.0,2.62,2.62,280646912.0,18867891893.76,0.0,19087.64,2.63,17.07,0.1184,18.8,0.05,67.23
2018-01-31,14465195.0,963381987.0,1.27,4.32,1.16,975.85,1.0,673054471.8,7709866.0,10105923.0,513477075.6,0.0,0.0,16387.0,21.4,0.0,51000.0,0.0,14.59,320033.0,197183.0,0.0,0.0,21.4,16387.0,3.43,341679.0,285942.0,517.77,24.61,0.0,0.0,2.68,2.68,280356416.0,18671737305.6,0.0,18804.85,2.68,16.83,0.112,17.23,0.0502,66.6
2018-02-01,12952757.0,863042198.91,1.14,4.0,1.04,867.46,1.0,573428907.21,7473739.0,8606167.0,497975229.57,0.0,0.0,238853.0,23.68,0.0,0.0,0.0,33.87,373366.0,494619.0,0.0,0.0,23.68,238853.0,0.0,19639.0,1873122.0,497.01,128.56,0.0,0.0,2.59,2.59,281183680.0,18735268598.4,0.0,18712.23,2.59,14.9,0.113,19.31,0.0449,66.63
2018-02-02,13362047.0,881895102.0,1.17,4.11,1.07,889.4,1.0,564091836.0,7305032.0,8546846.0,482132112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.54,0.0,296720.0,0.0,0.0,0.0,0.0,0.0,128013.0,59321.0,485.73,4.52,0.0,0.0,2.54,2.54,280223488.0,18494750208.0,0.0,18628.89,2.54,14.55,0.1136,18.46,0.0465,66.0
2018-02-05,12067464.0,788970796.32,1.06,3.67,0.97,797.3,0.0,512653079.4,6830714.0,7841130.0,446592081.32,0.0,0.0,28465.0,7.62,0.0,10084.0,0.0,40.83,119761.0,612544.0,0.0,0.0,7.62,28465.0,0.67,109761.0,835561.0,450.7,55.92,0.0,0.0,2.37,2.37,281428000.0,18399762640.0,0.0,18571.32,2.37,16.07,0.1188,20.28,0.0419,65.38
2018-02-06,11819075.0,747556493.75,1.04,3.54,0.95,769.54,0.0,480731625.0,6812929.0,7600500.0,430917759.25,0.0,0.0,8075.0,11.28,0.0,0.0,0.0,12.53,175870.0,183754.0,0.0,0.0,11.28,8075.0,0.0,157894.0,416500.0,443.51,29.47,0.0,0.0,2.37,2.37,281135200.0,17781801400.0,0.0,18265.86,2.37,16.44,0.1196,21.0,0.041,63.25
2018-02-07,11457539.0,739584142.45,1.01,3.25,0.92,736.93,0.0,468161914.1,6856442.0,7252702.0,442583331.1,0.0,0.0,15048.0,0.19,0.0,0.0,0.0,18.27,7546.0,237639.0,0.0,0.0,0.19,15048.0,0.0,266104.0,355344.0,436.44,25.97,0.0,0.0,2.38,2.38,280942880.0,18134862904.0,0.0,17894.81,2.38,16.53,0.1237,21.68,0.0398,64.55
2018-02-08,12603033.0,811887385.86,1.11,3.44,1.01,815.56,1.0,532929653.12,9197789.0,8272736.0,592521567.38,0.0,0.0,1336412.0,85.88,0.0,0.0,0.0,3.02,1324147.0,46331.0,0.0,0.0,85.88,1336412.0,0.0,1051266.0,304113.0,594.51,19.15,0.0,0.0,3.2,3.2,278142080.0,17917912793.6,0.0,17971.16,3.2,15.27,0.1216,21.77,0.0439,64.42
2018-02-09,13117530.0,829027896.0,1.15,3.45,1.05,842.67,1.0,512105302.4,9234802.0,8102932.0,583639486.4,0.0,0.0,163954.0,76.83,0.0,0.0,0.0,64.85,1247513.0,1002233.0,0.0,0.0,76.83,163954.0,0.0,875292.0,1417317.0,592.17,90.57,0.0,0.0,3.21,3.21,278128480.0,17577719936.0,0.0,17843.18,3.21,15.13,0.1308,21.55,0.0456,63.2
2018-02-12,16715832.0,1059282273.84,1.47,4.2,1.34,1065.7,1.0,748388103.29,9448373.0,11809817.0,598743397.01,0.0,0.0,7242.0,241.57,0.0,0.0,0.0,33.87,3802468.0,509139.0,0.0,0.0,241.57,7242.0,0.0,716468.0,95583.0,596.12,6.4,0.06,0.0,3.28,3.28,278207104.0,17629984180.48,1000.0,17580.42,3.28,16.9,0.1642,30.33,0.0581,63.37
2018-02-13,17543276.0,1105226388.0,1.54,4.33,1.4,1112.02,1.0,760883760.0,10086927.0,12077520.0,635476401.0,0.0,0.0,765137.0,26.99,0.0,0.0,0.0,10.34,431858.0,164155.0,0.0,0.0,26.99,765137.0,0.0,37572.0,164155.0,637.3,15.27,0.0,0.0,3.5,3.5,277711104.0,17495799552.0,0.0,17551.99,3.5,15.49,0.1552,29.27,0.061,63.0
2018-02-14,17873900.0,1136422562.0,1.57,4.37,1.43,1127.08,1.0,790151576.5,10165969.0,12427675.0,646352309.02,0.0,0.0,120306.0,25.26,0.0,0.0,0.0,3.49,399487.0,52464.0,0.0,0.0,25.26,120306.0,0.0,11200.0,49332.0,639.8,3.67,0.0,0.0,3.53,3.53,277740640.0,17658749891.2,0.0,17503.31,3.53,15.42,0.148,28.34,0.0621,63.58
2018-02-15,17685908.0,1130129521.2,1.55,4.29,1.42,1140.22,1.0,805910697.9,9860758.0,12612061.0,630102436.2,0.0,0.0,317351.0,47.13,0.0,0.0,0.0,24.82,719799.0,630562.0,0.0,0.0,47.13,317351.0,0.0,8000.0,535413.0,640.94,29.47,0.0,0.0,3.42,3.42,278069664.0,17768651529.6,0.0,17649.95,3.5,17.56,0.1503,27.99,0.0614,63.9
2018-02-16,18422904.0,1191040743.6,1.62,4.48,1.47,1177.52,1.0,901320754.95,9232047.0,13941543.0,596851838.55,0.0,0.0,1000.0,88.04,0.0,0.0,0.0,39.15,1416274.0,629711.0,0.0,0.0,88.04,1000.0,0.0,0.0,86792.0,591.18,3.13,0.0,0.0,3.2,3.2,279368192.0,18061153612.8,0.0,17928.13,3.19,16.8,0.1734,32.97,0.0638,64.65
2018-02-19,18514752.0,1196238126.72,1.62,4.45,1.48,1186.86,1.0,906697327.9,9190766.0,14033390.0,593815391.26,0.0,0.0,0.0,9.91,0.0,0.0,0.0,3.94,152728.0,60881.0,0.0,0.0,9.91,0.0,0.0,19600.0,60881.0,594.69,3.66,0.0,0.0,3.18,3.18,279566816.0,18062811981.76,0.0,18090.07,3.18,16.66,0.1714,32.7,0.0641,64.61
2018-02-20,18517760.0,1205135820.8,1.62,4.5,1.48,1194.64,1.0,904488152.76,9555888.0,13898097.0,621897191.04,0.0,0.0,661846.0,24.54,0.0,0.0,0.0,31.47,381175.0,487114.0,0.0,0.0,24.54,661846.0,0.0,190390.0,516468.0,619.38,30.81,0.0,0.0,3.35,3.35,275631360.0,17938088908.8,0.0,17859.57,3.35,17.24,0.1718,32.8,0.0649,65.08
2018-02-21,18519804.0,1202861269.8,1.62,4.54,1.48,1201.03,1.0,902668410.15,7188594.0,13897897.0,466899180.3,0.0,0.0,8923.0,10.04,0.0,0.0,0.0,153.44,136150.0,2376217.0,0.0,0.0,10.04,8923.0,0.0,0.0,136350.0,468.37,7.38,0.0,0.0,2.52,2.52,278246784.0,18072128620.8,0.0,18121.34,2.52,17.96,0.174,32.79,0.0649,64.95
2018-02-22,18707690.0,1217870619.0,1.64,4.68,1.5,1216.97,1.0,903100856.7,7357227.0,13872517.0,478955477.7,0.0,0.0,223342.0,2.57,0.0,50376.0,0.0,7.63,32929.0,108514.0,0.0,0.0,2.57,223342.0,3.45,53805.0,108685.0,477.66,7.27,0.0,0.0,2.58,2.58,278313152.0,18118186195.2,0.0,18081.72,2.57,17.78,0.1718,32.72,0.0655,65.1
2018-02-23,18555952.0,1204095725.28,1.63,4.71,1.49,1209.87,1.0,880533680.04,7469716.0,13569636.0,484709871.24,0.0,0.0,12563.0,2.42,0.0,0.0,0.0,3.19,36500.0,55662.0,0.0,0.0,2.42,12563.0,0.0,155588.0,339381.0,486.53,22.18,0.0,0.0,2.58,2.58,282440192.0,18327544058.88,0.0,18383.19,2.58,17.82,0.1739,33.14,0.064,64.89
2018-02-26,16914194.0,1097223764.78,1.48,4.39,1.35,1100.04,1.0,787283273.01,7117144.0,12136323.0,461689131.28,0.0,0.0,3704.0,117.08,0.0,0.0,0.0,23.76,1809661.0,362150.0,0.0,0.0,117.08,3704.0,0.0,5874.0,3242974.0,461.45,211.45,0.0,0.0,2.45,2.45,282834048.0,18347444693.76,0.0,18340.86,2.45,17.43,0.1483,28.01,0.0583,64.87
2018-02-27,17321106.0,1134878865.12,1.52,4.5,1.39,1133.65,1.0,821543224.32,7015187.0,12538816.0,459635052.24,0.0,0.0,326000.0,33.02,0.0,0.0,0.0,27.66,452869.0,435057.0,0.0,0.0,33.02,326000.0,0.0,7100.0,50376.0,456.74,3.27,0.0,0.0,2.42,2.42,282855584.0,18532697863.68,0.0,18407.14,2.42,16.97,0.1517,29.16,0.0598,65.52
2018-02-28,19598616.0,1281161527.92,1.72,5.08,1.57,1283.73,1.0,828109774.8,10119701.0,12668040.0,661524854.37,0.0,0.0,2618871.0,12.24,0.0,0.0,0.0,10.02,181156.0,147140.0,0.0,0.0,12.24,2618871.0,0.0,632783.0,51932.0,663.45,3.24,0.0,0.0,3.46,3.46,282071232.0,18438996435.84,0.0,18494.36,3.46,20.03,0.1513,25.92,0.0671,65.37
