DATE,SU FP Equity_DX_SI_QTY,SU FP Equity_DX_SHORT_INTEREST_VALUE,SU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SU FP Equity_DX_SI_MV,SU FP Equity_DX_DSS,SU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY,SU FP Equity_DX_BROKER_SI_QTY,SU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SU FP Equity_DX_BROKER_SI_MV_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_INC_x,SU FP Equity_DX_BROKER_SI_MV_INC_x,SU FP Equity_DX_SUPPLY_SI_MV_NEW,SU FP Equity_DX_BROKER_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_NEW,SU FP Equity_DX_SUPPLY_SI_MV_DEC,SU FP Equity_DX_BROKER_SI_QTY_INC,SU FP Equity_DX_SUPPLY_SI_QTY_DEC,SU FP Equity_DX_BROKER_SI_MV_NEW_y,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SU FP Equity_DX_BROKER_SI_MV_INC_y,SU FP Equity_DX_SUPPLY_SI_QTY_INC_y,SU FP Equity_DX_BROKER_SI_MV_ADD,SU FP Equity_DX_SUPPLY_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_DEC,SU FP Equity_DX_SUPPLY_SI_MV,SU FP Equity_DX_BROKER_SI_MV_DEC,SU FP Equity_DX_SUPPLY_SI_MV_RMV,SU FP Equity_DX_BROKER_SI_MV_RMV,SU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SU FP Equity_DX_UTILIZATION_QUANTITY,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SU FP Equity_DX_ACTIVE_UTILIZATION_MV,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SU FP Equity_DX_BROKER_SI_CON_RATIO,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SU FP Equity_DX_DEMAND_SUPPLY_RATIO,SU FP Equity_PX_LAST
2015-12-09,4444759.0,228274342.81,0.84,2.21,0.76,248.41,0.0,131769714.11,2529054.0,2565705.0,129887388.67,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,28314.0,0.0,139.59,0.0,0.0,0.0,1.89,1.89,131564720.0,6756913028.33,0.0,7242.29,1.89,25.08,0.2206,30.86,0.0331,54.8
2015-12-10,5082196.0,261964489.21,0.96,2.53,0.86,282.18,0.0,164884874.05,2828376.0,3198820.0,145790141.53,0.0,0.0,10000.0,0.09,0.0,631215.0,0.0,0.32,1900.0,5678.0,0.0,0.0,0.09,10000.0,34.98,295000.0,0.0,156.08,0.0,0.0,0.0,2.12,2.12,130765568.0,6740380581.02,0.0,7206.69,2.12,21.18,0.1673,26.06,0.038,55.0
2015-12-11,5264193.0,262711896.83,1.0,2.66,0.9,288.35,0.0,165258788.61,3295970.0,3311438.0,164486851.18,0.0,0.0,58461.0,13.26,0.0,0.0,0.0,7.68,257618.0,125000.0,0.0,0.0,13.26,58461.0,0.0,534133.0,145000.0,177.2,8.15,0.0,0.0,2.46,2.46,130538720.0,6514592975.67,0.0,7094.3,2.44,21.24,0.1504,22.55,0.0393,53.25
2015-12-14,5403351.0,265453540.03,1.02,2.67,0.92,288.36,0.0,165937281.98,3630128.0,3377681.0,178339391.31,0.0,0.0,52975.0,10.49,0.0,0.0,0.0,1.21,211243.0,22778.0,0.0,0.0,10.49,52975.0,0.0,303961.0,145000.0,192.57,9.78,0.0,0.0,2.71,2.71,130377200.0,6405115876.92,0.0,6917.0,2.71,18.24,0.138,20.43,0.0403,52.42
2015-12-15,5421616.0,269297888.71,1.03,2.6,0.92,287.33,0.0,166957741.01,3664812.0,3361262.0,182035417.88,0.0,0.0,67400.0,4.64,0.0,0.0,0.0,1.74,93581.0,32716.0,0.0,0.0,4.64,67400.0,0.0,0.0,110000.0,192.91,6.72,0.0,0.0,2.73,2.73,130488560.0,6481516527.35,0.0,6884.77,2.73,16.11,0.1342,20.18,0.0404,53.0
2015-12-16,5282649.0,262692289.55,1.0,2.48,0.9,281.72,0.0,156667549.99,3456363.0,3150529.0,171875873.26,0.0,0.0,219242.0,0.0,0.0,0.0,0.0,22.13,0.0,427691.0,0.0,0.0,0.0,219242.0,0.0,0.0,210733.0,183.3,10.92,0.0,0.0,2.56,2.56,131644136.0,6546317859.08,0.0,6981.04,2.56,20.18,0.1426,20.27,0.0391,53.06
2015-12-17,5378376.0,269468769.61,1.02,2.55,0.92,287.91,0.0,162385669.42,3461534.0,3241085.0,173430661.58,0.0,0.0,5000.0,0.97,0.0,103656.0,0.0,0.0,16900.0,0.0,0.0,0.0,0.97,5000.0,5.52,171.0,30000.0,184.26,1.69,0.0,0.0,2.55,2.55,132082864.0,6617649425.77,0.0,7047.84,2.55,19.78,0.138,19.8,0.0397,53.46
2015-12-18,5083791.0,248372630.85,0.96,2.41,0.87,270.2,0.0,143717663.72,3166949.0,2941671.0,154723798.62,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,15.96,0.0,299585.0,0.0,0.0,0.0,5000.0,0.0,0.0,299414.0,167.04,16.03,0.0,0.0,2.34,2.34,132456216.0,6471253212.49,0.0,7021.63,2.32,21.3,0.15,21.42,0.0375,52.13
2015-12-21,4531333.0,219937971.19,0.86,2.13,0.77,237.24,0.0,123359195.0,2807791.0,2541542.0,136282161.58,0.0,0.0,10500.0,1.24,0.0,0.0,0.0,19.55,24700.0,369658.0,0.0,0.0,1.24,10500.0,0.0,0.0,424829.0,146.17,23.95,0.0,0.0,2.08,2.08,132411536.0,6426878048.89,0.0,6887.21,2.08,18.13,0.146,23.44,0.0335,51.79
2015-12-22,4672049.0,227512286.98,0.89,2.22,0.8,243.71,0.0,130377100.38,2818607.0,2677342.0,137256207.0,0.0,0.0,4916.0,7.03,0.0,0.0,0.0,0.0,135800.0,0.0,0.0,0.0,7.03,4916.0,0.0,5900.0,0.0,146.01,0.0,0.0,0.0,2.1,2.1,131411952.0,6399297981.55,0.0,6809.19,2.1,17.49,0.1388,22.54,0.0348,51.96
2015-12-23,4199082.0,211878910.72,0.8,2.04,0.71,222.04,0.0,114308685.5,2757577.0,2265405.0,139142891.47,0.0,0.0,8970.0,0.0,0.0,0.0,0.0,3.58,0.0,70000.0,0.0,0.0,0.0,8970.0,0.0,0.0,411937.0,145.18,21.16,0.0,0.0,2.05,2.05,131612152.0,6640937091.28,0.0,6923.66,2.05,18.56,0.1576,25.36,0.0313,53.84
2015-12-24,3826698.0,192120700.04,0.73,1.86,0.65,203.77,0.0,102570577.75,2573206.0,2043021.0,129188699.52,0.0,0.0,0.0,0.33,0.0,36687.0,0.0,9.29,6100.0,184371.0,0.0,0.0,0.33,0.0,2.0,0.0,265171.0,138.4,14.01,0.0,0.0,1.92,1.92,131377296.0,6595842702.27,0.0,7035.42,1.93,16.96,0.161,28.29,0.0286,53.57
2015-12-25,3742470.0,187892004.09,0.71,1.87,0.64,199.05,0.0,98341881.8,2573206.0,1958793.0,129188699.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84228.0,138.01,4.52,0.0,0.0,1.92,1.92,131387312.0,6596345559.03,0.0,7033.27,1.92,16.93,0.1611,28.33,0.0279,0.0
2015-12-28,3919098.0,195033389.84,0.74,1.96,0.67,209.14,0.0,105268369.16,2593312.0,2115315.0,129055826.18,0.0,0.0,20106.0,0.51,0.0,167022.0,0.0,0.0,9500.0,0.0,0.0,0.0,0.51,20106.0,8.87,0.0,20000.0,138.66,1.05,0.0,0.0,1.94,1.94,130784072.0,6508451919.13,0.0,6985.31,1.95,16.75,0.164,29.17,0.0294,53.1
2015-12-29,3903577.0,198687652.19,0.74,1.98,0.66,209.35,0.0,107089183.25,2585191.0,2103960.0,131583296.62,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.71,2500.0,8134.0,0.0,0.0,0.09,0.0,0.0,13.0,13855.0,138.43,0.83,0.0,0.0,1.92,1.92,131978760.0,6717569542.83,0.0,7068.16,1.92,17.06,0.1643,28.86,0.029,54.31
2015-12-30,3132289.0,157580566.4,0.59,1.61,0.53,168.76,0.0,69356218.55,1886455.0,1378620.0,94904604.07,0.0,0.0,0.0,0.65,0.0,0.0,0.0,36.99,10070.0,699299.0,0.0,0.0,0.65,0.0,0.0,563.0,735410.0,101.9,38.78,0.0,0.0,1.39,1.39,133483144.0,6715328450.3,0.0,7218.01,1.39,19.95,0.1441,22.49,0.0231,53.68
2015-12-31,3117767.0,153577409.29,0.59,1.62,0.53,166.64,0.0,67741664.08,1875333.0,1375220.0,92376622.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,8878.0,3400.0,100.32,0.19,0.0,0.0,1.39,1.39,133445096.0,6573343077.29,0.0,7138.7,1.39,20.04,0.146,22.78,0.023,52.56
2016-01-01,3117767.0,153577409.29,0.59,1.64,0.53,164.66,0.0,67741664.08,1875333.0,1375220.0,92376622.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.03,0.0,0.0,0.0,1.38,1.38,133548440.0,6578433677.0,0.0,7076.62,1.38,19.98,0.1454,22.61,0.023,0.0
2016-01-04,3160904.0,151673459.17,0.6,1.66,0.54,164.27,0.0,66731199.24,1911877.0,1390691.0,91739894.06,0.0,0.0,3147.0,0.89,0.0,8878.0,0.0,0.0,19447.0,0.0,0.0,0.0,0.89,3147.0,0.52,33397.0,12854.0,99.6,0.68,3.31,0.0,1.41,1.41,133433496.0,6402699957.77,60000.0,6988.27,1.41,19.77,0.1433,22.46,0.0234,51.2
2016-01-05,2818341.0,135843351.42,0.51,1.46,0.48,145.14,0.0,51773431.61,1802984.0,1074143.0,86903390.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,108893.0,0.0,0.0,0.0,0.0,0.0,0.0,316548.0,92.79,16.68,0.0,0.0,1.34,1.34,133042072.0,6412595544.79,0.0,6837.0,1.34,23.15,0.1825,26.3,0.0209,51.43
2016-01-06,2677841.0,126787504.3,0.48,1.4,0.46,136.67,0.0,46655316.44,1694380.0,985393.0,80223662.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,108604.0,0.0,0.0,0.0,0.0,0.0,0.0,88750.0,86.57,4.65,0.0,0.0,1.26,1.26,133096640.0,6301715007.3,0.0,6797.17,1.26,24.4,0.1998,27.76,0.0199,50.52
2016-01-07,2730458.0,126617436.41,0.49,1.42,0.46,136.59,0.0,48077155.21,1695592.0,1036766.0,78628388.43,0.0,0.0,1425.0,2.41,0.0,0.0,0.0,0.1,51373.0,214.0,0.0,0.0,2.41,1425.0,0.0,1.0,0.0,84.96,0.0,0.0,0.0,1.26,1.26,133122696.0,6173196765.84,0.0,6651.5,1.26,23.75,0.1951,27.04,0.0203,49.48
2016-01-08,2697393.0,125526533.9,0.49,1.38,0.46,134.19,0.0,47977283.45,1668327.0,1030966.0,77637669.3,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.25,0.0,35055.0,0.0,0.0,0.0,10.0,0.0,7780.0,5800.0,83.07,0.3,0.0,0.0,1.24,1.24,133230456.0,6200044765.82,0.0,6592.48,1.24,24.05,0.1984,27.35,0.02,49.655
2016-01-11,2591481.0,118290509.23,0.47,1.28,0.44,127.59,0.0,43186508.64,1647261.0,946120.0,75190727.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,21066.0,0.0,0.0,0.0,0.0,0.0,0.0,84846.0,81.28,4.26,0.0,0.0,1.22,1.22,133614720.0,6098965522.01,0.0,6612.54,1.21,25.3,0.2081,28.87,0.0192,48.705
2016-01-12,2923418.0,134277715.49,0.53,1.41,0.5,143.12,0.0,54743760.63,1940598.0,1191850.0,89135069.33,0.0,0.0,57099.0,9.97,0.0,38600.0,0.0,0.56,207130.0,8066.0,0.0,0.0,9.97,57099.0,1.88,244304.0,0.0,95.1,0.0,0.0,0.0,1.44,1.44,132457384.0,6083999935.35,0.0,6473.27,1.45,21.97,0.1731,25.03,0.0218,49.01
2016-01-13,2947805.0,135605052.49,0.53,1.37,0.5,144.87,0.0,58147686.45,1905789.0,1264024.0,87670187.61,0.0,0.0,0.0,1.74,0.0,37174.0,0.0,1.49,35000.0,34809.0,0.0,0.0,1.74,0.0,1.84,0.0,0.0,93.74,0.0,0.0,0.0,1.42,1.42,132183144.0,6080694679.79,0.0,6476.79,1.43,21.53,0.1674,24.51,0.022,49.085
2016-01-14,2710995.0,122107069.27,0.49,1.26,0.46,131.93,0.0,53995791.57,1734200.0,1198803.0,78110833.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78,0.0,171589.0,0.0,0.0,0.0,0.0,0.0,0.0,65221.0,84.66,3.19,0.0,0.0,1.28,1.28,134143800.0,6042027476.49,0.0,6548.19,1.28,22.2,0.1732,24.0,0.02,48.06
2016-01-15,2656598.0,115474186.22,0.48,1.24,0.45,124.78,0.0,52108298.23,1679803.0,1198803.0,73015896.43,0.0,0.0,113460.0,0.0,0.0,0.0,0.0,9.13,0.0,167857.0,0.0,0.0,0.0,113460.0,0.0,0.0,0.0,79.04,0.0,0.0,0.0,1.23,1.23,134434576.0,5843459666.49,0.0,6394.74,1.22,20.0,0.1804,26.02,0.0195,46.38
2016-01-18,2666556.0,115469692.14,0.48,1.2,0.45,124.34,0.0,51911684.34,1691125.0,1198803.0,73230670.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,42.0,0.0,0.0,0.0,0.0,0.0,11364.0,0.0,78.85,0.0,0.0,0.0,1.25,1.25,134084312.0,5806243794.44,0.0,6245.64,1.25,19.97,0.1788,25.99,0.0196,46.205
2016-01-19,4216748.0,189098426.21,0.76,1.98,0.72,197.51,0.0,54550106.65,3222653.0,1216425.0,144518622.05,0.0,0.0,62709.0,0.75,0.0,0.0,0.0,0.05,17622.0,1042.0,0.0,0.0,0.75,62709.0,0.0,1469861.0,0.0,150.55,0.0,0.0,0.0,2.37,2.37,132554864.0,5944371389.61,0.0,6185.94,2.38,14.4,0.2498,44.06,0.0311,47.85
2016-01-20,4093210.0,176193059.35,0.74,1.89,0.7,193.79,0.0,41359984.24,3158311.0,960850.0,135950141.2,0.0,0.0,17540.0,0.0,0.0,0.0,0.0,10.01,0.0,220575.0,0.0,0.0,0.0,17540.0,0.0,138693.0,255575.0,150.26,11.7,0.0,0.0,2.33,2.33,132546584.0,5705494744.02,0.0,6265.55,2.34,14.18,0.3138,51.23,0.0302,45.93
2016-01-21,4300814.0,191840508.35,0.77,1.94,0.73,199.78,0.0,123073305.6,3441078.0,2759143.0,153491444.36,0.0,0.0,11865.0,0.0,0.0,1798293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11865.0,82.65,270902.0,0.0,159.18,0.0,0.0,0.0,2.53,2.53,132328600.0,5902600273.63,0.0,6152.04,2.52,14.07,0.3089,50.97,0.0317,47.595
2016-01-22,4720331.0,217543016.69,0.85,2.09,0.8,229.06,0.0,145252688.37,3493635.0,3151748.0,161009026.09,0.0,0.0,32045.0,23.2,0.0,0.0,0.0,0.4,396305.0,8733.0,0.0,0.0,23.2,32045.0,0.0,29245.0,3700.0,168.4,0.0,0.0,0.0,2.57,2.57,132185664.0,6091960099.78,0.0,6357.5,2.58,12.45,0.2822,48.71,0.0348,49.175
2016-01-25,4443988.0,196123616.35,0.8,1.93,0.75,216.02,0.0,127277950.86,4034357.0,2884006.0,178045639.3,0.0,0.0,12463.0,0.34,0.0,0.0,0.0,1.04,6300.0,21070.0,0.0,0.0,0.34,12463.0,0.0,549329.0,274042.0,197.01,14.26,0.0,0.0,2.95,2.95,132947528.0,5867286314.92,0.0,6442.48,2.97,12.89,0.3382,54.4,0.0324,47.09
2016-01-26,4832950.0,219789110.21,0.87,2.04,0.82,229.31,0.0,131252065.45,3188558.0,2886106.0,145006740.33,0.0,0.0,198838.0,0.05,0.0,0.0,0.0,63.1,2100.0,1241045.0,0.0,0.0,0.05,198838.0,0.0,196408.0,0.0,150.65,0.0,0.0,0.0,2.39,2.39,130363360.0,5928562658.05,0.0,6186.77,2.38,13.47,0.3235,52.81,0.0362,48.525
2016-01-27,4224569.0,193764716.62,0.76,1.8,0.72,205.37,0.0,104516389.16,1967096.0,2278726.0,90223120.75,0.0,0.0,4728.0,4.17,0.0,0.0,0.0,57.19,85661.0,1228250.0,0.0,0.0,4.17,4728.0,0.0,2060.0,693041.0,95.43,30.96,0.0,0.0,1.48,1.48,131278632.0,6021245463.89,0.0,6371.15,1.48,16.06,0.2481,42.75,0.0317,48.94
2016-01-28,2757966.0,125062751.11,0.5,1.21,0.47,134.54,0.0,46449866.91,1748661.0,1024343.0,79294797.47,0.0,0.0,0.0,0.25,0.0,0.0,0.0,10.67,4160.0,218435.0,0.0,0.0,0.25,0.0,0.0,0.0,1258543.0,85.29,61.12,0.0,0.0,1.32,1.32,130958656.0,5938452395.87,0.0,6370.98,1.32,24.76,0.2183,32.33,0.0208,48.385
2016-01-29,3019097.0,138955366.94,0.54,1.32,0.51,147.82,0.0,49940767.75,2009792.0,1085068.0,92501627.09,0.0,0.0,11098.0,0.0,0.0,60725.0,0.0,0.17,0.0,5000.0,0.0,0.0,0.0,11098.0,3.03,255033.0,0.0,98.3,0.0,0.0,0.0,1.5,1.5,131562896.0,6055244495.18,0.0,6414.82,1.51,21.01,0.1918,27.33,0.0226,49.11
2016-02-01,3083203.0,142454890.7,0.55,1.32,0.52,151.74,0.0,52684602.06,2018694.0,1140272.0,93270807.38,0.0,0.0,243.0,3.04,0.0,0.0,0.0,0.54,58804.0,11341.0,0.0,0.0,3.04,243.0,0.0,20000.0,3600.0,99.21,0.16,0.0,0.0,1.51,1.51,131682128.0,6084180363.97,0.0,6457.98,1.51,20.21,0.1833,26.1,0.0231,49.3
2016-02-02,3122706.0,141587621.57,0.56,1.33,0.53,153.03,0.0,53096820.35,2048280.0,1171047.0,92871725.2,0.0,0.0,8728.0,0.32,0.0,23400.0,0.0,2.96,7375.0,60725.0,0.0,0.0,0.32,8728.0,1.21,81583.0,0.0,100.34,0.0,0.0,0.0,1.53,1.53,131733688.0,5972979705.49,0.0,6449.58,1.53,19.72,0.1765,25.57,0.0233,48.38
2016-02-03,3220523.0,143442172.86,0.58,1.4,0.55,155.07,0.0,57626997.01,2042427.0,1293825.0,90969748.33,0.0,0.0,16480.0,5.64,0.0,10912.0,0.0,1.64,116366.0,33268.0,0.0,0.0,5.64,16480.0,0.53,10935.0,4500.0,98.13,0.23,0.0,0.0,1.53,1.53,131598864.0,5861416608.01,0.0,6296.54,1.53,18.7,0.1758,24.26,0.0241,47.525
2016-02-04,3193229.0,147688114.65,0.57,1.39,0.54,154.53,0.0,59584573.75,2011519.0,1288304.0,93033555.9,0.0,0.0,3044.0,0.13,0.0,0.0,0.0,2.05,2900.0,33952.0,0.0,0.0,0.13,3044.0,0.0,0.0,8421.0,96.75,0.73,0.0,0.0,1.51,1.51,131568656.0,6085102807.04,0.0,6297.88,1.51,19.23,0.1806,25.02,0.0239,49.35
2016-02-05,3184972.0,151932864.39,0.57,1.35,0.54,160.71,0.0,61710758.66,2143392.0,1293644.0,102246326.21,0.0,0.0,89844.0,11.4,0.0,0.0,0.0,7.48,224134.0,172557.0,0.0,0.0,11.4,89844.0,0.0,214586.0,218794.0,107.9,10.5,0.0,0.0,1.6,1.6,131493456.0,6272638321.22,0.0,6542.07,1.62,19.07,0.1742,24.81,0.0238,50.9
2016-02-08,3004710.0,138293198.46,0.54,1.24,0.51,151.05,0.0,55688014.57,2023435.0,1209939.0,93129552.61,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,6.38,0.0,131820.0,0.0,0.0,0.0,10000.0,0.0,1863.0,83705.0,101.74,3.83,0.0,0.0,1.51,1.51,131633832.0,6058509358.12,0.0,6606.16,1.52,19.63,0.1798,25.42,0.0225,49.11
2016-02-09,3332998.0,152325147.13,0.6,1.34,0.57,163.52,0.0,69513825.98,2172643.0,1521019.0,99294438.41,0.0,0.0,15469.0,0.0,0.0,369263.0,0.0,0.12,0.0,1855.0,0.0,0.0,0.0,15469.0,18.24,135594.0,58183.0,106.33,3.15,0.0,0.0,1.61,1.61,132701680.0,6064750992.99,0.0,6481.23,1.61,16.85,0.1409,21.85,0.0247,48.765
2016-02-10,3529133.0,160412456.27,0.63,1.37,0.6,172.26,0.0,76834670.83,2279778.0,1690391.0,103624541.42,0.0,0.0,86283.0,8.88,0.0,0.0,0.0,1.45,181569.0,27888.0,0.0,0.0,8.88,86283.0,0.0,48740.0,12197.0,111.02,0.68,0.0,0.0,1.68,1.68,133184368.0,6053733766.38,0.0,6484.47,1.68,15.39,0.1304,20.0,0.0261,48.5
2016-02-11,3993139.0,173101741.87,0.72,1.53,0.68,190.88,0.0,87308603.61,2476223.0,2014049.0,107343750.01,0.0,0.0,49580.0,15.68,0.0,0.0,0.0,0.14,334591.0,312.0,0.0,0.0,15.68,49580.0,0.0,147177.0,10933.0,118.48,0.56,0.0,0.0,1.82,1.82,133695088.0,5795654148.94,0.0,6373.0,1.83,15.19,0.1265,17.06,0.0293,46.255
2016-02-12,6205538.0,267700226.69,1.12,2.35,1.05,288.62,1.0,177524908.17,2378722.0,4115191.0,102615505.48,0.0,0.0,4994.0,106.64,0.0,0.0,0.0,10.39,2309900.0,212495.0,0.0,0.0,106.64,4994.0,0.0,110000.0,208758.0,110.04,10.51,0.0,0.0,1.74,1.74,134525696.0,5803293657.15,0.0,6249.2,1.73,10.5,0.2668,47.54,0.0453,46.03
2016-02-15,6275003.0,280018065.6,1.13,2.3,1.07,294.44,1.0,182005809.83,2392890.0,4078619.0,106781212.53,0.0,0.0,109911.0,0.1,0.0,0.0,0.0,4.76,2200.0,102743.0,0.0,0.0,0.1,109911.0,0.0,7000.0,38772.0,111.25,1.22,0.0,0.0,1.75,1.75,134667392.0,6009447741.6,0.0,6272.66,1.74,10.14,0.2557,46.45,0.0458,47.615
2016-02-16,5912351.0,266134465.02,1.06,2.18,1.0,278.85,1.0,167268094.87,2390065.0,3715970.0,107584727.32,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.11,22700.0,2825.0,0.0,0.0,0.59,0.0,0.0,0.0,385349.0,113.7,19.13,0.0,0.0,1.74,1.74,134881472.0,6071460979.25,0.0,6420.92,1.74,11.06,0.248,45.13,0.0431,48.03
2016-02-17,3712837.0,182507073.21,0.67,1.36,0.63,185.17,0.0,67880914.29,2379484.0,1380937.0,116965183.39,0.0,0.0,148198.0,0.0,0.0,0.0,0.0,7.51,0.0,163206.0,0.0,0.0,0.0,148198.0,0.0,4427.0,2335033.0,117.31,107.13,0.0,0.0,1.73,1.73,135280656.0,6649814303.34,0.0,6677.95,1.73,19.84,0.1476,20.38,0.027,52.45
2016-02-18,3216320.0,158914299.39,0.58,1.14,0.55,169.46,0.0,62730613.33,1994777.0,1269626.0,98559406.22,0.0,0.0,12452.0,0.0,0.0,91849.0,0.0,17.88,0.0,397159.0,0.0,0.0,0.0,12452.0,4.83,0.0,203160.0,105.01,9.54,0.0,0.0,1.44,1.44,136059952.0,6722549978.68,0.0,7132.77,1.45,18.11,0.1591,23.75,0.0233,52.72
2016-02-19,3250458.0,159504346.22,0.58,1.15,0.55,170.59,0.0,62302255.58,2028915.0,1269626.0,99561588.12,0.0,0.0,151462.0,0.0,0.0,0.0,0.0,6.34,0.0,119324.0,0.0,0.0,0.0,151462.0,0.0,2000.0,0.0,106.5,0.0,0.0,0.0,1.48,1.48,135509824.0,6649649336.5,0.0,7102.37,1.48,19.03,0.1672,24.72,0.0236,52.36
2016-02-22,3397015.0,170166277.61,0.61,1.22,0.58,179.45,0.0,69760301.72,2177672.0,1392619.0,109085870.42,0.0,0.0,7193.0,0.0,0.0,125193.0,0.0,0.02,0.0,371.0,0.0,0.0,0.0,7193.0,6.6,141935.0,2200.0,114.78,0.12,0.0,0.0,1.56,1.56,137265344.0,6876016924.81,0.0,7238.08,1.56,18.0,0.1518,23.3,0.0244,53.45
2016-02-23,3505245.0,173945287.58,0.63,1.28,0.6,187.07,0.0,74079633.45,2233946.0,1492810.0,110857979.8,0.0,0.0,46832.0,2.65,0.0,312684.0,0.0,2.01,44607.0,37693.0,0.0,0.0,2.65,46832.0,16.71,47135.0,257100.0,119.04,13.45,0.0,0.0,1.6,1.6,137309760.0,6813899082.79,0.0,7305.02,1.6,16.84,0.1439,22.11,0.0251,52.95
2016-02-24,3200552.0,154415805.25,0.58,1.19,0.54,167.51,0.0,72432934.98,1878718.0,1501306.0,90641787.05,0.0,0.0,43848.0,0.45,0.0,0.0,0.0,21.34,8496.0,399076.0,0.0,0.0,0.45,43848.0,0.0,0.0,0.0,98.52,0.0,0.0,0.0,1.34,1.34,138410448.0,6677835818.15,0.0,7265.72,1.34,16.39,0.1368,21.23,0.0228,51.48
2016-02-25,3540096.0,171560736.42,0.64,1.32,0.6,182.83,0.0,70284976.85,2269262.0,1450306.0,109973362.26,0.0,0.0,245420.0,6.02,0.0,0.0,0.0,1.42,118000.0,24876.0,0.0,0.0,6.02,245420.0,0.0,170000.0,169000.0,117.04,9.3,0.0,0.0,1.61,1.61,138354096.0,6704939808.72,0.0,7130.51,1.61,19.47,0.1659,28.25,0.0252,51.71
2016-02-26,3774705.0,189581125.87,0.68,1.42,0.64,200.26,0.0,69872106.4,2556774.0,1391207.0,128411649.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,2000.0,7039.0,0.0,0.0,0.11,0.0,0.0,295551.0,61099.0,135.4,3.11,0.05,0.0,1.82,1.82,138073296.0,6934605726.48,1000.0,7224.1,1.84,19.62,0.1675,25.98,0.0268,53.59
2016-02-29,3888004.0,199571154.03,0.7,1.49,0.66,210.81,0.0,89266524.93,2618859.0,1739072.0,134425970.98,0.0,0.0,0.0,25.62,0.0,0.0,0.0,0.18,462865.0,6097.0,0.0,0.0,25.62,0.0,0.0,68182.0,115000.0,141.49,5.98,0.0,0.0,1.86,1.86,137971408.0,7082069132.95,0.0,7437.31,1.87,24.25,0.1746,24.79,0.0277,54.77
2016-03-01,3727578.0,191720771.18,0.67,1.42,0.63,204.84,0.0,84943614.13,2250417.0,1651537.0,115745849.64,0.0,0.0,4901.0,13.2,0.0,0.0,0.0,19.97,229000.0,374823.0,0.0,0.0,13.2,4901.0,0.0,1480.0,316535.0,123.36,16.49,0.0,0.0,1.6,1.6,138728256.0,7135219766.14,0.0,7584.88,1.6,17.89,0.1591,26.19,0.0264,54.88
2016-03-02,3858283.0,198696446.78,0.69,1.51,0.66,213.26,0.0,88108046.21,2320679.0,1710880.0,119511884.28,0.0,0.0,91110.0,12.48,0.0,0.0,0.0,1.09,215952.0,20848.0,0.0,0.0,12.48,91110.0,0.0,0.0,156609.0,127.43,8.57,0.0,0.0,1.64,1.64,139003472.0,7158494069.99,0.0,7612.02,1.65,17.92,0.153,24.57,0.0273,54.95
